global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
799.0342775039545	n/a	638455.7766262665	n/a	907.1560624800388	n/a	822932.1216942881	n/a	746.8109232584635	n/a	n/a	557726.5550981587	768.7111254522125	637.9577498157664	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.020595535135726	n/a	0.0004241760675269	n/a	0.0959454632608043	n/a	0.0092055319203303	n/a	-0.0168667707355467	n/a	0.0002844879550454	n/a	0.0018270297875937	n/a	3.338037844754681e-06	n/a	-0.000517897367418	n/a	n/a	2.682176831784949e-07	0.0001129733888862	n/a	n/a	1.2762986596432576e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796.1467957971994	-2.887481706755125	633849.7204581475	8.337550606845488	890.3173227370161	-16.838739743022757	792664.9351656081	283.5431561332541	745.5884720512058	-1.2224512072576772	1.4943869541257524	555902.1696556518	766.0363433640639	640.3883817464925	1.041133	21.970446	0.1051154596422252	0.0595839376019199	-0.0900353978	-0.0574111819	0.0742316421	-0.0671986413	-0.1544804511	-0.055057845	0.0124637249	-0.1409019435	0.0190219679	-0.0891061618	-0.0374582793	0.0744075993	-0.02606921	0.0255920474	-0.0142754586	0.0855843228	-0.0256331678	0.1472984658	-0.0282700795	0.1381876663	-0.0191476257	0.2484891705	-0.1132983658	0.150057205	-0.1131200319	-0.0770369592	0.0654879175	-0.0322928655	0.0025388281	-0.0574065745	0.0914232555	-0.1553559234	0.1297431814	0.1099192453	-0.0358097636	0.0512402183	-0.0707554605	-0.052451312	-0.049876279	0.002115291	-0.0995569698	0.0605407948	-0.0971755269	0.0241488836	-0.0392997723	0.085089452	-0.1605487352	0.1224181056	-0.1689738389	0.0950991238	-0.0274418355	0.2040027089	-0.070274489	0.0531188846	-0.0677573944	0.1113707404	-0.1911529022	0.0642717096	-0.1870814628	0.0341869769	0.1571052943	0.1570166674	0.0	-0.014944377955274	0.005651157180452	0.00022333443247	3.193557747817421e-05	0.0958002851135972	-0.0001451781472071	0.0091776946278465	2.107669442648739e-08	-0.0099240062377106	0.006942764497836	9.84858998061189e-05	4.8201978872413344e-05	0.0021496018049959	0.0003225720174021	4.620787920041631e-06	1.0405270641092513e-07	0.0004860617025643	0.0010039590699823	1.0079338141997246e-06	2.3625597869970607e-07	-0.0004080227200639	-0.0005209961089501	2.714369455411445e-07	1.664825400883437e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796.2776126339495	0.1308168367501139	634058.0363820221	0.0171130447773059	892.3963472378329	2.079024500816786	796371.2405634267	4.322342874996485	746.0871716485507	0.4986995973448529	0.2487012883919184	556646.0676985339	766.9004765983434	642.7590205604464	0.936664	19.765881	0.0953887456019092	0.0522322829559525	-0.0754408216	0.0047257249	0.0386651662	-0.0496502211	-0.1101631001	-0.0789160509	-0.0002203507	-0.0715328468	-0.0060924719	-0.1033695039	-0.0143424559	-0.0910112362	0.0739206919	0.0954596113	-0.0533472836	0.1171356234	0.0923616108	0.0433943486	-0.087988138	-0.0285971063	-0.1124499307	0.1438604291	-0.0241688475	-0.0578869926	-0.1084284188	-0.0271451442	0.0202349606	-0.1600841114	0.0100826954	0.0469325743	0.074463112	-0.0150568414	0.0598087761	0.0617032559	0.1110612074	0.2042414282	-0.0642573299	-0.056280467	-0.0354901854	0.015285539	-0.0274266794	0.0174662196	-0.0716409472	-0.0048426215	-0.0835939091	0.0302228314	-0.0063766444	-0.0219825486	-0.0013830383	-0.0466385061	-0.1685432575	0.1400592456	-0.1981945694	0.1658407635	-0.0575756494	0.0575898361	-0.1661191154	-0.0130006137	-0.1598003856	-0.0913600896	0.156868993	0.1560723507	0.0	-0.0166658914702679	-0.0017215135149938	0.0002777519384987	2.96360878230665e-06	0.1176567230472898	0.0218564379336926	0.0138431044782266	0.0004777038791493	0.0072500933307821	0.0171740995684927	5.256385330505108e-05	0.0002949496959885	0.0016489682559304	-0.0005006335490655	2.719096309066145e-06	2.506339504499184e-07	0.0005540962219621	6.803451939779996e-05	4.628695829689619e-09	3.070226231926728e-07	0.0001160431031674	0.0005240658232313	2.7464498707910013e-07	1.3466001792719841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
795.1162809227077	-1.1613317112418144	632209.9001883582	1.3486913435358412	893.9345356683311	1.5381884304982805	799118.9540605547	2.3660236477187637	745.2615208722543	-0.8256507762963565	0.6816992043987762	555414.7344928256	766.4445360065718	632.5351962226838	1.009345	21.299637	0.0946311355884881	0.0532684866043049	-0.0190096183	-0.0510760215	0.0056630652	-0.0082421833	-0.0770080635	-0.0625282027	-0.0139300146	-0.0046918482	0.0901855547	-0.0729438895	-0.0353295672	0.0830224194	-0.1147656323	0.0821599662	0.1173489765	-0.0434678181	0.1455679479	-0.0640394353	-0.1114182161	0.0370426913	-0.0930402112	0.0673124232	0.1249400298	-0.0797735411	-0.0833386377	-0.0275580631	0.0409890406	0.1042991876	0.153434286	-0.0464069218	-0.1596449314	0.0284550036	0.0541067849	0.0801943172	0.104109904	0.1571651553	-0.0406673589	-0.0075432947	-0.1052874792	0.0904609661	-0.0891618479	-0.0691297965	0.0608925513	-0.1902808981	0.0610704775	-0.0041753891	-0.017836263	-0.0095923942	-0.1876931262	0.054140782	0.0794214441	0.0933378621	-2.4193e-06	0.1133194974	-0.0238065469	0.0589175357	-0.0279258174	0.005720353	-0.0857739905	-0.0810265272	0.1563967458	0.1541893965	0.0	-0.0184202096400127	-0.0017543181697447	0.000339304123182	3.0776322406967427e-06	0.1124831296105668	-0.0051735934367229	0.0126524544469875	2.676606904850325e-05	0.0275231872986125	0.0202730939678304	0.0007575258390745	0.0004109983390284	0.0010356239735739	-0.0006133442823565	1.072517014640994e-06	3.7619120869941e-07	0.0008863517664292	0.0003322555444671	1.1039374682912909e-07	7.856194538521631e-07	-0.0002869596702928	-0.0004030027734602	1.624112354166133e-07	8.234585237455247e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
795.2487840894926	0.1325031667848861	632420.6285958163	0.0175570892080233	893.7226286114387	-0.2119070568924144	798740.1368921397	0.0449046007608049	746.0457169242527	0.7841960519983786	0.6149634479698437	556584.2117410222	767.7738882189863	638.9057038748774	1.172681	24.746414	0.0879798537068077	0.0559744332517723	-0.0252414605	-0.0588895575	0.0535178254	-0.0606052391	-0.0202919888	-0.1123930872	0.0691232739	-0.0182723743	0.1697251527	-0.0440252771	-0.0404372189	-0.0203141399	0.1207497381	-0.0831372842	0.0329337654	-0.0760362153	-0.1223786091	0.1239747344	0.0029074354	0.0437357353	0.0462905027	0.2358054647	-0.0076119993	0.0831775284	-0.0637515671	-0.0391380551	0.0617892029	-0.1047724636	-0.1139326583	-0.0884924648	0.0263824086	-0.077076986	-0.0351228881	-0.1583034529	-0.0471007646	-0.0556531934	-0.0442555615	-0.0216450084	0.0061762523	-0.1720980287	0.1327831486	-0.0486522738	0.0921778403	0.0577699708	-0.2033498521	-0.0916359687	-0.3177376864	-0.0814774192	0.1179437412	-0.1067505922	0.0308369321	0.160675056	-0.0087775629	-0.2761112591	0.0698802242	-0.058724578	0.0511242035	-0.0123072221	0.0533506714	-0.130254524	0.1556892631	0.1513791291	0.0	-0.0299432395579088	-0.0115230299178961	0.0008965975952223	0.0001327802184887	0.1021922116697879	-0.0102909179407789	0.0104432481259627	0.0001059029920638	0.0133516672953248	-0.0141715200032877	0.000178267019565	0.0002008319792035	0.0010629817821644	2.73578085905001e-05	1.129930269213404e-06	7.484496908744412e-10	-0.0001251519502809	-0.0010115037167101	1.0231397689183464e-06	1.5663010659112864e-08	-0.0002859334786965	1.0261915962999691e-06	1.0530691923166788e-12	8.175795423948184e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
794.4807288135117	-0.7680552759808279	631199.6284560488	0.5899089069619857	895.755224263893	2.032595652454233	802377.4217960571	4.131445086375851	746.203330838853	0.157613914600347	0.0248421460756454	556819.4109549988	767.8117996737127	628.0368748675988	1.067751	22.532143	0.0469324612096484	0.0321053113033547	-0.0676737295	-0.0236943857	0.0260502219	-0.0074015101	-0.0734376479	-0.0137326493	-0.0612441701	-0.0714875814	-0.1078330617	-0.0669826354	-0.0461186804	-0.1866052912	-0.046267914	0.0505952195	0.0042398402	-0.06982535	0.1056817237	-0.0486791182	0.0609538886	0.0199455286	0.1091782301	0.0603691835	-0.0072573707	0.1058997401	-0.0740791837	-0.0509728748	-0.1124141853	-0.0581494888	0.1031711807	0.1157059068	-0.0703891607	0.0514812457	-0.0640962861	-0.0019884936	-0.0951406253	0.022008564	-0.0467830999	-0.0448081477	-0.0088450528	-0.1160240281	0.0864899212	0.0104059065	-0.0127850829	0.0661544265	0.0309720287	-0.0817624247	-0.0155366389	-0.0857699528	-0.0577900399	-0.0043654348	-0.0785860821	-0.0375476707	0.0342465384	0.0078632079	-0.0993734147	0.109754208	0.1982893151	0.0346242977	0.0133666189	-0.0026062521	0.154747609	0.1476584499	0.0	-0.0271690790176535	0.0027741605402553	0.0007381588546674	7.695966703109579e-06	0.0806915116117608	-0.021500700058027	0.0065111200461909	0.0004622801029852	0.0132487085510888	-0.000102958744236	0.0001755282782716	1.0600503014654304e-08	0.0006119815359689	-0.0004510002461955	3.74521400366854e-07	2.034012220684017e-07	-0.000125087458231	6.449204989998885e-08	4.159224500302652e-15	1.5646872206692172e-08	-0.0002859615777937	-2.8099097199962668e-08	7.895592634529499e-16	8.177402397426233e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793.9628133852905	-0.5179154282212721	630376.9490386855	0.2682363907896237	889.6994155787822	-6.055808685110719	791565.0500812266	36.672818830662415	745.8212720788043	-0.3820587600487215	0.1459688961299665	556249.3698852459	766.7619348527762	632.1322664713581	1.123323	23.704845	0.1319130263119574	0.0884510246829898	0.0031677401	-0.0464261708	0.1047196387	0.0610352408	-0.053366169	-0.0113432803	0.045220157	-0.0565316313	0.1021641752	-0.0669995982	-0.0510663962	0.1006418476	0.1144229049	-0.0020374123	0.0377394512	0.0436478655	-0.0247264765	0.0331993383	-0.2076843467	0.0163261521	-0.020947981	0.119179564	0.0742793283	-0.0640959197	-0.0654820079	-0.0552158702	0.1097390068	-0.0525315583	-0.0369858787	-0.0866172726	-0.0276966924	-0.1129671776	0.0569867356	0.0163643281	0.1650709938	0.0727314573	-0.0275618019	0.0121571632	-0.1223754275	0.0544708739	-0.0415129772	-0.0271427181	0.0142841435	-0.2026157988	-0.0545158219	0.0911368713	0.0330811264	0.1236533102	-0.019683361	-0.1071130416	-0.0114459143	0.0825989798	0.0109602904	-0.0191930106	-0.0239280314	0.0129246762	0.0955896939	-0.0306189783	0.0187295604	-0.1744183701	0.1535731997	0.1430497353	0.0	-0.025319895910826	0.0018491831068274	0.000641097128935	3.4194781625762016e-06	0.0804810649360519	-0.0002104466757089	0.006477201813241	4.4287803316930506e-08	0.0856514317079444	0.0724027231568556	0.0073361677536206	0.0052421543205282	0.0001839948245638	-0.000427986711405	3.3854095466263553e-08	1.8317262513935236e-07	0.0002740029392129	0.0003990903974439	1.592731453319301e-07	7.507761069730818e-08	3.597478080860921e-05	0.0003219363586023	1.0364301899011461e-07	1.2941848542274772e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
795.3929502793926	1.4301368941021335	632649.9453541563	2.0452915358720976	897.3021822755442	7.6027666967619325	805151.2063164539	57.80206144539235	746.8563457102016	1.0350736313972675	1.0713774224139263	557794.4011275962	768.8790705884262	625.410249177584	1.008427	21.280264	0.0576397876587164	0.0317484022524265	-0.0192935683	-0.0308457381	0.0045068552	0.0022507822	-0.0124748527	-0.1156490412	0.0642341936	-0.0481522083	0.0098854934	-0.0449703578	-0.0001764801	-0.0342265946	0.1407500888	0.1489500684	0.0014172943	0.0203880054	-3.46563e-05	-0.0791170802	-0.0158755742	-0.0663816814	0.1349940566	-0.1873562577	0.0315546825	-0.005806838	-0.0441054697	0.0295756814	0.1044640284	-0.1179636442	0.0674947911	0.0955520606	-0.0061142543	0.1212593672	-0.0868067276	0.0208570128	0.0978691829	-0.1089758623	-0.0335127685	-0.0059364457	-0.0787882626	-0.0014476138	0.026913108	-0.0855388248	0.0592168004	-0.0439630823	-0.0032728471	-0.1786542589	0.098949232	-0.001430201	0.0574649951	-0.0040953776	0.0264298572	-0.019433098	-0.0345544507	0.0347062109	-0.1180352024	0.0450034605	0.1881624439	0.1041953525	-0.0506004183	0.085473203	0.1521678018	0.1375807028	0.0	-0.0224001580186694	0.0029197378921566	0.0005017670792613	8.52486935889507e-06	0.0836636709757669	0.0031826060397149	0.0069996098411413	1.0128981204030397e-05	0.0574100932792873	-0.0282413384286571	0.0032959188103364	0.0007975731962419	8.504560856305545e-05	-9.894921600074456e-05	7.232755535860451e-09	9.790947347162005e-09	0.0003189873925162	4.498445330329998e-05	2.0236010389967767e-09	1.0175295658428425e-07	-0.0002860136558511	-0.0003219884366597	1.0367655334256357e-07	8.180381133331147e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796.0264585442416	0.6335082648489561	633658.1227024872	0.401332721631935	895.1652363231346	-2.136945952409519	801320.8003214535	4.566538003519427	746.4445204582768	-0.4118252519248244	0.1696000381229451	557179.4221221867	768.004066784296	634.4357305964608	1.022444	21.576057	0.0921319614080255	0.055491255167846	0.0134292475	-0.0948413001	0.0798466385	-0.0143299447	-0.052573221	0.0129075206	0.0099843727	-0.0547766655	0.0103357088	-0.0209547155	-0.0617545598	0.1168643619	-0.0301245186	-0.0078009592	-0.094776755	0.0239716624	-0.0377796095	-0.0877708398	0.0218182802	0.0256981117	0.1107718851	0.0143987801	-0.0133567914	0.0817580196	-0.0270822799	-0.0681259703	0.0617103964	0.1123923361	-0.0223726336	-0.0163522084	0.0814193125	-0.0018773729	-0.0504196986	0.1224158455	-0.0399791835	-0.0942704846	-0.0196803243	-0.0014270844	-0.1267240581	-0.0058795326	-0.0875622656	0.024227131	-0.0097374917	0.0066985721	-0.0850837563	0.0119584147	-0.0737022817	0.1111677349	-0.1253341569	-0.0411292747	0.1007742874	0.0223314383	0.0689869712	-0.0555831871	-0.0836263326	0.0949799326	0.1793345001	0.1571659236	-0.0649401826	0.0954461688	0.150533529	0.1312842438	0.0	-0.0223466016005886	5.355641808079889e-05	0.0004993706030954	2.8682899176453223e-09	0.1158549832178437	0.0321913122420768	0.0134223771364068	0.0010362805838668	0.0314659326011366	-0.0259441606781506	0.0009901049144592	0.0006730994732937	0.0006120240015108	0.0005269783929477	3.7457337842529177e-07	2.7770622663378746e-07	0.0003309552821946	1.1967889678400005e-05	1.4323038335435334e-10	1.0953139881250733e-07	-0.0001461012970829	0.0001399123587682	1.9575468136081516e-08	2.13455890093058e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
795.2803398681064	-0.746118676135211	632470.8189807307	0.5566930788777599	895.9891798871118	0.8239435639771955	802796.6104747793	0.6788829966194428	746.6890447201936	0.2445242619168084	0.0597921146659599	557544.5295051553	769.2205020696723	637.5210564720956	1.476548	31.158758	0.2312045889901301	0.1466294545285586	-0.1563458759	0.0860480565	0.0005262532	-0.0515646208	-0.0607571856	-0.0024480831	-0.081242884	-0.0198329863	-0.1444896749	-0.0874648092	0.0851831228	-0.1140613884	0.0173069628	-0.0252172669	-0.0434677648	0.0807102375	-0.103262698	0.1230981772	0.1153549014	-0.1846743983	0.0248225853	-0.1345619417	-0.1930279311	0.1099107322	-0.0780839376	0.0761482839	-0.115259335	-0.0837118434	-0.0085631383	0.0685548957	0.1099662309	0.0918551095	0.046127004	-0.1404214646	-0.035592976	-0.0413293522	-0.1028933946	-0.1138862733	0.1264086414	-0.0861783553	0.05299827	-0.0309089694	-0.1553722523	0.1305200742	0.0932464822	-0.0862932515	0.0183413052	0.0246209012	0.2197071367	-0.0609662863	-0.2796089388	-0.0711235232	-0.1040135615	0.1219948835	0.0584117208	0.0838513696	0.1035150974	0.2059499444	0.2724790497	0.026779957	0.1486728395	0.1241982259	0.0	-0.0056947519830288	0.0166518496175597	3.243020014821046e-05	0.0002772840956858	0.1201884230229524	0.0043334398051087	0.0144452570287441	1.8778700544500616e-05	-0.002917557817085	-0.0343834904182216	8.51214361603379e-06	0.0011822244133399	0.0027748467193183	0.0021628227178075	7.699774315711532e-06	4.677802108664221e-06	-0.0007510809114446	-0.0010820361936392	1.170802324345208e-06	5.641225355364511e-07	-0.000417958568621	-0.0002718572715381	7.390637608814025e-08	1.746893650837152e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
