global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
772.3511885109177	n/a	596526.3583942271	n/a	896.7823598286104	n/a	804218.6008997713	n/a	743.1931340349852	n/a	n/a	552336.0344767434	764.5119531396125	592.2858136614462	n/a	n/a	n/a	n/a	-0.0705042233	-0.200148746	0.0693463465	-0.0273929021	0.1456574885	-0.0277382468	0.0258685069	-0.0281384556	-0.1265227748	-0.0093807116	0.2872963844	-0.1393671531	0.0674289401	-0.2394094267	0.1251696242	-0.1760128177	0.1248496452	-0.040145935	0.0378570042	-0.0483271606	0.0005284946	-0.0041025472	0.0112071432	-0.0170717541	0.1415542178	-0.0804029201	0.1565083706	-0.0646174875	0.0106429684	-0.0314096549	0.0052893045	0.1095833985	-0.0601854999	0.1419657944	-0.0666277325	-0.0969240181	0.1299069258	-0.1879208033	0.0536192138	-0.065186472	0.0335189526	-0.0356297561	0.0258536038	-0.1095698421	0.0204646509	-0.1117915772	0.0308021522	-0.1054169694	0.2225808348	-0.2024842211	0.048365012	-0.1218818174	0.2738705348	-0.0602788082	-0.0474074138	-0.1453465402	0.0209249027	-0.0287234177	0.1269607169	-0.073169529	0.1123538205	-0.0981269249	0.1119099024	-0.0142325931	0.172698291	-0.06136217	0.0482125351	-0.1552221716	0.048879693	-0.0021224519	0.0032091102	-0.2109274304	0.150948033	-0.2012415404	0.1747727798	-0.1416852636	0.0568634302	-0.0108293124	0.1561451084	0.1560591586	-0.011901108198046	n/a	0.0001416363763415	n/a	0.0569914268862703	n/a	0.003248022738533	n/a	0.0001920878237058	n/a	3.6897732016030507e-08	n/a	0.0008227895577719	n/a	6.769826563784789e-07	n/a	-0.0008432063815158	n/a	n/a	7.109970018289688e-07	-0.0005001526919806	n/a	n/a	2.5015271529544096e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
769.5165006719268	-2.8346878389909307	592155.6448063675	8.035455144523073	885.6672081580529	-11.115151670557566	784406.4036064798	123.54659665949865	742.094805239935	-1.098328795050179	1.206326142036378	550704.699964097	762.9317873398024	588.6217683992887	1.30266	20.18856	0.0514969932083085	0.0314462050424649	-0.0422292724	-0.1467412774	0.0011829276	0.0352832207	-0.0977700234	-0.2345866446	-0.0154001311	0.1537444236	0.0291468225	-0.2013349823	0.0465882152	0.145390639	-0.0375218006	-0.0161172862	0.1451776444	-0.1600450076	0.1484822289	0.1955660748	0.0460651007	-0.2172718184	0.095878028	-0.0342237334	-0.0841978293	0.0694366744	0.0806780407	0.0171282869	0.0160193432	0.0806996945	0.0168707221	-0.1552686597	0.0053293426	0.1031946879	-0.1160564773	0.071367617	-0.0511676091	0.3159773731	0.0639041946	-0.1609698006	0.0760495839	0.087313382	-0.1846004637	0.0149352885	0.1624890728	-0.2355660734	-0.088299458	-0.0788628324	0.0334663915	0.0333157875	-0.0490517744	-0.07186449	-0.1386808717	0.1994803717	0.0093546007	0.3179743478	-0.0323234918	-0.1060911207	0.0231540854	0.0913930691	0.1481753069	0.0268483726	0.0426338426	-0.0819118243	0.040862836	-0.0201369411	0.1108042303	0.0188307253	0.1231510101	-0.0196512774	-0.0831065097	-0.0253555079	-0.1990195055	-0.0820661666	0.0004226128	-0.1090965743	0.029059949	-0.0531431288	0.001216158	0.1555520133	0.155915944	0.1551433414	-0.0141120073092508	-0.0022108991112047	0.0001991487502963	4.888074879926172e-06	0.0418268523134628	-0.0151645745728074	0.0017494855744522	0.0002299643219742	-0.0049837045753804	-0.0051757923990862	2.4837311294667533e-05	2.6788826958438483e-05	0.0008440491932545	2.1259635482599957e-05	7.124190406335723e-07	4.5197210085302296e-10	-0.0009339084797139	-9.070209819810006e-05	8.226870617537786e-09	8.72185048481528e-07	-0.0009671055008041	-0.0004669528088235	2.1804492566815614e-07	9.352930496855492e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
769.0158982887009	-0.5006023832258961	591385.4518207776	0.2506027460914469	883.5409235305335	-2.12628462751934	780644.5635531881	4.521086317225057	742.2803912308965	0.1855859909614992	0.0344421600411616	550980.1792058927	762.600824401743	582.925836276291	1.448051	22.441826	0.0359802130196648	0.024622710503807	-0.0439648712	0.0448912093	-0.0729332611	-0.2233095371	-0.1685940043	0.0906944549	-0.1490944132	-0.0874697239	-0.018648404	0.0143661644	-0.1956055021	0.2444414418	0.0992722057	-0.0281465579	0.0204982548	-0.1886351484	-0.0140696161	0.2011548837	-0.0788811559	-0.2770317474	0.0622141991	0.1129676621	-0.2338756852	-0.0921338198	-0.0646478346	0.1326332644	-0.0383349477	-0.0308474125	-0.0153693219	-0.1212105541	0.0457204792	0.1101851284	0.1609028938	-0.0308677005	0.2683704472	0.0466346331	0.1184935266	0.0486853977	-0.0076945834	0.2191864632	-0.1023675113	0.1667640427	0.2530237742	-0.1586459267	-0.1763413537	-0.0443838957	-0.1313079267	-0.1591433722	-0.1932460785	-0.1066076968	-0.1473844154	0.0262463958	-0.0340231438	0.1104483478	-0.0301431402	0.0978260878	0.122237879	0.0907900148	0.0454203128	0.0349298383	0.0464603387	0.0757640525	0.2061136924	-0.0419690594	-0.102737883	0.0398048482	0.1205421569	0.0785136078	0.1593770151	0.2904436335	-0.2024775861	-0.0690510909	0.0315271896	0.1836524342	-0.0237066662	0.1502915953	0.005262452	0.1794016979	0.1554579513	0.1533170814	-0.0116610757410313	0.0024509315682194	0.000135980687438	6.007065552094893e-06	0.0403854516881097	-0.0014414006253531	0.0016309847080526	2.077635762768322e-06	-0.0169971478325976	-0.0120134432572172	0.0002889030344431	0.0001443228188943	0.0011515961882812	0.0003075469950267	1.3261737808637892e-06	9.458515414995307e-08	-0.0008420560632873	9.185241642660004e-05	8.436866403405544e-09	7.090584137189054e-07	-0.0009650161608799	2.089339924200048e-06	4.365341318856262e-12	9.31256190759381e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.3134517602815	1.2975534715806134	593382.8139628395	1.6836450116109016	880.4067176051394	-3.134205925394099	775115.9884042557	9.82324678277548	743.6014014919309	1.3210102610344163	1.7450681097582172	552943.0443007639	763.3488405343577	585.6710741502002	1.388323	21.516159	0.1039164692985593	0.0465635058541698	-0.0794484422	-0.1667652021	-0.0600458074	-0.0189467155	0.1692922394	0.0533049087	-0.0139818159	-0.0967506659	-0.1148207427	-5.75477e-05	-0.0680822023	0.1098990991	-0.0980452776	-0.2209620927	-0.0233708946	-0.069329853	0.0107789213	0.1497139839	0.1138338744	-0.0217373427	-0.0260793866	-0.0938034239	-0.1209049604	-0.309364573	-0.0884132246	-0.0013054409	-0.2004362384	0.0549642074	0.0424256949	0.1873002569	0.1780740567	-0.010403041	-0.0669367737	0.0553094421	-0.0789322592	-0.1154693239	0.1122408398	0.0090793474	-0.0229357395	0.0167086316	-0.1013292437	-0.0022558414	0.1877175449	0.1352522146	0.2187961497	-0.1392646423	0.0705278713	-0.109866023	-0.2522217207	0.1306413839	-0.0416534207	-0.0708099384	0.1803084254	-0.0906190338	-0.0539047709	0.0330230472	0.0739221226	0.0513078019	0.1303934902	0.0121980124	0.107699949	-0.0328811841	-0.1175590059	0.1541080754	-0.0061593794	-0.116509221	0.045956168	-0.2268651963	0.1525424855	0.2202000328	0.0498147757	-0.0664399471	0.0028240137	0.0367321781	0.0846728631	0.0770830355	0.0335903638	-0.0029773336	0.1547718027	0.1505910958	-0.0233064738734469	-0.0116453981324155	0.0005431917244136	0.0001356152976624	0.0640872964123815	0.0237018447242718	0.0041071815614484	0.0005617774433334	-0.0057816967282207	0.0112154511043768	3.342801705711795e-05	0.0001257863434746	0.0009979302517193	-0.0001536659365618	9.958647872965455e-07	2.3613220059445866e-08	-0.0002442845905039	0.0005977714727834	3.573307336736351e-07	5.967496115765811e-08	-0.0005693780634753	0.0003956380974045	1.565295041179317e-07	3.241913791668828e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.5583256740781	0.2448739137965958	593760.1332656386	0.0599632336580626	881.7020075871394	1.2952899819999857	777398.430183192	1.6777761374695233	745.1525060055029	1.5511045135719996	2.40592521202343	555252.2572062811	764.9656967528398	587.9546028438367	1.204577	18.668478	0.0837607168064305	0.04053086700789	-0.1164091844	-0.0345264746	-0.1049196469	-0.0090267582	0.0542021868	-0.1995493456	0.003168771	0.016458854	-0.1051643093	-0.0048206672	-0.0856059406	-0.034332791	-0.0767982085	-0.0771898345	-0.121479187	-0.0460381943	-0.0153063734	0.0753800807	-0.107286934	0.1153775185	0.0341790387	-0.0842099718	0.1402922893	-0.1049670258	0.2746812115	0.0458448196	-0.0466710905	0.3683951485	0.1365098799	-0.0036956484	0.1290896975	-0.0027561587	0.0609344502	-0.253643363	-0.1186790722	0.130768005	0.102196305	0.0915356271	0.0091036467	0.0534798349	-0.0467101296	-0.0545494575	-0.046996168	-0.0471169351	0.0569100245	-0.10396816	0.264938375	0.2592630858	-0.0828537186	0.1820584723	0.2552521703	0.2070986652	0.0003820453	0.0408983493	-0.011606087	0.0993744543	0.1020035432	0.1553672523	0.0342819742	-0.0148016873	0.0929514834	0.0541647308	0.0331238107	0.0256882168	0.0339188626	-0.1072962829	0.0544038389	-0.283003363	-0.1363626006	0.1632949243	-0.0919332719	0.2944405677	-0.1809903959	-0.0825801637	-0.0895464346	0.005329777	0.0889811168	-0.0226423324	0.1538585052	0.1469813818	0.0001884573644446	0.0234949312378915	3.5516178213404785e-08	0.0005520117938732	0.0401366681362986	-0.0239506282760829	0.0016109521290833	0.0005736325948191	-0.0164452406986868	-0.010663543970466	0.0002704459416377	0.00011371117001	0.0009319039808785	-6.602627084080004e-05	8.684450295771958e-07	4.359468441142682e-09	-0.000503677812393	-0.0002593932218891	6.728484356200788e-08	2.536913386969981e-07	-0.0003817652897654	0.0001876127737099	3.5198552859122165e-08	1.4574473646965985e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.8711972325597	0.3128715584815609	594242.4027227599	0.0978886121066807	888.1751649393838	6.473157352244357	788855.1236151016	41.901766106915176	745.0151542719263	-0.1373517335765655	0.0188654987164878	555047.5800948222	765.8840817052795	576.983079831403	1.321086	20.474129	0.169151339170698	0.0861760642639203	0.0492804196	-0.13351901	-0.2521810574	-0.0698307211	-0.0365478089	0.0316076264	0.0161133328	0.1035995612	-0.0663284974	0.1353408041	0.0968273915	0.1928889234	-0.0751511079	0.2137914231	0.0004923742	0.0582973012	-0.2425242183	0.0113203544	0.1600863141	0.1664428826	-0.0440705381	-0.118002532	0.1620580827	-0.1796221423	0.1889420998	-0.1316446861	-0.0054641367	-0.0534698128	-0.0100872702	-0.1279755298	-0.0937193746	0.0019236632	0.0123589396	0.0415846672	0.0271757536	0.1651560085	-0.0488775356	0.080425473	-0.2368781735	-0.1229953291	-0.1170597619	-0.0409931164	-0.0198713218	0.1562368654	0.0904097696	-0.1279338839	0.1339892257	-0.0458785963	0.1678599705	0.0860575255	0.0252135002	0.0054743975	-0.0736551001	0.1299311434	0.0606539628	0.1356381148	0.1854090802	-0.0355543885	0.0829341915	-0.2244842922	0.0687331782	0.1285403958	-0.133519572	0.0388408661	-0.0156835476	-0.2101773544	0.1471540789	0.1595713124	0.1654458563	0.1005660967	0.0701651367	0.0386049997	-0.159824048	-0.2332294141	-0.1948734542	-0.1705018658	-0.0651612985	-0.0031334243	0.152719399	0.1425091225	-0.016944269118909	-0.0171327264833535	0.000287108255974	0.0002935303167534	0.0792694558985545	0.0391327877622559	0.0062836466384528	0.0015313750780457	-0.0627831429682004	-0.0463379022695135	0.0039417230409654	0.0021472011867389	0.0015626869062634	0.0006307829253849	2.4419903670070765e-06	3.978870989571323e-07	-0.0007156796355991	-0.0002120018232061	4.49447730427105e-08	5.121973408112607e-07	-0.0008699389942859	-0.0004881737045205	2.383135657852685e-07	7.567938537791632e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
771.0413522242221	0.1701549916624571	594504.766839757	0.0289527211876508	882.9304270546817	-5.24473788470209	779566.1390189625	27.507275479229357	744.7692482607208	-0.245906011205534	0.0604697663470162	554681.2331548391	765.2459698812298	599.457494190761	1.546051	23.960625	0.1075465541690968	0.0591592188080208	-0.227572353	-0.0079414764	0.0738566692	0.0055622584	0.0809907791	0.0710752091	0.1423216267	0.1400577914	-0.0291522835	0.0102045171	-0.0931093753	-0.0397641895	-0.1842140722	-0.0589365515	-0.0025430345	-0.0165620503	-0.0205886138	-0.1074437956	-0.0168992954	0.0410818087	-0.1872711778	-0.0625242403	-0.2393873732	-0.0577030878	0.1666456371	0.0179052071	-0.1327486386	-0.2414413451	-0.1282922817	-0.0125432167	-0.0031841056	0.0130344711	0.0130197123	-0.142248796	-0.3005581052	0.0492097691	0.0365248672	-0.0254732724	-0.0875525465	0.063290076	0.1950596046	-0.1529946099	-0.0856475418	-0.0720590461	-0.0643106213	-0.2094735127	0.0221756321	-0.1762601667	-0.0669702368	0.0862408786	-0.0996149946	-0.0756463736	-0.0184011631	-0.0791594141	0.0021911054	-0.0068701705	0.0754555665	-0.1093615957	-0.1811301067	-0.0250697389	0.2067436956	-0.0767225267	0.0178025358	0.0757063649	0.193579082	-0.0641780872	0.0278772184	0.0028262397	0.0789439736	-0.1011608166	-0.0299213565	-0.1330725453	-0.0085427967	-0.0835713631	-0.0590555356	-0.1528884815	-0.0222865259	-0.0646489661	0.1513561561	0.1372005631	-0.0150242832177838	0.0019199859011251	0.0002257290862081	3.686345860519538e-06	0.067969565507937	-0.0112998903906175	0.0046198618353377	0.0001276875228399	-0.0356737843786163	0.027109358589584	0.001272618891892	0.0007349173231386	0.0009317763500405	-0.0006309105562229	8.682071664947964e-07	3.980481299534891e-07	-0.0010052084460894	-0.0002895288104903	8.382693210392809e-08	1.0104440200894665e-06	-0.0004460319752437	0.0004239070190422	1.7969716079324418e-07	1.9894452293979658e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.0252406180836	-1.0161116061385655	592938.8711889375	1.0324827961294951	891.6821008264666	8.751673771784908	795096.9689343009	76.59179380774788	744.5440934007186	-0.2251548600022488	0.0506947109826322	554345.9070178979	765.5112233311212	581.1148385499653	1.665387	25.810097	0.1093790030211123	0.0499302775291679	0.2345332402	0.0237376496	0.1379519886	-0.2140029868	-0.0310810066	0.0227851788	0.069537803	-0.0223012248	0.0717451166	-0.0282301007	0.1628168767	0.0571698499	0.1020447301	0.1343264363	-0.1370108905	0.0066547572	0.0054100188	-0.1043570476	0.0589830224	-0.2908865234	0.1939831426	0.1808187645	-0.0161747695	0.0360517273	-0.0158646803	0.0218342074	-0.0740523803	-0.2734830225	0.0577166839	0.0340801159	-0.0273817579	-0.2049351673	-0.0641956157	-0.0609201213	-0.1676996957	0.014276654	-0.0205219108	0.0687945917	0.1142317431	-0.1927618832	0.0430325827	0.1887498272	0.1198271888	-0.1862595316	-0.156204613	0.1617553268	-0.017049446	-0.176462189	-0.024493326	0.1535132394	0.0202989692	-0.2588106012	-1.52731e-05	-0.1677512031	-0.0318219694	-0.1464581483	-0.0706946861	-0.1171207579	0.0012241389	-0.0695885794	-0.1493487546	0.0909535553	0.1910059281	0.0109639715	0.0119135152	0.0259334203	0.0415219515	0.1554182626	0.0326624884	-0.0298783029	-0.1242152298	-0.0048143797	0.1486900108	-0.0380907339	-0.0052653607	-0.0620992306	-0.1259118994	-0.0309237012	0.1497707771	0.1310868562	0.000205873810728	0.0152301570285118	4.238402594366837e-08	0.0002319576831131	0.0426241149725115	-0.0253454505354254	0.0018168151771898	0.0006423918628437	-0.0091108049240062	0.0265629794546101	8.300676636329562e-05	0.000705591877506	0.0005687107942632	-0.0003630655557773	3.2343196751147975e-07	1.3181659779187976e-07	-0.0008002057478411	0.0002050026982483	4.202610628908355e-08	6.403292388779342e-07	-0.0007227720412694	-0.0002767400660257	7.658506414390882e-08	5.223994236407353e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.8122848064464	-1.21295581163713	591072.3292693085	1.4712618009842886	885.9315949389215	-5.750505887545046	784874.7909110213	33.06831796269024	743.3596202989564	-1.184473101762137	1.4029765287980178	552583.5250910086	764.4894018296159	591.7984979027196	1.590489	24.649328	0.0274210905780762	0.013297282339723	0.0061846262	-0.0121699311	0.1286231331	0.2090860127	-0.0667303625	0.071074958	0.0443323883	-0.31578985	0.1722822255	-0.0993147805	-0.0846361391	0.0927047885	-0.0463052533	-0.0571967481	0.1121600195	0.063363847	0.0924534085	0.1390075924	-0.0389728371	0.0692667463	0.0971361351	0.0321476384	0.0736448372	0.0520870706	-0.0524441919	0.0068752396	-0.1205205358	0.065299301	0.1259280353	0.204281611	-0.2622609507	-0.128519005	-0.1010044276	-0.0381208874	0.1100253875	-0.1767364615	-0.094513776	-0.1392723342	0.0601713542	0.1135421698	-0.1575620878	0.0902310812	-0.028922079	0.0194839644	0.0108871294	0.063756899	-0.0867951657	0.0516353024	-0.0417578266	0.2352208528	0.0006732944	0.0468053227	-0.0708387662	-0.1210807569	-0.0120553082	-0.0716335475	-0.0029665291	0.1678822243	0.0390459661	0.1482270243	-0.0767072711	-0.1337515593	-0.0817155438	0.007412412	-0.0179356641	0.14663766	-0.0984031406	-0.0126949041	0.064974307	0.0725942689	-0.0722654269	0.0945899631	-0.0409119772	-0.0377906619	0.0209564298	-0.0449019671	-0.1337039329	0.1167335174	0.1479655889	0.1242038795	7.069364946232781e-05	-0.0001351801612656	4.997592074302481e-09	1.827367599981314e-08	0.0471049591856456	0.004480844213134	0.0022188771798813	2.0077964862377337e-05	0.0007238413290053	0.0098346462530115	5.23946269576159e-07	9.672026692187312e-05	0.0006001177213325	3.140692706930001e-05	3.601412794573121e-07	9.863950679363295e-10	-0.0009122522527447	-0.0001120465049035	1.2554419261112442e-08	8.3220417263778e-07	-0.0008387270083098	-0.0001159549670404	1.3445554381340262e-08	7.034629944683074e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.3039939529642	-0.5082908534822081	590291.0271240765	0.2583595917336715	885.7445817755524	-0.1870131633691016	784543.4641447483	0.0349739232733183	744.3507836557653	0.9911633568088972	0.9824047998806816	554058.089128952	765.4495043675544	580.4068030450577	1.49112	23.109308	0.0584232827435049	0.0295016066540866	0.0244655368	0.2064408707	-0.0869132878	-0.0396049595	-0.0157349457	-0.1003350055	0.0323799913	0.0227026725	0.0248037004	0.1058836896	-0.1568402143	0.1044149727	0.0029908977	0.1483851367	-0.0309987536	0.0351637098	-0.0599426063	0.019896327	-0.2123182184	-0.0580110177	0.0602307246	-0.0753443412	0.0728410552	0.1709641477	0.1701284184	-0.0448914363	0.1157327665	0.1446311072	-0.0406084007	0.0447905766	-0.0619143396	0.2580546901	-0.0056130468	-0.1438255763	-0.0509502968	0.0043387041	-0.0601414822	0.1497314254	-0.0656065531	0.1036194987	0.0608144836	0.0654234937	-0.0002654166	-0.1693862555	0.0108973866	-0.0263589044	0.0376680764	0.2373804992	0.1196424238	-0.1751194747	0.029743034	0.2362551002	-0.0316744727	0.0290823625	0.0080852889	0.1409590299	0.0458079622	0.0288696272	-0.1030813567	-0.0134347762	-0.0802175566	0.007430476	0.0909104029	0.1212555722	-0.0502882878	0.0739930319	-0.0216053021	-0.0347611999	-0.2007556595	-0.0873274113	0.0121318071	0.0676402565	-0.0487165471	0.0469473593	-0.0661582429	-0.1154034881	0.094515289	0.1321540797	0.1459432408	0.1165920251	7.468246633379749e-05	3.98881687146968e-06	5.577470777698796e-09	1.5910660034121168e-11	0.0428625298660847	-0.0042424293195608	0.001837196466521	1.799820653146994e-05	0.0092967690942629	0.0085729277652576	8.642991559204181e-05	7.349509046832466e-05	0.0009973139744659	0.0003971962531334	9.9463516366497e-07	1.57764863503212e-07	-0.0005218566891647	0.0003903955635799	1.5240869606294578e-07	2.723344040259424e-07	-0.0007142400881869	0.0001244869201229	1.5496993281685287e-08	5.101389035732308e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
