global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
826.3411378492112	n/a	n/a	682839.6761019292	882.9658205586095	n/a	n/a	779628.6402747385	764.5116555892413	n/a	n/a	584478.0715318026	764.2606324022189	634.5910104804083	n/a	n/a	n/a	n/a	-0.2024223173	0.0180626752	-0.1906359299	0.2202967652	-0.0398712212	0.0336516654	-0.1252970025	0.2241619875	-0.0994344168	0.0163036062	-0.138915752	0.0207796689	-0.0886574574	-0.1262629606	-0.0414088645	0.0226251202	-0.1981123804	0.263972797	-0.0347981053	0.1150064361	-0.0279164467	0.0452173105	-0.0088989657	0.1383458915	-0.0606918674	0.0571008736	-0.1433944974	0.2222711918	-0.0037891768	0.1081570424	0.05409263	-0.110858322	0.0087651086	0.0418805742	-0.1565531513	0.0927763418	-0.0349053083	0.0556474675	-0.251074375	0.0999196456	-0.0700144724	-0.1488223463	0.1535318426	-0.0314088097	0.0025160941	-0.165616747	0.0348942488	-0.1062757396	0.0154935212	-0.0639898134	0.1797253585	-0.0809120385	0.1604297381	-0.1941169514	0.1598510438	0.1976977415	-0.0665378346	0.1247431879	-0.0030553212	0.0301075349	-0.0058052018	0.2278402329	-0.1394058782	-0.0179979438	0.1810141022	-0.0634624997	0.1052616136	-0.0396016527	0.0390185755	-0.2322157202	0.3050717822	-0.0279258142	0.0172192355	-0.0475064994	0.1176679643	-0.0241306327	0.1455863971	0.1561451084	0.1560591586	0.0228417505053641	n/a	n/a	0.0005217455661493	0.0440795933191537	n/a	n/a	0.0019430105471819	0.218757517471019	n/a	0.0478548514500831	n/a	0.0056370733533618	n/a	n/a	3.177659599118165e-05	-0.0012121527211237	n/a	1.4693142193275905e-06	n/a	-0.0007610893116522	n/a	n/a	5.792569403112196e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.0564708839948	-1.2846669652163882	1.6503692115182849	680718.1801475523	872.5115360383064	-10.454284520303077	109.29206483144851	761276.3805199249	764.2035541692579	-0.3081014199833589	0.0949264849957621	584007.0722049259	763.3214418778912	617.6489701078573	1.374818	20.374195	0.1126124373421967	0.059273355953705	-0.1845593508	-0.1093663528	-0.0890558638	0.1444222454	-0.0532269921	-0.1071805956	-0.0893327987	-0.0375750674	-0.1242342877	-0.0234301059	-0.09671535	0.0587636797	-0.1378170673	-0.1845681293	0.048315853	0.007818129	-0.0730299013	0.0645015029	0.1133927713	0.1412535296	-0.0090343937	0.0750364704	-0.043950263	0.1062961891	0.0109586414	-0.1146539534	-0.1600735213	0.0787653115	0.0434744468	-0.0329404411	0.2308685853	0.0703723372	0.0343472856	-0.1504736306	-0.2012120715	-0.0234816892	-0.0041441161	0.0686957846	-0.1021396868	0.1037990219	-0.1305374828	-0.0382098134	0.1192321761	-0.1504983296	-0.1052930568	0.0195932288	-0.0816669516	-0.0516908855	-0.0373136825	0.2405986875	0.3264371813	0.0081147208	0.027839032	-0.1807643145	0.1948513425	0.1411701867	-0.1636775519	0.0234822846	-0.0395788767	-0.0857337609	-0.0184031257	0.0372206033	-0.1017172485	0.0195084382	0.0652363174	-0.1658943545	0.1094272939	0.0925805721	-0.060473828	-0.0613945123	0.3603710498	0.0091684698	0.1128172581	-0.110098852	-0.0954689654	-0.1461684598	0.036930553	0.155915944	0.1551433414	0.0177209581465689	-0.0051207923587951	2.622251438189528e-05	0.0003140323576324	-0.0113363206599217	-0.0554159139790753	0.0030709235221362	0.0001285121661045	0.1922617334462728	-0.0264957840247462	0.0369645741477656	0.0007020265710859	0.0054307503040794	-0.0002063230492823	4.256920066518757e-08	2.94930488652585e-05	-0.0012102497892794	1.902931844300097e-06	1.464704552450832e-06	3.6211496040513682e-12	-0.0004577163531873	0.0003033729584649	9.203515192774594e-08	2.0950425997508118e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.5559333140918	0.499462430096969	0.2494627190783696	681542.5990301012	862.0400929112589	-10.471443127047564	109.65112116299169	743113.1217864518	763.6769906165786	-0.5265635526793631	0.2772691750103123	583202.5459971938	761.4939649783004	600.0244823140836	1.553748	23.02585	0.2227052190568648	0.1111858215043452	-0.14448582	-0.1658949282	0.1378570091	0.1903464507	-0.090206239	0.2804994	-0.1274396421	-0.0817033669	-0.1673883379	-0.159553921	0.0319080815	0.4038651286	-0.063247761	-0.1797276767	0.166229432	-0.1563865188	0.0244249224	0.1885952231	-0.1440989558	0.146345385	-0.0510692545	0.1224230463	0.0907668671	0.0554232622	-0.0270812284	0.0127296349	0.2635130251	0.0281568116	-0.1340218882	-0.0824306627	-0.0177257313	0.1915285433	0.0874417472	-0.0900730332	-0.1228056163	-0.162448801	0.1568439902	-0.1579639331	-0.1240190435	-0.0481765071	0.165990177	-0.2775997778	-0.1363557925	-0.107217206	-0.0240486362	-0.0686737305	0.1124413507	0.0472763643	0.1672545077	0.0188930098	0.0521915627	0.0804746416	-0.1466320344	-0.1258332785	0.1716689236	0.1368398176	-0.0369124006	-0.1084354795	0.0077283028	-0.0471021316	-0.1686498023	-0.0982108796	-0.1894351479	-0.0011533319	0.036375574	-0.0864736015	0.1480149548	0.18900733	-0.0028306734	-0.0902007294	0.0350284574	0.0670793522	0.109323152	0.1517223958	-0.0047012826	0.0262686531	-0.2298360901	0.1554579513	0.1533170814	0.0005165663226875	-0.0172043918238814	0.0002959910980296	2.668407657348864e-07	0.0579069420487741	0.0692432627086958	0.0047946294305454	0.00335321393744	0.1512052961121952	-0.0410564373340776	0.0228630415723766	0.001685631046567	0.0043639274686728	-0.0010668228354066	1.1381109621449776e-06	1.9043862951836996e-05	-0.0003780108838375	0.0008322389054419	1.4289222829960793e-07	6.926215957311317e-07	-0.000462677156143	-4.960802955700011e-06	2.4609565965281958e-11	2.14070150816574e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833.201584387626	7.645651073534168	58.45598033823418	694224.8802260503	875.1478833352365	13.10779042397769	171.81416979892123	765883.8177061448	766.3354257865134	2.658435169934819	7.06727755274637	587269.9848153967	764.1137490724476	612.2800558387686	1.674099	24.809402	0.1084521663864651	0.050403707074695	0.0522117214	-0.098027529	0.0993628212	0.1582550608	-0.0861198279	0.0802526292	0.0600597599	-0.0381801686	-0.2006923253	0.0066327685	-0.1520071683	0.1624066092	0.188067271	0.0348718899	0.2024680185	-0.1552177666	0.033038288	0.0740585595	-0.1899781631	0.0271770872	-0.1184432409	-0.1032502143	-0.0475362409	0.0253407459	0.1411444483	-0.0463686396	-0.0749567304	0.0471372418	0.059936108	-0.0034085148	0.093345782	-0.1639464745	-0.0418865159	-0.0256398869	0.0950968934	-0.153643714	0.0998566639	-0.1233550414	-0.2033966603	-0.0991013284	0.0887898082	-0.0366560142	-0.0157231432	0.0398879597	0.0735620889	-0.0377797244	-0.008122495	-0.2671220253	-0.0111963853	0.0275330838	0.0550924455	-0.1132760852	-0.0164482571	-0.0586732738	0.2249574619	0.0103763648	0.0159909892	-0.0133780521	-0.0214999375	0.124658552	-0.0836093354	-0.0485153569	0.002822089	0.1059186372	-0.0100068359	0.2670076618	0.0124416901	0.1410493566	0.0610994776	0.0752307684	-0.1036807021	-0.1883441111	-0.165248278	0.1562274673	-0.0372280128	0.1823111895	0.0656915301	0.1547718027	0.1505910958	-0.0182401887610694	-0.0187567550837569	0.000351815861272	0.0003327044860394	0.0629674529252071	0.005060510876433	2.5608770330496687e-05	0.0039649001278881	0.1241455183535293	-0.0270597777586658	0.0154121097272664	0.0007322315723483	0.0036500049249243	-0.0007139225437485	5.096853984723293e-07	1.3322535951971645e-05	-3.517150577181383e-05	0.0003428393780656	1.2370348182567334e-09	1.175388391524665e-07	-0.000367936624605	9.474053153799998e-05	8.975768316102769e-09	1.353773597257207e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832.858074395743	-0.3435099918830246	0.1179991145234756	693652.5720861849	877.1490552348475	2.001171899610995	4.004688971792677	769390.4650993856	766.7258588749773	0.3904330884639648	0.1524379965675102	587868.5426675717	764.5921818709855	631.3568405431345	1.504911	22.302114	0.0706105380972949	0.0408590718347757	0.0386526632	0.0953392574	0.1363389273	-0.0873965586	-0.2406474992	-0.048226074	0.0090092892	0.0557409964	0.1500579186	0.1216422113	0.0340603183	0.2300680337	0.0917248517	0.0378263315	-0.0184032301	0.0129320356	-0.1206615401	0.0284595341	-0.1141730123	-0.1061274218	-0.0158008043	-0.0516125994	0.0015222325	-0.0538964484	0.3768543049	-0.1831250104	-0.0156013715	0.1547954304	0.1217170917	0.1315019878	0.0684820108	-0.1839754676	-0.0423916823	0.1043436653	0.0331031391	0.0820463358	-0.0412849239	0.0220588528	-0.1344236284	-0.1299528341	0.28259198	0.0423774906	-0.0438211913	0.0036541672	-0.0971606984	0.003373053	-0.2134096734	-0.2421981093	-0.1018528938	0.0700385475	-0.093452031	-0.3456301009	-0.0063267178	-0.069705885	0.2207402335	-0.0225331654	0.067378172	0.0784826557	0.1906486806	0.1873715407	-0.0834123471	-0.1199811441	0.0342711926	-0.0312903535	0.0727554448	0.0676251425	-0.1056974165	-0.1189293905	0.0548700211	0.0918774336	-0.1043332104	-0.0357100082	0.0440200732	-0.0721445259	0.1615505274	0.1189104216	0.047426939	0.1538585052	0.1469813818	-0.018369161094867	-0.0001289723337976	1.6633862885200117e-08	0.0003374260793291	0.101776472018912	0.0388090190937049	0.0015061399630155	0.0103584502566163	0.131272031060476	0.0071265127069466	0.0172323461387425	5.078718336227274e-05	0.0038940468568694	0.0002440419319451	5.955646454749685e-08	1.5163600923494454e-05	0.0001977577855263	0.0002329292912981	3.9108141736266075e-08	5.4256054744641563e-08	-0.0003818860806187	-1.394945601369997e-05	1.9458732307815028e-10	1.4583697857031224e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833.0630737639532	0.204999368210224	0.042024740966591	693994.0848690456	877.5303155222247	0.3812602873771311	0.1453594067308926	770059.4546605352	766.4249991295152	-0.3008597454621622	0.090516586439557	587407.2792906774	765.3677228088704	623.8463396929819	1.526572	22.623121	0.1051155826011517	0.0595678767242448	-0.0004378233	0.1959859453	0.0265100895	0.2099175271	-0.0731063003	0.1358030246	0.0937697453	0.1200317286	-0.1087192028	-0.0634541855	-0.086553834	0.2230519247	-0.2603432763	0.0360329675	-0.0035315912	-0.2062028365	-0.067896504	0.1656157517	-0.0831371727	0.0250421075	-0.1272000967	0.0935322879	0.0906256452	0.0746764582	-0.1300059583	-0.1650666308	0.0498331685	-0.0240672631	0.0962494625	0.0089044781	-0.0929152707	0.053389828	0.2523953965	-0.0141680933	0.0792061468	0.0211572708	0.1150544465	-0.1007089562	-0.2062253155	0.0774984174	0.0639410623	-0.1790583552	-0.0493491787	-0.0261975826	-0.0664011305	-0.1828428163	0.1270013774	0.0565321976	0.1460509919	0.0176779921	-0.1336388415	0.0310564226	0.1344164938	-0.0941947085	0.231616611	-0.044555211	-0.0209471017	-0.0405267912	0.1269210061	-0.0263593515	0.1450072054	-0.0498972918	0.0625133449	-0.0445809629	-0.047024703	-0.0477217793	0.0523094497	-0.0981192274	-0.0934595622	0.0197326982	-0.2200429319	0.0995338791	-0.0138104029	0.0401746218	-0.0099213664	0.108293995	-0.0323010059	0.152719399	0.1425091225	-0.0014209655236783	0.0169481955711887	0.0002872413331192	2.0191430194823456e-06	0.0519633092165463	-0.0498131628023657	0.0024813511883749	0.0027001855047344	0.1083960810043436	-0.0228759500561323	0.0117497103771002	0.0005233090909706	0.0040500409379259	0.0001559940810564	2.4334153324661777e-08	1.6402831598875702e-05	0.000127059428097	-7.06983574293e-05	1.6144098268336713e-08	4.998257743201059e-09	-0.0004647591255622	-8.28730449435e-05	6.867941578207371e-09	2.1600104479334083e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833.7791622186772	0.7160884547240585	0.5127826749890899	695187.6913500793	878.5607270271547	1.0304115049300435	1.0617478694921971	771868.9510744826	766.8555717911096	0.4305726615943968	0.1853928169124829	588067.4679870696	765.005603924346	639.8334098955906	1.421739	21.069542	0.0412298760891731	0.025478188271136	0.0726426097	0.131466393	-0.1939136274	0.0945097377	-0.1172331009	-0.0638013822	0.104354929	-0.0343223955	0.1077808781	0.1195647129	-0.1277363645	0.1154724812	-0.0727174648	0.0700828417	-0.0039335837	-0.0296278169	-0.0126618595	0.0661987694	0.0903406782	-0.0120460526	-0.0496498202	0.180706658	-0.3143235931	0.0814655888	0.0481720764	0.0179746509	0.0804065142	-0.150565194	-0.1430568406	0.0166686544	0.0937782532	0.0215097496	-0.0346471771	0.1538818661	0.0741224337	-0.0023127498	0.0150314348	0.0645645129	-0.1312699114	0.1038833486	-0.0162976407	0.1309990951	0.2278206427	-0.1637673676	-0.1448782474	0.1037157931	-0.04993156	-0.0203069254	0.0301294291	0.0169034358	-0.1287641907	0.0940860772	-0.2268554792	-0.0573432174	0.2166877058	-0.0730850278	-0.036233578	-0.1224949374	-0.0426215995	0.000807235	0.1478888751	0.0844384892	0.0900224837	0.0393168413	-0.0494713866	0.0045142725	0.0894806206	-0.0932733407	-0.0409923358	0.1859544846	-0.1344142901	0.0593749062	0.0416623411	-0.0196305281	0.0477528058	-0.008824649	-0.0207159833	0.1513561561	0.1372005631	-0.0013764791824257	4.448634125260001e-05	1.979034558042781e-09	1.894694939651324e-06	0.0748079146382707	0.0228446054217244	0.0005218759968742	0.0055962240925267	0.0988323310161263	-0.0095637499882172	0.0097678296540811	9.146531383712634e-05	0.004020016026275	-3.002491165089976e-05	9.014953196443359e-10	1.616052885150784e-05	4.920182498602266e-05	-7.785760311097733e-05	2.4208195819552036e-09	6.0618063621864684e-09	-0.0003971009535645	6.76581719977e-05	4.577628238070356e-09	1.5768916732183517e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833.636969077387	-0.1421931412902495	0.0202188894299888	694950.5962125323	877.6308221878544	-0.9299048393003204	0.8647230101541548	770235.8600541293	766.9178288651145	0.0622570740049468	0.0038759432636574	588162.956231181	766.9406524755703	632.2888168702432	1.301011	19.280405	0.0930426055026838	0.054551009929757	0.1678421113	-0.0277325177	-0.0657771153	0.2257294307	-0.0739925768	-0.0543054732	0.1041660174	-0.0299288104	-0.0686209422	0.0264109948	-0.17174646	0.0665001398	-0.0804185593	0.0713731368	0.1451341493	-0.0909932578	-0.0293542444	0.0752246793	0.1211039487	0.0954600403	-0.0982652048	0.1078980544	-0.1095127515	-0.0649109866	0.0830953834	0.0147729347	-0.0652848205	0.0641168462	-0.1288315594	0.0169975107	0.039104488	0.0634898968	-0.0619131207	0.0682374977	0.0907654444	-0.1015917406	0.0755939546	0.0434359332	-0.0808479422	0.1378701855	-0.1202767921	-0.047597592	0.0868083034	-0.0839323604	-0.2046568168	0.057929497	-0.0532743066	-0.1148502689	-0.0839483483	0.0285212651	-0.0846141611	-0.006910526	0.0213379868	-0.0197158189	0.2890429098	-0.0513031855	-0.0200336933	-0.1472463011	-0.0904737715	-0.0256264765	0.1192718865	0.0020576335	0.0680341728	0.084320552	-0.0424558384	0.0584806378	-0.0665490299	0.0187057971	0.1764876134	0.0608845108	-0.2360791204	0.0179225875	-0.0464071215	-0.109162295	-0.1117275426	-0.1341257341	0.0720101458	0.1497707771	0.1310868562	-0.0017672061247253	-0.0003907269422996	1.5266754343879497e-07	3.123017487266613e-06	0.0905071374446322	0.0156992228063614	0.0002464655967237	0.0081915419284215	0.0595207672063224	-0.0393115638098039	0.0035427217288292	0.0015453990491722	0.0038836478294824	-0.0001363681967926	1.8596285096465282e-08	1.5082720463443356e-05	0.0005960968290976	0.0005468950041115	3.553314296602133e-07	2.990941455222022e-07	-0.0004666595915447	-6.955863798020003e-05	4.838404117660526e-09	2.1777117438066626e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833.2107197592821	-0.4262493181048512	0.1816884811848506	694240.103521781	883.452170144358	5.821347956503587	33.88809203068848	780487.7369327756	766.9083798536614	-0.0094490114531708	8.928381744215478e-05	588148.4630897677	766.1346582122251	636.0654159685887	1.82435	27.036055	0.518811276637508	0.2921400248125449	0.1866325665	-0.0156529497	-0.0643303656	-0.1093188604	-0.0328142798	-0.1767370485	0.1262322984	-0.1038338663	0.1596897987	0.0086551523	0.0570505996	-0.1188375537	0.0817090165	0.0745967943	0.0126584656	0.0506524817	0.0362696483	-0.1948023871	0.041068604	-0.1785927827	0.096076159	-0.0672121667	-0.1926804564	-0.0309853495	0.0142234937	-0.066391886	0.0663074058	-0.1159897523	-0.2222532345	-0.3148269392	-0.1191800215	-0.0920751499	0.1290566215	0.0921543204	0.073084581	-0.0128559284	0.012221102	0.0877377754	0.0887113051	-0.1216558548	-0.0513115649	0.2317567626	0.0471264395	-0.0130883334	-0.0350866836	0.0106733312	-0.1889173947	0.0851880583	-0.0645576233	-0.2559871257	-0.1228017324	0.0826882192	-0.0791835948	0.0324813308	-0.1697921394	-0.2192440692	0.0443454555	0.0845017773	-0.2389109723	0.1993036213	-0.1143076606	0.11504799	0.0911183769	0.0025495007	0.1681817607	-0.2303716166	0.1101477503	-0.2122951963	-0.0341000681	0.1915658974	-0.0929480221	-0.0469735229	0.2031778075	0.0029231496	-0.2058657903	0.2229203971	0.2630073722	0.1479655889	0.1242038795	-0.0076662698461689	-0.0058990637214436	3.4798952789652014e-05	5.877169335427852e-05	-0.0101623287331307	-0.1006694661777629	0.0101343414205157	0.0001032729252802	0.1839978898310477	0.1244771226247253	0.0338552234622783	0.0154945540569308	-0.0004150101763661	-0.0042986580058485	1.84784606512454e-05	1.7223344648742146e-07	-0.0004419897547718	-0.0010380865838694	1.9535494332323595e-07	1.077623755609641e-06	-4.8091698991074085e-05	0.0004185678925536	1.751990806767838e-07	2.312811511848076e-09	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.1478717080482	-2.062848051233914	4.255342082479556	690806.7846448182	879.6488035632718	-3.803366581086152	14.465597350122966	773782.0176102956	766.4578767842914	-0.4505030693699154	0.2029530155117148	587457.6768846841	765.7841170923398	632.19291822101	1.377128	20.408426	0.1241874194153959	0.0719603449298759	0.114215333	-0.0640322524	0.1089331917	-0.1958498092	0.0249540425	-0.1475419015	0.071649055	-0.1087525743	0.1198207448	-0.1084497501	0.1195866074	-0.1642210409	0.0225314505	-0.0049808647	-0.0789532781	0.0316256208	0.0179102425	-0.275379037	0.0422441659	-0.142274679	0.1121465235	0.0201656962	-0.0527515428	0.1807189108	-0.1860173676	-0.1595131628	-0.0774789581	0.203920806	0.1303789394	0.0094097536	-0.3049274731	0.0921477211	0.1377543902	0.0950348305	0.0040406786	-0.004055456	0.08093974	0.0243499205	0.1794909549	-0.1549615218	-0.012921595	0.0737643833	0.044062008	0.0216880689	-0.0922360378	-0.1644058972	-0.1738354939	0.3039627287	0.1703941897	-0.1737504155	0.0606234496	0.0342115189	0.1419860615	0.0716344528	-0.281338431	-0.2351442279	0.0601677334	-0.0210236243	-0.1683864029	0.1721875523	-0.2063248812	-0.0266214766	-0.0141428977	-0.1784710114	0.1805392108	-0.1363942473	0.2116124744	-0.0673409799	-0.0738875828	0.1334435776	0.0491346976	0.0948876368	0.0412302119	0.1022457487	0.0205295192	-0.2301482844	0.1123330547	0.1459432408	0.1165920251	-0.0087336976085197	-0.0010674277623508	1.1394020278372371e-06	7.627747391706273e-05	0.0324912359728415	0.0426535647059722	0.0018193265821265	0.0010556804150428	0.1635415685041152	-0.0204563213269325	0.0267458446287862	0.0004184610822307	-0.0014049868156123	-0.0009899766392461	9.800537462532005e-07	1.973987952044391e-06	-0.0005700239312544	-0.0001280341764825	3.2492728220272095e-07	1.6392750347577558e-08	3.40995976829345e-05	8.219129667400859e-05	6.755409248954895e-09	1.162782562137992e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
