global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
829.8606843875233	n/a	n/a	688668.7554921285	884.7967741281394	n/a	n/a	782865.3315075617	763.5567939966487	n/a	n/a	583018.9776584406	763.6431211063558	632.3082900274368	n/a	n/a	n/a	n/a	-0.1447730936	-0.0145242854	0.060107383	-0.0764405158	0.1042506153	-0.035716901	0.018860344	0.2157333561	-0.0382599496	0.1253353119	-0.0560644448	0.0800920328	-0.0900788918	0.020945591	-0.2189139739	0.0071636032	-0.0885684376	0.2254998045	-0.0033205087	0.0492244954	-0.0009779635	0.0060277252	-0.0846932086	0.128903782	-0.0572488377	0.0028127026	-0.1566629824	0.074940463	-0.1659242641	0.0796991998	-0.0018054054	0.1354664373	0.0524094533	-0.1571950018	0.1361724286	-0.0038105819	0.028223549	-0.0926626646	0.1100126349	-0.0021752328	0.2003171685	-0.0495837536	0.0074869331	0.0992978147	-0.1025827705	0.1587011758	-0.1130705344	0.0928823899	-0.1037068851	0.0709882253	-0.1157674756	0.0455661906	-0.1404932994	0.0692273672	-0.1910016724	-0.0365834918	0.0577919087	-0.1100859368	0.1238735349	-0.0790582127	0.0597982255	-0.0414560197	0.0267701291	-0.0194126535	0.0463107295	-0.0349491562	0.0492496903	-0.048999392	0.0432768793	-0.05612964	0.1418156061	-0.0418976387	0.2219187943	-0.0779053058	0.0546226814	-0.1423879095	0.0044339429	-0.0730265149	0.0956631331	0.1561451084	0.1560591586	0.0168053960808691	n/a	n/a	0.0002824213374348	-0.0212880441456064	n/a	n/a	0.0004531808235452	0.0003630357143151	n/a	1.3179492986827492e-07	n/a	0.0015470030919289	n/a	n/a	2.3932185664375764e-06	-8.310572627845403e-07	n/a	6.906561740269325e-13	n/a	-0.0004279997416888	n/a	n/a	1.831837788856795e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.3324264864576	-1.5282579010656718	2.335572212169653	686134.6087689428	872.9906543245252	-11.806119803614251	139.3844648172926	762112.6825379626	762.6483879273048	-0.9084060693438688	0.8252015868207776	581632.5636081168	762.5277809649549	629.0887075850378	1.219031	19.549799	0.0436080835249586	0.0273679740413319	0.0101936244	0.1164324898	0.0944946173	-0.1314146123	-0.044572442	-0.0741433068	0.0456826129	0.0381583406	-0.0708019949	0.1501780758	-0.0808597881	-0.0985399557	-0.1308486194	0.1369588088	0.0675365414	0.0820963605	-0.0126312092	0.1368161308	-0.0354212942	0.0239402347	-0.1126378849	0.1115325879	0.0411051509	-0.0078685897	-0.0680860432	0.2741960494	-0.1377485836	-0.103759276	-0.2752807242	-0.0772681875	0.0485248269	-0.0967621861	0.207725117	-0.0784059924	-0.021776622	-0.0306800057	0.0765941164	0.0230317665	0.0759615773	0.0393648173	0.0916310967	0.0014061905	0.1183794474	-0.0079697178	-0.1004905036	-0.0580264178	-0.1148779626	0.0643483605	0.332757674	0.0711688221	-0.0714968862	-0.1220230973	-0.0357768645	-0.0288742925	-0.1178723204	0.0036214795	-0.0227840929	-0.0688052712	0.1360615208	-0.0867726408	0.0051276523	-0.0794576482	0.0081758181	-0.167428505	-0.0734136718	-0.0410994947	0.0632373494	-0.0612426157	-0.0461940758	-0.0715704356	0.0357677465	-0.0105650886	0.1351524224	-0.0044830239	0.0076644999	-0.0817422272	0.0682168813	0.0545570322	0.1761014155	0.155915944	0.1551433414	0.0256983478149948	0.0088929517341257	7.90845905454893e-05	0.0006604050804204	-0.0202156787783138	0.0010723653672926	1.1499674809685955e-06	0.0004086736684679	-0.016264869382951	-0.0166279050972661	0.0002645459760444	0.0002764872279236	0.0015800657095043	3.306261757540004e-05	1.0931366809371515e-09	2.4966076463513268e-06	0.0003056614834513	0.000306492540714	9.342894246564933e-08	9.393767751337477e-08	-0.0004287418099248	-7.420682359999945e-07	5.506652668801436e-13	1.838195395775933e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.2711136462401	0.9386871597824892	0.8811335839405166	687690.5799280753	878.0951867327594	5.104532408234263	26.056251106713887	771051.1569632397	763.6865429824658	1.038155055160928	1.0777659185561894	583217.1359325096	763.2237152003137	629.7135658124428	1.27056	20.376175	0.041388371580495	0.021386733243713	0.148444039	-0.0679443528	-0.1677753399	-0.0124259761	-0.2124413493	-0.0418770916	-0.0004555893	0.0665599904	0.0972447263	0.1936306409	-0.1224064134	0.001086803	-0.0058319207	0.0315098459	0.1844998233	0.0424378117	-0.0787100276	-0.1012208287	-0.2052928334	0.054867709	0.0119395454	0.037823868	-0.0285647114	0.1028955641	-0.0212878767	-0.0326724936	0.0218012498	-0.0504209853	-0.0006260421	-0.1208338693	-0.079654734	-0.1207416371	0.0664539168	-0.1351428944	0.0331134277	0.0551369492	0.0361161454	-0.0558660122	-0.0686144119	0.2133649651	-0.0717097363	0.0158659202	0.0514989272	0.0518295827	-0.0616135174	0.0880549395	0.0740682295	0.0525025401	0.1554569824	0.0016415352	0.0895304437	-0.0704453571	0.0489995791	-0.0077055651	-0.1207654632	-0.0168004143	-0.0174725464	-0.0448893497	-0.0689749587	-0.0090817909	-0.1232625386	-0.2116408966	0.059029033	-0.0488764341	-0.0309335706	0.0161522421	0.0242411912	-0.0539094956	-0.0264719729	-0.0952367692	-0.0790351742	0.0521193724	0.1613367126	0.0349643195	-0.0231638472	-0.1366972139	0.0270632147	0.0832209732	0.1147227102	0.1554579513	0.1533170814	0.0166073736477443	-0.0090909741672505	8.264581130961592e-05	0.0002758048594757	-0.0035236630953932	0.0166920156829206	0.0002786233875588	1.2416201609835988e-05	-0.0128891492846321	0.0033757200983188	0.0001661301692815	1.1395486182194154e-05	0.0014955568463894	-8.450886311489993e-05	7.1417479449728944e-09	2.2366902807822074e-06	0.0003507660215555	4.51045381042e-05	1.2303680187787348e-07	2.0344193575932292e-09	-0.0003137619785038	0.000114979831421	1.3220361633601578e-08	9.844657915461905e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.9154510124891	0.644337366249033	0.4151706415447405	688759.6558292633	875.3566214542261	-2.738565278533315	7.499739784788253	766249.2147237574	764.2499934850114	0.5634505025456065	0.3174764688188964	584078.0525418399	764.640831902105	632.6500898298326	1.255214	20.130074	0.0232339174383805	0.0178644352376616	-0.1132479691	0.0382851579	-0.1013172685	-0.0351378562	-0.1485199872	0.2054767927	-0.0369514111	0.1533813669	0.1838617735	0.0111615017	0.0043725982	0.0586532728	0.0278247697	-0.1127284825	0.0480543638	0.0242335722	-0.0903698309	-0.1091474737	-0.0664569595	0.1051998545	-0.1000996615	-0.0656481648	-0.1023986592	-0.1144581288	-0.0118389889	-0.0077166169	0.0110658023	-0.0003717645	0.0458675722	0.017893772	-0.0864737971	-0.1119868713	-0.0722285181	0.1044540593	-0.1762427391	0.0099931795	0.0180683033	-0.126695361	-0.1952433079	0.0605007062	0.0512513815	-0.0951799449	0.0635765247	-0.058136873	0.0207472741	-0.0560001621	0.0593839805	0.0563389931	-0.0193471252	0.0648416412	0.1283065613	-0.0693369638	0.1648383803	-0.033905587	0.0338629169	-0.0111310905	-0.0924517471	-0.0970500965	-0.0530376012	0.0065880843	-0.0121842243	-0.1127465276	-0.137493181	0.1035769555	-0.1351939737	0.0266520771	0.0108124498	-0.0240386326	0.0085957138	0.002749391	-0.0522358785	0.0435158821	0.0374772483	0.0916281976	0.0101422874	0.0121650198	-0.0098998028	-0.0914449479	0.0301121667	0.1547718027	0.1505910958	0.0166548406224507	4.746697470639841e-05	2.253113687777866e-09	0.0002773837161592	-0.0037028105069794	-0.0001791474115861	3.209379507803525e-08	1.371080565059704e-05	-0.02957136442879	-0.0166822151441579	0.0008744655941803	0.0002782963021159	0.0015825499803182	8.699313392879996e-05	7.567805350754128e-09	2.504464440205136e-06	0.0003242621664703	-2.6503855085199957e-05	1.0514595260401257e-07	7.024543343772794e-10	-0.0003007572093592	1.3004769144600006e-05	1.6912402050434034e-10	9.045489898153365e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.2036954519093	-1.7117555605798316	2.9301070991759737	685921.3611601989	877.149024707359	1.7924032531328749	3.212709421841313	769390.411545071	762.6105996709	-1.6393938141113722	2.6876120777466324	581574.9267304097	763.5698678727144	640.7698007381006	1.189529	19.076666	0.1092096705445037	0.0528387837293105	-0.1146180341	0.0162361228	0.0425026522	0.0974694577	-0.1124637172	0.1014788229	-0.0200489413	0.0574958035	0.160324058	-0.1351430043	0.1298084446	0.0084838958	-0.0473094321	0.1358139401	-0.0251194933	0.1490617067	0.0532626747	-0.0916344761	0.0319820397	-0.1432194106	-0.1140586072	0.021988687	-0.1640779625	0.1153240807	-0.1648507959	0.2248168506	0.0672557915	0.0961357462	0.1266662304	-0.0167050458	-0.1187070377	0.0907776613	-0.1106775402	0.0701598018	-0.0430435876	0.2366160363	0.0860736347	0.0039726533	-0.2038515287	-0.1097056087	0.1404558031	0.1976734059	0.050857835	0.0086963053	-0.0618039686	0.0788947219	-0.1005732052	-0.0503686931	0.1506848746	-0.0656220023	0.0034086946	0.0118396982	0.1520482138	0.0689785074	-0.1117328743	-0.0271272068	-0.0621268259	-0.0217274331	-0.0391466798	-0.071229603	0.0263567904	0.0663340196	-0.0117466775	0.1019396737	-0.0884019486	0.0213131713	0.1112341028	0.1308108468	0.0452578115	-0.0516946395	-0.1070724568	0.1238407205	0.1630320598	-0.1336743553	0.0742964321	-0.1468486496	0.0208449835	0.2717922472	-0.1235456184	0.1538585052	0.1469813818	0.0164844459381612	-0.0001703946842895	2.903434843411867e-08	0.0002717369578881	-0.0332201883213372	-0.0295173778143577	0.0008712755930355	0.0011035809121051	0.0094317557762764	0.0390031202050664	8.895801702332325e-05	0.0015212433857308	0.0018571634214479	0.0002746134411297	7.54125420490952e-08	3.4490559739640705e-06	0.0007311018508959	0.0004068396844256	5.345099163834108e-07	1.655185288235218e-07	-0.0004296796406197	-0.0001289224312605	1.6620993282118357e-08	1.8462459356307453e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
827.084900177061	-1.1187952748483667	1.2517028670230324	684069.4321008988	872.0358917953184	-5.113132912040555	26.14412817619233	760446.5965792564	763.3283090851663	0.7177094142663236	0.5151068033265094	582670.1074508192	762.0812409926516	628.0723924636841	1.165491	18.691162	0.1139961264832057	0.0610555945659842	-0.0943083946	0.078968105	0.1607813969	0.1352525719	-0.0489427247	-0.0483490177	-0.0398573256	-0.0879894041	0.0581919379	0.1106332421	0.2026208879	-0.0798847806	-0.0519545045	0.0988190722	-0.0350334918	0.0807072235	0.0768196929	0.0576042778	0.0595287734	-0.0634408691	-0.0311745212	0.0422647135	-0.0987597161	-0.1102254366	-0.1133873009	-0.1461817299	-0.0591393938	-0.2306850196	0.0584761795	0.085127006	0.0233142214	-0.1743372058	-0.0026066482	0.0828938116	0.0452528131	0.1036789783	0.0892244681	0.0935697725	0.0261301884	-0.0929177644	0.0766865156	-0.018710949	0.0476172754	-0.104519981	-0.1448298601	0.2651346366	0.0717764858	0.0047719741	-0.0727135016	0.117291817	0.0293493524	-0.0336057916	0.1367033087	-0.1698662736	0.016924609	-0.0692713517	-0.0208755494	-0.0261586266	0.0153796098	-0.0547771289	0.0850548918	0.1279781583	-0.0573192588	0.011205194	0.007198786	-0.032938921	0.0580250246	0.0073338908	0.1151144412	-0.0474205772	0.076109773	0.0012252301	-0.0873525709	0.0655573504	-0.0712254795	-0.2204051517	-0.0824848155	0.1201990394	-0.174075585	0.152719399	0.1425091225	-0.0085798925140778	-0.0250643384522389	0.0006282210620483	7.361455555312827e-05	0.0121448783459356	0.0453650666672727	0.0020579892737261	0.0001474980700375	0.0291931890227203	0.0197614332464439	0.0008522422853162	0.0003905142439536	0.0014956819997111	-0.0003614814217368	1.3066881826085832e-07	2.2370646442597945e-06	0.0008456793299047	0.0001145774790088	7.151735290280625e-07	1.3127998696012005e-08	-0.0004296327790203	4.6861599400027047e-08	2.1960094983286152e-15	1.8458432480870594e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.5325088179728	-1.552391359088119	2.409918931771458	681503.9231152964	874.2474662729558	2.211574477637328	4.891061670136819	764308.632284683	763.1633174400268	-0.1649916451394801	0.0272222429658321	582418.2490860672	763.0457389839582	636.0000774816716	1.261071	20.224009	0.0767990119044259	0.0434124586612666	0.1992065983	0.0751038978	0.1741459452	0.0640625578	-0.0552919124	-0.0713397222	-0.0493710326	-0.2201106459	-0.1473966703	0.1234458047	-0.053001187	-0.1676853258	0.0555443499	-0.0163813755	-0.0496566536	0.095192617	0.1162063522	0.2045206011	0.0710943273	-0.0094103998	-0.0068263533	0.0605098019	0.1335370982	-0.0375998628	-0.0043959607	0.0528107562	-0.0100299031	-0.1526043795	-0.1092374946	-0.0390104884	0.0237213295	-0.0935587777	0.0237693462	0.1875274968	-0.0222172775	-0.0130190235	0.1144057151	0.2069166267	0.175975996	-0.0278032866	-0.019543339	-0.0147166191	0.0672750187	0.0042842823	-0.0206478166	0.0236324317	-0.0369052815	0.0264535502	0.0789511373	0.0717685764	0.0887728909	-0.1556852936	-0.1131863111	-0.1316503838	-0.0702784126	-0.028840146	-0.0449890956	0.0109460496	-0.0905253126	-0.0740049906	0.0681599176	0.1160362124	0.1115689471	-0.1723104631	0.0289755901	-0.0121515114	-0.078676047	0.004660387	-0.0276622519	-0.0307958049	-0.0252202458	0.1203850342	-0.0879102049	0.0149935616	-0.0897430413	-0.0641498576	-0.0483103579	0.0617612163	-0.0881593662	0.1513561561	0.1372005631	-0.0083978598998442	0.0001820326142336	3.313587264471868e-08	7.052405089741124e-05	-0.0303858690136138	-0.0425307473595494	0.0018088644709618	0.0009233010357124	0.0185387443736573	-0.010654444649063	0.0003436850429518	0.0001135171907799	0.0013990823668406	-9.659963287049988e-05	9.331489070715361e-09	1.9574314692042952e-06	0.0006483217742654	-0.0001973575556392	4.2032112298663646e-07	3.895000476791938e-08	-0.0002549542218985	0.0001746785571217	3.0512598318153934e-08	6.500165526386959e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.47116994392	-0.061338874052808	0.0037624574700662	681402.6524085841	875.2887956248034	1.041329351847594	1.08436681901933	766130.4757463188	762.7716271169304	-0.3916903230964408	0.1534213092073942	581820.5551346096	763.2507302833935	624.9756283323406	1.290784	20.700512	0.0743009044398055	0.0402716237731271	0.0996974501	-0.1582609784	-0.0282731453	0.0505888979	0.0265485004	-0.1158428101	-0.0248825527	-0.0734857494	-0.1311652326	-0.0070510954	-0.0406983594	0.0274434875	0.174211215	-0.0112084984	0.0659813631	0.1266470535	-0.0736421611	0.1247514612	-0.1235113149	0.0095148892	0.1938055686	0.0604425296	-0.0656359348	0.0729139431	0.0095626205	0.0626004208	-0.0591102373	0.0016997551	0.2823371594	-0.0806078169	0.0134600006	0.0972633333	0.1289573626	0.1053353583	0.0446478755	-0.1252651503	0.1202022135	0.0085351988	0.115501623	0.1542141493	0.0083380892	-0.0164455539	-0.1424763183	0.157060805	0.0287700107	-0.0662130765	-0.036239606	0.0585245149	0.0766189672	-0.1446741011	0.0080702809	0.0902784143	0.1402663647	0.2408462169	-0.0965986958	-0.0408784939	-0.0402283261	0.03230931	0.0545883629	-0.029389079	-0.0167720129	-0.0169873196	0.1169933129	0.0178563431	0.1805891714	0.0638136856	-0.0898001892	-0.0152255693	0.1527424313	-0.0089165058	0.0091857744	0.0299955677	-0.0373685032	-0.0827545117	0.0123485661	-0.0535243179	-0.0019001774	-0.1327885748	0.068829952	0.1497707771	0.1310868562	0.0096204721876489	0.0180183320874931	0.0003246602912151	9.2553485113326e-05	-0.0018876402902918	0.028498228723322	0.0008121490403667	3.563185865532911e-06	-0.0014206205041631	-0.0199593648778204	2.01816261684862e-06	0.0003983762463259	0.0013180595670865	-8.10227997541e-05	6.564694079992988e-09	1.737281022388252e-06	0.0006408770591042	-7.444715161200014e-06	4.107234048860483e-07	5.542378383140135e-11	-0.0001869221617904	6.803206010810002e-05	4.628361202552134e-09	3.4939894568396476e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.0832750986435	0.6121051547235083	0.3746727204390901	682413.5773977012	873.1415479263203	-2.1472476984830564	4.610672678640783	762376.1627151706	763.4568678364517	0.6852407195212891	0.4695548436900539	582866.3890466453	762.562360275156	619.9358172608819	1.221937	19.596397	0.0657158930371445	0.0306789152975774	-0.0504045167	0.0137785381	0.0847672168	0.0212697811	0.1835288432	-0.175531785	0.0113540515	-0.1353819478	-0.0376547386	0.0224283416	0.0591132979	-0.0085283882	-0.0143999853	0.0326547332	0.0053338216	0.0616946038	0.0279741641	0.1624773489	0.0489743641	0.1345589821	0.0103917009	-0.0130441929	-0.0383448829	0.0354807681	0.065149016	-0.1433829451	0.0246360074	0.0960505919	0.1150613779	0.1527062896	0.0558643717	-0.0338970221	-0.0551478154	-0.2012960598	-0.0404238897	-0.0022514184	0.0778282269	0.0627855195	0.0952650688	-0.0162515926	0.1202204771	-0.1331072151	-0.016216437	0.1022233405	-0.0306720528	-0.0247415383	0.0225677003	-0.0183653572	-0.1491524923	0.0722335401	-0.1541918807	0.0891109136	0.057036044	-0.0906260737	0.1219630894	-0.0021947134	-0.0673199214	0.027407488	0.0569871198	0.0066494349	0.0702347921	0.0929620871	0.0093409304	-0.0545989999	0.094724607	0.0107956993	-0.0378572247	-0.0527746569	0.135627803	0.0447705935	0.0932875877	-0.0653419805	-0.0350694905	-0.0427533965	0.0446383974	0.0239139498	-0.0248172885	-0.0745734977	-0.0981715268	0.1479655889	0.1242038795	0.00032628282311	-0.0092941893645389	8.638195594390801e-05	1.0646048065663153e-07	-0.00624732845381	-0.0043596881635181	1.900688088312069e-05	3.9029112809784045e-05	-0.0224827379204555	-0.0210621174162923	0.0005054735043998	0.0004436127900576	0.0009880755192418	-0.0003299840478446	1.0888947183197324e-07	9.762932317249528e-07	0.0009099182636271	0.0002690412045228	8.279512464821566e-07	7.238316973113288e-08	-0.0001659494523021	2.0972709488299998e-05	4.3985454328062855e-10	2.7539220719366963e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.8957123685743	2.812437269930797	7.909803397295794	687068.1019830063	867.9315972040164	-5.209950722303915	27.14358652883509	753305.257425115	764.8965397279105	1.4396718914588291	2.0726551550566428	585066.716487731	763.6119287488835	620.2000861814171	1.362987	21.858452	0.0536628141432728	0.025906912675811	0.1931410437	-0.0040167307	0.1740481571	-0.1259634813	0.0203915607	0.0852421812	-0.054301056	0.0084536091	-0.2156698109	-0.0778162209	0.0876425082	-0.0098203305	-0.050015566	-0.0074915457	0.164975935	-0.0075688056	-0.0584134441	0.0972891142	0.116814657	-0.0763542118	-0.0509274513	0.2041017896	0.0670255638	0.0183900266	0.0533532825	-0.1066359856	0.0242817299	0.0043361621	0.0301662311	-0.0354975781	0.108865086	0.0811326877	-0.1523856699	-0.005319114	-0.1366942747	0.046890999	0.0289933041	-0.0413782991	0.2197776813	-0.0586634102	-0.0243130368	0.1263113327	0.0762148444	0.0421081933	-0.032617399	-0.0034579396	0.0126792436	-0.0058503621	-0.0620223595	-0.0021884292	0.0923651033	0.2894533114	-0.0699577726	-0.1551296695	0.1128710995	-0.0401335186	-0.0249021989	0.0276157294	-0.0136013952	-0.0753206098	0.0385092322	0.0702900326	0.1231871752	-0.1589769609	-0.0033397356	0.0402794879	0.0458222766	-0.0989942798	0.1009230355	-0.050163623	0.004037555	0.0265904535	0.0213067943	0.0689510593	-0.0359650566	0.035312897	0.0540348209	-0.0522412583	0.1448738306	0.1459432408	0.1165920251	-0.0071004747726277	-0.0074267575957377	5.515672838584763e-05	5.041674199672239e-05	-0.0205865090835146	-0.0143391806297046	0.0002056121011312	0.0004238043562456	-0.004436157714025	0.0180465802064304	1.9679495263703515e-05	0.0003256790571471	0.0009989547821666	1.0879262924799868e-05	1.1835836178692496e-10	9.979106568135192e-07	0.0009100500331791	1.3176955200003458e-07	8.28191062889281e-07	1.736321483428981e-14	0.0001000454294491	0.0002659948817512	7.075327711783488e-08	1.0009087953654846e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
