global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
905.9215516391693	n/a	820693.85772432	n/a	1115.2163808334276	n/a	n/a	1243707.5760792086	839.0187517863948	n/a	n/a	703952.4658491999	866.7424943612584	788.0893458846019	n/a	n/a	n/a	n/a	-0.1288001022	0.0144035281	-0.0163345386	0.1261763329	-0.0010896676	0.0262498423	0.1691568504	-0.0135124284	0.0731711949	-0.0025641391	-0.0686764378	0.0388465021	-0.0546338141	-0.0030210327	0.0154732095	-0.0792152067	0.081990124	-0.1183251005	-0.0999858619	0.0376351436	-0.0544538288	0.0013461035	-0.0697324096	-0.0143019806	0.1948184417	-0.1007212078	0.0005136733	-0.0067069171	0.187299471	-0.0679050407	0.0017132271	-0.0002875319	0.0308907208	-0.1294303065	0.0002373401	0.1439356996	-0.0072975953	-0.1186629944	0.1490451942	-0.0590626683	0.0963942471	-0.0888993985	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0861206901463162	n/a	n/a	0.0074167732712778	0.0319939783814646	n/a	n/a	0.0010236146526736	0.0121974735789365	n/a	0.0001487783617088	n/a	-0.0065520704733916	n/a	n/a	4.292962748829003e-05	-0.0024399746397163	n/a	5.9534762424586885e-06	n/a	-1.5993669732921635e-05	n/a	n/a	2.5579747152577355e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.1846576178074	-1.736894021361877	817549.8950714315	3.016800841442633	1109.4547548155854	-5.761626017842218	33.196334369476375	1230889.8529829106	838.3084106445312	-0.7103411418635233	0.504584537823974	702760.99135736	865.0081273859197	789.8136571833962	1.133076	26.913881	0.0625280518297386	0.0309135171245162	-0.1047365448	0.0785789846	-0.0767576973	-0.0225410632	0.1352445722	0.0098533971	-0.0703153949	0.1636257733	-0.0118070954	-0.0101104073	-0.1155396443	0.003030382	-0.0264295209	-0.0122381561	0.1200603044	0.0942496805	0.0759424005	-0.0422495145	-0.1125394065	0.0269803857	-0.1086039463	-0.0023545131	-0.0147693065	-0.0441534723	0.1634167618	-0.0585920146	0.0903488348	0.1105523393	0.0953801004	-0.0697252395	0.0559628125	-0.0771075475	-0.0192897769	-0.1440696257	0.0071960687	-0.058023876	-0.0112030794	-0.022293038	0.0538183539	-0.0707728378	-0.0782003007	-0.0600013055	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.1058753335257165	-0.0197546433794003	0.0003902459350472	0.0112095862491817	0.0284954576731024	-0.0034985207083622	1.2239647146839176e-05	0.0008119911079995	0.0278099275562624	0.0156124539773258	0.0007733920706845	0.0002437487191941	-0.0067370805732565	-0.0001850100998648	3.4228737052020105e-08	4.538825465055013e-05	-0.002152977164963	0.0002869974747533	4.635310672852116e-06	8.23675505147712e-08	-1.4752569058117724e-05	1.241100674803911e-06	1.540330884998723e-12	2.1763829381453248e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
902.2028462702488	-1.9818113475586188	813969.9758181381	3.927576217312109	1100.8579041117057	-8.596850703879682	73.90584202479657	1211888.125045217	838.6283286490092	0.3199180044779268	0.1023475295891388	703297.4736126305	864.9248143081442	761.2395619502541	1.07291	25.48476	0.0768380676428153	0.0443887352518685	-0.0216734146	-0.1159975188	-0.1265461213	0.0232480689	0.1080724033	-0.0194759467	-0.0850216999	-0.0742675585	0.0217801937	-0.004785029	-0.0744445336	0.0016601416	-0.0731983123	-0.009150613	0.0415352543	-0.0973340319	0.0129791665	0.0876814779	-0.1096778476	0.026953452	-0.1071884952	-0.0091426145	0.0155278217	-0.0354143869	0.2360138332	-0.0184872099	0.1127591968	-0.0336740362	0.0119942819	0.1044844611	0.018031537	-0.0007388207	-0.0174914214	-0.1575710086	0.0300289388	-0.031869882	0.0145956938	-0.0002438916	0.2163208929	-0.0722349	0.092802725	0.0393632408	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.1065217852783178	-0.0006464517526012	4.178998684412834e-07	0.01134689073888	0.0584938492438453	0.0299983915707429	0.0008999034968316	0.0034215303993617	0.0118394236613568	-0.0159705038949055	0.000140171952633	0.0002550569946571	-0.0067770920768626	-4.001150360609992e-05	1.6009204208209467e-09	4.592897701827383e-05	-0.0027139721145637	-0.0005609949496007	7.36564463862936e-06	3.147153334774921e-07	-1.820052434262781e-05	-3.4479552845100865e-06	1.1888395643981032e-11	3.312590863465875e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901.893417912868	-0.3094283573807388	813411.7372745553	0.0957459083513422	1100.2489615177765	-0.6089425939292141	0.3708110827012397	1210547.7773209456	838.0120696773374	-0.6162589716717548	0.3797751201659287	702264.2289248946	863.1434526937564	780.0483060078315	1.254889	29.807283	0.265829910172324	0.1285790589943718	-0.0287563578	-0.0264757214	-0.1348778567	0.0317003058	0.002892998	-0.0262010429	0.1590283843	-0.0860096074	-0.0779065982	-0.0102370189	-0.1104433778	0.0323208367	0.0105582179	-0.0224330654	0.0671563525	-0.0997661634	0.0743398899	0.0214071105	-0.1236196721	0.0457003249	-0.0834849586	-0.0313262516	0.0382228707	-0.0498036678	0.1451146963	0.0366271818	0.1677851011	0.1340971279	-0.0873223803	0.063251829	0.0863402305	-0.0374811827	-0.0024109435	0.1505183025	0.0224349378	-0.0168704338	-0.3037720331	0.1782555846	-0.1015387876	-0.2940902699	-0.5237321489	-0.171062268	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.087042493583354	0.0194792916949637	0.0003794428049374	0.0075763956892082	-0.0339320259262905	-0.0924258751701358	0.0085425424009655	0.0011513823834624	-0.026161991457954	-0.0380014151193108	0.000684449797046	0.0014441075510701	-0.0082394110137663	-0.0014623189369036	2.138376673227165e-06	6.78878938537734e-05	-0.002486381690486	0.0002275904240776	6.18209391078402e-06	5.179740113186722e-08	-0.0006467577271195	-0.0006285572027768	3.95084157162686e-07	4.182955575887816e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
897.7443840847528	-4.1490338281151935	805944.9791557122	17.214481706844218	1099.270777163298	-0.9781843544785715	0.9568446313466598	1208396.241525201	836.1956348450203	-1.8164348323171	3.2994355000548503	699223.1397338666	864.2708268449919	766.8812826056229	1.503727	35.71793	0.2904065207400506	0.1545899368277416	-0.0027234704	0.0577846257	-0.0992048615	0.0891250653	-0.0097332577	-0.034919718	0.0373254089	0.1031161349	-0.0115375732	-0.0329508994	-0.1269324955	0.0400285732	-0.0095433781	-0.030328679	0.1269514369	-0.0450227403	0.0780747961	-0.0565339502	-0.1010908684	0.006297038	0.0636917116	-0.0517963395	-0.0977921652	-0.126770766	-0.1159050243	-0.0769891447	-0.1778370743	0.3030041966	0.0291979303	0.0383206273	0.0089586674	0.0642047629	-0.0649841256	0.1481924591	-0.0606177823	0.1517911635	-0.0584676933	0.2046149563	-0.2261903559	-0.161745156	0.1562741898	0.2386449148	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0218222887945813	0.0652202047887727	0.0042536751126894	0.0004762122882341	-0.0549772641577703	-0.0210452382314798	0.0004429020522197	0.0030224995742732	-0.006035101179151	0.020126890278803	3.642244624258979e-05	0.0004050917122949	-0.0100016504975933	-0.001762239483827	3.105487998358857e-06	0.000100033012676	-0.0024633099450581	2.3071745427900334e-05	6.0678958854221385e-06	5.323054370898401e-10	0.0012482147924455	0.001894972519565	3.590920849906524e-06	1.5580401680797623e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.8280671490268	3.083683064273941	811491.2065634514	9.509101240889926	1100.586084633058	1.3153074697600005	1.7300337400064545	1211289.7296879245	838.8223389664316	2.626704121411308	6.899574541439151	703622.9163491151	864.0045272513918	761.588754794751	1.451484	34.476994	0.4331977921537217	0.2098950996992905	-0.0244063463	0.0380048733	-0.0788670895	0.1572594399	0.0777766144	-0.0258068882	-0.0939560372	0.0832509979	0.0601810179	-0.0064734558	-0.0890101351	-0.0482941746	-0.1360885937	-0.0118000527	0.0800849747	-0.0134989981	0.065794741	-0.0359065252	-0.1265775339	0.0112792821	-0.0395297993	-0.0930791999	0.0762134838	-0.1319167215	0.0171349689	0.0536266198	0.0865517851	-0.0530738281	0.0879794365	0.1105616159	-0.169393734	0.1482715653	-0.0113976248	0.0652980148	-0.1094819161	0.1606719646	0.1436839906	-0.1131843007	0.0839947239	-0.0342753217	0.2399793571	0.1221876832	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.1286031737526087	-0.1067808849580274	0.0114021573924194	0.0165387762992436	-0.0595160895816064	-0.0045388254238361	2.0600936228060964e-05	0.0035421649190857	-0.0713420816153842	-0.0653069804362332	0.0050896926092161	0.0042650016936985	-0.0090431254017065	0.0009585250958868	9.187703594447996e-07	8.177811703098935e-05	-0.0042263521913696	-0.0017630422463115	1.786205284549462e-05	3.1083179622791e-06	-0.0011616398920687	-0.0024098546845142	5.807399600475035e-06	1.3494072388453812e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.8734311181063	-6.954636030920483	799009.7108588559	48.36696232257741	1107.5254153928895	6.939330759831591	48.154311394344894	1226612.5457411923	837.5596448448615	-1.2626941215701208	1.5943964446477392	701506.1586726506	867.1065426972838	778.2241401170429	1.36466	32.414688	0.4402724508583762	0.1917855286585801	0.0165523528	0.1359065604	-0.0737632772	0.0133003055	0.0432905026	-0.0148991166	-0.0996677865	0.1639275863	-0.0007603871	-0.0215480987	-0.0939976599	-0.0384916468	-0.0337504493	-0.0136846845	0.1298501172	0.0294970988	-0.0001694216	-0.0589550248	-0.1047334255	-0.0409184749	-0.0019783995	-0.0460464279	0.0191130623	-0.1248305756	-0.1249834254	0.0550244471	-0.052053507	0.1357612641	-0.0290803857	0.0227422529	-0.0204406059	0.0622549673	-0.0671126939	0.0234044647	-0.0523682814	0.0072410518	0.0553893674	-0.0434941072	-0.0908392478	0.1841353927	-0.1343612561	-0.0904221857	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0669289148503224	0.0616742589022863	0.0038037142111462	0.0044794796430417	-0.0066646701790915	0.0528514194025149	0.0027932725328605	4.441782859607152e-05	0.0303393031779108	0.101681384793295	0.0009204733173211	0.0103391040134821	-0.0108894281691307	-0.0018463027674242	3.4088339089982597e-06	0.0001185796458506	-0.0029747976845708	0.0012515545067987	8.849421264127793e-06	1.5663886834883868e-06	0.0002218105889139	0.0013834504809826	1.913935233330988e-06	4.919993735433115e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
894.033821937827	0.1603908197207602	799296.4747687583	0.0257252150506973	1105.1394952598978	-2.385920132991714	5.692614881015198	1221333.3039833016	835.9016520182291	-1.6579928266323805	2.7489402131644307	698731.5718468046	864.0594620094038	742.1470236931629	1.107085	26.296522	0.0656946301366182	0.0329800138426583	0.1293862211	-0.0173991226	-0.1044047311	0.0143435555	0.0507281908	-0.0186703775	-0.0671986886	0.0054267235	-0.1322331996	-0.0418052404	-0.0592168684	-0.0836592995	-0.0131093185	-0.0389269315	0.104246194	0.0251891531	-0.0616797771	0.0390462295	-0.0874360782	-0.0559255797	-0.0100546532	-0.0304517326	0.0416290946	-0.0769574826	-0.0766673485	0.0693671701	-0.0492711989	0.0167751705	-0.0714744358	0.1398391816	0.0081722314	0.0789990274	-0.0660536657	0.0216224596	0.0478669869	0.0223954422	0.177537208	-0.0083491633	-0.0216885003	0.1405329459	0.0855118336	0.0617773028	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0434278447881837	0.0235010700621387	0.0005523002940655	0.0018859777029465	-0.0096492836449044	-0.0029846134658129	8.907917540311697e-06	9.310867485981956e-05	0.0460854953425524	0.0157461921646416	0.0021238728809684	0.0002479425676858	-0.0105644086651838	0.0003250195039469	1.0563767794588953e-07	0.000111606730445	-0.0031182597224046	-0.0001434620378337	9.723543696370814e-06	2.058135629942664e-08	0.0002210370418141	-7.735470998000075e-07	5.983751156090028e-13	4.8857373853928194e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
894.2859147976271	0.2520928598000864	799747.2974054288	0.063550809962186	1106.092363440472	0.9528681805741144	0.907957769550623	1223440.3164613289	836.4177858430196	0.5161338247904723	0.266394125092842	699594.7124745394	864.1533916693396	753.9067964473663	0.919939	21.851257	0.1338039223032224	0.0668807105874767	0.0781533432	0.0235680331	-0.066574254	0.1191530096	-0.0425690742	-0.0213119175	0.0113635882	-0.0576532955	-0.0005447533	-0.0385075809	-0.0678025815	-0.017445274	-0.0621028527	-0.0366359236	0.0436245832	-0.1193035351	-0.012754147	0.0233736611	-0.0909104474	-0.0414188421	-0.0190813801	-0.0327294611	-0.0127755566	-0.0691222168	-0.1143498468	0.0586130809	-0.1203176829	0.0684441416	-0.0892178882	0.0758297047	-0.0361152937	0.079707217	0.0569048717	0.0589215296	0.0301927982	0.0120050181	-0.0363512058	-0.0116557368	-0.037564882	0.2026876063	-0.0382337648	-0.0722113603	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0537955033842507	-0.010367658596067	0.0001074883447646	0.0028939561843649	-0.007166725421257	0.0024825582236474	6.163095333799335e-06	5.136195326369133e-05	0.0968782906956704	0.050792795353118	0.0093854032081148	0.0025799080597837	-0.0102434483536439	0.0003209603115399	1.0301552158378976e-07	0.0001049282341737	-0.0024480837201252	0.0006701760022794	5.993113900742039e-06	4.491358740311983e-07	-0.0001910448469744	-0.0004120818887885	1.698114830674977e-07	3.6498133555471925e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
895.4944590877928	1.2085442901657188	801910.3262569387	1.4605793012921613	1102.401192780278	-3.691170660193848	13.624740842675886	1215288.3898433798	836.4713510900979	0.0535652470782679	0.0028692356945558	699684.3211944938	863.1347401638534	747.2784705098435	1.068312	25.375546	0.1049543502949749	0.0503250816185628	0.110633322	0.1356670464	0.0177775425	0.0253546297	0.0586136138	-0.0200968013	0.083563903	0.1103445204	-0.0933239749	-0.0374008815	-0.0801934599	-0.0797259366	-0.0413958603	-0.0356703277	0.0991073097	0.0387954023	-0.0162634861	-0.0816288796	-0.0739607367	-0.0661625001	-0.0700977183	-0.0354913578	0.0707955447	-0.0528792932	-0.0522866872	0.0947207417	0.0230927987	-0.0491786507	0.0251348744	-0.0414857055	-0.0269988012	0.0130489809	0.0142880448	0.0768090728	0.015184534	0.0182603657	0.1282757463	-0.0314564102	0.0543534418	0.0724437339	0.0812848322	-0.082998634	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0668189014213282	-0.0130233980370774	0.0001696088964321	0.0044647655871531	0.004647162170869	0.011813887592126	0.0001395679400393	2.159611624235588e-05	0.1326406438495269	0.0357623531538564	0.017593540400817	0.0012789459031011	-0.0098759703067677	0.0003674780468762	1.350401149359467e-07	9.753478950015729e-05	-0.002963609005284	-0.0005155252851588	8.782978336200421e-06	2.6576631963806205e-07	-0.0001951357451777	-4.090898203299982e-06	1.6735448109763023e-11	3.8077959046056274e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
