global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51
2183.675807361299	n/a	n/a	4768440.031655022	2846.296150716146	n/a	n/a	8101401.777581548	2442.830461647727	n/a	5967420.664354048	n/a	2496.0384496725846	1753.9333671463037	n/a	n/a	n/a	n/a	-0.0258899165	0.043786863	0.0029023542	0.0045809737	-0.0275174099	0.0095730797	0.0617578392	-0.0052107844	-0.0338436992	0.0434577057	-0.0070755777	-0.0105192739	0.0343065858	0.0313825926	-0.0370416006	0.0249401001	-0.0049243437	0.0401790651	-0.0406138933	0.0037998438	0.0626978303	-0.0143691467	0.0457230259	0.0058615038	0.0145909797	0.0129600244	0.0913397683	-0.0351434374	0.0519863115	-0.0103572692	0.0604230093	0.0158510501	0.0038103853	-0.028336591	-0.0158609918	0.0063134602	-0.001957178	0.0236164084	-0.0253822557	0.0093824064	-0.0191194395	0.0026471248	-0.0396712816	0.0279953351	-0.0265459589	0.0065141539	-0.0356828622	0.0159230257	-0.0469515162	0.0652425151	-0.0299718988	0.0679550736	-0.0157829141	-0.0126436411	0.0441780022	-0.016647912	0.0431677366	0.0398910763	-0.0225338186	0.0447709185	-0.0078206302	0.0426574906	-0.0463137583	-0.0229042678	0.0244526057	-0.0207897599	0.0096846655	-0.0104487053	0.0416430188	-0.0327118061	0.0105001546	-0.0879216565	0.0303962565	-0.0465374815	0.0184330146	-0.050130929	-0.008657906	0.048715304	0.0863605663	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0192635131065372	n/a	n/a	0.0003710829372057	0.0001624453560964	n/a	2.63884937172862e-08	n/a	0.0140447905872136	n/a	0.0001972561426386	n/a	0.0009543578037856	n/a	9.107988176464738e-07	n/a	0.000352886541248	n/a	1.245289109939764e-07	n/a	0.0008098326580067	n/a	n/a	6.558289339741968e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2177.1600754324454	-6.515731928853711	42.4547625686837	4740025.994057012	2808.4651214599608	-37.83102925618505	1431.186774582329	7887476.338457112	2443.8093976384944	0.9789359907672406	5972204.371986221	0.958315674019439	2492.79492392027	1684.7922408695724	1.095642	33.120235	0.0792191964505169	0.0333740531598512	-0.0091727457	0.0582978281	0.0176213996	0.0085787951	0.0919655499	0.094975666	-0.0604339809	0.0041255652	-0.07080366	0.0298768534	-0.0024733147	-0.0168396475	0.0154005475	0.0212132772	0.0197613844	-0.0385190418	-0.0270558173	0.0473514875	0.0458627609	-0.0617228234	0.0274514793	-0.0406215518	0.0066509095	0.0069684357	-0.0738126476	-0.0153082388	0.0010046211	-0.0148280681	0.0092526396	-0.0017489152	-0.0313405784	0.0205924928	-0.032679909	0.0247101447	-0.0139904268	0.0250610647	-0.0516717563	-0.0127880142	0.1096983164	0.0286996356	-0.049614433	-0.0203893382	-0.0244318689	0.0759104985	-0.0190960409	-0.0177158105	-0.0604531715	-0.0010121671	-0.0275716001	-0.080415138	-0.0207620472	-0.0328682564	-0.0106305144	-0.0204695627	0.013859897	-0.0095448333	0.0397190508	0.0325378964	-0.0083167916	0.0140625724	0.0545788059	-0.0595714118	0.0127555224	0.0451947596	-0.024581136	-0.0192561996	-0.061825608	0.0117871816	0.0017142829	0.0395292177	-0.0230457461	0.0206631458	0.0149381471	0.0051956072	0.0004874045	-0.0621340045	0.0096033581	0.0258154104	-0.0222476827	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0001839338110727	0.0190795792954645	0.0003640303460919	3.3831646855727695e-08	0.0113385865420241	0.0111761411859277	0.0001285635447709	0.0001249061318077	-0.0001100798723712	-0.0141548704595848	1.2117578301259685e-08	0.0002003603577276	0.001258814076474	0.0003044562726883	1.5846128791290894e-06	9.269362197931333e-08	0.0005789054053977	0.0002260188641497	3.3513146839867537e-07	5.108452695152056e-08	0.000644135684654	-0.0001656969733527	2.745548697824537e-08	4.149107802446774e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2187.036310508059	9.87623507561375	97.54001926878333	4783127.823480704	2869.509997049968	61.04487559000745	3726.476835799488	8234087.623169709	2444.807430308949	0.9980326704544497	5977083.371293846	0.99606921129444	2497.8756326342386	1727.7052944236743	0.994849	30.07337	0.0471964585106062	0.0248070727540577	-0.0028917057	0.035960878	-0.020554692	0.0032933354	-0.0410876873	-0.0471251432	-0.081957514	0.0858503836	-0.0363128598	0.0016175282	-0.0033772685	-0.0205196959	0.0185724896	-0.0165658601	0.0673316111	-0.0308725181	0.0094631079	9.28884e-05	-0.009023056	-0.0246705318	-0.0212495788	-0.0115701511	0.0067848693	0.0625426918	0.0292637472	0.0444656274	-0.0208706848	0.0311309444	-0.0161402763	-0.0543518143	0.0160692031	0.0542062555	-0.1127910946	0.0189135766	-0.0010926418	0.0330181211	-0.0053914869	0.0808494491	0.0695928258	0.002228604	0.0077287704	0.0820758233	-0.0200659679	-0.0433708776	0.0112587384	0.0047443323	0.023620352	0.0250807706	0.0336356047	0.0220587576	-0.0337090837	-0.0234579411	-0.0570663511	0.0316339188	0.0392907364	-0.0041607017	0.0408622925	0.0229631106	-0.0228282248	0.0121112176	0.0148972898	0.0426288973	0.0734082066	0.0226408387	-0.0021830785	-0.0986635018	-0.0206697527	0.0039923675	0.0236587748	0.0413687682	-0.0013270286	-0.045118681	0.0209657605	-0.0058962381	0.0059254102	-0.0313320949	0.00844829	-0.0257970697	0.0021723962	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0001733841254605	1.0549685612199984e-05	1.1129586651625938e-10	3.0062054961702414e-08	0.0086185303652541	-0.00272005617677	7.427906565680698e-05	7.398705604784629e-06	0.0157400975755379	0.0158501774479091	0.0002477506716874	0.0002512281251302	0.0009398944653223	-0.0003189196111516	8.834016059434923e-07	1.0170971837715145e-07	0.0003283015851571	-0.0002506038202406	1.077819308166646e-07	6.280227471918297e-08	0.00064134561204	-2.79007261400001e-06	7.784505191392849e-12	4.1132419408296235e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2192.49802498065	5.4617144725907565	29.830324980107324	4807047.58954405	2848.301984659831	-21.208012390137355	449.7797895402196	8112824.195817132	2449.334700372869	4.527270063920241	5999240.4744506525	20.496174231668384	2496.2681314243	1724.5322529539164	0.8694469999999999	26.282557	0.097004551631677	0.0592771088104287	-0.0225449018	0.0405882175	0.0155573517	0.0315251271	-0.053901933	0.0031637088	0.0378093389	-0.0436436723	0.0023578154	-0.0186154728	-0.0356171237	-0.0427786569	0.0350945518	-0.0073163057	0.0471716628	0.0524804681	0.0023366402	-0.0157747976	-0.005871523	-0.0132555063	-0.0351431979	0.019893833	0.0193649515	0.0684742054	-0.0012888583	0.025701992	0.011717604	-0.001193146	0.01865103	-0.035920902	-0.0238455111	0.03111148	0.0602292655	0.0187467655	-0.0260820813	0.0130799374	-6.5463e-06	0.0445808472	-0.0669580326	-0.0202587928	-0.0083230894	0.0108887353	0.0155321246	0.0280051201	-0.0277516092	-0.0123874658	-0.0311918555	0.0342572982	-0.0048840342	0.0232585841	0.0042059597	-0.0337914978	-0.0255694144	-0.0196094236	-0.0264148126	-0.0240579291	0.0335961002	0.0296705228	-0.0177151005	0.0243072548	0.0082712704	-0.0021198448	0.0052237997	-0.04251391	0.0312397389	-0.0123461237	0.0312245715	0.0136823046	0.0276087852	-0.0044784119	0.0010710053	-0.0267534621	-0.0022261111	-0.0225564728	-0.0116831426	-0.0260938588	0.0015459061	0.0316237069	0.0427198132	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0104692622933129	-0.0102958781678524	0.0001060051072472	0.0001096054529661	-1.1883272222235064e-05	-0.0086304136374763	1.4121215870774348e-10	7.448403955393752e-05	-0.0390280832504004	-0.0547681808259383	0.0015231912822001	0.0029995536309826	0.0005163875765562	-0.0004235068887661	2.666561292215853e-07	1.7935808483234185e-07	0.0003281766210476	-1.24964109499972e-07	1.0769989460222009e-07	1.5616028663120992e-14	0.0006839153391726	4.256972713260001e-05	1.8121816681440214e-09	4.677401911555726e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2188.271878907525	-4.22614607312471	17.860310631387406	4788533.81601747	2838.64954884847	-9.652435811360649	93.16951709243747	8057931.261177624	2446.873780184659	-2.4609201882099114	5987191.296155164	6.056128172739106	2498.2974027872506	1706.9449677949374	0.853184	25.790958	0.0839574070684034	0.0483635817084704	-0.0129370213	0.0600669192	0.0361360669	0.005051708	0.0597658621	0.0575520526	0.0348436702	0.0220575769	-0.015602801	0.0350546406	-0.0193518135	-0.0488570348	0.025541155	-0.0053585061	-0.0107714383	0.0044893524	0.0331334283	0.0134463865	-0.0225054603	0.0216803151	0.1021423061	0.0230319431	-0.0684571091	-0.0277698661	0.0019645271	0.0103200202	0.0277148009	-0.0584475445	-0.066070996	-0.0557272492	-0.0090746097	0.0374158252	0.0838115064	0.012601134	-0.0272023854	0.0078314603	-0.0872339675	-0.0520622172	-0.0068189327	0.0345788924	-0.0298591231	0.0156455299	0.0497175191	0.0219036174	0.0316113656	-0.0255919588	0.0120433451	0.0005907263	0.0660085097	-0.0384788267	-0.060126886	-0.0177096709	0.0455634415	0.0101710374	0.0539757691	-0.0171236887	0.0363787609	0.0317866348	-0.0080302157	0.0175958531	0.0313793249	-0.041935357	-0.0076049137	-0.0022140416	-0.0274821691	0.0816088051	-0.0523809044	-0.0164061288	0.0222082538	0.0386188415	-0.0094642157	0.0132276708	0.0030575743	-0.0099939178	-0.003123351	-0.0074918144	0.0096927693	0.0328274177	0.0448202385	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-1.8003530627197506e-05	0.0104512587626857	0.0001092288097246	3.2412711504443864e-10	-0.0006820676982357	-0.0006701844260134	4.65216344976546e-07	4.491471648709976e-07	-0.0127089825160311	0.0263191007343693	0.0001615182365927	0.0006926950634658	0.0013119104258537	0.0007955228492975	1.7211089654636368e-06	6.32856603754413e-07	0.0003283603076842	1.836866365999626e-07	1.0782049166246249e-07	3.3740780465406725e-14	0.0005492846122	-0.0001346307269726	1.8125432645170772e-08	3.017135851997045e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2187.879620438327	-0.3922584691981683	0.1538667066576903	4786817.233529358	2828.7116165161133	-9.937932332356922	98.7624990425051	8001609.409413203	2444.4483851207387	-2.425395063920405	5975327.907519387	5.882541216089465	2496.9332146215693	1722.0277438097014	0.935019	28.26474	0.0597302422792656	0.0318972508589755	-0.0202223002	0.0428655436	0.0030106161	-0.0009188769	0.0517046644	0.0700472503	-0.0543934211	0.0456538463	-0.0160337278	0.0036469364	-0.0021859975	-0.0411216162	0.0004645586	0.0423957225	0.019141369	-0.0145401076	0.0108779458	0.0153801713	0.0593059349	0.0470644314	0.0165094784	-0.0287687994	-0.0321891248	-0.0697589174	0.0072340831	-0.0284031602	0.0048719756	-0.0491430275	-0.0611715014	0.0366879789	0.0739958077	0.004543482	0.0081731284	-0.0352166164	-0.0004333036	0.0121335157	-0.0243968798	0.0528396826	0.0936656761	0.0161361447	-0.0409266606	-0.0367719214	0.0012523422	0.0297258702	-0.0383863062	-0.0378965509	-0.027104543	0.0496513962	-0.0582641584	-0.0144182535	-0.0007621366	0.0323067567	0.0244355558	0.0488918236	0.0266351073	-0.0133397981	0.0324390741	0.0240833315	-0.0230375822	0.0212471743	0.0264838147	-0.0104617385	0.0203869272	0.0391096533	-0.0061313295	-0.0594644294	-0.0552578835	0.0031837322	0.0222879217	0.0087844107	-0.0287273495	-0.0399581521	-0.0012186983	-0.0028115414	-0.0335430988	-0.0547926005	-0.0231847593	-0.0108575243	0.0090575482	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.0035871614826845	0.0036051650133116	1.2997214773206733e-05	1.2867727502855262e-05	0.0135058449755689	0.0141879126738046	0.000182407848504	0.0002012968660395	-0.0097052412386418	0.0030037412773892	9.419170750023344e-05	9.022461661492302e-06	0.0007918677723451	-0.0005200426535086	6.270545688787911e-07	2.704443614682659e-07	0.0003283197883845	-4.0519299700008886e-08	1.0779388344484285e-07	1.6418136481791397e-15	0.0008078699056869	0.0002585852934868	6.686635400770617e-08	6.526537845145606e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2183.126686036416	-4.752934401911261	22.59038542887156	4766042.127284343	2843.9863794962566	15.27476298014335	233.31838409955776	8088258.526760226	2442.101004971591	-2.347380149147739	5963857.318483255	5.510193564612861	2495.0473223758545	1726.3044123315883	0.886928	26.811014	0.0440909797280305	0.0202226936082461	-0.0076382464	0.0366564739	0.0008316612	0.0279067089	-0.0401355912	-0.006984285	0.0415445959	-0.0512542193	-0.0115792315	-0.0099949508	-0.0165327474	0.0037702658	0.0177184484	0.0072673824	0.038986077	-0.0587377051	-0.0073152581	-0.0225856137	0.0310856335	-0.0159217451	-0.0137206067	0.026527623	-0.0018672153	-0.0481570728	0.0007163745	0.0170193279	-0.0151950521	0.0307810456	-0.00335535	0.0712316589	0.1103744367	0.0123251422	0.0294912004	0.0811102766	-0.0169403096	0.008983345	0.0094268967	0.0257954755	-0.0396962662	-0.0285656623	0.0107535827	0.016853369	-0.0181483518	0.0434486005	-0.0574305272	-0.0425498068	0.0661361503	2.76469e-05	-0.0160666856	0.0386580072	-0.0320716891	-0.0145136426	0.0139972654	0.007844632	0.0090257474	-0.0057520739	0.0304026615	0.0288425144	-0.0134372458	0.027387428	0.006428112	0.0289535511	0.0302549078	-0.0407516788	0.0121103109	0.0066764475	0.0315968313	-0.0072153167	0.0116214612	0.0078047592	0.0330840552	-0.0235072086	-0.0033385607	0.0082991508	-0.005813659	-0.0171477128	0.0090317843	-0.0065392154	0.0324992232	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-3.485836531069708e-05	-0.0036220198479951	1.3119027779271152e-05	1.2151056321340095e-09	0.0072669091028103	-0.0062389358727585	5.280796790850721e-05	3.8924320824394105e-05	0.0063710376640599	0.0160762789027017	4.059012091686983e-05	0.0002584467433574	0.00062393360249	-0.0001679341698551	3.892931403161493e-07	2.8201885404921592e-08	0.0001592597882318	-0.0001690600001526	2.5363680147637785e-08	2.8581283651630917e-08	0.0008339506377706	2.6080732083700025e-05	6.802045860217397e-10	6.954736662379905e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2185.0085302211164	1.88184418470064	3.5413375354916155	4774262.277139043	2818.9244400024413	-25.06193949381532	628.1008111916599	7946334.998443077	2443.5051318359374	1.404126864346381	5970717.329308562	1.9715722511792	2490.212946493159	1686.85307405896	0.979031	29.595196	0.0364798543707023	0.0245431664136904	-0.0145520195	0.0478006629	0.0255153397	-0.0050355804	0.0880340119	0.1046086045	0.0022706014	0.0029984548	-0.0274344388	0.0047973586	0.0003582007	-0.0155587254	-0.0085773703	0.0266675394	0.021074074	-0.0504211725	-0.0201497952	0.0133707775	0.0218011327	-0.0087108729	-0.0126017874	0.0550354385	-0.0326745447	0.00156884	-0.0586805622	0.0035461727	-0.0538444236	-0.0760576382	-0.0162640379	-0.1241283195	-0.0831549127	-0.0404059595	-0.0288425426	-0.1098595206	-0.0113563813	0.005666959	-0.0436200795	-0.0628389819	0.0624903417	0.0270393409	-0.0802935954	-0.0260468873	0.0174509755	0.0917085199	-0.0099908165	-0.0177170897	0.011669915	-0.0536136127	0.0133235185	-0.0288235701	-0.040315355	-0.0505027651	0.0037571747	-0.0789684411	-0.0568705167	-0.0180392966	0.0280538937	0.0262945206	-0.0219919028	0.0297052982	0.0198933602	-0.0355527623	-0.0333640315	0.044658229	-0.0066450601	0.0222044135	-0.0701361513	-0.0162550842	0.0313561811	0.0061222856	-0.0266869134	-0.0078493361	0.0060696232	0.0001860706	-0.007715023	-0.0196071283	-0.0005430554	0.0280551668	0.0243998524	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.0056507037045747	0.0056855620698853	3.232561605051952e-05	3.193045235689423e-05	0.0093621492561908	0.0020952401533804	8.764983869519394e-05	4.390031300337938e-06	-0.0172270381397865	-0.0235980758038464	0.0002967708430696	0.000556869181644	0.0006379240121791	1.3990409689099994e-05	4.069470453146805e-07	1.95731563268863e-10	0.000166792061351	7.5322731191999805e-06	2.7819591729715743e-08	5.6735138342222605e-11	0.0009144474818341	8.049684406350008e-05	6.479741904183448e-09	8.362141970327268e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2188.110713628508	3.102183407391749	9.623541893096682	4787828.495095859	2856.6768412272136	37.75240122477226	1425.2437982361855	8160602.575203891	2443.780253462358	0.2751216264205141	5972061.927212547	0.0756919093242689	2494.311455405368	1742.5949587191617	1.030881	31.162573	0.0609263310155806	0.0290764416904586	-0.0142387017	0.0143346026	-0.0051140019	0.0069004502	-0.0969713039	-0.0345450594	-0.0389735196	0.0177594617	0.0102229982	0.0128339997	-0.0122098247	-0.0318883308	0.0318709281	-0.0217264324	0.0193595096	-0.0157684196	0.0005527062	0.0085199187	0.0105778565	-0.0173747857	-0.0528139528	-0.0237486334	0.0672779628	-0.0492868618	-0.012679163	0.0009884863	0.0020407945	-0.0537714543	-0.0270334029	0.050366765	0.0368768509	0.0245100305	-0.1289852672	0.0261644887	-4.02836e-05	0.0230596593	0.0316850406	0.1006477461	0.0025923491	-0.0074393377	-0.0053484578	0.0536264684	-0.0087850013	-0.0498092491	-0.0054955105	0.0097538863	0.01766042	0.0008068176	0.0416424356	0.0082555106	-0.0923705576	0.0517046587	-0.0235639185	-0.009512944	0.0178201742	-0.0130546621	0.026095946	0.0211908768	-0.0096594031	0.0077094346	0.0052023559	-0.0015947543	0.0101408569	-0.0034215799	0.0233889953	-0.0877890469	0.0244660851	0.0199202699	-0.0214878952	-0.0067739251	-0.0047618608	-0.0162846143	-0.0199262173	-0.0123705011	-0.0010529672	0.0086676874	-0.0310347284	-0.0289870926	-0.0004456081	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.0040829776243214	-0.0015677260802532	2.457765062706376e-06	1.6670706280709222e-05	0.0044128806147796	-0.0049492686414112	1.9473515320297578e-05	2.4495260084856265e-05	-0.0013617204038354	0.0158653177359511	1.854282458221645e-06	0.0002517083068626	0.0003211048148477	-0.0003168191973313	1.0310830211837572e-07	1.0037440379771255e-07	-0.0002418606454448	-0.0004086527067957	5.8496571814975255e-08	1.6699703477153408e-07	0.000869039014802	-4.5408467032100096e-05	2.061928878205321e-09	7.552288092480307e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2190.120785638306	2.010072009798023	4.040389484573463	4796629.055684951	2827.8776346842446	-28.79920654296893	829.3942975045845	7996891.916747359	2445.3628759765625	1.582622514204559	5979799.5952043645	2.5046940224671586	2489.5988272207755	1688.9018003959122	0.990869	29.953051	0.0441772499917497	0.0225998826646106	-0.0077422129	0.0364681053	0.0162547926	0.0294425231	-0.0144506583	0.058860143	0.0162450346	-0.0577882112	0.0739076496	-0.0436014981	-0.0119598487	-0.0247883948	0.0200823805	0.0080034988	-0.036949833	0.0231190952	0.0458031398	-0.0016478301	-0.0089295635	-0.0118572813	-0.0215552981	0.031030978	0.1381628687	0.0326862858	0.0367032474	0.0598132462	0.0300732379	0.0581655593	0.0511493312	0.0400083737	-0.0285220702	0.0220785492	-0.0478046777	-0.022635789	-0.0020730767	0.0124752359	0.0102507131	0.0072163694	-0.1122506871	-0.0259400118	0.0051953041	-0.0572711484	-0.0039850217	0.0341072948	-0.0605468399	0.0178373904	-0.0235435637	0.0389581423	0.0237634462	0.0688742135	0.0221855079	0.0227403472	-0.0288341811	-0.0168303305	0.0194440323	-0.0130723051	0.0148729395	0.0232012317	0.0065514117	-0.0020901724	0.0075452643	-0.0291476424	0.0387983055	-0.0654186884	-0.0194473975	0.0341562739	0.0397041756	0.0023150983	-0.0067665452	-0.0149002926	-0.0014907433	-0.05000062	-0.0341155602	-0.0048939137	-0.0144069609	-0.0148407648	-0.011938431	-0.069328779	-0.0302175285	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-6.589033517911957e-05	-0.0041488679595005	1.7213105345370003e-05	4.341536270016722e-09	0.0093802736941341	0.0049673930793545	8.798953457686421e-05	2.467499400481899e-05	-0.0172266559906901	-0.0158649355868547	0.0002967576766215	0.000251696181175	0.0005091027707725	0.0001879979559247	2.5918563120823666e-07	3.5343231431903025e-08	-0.0002858176553814	-4.395700993659998e-05	8.169173212772073e-08	1.932218722566349e-09	0.0007170729133426	-0.0001519661014593	2.3093695992768632e-08	5.14193563049644e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
