global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26
879.6621959794218	n/a	n/a	773805.5790353386	1016.4871170383028	n/a	n/a	1033246.0591048404	830.1655418160035	n/a	n/a	689174.8268186586	852.8903283514443	678.5257511291504	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0214231475110153	n/a	0.0004589512492787	n/a	-0.5284519732067281	n/a	n/a	0.2792614879860844	-0.9492672545427396	n/a	0.9011083205471104	n/a	0.0061471255486038	n/a	3.778715251029757e-05	n/a	0.0017331735370551	n/a	n/a	3.003890509548086e-06	-0.0023893562723918	n/a	n/a	5.709023396418038e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.895632189024	-11.766563790397754	138.45202343349956	753242.8283727857	976.0086061265732	-40.47851091172959	1638.509845631011	952592.7992331363	826.1896719706427	-3.975869845360762	15.80754102724901	682589.3740709582	845.0666829641059	654.5148959910075	1.445389	34.280262	0.2332220369709044	0.1326377481330524	-0.1459797842	0.0393038779	-0.0929435739	0.0127442613	-0.0718768962	-0.183742573	0.144883971	-0.0622859483	0.01781252	-0.0655868737	0.0335302198	0.0742323022	-0.0910507624	0.0660462216	-0.0749347444	0.0599428132	-0.0677694846	0.0741555848	-0.0752336137	0.0443213593	-0.0609946439	0.0300875424	-0.0336581686	-0.0196150624	0.0628185238	-0.0665961829	0.0702880405	-0.0285812645	0.1804773691	-0.0696788412	0.0720539648	-0.017673555	0.0552493333	-0.0913800774	-0.1083487111	0.084987072	-0.0902557083	0.0617623308	0.0631305405	-0.0623975229	0.0200393502	-0.1053041489	0.0391713304	-0.0294878863	0.0627865697	-0.1376496294	0.0164295058	-0.0470323764	-0.0499138234	0.0399111021	-0.0476433385	-0.1474335837	-0.1364539223	-0.1152675432	0.0218317326	-0.1196923903	-0.0233880826	0.1073095863	-0.0086181395	0.1016207999	-0.0341376682	0.1047478831	-0.1410724506	0.1007569591	-0.0956293338	0.1885612087	-0.024007537	0.0310441362	-0.0489921086	-0.0781169528	0.0633550225	-0.0518087793	0.0678907052	-0.0060488151	0.0950058418	-0.0490128637	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.0276917792548374	0.0062686317438221	0.0007668346382986	3.929574393965412e-05	-0.4644232853647736	0.0640286878419544	0.0040996728667624	0.2156889879890099	-0.8583317197735667	0.0909355347691729	0.7367333411694487	0.0082692714837554	0.0048370377419998	-0.001310087806604	2.3396934117530523e-05	1.7163300610124805e-06	0.0016491251223551	-8.404841470000001e-05	7.064136013583178e-09	2.7196136691827238e-06	-0.0024350037034069	-4.56474310150997e-05	2.0836879582782863e-09	5.929243035605317e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
872.3096526557961	4.414020466772058	19.483576681082617	760924.1301164756	988.1102173190646	12.101611192491418	146.44899345423357	976361.8015703292	827.2229760238805	1.0333040532377709	1.067717266437606	684297.8520618055	846.9649180574401	658.9979783503214	1.060662	25.155708	0.05710373718261	0.0428255754311249	-0.1467914958	-0.0029428531	-0.1816151582	0.0573985685	-0.022091326	-0.0944472568	0.0379853454	-0.0128716921	0.131230717	-0.0540211094	0.0128669351	0.1080014289	-0.072609137	0.1331367728	-0.0001543976	0.0627508594	-0.1167507701	0.0541759501	0.0596260632	0.0590222158	-0.1481435744	0.0427671205	-0.010127151	-0.0863410038	0.0028565938	-0.1123969696	0.0106882414	0.0167718709	0.0018148704	0.0374289268	0.0129367146	0.0106138885	-0.0604052803	0.0007225711	-0.1095772516	0.0287348399	-0.153382885	0.0348315946	0.1040623171	-0.0412270083	0.0138122983	-0.0426043226	0.0553068801	-0.0219762907	-0.0240532242	-0.0029805015	0.0349057353	0.0813470196	-0.038930576	0.1479793281	-0.0223275428	-0.0190617885	-0.1515252071	-0.1017961207	0.0489001292	-0.1200331514	-0.0995400678	0.0667270051	-0.0597122182	-0.0394456184	0.0086984835	-0.0105842796	0.006617676	0.0640812096	0.0494633392	0.1458594533	0.0318980232	0.0834203633	0.0968222625	0.0339417498	0.0006242427	0.0078186791	0.022815013	-0.0834190242	0.1134364684	-0.0628820033	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.0295640684132223	0.0018722891583848	0.0008740341411416	3.5054666926056303e-06	-0.4611972533096775	0.0032260320550961	1.0407282820507824e-05	0.2127029064603908	-0.8171391758512527	0.0411925439223139	0.6677164327108646	0.0016968256747917	0.0047239174454189	-0.0001131202965809	2.2315396031133023e-05	1.2796201498550777e-08	0.0015597890024867	-8.93361198683999e-05	7.980942313141116e-09	2.432941732278455e-06	-0.0024212026789199	1.380102448700002e-05	1.904682768907741e-10	5.862222412408899e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.398196109453	-2.911456546343061	8.476579221243863	755853.2233983709	985.4109772406684	-2.699240078396201	7.28589700082033	971034.7940664092	826.7945071505517	-0.4284688733288249	0.1835855754116725	683589.1570543237	847.2169467303617	660.9912358347575	0.95843	22.731071	0.1435878679105053	0.0630595911265017	-0.1515121457	0.0258870703	-0.083364623	0.0816289713	0.0795944139	-0.1081659496	0.1513850091	0.0994915685	0.0192712858	-0.0059871836	0.0666220371	0.0951359914	-0.0771970404	0.1090116521	-0.0271607936	0.0831632617	-0.1249269957	-0.0758453857	0.0705272593	0.1514686081	-0.0199670676	0.006031228	0.0821688762	-0.0492858378	0.0287458248	-0.0670551407	-0.0552309917	0.0758616084	0.0242249341	0.0296349572	0.1265524914	0.0498449202	0.0512011203	0.0238696426	-0.1125053662	0.0423944799	-0.0527559697	0.0682688995	0.0942610524	-0.0717073163	-0.0497999905	0.0372586871	0.0954465631	-0.0377434263	-0.0516585868	-0.0626472715	0.0319285581	-0.0852591222	-0.0787631799	0.0845406547	-0.125837665	-0.0158541288	-0.1276329394	-0.098134346	0.0511845146	-0.0918751994	-0.0545422901	0.0225570637	-0.0334060061	0.0272148227	-0.014762745	0.0213560415	0.0003053243	0.0171201839	0.0691123593	0.1834806103	-0.0400896752	0.0528285003	0.0270827093	-0.0212843668	0.0261890392	-0.0292931131	0.0367761394	0.0712732447	-0.0267939539	-0.037102156	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.0192817510604328	-0.0102823173527894	0.0003717859239565	0.0001057260501434	-0.4450205473693103	0.0161767059403671	0.0002616858150811	0.1980432875808805	-0.791320600054739	0.0258185757965137	0.6261882920709922	0.0006665988561603	0.0051898559984552	0.0004659385530362	2.693460528470142e-05	2.170987352055608e-07	0.0010609599556303	-0.0004988290468564	2.488304179876647e-07	1.125636027451048e-06	-0.0015597649023959	0.0008614377765239	7.420750428226127e-07	2.4328665507460912e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.9109582806681	-1.4872378287849417	2.2118763593689468	753269.4315036675	991.0649086168078	5.653931376139326	31.96694000609273	982209.6530916416	825.9306169962146	-0.8638901543371276	0.7463061987606261	682161.3840917477	847.0275330145024	653.7354277394612	0.881769	20.912893	0.0798120614636305	0.0448652752887999	-0.1279375695	0.0038997002	-0.0424489278	0.0586511718	-0.0025407802	-0.089048265	0.0729013978	0.0609258914	0.1101034514	0.024202321	0.1580583748	0.0610531115	-0.074700207	0.0231217574	-0.046995592	0.0128112047	-0.1153941097	-0.0015083209	-0.0920205967	0.0816533298	-0.020499108	0.089539663	-0.0058592949	0.0283359231	-0.0382072611	-0.113225542	0.0176102964	0.1626854427	-0.0428428093	-0.0841041705	0.081294014	0.007314734	2.98331e-05	0.0639283316	-0.1017034749	0.0486882819	-0.0215942787	0.0292643135	0.0680166623	-0.0821556813	-0.0951306344	-0.1499497523	0.053726835	-0.0657484148	0.0544767814	-0.0820117124	0.0569816538	2.91915e-05	-0.0092725044	0.1080066535	-0.0239169054	-0.0541682975	-0.1192994138	-0.0746341437	0.0677214356	-0.0685378545	-0.0373690509	0.0193916494	-0.0480231903	0.0143688817	0.0033104032	-0.0098406464	0.0258001322	0.0087552902	0.0904824884	0.1319347162	-0.1125106795	0.1158092061	-0.0248266351	-0.1069151018	0.0282221389	0.0705483871	0.0262671355	-0.0382176983	0.070971437	-0.0228077496	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.040685671844173	0.0214039207837402	0.0016553238934117	0.0004581278249166	-0.4232918479656149	0.0217286994036953	0.0004721363777761	0.1791759885541452	-0.758600250726289	0.03272034932845	0.5754743404019885	0.0010706212601758	0.0051508289626321	-3.902703582309933e-05	2.653103900228968e-05	1.5231095251374784e-09	0.0010615943790281	6.344233978001178e-07	4.0249304767624653e-13	1.1269826255840571e-06	-0.0015202445226619	3.952037973400002e-05	1.5618604143195595e-09	2.311143408683508e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.7677191895274	-0.1432390911406855	0.0205174372308096	753020.8144673945	985.8978555636936	-5.167053053114159	26.698437253696355	971994.5816050896	825.7898619347012	-0.1407550615133459	0.0198119873416257	681928.8960741329	844.8524293796524	644.572563138326	0.911093	21.608385	0.0786012193770283	0.0431371929821738	-0.1409395285	0.0394643565	-0.0758403701	-0.0146533402	-0.0438356652	-0.0588932612	0.1069030826	-0.0062312333	0.1120253559	0.1162941015	0.0462087151	0.0648622637	-0.0813593513	0.0566388881	-0.0446540985	0.0270761258	-0.1378917691	0.0237777235	-0.0307390093	0.0220472603	0.0146483706	-0.0240967039	-0.0982933536	-0.0272043573	-0.1173723708	-0.0949250718	0.0018964097	0.0587062956	-0.0997900658	0.0267037946	0.0499098846	-0.0297162312	-0.0381095021	0.12230549	-0.0826221046	0.0601079842	-0.0604852952	0.016178659	0.0643008172	-0.094298093	-0.050602177	-0.014632521	-0.0109761657	-0.1125852744	0.1501977316	0.0301592583	-0.0529236396	0.0508707198	-0.057795869	0.1781936594	-0.051155556	0.0182122542	-0.1238980145	-0.1046274607	0.0435241799	0.0059486304	-0.0873196601	-0.0499206646	-0.0797220318	0.0355407895	-0.0931082324	-0.0432814997	-0.0612052224	0.0617452503	-0.0292447545	-0.0218416376	0.0787351908	0.2188998742	-0.1694261898	-0.0196435841	0.0157144052	0.1319653161	-0.0444766163	-0.1245070927	-0.0760616095	0.0546201352	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.0210316638510477	-0.0196540079931253	0.0004423308843434	0.0003862800301938	-0.4185192999208453	0.0047725480447696	2.277721483963432e-05	0.1751584044062344	-0.7557940276042956	0.0028062231219934	0.5712246121623227	7.874888210410452e-06	0.0052710332531314	0.0001202042904992	2.778379155561699e-05	1.4449071454440004e-08	0.0015509009992589	0.0004893066202308	2.394209686016884e-07	2.405293909502255e-06	-0.0019381024162746	-0.0004178578936127	1.746052192544426e-07	3.756240975969443e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.0344027214928	1.266683531965441	1.6044871701524446	755220.7931135017	983.7452478705512	-2.152607693142386	4.633719880575784	967754.7127078924	827.0182329630114	1.228371028310221	1.5088953831919096	683959.1576532618	845.5283918223508	650.3482208404541	1.359686	32.24765	0.4776747379602156	0.2273343947758142	-0.0378271975	-0.0371934117	0.0304419297	0.1108282064	0.0609698082	0.0389278654	-0.0023792658	0.0370057844	0.109091233	0.0642224475	-0.0692776061	0.0489573227	0.0309182202	-0.0389545614	0.0593804218	0.0667137298	-0.0489645696	-0.1163433883	0.1060225672	-0.0675006531	-0.0172043865	-0.0642926633	0.147717781	-0.0348235175	-0.0068595498	-0.123490789	-0.0919427105	0.0002381137	-0.1609120085	0.006528254	-0.0960552885	0.0304880901	0.033621433	-0.1106785419	-0.0213578311	-0.0524169965	-0.0165635282	-0.0768396245	0.0816370632	-0.0163812107	0.0029086188	0.166179576	-0.01716679	0.0924235101	0.075354599	0.076413304	-0.0618800263	0.0313391641	-0.1674366119	0.0229488198	-0.1013437188	0.100043784	-0.0396188986	0.0025147755	0.1045553512	0.0238768639	0.0326434018	-0.1212895561	0.0443995801	-0.1009728043	0.0433542128	-0.1188906317	0.0989158185	0.0332009205	0.0504056584	0.0301578157	0.1078208685	-0.050122832	0.0251458421	0.2341209895	-0.1031422883	-0.1039081498	-0.006029544	0.002166437	0.1349387837	0.1310189931	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.0777854217878655	0.0567537579368178	0.0060505718427161	0.0032209890399509	-0.3217318112650815	0.0967874886557638	0.0093678179602896	0.10351135837991	-0.6345143505587316	0.1212796770455639	0.4026084610649689	0.0147087600642762	0.0054919790277028	0.0002209457745714	3.0161833640727397e-05	4.8817035300956015e-08	0.0001679155270595	-0.0013829854721994	1.912648816314597e-06	2.819562422766968e-08	0.000515042623396	0.0024531450396706	6.01792058566047e-06	2.65268903914634e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.9245337963416	-4.109868925151204	16.891022581923515	748094.4491628188	989.5426654730904	5.797417602539213	33.61005085823151	979194.6867915886	824.4289713751409	-2.58926158787051	6.704275570421715	679683.1288426729	842.8624552975601	650.462290608724	1.723353	40.872726	1.1705073148628071	0.5790041924469066	0.1600898171	-0.1357456165	0.1257954537	0.0450498555	0.0406197324	0.0986634696	-0.1337265767	0.0285954838	-0.1462887156	-0.0773484142	0.0135492286	-0.0976901076	0.087232169	-0.2085027331	0.1036737931	-0.0221848592	0.1201227711	-0.1156891182	-0.1104546849	-0.2314914393	-0.0381301173	0.0262946438	0.1365246716	0.1173064934	-0.0146036364	-0.171958611	0.1389459137	0.0460250037	-0.0927675165	0.0167734955	-0.2298844915	0.1492706682	0.0869985543	0.0085660675	0.1395738455	-0.0734160421	0.1509209412	-0.1512885162	-0.0385259252	0.073677422	-0.0126137267	0.0189345059	-0.0485887488	0.2457977959	0.0980549951	-0.1580196611	0.1997893479	0.0094247955	-0.1001295071	-0.116404991	-0.1390753103	0.1584635121	0.1408791529	0.2448272687	-0.0184232298	0.0976411462	0.1233550463	-0.1443149862	0.1631059881	-0.2198917024	0.1787203162	-0.2669234918	-0.0695326888	-0.0582139353	-0.1191847466	0.0363072867	-0.1901597787	-0.18759605	0.0399469216	-0.0680893506	0.0561949508	0.0520860821	0.2068220889	-0.2104138696	-0.0446919727	0.0967207973	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.1876875887733717	0.1099021669855061	0.0352266309795622	0.01207848630811	-0.1298537089100193	0.1918781023550622	0.0368172061633797	0.016861985717688	-0.2275349983288279	0.4069793522299037	0.0517721754644997	0.165632193141472	0.005554132548134	6.215352043119956e-05	3.0848388362241475e-05	3.863060101991541e-09	-0.0039982375120786	-0.0041661530391381	1.7356831145519624e-05	1.5985903202992473e-05	0.0055216899296734	0.0050066473062774	2.506651724945474e-05	3.0489059679456637e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.9022170721108	3.977683275769209	15.821964242334063	754991.0628328297	983.1430093044704	-6.399656168620027	40.95559907655636	966570.17674425	825.3482714466213	0.9193000714803928	0.8451126214238556	681199.7691799257	843.4607843092181	647.320743270874	1.208083	28.652086	0.3597413858345199	0.1949449184255371	0.1446135042	-0.0709351932	0.0850734704	0.0457144658	-0.0511483317	0.1025829985	-0.0844880904	0.0037377828	-0.0549879742	-0.0406252602	0.030155979	-0.063009495	0.110240129	-0.1259318454	0.0741780143	-0.0794456416	0.0096464393	0.0304621766	-0.0332480959	-0.269793897	-0.0458620836	-0.0973401946	-0.1440445736	0.1435179838	-0.1225935522	-0.0462461745	0.0234789444	0.0331092693	-0.0569380509	-0.0315323838	-0.0026334625	-0.0425884431	0.1638642376	0.100177218	0.1103663819	-0.0831134108	0.0644080689	-0.0908609912	-0.0416580535	0.0697353745	0.0794863269	-0.0227354615	-0.0419740853	0.0286797138	0.1612796156	-0.1062694911	0.0656626317	0.197156924	0.1389152044	-0.1163908372	-0.0916003712	-0.0624690784	0.1408018184	0.1546682005	0.0131914204	0.1296069083	0.0814183571	-0.0383416115	0.0716324242	-0.0096229674	0.0428830298	-0.1265497145	-0.0491360662	0.0261814637	-0.1145335464	-0.0291700998	-0.1231350074	-0.1829268406	-0.0699458596	-0.0011562078	0.0109111037	0.0924359734	0.0541767525	-0.1811919168	-0.0946098784	-0.1469227888	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.1489409148853582	-0.0387466738880134	0.0221833961268875	0.001501304737384	-0.1803863823433857	-0.0505326734333664	0.0025535510843232	0.0325392469349341	-0.240357564440913	-0.012822566112085	0.0577717587839676	0.0001644182016987	0.0052337284341856	-0.0003204041139484	2.739191332280285e-05	1.026587962350593e-07	-0.0012926286631311	0.0027056088489475	7.320319243503015e-06	1.6708888607480948e-06	0.0033949134445482	-0.0021267764851251	4.5231782176814975e-06	1.1525437295974126e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.2371907633665	-2.665026308744359	7.102365226299584	750366.870661609	981.446837565104	-1.6961717393663776	2.8769985694251625	963237.8949665437	825.026780464723	-0.3214909818983642	0.1033564514419743	680669.1884839862	845.1903213405554	653.4492741699219	1.256959	29.811262	0.4817028047286827	0.2370555632634555	0.0437506544	-0.0392148144	0.0750700873	0.1411809697	0.0363202475	-0.0671355058	-0.0217724712	0.1140576102	-0.2047991617	-0.072809096	-0.1734142535	-0.0143131713	0.0363018388	-0.1520939524	0.0127800563	0.0233027099	0.0061551963	-0.1335479503	0.1221503025	0.0146332721	0.0173513919	-0.1189656092	-0.0597384187	0.0095030469	0.0628239082	0.0951855773	0.0938765944	-0.0533457771	-0.0530039261	-0.0051238069	-0.0070552648	-0.1529562269	0.0562557646	-0.0802553374	0.0036795363	-0.0323841317	0.1683742588	-0.0089836893	0.0049662141	0.0115555652	0.0020957393	0.1839403278	0.0469151524	0.0276545137	-0.078369022	-0.0414810711	-0.1439636333	0.0627626715	0.0819177912	-0.1140391804	0.0792277359	-0.1002065004	0.064511452	0.0591096578	0.0808521264	0.0453996385	0.1040572861	-0.0042060489	0.0887284569	0.0256182321	0.1021946834	-0.0069272339	0.065667609	0.0191689051	-0.0173774333	0.0194643528	-0.0151042685	-0.0661126092	0.1373094549	0.1509272174	-0.0410016848	-0.0340240863	0.0017979333	0.1350436876	-0.0343777731	0.0101340505	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.0890688039143583	-0.0598721109709999	0.0079332518307344	0.0035846696721237	-0.2782935846308874	-0.0979072022875016	0.0095858202597657	0.0774473192467088	-0.4126374592978692	-0.1722798948569562	0.1702696728158006	0.0296803621719238	0.0056679706913437	0.0004342422571581	3.212589175793118e-05	1.8856633790176147e-07	-0.0005847415622757	0.0007078871008554	5.011041475574633e-07	3.419226946526264e-07	0.0015041708702972	-0.001890742574251	3.574907482085299e-06	2.262530007050636e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
