global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
1004101.8871163558	n/a	1008220599710.627	n/a	1236210.742416318	n/a	1528216999665.5042	n/a	1022940.6107013456	n/a	n/a	1046407493022.042	1040271.8057902848	906994.253977137	n/a	n/a	n/a	n/a	-0.0560354336	-0.0426494001	0.0576387838	-0.1440475976	0.0159080301	-0.0366295314	0.0037191373	0.2085909008	-0.0801168227	0.022284292	-0.0260291636	0.5630099091	-0.1120792247	0.2042344924	-0.0603544793	-0.0142594818	0.1182780132	-0.1540161647	0.1010690643	0.0433170258	-0.1167282814	0.0948917422	-0.1632970906	0.0173189096	-0.0286991086	0.0616663881	-0.0724972601	0.0196736581	-0.0626214041	0.0925931138	-0.0591510704	0.1079335154	-0.0017147832	0.1080116849	-0.2291558258	0.0046595872	-0.2393332337	0.0820672472	-0.1317954723	0.0269161063	-0.0175030611	0.0375749533	-0.0175096027	0.1551573742	-0.0541508798	0.052625809	-0.1965512092	-0.0286554599	-0.0756657252	-0.012651132	0.192238664	-0.1509064639	0.0837474178	0.0226147756	-0.0511265147	0.1239019269	-0.1400630349	0.175734533	-0.0143433886	0.073541644	-0.0870066352	0.1011704232	-0.0575560997	0.0431157588	-0.0925793961	0.2662485784	-0.3124316591	0.1856469154	-0.0548315358	0.034142891	-0.0841923391	0.0958839701	-0.0596409873	0.1234805908	-0.0493119139	0.0922968166	-0.0490279182	0.0056920944	-0.2717387009	0.0948381891	-0.0128613181	0.1416032378	-0.0360630715	0.0369094209	-0.0285329215	0.0147737636	-0.0640312625	0.0017014921	-0.1134289989	0.0582692819	-0.0708582439	0.0369970489	-0.0563620385	0.05476709	-0.0575155962	0.0623731821	-0.01751671	0.1692383041	-0.0401820295	0.1753600345	0.0076139634	0.0291044012	-0.106420546	-0.0777965522	0.1154637225	0.1154447293	0.1154130763	-0.0066443165737553	n/a	n/a	4.4146942732279374e-05	-0.1008563213471944	n/a	n/a	0.0101719975556885	-0.0278066779005285	n/a	0.0007732113358637	n/a	0.0005971420152177	n/a	n/a	3.565785863382558e-07	0.0005068324935884	n/a	2.568791765570356e-07	n/a	-0.0005611513449814	n/a	3.1489083197443415e-07	n/a	0.0	0.0	0.0
996097.6719733692	-8004.215142986621	992210572110.766	64067460.05521633	1190051.440376569	-46159.30203974899	1416222430742.3467	2130681164.796775	1015251.4177018632	-7689.192999482388	59123688.98328896	1030735441145.6432	1030752.9144079508	897024.9831624582	1.262794	23.503529	0.1079731302642529	0.0538891629069065	0.0762427183	0.0924540899	0.093008807	-0.0729932338	-0.038137199	0.0182191908	0.0343748171	-0.0536660549	0.0209719359	0.0992570445	-0.0707859442	0.0226460167	-0.0244740475	-0.1328780307	0.1316774013	-0.0091540685	-0.0133958295	0.1938147252	0.1439105847	0.0243415455	-0.1091834791	-0.1224866016	-0.0974827257	0.0166421824	-0.0601196705	-0.066522982	0.0123528831	0.1059926868	-0.0598168392	0.1069236691	0.0099828707	0.0653148791	-0.1308896526	0.0272032954	0.0038807441	0.095005055	0.1867990501	-0.0651200854	-0.0785127699	0.0710603202	-0.1133767002	0.0198432187	0.0794242868	0.0710292523	-0.1928979749	-0.018946557	-0.0064028675	0.089619084	0.1173135776	0.0509473448	-0.015847632	0.1650622843	0.1776657133	0.0209786522	0.1558148818	-0.0171037303	0.0005859648	0.1212759057	-0.0437616604	-0.0316118774	-0.0730742843	-0.1036955397	0.0241150424	0.0021771437	-0.0153971217	0.0686561701	-0.0053996381	0.0280695199	0.0848863646	-0.0550228943	0.0825775029	-0.1393545266	0.1783193822	0.0141662336	-0.0004411001	-0.0345984553	-0.0734802432	-0.1580719194	-0.10695553	0.1559218929	-0.0092617651	0.1641180091	-0.0340919131	-0.0907021689	0.0204916637	-0.0414545105	-0.041777883	0.0028275895	0.0610956964	-0.0628835762	-0.0447558319	0.042850438	-0.0816607081	0.0183384126	-0.1582089956	0.0903439433	-0.0702625298	0.1276020608	-0.0495659146	0.1044229722	0.0451713864	-0.0361179699	-0.1019573698	0.0280693761	0.1154130763	0.1152422001	0.1149575937	0.0001985776556097	0.006842894229365	4.682520143427682e-05	3.943308530744462e-08	-0.0570998761967587	0.0437564451504357	0.001914626492203	0.0032603958616851	-0.0164751281908763	0.0113315497096522	0.0002714298489058	0.0001284040188223	0.000164044148709	-0.0004330978665087	1.875737619743877e-07	2.6910482725660503e-08	0.0001309447154862	-0.0003758877781022	1.7146518513761862e-08	1.4129162172660878e-07	-0.0006730105238665	-0.0001118591788851	4.529431652350608e-07	1.2512475900848814e-08	0.0	0.0	0.0
995595.137385004	-502.5345883652335	991209677584.6648	252541.01250341468	1199988.3795436716	9936.939167102566	1439972111039.847	98742760.01069704	1016771.8144733435	1520.396771480329	2311606.3427278087	1033824922707.4154	1032731.8696853742	897162.1693752984	1.101864	20.508245	0.0421786571241444	0.0245073915443726	-0.0047534837	-0.039705671	0.1340018396	0.0217043975	-0.108215099	-0.0523160315	-0.14302059	0.102358437	-0.1164956132	0.065681369	0.0152578481	0.0898562629	0.0728949164	-0.1913873369	-0.0518421172	0.1163228843	-0.0522057378	0.1462561065	0.0817210158	0.0233165022	-0.1597500169	-0.069472577	0.0766219403	0.1476894652	-0.0174955831	-0.0702098534	-0.0582046387	-0.0628118566	0.0952847546	0.0449351306	-0.1014795511	-0.0004944139	-0.0319808688	-0.1060514346	-0.0379061682	-0.0176484473	0.1179124947	-0.1316174707	-0.0925292693	-0.0219315343	-0.0453855023	-0.075855557	0.040083245	-0.191091435	0.0189834951	-0.0253905238	-0.0784392398	0.0676564517	-0.024893149	-0.1159714655	-0.0503022576	0.1733769057	0.103008789	0.0129529403	0.0544544029	-0.0434381947	-0.2429258379	0.0059149849	-0.0514044472	-0.0376668849	0.0725047581	0.0686996199	-0.087271662	-0.1176975839	-0.0952381222	0.0716623504	-0.0207696017	-0.0330325762	0.1357747764	-0.1254332231	0.060132974	-0.1075874662	0.119806495	0.0640047066	-0.0111283976	0.0293595517	0.0608037866	0.065175135	0.1506269423	0.0564483566	-0.0249933602	0.155821608	-0.0138786476	0.054968916	0.0594277365	-0.1287142619	-0.0350554647	-0.0190099846	0.0783591016	-0.0242220997	-0.0620634903	0.0268486396	-0.1279589892	0.0351964898	-0.0115304612	0.2190355062	-0.0466646745	-0.0041215507	-0.0448222417	0.0155129711	-0.0241498337	0.0028005055	-0.0139191862	0.1210403113	0.1153118061	0.1148374968	0.1140484259	0.0001141558095838	-8.442184602590001e-05	7.127048086420769e-09	1.3031548861732804e-08	-0.0560554425546513	0.0010444336421073	1.0908416327657271e-06	0.0031422126399978	-0.0387757806246185	-0.0223006524337422	0.0015035611630485	0.0004973190989705	4.609190806592183e-05	-0.000117952240643	1.3912731072722621e-08	2.1244639891573893e-09	0.0002179807444773	8.703602899110002e-05	4.7515604962877964e-08	7.575270342539603e-09	-0.0008430052382777	-0.0001699947144111	7.106578317636417e-07	2.8898202927745423e-08	0.0	0.0	0.0
995569.9134035326	-25.223981471383013	991159452474.3174	636.2492412686736	1184582.3726137553	-15406.00692991633	1403235397507.234	237345049.52463	1017989.8547489648	1218.040275621228	1483622.113035437	1036303344371.8184	1033950.257626488	904690.3259760028	1.184303	22.042637	0.1039182808068689	0.0574943646436951	0.0878739036	0.0855698183	0.0402824886	0.005609558	-0.0302354697	0.188467216	-0.0511555972	-0.0813085085	0.0684666871	0.1728080316	-0.0372527336	-0.0050378088	0.0506965483	-0.2029552291	0.1076624354	-0.0288422697	-0.0379439176	-0.0260175152	0.1336887254	0.1175098562	-0.1670265318	-0.1122239873	0.0842092788	0.0421872179	-0.102857954	-0.0476355534	0.0901777921	0.0448657666	0.1070457187	-0.0649410655	0.0469983095	-0.0506276556	-0.0498014542	0.1001138194	0.2412190773	-0.0170552465	-0.0063951751	-0.0217385527	-0.0082578825	-0.1072785768	-0.062458519	-0.0591019146	-0.0218594957	0.0401436466	-0.0874109006	-0.005070629	-0.1341924156	-0.128123072	0.094415784	0.062449821	-0.0246113979	-0.0432859967	0.1325873206	0.0842352552	0.1014519285	-0.0577581846	-0.1511208328	-0.0449403145	-0.1040301798	0.0453388569	0.0870267577	-0.1686122033	-0.105756556	0.0269485558	0.0199165741	-0.0202363021	0.1385164823	0.0248550558	-0.139925822	-0.0842241985	0.1838225668	-0.0252234659	0.0919364531	0.1220048366	-0.0395397018	0.093133919	0.061683141	0.0526413702	-0.1346830637	0.1387613377	0.0032027711	0.1229752141	-0.0203261405	0.0083958032	-0.0401974835	-0.0683089987	0.0403853874	0.0844086356	0.170030595	0.0662897122	-0.0456241203	0.0177933872	-0.0862188713	-0.1169136697	-0.1500488631	0.088690049	-0.08868882	-0.0711609122	-0.0954598491	0.0458326363	-0.1796135681	-0.15860965	0.097869429	0.12991074	0.1151599564	0.1142313295	0.112689161	0.0024728012919297	0.0023586454823459	5.563208511390724e-06	6.1147462293691945e-06	-0.0371605127063645	0.0188949298482868	0.0003570183739716	0.0013809037045998	-0.0187472234968311	0.0200285571277873	0.0003514583888401	0.000401143100621	0.0010415470072018	0.0009954550991358	9.909308543956212e-07	1.0848201682110265e-06	0.0001306498313835	-8.73309130938e-05	1.7069378440536986e-08	7.626688381796848e-09	-0.0006730682835384	0.0001699369547392	4.53020914305328e-07	2.8878568586066885e-08	0.0	0.0	0.0
999415.9803471628	3846.066943630227	998832301773.2804	14792230.934885155	1184976.3680700837	393.9954563283827	1404168992884.5664	155232.41960741053	1021509.2920225156	3519.437273550778	12386438.722458538	1043481233688.341	1036202.552242772	894752.4451875149	1.200802	22.349716	0.0287466470877797	0.0162204549136762	0.0001216385	-0.0587392825	-0.0528034305	0.161812618	0.0890504247	0.0319930722	0.1615787261	-0.0158113541	0.07701306	0.0516871653	0.1556777103	-0.1033535586	-0.0122523035	-0.0337507689	-0.0267886329	-0.1268575924	-0.0127109564	0.0449539314	-0.026842057	-0.02621065	-0.1079560891	0.0348767924	0.0636672304	-0.0487825224	-0.0708695527	0.0133115858	0.0698212765	0.0157659075	0.0023827532	-0.0852735955	-0.0545425442	0.0742687341	-0.0686039932	0.0453003038	0.2123268218	0.1011569506	-0.1204136633	0.1152607856	-0.0132279247	-0.0306119144	0.0712224046	0.0400831799	-0.2212204278	-0.0377489685	0.0091916455	0.0887893476	-0.0466350514	-0.0008042265	-0.0573389058	0.1091648108	-0.0214533958	0.0279871393	-0.0285874703	-0.0437344587	0.1017347049	0.0818321067	-0.0210600455	-0.0623801885	-0.0740143041	0.0360852348	0.0392919756	-0.0452004103	-0.0014564772	0.1029544819	-0.0286843448	0.0327978135	0.2064539334	0.0696073124	-0.0457010889	0.1254698799	0.059946747	0.1380051185	-0.0320960731	0.0577820648	-0.0014718928	0.0266122389	-0.0974470844	0.2378924439	0.0241247562	0.0794615819	0.0019364341	0.0914322764	0.020723166	0.0578281154	-0.0632324051	0.0156254638	0.1157051176	0.0672579037	-0.001294586	0.0558624935	-0.0673600915	-0.1155890564	0.0725725377	-0.2184894183	-0.0213508382	0.0224679375	-0.0288342546	0.0621518759	-0.0080634353	-0.0824051006	-0.0699327169	-0.0480372886	-0.0297677923	0.0495660313	0.1149575937	0.1134247617	0.1108851636	-0.0023622017812101	-0.0048350030731398	2.337725471727132e-05	5.579997255152169e-06	-0.0371854572045862	-2.494449822169897e-05	6.222279915323433e-10	0.0013827582275141	-0.0068630157139892	0.0118842077828419	4.710098469046269e-05	0.0001412343946257	0.0010799773920857	3.843038488390003e-05	1.4768944823246916e-09	1.1663511674162298e-06	-7.086346597162674e-05	-0.0002015132973551	5.0216308095119004e-09	4.060760901093573e-08	-0.0006729621311059	1.0615243249993343e-07	4.528780299025946e-07	1.126833892565292e-14	0.0	0.0	0.0
1000560.384418182	1144.4040710191475	1001121082867.06	1309660.677765198	1190374.5893370816	5398.221266997978	1416991662939.4258	29140792.84746925	1019335.329063147	-2173.962959368597	4726114.948706667	1039044513076.274	1034524.3889641794	898299.585297651	1.084115	20.177893	0.0485454818350309	0.0296943661429348	-0.062440441	0.0647849412	-0.0507007178	0.0137264478	0.0011905849	-0.0755234252	0.0403623289	-0.0873178275	-0.0449606453	-0.072434022	0.0115981873	-0.0156192459	-0.0577712397	-0.0164545011	-0.0018896081	0.1198356925	-0.0331704547	0.0443455239	-0.0448157956	-0.0124912786	-0.0705322948	0.0566910877	0.046336708	0.0610867635	-0.0939465625	-0.0398430073	-0.0940151229	0.0300649773	-0.0540943816	-0.0749029349	-0.0835915608	-0.0338444091	-0.1688827396	-0.047897633	-0.0107783509	-0.0310480854	-0.0620312219	-0.0186885156	0.1294261219	0.0742381657	0.0343080864	-0.138907177	-0.1422194285	-0.0404229344	-0.0886036388	0.1096643162	0.087068808	0.1108578231	0.0335643549	-0.1147883411	-0.0646689519	0.0362054007	-0.0289065836	0.0092188294	0.0428140214	0.0878500442	-0.0778630502	-0.0178882794	-0.1159508746	-0.0497136362	-0.0705944879	0.0230258889	0.025126078	0.0348479913	-0.0264604262	-0.068149405	0.136643654	0.1475213114	0.0717182166	-0.0986231825	0.0549931694	-0.0229706686	-0.0626558624	-0.2238735978	-0.0385664873	0.0625696726	-0.0695650346	0.110621575	0.0875957978	-0.0004017058	-0.0108552491	0.1157851637	-0.0096819364	-0.0033298066	-0.0574452796	0.0194522844	-0.0459612927	-0.0328600476	-0.0351297537	-0.0194145333	-0.0120251953	-0.0170501945	0.0099772459	-0.0823523616	0.0277534173	0.0932255552	0.020124271	-0.0324109989	-0.0300637142	-0.0457117373	-0.0726365273	0.0714696175	-0.0951842078	0.1751447212	0.1147048067	0.1124192083	0.108643553	0.0001367108708905	0.0024989126521006	6.244564442828454e-06	1.868986221963896e-08	-0.0374061283643243	-0.000220671159738	4.869576074015647e-08	0.0013992184392083	-0.0067006620695906	0.0001623536443986	4.4898872170850186e-05	2.6358705849507087e-08	0.0006449693688926	-0.0004350080231931	1.892319802423687e-07	4.159854868097187e-07	-0.0001931019993153	-0.0001222385333436	3.728838213956612e-08	1.4942259034012322e-08	-0.0003169378000668	0.0003560243310391	1.0044956911118292e-07	1.267533242918387e-07	0.0	0.0	0.0
997435.0671620802	-3125.3172561017564	994876713204.6234	9767607.951287411	1201238.7763467573	10864.18700967566	1442974597799.055	118030559.38120538	1019843.8227225672	508.49365942028817	258565.801670636	1040081422745.3792	1035477.5672167304	899714.9103073514	1.101367	20.499001	0.0624028893911455	0.0313741014940249	0.0095581775	-0.0418294848	0.0876317395	0.0330253554	-0.1566174015	-0.1169000877	0.0110478777	0.0927110306	-0.0698605112	-0.0470685317	-0.073840716	-0.0640121207	-0.0299502968	-0.1352799979	-0.1088353675	0.0669643376	0.0293448341	0.0733586866	0.057479865	0.039296563	-0.0390023715	-0.0819822228	0.0086119299	0.0563780501	0.0246189045	0.006871287	-0.0599428308	0.0351156111	-0.0953962555	0.0149409824	-0.1475089858	-0.1426073057	0.0212351063	0.0900982867	-0.0886537671	-0.0307808467	-0.0332781802	-0.0126975633	-0.1909114902	-0.0043800556	0.0242878618	0.0327545877	-0.0596167666	0.0078749177	0.1472757509	-0.2199731693	-0.0450913101	-0.0543660565	-0.0900407541	-0.083277428	0.0111039312	0.0809304344	0.0725912337	0.06868595	0.0364223186	-0.0555064191	-0.0611204201	0.0357116941	0.0359352759	-0.0450851519	-0.0443533617	0.0258365956	0.0726012412	-0.1006063569	-0.0952943576	-0.1112128676	-0.0924218299	0.0678253332	-0.0649064403	0.049624814	-0.015637811	0.1003410139	0.0519939859	0.0565207262	-0.1436139908	0.077999357	-0.0241281688	-0.0110014148	0.0382495436	-0.0309525239	0.0176409191	0.0838512924	0.0347019082	0.0166360636	0.0337423825	-0.0744058015	-0.0058047436	-0.0360360629	0.0591921613	-0.051158125	-0.0427328641	0.0191739211	-0.0086899363	0.073530045	0.0924824761	0.1495410907	0.0481838776	0.0754154237	-0.1412914146	0.0105616556	0.05497887	-0.0889574013	0.0778430004	0.075909945	0.1144017065	0.1112164334	0.105973176	0.0002018065282669	6.509565737639999e-05	4.237444609265658e-09	4.0725874851139115e-08	-0.02738089010532	0.0100252382590042	0.0001005054021498	0.0007497131429596	-0.0233604711013555	-0.0166598090317649	0.0005457116100772	0.0002775492369748	0.0006780441620024	3.307479310980007e-05	1.0939419392560782e-09	4.597438856255369e-07	0.0001307717886871	0.0003238737880024	1.7101260716423533e-08	1.0489423055502355e-07	-0.0006730441478146	-0.0003561063477478	4.529884249074811e-07	1.2681173090627706e-07	0.0	0.0	0.0
998749.1247288928	1314.0575668126112	997499814146.7296	1726747.28889748	1184685.351333682	-16553.42501307535	1403479381664.6094	274015879.66350865	1017996.048783644	-1847.7739389232595	3414268.529363977	1036315955339.1112	1033082.9945923684	892233.7880486285	1.246171	23.19413	0.1122662518793012	0.0645466258813174	-0.0172117105	0.1374501768	-0.0600474811	0.135445601	-0.0031229769	0.075802215	0.0469019758	-0.1542340317	0.0304723833	-0.0022417018	0.0541269758	0.0098512358	-0.0615346644	-0.1190132424	0.1287220882	0.0432480139	0.0094841398	0.0230113213	0.0819205032	-0.0316288338	-0.0167010077	-0.0740120292	-0.0576666816	-0.0334652904	-0.1332754787	-0.0583450138	0.0985509683	0.0055154042	-0.0267478311	0.1560308461	0.00360421	-0.2074503305	0.1907366847	-0.1059773601	0.1072197365	-0.0772896513	-0.1007751455	0.0176500954	0.0205613066	0.2203901899	-0.0373751868	-0.1730611827	0.0399542931	0.1010618208	0.2212148304	-0.0682015374	0.0062290068	0.1442083256	0.1381229339	-0.0005075313	-0.0142163008	-0.0138657843	0.0797534001	-0.0186248537	0.1350404373	-0.0501984223	0.0724032089	0.0076207815	-0.1347309161	0.0115745897	0.0489002171	-0.0228046634	0.1157168818	-0.1619989491	-0.0073350492	-0.0779051244	-0.0482816161	-0.1332619224	-0.0050076935	-0.2235241838	0.176354813	0.0346781427	-0.1795075111	0.0387846046	0.044286492	0.1091081023	-0.0790488956	-0.0624440833	-0.0908086443	-0.20504426	-0.0413293107	0.0928244808	0.006627432	0.0574649536	-0.0505270033	0.0883483706	0.0350714616	0.0504578688	0.2294250619	-0.0774631312	0.0249095473	0.0687300634	0.1150623741	-0.0835882939	0.0172880081	-0.0448059339	-0.0188217117	0.0526841667	0.0010547343	-0.076884031	0.0306666723	-0.1424549495	-0.029865094	0.0429724221	0.1140484259	0.1098185471	0.1028845713	-0.0052098534618494	-0.0054116599901163	2.928606384862556e-05	2.714257309394418e-05	0.0260514132633886	0.0534323033687086	0.0028550110432857	0.0006786761330198	-0.0481443926311868	-0.0247839215298312	0.0023178825418258	0.0006142427663968	0.0010350563132634	0.0003570121512609	1.274576761480071e-07	1.0713415716264217e-06	0.0001300403309165	-7.31457770599981e-07	1.6910487664872828e-08	5.350304701710944e-13	-0.0008880678785959	-0.0002150237307813	7.886645569938222e-07	4.623520479910898e-08	0.0	0.0	0.0
1004014.8199854532	5265.695256560342	1008045758750.422	27727546.53496209	1200347.343030858	15661.991697176129	1440833743921.2405	245297983.92241395	1022320.7405538304	4324.691770186415	18702958.907118108	1045139696566.5322	1037094.9405293368	908084.937608196	1.346591	25.063179	0.148415019294	0.0750717825923041	0.0457936792	-0.1010120728	-0.1013727336	0.0813513528	-0.0239293684	-0.1115255595	0.1646199697	0.0534557257	0.0530675481	-0.1204721733	0.1093080464	-0.158138492	-0.1193964853	0.105560748	-0.0498572087	-0.1106642709	-0.023759286	0.0709584046	-0.0896438667	-0.0550161234	-0.0550305234	0.0804880802	0.0528946297	-0.0442837012	-0.0090423445	0.143366522	0.0078265752	0.1688223324	-0.0438461247	-0.0256344994	-0.0043082916	-0.1043132106	0.1666713653	0.0425285853	0.1097410639	-0.0254522975	0.1085357732	0.1653351958	0.1775161562	0.317363559	0.0014199572	-0.0278214613	0.1034816414	0.0875064626	-0.0393529035	0.0844472566	-0.0805672456	-0.076367654	-0.075552693	0.0948672386	-0.0402825588	0.0628835453	-0.0907218042	-0.0495618633	0.0606527615	0.122846697	-0.0046615298	-0.0617478435	0.0321499438	0.0633043409	-0.0864288706	-0.1096933802	0.1480444935	-0.0885274468	-0.0304863682	-0.1693718218	0.0753771185	-0.0605401187	-0.1661257028	-0.0117899298	-0.0070523052	-0.0416168462	-0.1788205774	0.0174648087	0.3057501991	-0.0929014484	-0.1715256296	-0.0316460749	-0.1224681533	-0.0155391008	0.0102627346	0.0730033913	0.0741832063	-0.0195744782	0.0903683868	0.0827069688	0.0801728643	0.0510319929	0.0061330156	-0.0933007356	-0.0106175462	-0.1079102938	0.1026384334	-0.1039692413	0.0046329344	0.0376084498	-0.0640855285	-0.0098727802	-0.1329319162	-0.1865372566	-0.0020682913	0.0521614892	-0.0700769401	-0.1314565308	0.1136451198	0.1082280018	0.0993899282	-0.0225453923167577	-0.0173355388549083	0.00030052090739	0.0005082947147165	-0.0245258163490262	-0.0505772296124148	0.0025580561552669	0.0006015156675861	-0.0196252912619598	0.0285191013692269	0.0003851520571167	0.0008133391429082	0.0003451215490614	-0.000689934764202	4.760099788544693e-07	1.1910888362654036e-07	0.0002108003452461	8.076001432959999e-05	4.443678555587495e-08	6.522179914517195e-09	-0.0011570360892133	-0.0002689682106173	1.3387325117420073e-06	7.2343898322726e-08	0.0	0.0	0.0
1001946.1461887883	-2068.673796664807	1003896079862.5648	4279411.277007587	1190311.0033995816	-10036.339631276438	1416840284814.119	100728113.19433008	1020445.933779762	-1874.806774068391	3514900.4400927266	1041309903767.6504	1036549.8522733313	906076.9181067932	1.294068	24.085613	0.1536469046105756	0.0726344685168599	-0.0916436252	0.1031780725	-0.1341084638	-0.017794812	0.0086331915	-0.0055138218	0.00412117	-0.1235222567	-0.060565675	-0.1100580618	0.0109494922	0.038382911	-0.0348218863	0.0347898348	0.0631908796	0.0838857532	0.0198990971	0.0107420476	-0.0581120606	-0.0316772276	-0.0998806245	0.0480540966	-0.1371375061	-0.0514952221	0.0793263115	0.0717822195	0.0682094136	0.0099854649	0.0443302194	-0.0084835298	0.0281272434	-0.0159720795	0.0123435001	0.0764134535	0.0494465063	-0.0969838391	-0.045167967	-0.1069029788	0.215762924	-0.1308322125	0.0088136388	0.0368653504	0.1718211154	0.0001229544	0.13586242	-0.0093162523	0.1455696683	-0.0425724639	0.0914912637	-0.0761317709	0.0259303831	-0.0022691987	-0.0676534814	-0.0264355667	0.0613979009	0.1111160413	0.0193723995	0.0737680857	0.1073930382	0.1259883382	0.0481918349	-0.0104567552	-0.0185369756	0.0142893008	0.0554374564	-0.0310611359	0.0011579793	0.0479855607	-0.1247871533	-0.0599850796	-0.0005718523	0.0444152093	0.0253352025	-0.0361683949	0.0312763202	-0.1855222849	0.2450710035	-0.0554584177	0.0331712338	-0.1352358813	0.010860812	0.0784282042	-0.0496338463	0.0796069181	0.0596083236	0.0275464613	-0.1500040885	-0.0267641029	0.0129104779	0.0610836134	-0.0459612957	-0.0398372562	0.1195288372	-0.0168065146	-0.0005394211	-0.0183989089	0.0142908167	-0.100303512	0.1039396848	0.1648970629	0.1050711941	0.126784064	-0.1131008788	-0.136525328	0.1131919653	0.1064475877	0.0955030384	-0.0162496652948931	0.0062957270218646	3.963617873383612e-05	0.000264051622196	-0.0758371422954837	-0.0513113259464575	0.0026328521703836	0.0057512721515454	-0.0068112820038663	0.0128140092580935	4.639356253619292e-05	0.0001641988332665	0.001233215618082	0.0008880940690206	7.887110754295664e-07	1.5208207606813694e-06	0.0005740414055597	0.0003632410603136	3.29523535296956e-07	1.3194406789774845e-07	-0.0007438543708643	0.0004131817183489	5.533193250539235e-07	1.7071913237783234e-07	0.0	0.0	0.0
