global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57
871.8088425919225	n/a	n/a	760050.6580214675	1035.1534403397948	n/a	1071542.645047313	n/a	829.0379185326116	n/a	687303.8703648851	n/a	846.3822899054531	813.4219679007501	n/a	n/a	n/a	n/a	-0.0058149604	0.0271516294	-0.0017624981	0.0418325045	-0.0419082	-0.0061445129	-0.0337780436	0.0298561208	-0.0049884606	0.0163156211	-0.1071355033	-0.0568327448	0.0306834223	-0.089487474	-0.0064202111	-0.0196897557	0.0327083346	-0.0444595196	0.0295314923	-0.0276835821	-0.0179794557	0.0368804969	-0.0061356587	0.0203036587	-0.016633464	0.0712779175	-0.0361691001	0.0302881386	-0.0137267159	0.0409023285	-0.0225844003	0.0582793745	-0.0038849762	0.0508717222	-0.0283723016	0.0175180613	-0.0402178947	0.0232071653	-0.0123694906	0.0419595694	-0.0581317289	0.0630222014	-0.0184840321	0.037335993	-0.0425381075	0.0284718201	-0.0351198023	0.0354208776	0.0132080207	-0.0093949052	0.0090750972	-0.0001514269	0.0347334179	-0.0135048137	0.0100809797	-0.0271715459	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0001959323031712	n/a	n/a	3.838946742597104e-08	-0.0760513607753807	n/a	0.0057838094757871	n/a	-0.1620982792046135	n/a	0.0262758521210968	n/a	0.0006632073962367	n/a	n/a	4.398440504230632e-07	-0.0017909256733374	n/a	n/a	3.2074147674190194e-06	0.0002310945685379	n/a	n/a	5.340469960771816e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870.0892534604145	-1.7195891315079734	2.9569867812003463	757055.3089873014	1020.6101688400972	-14.54327149969754	1041645.1167398116	211.5067459139147	829.2472508578453	0.2093323252337313	687651.0030552942	0.0438200223877606	845.2045217907316	808.492061827958	0.56927	26.86203	0.0791451228813352	0.0385774290405376	-0.006366683	0.0258157612	0.0139133571	0.0226662425	0.0173888186	-0.0173729624	0.0153260136	-0.0013722766	-0.0330616683	-0.0301930116	-0.0496681137	0.0095755109	0.0411242276	-0.0930430496	-0.0082143713	0.0205159588	0.0125024934	-0.0509096759	0.0070391171	-0.0576871013	-0.0352406118	-0.0200920968	-0.0092716441	-0.0128340105	0.0050297854	0.0526653259	-0.0027549963	0.05693074	-0.0155462964	-0.0003915882	-0.0440235812	0.0807422629	-0.0049379565	0.0478161975	-0.0245106026	0.0290107832	-0.0357359404	0.0243607378	-0.0107253497	0.0351157056	-0.0494348714	0.0594570739	-0.0032253439	0.0359255776	-0.0449381949	0.0232469399	-0.0359234688	0.0147135238	0.0078507899	0.0017804553	0.040124188	-0.0205912286	0.0271987566	0.0172286209	0.0117163763	-0.0325090496	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0184223667033052	0.018226434400134	0.0003322029109423	0.000339383594951	-0.0683860775563118	0.0076652832190688	0.0046766556035378	5.875656682853923e-05	-0.1471368220211388	0.0149614571834746	0.0216492443944802	0.0002238452010529	0.0012700910670467	0.00060688367081	3.683077898958206e-07	1.6131313185918253e-06	-0.0018169406131698	-2.601493983240004e-05	6.767770944833943e-10	3.301273191785849e-06	9.815421760714772e-05	-0.0001329403509307	1.7673136905591567e-08	9.634250434071309e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
873.1147917343372	3.0255382739227343	9.15388184697136	762329.4395452951	1023.7929151207832	3.182746280685933	1048151.9330515112	10.12987388722014	830.7662420803827	1.518991222537352	690172.548980361	2.307334334145519	847.1460188849319	813.7651502457134	0.380045	17.933096	0.047994573897445	0.024184980529017	-0.0075851411	0.0384970987	0.0039756963	0.0342961688	0.0072393171	-0.0278434685	0.010938923	0.0033133004	-0.0385455505	0.0163335721	-0.0818340698	0.0123708867	-0.0188329504	-0.078337857	0.0168422687	0.003577586	0.0298005909	-0.056687824	0.009162722	-0.0419309406	-0.0376272241	-0.0311965134	0.0139482161	0.0017088852	-0.0164576887	0.0647326126	0.0004320883	0.0473619517	-0.0264817726	-0.0427944945	-0.060085188	0.0868211972	-0.0068155772	0.0495084509	-0.0179357062	0.0239021766	-0.0369011205	0.0176377571	-0.0101827715	0.0381139423	-0.0549485748	0.0553383269	-0.013811206	0.0380288417	-0.0394038789	0.0191898368	-0.0381564234	0.0274473825	0.0016133586	-0.0022172134	0.0295577291	-0.0107334232	0.028110819	-0.0010181616	0.0159283817	-0.0184761511	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0183653183900815	-5.704831322370096e-05	3.254510041669494e-09	0.000337284919569	-0.0661617333412607	0.0022243442150511	0.00437737495872	4.9477071870313165e-06	-0.1525527751740867	-0.0054159531529478	0.0232723492133154	2.9332548554926055e-05	0.0010128635578228	-0.0002572275092239	6.61659915015316e-08	1.0258925867654605e-06	-0.0015465943919017	0.0002703462212681	7.308707935394053e-08	2.3919542130617893e-06	-0.0001802166162253	-0.0002783708338324	7.749032112857224e-08	3.2478028763697065e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870.4425349561462	-2.672256778191013	7.140956288587812	757670.2066608819	1013.1073402819771	-10.68557483880602	1026386.482933222	114.18150963572428	829.2573161532282	-1.5089259271544506	687667.696393655	2.2768574536389186	845.6668356183222	810.5114839448519	0.439962	20.760403	0.082077775916426	0.0450300328049537	-0.0141008753	0.0297663696	0.0128342005	0.0248630787	0.0133205067	-0.0250188244	0.0416182087	0.0043750516	-0.0136881485	-0.0049286264	-0.0676762102	-0.01451717	-0.0530658141	-0.0325439081	0.0025105991	0.005234569	0.0144259368	-0.0597057046	-0.0105946076	-0.0103338472	-0.0005764095	-0.0298187171	-0.0021049348	0.003854352	-0.0105264239	0.0568699298	0.0166778513	0.0154291117	-0.0129548775	-0.0001873725	-0.0594694884	0.0461801197	-0.0051753384	0.0407859414	-0.0180714088	0.0242074803	-0.0284038648	0.0116417892	-0.0045355774	0.0264019882	-0.0369964113	0.0443500993	-0.002433854	0.0272678317	-0.0317411745	0.0150120946	-0.0070217063	0.0207070055	0.0163527474	-0.0203217158	0.0441380522	-0.0111609631	0.0379951446	-0.012615277	0.0035632638	-0.0329586564	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0040623661306824	-0.0143029522593991	0.0002045744433346	1.6502818579715495e-05	-0.0528521403960411	0.0133095929452195	0.0027933487444428	0.0001771452643674	-0.1140543228021044	0.0384984523719822	0.0130083885498466	0.0014821308350377	0.0010432427603226	3.03792024998e-05	9.228959445238543e-10	1.0883554569655178e-06	-0.0017116585703889	-0.0001650641784871	2.7246183019654212e-08	2.9297750615857728e-06	-0.0003041088020348	-0.0001238921858095	1.534927370465567e-08	9.248216347504117e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.3884847360471	-2.054050220099157	4.219122306689394	754098.5604221679	1020.1753704757372	7.068030193760023	1040757.7865253076	49.95705081990335	827.854315992099	-1.403000161129171	685342.7685067462	1.96840945212848	844.9773053052743	811.9439355534279	0.443647	20.934273	0.2318920398227775	0.1182005442133238	-0.0168594253	0.0135833051	-0.0020640884	0.0355622293	-0.004315887	-0.0148723209	0.0195967127	0.0209120617	-0.0106986118	-0.0126182101	-0.001119235	-0.0097495779	-0.0455648699	-0.0002946138	-0.0142368876	-0.0209577386	0.009372104	-0.0462861049	0.0001808737	-0.0031327242	0.0072536922	-0.0011772262	-0.0156238983	0.0169380384	-0.0111494344	0.0384418048	0.0119484057	0.0150633087	-0.0053446753	0.0169638932	-0.0330651902	0.0083610379	-0.0077791837	0.038297398	-0.0195760557	0.0202074346	-0.029739456	0.0151375134	0.0071999871	0.0320760355	-0.0368944821	0.0364827098	0.0005750858	0.0223535858	-0.0271794102	0.0206569905	-0.0106548162	0.0304825474	0.0001488654	-0.014382039	0.0263475056	-0.0219436188	0.0142238419	0.0063421118	-0.0102370206	-0.0096646173	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0019144530722456	-0.0021479130584368	4.613530506603328e-06	3.665130565830616e-06	-0.0136683522824085	0.0391837881136326	0.000186823854116	0.001535369250934	-0.0611551212372063	0.052899201564898	0.0037399488535374	0.0027983255262037	0.0029589210689303	0.0019156783086077	3.6698233820700576e-06	8.75521389215963e-06	-0.0010212344696278	0.0006904241007611	4.766854389117736e-07	1.042919841955974e-06	-0.0001569884696874	0.0001471203323474	2.1644392190009433e-08	2.4645379614791712e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.2889714823309	-0.099513253716168	0.0099028876651784	753925.737997844	1021.3399123187844	1.164541843047232	1043135.2164953422	1.3561577042078437	826.9729189685122	-0.8813970235868283	683884.2087073014	0.7768607131877199	844.0215565358294	805.6946532079778	0.419446	19.792315	0.119115071007206	0.0574379812687792	-0.0119514207	0.009582714	0.0016727457	0.0044641583	-0.0029232003	-0.0098160894	0.0129326759	-0.0134918439	-0.0065236091	-0.0148245907	0.0293530441	0.0108029109	0.00233534	0.0231684423	-0.0289476261	-0.0040155136	0.0044858242	-0.0273431625	-0.0041059474	0.0010677375	0.0394296996	0.0509817577	-0.0288121041	0.0070318018	0.0054950359	0.0207073129	0.0079408175	0.0015963041	0.0288620097	0.0376613338	0.0106239715	0.0093804328	-0.0055340863	0.033264264	-0.0167123557	0.020859182	-0.0196106413	0.0125260471	0.0083021221	0.0173096062	-0.0207715486	0.0314928287	0.0055898879	0.0183674047	-0.0188650308	0.0242394549	0.0033475889	0.0177886918	0.0060238166	-0.0196776222	0.0326718949	-0.0126288584	0.0224592012	0.012341115	-0.01245248	-0.015660061	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-7.156105989736261e-05	-0.0019860141321429	3.944252133071565e-06	5.120985293633919e-09	0.0259802408771605	0.039648593159569	0.0006749729160352	0.001572010939533	-0.0375735610453773	0.023581560191829	0.0014117724896306	0.0005560899810808	0.0025241158282505	-0.0004348052406798	1.89055597322619e-07	6.371160714424707e-06	-0.0011513483363152	-0.0001301138666874	1.6929618304346522e-08	1.325602991535779e-06	-0.0006700474327935	-0.0005130589631061	2.632294996235065e-07	4.4896356219316006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870.071525139487	1.782553657156086	3.177497540640537	757024.458858553	1020.0069739688888	-1.332938349895585	1040414.2269451694	1.7767246446223648	829.2860099718848	2.3130910033726195	687715.286335089	5.350389989883352	846.2782192957737	799.9834805728468	0.405832	19.14991	0.1517519754510037	0.0783821468740679	-0.0280648286	0.0191972939	-0.0019237407	0.0271885345	-0.0023414569	-0.010249887	0.0005773492	-0.0070357429	-0.0032464335	0.0291252408	-0.01678902	0.0293663358	-0.0408132517	0.0349020555	0.004571561	0.0105246302	0.0316230583	-0.0397303152	0.0001858459	-0.0190285409	-0.0167016171	0.0435228871	0.0028143955	-0.0045062525	-0.0261413527	0.0448226044	0.0003272808	0.0190266109	-0.0203758937	0.0423265386	-0.0085042515	0.0142261219	-0.0049207699	0.036535143	-0.013394625	0.0183866946	-0.0191586903	0.0053837531	0.0062728295	0.0245907344	-0.0325507632	0.0299795806	0.0036879381	0.0118911615	-0.0129469564	0.0087611659	0.0022825026	0.0151795305	-0.0025142343	-0.0247359858	0.0259530482	-0.0170071636	0.0194240218	0.0075261593	-0.0146746307	-0.014218334	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0005921345767347	-0.0005205735168373	2.709967864323936e-07	3.506233569647823e-07	0.0020103537267317	-0.0239698871504288	4.041522106584034e-06	0.0005745554900042	-0.1068903112594199	-0.0693167502140426	0.0114255386411356	0.0048048118602359	0.002286734937169	-0.0002373808910814	5.634968745064695e-08	5.22915667286931e-06	-0.0017118577394941	-0.0005605094031789	3.141707910519667e-07	2.9304569202658503e-06	-0.00030904243566	0.0003610049971335	1.303246079553584e-07	9.550722703866525e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.4682315826358	-2.603293556851213	6.77713734314304	752501.1328051054	1019.8579330763556	-0.1490408925332076	1040110.2036587762	0.0222131876470951	829.202061189398	-0.0839487824868001	687576.0582807462	0.007047398081016	846.0842075632579	809.5257335545826	0.48685	22.972885	0.175934366210857	0.0790053976681685	-0.0095102085	0.0093003921	0.0063951881	0.0154025398	-0.0216860593	-0.0083031758	-0.0001399872	-0.0177479983	-0.0160986783	-0.0359686754	-0.0142432404	0.002297807	-0.0587215288	0.0631746089	0.0094708119	-0.0187375562	0.0036329997	-0.0447851083	-0.0144874517	0.0150322575	3.4133e-06	-0.019603257	0.0057282544	0.0166630389	-0.0108137367	0.0339267431	0.0226297329	-0.0028358179	-0.0150452755	0.0124413236	-0.0367090424	0.0057098003	-0.0024491562	0.0269879701	-0.015585788	0.021783763	-0.0131511471	0.0076714818	0.0093911222	0.0176756879	-0.0163647107	0.0280096112	0.0039276127	0.0201324945	-0.0161457695	0.0224747578	0.013348422	0.0268969041	0.0082287228	-0.0168381647	0.0144770992	-0.0082250002	0.0370229044	0.0078352082	-0.0351267394	-0.0097979232	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0211101455343936	-0.0205180109576589	0.0004209887736586	0.0004456382444832	-0.0039402502062557	-0.0059506039329874	1.552557168789809e-05	3.540968716728511e-05	-0.0446362663006709	0.062254044958749	0.0019923962692644	0.0038755661137259	0.0029570261444773	0.0006702912073083	4.492903025948188e-07	8.744003619122286e-06	-0.0009959299052288	0.0007159278342653	5.125526638758032e-07	9.918763761290464e-07	4.897264999563478e-05	0.0003580150856556	1.281748015570115e-07	2.3983204475949473e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.381687956287	-2.086543626348771	4.35366430465668	748885.4658500724	1021.8140346894204	1.9561016130647888	1044103.921488272	3.826333520634668	827.4254671704265	-1.7765940189715366	684632.9037221986	3.1562863082454364	844.8262338211288	794.5176304823051	0.517426	24.415693	0.1794756080096265	0.1016522024562505	-0.0213121843	0.0066200696	-0.0134243646	0.0353410503	-0.0102101943	-0.0050967075	0.0089151553	-0.0085205799	-0.0207172117	-0.0162391899	0.0433797687	0.0206178103	-0.0050290014	-0.0023397991	-0.0158380982	-0.0029430544	0.0116784222	-0.0207752763	-0.0064748247	0.0184058282	-0.0042814953	0.0176722075	-0.0160950172	0.0029610529	-0.0095519674	0.0143558921	0.0102328104	-0.0102607232	-0.0175421309	0.0470760736	-0.0283083221	-0.0095180497	-0.0009880865	0.0270967447	-0.0093152669	0.0120925861	-0.0091709661	0.005471945	0.0112305125	0.015337735	-0.0129286624	0.0258932313	0.0013388638	0.0048638673	-0.0081320365	0.0037372711	-0.0169633061	0.0139607716	-0.0102995134	-0.0074072164	0.0004638693	-0.0131594828	-0.0027080878	0.03888957	-0.0280566263	0.0081995732	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.042393237487488	-0.0212830919530944	0.0004529700030838	0.0017971865846705	-0.006172269671083	-0.0022320194648273	3.809691289257105e-05	4.981910891367946e-06	0.0242418092062166	0.0688780755068875	0.0005876653135906	0.0047441892855324	0.0019620759938172	-0.0009949501506601	9.899258022985557e-07	3.849742205513754e-06	-0.0017109230111511	-0.0007149931059223	5.112151415164175e-07	2.9272575500863477e-06	8.067781510958099e-05	3.1705165113946206e-05	1.0052174949025915e-09	6.508909850855734e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.7105160398094	2.328828083522353	5.423440242602396	752921.5396460723	1021.7721393537322	-0.0418953356881957	1044018.3047595028	0.0017552191524266	827.2137307306529	-0.211736439773631	684282.556309325	0.0448323199280124	843.8048797658031	807.7921732686049	0.455031	21.471449	0.1973320444440642	0.1291461280200428	0.0046111331	0.003202432	-0.0054771957	0.0061141723	0.0060767152	-0.0204109063	-0.0005334569	-0.0003118883	-0.0030943612	-0.0036319513	-0.0172601018	-0.0060199508	0.0483935264	-0.0268302987	-0.0195322725	0.0111386188	0.0120474633	-0.0123630489	0.013361453	-0.0070824249	0.0141698459	0.0486908726	-0.0178938522	-0.0080385961	0.0021228134	0.024317225	-0.0184557702	-0.0006930568	0.0210065773	0.041312807	0.013314295	0.0366315479	0.002601495	0.0188646093	-0.0066161254	0.0075220345	-0.013692688	0.0019138946	0.0005807371	0.0091952499	-0.0188918002	0.026867861	-0.0025313964	0.0166895488	-0.0224078341	0.0064931634	-0.001672861	-0.0008030111	0.010168377	-0.0060726053	0.0227327847	-0.001622625	0.0008894736	0.006734873	-0.0177765174	-0.0184321645	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0170139511818518	0.0253792863056362	0.0006441081733834	0.0002894745348184	-0.0099111354337679	-0.0037388657626848	9.823060558648962e-05	1.3979117191377336e-05	-0.0997809828354689	-0.1240227920416855	0.0099562445356121	0.0153816529458151	0.0011250292343102	-0.000837046759507	7.006472776011698e-07	1.2656907780525948e-06	-0.0017109827805537	-5.97694025999615e-08	3.572381487156284e-15	2.9274620753512706e-06	3.3962337338028724e-05	-4.671547777155226e-05	2.1823358634243932e-09	1.15344035746206e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
