global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
951.896274473401	n/a	906106.5173563404	n/a	1084.4797476530075	n/a	n/a	1176096.3230695308	879.5520122603865	n/a	773611.742271295	n/a	890.5613608729844	798.971230844351	n/a	n/a	n/a	n/a	-0.0417943536	-0.0368603228	0.0001335626	-0.2086382087	0.0678449648	-0.1214706214	0.0507023143	-0.1718992757	0.114961472	-0.042374462	-0.1347395265	0.0055966498	-0.2032283657	0.0128652422	-0.1774536647	-0.0594398695	0.034338433	-0.0550110738	0.1131711149	-0.080325891	-0.0043396014	0.0460988644	-0.1347351368	0.0942041771	-0.0568013836	0.0061810155	-0.0371849732	0.1012132665	-0.0412310303	0.1173129248	-0.0989431872	0.0704232111	-0.0844418165	0.0965031349	0.0970471653	-0.0336931039	-0.0731895941	0.0545844782	-0.015061357	-0.1852096129	0.1168349286	-0.0370565734	-0.0049091361	-0.0054450025	-0.0418827258	0.0306590598	0.0464432589	-0.0036377563	-0.0844373755	0.0894794174	0.0391322924	0.0704479813	0.1657848695	-0.0716220619	0.075814315	0.032389086	-0.0872265318	0.0730505863	-0.0869344164	0.0119565701	-0.1153915111	0.0763224853	-0.004108466	0.0475733236	-0.000589912	0.0991005037	-0.0752584411	0.1238323852	-0.0477610136	0.018044736	-0.2079917647	0.1240109627	-0.1078912505	0.1243929237	-0.062371158	0.0553562369	0.0332343938	-0.2247687384	-0.0116128929	0.0900764557	0.081868101	-0.0967594515	-0.1081181195	0.0781299427	0.0023741749	-0.054379718	-0.083630535	0.124612862	0.002637773	0.122435915	-0.007934596	0.2058582858	-0.0064675508	0.04163602	-0.0850931978	0.1459260357	-0.1350149194	0.0586199512	-0.0078069732	0.081440468	-0.075937584	0.0925992384	-0.025400176	0.0445377305	-0.0213770014	0.0812087459	-0.0120562627	0.0209933524	-0.0503897814	0.0889119214	-0.0473132699	0.016177007	-0.0379111495	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0285417367783367	n/a	n/a	0.0008146307383238	-0.0345832556947698	n/a	n/a	0.0011960015744498	0.0706776790897265	n/a	0.0049953343215103	n/a	-0.0011990875790819	n/a	1.4378110223084915e-06	n/a	-0.0011579276929605	n/a	n/a	1.340796542124826e-06	0.0007173052926455	n/a	5.145268828572464e-07	n/a	0.0	0.0	0.0
954.0362847904177	2.1400103170166176	910185.2326967028	4.579644156937564	1078.6080973148346	-5.871650338172913	34.47627769376608	1163395.4275931276	880.2355157511124	0.6835034907259114	774814.5631896269	0.4671770218345061	891.7129390460328	814.0788397930078	1.152051	20.664917	0.0612582599889316	0.0325345548263802	-0.1594616525	0.062385956	-0.1290036439	-0.0315498568	0.0693416198	-0.170816743	0.1182793208	0.0097531309	-0.060705128	-0.0439223109	-0.1755853318	0.1122271692	-0.0327016937	0.0655040425	-0.1977410839	-0.1120485148	-0.0940432592	0.030355213	-0.0426720386	-0.1098537214	0.0932053201	0.0902943896	-0.0450459217	0.041883511	-0.0616653343	0.0563743898	-0.133059294	0.0641965494	-0.0095765048	0.0996230308	-0.1357371751	-0.0129845368	-0.0247441357	0.0805445134	0.0860395245	-0.0494905357	0.0517245139	0.0014057613	0.0761704647	-0.1528214149	-0.0400601008	-0.0687828018	-0.1483959697	0.0618391311	0.0052134287	-0.0364238539	0.0126365761	-0.0934985204	0.0027005697	0.0339699786	-0.0315616731	-0.038063794	0.1598516422	-0.113552366	0.0236141285	-0.1710122451	-0.0022422874	-0.0134743482	-0.0992535226	0.0524244781	0.021778986	0.0638685723	-0.0496845457	0.0237328228	-0.0445117546	0.0279290718	-0.0009828315	0.0395182859	-0.0238850621	-0.1625334444	-0.0939797868	0.0607766036	-0.2069920834	0.1703785352	-0.066659755	0.1229879466	0.0649647137	-0.0180748413	0.0077471517	-0.0536603915	0.0069529099	0.1566479555	-0.028858623	-0.1365546747	0.0433760625	0.024488913	0.1105527165	0.0765719639	0.1090333072	0.1652223615	-0.0887868347	0.1915912386	-0.069145267	0.0741293963	0.0214063977	0.1294636674	0.0514099532	-0.0241145107	0.0936865107	0.0360473822	-0.0189872077	0.0446597924	-0.0515620286	-0.0935196463	-0.0484535871	0.0219235116	0.0054022772	0.0253663132	-0.0033021518	0.0281550522	0.005448033	-0.1533307689	-0.1105605805	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0237896311551395	-0.0047521056231971	2.258250785402243e-05	0.0005659465504975	-0.0351031929322971	-0.0005199372375273	2.703347309675215e-07	0.001232234154042	0.0533519381665144	-0.017325740923212	0.0028464293061235	0.0003001812985382	-0.0007862247260306	0.0004128628530513	6.18149319821892e-07	1.7045573542965936e-07	-0.0009077421389411	0.0002501855540194	6.259281143999412e-08	8.239957908093632e-07	0.0006071441756163	-0.0001101611170291	3.686240499847966e-07	1.213547170512108e-08	0.0	0.0	0.0
950.4083154691344	-3.627969321283217	903275.9661128776	13.162161396172207	1067.671184539795	-10.936912775039673	119.616061048826	1139921.758296609	878.7506765605598	-1.484839190552634	772202.7515556415	2.204747421801002	889.8445955046245	823.1810813678087	1.244495	22.323145	0.0786605570913868	0.0464380124092969	-0.1587734497	-0.1344290816	-0.0057295019	0.0301530417	0.0021278617	-0.1084075286	-0.017054454	0.0251200486	0.0577150447	0.0387234241	0.1277026917	-0.1728588656	0.0244651161	0.0950819158	-0.0304138763	-0.026664527	0.069147348	0.0977661509	0.0092506478	0.0775788113	0.0898293041	-0.0274132491	-0.1018667922	0.036341947	-0.152714863	-0.1077547142	-0.0432377576	0.0213704502	0.120900872	0.0847780968	-0.0676010508	-0.1217575975	0.0676988927	-0.0575394494	-0.044172904	-0.1167882195	0.0238254381	-0.0343477355	-0.0120608536	-0.0517905184	-0.1063464226	-0.0779814625	-0.0182919781	-0.0612413592	0.0186103517	0.1276900513	0.1002529906	-0.0532433719	-0.0451788253	-0.0943433648	-0.023589474	-0.1420651382	-0.0074217232	-0.1055534565	0.0542909328	0.0449458419	0.1005137235	0.00919286	0.1270597967	0.0622838534	0.0391113057	0.0496614633	-0.1254132244	-0.0727048007	0.0859949987	0.0039020371	-0.0055555395	-0.0384339855	-0.1474556282	0.0054238549	-0.0976974228	-0.07650337	-0.2151833926	-0.0624579962	-0.0108371232	-0.018177872	0.0532701525	0.0654710868	0.0524146583	-0.0028854589	-0.0227316947	0.0386916791	-0.0797372319	-0.0561139128	0.005936731	0.0106399604	0.0351294824	0.0641495485	0.1841846847	-0.0020024136	-0.0417662116	0.1652447025	-0.0465627827	-0.0585467082	-0.0435361608	-0.0134828645	-0.0565432816	-0.036003272	0.1704706442	0.0183601587	-0.0338980904	0.0425463531	-0.0046500914	0.0490797604	-0.046093322	0.0053676132	-0.0623620987	-0.0265035865	-0.111153796	0.0376539665	-0.1252745273	-0.046247319	0.038132157	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.024488351434698	0.0006987202795584	4.882100290663053e-07	0.0005996793559892	-0.0396508052491526	-0.0045476123168555	2.0680777784415844e-05	0.0015721863569062	0.0532799228382216	-7.201532829280433e-05	0.0028387501776468	5.1862075091203835e-09	-0.0001658880079717	0.0006203367180589	2.751883118881881e-08	3.848176437720872e-07	-0.0002730676972044	0.0006346744417367	4.028116469937918e-07	7.45659672565139e-08	0.0008189771991543	0.0002118330235379	6.707236527346219e-07	4.4873229861250836e-08	0.0	0.0	0.0
948.5524679702188	-1.8558474989156368	899751.7844923929	3.444169939231424	1071.622370203336	3.951185663541082	15.611868147772585	1148374.5043202157	879.0725430520165	0.3218664914567171	772768.5359479394	0.1035980383226569	890.0924719886189	802.2269796247313	1.180584	21.176727	0.1007313846001516	0.0657719382039354	-0.0590224137	0.0739285299	0.1328388701	0.0348270823	-0.0303703214	-0.0145918896	-0.1051526352	-0.0063844291	-0.1699346303	0.0569867021	-0.0557642905	-0.0923848695	-0.0458052272	0.1001750425	-0.0115903966	0.1422634322	-0.0858640877	-0.1334173617	-0.0351153936	0.1810643723	0.0968563127	0.0736341743	0.0265818709	-0.0577181893	0.0671916823	-0.105976366	0.0027114533	1.99345e-05	-0.0713378755	-0.0963269124	0.0926353424	0.1775289051	-0.0165398732	0.0243340212	0.012708887	-0.0627119763	0.0005005177	0.0660566059	-0.0504027833	-0.0894367866	-0.0619405502	0.1463258085	0.0744376456	0.0334770111	0.1545254898	-0.0587729982	0.0465885443	0.1855600858	0.0751848301	0.0139297997	-0.0565276476	0.1193353731	-0.0283291861	-0.091530655	-0.1758742789	0.0280657166	-0.0898251008	0.0510998161	0.0981769717	0.0034410251	0.0620658392	0.0985661754	0.0019771152	-0.0325284632	0.0382325478	0.0767135334	-0.0885867937	-0.0568061734	0.1528589068	-0.0434900673	0.0517235264	0.0273414213	0.1743788408	-0.0656204312	0.0637367555	0.12679066	0.0078830616	-0.02815493	-0.0029241596	0.1653930996	-0.0023763143	-0.0017587451	-0.0835427517	0.0039864628	-0.0554220989	0.0710129723	-0.0961723107	-0.2360535364	-0.1303079809	-0.1083854612	0.0523065424	0.1545098879	0.0589354924	0.0913265426	0.0187813261	0.0522346608	-0.0627909059	-0.0068936126	0.0327623476	-0.1555420725	-0.0739467927	-0.0401437151	-0.0088088671	0.1148698665	0.0211923475	0.020467343	-0.0052828599	0.0022347	-0.0605188517	0.0366022179	0.0209675859	-0.0790596397	0.0759063809	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0258591072684453	0.0013707558337473	1.87897155575226e-06	0.0006686934287209	0.0162015860743167	0.0558523913234692	0.0031194896165499	0.0002624913913234	0.0875612570008073	0.0342813341625857	0.0076669737275614	0.0011752098719668	-4.89160369142138e-05	0.0001169719710574	2.3927786673927273e-09	1.3682442013073393e-08	-0.0002055198711645	6.75478260399e-05	4.562708802716592e-09	4.2238417443472684e-08	0.0008189954676639	1.8268509600037622e-08	6.707535760540103e-07	3.3373844300666663e-16	0.0	0.0	0.0
946.628980402532	-1.9234875676868344	896106.4265379373	3.699804423045813	1067.7886393666267	-3.8337308367092646	14.69749212833552	1140172.578360432	878.4780419355986	-0.5945011164178595	771723.6701630034	0.3534315774220813	889.6309720993938	791.3425686040573	1.177894	21.12849	0.0731562713852387	0.0438437661332816	0.0087571048	-0.0385222331	-0.0499504755	0.1600120366	-0.0935719744	-0.0200115321	-0.050338772	0.1248306329	0.0350910262	0.0819754554	-0.0122218294	-0.1134098779	-0.021371851	0.0708250347	0.0319827801	0.0337294854	-0.0416507549	0.0892499461	0.1194907822	0.0361141463	-0.0634994422	-0.0416983309	0.1011510597	-0.0222870135	-0.0357907119	0.0381352784	0.2321331076	0.2439542558	-0.0113320177	-0.0125517514	0.1796720832	0.0336479093	0.1060689097	-0.0096424516	0.0706172361	0.0903898249	-0.179869184	0.033300599	0.0108547775	0.0007559035	0.0483458806	-0.0832702785	0.2234250667	-0.0244951344	-0.0611962339	-0.0561407084	0.0482246549	0.0734903042	0.2329829195	-0.0110421767	0.0571593396	0.0096411324	-0.0598139858	-0.0760282592	-0.0291657422	0.0050891887	0.1171589692	0.0533289747	0.0269544243	-0.0947162106	-0.1188464003	-0.0674215369	-0.0875974303	0.1168228158	-0.0123146851	-0.068764018	-0.0821075266	0.1300784768	-0.034490671	0.0750892909	0.046244652	0.2350609735	0.2252218183	-0.103315946	-0.0062990708	0.0188613649	-0.1053866777	0.0724523302	-0.0110123877	0.0905815484	0.0984102367	-0.1290645753	0.0045871602	0.2055621912	-0.0265601511	-0.0243389749	0.1418453064	-0.1966201064	0.1331239371	-0.075097351	0.0767275797	0.0812702666	0.0978120514	-0.0214817033	0.0925432746	-0.0088910264	-0.0418042135	0.0345471696	0.1171384483	0.2093562983	-0.0824796412	0.0096468221	0.0189919964	0.0464457923	0.0299684293	0.0339579036	-0.0902054796	0.1106673611	0.0107236274	0.0341160868	0.0217711706	-0.0796904282	0.0347747456	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0269179653563895	0.0010588580879441	1.1211804504048468e-06	0.0007245768589277	-0.019402944289169	-0.0356045303634856	0.0012676825824043	0.0003764742470885	0.0994461184822768	0.0118848614814695	0.009889530481191	0.0001412499324337	-0.0004113630156682	-0.0003624469787539	1.6921953065963577e-07	1.3136781240789252e-07	-0.0003351688594945	-0.0001296489883299	1.680886017499247e-08	1.1233816437484389e-07	0.0008189310057011	-6.446196279996827e-08	6.706479920986151e-07	4.155344648024491e-15	0.0	0.0	0.0
944.5348193004452	-2.0941611020867867	892146.0248709247	4.385510721493345	1071.5701470573742	3.781507690747503	14.299800415182514	1148262.5800645626	877.4659339146898	-1.0121080209088404	769946.4651807788	1.0243626459880095	888.2230333119505	789.6763854980469	1.235227	22.156902	0.0451737039296841	0.0241010988244212	0.0659269732	-0.0208809932	0.1942441362	-0.0162331101	0.0147421445	0.0561279469	-0.1590011771	-0.0773097324	-0.0077801497	-0.0565249083	-0.0429522585	-0.0696575979	-0.0378636055	0.0200247977	0.0746422232	-0.0366220437	-0.0020627559	-0.0952054335	0.1193421552	-0.0409866017	0.0206994176	0.0126395159	-0.0160039411	-0.0520225573	0.0426365979	-0.0383253445	-0.0590493578	0.0247661971	0.1255597262	-0.0015737155	0.0227738483	0.0172002713	0.0134868711	0.0785027618	-0.0728935144	0.1001252941	0.0781786595	0.0979882371	-0.0792979102	0.3122633467	-0.0586845158	0.2421559931	-0.0186260389	0.0218220642	-0.1324565842	-0.0404196636	0.0744699915	-0.049033637	-0.0544801123	0.0159159217	0.1617612424	-0.0298045032	-0.0887692415	-2.9193e-05	0.0282713987	-0.0027060131	-0.1413513705	0.0468542886	0.0242817347	0.0234501019	-0.0463033509	-0.0505792979	0.0459411411	0.0146774283	-0.0042172792	0.0552972647	0.1305596627	-0.050433251	-0.0272839906	0.0509319823	0.0590125314	0.1175701047	-0.0195838461	-0.0327961166	-0.0312541528	0.0962958408	0.0703623452	0.0577266669	0.1029029181	0.0847816244	-0.0111939564	-0.2280889914	0.2312296201	0.0042578001	0.1357196145	-0.0599652957	-0.0454568679	-0.0489609472	-0.0118723239	0.0121903634	0.0804829147	-0.0017103264	0.1212712735	-0.0358229422	-0.0541515295	0.1287188782	-0.0378815659	0.0136670981	-0.055235137	-0.0257928919	-0.0442364017	-0.0608130682	0.0093107685	0.0434394371	0.0454221496	-0.0290079467	0.0390759849	0.1102225504	0.0168381462	-0.0379828814	0.0092951409	-0.1193278029	0.1494526017	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.03455931441799	0.0076413490616004	5.8390215481222805e-05	0.0011943462130414	-0.0003330339624199	0.0190699103267491	0.0003636614798702	1.1091162012509937e-07	0.0994552138546964	9.095372419595791e-06	0.0098913395628833	8.272579945114382e-11	-0.0002478900571554	0.0001634729585128	6.144948043650747e-08	2.6723408164927636e-08	-0.0002376145167388	9.755434275569998e-05	9.516849790496592e-09	5.6460658565013475e-08	0.0009269706878109	0.0001080396821097	8.59274656060613e-07	1.1672572910386628e-08	0.0	0.0	0.0
945.2519695705583	0.7171502701131658	893501.2859770198	0.5143045099233866	1068.8880747556686	-2.6820723017056025	7.193511831576388	1142521.7163548798	877.2918711479136	-0.17406276677616	769641.0271822076	0.0302978467777718	888.4834376129537	779.1748830851718	1.217099	21.831726	0.0623783691748919	0.0394695061608818	0.0785234718	0.0973366728	-0.0939327895	0.0993024149	0.0811815921	0.0789607522	0.0726771688	0.0937459492	0.0016980607	-0.0567457753	-0.1079063804	0.1900354736	0.048511514	-0.049211915	-0.0094652631	-0.0299058615	-0.1403553653	0.0392783898	-0.0128060698	-0.0342329985	-0.0305101215	0.0285464335	0.061285043	0.0663608877	0.0428097684	0.1128932708	-0.0908675886	-0.0886906934	-0.0251555715	-0.129870997	-0.1364116054	-0.089962306	0.0802551603	0.0530712046	0.045367147	-0.0344072985	0.0507798587	0.0155924984	0.0543939116	0.1152817879	-0.0262447033	-0.0172017445	-0.0188218431	0.004485649	0.0570975134	0.002689518	-0.217896392	-0.0246432656	0.0767639222	0.1392697099	0.1364617066	-0.118306857	0.0115797713	0.0626508249	-0.0282304375	-0.1590646269	0.0401873544	0.0182638914	-0.1085348403	-0.0121251471	-0.0225761725	-0.0363538762	0.0553129047	-0.1309841112	-0.0151060433	-0.0816591869	-0.0323081146	-0.0067662299	0.0926786871	-0.0478967054	-0.006227835	-0.1661541397	0.0419514081	0.0743109252	0.024761805	0.0075980844	0.1386227134	0.0395252652	0.0207853638	-0.2081047271	-0.031588974	0.1330472491	0.0935627998	-0.0397518318	-0.0451423885	-0.0794148135	-0.1143258605	-0.1220277995	0.1299964288	0.1101681877	0.0655861537	-0.0472368058	-0.0485707922	0.0572425293	0.0468825673	0.0951811625	0.1558971945	-0.0071441264	0.0177277814	0.1090364212	0.0248691042	0.0161262795	-0.0352426763	-0.0825962549	0.0811234459	-0.0188247089	0.0023712402	0.0282437168	-0.0307126888	-0.0692896017	-0.0533056537	0.080869359	0.044222166	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0340063498978366	-0.0005529645201533	3.0576976054847506e-07	0.001156431833374	-0.0351887531022754	-0.0348557191398555	0.0012149211567564	0.0012382483448928	0.0995167421434644	6.152828876800076e-05	0.0099035819668487	3.7857303187184885e-09	-0.0001951898995143	5.27001576411e-05	3.809909687240253e-08	2.77730661539679e-09	-0.0005801044577877	-0.0003424899410489	1.17299359719679e-07	3.3652118194516144e-07	0.0010699437336432	0.0001429730458323	1.144779593162351e-06	2.0441291834564984e-08	0.0	0.0	0.0
945.3211814380963	0.0692118675380015	893632.1360755183	0.0047902826080978	1069.9613181551297	1.0732433994610346	1.151851394486678	1144817.2223482626	877.5718977770268	0.2800266291131947	770132.4357679725	0.0784149130124987	888.5088956088401	793.894985068056	1.160198	20.811066	0.0816625298951983	0.0452707332696746	0.0322532401	-0.1611446964	2.36197e-05	0.0098696106	0.0592917402	0.0013628588	-0.0481158829	0.005607477	0.0916683067	-0.0139495361	0.1160161125	0.0557037557	-0.0366781874	0.0740476581	0.1018881788	-0.0989359078	0.0654392481	0.0764203808	0.1187378973	-0.0317123602	-0.0106654328	-0.0444200453	-0.053499774	0.1224770934	-0.0722481353	0.0265027984	0.0954078592	-0.0690265048	-0.142459483	0.0600509333	-0.0464196799	-0.0194348789	-0.0331008482	-0.0256208502	-0.0877109773	0.2000203076	0.0049927723	0.1053022987	-0.0915878241	-0.165027741	0.0672460696	-0.0413581641	-0.076780045	0.0224549351	0.034183806	0.0532056053	-0.0729563152	0.0411852972	-0.1578936528	0.0363565364	0.000460038	0.0718851166	-0.1173189909	-0.041597016	0.1223616003	0.0198081793	0.0442440195	0.0721361288	-0.0191774742	0.0922874902	-0.0604954301	-0.0293664777	-0.0771158892	0.0006449245	-0.0500880555	0.0176630711	0.0478994759	0.0082924443	-0.0017931944	0.0334889665	0.0857836036	0.0111194636	-0.0907023519	0.0585341129	-0.1082186652	-0.1924387821	0.0168333823	-0.0837686292	0.1407306646	0.0581348611	0.0594309403	0.056644056	-0.1224593131	0.1493657994	-0.1834739211	0.0376421053	-0.0540622449	0.1151963711	-0.020155958	0.0858573578	0.0945985607	-0.0249711228	-0.0154509665	-0.1213157624	-0.0734870804	-0.0550752794	0.0223673425	-0.0663348114	0.0298288886	0.0631966239	-0.0221850006	-0.0347069036	-0.0051631725	0.0460397636	-0.0510840572	-0.0858320653	-0.0035412329	-0.0685701314	0.0179910949	-0.163077831	-0.0628857779	0.1502287269	0.0715774225	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0323706516067119	-0.0016356982911246	2.6755088995882595e-06	0.0010478590854431	-0.0087249677849001	0.0264637853173753	0.0007003319333241	7.612506284754456e-05	0.099392599178536	-0.0001241429649283	0.0098788887714651	1.5411475741212672e-08	0.0003861438594341	0.0005813337589484	1.4910708017866197e-07	3.379489392930764e-07	-0.0002367647222505	0.0003433397355372	1.1788217399875444e-07	5.6057533702356416e-08	0.001214048305593	0.0001441045719497	1.4739132883132344e-06	2.0766127656835077e-08	0.0	0.0	0.0
942.4612197310994	-2.8599617069969554	888233.1506970316	8.179380965488939	1063.868338684241	-6.092979470888622	37.1243988326702	1131815.842054767	877.0810013726847	-0.490896404342152	769271.0829689113	0.2409792797960535	887.4748278286828	785.4040330920699	1.036569	18.593466	0.0579932108036001	0.0298221669927086	0.0739311974	0.0235297017	0.0417363116	0.0726450684	0.0546326933	0.0752632985	-0.0371803969	0.1276263219	-0.0166861303	-0.1463269097	-0.0434630188	0.1417564915	0.0210895128	0.0187053853	0.0989060049	-0.0712939943	-0.0616177261	0.0586557789	-0.0619256261	-0.0119909832	0.065920457	-0.0835390142	-0.0037390496	0.0496544503	-0.0201347441	-0.000357134	0.0629090568	-0.2903731361	-0.0146550006	0.0161292123	-0.0392652673	-0.0167021133	0.1161884427	-0.0510118085	0.1283114643	-0.0043695389	0.1575039938	0.0655970501	-0.1358820198	-0.058074587	-0.0641551771	0.1719378346	-0.0363534419	0.0394053987	-0.0135748999	0.0556145954	-0.0847234468	-0.1129957718	0.0033167418	-0.1086970572	-0.0207598113	0.1111660039	-0.0930895104	0.0302240727	-0.000811439	-0.1237166135	0.006988336	-0.0475290422	-0.0010643638	0.1293380417	0.0147652893	-0.060339683	-0.0046514719	-0.1172101105	-0.1580474109	-0.0429968115	-0.0325174543	-0.2171264183	-0.0119761161	-0.0140798737	0.0122569368	-0.0795130457	-0.0441291117	0.0046401554	0.030162908	-0.0342673724	0.1546814209	0.0136529732	0.0249372288	-0.0112761158	-0.0743008904	-0.0571774073	-0.1230622334	0.0224476088	-0.1370217328	0.0510180433	0.0963683496	-0.0276156988	-0.1080121185	0.0799928321	0.1042596169	-0.1015600232	0.0070579647	0.0118819145	-0.0088783777	-0.0100254161	0.1218457404	-0.0512769973	0.0359364595	-0.0324459586	0.0398543668	-0.0587796087	0.0049511758	-0.1163088318	-0.0020797096	-0.0964329713	-0.0030110642	-0.0545677447	0.0340709194	-0.1647241056	-0.0289252874	0.0675367325	0.0935968603	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0336777483672392	0.0013070967605272	1.7085019413809475e-06	0.001134190735087	0.0057075501515271	0.0144325179364272	0.0002082975739852	3.257612873219703e-05	0.0992647088035454	-0.0001278903749905	0.0098534824138526	1.635594801523619e-08	0.0005132288241609	0.0001270849647268	2.6340382594958004e-07	1.6150588259612013e-08	-0.0005577896782853	-0.0003210249560348	1.030570223971453e-07	3.111293252016185e-07	0.0008196441117215	-0.0003944041938715	6.718164698797268e-07	1.555546681434278e-07	0.0	0.0	0.0
941.1686343727732	-1.2925853583261642	885798.3983271109	1.6707769085591782	1066.6842397054036	2.8159010211625173	7.929298560984107	1137815.267235895	876.0791048972022	-1.0018964754824538	767514.598037483	1.003796547584163	887.1824488462894	768.9798247162407	1.008777	18.094952	0.0336258032807141	0.0206123220985015	0.1434347362	-0.1209943423	-0.0311821996	-0.0522827213	-0.0480579654	0.1140744354	-0.0231171224	0.0098085507	0.1422122222	-0.009541121	-0.0173168714	0.0575596582	0.0210260115	-0.0568332866	0.0926194447	-0.0550429542	0.1805977379	0.0288814319	0.0197827403	0.0613580383	0.0665861142	0.0534735535	0.0271545045	0.0194537161	-0.0647488775	0.004940391	0.0341016767	0.019791905	-0.1045916105	0.0217643186	0.1000109363	-0.1093904574	0.0871715634	-0.0800403616	0.0875141322	-0.1300522654	0.0303629294	0.1200151983	0.1227798874	0.055663815	-0.0311415637	-0.0181383299	-0.1675513358	0.0716938841	-0.2417476471	-0.1097555693	-0.1341883985	-0.0846497526	0.0498261933	-0.1039785315	-0.0291808484	-0.0466463417	-0.0716641777	0.0750648762	0.1414587288	0.0844462614	0.0439407672	0.0242528458	-0.0806493875	0.0581250634	0.0731020223	0.0402452	-0.0443912514	-0.0976205611	-0.0326358204	-0.0702628144	-0.2380750985	-0.0475678471	-0.0727982127	0.0447368554	0.0889417191	-0.0344191286	-0.0632417478	-0.0718864557	-0.0672486118	-0.0018332658	-0.0786613011	0.0147369235	0.0318274069	-0.0326178822	0.0127455392	0.2150258143	0.2104582828	0.0545243308	0.0894674648	-0.0344979705	0.0742985529	-0.1287589439	-0.0680032355	0.0596259753	0.1121733476	-0.1124994382	-0.0640466644	-0.0506707692	-0.0964653821	-0.0976158075	-0.0617726427	-0.0574121933	-0.0133522443	-0.0409534158	0.0386658813	-0.0034444226	0.0199063383	-0.0453304889	0.013178383	0.0711328159	0.005173013	-0.0317240222	0.0281962058	0.023111502	0.0919274199	0.1610577833	-0.0014376391	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0280850607994977	-0.0055926875677414	3.127815423037032e-05	0.0007887706401114	0.0159051642433496	0.0101976140918225	0.0001039913331657	0.0002529742496079	0.0993144869029905	4.977809944509137e-05	0.0098633673088042	2.477859184365406e-09	0.0004885932068482	-2.463561731270005e-05	2.387233217782079e-07	6.069136403778063e-10	-0.000227299768543	0.0003304899097423	1.0922358044147365e-07	5.166518477970138e-08	0.0008190551683424	-5.889433791000324e-07	6.708513687883972e-07	3.468543037857645e-13	0.0	0.0	0.0
