global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75
938.3034553488112	n/a	880413.3743195186	n/a	1201.858221776737	n/a	1444463.1852523405	n/a	878.5608703613282	n/a	n/a	771869.2029300545	1000.1778599604262	702.2650401979187	n/a	n/a	n/a	n/a	-0.1459455165	0.0158972669	-0.0533487975	5.015e-05	-0.0374247461	-0.0550698861	0.0078301176	0.0125152671	-0.0317600135	0.0077833285	0.0033747491	0.0403488155	-0.1163005287	0.0556514121	0.0718064725	-0.0085751271	-0.0063864535	0.0052291296	-0.0191408745	0.0187044185	-0.0650486806	0.0975100879	0.1338962451	-0.046230284	0.032384847	-0.0559765611	-0.0326049679	0.0055625245	-0.0485615607	0.0499172807	-0.0439055803	0.0319244545	-0.0479226165	0.0093192176	-0.0550640546	0.0291112389	-0.0089288238	0.0211195927	-0.011325238	0.0198075697	0.0040530623	-0.0125930578	0.0286271376	-0.0088617233	0.0167632738	-0.0094496154	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0176605674963354	n/a	0.0003118956442926	n/a	0.0783923814653064	n/a	n/a	0.0061453654718021	-0.08399630415105	n/a	n/a	0.0070553791110356	0.011083231353	n/a	0.0001228380172241	n/a	0.0006859161622343	n/a	4.704809816142305e-07	n/a	-0.0014628454111989	n/a	n/a	2.139916697065679e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
943.0190499901177	4.715594641306439	889284.928644264	22.236832821118	1205.6094875928038	3.7512658160667343	1453494.236573783	14.071995222790822	881.0466695149739	2.485799153645757	6.179197432265965	776243.2338634277	1001.6627721337125	711.073146226298	0.517324	24.36651	0.1881545590074101	0.0910113979066503	-0.1405226117	-0.0028103076	-0.0671278847	-0.041683229	0.0096457265	-0.0402107703	0.0327154947	0.0123441933	-0.0126510307	-0.0190124694	-0.022639112	-0.0364317397	-0.082635542	0.0407479173	-0.0203169925	-0.0136148974	0.0131573917	0.0317266707	-0.0161182429	0.0244129956	0.0281920372	0.0670576987	0.1210986982	-0.0592953928	0.0611042666	-0.0332005235	-0.0353049044	0.032802833	-0.0614453738	0.0380936634	-0.0368908272	0.0140528208	-0.0408896843	0.0176688655	-0.0581180061	0.0450638277	-0.0229587848	0.0481818746	0.0090030269	0.0210428627	0.012112451	0.0136119076	0.0126228079	0.0076065024	0.0001022521	-0.0322032417	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0480764437299967	0.0304158762336613	0.0023113444417235	0.0009251255270614	0.1099895517205595	0.0315971702552531	0.0009983811681394	0.0120977014876896	-0.0898625020907957	-0.0058661979397457	3.441227826827672e-05	0.0080752692820182	0.0097328322252816	-0.0013503991277184	9.472802312547996e-05	1.8235778041426168e-06	0.0013030447095689	0.0006171285473345	1.6979255151354986e-06	3.808476439353136e-07	-0.0010248667946769	0.000437978616522	1.9182526853052517e-07	1.050351946831303e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
939.589832696819	-3.4292172932986205	882829.0537072364	11.759531244658318	1196.8024356439246	-8.807051948879234	1432336.0699632303	77.56416403025752	877.0751210530599	-3.97154846191404	15.773197185331776	769260.7679702396	998.7462944310372	712.0458993319965	0.536032	25.247677	0.2670363596732646	0.1239482184196712	-0.1585115415	0.0077478826	-0.0549532962	0.0095107626	-0.0667738021	-0.0508641444	-0.0051713581	-0.0019440158	-0.0183938951	-0.0228272605	0.0212804383	-0.0292928205	-0.1321221323	0.0587001062	-0.0177181646	-0.0403570961	-0.0154458416	-0.0172359769	-0.013695445	0.050655686	-0.0307633586	0.1028512114	0.1386675595	-0.0444150121	0.0298888489	-0.0347845188	-0.0375675365	-0.0099406006	-0.0499610152	0.0641323654	-0.0572287402	0.0385126283	-0.0677269468	0.0138012691	-0.0859237735	0.0389407452	-0.0224735674	0.0670860164	-0.0270167539	0.0246322923	0.0224651959	0.0172515338	0.0279080583	0.009414467	0.0252224276	-0.0044282	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0221763033135715	-0.0702527470435682	0.0004917884286555	0.0049354484671675	0.1352867649664801	0.0252972132459205	0.0006399489980095	0.0183025087750956	-0.0744851499156098	0.0153773521751859	0.0002364629599196	0.0055480375579508	0.0113054414156725	0.0015726091903909	0.0001278130056032	2.4730996657019223e-06	0.0024008379596052	0.0010977932500363	5.764022908281259e-06	1.2051500198252625e-06	-0.0005730882909323	0.0004517785037445	2.0410381644570956e-07	3.284301892037045e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
939.919296326087	0.3294636292679342	883448.2836061264	0.1085462830103988	1198.2085855614323	1.4061499175077188	1435703.8145131285	1.9772575905069645	878.2702626546223	1.1951416015624543	1.428363447785269	771358.6542634193	999.5076766887884	704.8998062889445	0.453371	21.354261	0.1542816732434883	0.0774393123218197	-0.153599342	-0.011381646	-0.041190522	-0.0275171105	-0.0864388559	-0.0626192602	-0.000209725	-0.0013635469	0.0034056685	-0.016899214	-0.0057757147	0.0037349759	-0.1426111703	0.0256299759	0.0478914177	-0.0353649568	-0.0001570137	0.0179819094	0.0002771511	0.0282187957	-0.0176229145	0.0705314829	0.1246122415	-0.0389339472	0.0141080031	-0.0345335636	-0.049009076	-0.0151328849	-0.0457312147	0.0710245717	-0.0570496081	0.003845074	-0.064320134	0.0272067573	-0.1119051867	0.0433307959	-0.0358374784	0.0800713999	-0.0191522489	0.0168007826	0.0305228201	0.0142261363	0.0254373923	-0.0070732564	0.0143535009	-0.0086376865	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0223925985764594	-0.0002162952628879	0.0005014284710064	4.678364074774608e-08	0.0954982434179783	-0.0397885215485017	0.0015831264470155	0.0091199144959194	-0.0983976219496085	-0.0239124720339986	0.0005718063187767	0.009682092005338	0.0111736146043143	-0.0001318268113581	0.0001248496633257	1.7378308192870237e-08	0.003151232320995	0.0007503943613898	9.930265140883536e-06	5.63091697605606e-07	-0.0014981548061463	-0.0009250665152139	8.557480575701735e-07	2.2444678231792573e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
941.4638383073818	1.5445419812948558	886354.158840468	2.3856099319822386	1202.1893541798088	3.980768618376487	1445259.2433032657	15.846518793051048	880.0097239176432	1.7394612630208712	3.0257254855501645	774417.1141896066	997.5974370347268	699.2040206902351	0.556346	26.204487	0.2417687645138351	0.1933690076051511	-0.0804475024	0.0509822786	-0.0451139426	0.0200731697	-0.0333684741	-0.0674697408	0.0114439131	-0.0016219141	-0.0136904684	0.0091285789	-0.0183692914	-0.0261472944	-0.0919823994	0.0332911643	-0.0075224656	-0.0216430185	0.0032056173	-0.0251140322	-0.0012802364	0.0317064879	-0.0466465405	0.0449845777	0.0769586654	-0.0143596044	0.0384872181	-0.0187709308	-0.0487765279	-0.0037284002	-0.0187307195	0.0487479975	-0.0623999336	-0.0018399381	-0.0350463522	-0.0010208813	-0.0632008544	0.0231997937	-0.0008119732	0.0470230686	0.0296602695	0.0377950176	0.0212195615	0.0042997834	-0.0178809168	-0.0331059372	0.0410965439	-0.048601412	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.015850883533659	0.0065417150428004	0.0002512505087976	4.2794035701201067e-05	0.102187683060265	0.0066894396422867	4.474860272779683e-05	0.0104423225692251	-0.1069543776515615	-0.008556755701953	7.321806814290533e-05	0.0114392388988328	0.0074311692281266	-0.0037424453761877	5.522227609705568e-05	1.4005897393748698e-05	0.0025980840515802	-0.0005531482694148	6.750040739075386e-06	3.059730079565884e-07	-0.0016021782430797	-0.0001040234369334	1.082087543143705e-08	2.566975122597954e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
943.7938061214732	2.329967814091333	890746.7484732568	5.428750014701544	1202.4259435049496	0.2365893251408124	1445828.1496137683	0.055974508770585	880.5080291748047	0.4983052571615189	0.2483081293148075	775294.3894412988	1001.2666961510143	704.3424049339886	0.496994	23.40893	0.2283994219342096	0.1237247184354702	-0.0817114111	0.0213171029	-0.0253921741	-0.0419030106	-0.0402331699	-0.1083481437	0.0206213103	-0.0080658223	0.0083189766	-0.0055739235	-0.0397649164	-0.0535148381	0.0219498133	0.0146980908	0.0644007009	-0.015631762	0.025388247	0.0330475511	0.0060963504	0.033956304	0.0087046669	-0.0057515332	0.0689770007	-0.0128029212	0.0123407184	-0.0386623915	-0.0523454451	0.0220202148	-0.0210758952	0.077038212	-0.0598495933	-0.0218309951	-0.0530075613	0.0164622227	-0.0788492727	0.0511646681	-0.0072370444	0.0762044084	0.0389812277	0.033138522	0.0209426516	0.0173403138	-0.0288655678	-0.0448846579	0.0340031179	-0.0363263566	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0054295900144154	0.0104212935192435	2.9480447724639422e-05	0.0001086033586142	0.0466402322576868	-0.0555474508025782	0.0030855192906648	0.0021753112650509	-0.2027752264168043	-0.0958208487652427	0.0091816350580915	0.0411177924483862	0.0074540784007453	2.290917261870036e-05	5.556328480445761e-05	5.248301900734104e-10	0.0035542681678986	0.0009561841163184	1.2632822209337272e-05	9.142880642996002e-07	-0.0019552815310855	-0.0003531032880058	1.2468193200050697e-07	3.823125865804057e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
944.3044085321774	0.5106024107042231	891710.8159733054	0.2607148218169641	1206.7619318043965	4.3359882994468535	1456274.3600522787	18.800794532940017	880.499370320638	-0.0086588541666969	7.49757554801257e-05	775279.1411350401	998.5506390476726	703.1468422418562	0.548763	25.847328	0.3799003131976938	0.1866671072908936	-0.0389154571	0.0608248244	-0.0477524892	0.0023768528	0.0214323885	-0.0395649952	0.0293869195	-0.0010067354	-0.0601587996	-0.0095241038	-0.0286587376	-0.0203825524	-0.0402696472	-0.044830378	-0.031859514	0.0039745461	0.0038397406	-0.0383311383	-0.0118949621	0.0144285969	-0.02329651	0.0443867601	0.0485438531	-0.0158304137	0.0625887803	-0.0105180256	-0.0365561529	0.0351487303	-0.0221201857	0.0331184982	-0.0553147187	-0.0128589578	-0.0140671404	0.0094070237	-0.0321613353	0.0106983824	-0.0041620546	0.0457436516	0.0403362582	0.0422457147	-0.0025354724	0.0108381883	-0.0207663151	-0.0167632635	0.0251058224	-0.0870533863	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.059170102585881	0.0645996926002964	0.0035011010400236	0.0041731202840527	0.0650193630140307	0.0183791307563439	0.0003377924473587	0.0042275175667503	-0.1252176835908258	0.0775575428259784	0.0060151724492034	0.0156794682838521	0.0064790974672057	-0.0009749809335396	4.197870398955132e-05	9.5058782076575e-07	0.0010842285138055	-0.0024700396540931	1.1755514701488831e-06	6.101095892792363e-06	-0.0010130231784167	0.0009422583526687	8.878508031741204e-07	1.0262159600094731e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
944.710727827562	0.4063192953846055	892478.3592724819	0.1650953698018423	1204.3631534931822	-2.3987783112143006	1450490.605492042	5.754137386352133	880.4829895019532	-0.0163808186848655	0.0002683312207864	775250.2948022966	1001.4632756897292	706.2313966204841	0.555326	26.156454	0.1671602842728981	0.0819235594104857	-0.0509367097	0.0316432197	-0.0369400257	-0.0365178672	0.0286372582	-0.0928592923	0.0252368366	-0.0030559884	0.007959018	-0.0027718259	-0.027804665	-0.0321451048	-0.0150819965	0.0134800874	0.0604589858	-0.05046349	0.0239843325	0.0196508874	0.0006039483	0.0143835802	0.0216003112	-0.0007344969	0.0459149647	-0.0152772847	0.0497371247	-0.0181602526	-0.0491391855	0.0613741463	-0.0238114418	0.0532406867	-0.0517004975	-0.0139296206	-0.0308885534	0.0032886216	-0.0446635146	0.0233846597	-0.0098663503	0.0780406842	0.0251303676	0.0405542745	-0.0032707314	0.0302868721	-0.0196575398	-0.0319042679	0.0055388622	-0.0807954933	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0488391827185665	-0.0103309198673144	0.0023852657686175	0.0001067279053048	0.0060930084446511	-0.0589263545693796	0.0034723152628362	3.712475190658962e-05	-0.1569749960612299	-0.031757312470404	0.0010085268953428	0.0246411493884231	0.0056308271466199	-0.0008482703205858	3.170621435511161e-05	7.19562536786736e-07	0.0015300791373478	0.0004458506235423	2.341142166546988e-06	1.9878277851305778e-07	-0.0010418161816046	-2.879300318789986e-05	8.290370325784115e-10	1.0853809562531887e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
943.4207620418636	-1.2899657856984277	890042.7342516505	1.664011728272562	1206.8229582413385	2.45980474815633	1456421.6525383757	6.050639399052425	879.3005350748698	-1.1824544270833712	1.3981984721290637	773169.4309829524	996.762878098413	705.9686433443875	0.898688	42.329147	0.6007506800268622	0.3227871354924407	0.0172567791	0.0781794514	-0.0286114878	0.1076033973	0.0018977992	-0.0167586216	0.0221391878	0.0255126701	-0.0676625078	-0.0052123478	-0.0206698285	0.0126907338	-0.0131411989	-0.0284014471	0.0516044453	0.0460362113	-0.0087485268	-0.0216500793	-0.022788918	0.0214927397	-0.0981963228	0.04608663	-0.0140446504	0.0201347431	0.0043052142	-0.0009328502	-0.0332581345	-0.0021560876	0.0183198146	-0.0016079869	-0.0391355546	-0.0069489008	0.0057877877	-0.0295491638	-0.0559659092	0.0036842921	-0.0013823279	0.0147178712	0.0105240673	0.0341537655	0.0271106147	0.016676082	-0.0575455939	-0.0351765306	0.1208199164	-0.0857724722	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0253996530035038	-0.0742388357220703	0.0006451423726983	0.0055114047293685	-0.1294417023561038	-0.1355347108007549	0.0183696578318442	0.0167551543088461	-0.2145426277069617	-0.0575676316457318	0.0033140322132986	0.0460285391034079	0.0002728327771191	-0.0053579943695008	7.44377242705205e-08	2.870810366360228e-05	0.0022607806084602	0.0007307014711124	5.111128959589673e-06	5.339246398858259e-07	-0.0016213103781575	-0.0005794941965529	3.358135238384912e-07	2.628647342321216e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.4198312739396	-20.000930767923933	852704.1847899911	400.0372315832863	1166.781753445264	-40.04120479607445	1361379.660172805	1603.2980815211758	866.6293039957683	-12.671231079101515	160.5600970599882	751046.3505441898	982.5605149194208	658.0892817194535	1.73364	81.656281	1.4806627693377703	1.0114229514629252	0.0725618899	-0.3024151776	-0.0097663068	0.0509994362	-0.0201619653	0.1519585049	-0.1177040073	-0.0899620537	0.1743452863	0.0400867382	0.1274157073	-0.1137936965	0.1060338584	-0.0431776097	-0.0776685269	0.0345802577	-0.0757245573	0.0506914456	0.1279789343	0.0199369606	0.1865674914	-0.0863573032	-0.1078292223	-0.1489586954	-0.1060548467	0.0193570655	0.1877287282	-0.0428713611	-0.0337362579	-0.0408095624	0.1468318011	0.0758274572	-0.0114259564	-0.0919492128	-0.0623591998	0.0866077974	-0.002936464	-0.0231770119	-0.1514462821	-0.185168694	0.0793613127	0.1848772655	0.0825941706	-0.0809280502	-0.0996551199	0.1979624566	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.1255892256391462	0.15098887864265	0.0157726535966403	0.0227976414737648	-0.2417980999623949	-0.1123563976062911	0.0126239600830629	0.0584663211454243	-0.0766860969525424	0.1378565307544192	0.0190044230716441	0.0058807574658147	-0.0181769219022564	-0.0184497546793755	0.0003304004898407	0.0003403934477291	-0.0004130676860323	-0.0026738482944925	1.7062491324407877e-07	7.149464701960452e-06	-0.0020869266509777	-0.0004656162728201	2.1679851351497482e-07	4.355262846560999e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
