global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
957.7002824034982	n/a	n/a	917189.8309157403	1102.6859489319816	n/a	1215916.3019720246	n/a	890.7908968020236	n/a	n/a	793508.4218253534	913.9375656583242	850.8848208509959	n/a	n/a	n/a	n/a	0.0019816609	-0.1055984909	0.1137481043	-0.0720132383	0.1340079546	-0.1060636875	0.2376555731	-0.1414847652	0.0777248789	-0.0039948128	0.004099754	-0.167352522	0.3549147624	-0.0803269266	0.0761214708	-0.0060663101	-0.0062418842	0.0702249694	-0.0361602398	0.0546225498	-0.045757745	0.1143156273	-0.040613463	0.0103383101	-0.2117993579	0.0450656555	-0.0428170578	0.1213538857	-0.0171869518	0.0270617713	-0.0264280055	0.0625408369	-0.0658451028	0.0233283817	0.0027015958	-0.0507979011	0.0401764229	0.0649928027	-0.108805661	0.064733648	0.0258896297	-0.0058224069	-0.0732852254	0.0292783312	0.0257173233	0.0250493205	-0.0427349522	-0.1026310846	-0.1006773855	0.0059508816	-0.0311856756	0.0964686006	-0.0533133815	0.0517252404	-0.0451627995	0.1230711418	-0.0131819001	0.2544325637	-0.0237268838	0.0676382271	-0.116685136	0.00940654	-0.0090499761	0.0933776239	-0.0800132224	0.028132704	-0.0907662277	0.0690497155	-0.0490082685	0.093098073	-0.0950802712	0.1237329287	0.1700427057	-0.0181704149	-0.1031205679	0.0924216323	0.0322347422	-0.1201279551	0.1211266822	0.0994540021	-0.0422015255	0.1117676169	-0.0512916286	0.191289732	0.0465815267	-0.0238418621	0.0563435868	-0.0460923924	0.032190744	-0.053989901	0.1210170662	-0.0300994972	0.106047212	-0.0753670429	0.1038609866	-0.0387446401	0.1600739688	-0.0269882846	0.0423727609	-0.0671853254	0.0651693947	-0.0709140394	0.0674634119	0.1290883846	0.1290552057	0.1289999139	0.1289225186	6.946204180735549e-05	n/a	n/a	4.824975252046802e-09	0.010284095539319	n/a	0.0001057626210618	n/a	0.044958403502747	n/a	0.0020212580455158	n/a	0.0002529999899938	n/a	n/a	6.40089949368629e-08	-0.0003180001520328	n/a	1.0112409669288393e-07	n/a	4.011681034021548e-08	n/a	1.6093584718728197e-15	n/a
956.2741458258328	-1.4261365776654884	2.033865538155432	914460.241974926	1086.3064527057466	-16.379496226235005	1180061.7091901423	268.2878966252468	890.1688213971103	-0.6220754049132893	0.3869778093980328	792400.5305875205	911.8287258950828	848.6675085494152	1.244878	22.9259	0.0446439913393593	0.0240807000326181	0.1309211586	0.0755025727	0.1584181317	-0.0700829948	-0.0289851224	0.0735783106	0.0592509791	0.0092156544	-0.1012275945	-0.1978068095	-0.1774457956	0.129076971	0.0096870407	0.0974009974	-0.0801238452	0.0925004811	0.0827471599	0.0879349453	-0.0181225168	-0.090622958	-0.0280673048	0.0141500744	0.0335406879	0.0050098652	-0.0877880551	0.1228922498	0.0607464363	0.1653650621	0.0541845504	0.0073947512	0.129943187	-0.2149508378	0.0096637108	-0.0632145447	-0.1885252137	0.0590735512	-0.0849546766	-0.0943433474	0.0266772772	-0.0066992156	-0.0858506522	-0.0125322609	0.0108284094	-0.1107893478	-0.1097010873	0.0207265402	-0.0669167358	0.0429409583	0.141447621	-0.0043118369	0.1022334279	0.0414817469	-0.0463358015	-0.1416763919	0.0122940166	0.0726942911	0.0371925534	-0.0747366702	0.0355562695	0.0166596839	-0.1060031734	0.0107341321	0.0250654681	0.1503710137	-0.2070363732	0.0128242755	0.1009978331	0.0804668391	-0.0831993668	0.0024675277	0.0323151218	-0.2035691115	-0.066791556	-0.1253194568	-0.0457545164	0.0691321667	-0.0987150854	0.0011437487	-0.0509641765	-0.1381447649	-0.0370038767	-0.0596328646	0.1449221677	0.1622355019	-0.004431964	0.016144867	0.1251444065	0.0437086911	0.0260847616	0.0725709931	0.1377859792	-0.0520924133	0.0211748181	-0.2014178285	0.1030451452	0.0659796223	0.1045451266	-0.0073593427	-0.0021011097	-0.0958947411	0.0372468301	0.0305777084	0.0587294697	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0001263458623412	5.6883820533844514e-05	3.235769038526631e-09	1.5963276930741462e-08	0.0001334092306848	-0.0101506863086341	1.7798022831910185e-08	0.0001030364325362	0.0598914851185412	0.0149330816157942	0.0035869899897044	0.0002229969265439	0.0003500000781964	9.700008820259998e-05	9.409017111312177e-09	1.225000547374861e-07	-0.0006109998202468	-0.000292999668214	3.73320780341622e-07	8.584880557351412e-08	1.071522816827378e-07	6.703547134252233e-08	1.1481611469816786e-14	4.49375441811413e-15
957.1435250435128	0.8693792176800343	0.7558202241339486	916123.7275327216	1097.223599570138	10.917146864391498	1203899.6274536506	119.18409565869312	892.8243810429971	2.6555596458867967	7.051997032862409	797135.3753848108	913.2802291204662	842.9572854408851	1.406299	25.898651	0.0587892817492475	0.0338713980864656	-0.1452934838	0.0757051261	0.1226915138	0.0410838796	0.0985492376	0.0234832729	0.1081209802	0.1124898766	0.2554476099	-0.0563637277	-0.0638413314	-0.0565300828	0.0018584071	-0.0400440315	0.2147656755	0.1302670951	-0.0228732029	0.0175000948	-0.0851551208	0.0652714357	-0.0390140261	0.026660797	-0.0947866541	0.0558176309	0.0217055792	0.0333270311	0.0823952737	-0.0243317221	-0.0824424843	-0.0049685183	0.1533267754	0.044707795	0.0870527591	0.0920346271	0.096835234	0.1580850318	0.0751059412	0.0766383475	0.0640858508	-0.0884897825	-0.1336567751	0.0782632517	0.127609715	-0.1814076864	0.1282460376	-0.121668208	0.0819394059	0.1111785442	-0.0117304029	-0.0943050944	-0.1973823002	0.0207344843	0.108248445	-0.0769007491	0.0127827468	0.0906163717	0.083422783	0.0506325789	0.0120037836	0.0755531505	0.0761556954	0.0569700032	-0.0210432533	-0.1250549887	0.0879733242	-0.0412757727	-0.0285999335	-0.1406344237	0.0294180816	0.0027666369	-0.0844288978	-0.170559779	0.0082198448	0.1146325214	0.0786220466	0.0953898258	-0.024673385	0.0605375659	0.1752493382	0.0607168359	0.1232155811	-0.1248792275	-0.1369449854	0.1185598925	0.0783294877	0.1232357785	0.140242902	-0.047865559	0.0284398753	-0.1331328692	0.0960239868	-0.0192451148	-0.0438593437	-0.0068299573	0.2697117371	-0.017652224	0.1136597694	0.0531556972	0.0885613838	-0.0723991235	-0.0178880197	0.0561948951	0.0343083866	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.005024223934015	0.0048978780716738	2.3989209604983063e-05	2.524282613912917e-05	-5.767415528623587e-05	-0.000191083385971	3.326308187980849e-09	3.6512860394155876e-08	0.0450451987451572	-0.0148462863733839	0.0020290699299907	0.0002204122190805	0.000602999951121	0.0002529998729246	6.400893569986377e-08	3.636089410519284e-07	-8.700001534411861e-05	0.0005239998049026	7.569002669876874e-09	2.745757955380482e-07	2.6151744590447324e-08	-8.100053709229047e-08	6.839137451239909e-16	6.561087009239525e-15
955.2962852047448	-1.847239838768019	3.4122950219316954	912590.9925259852	1085.543294573587	-11.680304996551058	1178404.2443936777	136.4295248124556	891.1245337120711	-1.6998473309259907	2.8894809484562147	794102.9345835561	913.1370018840108	849.5743727271373	1.462107	26.926437	0.1310747112972511	0.0721438045905988	0.0671062823	-0.1306467748	0.0480434122	-0.1896617465	-0.0419587462	-0.142714827	-0.01854308	-0.0449548112	-0.0740432343	-0.1096484235	-0.0876192575	-0.0780531144	-0.0806031504	0.065523241	0.0013410053	-0.0484916075	0.1157445727	0.0716481924	0.1938871829	0.010266404	-0.1471358234	0.0241494137	0.0505802723	0.0002578632	-0.0900799991	-0.1550835494	-0.0517782023	-0.0720780081	-0.1171855311	-0.0138989947	0.0037277379	0.0005177688	-0.1701182412	0.0092713366	0.0517598852	-0.1374948314	0.0196619119	0.0403064888	-0.0987618271	0.1001627356	-0.0324206678	0.0577500488	0.0241813139	0.0217868493	0.1816410164	0.1131770444	-0.0889817858	0.0794650369	0.0046409648	0.1121526158	0.054462853	0.0843486663	-0.0646009067	0.0203087953	-0.1232994784	0.1349860561	-0.0624244986	-0.0955213497	0.2009167781	0.0269330466	0.0165637664	-0.0059423627	0.1561515581	-0.0046255098	0.0536727879	-0.0017952732	-0.0783513071	-0.0774697691	0.0560912382	0.044900912	-0.0501041127	0.1253612477	0.1192197571	0.0510335714	-0.1557457238	-0.0462023096	0.1292244772	-0.0082599295	0.00022974	-0.0037013135	-0.1029270866	0.1690504577	0.0454573905	0.1217592141	0.0817302468	-0.1261809142	-0.0139215777	-0.0512253741	0.0865082137	-0.2182741768	0.0322290496	-0.0197538542	0.0676492202	-0.1151463416	0.0027807604	-0.1551980809	-0.0353123697	-0.0195458274	-0.1428841094	0.011868705	-0.0080519894	0.0446062205	-0.0043099235	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0001555528818784	-0.0051797768158934	2.683008786246677e-05	2.4196699060675463e-08	0.061519994844815	0.0615776690001012	0.003784709765706	0.003791809319486	0.0626098331734681	0.0175646344283109	0.0039199912100095	0.0003085163826002	3.59744527810604e-05	-0.0005670254983399	3.2151791576765684e-07	1.2941612528967443e-09	-0.0002020045830082	-0.000115004567664	4.080585155631677e-08	1.3226050583602274e-08	-0.0002529964033103	-0.0002530225550548	6.400718008794799e-08	6.402041336650507e-08
954.300973576808	-0.9953116279367578	0.9906452367061188	910690.3481696435	1091.148054698157	5.604760124570021	1190604.0772715723	31.41333605397016	889.3709700560195	-1.7535636560515968	3.074985495825043	790980.7223783851	910.8339701552562	840.9692425727844	1.313527	24.190144	0.137491562135149	0.0817704262362605	0.0099497753	0.1317387164	0.0773507005	-0.0438905391	-0.0790893408	0.0643324332	-0.0347243746	0.1120085999	0.0233467419	-0.1234117414	-0.0983236684	-0.0032760637	-0.03061354	0.0560893507	-0.0898413761	0.0578463612	-0.0295296293	-0.1485181909	-0.1197106299	-0.0800558659	-0.0195414986	-0.1055050085	-0.0335215253	-0.0577965681	-0.1587099052	0.0710404986	-0.0609225778	0.0778719155	0.0554653302	0.0152290862	-0.0049319754	-0.037367957	0.0013547541	-0.0296916154	-0.0652341241	-0.0423221262	0.0990550141	-0.0907749974	-0.0628365308	0.0748462477	-0.0431945711	0.1767819062	0.0957915112	-0.0281915652	-0.0713069906	0.0709359406	-0.0137374598	0.0193002044	0.0968417641	-0.0509158132	0.0490096955	-0.0602310863	0.1112338947	-0.0802090832	0.1030324226	-0.0050252786	0.0363843476	0.0510599897	0.146085354	0.012647839	-0.0597444433	-0.0987190261	-0.0133054287	0.0768152281	-0.0339073398	-0.0515789094	0.0237386507	-0.0105421339	-0.0577326131	0.1060235723	0.0739884151	-0.029144872	-0.0050651719	0.0831103158	-0.1186716965	0.0809454074	0.0098150161	-0.0099968776	-0.1306886437	-0.0729610266	0.0877782755	-0.1418883172	0.0275319588	0.0330285407	-0.0086568208	-0.0717926751	0.0130077435	-0.0592764351	0.0493403861	-0.1307572749	-0.0314378873	-0.1750689512	0.0518844089	0.0713843454	-0.0316522623	0.076208542	0.2087469882	-0.0916967169	0.0276875538	0.0845049302	0.0538740547	-0.110961096	0.052221039	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0212175009775563	0.0213730538594347	0.0004568074312782	0.0004501823477326	-0.0111500559481783	-0.0726700507929933	0.0001243237476475	0.0052809362822562	0.0628641845517279	0.0002543513782597	0.0039519056993537	6.469462362265905e-08	0.0005539878631925	0.0005180134104114	2.683378933660906e-07	3.0690255256459216e-07	-5.312432137971612e-05	0.0001488802616284	2.8221935220553636e-09	2.2165332302565807e-08	-0.0004499848533596	-0.0001969884500493	2.0248636825306074e-07	3.880444945282556e-08
954.4921946063296	0.1912210295215572	0.0365654821312842	911055.3495644074	1087.957442298768	-3.1906123993890105	1183651.396253277	10.1800074831349	890.0219373783725	0.6509673223530399	0.4237584547714865	792139.0490147517	912.0041344897292	844.5060404080612	1.254522	23.103498	0.1366082763662658	0.1041507077868541	-0.0589169313	-0.0966792188	0.0527165753	0.0403644782	0.0279034016	-0.0651538101	-0.0133002017	0.017196086	0.0303386505	0.0828672885	-0.1392648872	0.127712702	-0.0740252967	-0.0543189707	-0.0023314023	0.020114805	-0.0821665409	0.065785159	-0.0218308386	0.0049764246	-0.1186377903	-0.0876364628	-0.074335494	0.0687659055	0.0104200745	-0.1894127153	-0.211749341	-0.0930966969	-0.0113074478	-0.0450265718	-0.1964780039	0.0028333741	-0.1033178524	-0.0952109437	-0.0247019993	-0.0570847616	0.0961245993	-0.0905948351	0.0240008393	-0.0614241307	-0.0240146041	-0.0569356901	7.79102e-05	-0.0372828791	-0.0070642393	-0.0343144727	-0.0307275433	0.1339933739	-0.0682818702	-0.0005213394	-0.0716649534	-0.0793575839	-0.0816493385	0.0324680637	0.0870159534	0.0975373896	-0.1068059559	-0.1446203867	-0.0004510617	-0.0247550098	0.1340244584	-0.0812737098	0.0968950713	0.0713201606	-0.0587665848	-0.1400359473	-0.0849716361	-0.0879895996	0.0307012651	0.108500206	0.1466649835	0.109119521	-0.0089058773	0.1173669634	-0.1361838581	-0.0660373811	0.0656533296	-0.1250321258	-0.1521328482	0.0719052939	-0.0076380073	0.0676919825	-0.0999577503	-0.0043717421	-0.0643658497	-0.0368253002	0.0878582346	-0.0926507686	-0.0441853534	-0.0112460547	0.0448383851	-0.0652777887	0.1433714967	0.0705361593	-0.0097148492	-0.0501619366	-0.0919495569	0.0875640767	-0.0501004175	0.0299134404	0.002355291	0.0623620453	-0.0865493923	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0222057850699712	0.0009882840924149	9.767054473203448e-07	0.0004930968905737	0.0902592237891752	0.1014092797373535	0.0081467274790244	0.0102838420168488	0.0588573223764683	-0.0040068621752596	0.0034641843973275	1.6054944491526136e-05	0.0002749986905894	-0.0002789891726031	7.783495842976235e-08	7.562427982588457e-08	-1.202289411605939e-05	4.110142726365673e-05	1.4454998292597548e-10	1.6893273231096646e-09	-0.0001659984460016	0.000283986407358	2.7555484074946117e-08	8.064827956410392e-08
951.8304451378796	-2.661749468450012	7.084910232793919	905981.196291374	1082.8461890447709	-5.11125325399712	1172555.8691287837	26.124909826496147	890.530880172711	0.508942794338509	0.2590227679090898	793045.2485411834	911.928389300439	836.1260308852562	1.210932	22.300739	0.1558707048025853	0.1046661966307425	-0.0331469232	0.0132933467	0.0178095415	0.1086369161	-0.1840310356	-0.0421453333	-0.0536870708	-0.0012837069	-0.0196365647	-0.0240276824	0.1892860514	-0.1586675984	-0.1217715351	0.1043940417	0.0253290714	-0.03495173	-0.0249147915	-0.10890422	0.0429114016	0.0465143826	0.0214086187	-0.0501756961	-0.1524491465	0.0606947528	-0.1679264073	0.0156890667	0.1175797713	-0.052438927	0.1044102365	0.0305394938	0.0464470613	-0.153821983	0.1502865541	0.0173126651	0.1438483988	0.1051461486	-0.0788119884	-0.1099436208	0.1274081842	-0.0198861674	0.0609152922	-0.1494554359	0.0540716626	0.0084573008	0.0096279584	-0.0437581366	-0.0405261882	0.0499735255	0.0580769389	0.0862852817	0.0366205839	0.0334456344	0.0679970839	0.094096755	0.0606133882	0.012596058	0.2481655272	0.1208888869	0.0333510209	-0.1811607443	-0.0939412304	-0.0335849731	-0.019912215	-0.0216032233	-0.0990503668	0.031994145	-0.0150712157	-0.0055484355	-0.0635405232	-0.0372686174	-0.0657135654	-0.1406428683	-0.1913594701	0.001187184	0.1355770877	-0.039545833	-0.0184642576	0.077106581	-0.1069488662	-0.113698732	-0.0402907957	0.0048868969	0.0194880852	-0.124420659	-0.1886205438	0.088837777	0.1079418901	-0.1236318351	0.0046350057	-0.1177244157	-0.0974290052	0.0445454708	0.0888582435	0.050383344	-0.1786865822	0.0610028996	0.0945301317	-0.1641523553	-0.1193206696	-0.1364893488	-0.0056632747	-0.0178758237	0.0022496636	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.033621020839945	0.0114152357699737	0.000130307607684	0.00113037304232	-0.006036584300503	-0.0962958080896781	3.6440350017079295e-05	0.0092728826556441	0.0968158317991338	0.0379585094226655	0.0093733052869581	0.0014408484375905	0.0002749900588331	-8.631756300014632e-09	7.450721682284229e-17	7.56195324570318e-08	-6.004419461591581e-05	-4.8021300499856416e-05	3.605305307073973e-09	2.3060453016975103e-09	-0.0003219915441508	-0.0001559930981491	1.0367855450461659e-07	2.4333846670185936e-08
950.2053353136956	-1.6251098241839372	2.6409819406591475	902890.1792586128	1081.9072035229394	-0.9389855218314552	1170523.197034827	0.8816938102090901	888.8044629171941	-1.7264172555169353	2.9805165401466267	789973.3733015219	910.4669394226776	830.2208195557961	1.338492	24.649904	0.0539400566381199	0.0357449282773863	-0.0240224581	-0.0613583779	-0.1546760292	0.0854399151	-0.0244255371	-0.0588533889	-0.1836780403	-0.0150908019	0.0367699689	0.1201724016	-0.0748242544	0.0754666438	0.0404385454	-0.1009634252	-0.0527159657	-0.1226695209	-0.1116272603	-0.1001682088	-0.1034858893	-0.000240995	0.007313395	0.1354167253	-0.0859887782	0.0388006117	0.165365236	0.0237898096	-0.0775432135	0.0315962732	0.0961166163	0.0318287241	0.1032558665	0.1204277418	0.1445294754	-0.0085575252	-0.1911683761	0.0142032992	-0.0643284366	0.2412310365	-0.2136327016	-0.071120373	0.1164142426	0.0073407196	-0.0678047304	-0.1725308545	0.0870410017	-0.0130450969	0.1368971802	0.0322963936	-0.1457034238	0.0391307712	0.0243042577	-0.1877328501	0.0535791195	-0.1010898575	0.002147711	-0.1125342837	-0.2731031094	0.0580315268	-0.0714943655	-0.0908997945	-0.1657079464	0.2179679001	-0.1396384411	-0.0612834929	0.1232954812	-0.1425799525	0.0536683827	0.1513819575	0.1101176907	-0.0609463999	-0.05366926	0.0121611374	0.0118356902	0.0813396623	-0.1032837739	0.049728922	-0.1170317374	0.1312441769	0.04480329	0.0859826666	0.1140639158	0.0110613954	0.0139100174	-0.0654932461	-0.1432096569	-0.1337988905	-0.1533441856	-0.1649864134	-0.0479260088	0.1470892594	-0.0115186885	-0.07076583	-0.0913513449	0.0936850448	0.0371262102	-0.0360246562	0.0566689419	0.2019336999	0.1107465735	0.0346258687	0.0159393247	0.1018405431	0.0230091878	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0336116401853416	-9.3806546033956e-06	8.799668078820706e-11	0.0011297423559488	0.0252014431877967	0.0312380274882997	0.0006351127387477	0.0009758143613597	0.0816244122253095	-0.0151914195738243	0.0066625446711272	0.0002307792286679	0.0002749944711136	4.412280500004379e-09	1.9468219210718896e-17	7.562195914304859e-08	-6.002371357416436e-05	2.048104175144549e-08	3.602846191233323e-09	4.1947307122445336e-16	-0.0001719918590452	0.0001499996851056	2.9581199577823946e-08	2.2499905531779155e-08
952.5292123651172	2.3238770514216185	5.400404550124036	907311.9004089106	1089.1238107227143	7.216607199774899	1186190.675083167	52.0794194758429	888.7127720972359	-0.0916908199582167	0.0084072064646101	789810.3912887535	911.1225513788062	836.8553213385435	1.233639	22.718922	0.060957727016781	0.0329006135520073	0.0928896748	0.0686823628	-0.0234727975	0.1027543731	0.0807579642	0.1411242509	0.030066095	-0.1049133344	-0.089477218	0.0605593635	-0.0090829068	-0.0593022581	0.0286123679	-0.0483277102	-0.111684864	0.030400463	-0.0002573566	0.0388949851	0.0732792073	0.1403306789	0.087144237	0.0692324321	-0.0730343639	0.0539324086	0.079381611	0.0219848467	0.133257511	-0.0826824866	0.044548121	-0.095451893	-0.0145081411	0.0122573952	-0.014035092	0.0408278642	-0.1577543918	-0.0521438282	-0.1654335372	-0.0013168588	-0.1050189313	0.042527501	0.0068315501	-0.0356547637	-0.0788927133	0.0583502683	0.0865155351	-0.1423365162	0.0469866081	-0.049006706	0.0262879025	-0.1213293943	0.0521763458	0.0120274415	-0.1003817601	0.1215839061	0.0576364624	-0.0449720677	-0.0076697202	0.0432765254	-0.0267295188	-0.1013345023	0.0136878536	0.0629151601	-0.1764983923	-0.1850550843	0.0110757148	0.0941669036	0.0310010855	-0.0044059788	0.0914468654	-0.1185326124	0.0740246781	0.0171823785	0.0301665616	-0.2559706535	-0.0858128099	-0.1459692274	-0.0372965529	-0.0596844912	-0.0279720548	0.0722850511	-0.1282857359	-0.0448633189	0.0429079503	-0.1045253802	-0.1333241961	-0.0781473691	0.1012370167	-0.0658871916	-0.0343975051	0.1020329436	0.0425604333	0.1788851854	0.0511850331	-0.1532009949	0.0295324968	-0.0247399468	0.0718302089	0.1752348002	0.0706989547	-0.0675138101	-0.1381981273	0.0405384013	-0.0074992541	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.033623926850737	1.2286665395398744e-05	1.5096214653848894e-10	0.0011305684568637	0.0485229085646068	0.0233214653768101	0.0023544726555691	0.0005438907473217	0.1016972074307318	0.0200727952054222	0.0103423219992092	0.0004029171073588	0.0002750196802522	2.52091386000069e-08	6.355006689543579e-16	7.563582452602232e-08	0.00010895147059	0.0001689751841641	1.1870422943723634e-08	2.855261286331326e-08	-0.0003540150611255	-0.0001820232020803	1.2532666350369152e-07	3.3132446095565736e-08
952.2162239878606	-0.3129883772566018	0.0979617242977208	906715.7372256996	1083.0069864061145	-6.116824316599832	1172904.132604454	37.415539720147	890.7721573115837	2.059385214347799	4.241067461074329	793475.0362415328	912.829476365992	841.0200336988156	1.25445	23.102179	0.0808260113648746	0.0378225228006166	-0.0622489725	0.0127131875	-0.0212240088	-0.0067921639	-0.1052213677	0.0099074287	0.0118413223	0.087639877	-0.0529385847	0.0433209759	0.1589406326	0.1916354279	-0.0581820137	0.1121452712	0.0253773637	-0.0257520466	0.0741178334	-0.0345247644	-0.0875288167	0.0747767953	0.1462539204	-0.0853684741	-0.0550751708	-0.0019980169	0.0899904939	0.0382103197	-0.0427055465	0.0593397214	0.0115851111	0.0097524286	-0.1103257094	-0.0398937347	-0.1643779518	0.0019567347	0.0506259174	0.0534085557	0.0523085282	-0.0589455954	0.2300952856	-0.0462723628	0.0965702134	0.0438770435	0.0015700273	-0.0846460239	-0.0581097289	0.0227604976	-0.0383677159	-0.0423032001	0.0973963573	0.0698272723	-0.0479806536	0.0471221214	0.0065196946	0.0224359022	0.1015042264	-0.1663316271	-0.0485950772	-0.0511614179	-0.1297887113	0.0270896438	0.1522858905	-0.0337559077	0.0094806089	0.1432475512	-0.013961104	-0.1175421643	0.0885566405	-0.1405532008	-0.0994865845	-0.0139491613	-0.0257056418	-0.0082809696	-0.1831182749	-0.0039290397	0.0037099816	0.0204285116	-0.1227667402	-0.0155187835	0.0166976793	-0.1108919517	0.002346241	0.0220004126	-0.0456251157	-0.1264670566	-0.0626677346	-0.0370353686	0.0743836597	-0.0589403672	0.0143902884	-0.0894194419	0.1006643658	-0.1647226722	0.0538536503	0.0198357333	-0.0904499831	0.1226657619	-0.229034657	0.1845196172	-0.1133236028	0.0478377457	-0.045760868	0.1311682705	-0.1455027209	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0172570188275642	-0.0163669080231728	0.0002678756782389	0.0002978046988149	0.023847821949829	-0.0246750866147778	0.0005687186117507	0.0006088598994467	0.0815623023013785	-0.0201349051293533	0.0066524091567014	0.000405414404568	8.698832176738566e-05	-0.0001880313584848	3.535579177364476e-08	7.566968123906222e-09	-6.001694102319988e-05	-0.0001689684116131	3.602033209782252e-09	2.8550324123087742e-08	-0.0003899975229789	-3.5982461853399975e-05	1.5209806792967766e-07	1.2947375610313843e-09
