global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
953.912042693206	n/a	n/a	909948.1851951248	1180.3194075659885	n/a	1393153.903876926	n/a	905.4676282625672	n/a	819871.6258314387	n/a	937.148440639136	777.3725494160371	n/a	n/a	n/a	n/a	0.0878838704	-0.0606398901	0.0827738564	-0.0424517577	0.0522926948	0.0594100615	0.1016405821	-0.1802067039	0.2097647007	-0.1960645852	0.3624189365	-0.1407064502	0.1870871695	-0.2122493817	-0.0503880485	0.0371753272	-0.0968856797	0.0288629702	-0.0080883444	0.0793991292	-0.0515157978	0.0076627451	0.0416211754	-0.1726806568	0.0863129793	-0.0073232751	0.0977208268	-0.0458676228	0.0505832122	-0.0417226936	0.0882391859	-0.084556475	0.0132142008	-0.0742306008	0.0730384974	-0.0319970937	-0.0587533564	0.2144820079	0.0006875369	-0.0663518096	0.2122714708	0.2041078797	-0.0122660912	-0.0183534299	-0.0167586835	-0.0368448691	0.1217580812	-0.1430852239	-0.0258440207	-0.0648485928	0.1765293961	-0.084045795	0.0355044668	-0.0501540343	0.0136897236	-0.043918272	0.1210096913	-0.1375941121	0.2070397507	-0.0388541525	0.0538337169	-0.1631808815	0.0753706105	-0.3099064937	0.4704375232	-0.1122432843	0.0041890531	-0.0485653021	0.1481731558	-0.0433456413	0.0228025815	-0.0794578247	0.0037779091	-0.0959845338	0.0234705214	-0.0690759808	0.0891084585	0.0015258556	0.0090170065	-0.056056444	0.0640510048	0.1025683564	-0.0706542322	-0.0731923967	0.0837272044	-0.0390523008	0.1434265831	-0.037958622	0.0176450215	-0.0223082675	0.0888431565	-0.0207764685	0.0742366201	-0.01481334	0.0440897992	-0.0669202025	0.0962256471	-0.0526108858	0.1277341616	-0.0479734178	0.0879740798	0.0726193093	-0.0298003974	0.177288799	-0.0433212822	0.1298141003	-0.2401087021	0.0810677854	-0.1268869014	0.1290883846	0.1290552057	0.1289999139	0.1289225186	6.537772499370931e-05	n/a	4.274246925353082e-09	n/a	-0.028458737566325	n/a	0.0008098997438689	n/a	0.0244835420845674	n/a	n/a	0.0005994438330067	-0.0013569717081185	n/a	1.84137221663404e-06	n/a	0.0003101366160007	n/a	9.618472058436566e-08	n/a	-0.000201789492989	n/a	n/a	4.071899948075768e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
952.9594076370756	-0.9526350561303616	0.9075135501684972	908131.632604006	1167.6852146944557	-12.634192871532832	1363488.760616037	159.62282951509104	905.8044555339408	0.3368272713735223	820481.7116651388	0.1134526107409324	934.6437836502416	767.0109926021801	1.338708	19.448526	0.0813770847857576	0.0361180502677905	-0.0816368269	-0.1115730619	0.0562580681	-0.1607916718	0.0585508447	0.0650804236	0.0366225051	-0.1204900333	-0.0875041491	-0.1311780045	0.0477498125	0.1035458844	-0.0547336671	-0.0326289509	0.0597905911	0.0893975915	-0.0641927656	-0.11333151	0.03697119	0.0856854681	-0.0850091523	0.0219628771	-0.037016657	-0.0450275365	0.0256896178	-0.1019937487	-0.0045432443	-0.1014431284	0.0546345839	-0.0073076957	-0.0415687566	-0.0738590284	-0.0569416485	-0.1018743079	0.0345441021	-0.1163355987	0.0094243193	0.007957074	-0.0457688457	0.017008182	0.0803890941	-0.0675759082	-0.0800664259	-0.1877876416	0.0195794891	0.0479748903	0.0757899867	-0.155857188	0.0524912177	-0.0936387672	0.019987209	0.0804749912	0.1109112154	-0.0131447221	-0.1470429234	-0.0716434203	-0.0138291928	-0.053110266	0.0872043829	-0.0168382158	0.012413401	0.0915024057	-0.1000882437	-0.1394045739	0.0528556772	0.0249437524	0.1417976491	0.1274900754	-0.0227445885	0.0573566845	-0.1529747725	-0.027475444	-0.0058089369	0.0004402592	0.0494972574	0.059518118	0.1427944671	-0.0758066455	-0.0885128497	-0.023299536	-0.0539315115	0.0043344376	0.0718781469	0.0411561035	-0.071526228	-0.0562113084	-0.0110357283	-0.0905112691	-0.0721905682	0.0692366448	0.0147377464	0.0132631109	-0.0542748022	0.0214059897	0.0437949758	-0.0835547332	0.0169617295	0.0437056232	-0.1054058125	0.004915558	-0.1071371474	0.0334703837	-0.0872331055	0.189444678	0.0140849717	0.1741037659	-0.1284757492	0.1997949359	-0.0953056002	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0134997021007023	0.0134343243757085	0.0001822419568077	0.0001804810714317	-0.040427937667431	-0.011969200101106	0.0016344181440416	0.0001432617510603	0.030662201400375	0.0061786593158076	3.817583094081606e-05	0.0009401705947171	-0.0008729998061915	0.000483971901927	7.621286616103966e-07	2.3422880185483774e-07	5.999423180469421e-12	-0.0003101366100012	3.599307849835382e-23	9.618471686308409e-08	1.4945431448410568e-11	0.0002017895079344	4.071900551241997e-08	2.233659211791396e-22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
952.9015199892804	-0.057887647795269	0.0033509797672691	908021.3067978808	1166.663216680074	-1.0219980143817793	1361103.061154297	1.0444799414002994	905.52828925383	-0.276166280110715	819981.4826389682	0.0762678142701898	934.9931446775272	765.6724008851893	1.218605	17.70369	0.08757260045512	0.0407190364272428	-0.1029832733	0.0218843955	-0.0661060555	0.0569525932	0.024987618	0.0226738846	-0.0622326627	-0.0892195176	-0.0886584969	-0.0011725487	-0.014222118	-0.0774332094	-0.1435250143	0.0662842518	0.1000823165	-0.0450816646	-0.0090950992	-0.0681574345	0.1062265431	-0.0007736108	-0.0539387988	0.0394461399	0.073375461	0.0717984748	-0.0393387037	0.0315225979	0.1682996612	0.020726628	0.1759977211	0.0673712305	-0.0642606975	0.0532814853	-0.0740567271	-0.0494954359	-0.0600088606	0.0498879272	0.0360514404	0.0278553884	-0.0418810959	0.0463280404	-0.0391560496	0.0133989576	0.0153615234	-0.1592409349	-0.1021869939	0.0052458569	-0.0979433645	0.2032296965	-0.0856189943	-0.0005430881	0.0116391667	0.0968515821	-0.015052136	0.0714272796	-0.0054390577	-0.0527721836	-0.0326384267	0.097035936	-0.1047753108	-0.0393954039	0.0500792208	0.1627550068	-0.0122024213	-0.1111213337	0.0599723178	0.121701126	0.0986359463	0.0130667034	-0.0234838027	-0.0077492575	-0.0570573503	-0.0576769876	0.0598497012	-0.0362205858	-0.0088400223	0.0114775153	-0.0967257006	0.0553308194	0.0456567012	0.0835423188	-0.0984851312	-0.032845855	0.1129597962	0.0247770461	-0.0045961922	-0.0132923681	-0.1470353945	-0.0255433274	-0.0528031182	-0.0043979272	-0.0746260574	-0.0545559857	-0.0636888179	0.0236055155	0.0329109978	-0.0192651554	0.0219306471	0.0076778613	-0.0930446903	0.0509007773	0.0656823595	-0.0689435093	-0.2578615568	0.1414594846	0.0674684823	0.1764334654	-0.0333468747	-0.1004129697	-0.0249946792	0.1288230331	0.1279949812	0.1266188352	0.124700488	4.554758362473876e-05	-0.0134541545170775	2.074582374052571e-09	0.0001810142737693	-0.013390183483338	0.027037754184093	0.0001792970137174	0.0007310401513194	0.0448388047013708	0.0141766033009957	0.0002009760811538	0.0020105184070476	-0.0005269999618198	0.0003459998443717	2.777289597580707e-07	1.1971589230524062e-07	0.0003119997005869	0.0003119996945874	9.734381316631525e-08	9.734380942267881e-08	8.224504532917869e-08	8.223009989773028e-08	6.761789329190702e-15	6.764247481198658e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954.045697707829	1.14417771854869	1.309142651623285	910203.1933148184	1160.482640767269	-6.180575912804898	1346719.9595221742	38.19951861394409	905.6202413139614	0.0919520601313479	820148.0214775577	0.008455181362399	935.2282914518678	768.2193732407513	0.990141	14.384606	0.092362084406015	0.042498197249586	-0.1208534546	0.1051435572	-0.0960022045	0.1095013298	0.0341972679	-0.034985001	-0.1225363992	0.0448864943	0.0574923837	0.0848169068	-0.0347407473	-0.0057274025	-0.0090290125	0.0654586636	0.0965695858	-0.1653988784	0.0278655003	0.0517541157	0.0477396815	-0.0270546411	0.008324107	0.0865715667	0.1418611662	0.0169978072	0.0072855474	0.078639978	0.1554770274	-0.1137450757	0.0026377993	0.063081602	-0.2055597525	0.0461406317	0.0447355878	0.0801897751	0.0067586043	0.0536586588	0.0455514172	0.0150902056	0.0574128925	0.0814298361	0.1707112227	0.1493249721	0.1021183186	0.0321426143	-0.0217779765	-0.0473527705	-0.0021222186	0.0839145132	0.0194360159	0.0040150223	0.0964199477	0.0846976213	-0.1141634569	0.0622094769	0.0678194017	-0.0026953986	-0.0145152056	0.0753549447	-0.0930133997	-0.0251319314	-0.0173360904	-0.0028073525	0.0557895175	-0.0292988192	0.1126780894	-0.0131871542	0.0810710219	-0.091968469	-0.1295294472	0.052522237	0.1661700133	0.024505948	0.0491635731	-0.0276955654	-0.126823922	-0.0524895665	0.1223949223	0.1057767832	-0.0685658935	0.0192686397	-0.0970240004	-0.100778394	0.0979203745	-0.0822477506	0.0458458409	-0.0236148023	-0.1255385229	0.004806682	-0.0258840347	-0.0893312963	-0.1303606875	-0.0427892256	-0.0099596295	0.0137215131	0.0966578285	-0.0630951881	-0.0266211388	-0.0278226775	0.0178791408	0.0185857274	-0.0072173495	-0.0716899417	-0.0807896188	0.067846326	0.0417356662	0.0480938007	0.0247638956	-0.157026893	-0.1133278989	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0163141082196602	-0.0163596558032849	0.0002661501270027	0.0002676383380019	-2.979507874556475e-05	0.0133603884045924	8.877467174544043e-10	0.0001784999783215	0.0129508582810586	-0.0318879464203121	0.0010168411269047	0.000167724730216	-0.0008299998658494	-0.0003029999040295	6.88899777310022e-07	9.18089418419468e-08	-9.965361869035403e-12	-0.0003119997105522	9.93084371808248e-23	9.734381938469521e-08	-1.5929319115929458e-11	-8.226097464829462e-08	6.766867950087371e-15	2.5374320749711564e-22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954.3876091688664	0.3419114610373981	0.1169034471887282	910855.708535065	1160.5209665092632	0.0383257419941855	1346808.9137075944	0.0014688624994048	905.8258879641268	0.2056466501653631	820520.5393059987	0.0422905447242352	935.4874768221744	780.9696148771399	1.106715	16.078165	0.0936414700169563	0.049800588127572	0.024152263	0.1392833846	-0.0425632153	0.0701025812	-0.0125096295	-0.0784040427	-0.0848747239	0.0717046598	0.0313367485	0.1000530633	-0.0709172904	-0.0489314049	0.0622653505	0.0127114324	0.0198338082	-0.0932218414	0.0230369093	0.0086803978	0.0583158576	-0.0756859307	-0.0317974353	-0.044274828	0.1524174217	0.0080058747	0.1383589865	0.0239682255	0.0019503763	-0.0380415846	-0.1087738407	0.0768565997	-0.1819079083	0.1002789056	-0.0061353421	-0.0016061377	0.0093765733	0.0235544386	-0.1801973338	-0.0622041013	-0.2322609783	0.0442622536	-0.0840986554	-0.0329892258	-0.1024534068	0.1415501723	0.0744390056	0.1368842127	-0.0287775402	0.0466140078	0.0544842952	-0.0674196364	-0.0691528453	0.0230227596	-0.0979582763	0.0391165382	0.0132694664	0.0048575587	-0.0753129759	0.0210763356	-0.0869278774	0.0777347026	-0.061605602	0.0088297277	0.1263323945	0.0202904378	-0.0166663244	-0.0959159661	-0.0194504918	-0.0113540979	-0.1101863915	0.1250220014	0.0518697877	-0.0594453561	0.1487998922	-0.134284093	-0.0996517219	0.0502825398	0.0260944641	-0.1381224223	0.0110282949	-0.0521000069	0.0750668709	-0.203672021	-0.0246906731	-0.0058351297	-0.0408126631	0.0328074333	-0.0155323855	0.0776564718	0.0437678657	-0.0136803489	-0.1103924746	-0.0902716584	0.0180862408	0.0769364252	0.0632857908	-0.0606950109	-0.0611001057	0.0676786454	-0.2513977216	0.0217939141	-0.1474460761	-0.0200665906	-0.1114115125	0.0322260838	0.0213433111	-0.0453231674	0.0998578912	-0.1418507514	-0.1117553595	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0048931073622355	0.0114210008574247	2.3942499658363254e-05	0.0001304392605852	-5.670989347095201e-05	-2.691481472538726e-05	3.2160120174867253e-09	7.244072517019227e-10	0.0352437339880253	0.0222928757069666	0.0004969723072862	0.0012421207854186	1.4012708101948104e-05	0.0008440125739513	1.96355988350402e-10	7.1235722498798e-07	0.0002539992461918	0.0002539992561571	6.451561706600264e-08	6.451562212839153e-08	-0.0001000017585776	-0.0001000017426482	1.0000348532693e-08	1.0000351718612594e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954.5320645603546	0.1444553914881226	0.0208673601299867	911131.4622738528	1160.5526451275502	0.03167861828706	1346882.4421125536	0.0010035348565772	906.7352158025648	0.9093278384380028	822168.7515765236	0.8268771177583305	936.7038050597952	773.1497576231116	1.145723	16.644869	0.0556831336507718	0.0271239374818587	0.1154607366	0.051184887	0.0181670033	0.1317282655	-0.0548293349	0.0267507202	0.0344398551	0.0715532867	0.1172418977	0.0691953289	-0.1027906965	0.0427741273	0.0459652818	0.087470351	-0.1221180494	-0.0402453867	0.0490011056	0.1093775792	0.0663131668	-0.1002253944	0.0370543704	-0.028171903	-0.0082525522	0.0711834216	-0.0561546751	0.1527829811	0.1084804848	0.0704146427	0.1475475463	-0.134007248	0.0520327587	-0.0618543408	-0.003783676	-0.0556776522	0.131018859	-0.098059151	-0.190779073	-0.0262957535	0.1490838245	0.0029564774	-0.1496202268	0.0495111392	-0.1193877642	0.0175440717	-0.0984464782	-0.0300494703	-0.0291597086	0.0487908642	-0.0327394585	-0.1995790035	-0.02123885	-0.0975509355	-0.0256034414	0.0009226735	0.1347484702	0.0639039902	-0.1164844078	0.0562456461	-0.0688721538	0.0254593713	0.0274159992	-0.0275868685	-0.0204773171	-0.0372959841	-0.077462493	0.0155897673	-0.025071228	0.1056631145	0.1432165813	0.001902532	0.0253684524	-0.0019274522	-0.1025608049	-0.0070674463	0.159100729	-0.1257509778	-0.0981865679	-0.0086219638	-0.0946254904	-0.1666687837	-0.0109392797	-0.1125000827	0.0942404556	-0.0950675418	0.1830760745	0.0397583626	-0.0731164186	0.1434331641	0.0121813182	0.0430791129	0.0624487192	-0.0911702573	-0.0020517873	0.0290993769	0.0176147574	0.0587327481	0.0782080385	0.000435194	-0.0431820532	-0.0565716211	0.0745375442	-0.0892411698	0.123948241	-0.0890870464	-0.080585246	0.0499957189	-0.0187426143	-0.0856759987	-0.0310798072	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0037583708832329	0.0011347364790026	1.4125351695932849e-05	1.2876268767792185e-06	-0.0123255217987008	-0.0122688119052298	0.0001519184876102	0.0001505237455659	0.0281130642395055	-0.0071306697485198	5.084645106245544e-05	0.0007903443809345	-0.0003579999981936	-0.0003720127062955	1.281639987066176e-07	1.3839345364533774e-07	3.1719267656882266e-08	-0.0002539675269241	1.0061119406889374e-15	6.449950473196536e-08	-0.0001769998357183	-7.69980771407e-05	5.928703883365186e-09	3.1328941844305183e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
953.4676985339562	-1.0643660263983747	1.1328750381510655	909100.6521476392	1161.6725419957004	1.1198968681501356	1349483.0948267523	1.2541689952924822	906.2961067578472	-0.4391090447176111	821372.6331244311	0.192816753152813	935.974418308424	768.8627579475851	1.080892	15.70301	0.117410252470947	0.0601851948278456	0.047672362	-0.0592221063	0.0580129364	0.1551922483	-0.0907335234	-0.0062453133	0.0547996271	0.0789986106	0.0561791585	-0.0338960425	0.0379251075	0.0337343233	-0.0630834875	0.0870142777	-0.0210526906	0.050346292	-0.0970812565	0.11997248	0.0514854615	-0.1029997245	0.0028398533	-0.0569197504	-0.1049606102	0.0557542671	-0.0301304762	0.0895586444	-0.0959672752	0.00394582	-0.0922712469	0.0022324034	-0.0123468084	-0.1257655049	-0.0097247078	0.0205097047	-0.0125904082	-0.0622629648	-0.1672551168	-0.0530438577	0.1573752818	-0.0600869533	-0.0272966568	-0.0443851175	0.0660650749	-0.0781707362	-0.0012146076	-0.0059477747	-0.1435241331	-0.0035187523	-0.0101124117	0.1056232638	-0.0995032326	-0.0239649182	0.0414383318	-0.125971293	0.1334491988	-0.028435785	-0.0633958881	0.0316045619	0.0253275976	-0.0633197566	0.0925008704	0.0108031131	-0.0670737352	0.0017352885	-0.0890060379	0.0530106913	-0.0265562961	-0.0154492975	0.0755048888	-0.0406370067	-0.1245876791	-0.0822506427	-0.0224867191	-0.0736051141	0.0562579624	0.0930644658	-0.0904392486	0.1982451992	0.0304299751	-0.1641039262	0.0776642548	-0.0833738504	0.1367208102	-0.1331873562	-0.0436417302	-0.0230097265	-0.0529483758	0.0994822016	-0.0726312837	-0.0090524005	0.1645167109	-0.0012654437	0.0516864844	-0.0758126397	-0.0292540877	-0.0652855749	0.0111177783	-0.0633648356	0.0389902479	-0.0034143521	0.023954548	0.0786242993	0.0776870179	-0.0014129008	0.0366479469	0.0641167579	-0.001839272	0.0077286498	-0.0834854119	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.001681421704518	0.0020769491787149	2.827178948424216e-06	4.313717890964499e-06	0.0146578773024828	0.0269833991011836	0.0002148533670146	0.0007281038270537	0.003566636870488	-0.0245464273690175	0.0006025270965824	1.2720898565924437e-05	-0.0013199965544704	-0.0009619965562768	1.7423909038137278e-06	9.254373742884228e-07	0.000148007017461	0.0001479752981933	2.190607721770076e-08	2.1896688875408816e-08	-1.0902153747823307e-05	0.0001660976819704	2.758843995596561e-08	1.188569563411778e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.1389536658908	2.671255131934572	7.135603979886788	914201.6987173044	1162.9594604162862	1.2869184205858346	1352474.7065717396	1.6561590212431392	907.3783817155988	1.0822749577516788	823335.527604819	1.171319084176398	935.9159685056004	770.4460264766917	1.304585	18.952793	0.0679019122380529	0.0411018338183133	-0.1327058587	-0.0250044138	0.0322789119	0.001839569	0.0510309343	-0.0928351354	-0.0974900027	0.0307247906	-0.0615942724	-0.0537724254	0.0775795008	0.007039419	-0.0553933834	0.0790732611	0.0967287812	0.0757141733	0.0413726975	-0.067854546	-0.1800215193	0.0074935449	0.0867905136	-0.0826404008	0.0867624581	-0.1353943612	-0.0091734015	0.0812626732	0.0627970481	0.0566819197	-0.1189047459	0.0344528839	-0.0888253539	0.0104335335	-0.0867359791	0.0339581184	-0.0160029762	0.0301156799	0.1575432641	-0.1493134965	0.1027476191	-0.0386574805	0.0883027258	0.0868310459	0.0772283378	-0.0085212943	0.1701120804	0.0284853054	-0.0140493495	-0.0102315502	0.0539998142	0.0696469965	-0.0972613574	0.1279615806	0.0399321675	-0.0159191381	0.001890479	0.0129126766	0.152296663	-0.0993182945	0.0059788823	0.0685340528	-0.1004980364	0.0483538837	0.0854744469	-0.0272920464	-0.1561631631	-0.0422025932	-0.0614749344	0.0223130586	-0.0791902819	-0.0417653182	0.1538435071	0.0442813027	-0.0335072821	-0.1766265885	0.0182496975	0.0437423988	-0.0423994896	0.151233253	-0.1024609631	0.0343225311	-0.1053785755	0.084696403	-0.0185409535	0.1337978143	0.036718991	-0.0698110521	0.0623035952	-0.0920645573	-0.0521983789	-0.1024962129	0.0140838479	0.0760124031	0.1328067275	-0.1351573229	0.0093283081	-0.0727271715	0.0351605816	0.0175112664	0.0207447431	-0.0153441479	-0.1002188019	0.0528404737	0.0060111615	0.0076938387	-0.0040264783	0.1095938748	0.0085584105	-0.0385594438	0.0236406552	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0031183553446254	0.0047997770491434	9.724140055353798e-06	2.3037859721483724e-05	0.0137688162671736	-0.0008890610353092	0.0001895803013991	7.904295245050666e-07	0.003551573169588	-1.5063700899999989e-05	2.269150848046604e-10	1.2613671978937353e-05	-0.0006480000107742	0.0006719965436962	4.1990401396336333e-07	4.515793547396389e-07	1.4110329527028398e-07	-0.0001478659141657	1.9910139936132944e-14	2.1864328572066953e-08	-0.0004349999049399	-0.000424097751192	1.798589025661766e-07	1.8922491729772207e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954.7610744402256	-1.3778792256651968	1.8985511605197225	911568.709266254	1162.4790472126692	-0.4804132036169903	1351357.5352084753	0.2307968462095398	907.1143511508374	-0.2640305647614696	822856.4460638047	0.0697121391282605	936.2221640205586	769.9489079643698	1.063687	15.453067	0.0974935471671545	0.0464018167770725	-0.1083472075	0.0242773081	-0.0681865683	-0.0312965075	0.1319877092	0.1317696539	-0.0189447327	0.0034277255	-0.1036489939	0.0765768753	0.0662343799	-0.0605267928	-0.209674392	0.0025107999	0.0381762283	-0.0340652882	0.1124052738	-0.0848820945	-0.1877963987	0.0293873215	0.1393307051	0.1682865791	-0.1803090473	-0.0405761127	-0.0632455047	-0.0828265685	-0.0488298276	-0.1259678125	0.0628143086	0.0964693619	-0.2927964838	0.1436380858	-0.0150030193	0.0445413683	-0.0525132748	0.0194935733	0.0337007988	-0.0514055904	-0.0079146561	-0.0202293837	-0.1285049048	-0.1057042854	0.0160991894	-0.0215916805	-0.0546229716	-0.0557482163	-0.0114755228	-0.0410233221	-0.0031044821	-0.0803843648	-0.1413994024	0.0385547459	-0.0555666303	0.0806959633	-0.0328917677	0.0551653412	0.230459363	-0.0021289768	-0.0801917521	-0.0958424878	0.0694656348	0.0581743697	-0.1580787015	0.0728392885	-0.1645851224	-0.0637917407	0.0961459035	0.0882887317	-0.2445760015	0.0905413561	0.0285676108	-0.0086804974	-0.0397651545	0.0570106854	-0.2235237488	0.033201921	-0.0340075606	0.0257536372	-0.0885772366	0.0911946282	-0.0439764914	-0.142199596	-0.060512666	-0.042866931	0.0077748495	-0.0417933407	0.0376515139	-0.1127582526	-0.0335490029	-0.1507663567	-0.0450858058	0.0431070174	0.0404086247	-0.0422989108	0.0088748979	-0.0165598701	0.1982119214	0.1185488582	0.0279790238	-0.0967256256	0.0708948579	-0.1129589258	0.0516132987	-0.0390627614	0.0571134754	-0.0467310753	0.0358465444	0.0167747273	-0.0543700726	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0004781905744835	-0.0035965459191089	2.286662255248598e-07	1.2935142548258884e-05	-0.0128917700970987	-0.0266605863642723	0.0001661977362364	0.0007107868652868	0.0226349724957799	0.0190833993261919	0.0003641761298429	0.0005123419798847	-0.0001928895626736	0.0004551104481006	3.720638338841266e-08	2.0712551997032894e-07	0.0005080417302565	0.0005079006269612	2.581063996820183e-07	2.5796304686761024e-07	-0.0004349506688501	4.9236089800011856e-08	2.4241925387948315e-15	1.8918208433314933e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
953.6258075411504	-1.1352668990751908	1.2888309321357996	909402.1808085112	1160.8462820807806	-1.6327651318886185	1347564.0906207713	2.665921975911257	906.0632781982422	-1.0510729525951774	820950.6640993452	1.104754351677144	935.094821804528	760.9887220809039	1.026004	14.905617	0.0848633808673247	0.0448441747125979	-0.0854408087	-0.018710575	-0.0960802834	-0.1108894685	-0.0392694156	-0.0297148317	-0.0515525922	0.0280690367	-0.1966420777	0.0231966541	0.0423866902	-0.0256547197	-0.1436392726	-0.032275346	0.0915523002	-0.0410612148	-0.0525284009	-0.0767090184	-0.0826194319	0.1430112352	0.0708137233	0.0065547301	0.0588755771	-0.0365565806	-0.0279335135	-0.0985322569	0.1414131617	-0.0810822972	0.1050289372	-0.0205589878	0.1805226452	0.0400635075	0.0715273906	-0.089363388	-0.1207243804	0.0678297372	0.0755987746	0.0727127608	-0.0178212364	-0.0008377965	0.0688576474	0.0178081681	0.0297814379	-0.0168352181	0.1471660288	0.0957999166	-0.0977488613	0.0157556481	-0.0053548592	0.1341806004	-0.1434850023	0.0816691137	-0.0800518671	-0.007346613	-0.1447521086	-0.0252504191	0.1418679794	0.0519422846	-0.0981388793	-0.0298517643	0.0213599711	0.120462058	0.0041497882	-0.0868219903	0.0261895002	-0.0502576022	0.0486412371	-0.0760387094	0.0365861963	0.0182779228	0.0385173905	-0.0560157791	0.0440454096	0.0510034708	0.1039992844	0.0526521424	-0.084024494	0.0327226729	0.1868995897	0.1274705315	0.0134529882	0.1294519143	-0.0809590516	0.2215795663	0.0454801037	-0.0483711273	0.0638007879	-0.129398099	0.0372015489	-0.0993431079	-0.0044399303	-0.023825886	0.0231701802	-0.0488249027	-0.0192676616	-0.0169918614	-0.0241181108	0.0094365924	-0.0230277315	0.0160332143	0.1306042252	-0.0271591798	-0.0202576171	-0.0479964119	-0.0427319606	0.0081339448	0.0270346338	-0.0714042445	0.1075703311	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0050552624043547	-0.0045770718298712	2.5555677976882065e-05	2.09495865358005e-05	0.016873683839492	0.0297654539365906	0.0002847212063151	0.0008859822480513	0.0295924374902227	0.0069574649944427	4.8406319148896937e-05	0.0008757123566127	-0.0007959386564641	-0.0006030490937905	6.335183448538767e-07	3.636682095215433e-07	0.0005600867826245	5.204505236800004e-05	3.13697204070664e-07	2.7086874759878668e-09	-0.0002187770128802	0.0002161736559699	4.6731049535392694e-08	4.786338136478319e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
