global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
982.4285661582044	n/a	n/a	965165.8876036654	1027.6029159748448	n/a	n/a	1055967.7529200038	925.3102802420564	n/a	n/a	856199.1147216329	957.95463360674	756.7620327241152	n/a	n/a	n/a	n/a	0.1342490597	-0.0131782265	0.009712713	-0.0467078012	0.0426896508	0.0607773915	-0.0467146306	-0.1516441053	0.0268017943	-0.0781823071	0.0457292703	-0.0309456784	0.2132327286	-0.0669976631	0.0433987603	-0.1593134389	-0.0886621542	0.0590939994	-0.0571867461	0.1005394777	-0.1056472507	0.101680799	-0.002973858	0.1534174821	0.0183169445	-0.0729146249	0.0081179702	-0.0079328621	0.0201124772	-0.0226248785	0.1533514703	-0.0505136964	0.0566862406	-0.0111391305	0.0122776255	-0.1849094821	0.0360956668	-0.1710230954	0.0230320113	0.0159532771	-0.1987981994	0.1945679371	0.110951249	-0.0220309066	-0.0058290071	-0.0964829303	0.1270213032	-0.0975433567	-0.0707777559	-0.0784958945	0.0670140628	-0.1636513257	0.0813143596	-0.032897103	0.0544775162	-0.0264395014	0.0618225681	-0.0359842993	0.0708474216	-0.2363904309	0.1201453382	-0.2054832617	-0.0656873047	0.0731307808	-0.0131339872	0.0900629375	-0.1322748351	0.0473163525	-0.1465111463	0.0549060929	-0.2219357982	0.1115246934	-0.0790126449	0.0953579761	-0.1096894792	0.075384356	-0.1297512259	0.0422299534	0.0341514768	-0.1358417109	-0.0932937858	0.138340931	-0.0981318753	0.1608759407	-0.0534102104	-0.047644639	0.0413745811	-0.0677809855	0.1323817865	-0.1553967857	0.0920544926	-0.0004849039	0.0091123757	-0.0424668386	0.0176402908	-0.0550575916	0.0981856446	-0.0867023714	0.0499907691	0.1088701816	-0.0372053578	0.0204765051	-0.0911536202	0.0292108154	-0.0037353102	0.0471388942	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-5.1956589942392384e-05	n/a	2.6994872384419084e-09	n/a	2.5734523347864524e-05	n/a	6.622656919417842e-10	n/a	0.0736989571362443	n/a	0.0054315362829699	n/a	-0.0009860011355492	n/a	9.721982393043117e-07	n/a	0.0007460001728643	n/a	5.565162579135656e-07	n/a	8.673676913299559e-07	n/a	7.523267119630577e-13	n/a	0.0	0.0	0.0
981.1794747327508	-1.249091425453571	1.560229389141634	962713.1616368368	1019.2309865698352	-8.37192940500961	70.08920196246456	1038831.8039841196	926.3018704180448	0.9915901759884492	0.9832510771168036	858035.1551399683	958.0884407523498	755.9536665468391	0.821474	13.313844	0.0664834770922133	0.03419396971017	0.1216973963	-0.0133456834	0.0245980043	-0.0583262991	0.0028049375	0.1188835011	-0.0917892924	-0.1086685162	0.0065851028	-0.0612400115	-0.0826375914	-0.040733723	0.0283439924	0.062322018	0.1191338414	-0.0538644727	0.0398961508	0.0689227249	-0.0037156748	0.1237019337	-0.0349567679	0.1381207568	-0.1001464565	0.0487863073	-0.0385904186	-0.060159254	-0.0045326934	-0.0467662579	-0.0595505779	-0.1246507394	0.0468088194	-0.1400110194	-0.0493267068	-0.0062816446	-0.005685267	-0.0318829842	0.1152080098	-0.1255979301	-0.0053788498	-0.0146280811	-0.1448201176	0.067771335	0.1589605017	-0.0536728619	0.0596491015	-0.0189664687	-0.0662817819	-0.0284492612	0.0327458663	-0.0496222536	-0.0100680613	-0.1197627925	0.0887815206	-0.0420330618	-0.0209325943	-0.0680191153	0.1468552121	0.0252472556	0.1025737528	-0.1179713183	0.0939104623	-0.0813334919	-0.0119529195	-0.0136022474	0.0226816756	0.1875802497	-0.0450392337	0.0735064122	-0.0105460102	0.0027556032	-0.0963400106	0.0468565123	-0.1023815431	-0.017500239	0.0788972435	0.112952423	-0.0672006915	0.0884918038	0.0219999595	-0.075648186	0.0486771837	-0.0100700905	-0.1135980283	0.161933202	-0.0702110821	-0.0669476588	-0.0057061319	-0.102099414	0.1656259509	-0.1301304032	0.0768727903	0.0377485984	-0.0034061805	-0.026647252	0.0109017664	-0.0725880219	0.1037311421	-0.0331156062	0.0488792633	0.0960692617	-0.1177237527	0.0976481294	-0.0954515975	-0.0022618674	0.037917987	0.0494642987	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0148448256235411	-0.0147928690335987	0.0002203688477933	0.0002188289742452	-4.761235629757721e-05	-7.334687964544173e-05	2.26693647220744e-09	5.379764753722913e-09	0.0960007405608394	0.0223017834245951	0.0092161421882295	0.0004973695439175	-0.0008230133677827	0.0001629877677664	6.773510035490218e-07	2.6565012441506527e-08	0.0003904717355822	-0.0003555284372821	1.524681762885755e-07	1.2640046971625217e-07	6.86607177302124e-05	6.779335003888245e-05	4.714294159227904e-09	4.595938309494443e-09	0.0	0.0	0.0
980.3570744228648	-0.8224003098860067	0.6763422697005997	961099.9933709584	1018.5297612721942	-0.7012252976410309	0.4917169180517524	1037402.8745971927	926.1026031925992	-0.1992672254456238	0.039707427136797	857666.0316401088	957.7937752100922	750.2941381574616	0.857342	13.895164	0.0909307960076548	0.0440311077659934	0.1254553263	-0.0840606848	0.0778686179	-0.0431946371	-0.003180897	0.0831637297	-0.0746134006	-0.053868973	-0.024367682	-0.0477052003	-0.1532946324	-0.1157733096	0.0672119911	-0.0106442751	0.0578837033	-0.0461935577	0.0168027487	0.0884413232	-0.0135768782	0.1305559509	-0.0531179729	0.0922817753	-0.1885394352	0.0161407168	0.0185929794	-0.0174578844	0.0644986708	0.1676675742	-0.1372376486	0.003036166	-0.0897976767	-0.0275965232	-0.0006214834	0.0668806209	0.1083515475	0.080531855	-0.086706556	-0.0303544827	-0.1004873297	-0.0763437345	0.0574815588	0.1433455229	0.0037724311	0.074611391	-0.0879017746	-0.0178285074	-0.1106443203	0.0555400707	0.1274008972	-0.0956015264	-0.0235578842	-0.1603323397	0.0344870099	-0.0200830285	-0.024431982	-0.0846094583	0.0806044284	-0.0388607647	0.1036603964	-0.1405129784	0.0555735149	0.0982996336	-0.026927212	-0.0318654135	0.0110882944	0.0765787256	-0.0258295121	0.0575701257	0.1537694851	-0.0260986123	0.0960492526	0.0149220264	0.1499519905	-0.1707422039	0.0531790902	-0.0551728381	0.0918117608	-0.1009743609	0.0303247252	-0.0093775568	0.0726040972	-0.1224911518	-0.1240156422	0.140328558	-0.060864653	0.0013751499	0.020915383	-0.1084612182	0.0869993875	-0.0741288081	0.014430108	0.0182202917	0.0058303518	-0.0483885178	0.0253619363	-0.0206004621	0.086580467	-0.0419416197	0.1093400032	0.0711073344	-0.0645748351	0.0831719099	-0.0094712216	0.0102094026	0.0859923108	0.1190067412	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0171340065269021	-0.0022891809033609	0.0002935741796639	5.240349208312679e-06	4.5490018209193295e-05	9.31023745067705e-05	2.0693417566727373e-09	8.66805213879895e-09	0.0667532742285175	-0.0292474663323219	0.0044559996202276	0.0008554142868603	-0.001354998632065	-0.0005319852642823	1.8360212928980208e-06	2.830083214135086e-07	-2.249846993152005e-07	-0.0003906967202815	5.061811492595117e-14	1.5264392723873253e-07	0.0003319996611157	0.0002633389433854	1.1022377498093965e-07	6.934739910338504e-08	0.0	0.0	0.0
981.0465719800466	0.6894975571817668	0.4754068813596237	962452.3763938008	1023.633192332445	5.103431060250841	26.045008586733022	1047824.9124447124	925.6321512978031	-0.4704518947960423	0.2213249853171864	856794.8795161991	957.9005043808104	754.3453629836636	0.910983	14.764541	0.1076672358779483	0.0501021458512575	0.0669455969	-0.0997022574	0.0404799041	0.045329215	0.0069372424	-0.0307369488	-0.0211915619	-0.0695843063	0.0156809045	-0.0923276749	-0.0837690807	-0.0030684197	0.0590297562	-0.0201856856	-0.0705016175	0.1282418865	-0.0594133301	0.104536941	0.0017914269	0.088187213	0.015461927	0.1146685152	-0.0585749853	-0.1095059319	-0.0922918166	0.0539587599	-0.1029445706	0.0722251087	-0.1292750895	-0.0239642882	0.2172276382	0.0778265976	-0.0167605301	-0.0354955991	-0.0610220213	-0.0767325917	0.1206729125	0.0830223475	0.0394232788	0.0376029387	0.049880621	-0.0767236211	-0.0646442121	-0.0301365581	-0.0732536952	0.054634996	0.0213492568	0.0380990253	0.0584090063	-0.0899735296	0.0405606845	-0.1526647261	-0.0130638155	-0.0178199575	0.0145517656	0.0165584558	0.1051575077	-0.0296248221	0.0718881731	0.0140056461	-0.0508780519	0.0794928005	0.1772571712	0.0837152538	-0.09263999	0.0837465188	-0.0310279704	-0.1068532955	-0.0668811022	0.0588086017	-0.0247049414	0.1110905316	-0.0094060312	0.0240381237	0.1048079316	-0.1113847448	0.0587208026	-0.2080628043	-0.0353358233	0.0675123144	0.1608976645	-0.0408840952	-0.1380660969	0.0772402188	-0.119030728	0.0416532801	0.0312438602	-0.0802423122	0.045284443	0.0074739449	0.0899029916	0.059448208	0.0551876008	-0.0719971737	0.0318525624	0.0322760478	0.0199327243	-0.0701778522	-0.0810226809	0.0155755981	-0.1111466732	0.0112650757	0.0742205331	0.0777732351	-0.041960765	0.0597299307	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0054083395397555	0.0117256669871466	2.925013657728273e-05	0.0001374912662934	-0.006315324484774	-0.0063608145029831	3.988332334798599e-05	4.045996114136133e-05	0.08657665847646	0.0198233842479425	0.0074955177929495	0.0003929665630415	-0.0005629997702376	0.0007919988618274	3.169687412875904e-07	6.272621971358971e-07	0.0002710001064476	0.0002712250911469	7.344105769461053e-08	7.356305006765246e-08	7.621129249495194e-08	-0.0003319234498232	5.808161103751119e-15	1.101731765425377e-07	0.0	0.0	0.0
982.6565883070394	1.6100163269928771	2.592152573183635	965613.9705432304	1019.5411078191436	-4.092084513301415	16.74515566400128	1039464.0705330864	926.1671608978849	0.5350096000817075	0.2862352721795886	857785.6099256485	957.4246964498344	759.3247367858573	0.889336	14.413701	0.0523937739031408	0.0284277738394831	0.0384203584	-0.1207219452	-0.0167387983	0.0723370821	-0.0002655911	-0.0916241849	0.0457038716	-0.1334135471	-0.0042546307	-0.085992116	0.0322278735	-0.0246867009	0.0341955914	-0.0417268758	-0.0414800037	0.0514501321	-0.1052645867	-0.0041213403	-0.0272505102	0.0325259778	0.047574281	0.0425140705	0.0156820276	0.0542242997	-0.0457908811	0.0863347987	-0.0192343976	0.0231510635	0.0955244512	-0.0036247602	0.1666690184	0.0167325745	-0.0217593789	-0.0709238893	0.0070456981	-0.117026149	0.1946232519	0.0542782745	0.1294644158	-0.0444593216	0.028297637	-0.0007093264	0.1492219308	-0.0553783842	0.0266935647	0.0127505733	0.1085227158	0.0532556098	-0.0712436138	0.0229526812	0.1336617383	-0.0559429224	-0.0335413353	-0.0842234259	0.0044414705	-0.0010207839	0.0171367309	-9.22403e-05	0.1042907885	-0.0186574638	-0.0118006621	-0.0625816242	0.2597027207	0.0733324575	-0.0403357012	-0.0653101809	0.0461551738	0.0108322762	-0.1260074789	0.063642998	-0.0371587724	-0.0945013583	-0.1326796949	0.1593076523	-0.0485645145	0.0504063849	-0.0192769539	0.0331178807	-0.0785993634	-0.0119524081	-0.0218232252	0.0877377158	-0.1652471403	0.0337077156	-0.0539985407	0.0546640152	0.0095708073	-0.0121612451	0.074931654	0.0298234275	0.1398888196	0.0345686724	0.102401434	-0.0152909794	-0.0087124313	-0.0084244865	-0.0412652953	-0.0507332036	-0.2272462732	-0.0137155059	-0.0812147283	-0.1493820854	0.0759551365	0.0356510195	-0.0306595103	-0.0752632322	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.026203241147428	-0.0207949016076725	0.0006866098466302	0.0004324279328727	0.0090050244880615	0.0153203489728355	8.109046603058727e-05	0.0002347130926494	0.0751484591768019	-0.0114281992996581	0.0056472909166474	0.0001306037392327	-0.0006139992917308	-5.099952149320011e-05	3.769951302459241e-07	2.6009511925353796e-09	0.0002250003248425	-4.59997816051e-05	5.062514617923052e-08	2.115979907716896e-09	6.903393130020885e-08	-7.177361194743091e-09	4.765683670761956e-15	5.151451371980396e-17	0.0	0.0	0.0
984.1203365489828	1.4637482419433354	2.1425589157922054	968492.8368092832	1017.2190546018888	-2.3220532172547337	5.39193114376306	1034734.6050451604	927.0122439546406	0.8450830567556977	0.7141653728155538	859351.700441818	958.4938125097686	764.1598491718763	1.028207	16.66441	0.0487059407526943	0.0250620444844394	-0.087265888	-0.0935197361	-0.0459038919	0.1425616519	-0.064865871	0.0104246475	0.1037959786	-0.032534839	-0.0868583183	-0.0595225066	0.1500341532	-0.0702855279	-0.0199103529	-0.0373334083	0.0473762644	-0.0336133801	-0.1044732696	-0.0652810087	-0.0756508758	-0.0452497292	0.1857269058	0.0105766056	-0.0607814246	0.0144258321	-0.0862742289	-0.1348656438	0.0111443196	0.0746357276	-0.0664864524	-0.076380557	0.0910925409	-0.0306486298	-0.0970728903	0.059912999	0.0279316618	0.0626813847	-0.055133664	0.0208260099	-0.0625334256	0.158930841	-0.0336243862	-0.182062802	-0.0391923854	0.0954822142	-0.1220119312	0.0146430053	-0.0334389486	0.0106633321	-0.112711704	0.1695988138	0.1312721185	0.0800248874	-0.1276830097	-0.1367777273	-0.0282166885	-0.0967251989	-0.0291455249	0.0080462892	0.1975490158	0.0013431237	-0.0650303269	0.035214526	0.1390526088	-0.040000728	-0.0270431181	-0.0340222949	0.0664437403	0.0234212455	0.0423859764	0.0201941425	-0.0177694045	0.0178877477	0.0759727033	0.0077811684	0.0890233973	0.0294551727	0.0678048791	0.0599797494	-0.052182509	0.1263988579	0.1030371585	0.0417808048	-0.1374723271	-0.0770104697	0.035976262	0.0478108122	-0.0722595557	0.0382174832	0.0764576858	0.0518999777	0.132827341	0.0061673059	0.1626446023	-0.0153020683	-0.0860914699	0.0427356077	0.0436509108	0.0737581163	-0.1728054388	-0.056241075	-0.0603830503	-0.0706638556	-0.0251769856	-0.1034812997	-0.0947169497	-0.0295046217	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0230090828633251	0.0031941582841029	0.0005294178942113	1.0202647143903184e-05	-6.630549304986744e-05	-0.0090713299811113	4.396418408586019e-09	8.228902762620995e-05	0.0716140493138937	-0.0035344098629081	0.0051285720591327	1.2492053079022702e-05	-0.0009390000582528	-0.0003250007665219	8.817211093987618e-07	1.0562549823988753e-07	-0.000108000030732	-0.0003330003555745	1.1664006638112944e-08	1.1088923681274347e-07	-5.0696463637549614e-08	-1.1973039493775846e-07	2.5701314253533903e-15	1.4335367471951618e-14	0.0	0.0	0.0
985.1287415445022	1.0084049955194132	1.0168806349885078	970478.6374170546	1021.0051765441896	3.786121942300724	14.334719361971008	1042451.5705300316	928.3384689115128	1.3262249568722382	1.75887263623077	861812.3128609718	959.6154404572036	773.1456182734781	1.1051	17.910643	0.0729625969375125	0.0486567895692474	-0.1695153688	0.0234404886	-0.0633474061	0.0445960526	-0.0114920564	-0.1688471879	0.1176126639	0.1563773193	0.0178315853	0.0252592652	0.1821275407	0.0208918478	-0.1321508741	0.0770402857	0.0334019066	0.0442455838	0.0409681261	-0.1254369046	-0.0546879833	-0.0998157812	0.150167247	0.0086905462	-0.088479846	-0.0032762953	-0.1019763251	-0.1245395162	-0.0520925623	-0.0648808948	0.0708329993	0.10047119	0.1401035368	-0.0108242814	0.0456666592	0.1572724445	0.1963036726	-0.0499251854	-0.0195421309	-0.0912999116	-0.0647734668	0.0247162477	0.1837232721	-0.2453030549	-0.1667571154	-0.1795531084	-0.0432130616	-0.0049226838	-0.0117147983	-0.006035435	-0.1164632663	-0.0290306684	-0.0067627171	0.1947725926	-0.1172454086	-0.0700125099	-0.0278439744	0.0417606427	0.0130263276	0.0294882047	0.1163878888	0.0814013907	0.0382121404	0.0037594372	0.1648409072	-0.092410615	0.1647715194	-0.0756260605	0.1845080839	-0.0643679994	0.1457758242	-0.0719538744	-0.1169784367	-0.0697636853	0.0278213361	0.1776263526	0.1609022843	-0.051606243	0.0528456471	-0.1042050301	0.0637861888	0.1167193889	-0.1226307892	0.040232694	-0.0507030109	-0.1618236809	0.0880861274	-0.0242130205	-0.1660872957	0.0862159156	0.1138308541	-0.0036565348	0.047530616	-0.0463948192	0.1220470211	0.0590847944	-0.0730532989	-0.1068816505	-0.0623129083	0.0716309698	0.0216531948	-0.0547869013	0.0828906562	-0.0181903983	-0.1095605157	-0.1241853899	0.0612976958	-0.1412728973	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0334192036774823	-0.0104101208141572	0.001116843174437	0.0001083706153653	0.0023371055952452	0.002403411088295	5.46206256332642e-06	5.776384859339679e-06	0.0248660983898929	-0.0467479509240008	0.0006183228491358	0.0021853709155927	-0.0011889980527276	-0.0002499979944748	1.4137163693900249e-06	6.249899724142212e-08	-0.0001260002247553	-1.8000194023300007e-05	1.5876056638386118e-08	3.240069848764453e-10	-7.479018672689602e-08	-2.4093723089346413e-08	5.5935720306439735e-15	5.805074923061043e-16	0.0	0.0	0.0
983.4804264509752	-1.6483150935270032	2.7169426475489336	967233.749212192	1028.2765081625068	7.2713316183172765	52.87226350354055	1057352.577238878	928.4281551073184	0.0896861958055978	0.00804361371808	861978.8391959788	961.3308763078747	767.4139996088084	1.145083	18.558647	0.0376461385537887	0.018348023001833	-0.1623558033	0.1718434244	0.0147310089	-0.0588994546	0.0753326007	-0.1667660086	-0.0382505927	0.1875566368	0.0449575238	0.1303131605	0.0412890259	0.1281583604	0.0850173554	0.1874668089	0.0275769523	0.0118557596	0.144833285	-0.0838608336	0.0252094547	-0.1253874612	0.032187166	0.0624521326	-0.0259527198	0.0324024503	-0.1033260447	0.056368269	-0.1386023726	0.1188606806	0.0331406713	0.082908734	-0.0125607884	0.1336319875	0.0177593184	0.0736808218	-0.1551634469	0.0965023883	0.007064443	-0.074859123	0.028872864	-0.0935504427	0.0519102388	-0.094088869	0.0504350775	0.0846260003	0.2049012848	-0.0123378552	-0.078646714	0.0352950299	-0.0114095752	0.1356662062	-0.0956858367	0.1596524252	-0.0122495994	0.007091466	-0.0686691824	0.1360076593	0.094215842	-0.0687598008	0.101859214	-0.0612957389	-0.0153593726	0.0242858688	0.0343699082	0.0960964581	-0.0312843526	0.0220065828	-0.0086122195	-0.1419285042	0.0036503953	-0.0486717432	-0.0020518745	-0.1339831782	0.0143110555	-0.2184185196	-0.0726601227	-0.0565989845	0.0668712005	0.0648321307	-0.0877417004	0.086378676	-0.0034258383	0.0090893535	-0.017295128	-0.1470379617	-0.0206212569	-0.1856269703	-0.0653513565	0.0335485147	0.085237859	0.0400961609	-0.0291658877	-0.0864164354	0.1099620795	-0.0263069355	0.0330843002	-0.0262850934	-0.1170841971	-0.0125648225	-0.008674147	0.0877769236	0.0323431141	0.1448017021	-0.0280206876	-0.0359842485	-0.0834695195	-0.2182029604	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.02590152973751	0.0075176739399723	0.0006708892427431	5.651542146773865e-05	-7.082488662035757e-05	-0.0024079304818655	5.0161645647865065e-09	5.798129205497295e-06	0.034785020239596	0.0099189218497031	0.0012099976330691	9.838501066051764e-05	-0.0009389995838139	0.0002499984689136	8.817202184026775e-07	6.24992344591942e-08	-0.0002319998888842	-0.0001059996641289	5.3823948442281155e-08	1.1235928795439609e-08	-1.089027890824974e-07	-3.411260235560138e-08	1.1859817469946915e-14	1.1636696394713809e-15	0.0	0.0	0.0
982.285941003638	-1.1944854473372288	1.4267954839004198	964885.6698934024	1018.9091737629038	-9.36733439960301	87.74695375398588	1038175.9043782032	927.3922480817112	-1.03590702560723	1.0731033657024185	860056.38180205	959.6388544678032	762.4738506782712	1.111708	18.017742	0.0452463596279993	0.026502569614492	-0.0057179773	0.1722750745	0.0368854155	-0.0337522419	-0.0233107034	-0.1052525919	0.0562574367	0.0592167631	0.0800426562	0.1617960996	-0.026474999	0.0579513436	-0.0781034332	0.0464184088	-0.0219929508	0.1151881758	0.0605865652	0.0260849331	0.0741494625	-0.0978394409	-0.1237414938	0.0285073937	0.0099662031	0.0653826287	0.0473251281	-0.0159287726	-0.0481017181	0.1678129499	0.0310458932	-0.0971746913	0.0458298711	0.2044563546	0.0535171485	-0.0819866691	-0.0320979594	-0.0902928515	-0.0869780377	0.0571316087	0.0148300318	0.0742432332	0.1154723334	-0.0179322222	-0.0398588965	-0.0202713355	0.142836633	-0.0191096541	0.0037928145	-0.1375996784	0.1080745907	0.0834961791	-0.0609911926	0.0463308625	0.0866758375	0.1733136429	-0.0343391462	0.0231396597	0.0105456314	0.0074663573	0.041895789	0.0690259076	0.0955241762	0.0820610707	0.0657056524	0.1093543485	-0.0192514545	-0.1037619261	-0.001824479	-0.1558027875	-0.1756828619	-0.0888711575	0.0858343209	-0.0782512691	0.1131870252	-0.0390740728	0.0090947619	-0.0078794542	-0.051436512	-0.1007777072	0.0366925871	-0.0461499269	0.0042944494	-0.0702748361	0.0102743082	-0.0156679937	-0.0547449531	-0.1963733498	-0.0117416995	0.0413070364	-0.0653270568	0.0443847266	-0.0750587562	-0.0439322525	0.0409951236	0.0114301871	-0.0960863077	0.0835823022	-0.0362276403	0.0566351017	-0.0714365008	-0.0376485585	0.0155058344	-0.1770312871	-0.0050849057	0.0626562141	-0.0791705649	-0.0042093985	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.023003959302315	0.002897570435195	0.0005291821435825	8.395914426916142e-06	-0.0110185563362961	-0.0109477314496757	0.0001214085837361	0.0001198528238942	0.0146892854369866	-0.0200957348026094	0.0002157751066492	0.0004038385572568	-0.0009390000522061	-4.683921999175042e-10	8.817210980430584e-07	2.193912529435592e-19	-5.999982874982379e-06	0.0002259999060092	3.5999794500081806e-11	5.1075957516175204e-08	-2.818380116743554e-09	1.0608440896575385e-07	7.94326648245541e-18	1.1253901825613315e-14	0.0	0.0	0.0
982.9431434685893	0.6572024649512969	0.4319150799380605	966177.2232919117	1018.6066177503196	-0.3025560125842048	0.0915401407508535	1037559.4417247458	926.2734292588144	-1.118818822896742	1.2517555584680513	857982.4657508839	958.0550820007512	758.3814671483879	1.034235	16.76211	0.0559972436853691	0.0294421987978856	0.1261165847	0.0310763831	0.0310649944	0.0254107595	0.0261522927	-0.0268415776	0.0652595356	-0.0935109804	0.0091225673	0.0547512282	-0.1048521742	0.0485872302	-0.0294546083	0.0220862561	-0.1517613552	0.0508460508	-0.123453705	0.0590698081	0.0446106048	0.0984800312	-0.0775099948	0.0938440191	0.0099197713	0.0407161841	0.0275450594	-0.0033113073	-0.0037628472	-0.0077514933	-0.0076163744	-0.0686444127	-0.0870191016	-0.0087797118	-0.0552340356	-0.1784741606	0.1282649919	-0.067593878	0.0097012688	0.1432472016	0.0526838162	-0.1097027793	0.0834800613	0.0330451109	-0.1411407099	-0.0153741233	0.119277746	-0.0356165781	0.1299747355	0.0764908773	0.0863444101	-0.0265762424	0.107195037	-0.1134393008	0.0945380023	0.0799579105	0.0128693069	0.0519746885	-0.021628727	0.0252230862	0.0392889178	0.0721230065	0.082067212	0.0541961067	-0.0542102197	0.1074351647	0.0455151852	0.0340508611	0.0033649731	0.0590003096	0.1379427492	-0.0148764957	0.2173221911	0.067689776	-0.0269475631	0.0243766162	-0.0672892363	-0.0167040797	0.0328126491	-0.0749310382	-0.0274575463	-0.2118416184	-0.044325747	0.0633330447	-0.0060022862	0.1237633699	-0.0257115865	-0.0438488032	0.0184425636	0.0793076389	-0.1468262124	0.0449895204	-0.0771936574	0.0405911445	-0.0136924217	0.055842214	-0.043168162	-0.027611538	-0.0081685819	0.1215316655	0.0505150738	-0.050256311	0.098989651	0.0630982938	-0.0858129818	0.0191455677	0.0780364578	0.0104218643	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0335723112791868	-0.0105683519768717	0.0011271000846266	0.000111690063507	-2.237572179808467e-05	0.010996180614498	5.006729259852814e-10	0.0001209159881066	-0.0032856940364212	-0.0179749794734078	1.0795785300973837e-05	0.0003230998870694	-0.0009389996057376	4.46468499974359e-10	8.817202595753682e-07	1.9933412146935421e-19	0.0003229997154294	0.0003289996983043	1.0432881616747338e-07	1.0824080148437466e-07	1.5166925883080109e-07	1.5448763894754464e-07	2.300356407428453e-14	2.3866430587586916e-14	0.0	0.0	0.0
