global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64
2141.2652942297186	n/a	n/a	4585017.060272683	3036.800183820295	n/a	9222155.356450977	n/a	2387.347405715216	n/a	n/a	5699427.6355751725	2543.704082099759	1796.5843698467322	n/a	n/a	n/a	n/a	-0.0224827612	-0.0491494299	-0.038446693	0.0071842691	0.0677620074	0.0507594187	0.0082700776	-0.0541278962	-0.0055032782	0.0042401304	-0.0114106618	-0.0010999024	0.0595604085	-0.049237414	0.0429606397	-0.0032758176	-0.0086521031	0.013257909	-0.0090002478	0.0556956841	-0.0055114546	0.0343795043	-0.0186285344	-0.0316879335	0.0054788249	-0.0383563477	0.0361844223	-0.0017803479	0.0210146091	-0.0340820037	0.0395240891	0.004249907	-0.0693726081	0.0030770173	-0.0382839944	0.0518045059	-0.0026763247	0.0910094014	-0.0080839709	0.0055283377	-0.0032419505	0.0143535729	-0.0835445222	0.083050093	-0.0058638165	-0.0352591743	0.0058421447	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.2573563284037021	n/a	0.0662322797694341	n/a	0.068132981095033	n/a	n/a	0.0046421031128961	-0.1430782717772416	n/a	n/a	0.0204713918547622	0.0096540289569111	n/a	9.3200275100878e-05	n/a	0.0008148804531469	n/a	n/a	6.640301529208971e-07	0.0067022790117256	n/a	4.4920543951017486e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2138.6224046060856	-2.642889623632982	6.984865562706885	4573705.789483116	3006.4624347858603	-30.33774903443464	9038816.371778524	920.3790164763398	2377.948974028088	-9.398431687128324	88.33051817761773	5654641.323081235	2524.203642657014	1799.394941867897	0.962078	35.186363	0.2464727474363152	0.1381547643728344	-0.026167825	-0.0454600921	-0.0216429334	-0.0258626297	0.073015328	0.0141304929	-0.0214992032	-0.0039196283	-0.0216392217	0.000998727	-0.0171840866	0.0212431052	0.0163718661	0.0292245453	-0.0276715963	0.0214976627	-0.0185650283	-0.0325872733	-0.0294325109	0.0052457722	0.0526581572	-0.0205944424	0.0402527397	-0.0267916417	0.0071972636	-0.049307219	0.053360318	-0.0109641131	-0.0055887528	-0.0317581515	0.0378950231	0.0191670847	-0.0949823629	0.0714583961	-0.0246821225	0.0836778405	0.0013530254	0.0767690867	0.0124438804	0.0216657341	0.0266368448	0.0115036806	-0.0846278256	0.0482324603	-0.0099592407	-0.0358039079	-0.0548053798	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.2349153626180253	-0.0224409657856768	0.0551852275939583	0.0005035969453939	0.0570325518466887	-0.0111004292483443	0.0001232195294974	0.0032527119701452	-0.1037446952132725	0.0393335765639691	0.0015471302453136	0.0107629617848948	0.0118308376229481	0.002176808666037	0.0001399687188605	4.738495968533785e-06	0.0017561315374841	0.0009412510843371	8.859536037659546e-07	3.0839979769462687e-06	0.0063483832453333	-0.0003538957663923	4.030196982962856e-05	1.2524221347039356e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2132.508764619299	-6.113639986786438	37.37659388803408	4547593.631178129	2988.7428052747573	-17.719629511102994	8932583.556081627	313.9852700107521	2378.509474981399	0.5605009533110206	0.3141613186625628	5657307.32257629	2525.560295623987	1792.510511686131	0.841144	30.763418	0.4281666890058177	0.1714148602779074	-0.0221817459	-0.0642570061	-0.0270412832	-0.0327304562	0.0166082514	0.0211646139	0.0183154163	0.0773312025	-0.0156302597	0.0065061838	-0.0225084488	0.0060642556	0.0134778094	-0.0348327706	0.0089122199	0.0177821134	-0.0093439596	-0.0079109791	-0.0275221084	0.0084185846	-0.0133628786	0.0435561647	0.0470180344	-0.0380420662	0.0034707981	-0.0623457459	0.0549281005	-0.0134672808	0.0201645519	-0.052651263	0.051789469	0.0257982503	-0.0910592523	0.0619727668	-0.0501624421	0.1020929375	-0.020273277	0.121856359	0.0069914913	0.0656017237	0.0396969722	0.0047319846	-0.0717146886	0.0509724341	-0.0104317684	-0.0358055258	-0.0512606883	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	0.2085887921173252	-0.0263265705007	0.0435092841969647	0.0006930883143283	0.1299331087113273	0.0729005568646385	0.0053144911911744	0.0168826127393895	-0.1928058910873815	-0.089061195874109	0.0079318966105264	0.0371741116379992	0.013830521975219	0.0019996843522709	0.000191283338107	3.998737508717088e-06	0.0027232378346988	0.0009671062972147	9.352945901123276e-07	7.416024304335009e-06	0.0081791599111751	0.0018307766658418	6.689865685257389e-05	3.3517432001908217e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2129.8181267382856	-2.690637881013572	7.239532206745205	4536125.25298298	2990.439800365551	1.6969950907937346	8942730.199610356	2.8797923381780355	2369.186381022136	-9.323093959262678	86.92008097324025	5613044.108020767	2515.3568829387223	1772.2095357129674	0.831624	30.415237	0.4639297069144619	0.2149218583990513	-0.03470768	-0.0530781246	-0.0195843916	-0.0181548699	0.0633468186	0.0199675239	-0.0439174045	0.027961321	-0.0221170265	-0.0067188316	-0.049982358	0.0314319112	0.0169779062	0.0426324779	-0.0366452834	0.0262847291	-0.0016926907	-0.0494978646	-0.0467784492	-0.0174533839	0.026796004	-0.0329355109	-0.0069008324	-0.0281813075	0.0087949926	-0.0496113666	0.0528814446	0.0013232655	0.0016271198	-0.0311787869	0.0492746227	0.0506733143	-0.0998361329	0.0655651143	-0.021578733	0.104953248	-0.0071615999	0.0796742348	0.0486431199	0.0093657809	0.017325293	-0.0058890983	-0.1134196806	0.0144828908	-0.0221775511	-0.0292759669	-0.0222607868	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	0.2205322924512387	0.0119435003339135	0.0486344920137986	0.0001426472002261	0.0156858916645745	-0.1142472170467528	0.0130524266029278	0.0002460471973127	-0.0120577828760559	0.1807481082113256	0.032669878621973	0.0001453901278861	0.0124541141643626	-0.0013764078108563	0.0001551049596189	1.8944984617865049e-06	0.0015558031336866	-0.0011674347010122	1.362903781127445e-06	2.420523390789044e-06	0.0075831847965943	-0.0005959751145808	5.750469165929893e-05	3.551863371995988e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2126.8236029507043	-2.994523787581329	8.96717271439043	4523378.638068215	2996.419867713172	5.980067347621116	8978532.023626223	35.76120548208425	2371.5215111142115	2.33513009207536	5.45283254691588	5624114.277677434	2521.449814673184	1756.0994005443092	0.832926	30.46286	0.1640562081025565	0.1061792026019095	-0.0343912474	-0.0591223855	-0.0337647254	-0.0187373123	0.0063639077	0.0318788271	0.0370592837	0.0769075907	-0.0192667519	-0.0123057954	-0.0374591361	-0.0220548719	-0.0079491964	0.0071343456	-0.0094079815	0.0153395322	-0.0120116376	0.0201304679	-0.0288968663	0.0082127257	-0.0103283199	-0.001054116	0.0479514805	-0.025595707	0.0098985791	-0.0398002422	0.0377762834	0.0106832989	0.0166702734	-0.0150665514	0.0516055982	0.0456039233	-0.082176464	0.0137849729	-0.026034529	0.0723548596	-0.0181094215	0.0997194325	0.0343395502	-0.0216958999	-0.0126193572	-0.0591936379	-0.0971125349	0.0120398992	-0.0314151091	-0.0441512546	0.0170199626	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.1927293284450968	-0.0278029640061419	0.037144594042898	0.0007730048075268	0.0117175495549446	-0.0039683421096299	1.5747739099061887e-05	0.0001373009675725	-0.0236646328462057	-0.0116068499701498	0.0001347189662295	0.0005600148477457	0.0105403763615347	-0.0019137378028279	0.0001110995338427	3.662392377972559e-06	0.0015359956002491	-1.980753343749984e-05	3.923383808776744e-10	2.3592824839845933e-06	0.007103169092527	-0.0004800157040672	5.045501115703085e-05	2.304150761512253e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2132.314343598898	5.490740648193878	30.148232865728527	4546764.4599176	2996.794310423705	0.3744427105330032	8980776.138987891	0.1402073434713024	2384.272848074777	12.751336960565368	162.59659428188044	5684757.014066609	2535.0672370235934	1781.6010068607902	0.7777509999999999	28.444939	0.1256373820106701	0.0695965640549629	-0.025968691	-0.0364729809	-0.0280124101	-0.0044131723	0.0068515057	0.0179735307	0.0308775557	0.0578530209	-0.0002641711	0.0225072155	-0.0241568273	-0.042027862	0.0183787021	-0.0066191107	0.0182988678	-0.0040300379	0.0009233516	0.0332068227	-0.0186775403	0.0413337514	-0.0265137879	0.0169422606	0.0599736854	-0.0203853238	0.0050524619	-0.0242968465	0.0267001813	0.0004727919	0.0082199899	-0.0059843209	0.0501130179	0.0017012435	-0.0794528674	0.0053920363	0.0155842761	0.0786784484	-0.005508318	0.0709129478	0.0065385984	-0.0410563125	-0.0248994347	-0.0788147358	-0.043113778	-0.0100821992	-0.0535104778	-0.0319144443	0.0362172855	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.1799204430702019	-0.0128088853748948	0.0323713658345777	0.0001640675445471	0.0251321177353389	0.0134145681803943	0.0001799506394664	0.0006316233418629	-0.0517807163075616	-0.0281160834613558	0.0007905141492059	0.0026812425813241	0.0095181479000755	-0.0010222284614592	9.059513944771163e-05	1.044951027417245e-06	0.0015249894183646	-1.100618188450012e-05	1.2113603967469858e-10	2.325592726124001e-06	0.0067104468359902	-0.0003927222565368	4.503009673865088e-05	1.5423077077935646e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2134.9982620410888	2.6839184421905884	7.203418204330755	4558217.578918469	2991.063370300843	-5.730940122862194	8946460.085155437	32.84367469183174	2378.9377325148807	-5.335115559896167	28.46345803744619	5659344.7351830425	2522.649710986079	1814.6392542399333	0.787053	28.785135	0.1820265005591	0.0892398327372045	-0.0287525192	-0.0172663435	-0.0259647212	-0.0217186503	0.0032908938	0.0017650386	-0.0024148625	0.0174431228	-0.0004328218	0.0053088935	-0.0062178276	0.0144203031	-0.0008467974	0.0094802128	-0.0061974184	0.0145352027	-0.0041715958	0.0060630506	-0.0170366116	-0.0094839183	0.017984103	-0.0126324326	0.0427618967	-0.0159721598	0.0105058752	-0.0215129967	0.0245469294	0.0073971503	-0.017293631	0.0014599584	0.0170128173	0.0122258582	-0.0569634582	0.0286719839	0.0132782526	0.0542872812	0.0159914504	0.0205626325	-0.0197845792	-0.0223059002	-0.0166616819	-0.0407310636	0.0314335749	-0.0048521886	-0.0273932295	-0.0235434024	0.008231161	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.1547018347472999	-0.025218608322902	0.0239326576741808	0.0006359782057439	0.0101022874055303	-0.0150298303298086	0.0002258957997428	0.0001020562108239	-0.0329727290815071	0.0188079872260545	0.0003537403834954	0.0010872008630824	0.008319041573776	-0.0011991063262994	6.920645270621346e-05	1.4378559817714822e-06	0.0015067864531932	-1.8202965171399983e-05	3.3134794103120075e-10	2.270405415526544e-06	0.0054683546338544	-0.0012420922021357	2.990290240159689e-05	1.54279303860656e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2133.9747401702325	-1.023521870856257	1.0475970201210925	4553848.191684611	2975.708392993824	-15.354977307019	8854840.440133886	235.7753280990684	2377.965829031808	-0.9719034830727652	0.9445963804089724	5654721.484042934	2520.9341014420907	1806.6039594638848	0.687536	25.145451	0.1334716146447009	0.0646144178062328	-0.0283953332	-0.0163390057	-0.0234688693	-0.0229627826	-0.0191930371	-0.0060688425	-0.0425569256	0.0553552408	-0.0216956576	0.0056084401	-0.0027588755	0.0196396876	0.0195671804	0.0169261518	-0.004652162	0.0216558454	-0.0071139944	-0.0156463312	-0.0299707987	-0.0084140969	0.0083514616	-0.0009001674	0.0135760027	-0.0178480174	0.0094807107	-0.0240685796	0.0279856965	0.0076365822	-0.0093776015	0.0064561352	0.0237823593	0.0139727597	-0.0633164664	0.0319740001	-0.000470913	0.0468151217	0.0198771041	-0.0031419677	-0.0055957759	0.0001743544	-0.0197784133	-0.0492085942	0.0200469966	0.0019023319	-0.0549504348	-0.0254920493	0.0108664402	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.1566794095591035	0.0019775748118036	0.0245484373797892	3.910802136280069e-06	0.051357581050766	0.0412552936452357	0.0017019992537546	0.0026376011313859	-0.0532394089848438	-0.0202666799033367	0.0004107383143043	0.0028344346690554	0.0086786939322775	0.0003596523585014	7.531972837015029e-05	1.2934981897569117e-07	0.0006987524932946	-0.0008080339598985	6.529188803494122e-07	4.8825504688542e-07	0.0057001096411408	0.0002317550072863	3.24912499210263e-05	5.37103834023193e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2136.063596757913	2.088856587680312	4.363321843895434	4562767.689394351	2973.232475074562	-2.475917919261974	8840111.350838006	6.130169542922543	2380.385889834449	2.420060802640819	5.856694288478526	5666236.984522941	2523.0986933805507	1823.383227255816	0.764194	27.94911	0.2053696801939402	0.1151995194779504	-0.0174697397	-0.0101153382	-0.0361548253	-0.0229041857	-0.0347312137	-0.0290185468	-0.0466278669	0.045794508	-0.0105410428	0.0132735354	0.015205577	0.0395735861	-0.0267924382	0.013289609	-0.0117418646	0.0097116237	0.0141650501	-0.0046089163	-0.0089372097	-0.029376178	-0.0050803879	0.0168722846	-0.0121601195	-0.0139618847	0.0060333343	-0.0194324084	0.0150964177	0.020295594	-0.0078422255	0.0115789454	-0.0151211235	0.0088065906	-0.0237919836	0.0059558126	-0.0199939461	-0.0103090687	0.0383895229	-0.0618260142	-0.0204842851	0.0352547913	-0.0338486252	-0.0252678498	0.0426468042	0.0037914557	-0.0181110498	-0.0335962062	-0.0036920999	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.1374313647925191	-0.0192480447665844	0.0188873800287344	0.0003704872273364	0.0482970493317935	-0.0030605317189725	9.366854402836795e-06	0.0023326049741576	-0.0699835791541971	-0.0167441701693533	0.0002803672346602	0.0048977013512317	0.007049055379946	-0.0016296385523314	4.968918174954565e-05	2.6557218112451045e-06	0.0009570358874531	0.0002582833941585	6.671031169803507e-08	9.159176898731428e-07	0.0042616929168502	-0.0014384167242906	1.8162026517531165e-05	2.069042672718901e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2133.016837986956	-3.046758770956785	9.2827390084021	4549760.831135872	2994.7424886205176	21.510013545955644	8968482.57314901	462.6806827471953	2378.8673752557665	-1.5185145786822432	2.3058865256705103	5659009.98905626	2522.287022908529	1797.5425580510123	0.850465	31.104324	0.3343008933491048	0.1477798847188971	-0.0076802727	-0.005982071	-0.014282835	-0.003540487	-0.0659095439	-0.0085626884	-0.0493176728	-0.0061554533	-0.0212151846	0.014706897	-0.0042950539	0.0045737317	-0.0048789108	-0.0532587578	-0.0505259066	0.0175096659	0.0272078354	0.009581447	0.0142005596	-0.0216303822	-0.0270595355	0.0423861993	-0.042203935	-0.0082315904	-0.0014823826	0.00550285	-0.0064470797	0.0058947439	0.0211961954	-0.0071495604	-0.0487779119	0.0033248579	0.0205265633	-0.0253072567	-0.0358889297	-0.0649156381	0.0210228177	-0.0894808509	0.039430063	3.18303e-05	-0.0455674774	-0.0197690062	0.0045935072	0.0343051627	-0.0198191082	-0.0003054172	0.0430431317	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.1050663697584184	-0.0323649950341007	0.0110389420542126	0.0010474929035573	0.0372169795346621	-0.0110800697971314	0.0001227679467093	0.0013851035656834	-0.0236308425110394	0.0463527366431577	0.0021485761943099	0.0005584167177815	0.0050157552997186	-0.0020333000802274	2.5157801226655223e-05	4.134309216252752e-06	-0.0005038175477936	-0.0014608534352467	2.1340927592720845e-06	2.5383212146475645e-07	0.00286578459483	-0.0013959083220202	8.212721343964948e-06	1.9485600434852502e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
