global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
872.7462382075064	n/a	n/a	761685.9963053535	939.4902861485116	n/a	882641.9977674122	n/a	768.0747094484839	n/a	589938.7592943729	n/a	793.6255526973624	705.4332070950262	n/a	n/a	n/a	n/a	0.0041687875	-0.0979689437	0.0728910392	-0.0855826348	0.0438177339	-0.0435756845	0.0784556239	-0.0167354769	0.0053616365	-0.1248136032	0.157885152	-0.0080327021	0.0964080788	-0.0771471961	0.0986500249	-0.0565352903	0.0313055322	-0.0440642569	0.0318029853	-0.0392806674	0.1535633308	-0.0113644107	0.1573469803	-0.017603649	0.1658949726	-0.0772728144	-0.028261834	0.0466230096	-0.0798291274	0.1999613833	-0.0020286821	0.0788985558	-0.1417936398	0.0378243182	-0.0378695186	0.0004075541	-0.00027537	0.0214952017	-0.0240604482	0.1055125647	-0.1342428201	0.0345213957	-0.1017749129	0.1312054362	-0.0910696933	-0.0283778708	0.0811052901	-0.0087088352	0.0090098229	-0.0206470313	-0.0323599439	0.0117058672	-0.0004583113	0.0813471015	-0.0986941009	0.1710777528	-0.0904807707	0.0278728507	-0.0767007638	0.132172908	-0.0212443442	0.0216800301	-0.0218888664	-0.167556615	0.0111601597	0.0058799106	0.0947613875	-0.2552319192	0.0512697547	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1082436783429869	n/a	0.01171669390122	n/a	0.0010905392529991	n/a	1.1892758623318348e-06	n/a	0.2361568936047859	n/a	n/a	0.0557700783970621	-0.0053223382197492	n/a	n/a	2.8327284125403084e-05	-0.003632002318894	n/a	1.3191440844451392e-05	n/a	0.0014908507404911	n/a	n/a	2.222635930422861e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.9438514973215	-2.802386710184919	7.853371273421054	756802.3047579937	921.435034458454	-18.055251690057617	849042.5227274522	325.9921135913284	767.6081768980121	-0.4665325504718112	589222.3132406898	0.217652620649733	793.3821904574469	700.0530257333538	1.432726	38.998188	1.095470340415	0.716961122954956	-0.1134977133	-0.213721681	0.1151065562	-0.0444610751	-0.0456077971	0.0502069851	0.1565626502	0.0060520001	-0.1003788078	-0.0230908019	0.2005356914	0.0337339628	0.2696342961	-0.0852275592	0.0019563185	0.0986754377	0.0608622366	-0.0040692158	0.0022173363	-0.1500998698	0.0430515792	0.0781996317	0.1785067069	-0.037769996	0.0599414403	0.0980495912	-0.2424451889	-0.0479717889	-0.2846800462	0.1114141052	0.0316531508	0.2237373457	-0.1109766171	-0.1559902667	-0.0772402377	0.0179913611	0.0049469084	-0.0463687099	-0.0474123699	0.0626418616	-0.1413272232	0.0451313312	-0.007566228	0.0931528362	0.0053077461	-0.1282799421	0.2304523925	0.0135493394	0.1119287441	-0.2142123605	0.0608329829	-0.0569441479	-0.0267062137	-0.0057380975	-0.0860681142	0.3121500355	-0.4058685027	0.2062619718	-0.0545206778	0.1115543444	0.2406929804	-0.0930450007	0.2002395502	0.1324159788	-0.1168231963	0.0751809877	0.0082784404	-0.1214075367	-0.0340284797	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0918297774302345	-0.0164139009127523	0.0084327080228864	0.0002694161431736	0.1480482369574645	0.1469576977044654	0.0219182804662135	0.021596564914597	0.4052333266096681	0.1690764330048822	0.0285868401976544	0.1642140489951379	-0.0180498011933647	-0.0127274629736155	0.0001619883137447	0.0003257953231199	-0.0041509909917749	-0.0005189886728809	1.723072621379637e-05	2.693492425786783e-07	0.0035048452698527	0.0020139945293616	4.056173964298452e-06	1.2283940365608845e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870.5967785204792	0.6529270231577584	0.426313697569652	757938.7507702364	933.848968744278	12.413934285823984	872073.8964247514	154.10576445275623	767.9674895938081	0.3593126957960066	589774.0650730158	0.1291056133601936	794.365210263444	712.430053925657	1.36509	37.157169	0.6357020727140766	0.5131002609668851	-0.0012125214	-0.1141735711	0.0299434479	-0.0766531786	-0.0810754805	-0.0196778636	0.1185163071	-0.0223156795	-0.0401916382	0.0443335751	0.1126600149	0.0081361945	0.1455791258	-0.0512933331	0.0666369943	0.0393691359	-0.0011133403	0.0288157611	0.0455107584	-0.0180668526	0.0696488711	-0.0904486396	0.1240358435	0.0485737521	0.1447840595	0.0461090421	0.0407703236	-0.0452343569	-0.1649906985	-0.0573129673	0.0028879525	0.1168077758	-0.0673973835	-0.0792923689	-0.0773375445	0.0392776346	0.0260665387	0.0308491496	0.0151962468	0.0418178889	-0.0454445707	-0.0677622944	-0.1020253122	0.1028255221	-0.1464755962	-0.0478173696	0.1466151335	0.0203704745	0.0020760933	-0.033437084	-0.0390649567	-0.0035366818	0.0031804452	0.0161385889	0.0028118721	0.0592987608	-0.082863878	0.0522160465	-0.0190342062	0.080507786	0.0653142894	-0.091247526	0.0880982726	-0.0550766558	-0.0550653171	0.0714915502	0.1201479732	0.0175994626	0.0035061656	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0805602839640613	-0.0112694934661732	0.0064899593523701	0.0001270014829841	0.1424138323491206	-0.0056344046083438	0.0202816996443634	3.1746515290526805e-05	0.3017918091407736	-0.1034415174688945	0.0107001475362676	0.0910782960644611	-0.0087541648587447	0.00929563633462	8.640885486550754e-05	7.663540237408062e-05	-0.0035297176205832	0.0006212733711917	1.2458906481055528e-05	3.8598060175190006e-07	0.0031146218322511	-0.0003902234376015	1.5227433125360965e-07	9.7008691579352e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.4031500033019	-1.1936285171773309	1.424749037018953	755861.8372356639	922.1209502586952	-11.728018485582766	850307.046905999	137.54641759817108	767.0014871427328	-0.9660024510752692	588291.2812791637	0.9331607354834278	792.3376459505398	715.7092227273358	1.094223	29.784288	0.7118160981316121	0.3493309270536678	0.0317636674	-0.0795535923	-0.0221016981	-0.0749848995	-0.01071307	0.0100494056	0.1195407855	-0.0621408117	-0.0196633043	0.0826626442	0.0223398672	6.18976e-05	-0.0538729584	0.0302415704	-0.011724513	0.0465308836	0.0059690278	0.0500971272	0.1632941207	-0.0528750687	0.0375556624	-0.1399908315	-0.0807964913	-0.0578298295	0.0303847871	-0.0151486025	-0.029634939	0.0033246187	0.0824315859	-0.097089764	0.0053197675	-0.0507482339	0.0758944524	-0.0386945059	-0.0198736789	0.078823427	0.0305704044	-0.0466116528	0.0955280812	-0.0101408759	-0.0093771276	-0.109685126	-0.089703167	-0.0574291529	-0.0379807748	0.0089172158	0.0378993171	-0.0540873044	-0.0596115429	-0.006928789	-0.0656502725	0.0828121299	-0.0609946834	-0.008264704	0.1027758821	-0.0560018029	-0.0266941112	0.0176715337	-0.0109333238	0.0708505145	0.017324773	0.086523672	-0.1003244539	-0.0126949392	0.0604712515	-0.0592083964	0.1235915582	0.0393706113	0.1102559832	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0443574420925614	-0.0362028418714999	0.0019675826689949	0.0013106457595728	-0.0128457936474859	-0.1552596259966065	0.0001650144144337	0.0241055514646061	0.144885967511243	-0.1569058416295305	0.0246194431374713	0.0209919435816689	-0.0044188454270876	0.0043353194316571	1.879499457450365e-05	1.9526194908492997e-05	-0.0021534531324949	0.0013762644880883	4.637360393852098e-06	1.8941039411729508e-06	0.001557249979317	-0.0015573718529341	2.425407088311393e-06	2.425027498082797e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.1248041916982	-4.278345811603685	18.3042428836668	748440.9268277242	922.398798575768	0.2778483170727668	850819.5436140201	0.0771996873001687	764.6407815763266	-2.360705566406182	584675.5248496557	5.572930771261132	789.95605918951	696.7929828712327	0.910642	24.787277	0.1045339024199159	0.0604336761925707	0.0285755717	-0.0388724006	-0.0344968962	0.0639235337	-0.0006775013	-0.0047978161	0.0318844043	-0.0447611575	0.0898362562	0.181686403	-0.0135421428	0.0411972664	-0.0931609766	0.0261423331	-0.0707309444	0.0705805256	-0.1109295224	0.0189650478	0.0453217714	-0.0920136647	0.034052658	0.0702106447	-0.0650806031	-0.0097220402	-0.0149694276	0.0896206271	-0.0472124528	-0.032787349	0.161911549	0.0761064955	0.034281068	-0.0912295058	0.1083436879	-0.0446518701	0.0053649669	0.0162374523	0.1309241401	-0.0725075402	0.024285749	0.0356291942	-0.0195062802	0.0058973034	-0.0026340648	0.1327377546	0.1014473227	0.0133902416	0.0156683093	-0.0565610272	-0.0422563185	0.0136782878	-0.0344344304	0.0443382502	-0.0542071874	-0.0066301795	0.0502644384	-0.0070089697	0.070472819	0.039760763	-0.0263102366	-0.0666222517	0.0430228769	0.0212147091	-0.1408631687	-0.0027921673	0.0785306785	-0.0561445605	-0.181366451	0.0193036458	0.0427663502	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0470172096259773	0.0026597675334159	0.002210618001013	7.074363331813312e-06	-0.0231223099394668	-0.0102765162919809	0.0005346412169367	0.0001056067870993	0.1439070024351139	-0.0009789650761291	9.583726202804573e-07	0.0207092253498598	-0.0034280485086674	0.0009907969184202	9.816785335509649e-07	1.1751516577776784e-05	-0.0018487913697851	0.0003046617627098	3.418029528991866e-06	9.28187896574426e-08	0.0010403355900792	-0.0005169143892378	2.6720048580108784e-07	1.0822981399854372e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.0011387465871	-1.1236654451111008	1.2626240325367282	746497.9677553993	918.2058370113372	-4.192961564430789	843101.9591216902	17.580926680793887	765.3719540435488	0.7311724672222226	585794.2280364402	0.5346131768238322	790.5179864555337	682.335184270893	0.760576	20.702541	0.1548982386992233	0.0798285485061847	-0.000290831	-0.0571783115	-0.0203237357	0.1316995872	0.0119661258	0.0216563906	-0.042363551	0.0196453302	0.0611139883	0.0912419665	0.0347181527	0.0307862168	-0.0636377727	-0.0470614744	-0.0558152289	0.0253559644	-0.1339055462	0.023461971	0.05691839	0.0397802539	0.0417540454	0.077263339	-0.0874716513	-0.0084004191	-0.0817088029	0.0716571327	-0.027662289	-0.1313151305	0.0356691145	-0.0135096163	0.0248330666	-0.0557790464	0.0482523865	-0.0423322691	0.0389234542	-0.0361730673	0.1207512	-0.0027819681	0.0572876389	0.0532687324	0.0829686917	0.0088512365	0.0145192866	0.0612720506	0.0406020732	0.0024623343	0.0382360621	-0.040808745	-0.0313424447	0.0074009723	-0.041985126	0.0092141954	-0.0328813791	-0.0172767252	0.0314650981	-0.0264161403	0.0804146887	0.0209313314	-0.0285827014	0.0138828278	-0.00206356	0.0926547876	0.0043323527	0.0544409745	0.0010324958	0.0018744334	-0.053622658	0.0319323372	0.0668849462	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0398651330552013	-0.007152076570776	0.0015892288335089	5.115219927424303e-05	0.0331224844852187	0.0562447944246854	0.0010970989784735	0.0031634768998751	0.1776704785062008	0.0337634760710869	0.0011399723164028	0.0315667989326223	-0.0042651293756453	-0.0008370808669779	7.007043778604728e-07	1.8191328590992465e-05	-0.0015998739716913	0.0002489173980937	2.5595967252952942e-06	6.195987107378724e-08	0.001109095157661	6.875956758179997e-05	4.7278781340361175e-09	1.2300920687470783e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.8873308102466	4.8861920636594505	23.8748728829686	754965.1936425548	928.1219980533308	9.916161041993632	861410.443270507	98.33024981075224	767.6016848724668	2.2297308289179227	589212.3466190498	4.971699569427007	792.7200701566202	692.6551323279649	0.915857	24.929245	0.1269963296126047	0.0606391927857298	0.0293538619	-0.0407298932	-0.0699165303	-0.0432639115	0.0178994535	-0.0050749543	-0.0013377962	0.0323629591	0.020604508	-0.0598881226	0.0324106288	-0.0174732986	0.0116947782	-0.0574068656	0.0109443005	-0.0361772637	-0.0016372919	-0.0277089853	0.0602046237	0.0625451571	0.1166325396	0.0220142666	0.0722342069	0.0873146757	-0.0082710831	0.0305625611	0.1885887624	0.1619888057	-0.001461472	-0.0818153606	-0.0143759596	-0.0022105807	-0.0662775799	0.0215605058	0.0205996526	-0.0178984996	0.016003555	0.0183730007	0.0276343641	0.1456175547	-0.0799782298	0.0349765621	-0.043876663	-0.0525921243	-0.1202172431	0.0072006235	0.0236674158	-0.036445516	-0.0494238003	0.0006560173	-0.0459292412	0.0640970341	-0.0122921095	-0.0130383734	0.0205541654	-0.045063382	-0.0027048557	-0.0499554063	0.0127569072	0.0436230497	-0.0448352912	0.0896362873	-0.0265734786	-0.1148396596	-0.0218004347	0.0107598208	0.1445330396	0.0385194005	0.1272013785	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0605315693409664	0.0206664362857651	0.0036640708868802	0.0004271015887535	0.0052717581276482	-0.0278507263575705	2.7791433756424854e-05	0.0007756629586442	0.1379407573608517	-0.039729721145349	0.0015784507422871	0.0190276525412853	-0.003820822592758	0.0004443067828872	1.9740851731966225e-07	1.4598685285329964e-05	-0.0013789164908635	0.0002209574808278	1.9014106887753089e-06	4.8822208333767614e-08	0.0009993705048977	-0.0001097246527633	1.2039499424026774e-08	9.987414060594837e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
871.1783678680337	2.291037057787093	5.248850800153742	758951.748641211	922.2958525144136	-5.826145538917217	850629.6395652889	33.94397184064499	769.0802054527962	1.478520580329473	591484.3624193153	2.1860231064578017	795.014529018569	705.9530054149513	0.814821	22.179083	0.1077110224337398	0.0543356983545164	0.0272712824	-0.042810384	-0.0125160015	-0.0893941061	0.0456871428	0.0014879011	0.0376226917	-0.0227685178	0.0105608502	0.027328549	0.0410220185	-0.0375567066	0.011816959	0.0905324084	0.0412123461	0.0515139292	0.0655920034	0.0802576833	0.0957114037	0.0170470412	-0.03079064	-0.0352396603	-0.013904202	-0.0529441128	-0.0237749909	-0.078387498	0.0028747893	0.0892617573	-0.03406214	0.099740524	-0.0205741765	0.004754373	0.0386562189	-0.0257780214	-0.0490059023	0.1221389922	-0.0565204712	0.0118922681	0.0558176574	-0.012903817	0.025674664	-0.0353227098	0.0419792698	-0.008923485	0.0637369543	0.013640527	-0.001272002	-0.0577409819	-0.0500081203	-0.0019654261	-0.0489920357	0.0609261895	-0.0291987347	-0.0193539788	0.0337824608	-0.0629145346	-0.0101603423	-0.037494975	-0.0247715749	-0.01385468	-0.0398525015	0.0261292444	-0.0964706396	-0.0068377446	0.0296248598	-0.1201003442	-0.0012355876	-0.0052271901	0.1024873137	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0651265415099118	0.0045949721689454	0.0042414664090422	2.111376923338281e-05	-0.0068285447508174	-0.0121003028784656	4.662902341391587e-05	0.0001464173297506	0.1006740836539279	-0.0372666737069238	0.0013888049691783	0.010135271119558	-0.0034191522727831	0.0004016703199749	1.6133904594873865e-07	1.1690602264477837e-05	-0.0010076958282685	0.0003712206625949	1.0154508823097383e-06	1.3780478033747077e-07	0.0006972800138795	-0.0003020904910181	9.125866476361712e-08	4.861994177557956e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.6453753364138	-4.532992531619811	20.548021291720985	751074.2065919937	926.0516636555012	3.7558111410876336	857571.6837591216	14.106117327517993	767.4522404736812	-1.6279649791150632	588982.941408073	2.6502699732251083	793.4279324100595	710.4622891386113	0.876156	23.848576	0.1669196078860865	0.0846957063844561	0.0390858469	-0.0411933933	-0.0804229658	-0.0076231864	-0.0295875696	-0.0131006393	0.0127222246	0.0795962044	0.0188495931	0.1657956181	-0.1208019163	-0.0087940819	-0.0424624453	0.1106402428	-0.0300329782	0.1176460995	0.0290679502	0.0236283608	0.0529450963	0.0382938365	0.0308555315	-0.0794134272	-0.0335428186	-0.0862597885	0.0255581437	-0.1578821457	0.0750687567	-0.0099880749	0.0581729526	0.0372790877	0.0014507978	-0.0468207024	0.133737368	-0.0781197742	-0.0441148711	0.0490519769	-0.0418959897	-0.0223600401	0.0404754762	-0.0098340367	0.0717178203	-0.0729213813	-0.0717738804	-0.0713811871	0.030902229	0.0180901199	-0.0269755214	-0.0654684265	-0.0534802291	-0.0175286422	-0.0259309253	0.0819328473	-0.0297350035	-0.0067088751	0.0476593485	-0.0593226614	0.0555270445	-0.0479397416	-0.0965105656	-0.0231880604	-0.0469586782	0.0573961919	-0.0680290525	0.0304069119	0.0006607501	0.0064716849	-0.1844376764	-0.0155697179	0.1155562863	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0603861924947892	-0.0047403490151226	0.0036464922440177	2.2470908785173827e-05	-0.0643515312740277	-0.0575229865232103	0.0041411195773121	0.0033088939785494	0.0781018214616793	-0.0225722621922486	0.0005095070204756	0.006099894515632	-0.0024143702974211	0.001004781975362	1.009586818012363e-06	5.82918393306925e-06	-0.0007099337771621	0.0002977620511064	5.040059679556463e-07	8.86622390790904e-08	0.0003581438372378	-0.0003391361766417	1.1501334630715036e-07	1.2826700815141576e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.1708489102158	-3.4745264261980537	12.07233388634862	745063.9144083826	918.1034251359793	-7.948238519521965	842913.8992464166	63.17449556321272	764.4242064221071	-3.028034051574082	584344.3673640682	9.16899021749215	789.8859643519098	684.892976740306	0.815405	22.194983	0.1232013496026957	0.0725149485757499	0.0090507144	-0.0154568524	-0.0928325511	0.117318525	-0.0011450576	0.0186654417	-0.0885914525	0.1125207981	0.0012432699	0.0737109771	-0.0927713408	0.0534458043	-0.1206146065	0.0299663732	-0.1295774719	0.0279886041	-0.0964551599	0.0440806987	0.0270264238	0.0701159765	-0.0004475317	0.0231343634	-0.0613674461	-0.1434209225	-0.0727662895	-0.1112399521	-0.0220260226	-0.0199432061	-0.0245143468	-0.042340916	0.0428711787	-0.09377219	0.1321328726	-0.0595220948	0.0825414715	-0.0560580888	0.0448753722	0.02718006	0.0362630224	-0.0084187065	0.1380211274	0.0184255337	-0.0214838444	-0.0442457949	0.0842321762	0.0112529055	-0.0325818641	-0.0508228231	-0.0275429127	-0.0098844454	-0.0105878899	0.0162278822	-0.0252996055	-0.0244801942	0.0230602453	-0.0992872896	0.1149728745	-0.0215872764	-0.0706953113	0.0195247456	-0.0297656165	0.059019188	0.0201395824	0.1185352461	0.0021258793	0.0642639521	-0.176542745	0.1105529317	0.1290662676	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0467457308413656	-0.0136404616534236	0.0021851633518933	0.0001860621941185	0.0023064402500381	0.0666579715240658	5.3196666269958125e-06	0.0044432851677031	0.0953624952786356	0.0172606738169563	0.0002979308606153	0.0090940055057677	-0.0028368620119975	-0.0004224917145764	1.7849924888570653e-07	8.047786075114505e-06	-0.0008000090094575	-9.007523229539994e-05	6.400144152131702e-07	8.11354747307026e-09	0.0003578659319446	-2.7790529319996664e-07	7.723135198855942e-14	1.2806802524657708e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
