global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
574.9115977151639	n/a	n/a	330523.34518740245	812.7205647357345	n/a	660514.7163443711	n/a	551.5650554644225	n/a	n/a	304224.01040947146	643.410979785021	516.6929623072101	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0849947747026931	n/a	n/a	0.0072241117267615	0.0006092886554256	n/a	n/a	3.712326656303356e-07	-0.1190386489353301	n/a	n/a	0.0141701999403487	-0.0017959800959612	n/a	3.2255445050888007e-06	n/a	-0.0002896227745219	n/a	n/a	8.388135152176336e-08	0.0001362403479232	n/a	n/a	1.8561432402234587e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
563.4339953802468	-11.477602334917153	131.73535535849564	317457.8671501479	782.3985195491214	-30.32204518661308	612147.4433926569	919.4264242990056	549.1553807593508	-2.409674705071666	5.80653218426222	301571.6322169476	631.3569783218679	488.1209009352999	1.454686	41.632225	0.1710114346885023	0.1023961480777718	-0.1109141089	-0.136827896	-0.0526449754	-0.0234313807	0.0333145176	-0.2296848558	0.0952372187	-0.2915146494	0.0373415462	-0.0416767043	0.235754245	-0.1684439157	-0.0202105265	-0.1462259358	0.2037138891	-0.0112845528	0.0887505179	-0.2073234413	-0.0636912424	0.0523473009	-0.0104972337	0.0651146508	-0.0469889458	0.1108373247	-0.0710295419	0.0051276643	-0.0842012941	0.0179325059	-0.0670451601	0.109517098	-0.0160625913	0.0916651138	-0.0198790785	0.0300487305	-0.0659357447	0.0655801752	-0.0884119473	0.036009651	-0.1126006027	0.1609097715	-0.0140354157	-0.0470714183	0.0677804199	-0.0300321769	0.0498019814	-0.249600193	0.0840583779	-0.0430244287	0.0340604549	-0.0721910102	0.2270947105	-0.1183676649	-0.1288935703	0.1857442707	-0.1632529141	0.0710722495	-0.1261039307	0.059159376	-0.155210561	0.108807117	-0.057466356	0.1094317224	0.0532358236	-0.0240696019	0.2951324903	-0.0992502685	-0.1626214056	0.0454122834	0.0388448691	-0.1651679904	0.1813049373	-0.1515891749	0.0214388598	-0.0945345396	0.2336107999	-0.0770252042	0.1055383594	-0.0940720469	0.0268394771	-0.0033885141	0.0666625431	-0.103106834	0.0769441101	-0.0809597938	0.1082853348	-0.0530754611	-0.0590910191	0.0212004181	-0.1634241937	0.1158504512	0.1158311377	0.115798951	0.0	0.0596878326695957	-0.0253069420330973	0.0006404413150665	0.0035626373687936	-0.0688475962151642	-0.0694568848705898	0.0048242588559263	0.0047399915046062	-0.1212956530352755	-0.0022570040999453	5.0940675071703096e-06	0.0147126354452539	-0.0006469825879903	0.0011489975079708	4.1858646916262646e-07	1.320195273323338e-06	-0.0005470200507187	-0.0002573972761968	6.625335779353174e-08	2.992309358882892e-07	6.282305839350443e-05	-7.341728952969557e-05	5.390098401887146e-09	3.946736665913668e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
561.3738377134825	-2.060157666764212	4.244249611927362	315140.58566916344	780.3867643370522	-2.011755212069147	609003.5019524539	4.047159033287379	549.1415407697492	-0.0138399896015926	0.0001915453121721	301556.4317989741	630.5003781770405	489.3246120515604	1.147566	32.84264	0.4197988848514624	0.296962563791252	-0.0012784784	-0.0931468666	-0.0222020138	-0.0354313188	-0.0402207662	-0.1678278582	-0.0269012217	0.1338073919	0.0157810282	-0.1687737046	0.0044719186	0.1074768927	-0.0595033569	-0.0830927969	0.1319106763	0.1029178547	0.1714596017	0.0834822508	0.0024005466	-0.0327922573	-0.1684065368	-0.0307436331	-0.0023871555	-0.0006025163	-0.1115997153	-0.0785167665	-0.047105396	0.0251495345	0.0264204192	-0.010266795	0.1929422331	0.1241218459	-0.0579927075	-0.0075768391	-0.0104594094	0.1002812026	-0.0219092458	-0.0104251625	-0.0144830053	-0.0388973398	-0.052000131	-0.1038839266	0.0602414057	0.0233862007	0.0297509877	-0.145079663	-0.0614837378	0.0931892642	0.02644501	-0.0713831197	-0.2115602022	-0.1019469575	-0.0801912973	-0.0352073356	-0.2320706039	0.1121980671	-0.0791600926	0.119546914	-0.0112574865	-0.0458083457	-0.023280002	0.0292991297	0.0436018487	0.0188259032	0.068114571	0.0470359481	-0.0540460787	0.0161866287	-0.106142159	0.1401740736	0.0054656465	-0.2181872671	0.1215592587	0.0574579438	0.0284001151	0.0403491467	0.2307557399	-0.1023634918	-0.0061590227	0.0155317124	0.0765115931	-0.1560627831	0.0671298747	-0.0384115043	0.1774510479	0.0489444206	0.0319302207	-0.0172950425	-0.0194484527	0.115798951	0.1156251942	0.1153357926	0.0	0.0468738899984799	-0.0128139426711158	0.0001641971267786	0.0021971615635895	0.2076698106925647	0.2765174069077289	0.0764618763229745	0.0431267502730856	-0.060760026762324	0.0605356262729515	0.0036645620482584	0.0036917808521583	-0.0016200111668243	-0.000973028578834	2.62443618063543e-06	9.467846152277136e-07	-0.0002569415295883	0.0002900785211304	8.414554842119996e-08	6.601894962717524e-08	-7.27080216354185e-05	-0.0001355310800289	1.836867365380631e-08	5.286456410136484e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
560.1994143683208	-1.1744233451616992	1.3792701936607956	313823.38385860965	774.7191156051294	-5.667648731922782	600189.7080839939	32.122242148465915	547.4910254590088	-1.6505153107403885	2.724200790988441	299746.422958157	627.285614816766	482.4002965291341	0.979604	28.035675	0.2512361975079827	0.2054065771543008	0.0036340466	-0.0527432407	-0.0693400512	0.0183972383	0.0517077103	0.0161380459	0.0518635864	0.0065348404	-0.0089541252	0.0554920138	0.2317491568	0.0815632985	-0.031326492	-0.1076997086	-0.0482958422	-0.1117029136	0.0948628116	-0.142693396	0.0264122445	0.0284228856	0.0011404253	0.0854931661	-0.0846921756	-0.077262195	-0.0431962209	-0.1212955401	-0.0057826051	-0.0240339417	0.0035488547	-0.1971273323	-0.0745768715	-0.1420306778	0.0838364608	-0.098387458	0.1624184726	0.0519943084	-0.0770238829	0.0923364011	-0.0267553929	0.1123266108	-0.0524964476	-0.1425437298	0.0163707646	0.0165498795	0.0478784312	-0.0016105514	0.0662653193	-0.0073176554	0.1881294045	-0.080071598	0.1076502138	0.0358645481	0.0771129341	0.0062441189	-0.0981182181	0.0802453253	-0.0425414908	0.1006414721	0.0089532647	-0.0008247042	-0.2282494096	-0.0857696543	-0.0435758605	0.0309423138	-0.0835863424	-0.0382607205	-0.0995428777	0.1021740026	0.0027317006	-0.0765367164	0.1456744201	-0.0032527727	-0.0140893576	-0.1085961799	0.0430553852	0.0988562573	0.0685540501	0.0118788458	-0.1075019989	0.0341738497	0.1531289435	-0.1021053379	-0.0537179719	-0.1017269038	-0.0013586769	0.0125213583	-0.0061024765	-0.0754120098	-0.024978052	0.1156959735	0.1152136733	0.1144113283	0.0	0.0469346368386425	6.0746840162599625e-05	3.690178589740427e-09	0.0022028601351752	0.0087702829583662	-0.1988995277341985	0.0395610221328871	7.691786316980857e-05	-0.0395611722689608	0.0211988544933632	0.0004493914318307	0.0015650863512943	-0.0011470058159945	0.0004730053508298	1.3156223419252088e-06	2.2373406191362214e-07	-0.000366980054157	-0.0001100385245687	1.2108476889256398e-08	1.3467436014907466e-07	-3.421052822874971e-05	3.849749340666879e-05	1.4820569985965068e-09	1.1703602416900807e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
560.5916052857776	0.3921909174567872	0.1538137157355965	314262.9479168851	777.9962683552252	3.277152750095752	605278.1935746556	10.739730147460149	547.709078657986	0.2180531989771452	0.0475471975841665	299985.2348443799	629.3897926520773	482.5789645983321	0.89037	25.48185	0.2795365647227836	0.2118066192884273	0.0210480495	-0.111599497	0.0311510994	0.0004214824	-0.0435800409	-0.0890516153	-0.0262445229	0.1450187334	0.0113750852	-0.1121032458	-0.0689435921	0.2104105549	-0.0569640425	0.0219166137	0.091230089	-0.0791101342	0.1250743611	0.0355786184	-0.0680073153	-0.0791181197	0.0532342519	-0.0732342334	-0.1342582602	-0.1010890694	-0.1050582654	-0.0743111135	-0.0226845845	-0.0525285371	0.0184005562	0.0154234761	0.0545009301	-0.0634763346	0.0898069679	0.0361511467	-0.1202918678	-0.0805316014	-0.0607719276	-0.0051742922	-0.0231825375	-0.018460232	-0.0590084058	0.1061283682	-0.0245857961	0.0263440704	-0.0256190335	-0.0996878232	-0.0590891083	0.0305398587	0.035613669	-0.1327924885	-0.1710060297	0.1173018871	0.1131078707	-0.0437459633	-0.065556244	0.0571682366	-0.0185098922	0.0543804635	-0.0381908267	-0.120977317	-0.0304758952	0.0336591412	-0.0150556583	-0.0803893748	-0.0642204978	0.0699595571	-0.1042644466	0.027400455	-0.1135491378	0.1072045368	-0.0181656908	-0.15186439	0.038131689	-0.0414718133	-0.0571768088	0.0797601771	0.0591283697	-0.0526152316	-0.0092309942	0.0652358162	0.1710145625	-0.031837368	-0.0979990285	-0.0553352208	0.1589157628	-0.0817363488	0.1165159901	0.0422048052	-0.1038660505	0.1155415645	0.1145973067	0.1130292557	0.0	0.0468685582372216	-6.607860142089639e-05	4.36638156574169e-09	0.0021966617512358	0.202237620766752	0.1934673378083858	0.037429610798664	0.0409000552533966	-0.0136420186418462	0.0259191536271145	0.0006718025247459	0.0001861046726244	-0.0022390110527917	-0.0010920052367971	5.013170494523396e-06	1.1924754371925083e-06	-0.0002929224755803	7.405757857669999e-05	5.484524944644093e-09	8.580357670009146e-08	-6.982760657209611e-05	-3.56170783433464e-05	1.2685762697160751e-09	4.875894639587439e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
559.9720905291417	-0.6195147566359083	0.3837985336896486	313568.7421715773	775.0634328685978	-2.9328354866273685	600723.3249700555	8.601523991620793	547.8409457254569	0.131867067470921	0.0173889234833804	300129.701813363	628.0208506322633	478.5603559861804	0.919027	26.301989	0.2956726133679002	0.2220473757069996	-0.0135654605	-0.0519875361	-0.0882015968	-0.0202692429	0.0806073247	0.0113329207	0.0255895386	-0.1001823066	-0.0128371504	-0.0013277837	0.0819708567	0.0872284596	-0.0321773974	-0.096540718	-0.0111722097	-0.1284044818	0.0340428223	0.0067966998	-0.1701556495	0.0959534562	0.0545583425	0.0739286215	-0.1044915356	0.0376507428	-0.0047822003	0.0628438627	-0.0185120542	0.0085380612	0.0795029188	-0.037666814	0.0486317305	0.0448643329	-0.0348345152	0.0094822815	0.1377714913	0.0178900507	-0.1378721946	-0.0202613855	0.0913580366	0.1587247226	-0.0046315378	0.0803453717	0.0642433667	0.002307017	0.0794130377	-0.027217331	0.0360475096	-0.0392868384	-0.0405543216	-0.1237605704	0.1061992433	0.0949653382	-0.0253194036	0.0544193481	-0.0753783984	0.0058383184	-0.0611432619	-0.0295009735	0.003840653	0.0639779066	-0.0411747246	0.0641204246	0.0033775396	0.0196928803	-0.1549511964	-0.0443448332	-0.0853495345	0.1210347391	0.0193748515	-0.0702120882	0.1119241764	-0.1001350172	-0.0837746341	-0.0993821533	0.0564865407	-0.0580516734	-0.0016950237	0.1275307024	-0.0058499117	0.0531320121	0.1068467058	-0.0112678633	-0.0075078378	-0.05476805	0.071339766	0.0539604402	0.1167429699	0.0277190225	0.09265742	0.1153357926	0.1137771902	0.1111951025	0.0	0.0364693524562653	-0.0103992057809563	0.0001081434808746	0.0013300136685793	-0.0056658049946065	-0.2079034257613585	0.0432238344433087	3.210134623690796e-05	-0.0387967765612415	-0.0251547579193953	0.0006327618459833	0.0015051898715428	-0.0013120119803669	0.0009269990724247	1.7213754366262743e-06	8.593272802764393e-07	-0.0002129293653136	7.99931102667e-05	6.398897690140426e-09	4.533891461285252e-08	-0.0001071399020044	-3.731229543230389e-05	1.3922073904275255e-09	1.1478958601512437e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
559.8542221437468	-0.1178683853948996	0.0138929562756005	313436.7500521798	775.5386582935419	0.4752254249440284	601460.2105077471	0.2258392045132324	547.345259637737	-0.495686087719946	0.245704697559106	299586.83324790164	628.0508101191217	480.4490998072831	0.928744	26.580086	0.2922108020254364	0.2309455349661834	-0.0115075598	-0.10109512	0.0466089443	-0.0392899186	-0.0752427474	-0.0750525505	-0.0806300697	-0.0050008714	-0.0614951012	-0.0360420377	0.0071758886	0.0368691185	0.0032309689	0.044866824	0.1455563386	0.0306363193	0.1196654255	0.1374102398	-0.0128776845	-0.0207896975	-0.0032791127	0.0813379353	0.0096008708	-0.1220413167	-0.0115210924	0.0188011704	0.114476182	0.0552169381	0.0158445045	0.0856177396	-0.1224237398	0.0168811118	0.0064861202	0.0139427277	-0.0492910765	-0.0341295506	-0.0269225468	0.0250892723	0.0051228877	0.0554656572	0.1086423824	0.031048932	-0.1909223365	-0.0177732123	-0.055447666	-0.1029394042	-0.0884543591	0.0405463768	-0.0545408123	-0.0632419859	-0.0978480263	0.0423882607	-0.1108937579	-0.0688566445	0.0021754973	0.0512162466	-0.0397797945	-0.0416602358	0.0741292211	-0.0462861271	-0.1002077743	-0.0500212805	0.0897484633	-0.0913911784	0.032471194	0.0592255945	-0.0935732839	-0.0261629128	-0.0945735752	0.0978048369	-0.0224623676	-0.1462718251	0.0246096956	-0.0169216648	-0.0865657984	-0.0688842607	0.0756974019	-0.0940266646	0.015231609	-0.0248557334	0.1093529907	-0.0340194145	-0.0854273444	-0.1478094158	-0.0379502557	-0.0660967303	0.0744163242	0.0439188688	-0.0573758613	0.1150787493	0.1127547821	0.1089162049	0.0	0.0383091529173356	0.0018398004610703	3.3848657365544976e-06	0.0014675911972438	0.2167818692905854	0.2224476742851919	0.0494829677948908	0.0469943788531204	-0.0169045682839623	0.0218922082772792	0.0004792687832557	0.0002857644288671	-0.0018960523217434	-0.0005840403413765	3.595014406788537e-06	3.411031203551788e-07	-0.0004077645720974	-0.0001948352067838	3.796075780248611e-08	1.6627194625777577e-07	-0.000248886733882	-0.0001417468318776	2.00921643473366e-08	6.194460630244949e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
558.9404232536548	-0.9137988900920392	0.8350284115334425	312414.3967469748	775.3921701511733	-0.1464881423685256	601233.0175317462	0.0214587758545814	547.2966257050683	-0.048633932668622	0.002365259406816	299533.59650815366	628.1913935695659	479.1564981149808	0.929895	26.613029	0.297917048874159	0.2214434008102637	0.0115735752	-0.0395950761	-0.1113426031	-0.0116779958	0.109084626	-0.0100238268	-0.0198062302	-0.0275095045	-0.0701002747	0.0784354037	0.1713122998	-0.0555788124	-0.0107470757	-0.0822696927	-0.0008186055	-0.0784123757	0.0931923218	0.0151276083	-0.0700376985	0.0358620841	-0.0070980555	0.119639263	0.0361962022	0.0496034521	-0.0101844977	0.0495894571	-0.0281764545	0.054872618	0.0245839368	0.0978049042	-0.0726787932	0.0140536444	-0.001644891	0.0063221609	-0.0966756309	-0.020462543	0.0371590641	-0.1054717853	0.0536329237	0.0001706433	-0.014711175	-0.0613970586	0.0998243761	0.0266446499	0.1051106256	-0.0337699145	-0.0177703693	-0.0234948984	0.0905575014	-0.0320669845	0.0735340106	0.0045382118	-0.1835940421	0.0057968034	-0.0014573431	0.0531539638	0.020794854	-0.038963025	0.0280715846	-0.0548768006	0.0025905127	-0.0624659544	0.0738427272	0.0589930222	0.0706171998	-0.0388618573	-0.0654406138	0.1270992539	0.016235077	-0.067138761	0.1073222484	-0.041939847	-0.0731312882	-0.0400425844	0.0661152937	-0.0429865169	0.1076431378	0.1005287838	-0.0448108272	0.0076845554	-0.0250199474	-0.0229796217	0.0808709913	-0.0625297472	-0.0273837217	-0.052691038	-0.0955332877	0.0426480511	0.022932085	0.1147705489	0.1115319001	0.1062016776	0.0	0.0298031384684946	-0.008506014448841	7.23522818038919e-05	0.0008882270625722	0.0070477276867535	-0.2097341416038319	0.0439884101542962	4.967046554663184e-05	-0.0377051744302718	-0.0208006061463095	0.0004326652160538	0.0014216801788172	-0.0011869915314195	0.0007090607903238	1.40894889566161e-06	5.027672043747535e-07	-0.0002510374040609	0.0001567271680365	2.456340520074132e-08	6.301977823763556e-08	6.28510412611315e-05	0.0003117377751431	9.718044045118963e-08	3.950253387608454e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
558.804706083355	-0.135717170299813	0.0184191503141884	312262.6995409047	775.266012925368	-0.1261572258052865	601037.3907971969	0.015915645622886	546.6052239842239	-0.6914017208443966	0.4780363395865928	298777.2708868436	627.2828866636323	477.93274216302666	0.961775	27.525398	0.3044497346164281	0.2338689295035088	-0.0073115286	-0.0629384394	0.0723211213	-0.0336834598	-0.1048186775	-0.0576938454	-0.0494861477	0.0737413717	-0.0460185807	-0.0995105112	-0.0053611607	0.0872729165	0.0037063845	0.0821773217	0.0913275463	-0.0801460853	0.0659868841	0.013339123	0.0286813522	-0.1191253434	-0.0791517432	-0.0183168232	0.00783571	-0.1402861399	-0.0492647343	-0.032553161	0.0448163482	-0.0304040507	-0.0235917134	-0.0171993747	-0.099360506	-0.0412464937	-0.018960344	-0.0420141524	0.1012275355	0.0265656441	-0.0281408508	0.1033120974	-0.0613628708	0.0405097093	0.0276188564	0.009691029	-0.006922935	-0.0242406039	-0.0648263423	-0.0694244167	-0.0708119979	0.0041844308	0.0723138009	-0.0843532008	-0.1742145085	-0.0350920429	0.0132823415	0.0078041353	-0.038558622	0.0025157527	0.070635157	0.042972474	0.0367950603	-0.0970633468	-0.0897088474	-0.0577818301	-0.0193965111	0.0597701052	-0.0246826883	0.0678211803	-0.1052542571	-0.0460228351	-0.0828357306	0.0793263907	-0.0012362434	-0.0854314411	0.0416862926	0.0768858944	-0.1306094548	0.068746931	0.0643863359	-0.1253487063	-0.0977637188	-0.0007229547	0.0613848648	-0.0284953321	-0.0185453097	0.0022918398	-0.0390053935	-0.0070004632	-0.0240013126	-0.0513944534	-0.0085243521	0.1144113283	0.1101107184	0.103062378	0.0	0.0337451022714105	0.0039419638029158	1.5539078623499158e-05	0.0011387319273079	0.2301270717685355	0.223079344081782	0.049764393755958	0.0529584691607606	0.0019899651437214	0.0396951395739932	0.0015757041057988	3.959961273226132e-06	-0.0017540135598021	-0.0005670220283826	3.0765635679696354e-06	3.215139806711181e-07	-0.0002089278574	4.210954666089998e-05	1.7732139199865122e-09	4.3650849597754744e-08	-8.26831268501098e-05	-0.0001455341681112	2.1180194087831044e-08	6.836499465711347e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
559.7583293406387	0.9536232572837662	0.9093973168325	313329.38726622297	776.5505390782511	1.284526152883018	603030.7397427224	1.650007437440446	547.1543957764488	0.5491717922249109	0.3015896573755207	299377.93281749083	628.4879659045106	477.6390015469538	1.031514	29.521301	0.2488324696926523	0.2017921631825332	0.0605379275	-0.0045758244	-0.1297006458	0.0443624675	0.117489206	0.0076612069	0.0226707066	0.0192284436	-0.0244780606	-0.0348313055	0.0347247237	0.188311212	-0.0534960417	-0.0628389035	-0.0919662715	-0.1158502325	0.0504020403	-0.0024971365	-0.0760775856	0.0167501932	0.0151180964	-0.1655124976	-0.0878292902	0.0909289804	-0.0577606932	-0.0550326924	0.1651269872	0.0210682307	0.020330856	-0.0011134341	0.0544761029	0.055627063	0.1418201795	0.0537770207	-0.0734964526	-0.072832775	0.0350389332	-0.1070515108	0.0668432688	-0.0270274651	0.0158752118	0.0204826887	-0.0315773548	0.0690104358	0.0980300848	0.0210700757	0.0035838837	-0.0526614139	0.0138717767	-0.1625689663	0.0360844679	0.1171959029	0.0726527232	0.0205151494	-0.0423440083	-0.0105920738	-0.0284207775	-0.0565324814	-0.0152172102	-0.0344396699	0.0502453279	-0.0145427831	-0.2170682629	-0.0688027748	0.0209283847	-0.0075337836	-0.0241358381	0.1539385757	-0.008872166	-0.0496385695	0.0606199366	-0.0058505306	-0.1075728134	-0.0642806962	-0.035709875	0.0033947835	0.0023567045	0.1507933436	-0.0713272343	-0.0102139221	0.0719763803	0.1283722812	-0.0630886936	0.0589198066	-0.0423094943	-0.0375948507	-0.1374312568	0.0540790884	0.0927155718	0.1140012473	0.1084937639	0.0995108621	0.0	0.0220371351127823	-0.0117079671586281	0.0001370764949875	0.000485635323979	0.0335987411426401	-0.1965283306258954	0.0386233847386012	0.0011288754063701	-0.0113232631384363	-0.0133132282821577	0.0001772420472928	0.0001282162881022	-0.001376993261818	0.0003770202979841	1.896110443092175e-06	1.4214430509201965e-07	-0.000232043107277	-2.311524987699999e-05	5.343147768761481e-10	5.384400363476533e-08	6.28401978082099e-05	0.0001455233246583	2.1177038019610722e-08	3.948890460574948e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
