global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
846.3139750535985	n/a	716247.3443710229	n/a	952.553824816252	n/a	n/a	907358.7891720708	786.5666051467547	n/a	618687.0243320907	n/a	796.559792102563	673.2782604137025	n/a	n/a	n/a	n/a	-0.0075737237	-0.0350420612	-0.004724064	-0.0623366861	0.0676728389	-0.0760511993	-0.0851210197	-0.0457719136	0.0021031855	-0.0491881014	0.0143114155	-0.0815604576	-0.0422192305	0.0274696403	0.0660006371	-0.0010693127	-0.0211910521	-0.0083444976	0.0223913713	-0.0222881054	0.1146140494	-0.0199850051	0.1152049719	-0.1241021439	0.0402742764	-0.065097883	0.0532435558	0.0107630746	-0.0027831986	0.0440459343	-0.0486903707	0.0226782237	-0.0525119997	0.2499836595	-0.0831910063	0.1135982596	-0.1086330367	0.0688227397	-0.1432048967	0.0482045673	0.1561451084	0.1560591586	-0.0300612201084078	n/a	n/a	0.0009036769544061	0.000561574467639	n/a	n/a	3.153658827040263e-07	0.1024980834212243	n/a	0.0105058571050242	n/a	0.0023980054861853	n/a	5.750430311774797e-06	n/a	0.0012569996257683	n/a	n/a	1.5800480591816465e-06	-3.007254019326156e-06	n/a	9.043576736753322e-12	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.2137677078354	-1.100207345763124	714386.3131228747	1.2104562036711384	940.2799563759252	-12.27386844032685	150.64784649045149	884126.3963623118	788.09725966838	1.5306545216253653	621097.29069681	2.342903264572176	797.7130102548728	690.1713482126013	0.915588	22.873487	0.1065250970252857	0.0499274784492674	0.0101871001	0.0016475815	0.0329913677	0.0221722078	0.0622566998	-0.0739741013	-0.0252202654	0.0275054853	-0.0060593724	-0.0030000717	0.0377151661	-0.0304392372	0.0218871149	-0.0044268491	0.0007523448	-0.0661113678	-0.0078178392	0.0162765728	0.0450635002	-0.0198599613	0.1466516769	-0.0266629948	0.1495320494	-0.1438108742	0.0429795284	-0.0708372764	0.0821680849	0.0019080354	-0.0250214953	-0.0520987396	-0.0182194975	-0.0264151524	-0.0303108142	0.1798088858	0.0560220147	0.0246846069	-0.0917748009	-0.2186429327	0.0607192416	-0.0287843673	0.155915944	0.1551433414	-0.0354404942130628	-0.005379274104655	2.893658989301185e-05	0.0012560286300661	0.0002329083766028	-0.0003286660910362	1.0802139939701569e-07	5.4246311891751725e-08	0.0743454544054884	-0.0281526290157358	0.0055272465907585	0.0007925705204976	0.0016931097870606	-0.0007048956991246	2.86662075104039e-06	4.968779466444993e-07	0.0007862636325326	-0.0004707359932356	2.2159237532760098e-07	6.182104998433595e-07	-0.0002806661179361	-0.0002776588639167	7.87734697573208e-08	7.709444471155356e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.2495396007198	0.0357718928844406	714446.7841952288	0.0012796283205358	948.4444939061216	8.164537530196412	66.65967308198573	899546.9580208391	790.1728670599946	2.07560739161454	624373.1598378118	4.308146044124913	801.4172426950148	677.8465193401684	1.190103	29.73151	0.5031256419227365	0.2721111930499136	-0.0102899129	0.0153190534	-0.0026962174	0.0293032486	0.0655385601	0.0471832365	0.003869293	-0.0289927487	-0.049520149	0.0423390379	0.0448501679	0.0062647348	0.0021250924	0.0670834687	-0.0424597792	-0.0270217797	-0.0510174804	0.0205972963	-0.0851401595	0.0099541557	-0.1399811046	0.1145250525	-0.010343554	0.0339464737	-0.0149257516	0.1224246345	-0.0738079648	-0.0124952046	0.0935798651	0.0218626914	-0.0306893709	-0.0958655571	0.0133153191	0.1884304215	0.0546439173	-0.1864489968	-0.1743571337	-0.1310389573	0.0182873362	-0.106384023	0.1554579513	0.1533170814	0.0584391251100839	0.0938796193231467	0.0088133829242589	0.003415131343632	0.0417971737200701	0.0415642653434673	0.0017275881535421	0.0017470037309857	0.1977588193889659	0.1234133649834774	0.0391085506461176	0.015230858656545	-0.0016992001445031	-0.0033923099315637	2.887281131079356e-06	1.1507766671785714e-05	0.0004502557577961	-0.0003360078747365	1.129012918849395e-07	2.0273024742854026e-07	0.0008763839212166	0.0011570500391527	7.680487773669837e-07	1.3387647931032644e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
844.9111603502663	-0.3383792504534995	713874.8688844334	0.1145005171374721	949.561534038343	1.1170401322214047	1.2477786569932134	901667.1069252512	790.7948483537107	0.6219812937160896	625356.4921827683	0.3868607297327405	802.045298681312	681.9894963053914	0.97377	24.327009	0.241064821449112	0.139116591495289	-0.0093739175	0.0244566684	-0.0022521417	0.060348271	0.0205997594	-0.0166855837	-0.0063291061	-0.0764448904	-0.0847346332	0.0201920425	0.0902908776	-0.0086231527	-0.0129108557	0.1086969629	-0.0115242947	-0.042492183	-0.0686935967	0.0289931312	-0.1362403155	-0.0121421007	-0.2414726035	0.21844877	-0.1555410419	0.1179053508	-0.071991074	0.1681683811	-0.0498355926	-0.0594180582	0.1086105892	0.1637377904	-0.0376246876	-0.2052591694	0.0172578016	0.0073709619	-0.0105389217	-0.0677259936	0.0851220265	0.1163323011	0.0286333263	-0.0259041814	0.1547718027	0.1505910958	0.0674247570397454	0.0089856319296615	8.074158117535227e-05	0.0045460978618686	0.0324179357914715	-0.0093792379285986	8.797010412126254e-05	0.0010509225609799	0.2698360925412828	0.0720772731523169	0.0728115168379477	0.0051951333050737	-0.0034433397076793	-0.0017441395631762	1.1856588342480963e-05	3.042022815836465e-06	0.0014259951820891	0.000975739424293	9.520674241196352e-07	2.0334622593413256e-06	0.0011689585025181	0.0002925745813014	1.3664639806093586e-06	8.559988562374801e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.8809151424192	-3.030245207847088	708763.4752810373	9.18238601968024	951.9337868138364	2.372252775493393	5.627583230836109	906177.9344777304	788.6424119125348	-2.152436441175837	621956.8538672202	4.632982633301703	800.7450529870209	680.1328175222719	0.8961679999999999	22.38835	0.1363485576249839	0.072977405286232	-0.0077800974	0.0318609124	-0.0236957749	0.0906816	-0.0094312147	-0.0068929586	-0.0211275605	-0.0101202221	-0.0856399057	0.0317502401	-0.0331726722	-0.019121995	0.0367647955	0.0693697778	-0.022171702	0.0013069232	-0.0608700401	0.0286727022	-0.1025029463	0.0002730986	-0.2219194928	0.1557538609	-0.1396531282	0.0777632149	-0.0466177204	0.1318711355	0.0333889579	-0.0552803573	0.0533137878	0.0342571968	-0.0536794048	-0.0930342334	0.0635552249	-0.0820190054	-0.0915555589	-0.1807201454	0.0633498338	-0.1312221217	0.0845677353	-0.0116381375	0.1538585052	0.1469813818	0.1009200072955422	0.0334952502557967	0.0011219317896984	0.0101848478725322	-0.0255423679013517	-0.0579603036928232	0.0033593968041642	0.000652412558008	0.2811486625813018	0.0113125700400189	0.0790445704712546	0.0001279742409103	-0.0036101564282069	-0.0001668167205276	1.30332294361236e-05	2.7827818247583407e-08	0.0018928250869172	0.0004668299048281	2.1793016004181293e-07	3.5827868096631062e-06	0.0012069205498893	3.796204737120017e-05	1.4566572137450905e-06	1.4411170406132456e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
837.270309828627	-4.6106053137922345	701021.571720525	21.25768135956919	936.272507998818	-15.661278815018363	245.275654121743	876606.2092343967	788.9228480002797	0.2804360877448744	622399.2600968725	0.0786443993096508	797.7261044584562	641.608863836759	1.339269	33.458023	0.479581417761775	0.2527340220796432	-0.0339303973	0.0134573765	0.0451533019	0.0179907771	0.0158032672	-0.0001818563	-0.0063427808	0.0215860253	-0.021719775	0.0236181946	0.0651894657	-0.0204036918	0.0199246348	0.0112561243	-0.0158119418	-0.0614401854	-0.021658165	0.0287994006	-0.0169876809	-0.0427237882	-0.0037529681	-0.0179922706	-0.0223503015	-0.0254162785	0.0233517811	-0.1523315096	0.1700837846	-0.1182614306	-0.0614723966	0.0374889398	0.2535240293	0.2631707366	0.2087776443	-0.2523419698	-0.0049886263	-0.2184561527	0.1256782142	-0.0648812904	0.1385483179	-0.0755920788	0.152719399	0.1425091225	0.0147351894932228	-0.0861848178023193	0.0074278228196189	0.0002171258094011	-0.0559717000451343	-0.0304293321437825	0.0009259442547166	0.0031328312059424	0.1439174048365288	-0.137231257744773	0.0207122194148813	0.0188324181022123	-0.0007772479827701	0.0028329084454367	6.041144267201896e-07	8.025370260227145e-06	0.0006241914271594	-0.0012686336597578	1.6094313626704694e-06	3.896149377392887e-07	0.0007937424536659	-0.0004131780962234	6.300270827515634e-07	1.7071613919879327e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.8908247674362	2.620514938809265	705416.5975285243	6.867098544522526	939.691970985814	3.4194629869959954	11.692727119435576	883021.000335204	788.3459789950925	-0.5768690051871772	621489.3825977308	0.3327778491456435	798.3603611913637	644.197555486258	1.002245	25.03838	0.2239434061549691	0.1123019224677992	-0.0258977441	-0.0087841804	0.0401846327	0.0210465609	-0.0198913764	-0.0218520382	-0.0174675782	-0.020885275	-0.0353646149	-0.0442124494	-0.0012923959	-0.019648867	0.004392147	0.039000656	0.046158711	-0.0216373611	-0.0065162265	0.015086341	0.0089387967	-0.0055399516	0.0242278538	0.0011133669	0.0059347837	-0.0781706504	0.017462736	-0.1236182787	0.1439265076	-0.0913275915	-0.0990489991	0.0219892244	0.2639992404	0.0241802343	0.0004987479	-0.0362131106	0.0534162589	0.1054115176	-0.0084202968	0.0208754078	-0.1297616972	-0.1829584337	0.1513561561	0.1372005631	-0.0425236216488116	-0.0572588111420344	0.0032785714533991	0.0018082583981312	-0.067113952170061	-0.0111422521249267	0.0001241497824154	0.0045042825758852	0.1506752149560668	0.006757810119538	0.0227030204020569	4.566799761173048e-05	0.0004371053620048	0.0012143533447749	1.910610974933473e-07	1.4746540459659874e-06	0.0014459702011864	0.0008217787740269	6.75320353441319e-07	2.090829822719038e-06	-0.0001458160829016	-0.0009395585365675	2.1262330032766283e-08	8.827702436368623e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840.4998616854194	0.6090369179831896	706440.0174932092	0.3709259674664624	941.6639087877776	1.971937801963577	3.8885386948129432	886730.9171134759	788.4709501668148	0.1249711717222226	621686.4392569597	0.0156177937616252	799.4391824294911	668.7268066777812	0.908125	22.687065	0.3186059871742387	0.1492538272392346	-0.0079885482	-0.0040532892	0.0291071026	0.0146843312	-0.0028966392	0.0056731306	-0.0121891175	-0.0076138457	-0.0200459937	-0.0136167087	0.0341365254	-0.0112736898	0.0026004512	0.0130543583	0.0194647418	0.0119335791	-0.0160084629	-0.0029522185	-0.0363829569	-0.0022616922	-0.0345468032	0.0460626499	-0.0433035065	-0.013935267	-0.0551059016	-0.0480623664	0.0497362005	0.0100166711	-0.1120754042	-0.0835386971	0.0459844278	0.0462916888	-0.0240810647	0.035015977	0.0250282931	0.1727988414	0.0122998655	0.0683949986	-0.0822335214	-0.1251160685	0.1497707771	0.1310868562	0.0010355926589227	0.0435592143077343	0.0018974051511071	1.0724521552145874e-06	0.021385029401074	0.088498981571135	0.007832069739128	0.0004573194824847	0.2042018361218112	0.0535266211657443	0.041698389875519	0.0028650991734211	-0.0007678694843936	-0.0012049748463984	5.896235450628932e-07	1.451964380452848e-06	0.000930195927506	-0.0005157742736803	2.660231013905441e-07	8.652644635487477e-07	0.0007938581996121	0.0009396742825137	6.302108410913648e-07	8.829877572176369e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
837.6205499172211	-2.879311768198363	701608.1856436279	8.290436258485585	939.3730400085448	-2.290868779232824	5.248079763663688	882421.708294895	787.784602159484	-0.6863480073307073	620604.5793995765	0.4710735871668327	798.6759402410246	652.9255406206304	0.8633809999999998	21.569244	0.2618865225643037	0.1585510070995389	-0.0152270897	-0.0260694098	0.0283583727	-0.0185039935	0.0119917528	0.0160575107	-0.0194283508	0.0163197538	0.0137381256	0.0096261586	-0.002236033	-0.0172737474	0.0084824612	-0.0142657676	-0.0077723344	0.0360627717	0.0019144696	-0.0137541101	0.0154730893	-0.0325213547	0.0609769286	-0.0491604504	-0.0091819274	-0.0573264813	-0.0377778281	-0.1539026713	0.16074888	0.0389636701	-0.1880786857	-0.0709921081	-0.0884175116	0.0452865005	-0.006328225	-0.0297001958	0.0509266027	0.1452113431	0.032502813	0.0672298151	0.1328272909	-0.0074304518	0.1479655889	0.1242038795	-0.0172793263049158	-0.0183149189638384	0.0003354362566519	0.0002985751175517	-0.0287415422112502	-0.0501265716123242	0.0025126731816054	0.000826076248681	0.1867122796005702	-0.0174895565212409	0.0348614753536415	0.0003058845873096	0.0018989192047079	0.0026667886891015	3.6058941460084833e-06	7.1117619123196975e-06	0.0005767804846428	-0.0003534154428632	1.249024752541918e-07	3.326757274647833e-07	0.0002949528222388	-0.0004989053773732	8.699716734663316e-08	2.489065755719948e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.5005139332446	1.879964016023564	704761.1128941819	3.534264701543447	942.975354445608	3.602314437063228	12.976669303474162	889202.51909182	787.365908442565	-0.4186937169190514	619945.0737775856	0.1753044285874908	799.2761283989284	653.638155238969	0.922924	23.056759	0.1952972634358654	0.104014892146516	-0.0059064759	-0.0637707913	0.0198308962	-0.0384380972	-0.040013431	-0.0190657409	-0.0320255042	-0.0254451828	0.0021181003	-0.0182194645	-0.0246781775	-0.0221341418	-0.0247832329	0.0084249265	0.0070487518	0.0753746186	-0.0173831045	-0.03953755	-0.0613487853	-0.0285670929	-0.0315653363	0.0828985054	-0.1217794516	0.0069549938	-0.0626041746	0.0528922362	-0.0163616553	0.1094355862	-0.0481203497	-0.0010747015	0.0408528832	0.0016928401	-0.0754099636	-0.0008743321	-0.037717797	0.2322231538	-0.0764827281	0.1122221861	-0.0255929961	0.0806308727	0.1459432408	0.1165920251	0.0078397386057389	0.0251190649106547	0.0006309674219856	6.146150140631293e-05	0.015146696458828	0.0438882386700782	0.0019261774935617	0.0002294224136158	0.2581246506682078	0.0714123710676375	0.0666283352825843	0.0050997267415019	0.0012992745006481	-0.0005996447040597	1.6881142280343696e-06	3.59573771106965e-07	0.0005775149377653	7.34453122499981e-07	5.394213891499721e-13	3.335235033420583e-07	0.0007921254408064	0.0004971726185676	6.274627139727336e-07	2.471806126533644e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
