global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
850.0592498044891	n/a	722600.7281781709	n/a	950.2082319506708	n/a	n/a	902895.6840668196	789.9526100479254	n/a	624025.1261215297	n/a	802.0574535176723	731.3079843396455	n/a	n/a	n/a	n/a	-0.0262901637	-0.0448138143	-0.0268700623	-0.020921942	-0.1306005307	0.0224624723	-0.0052039368	0.0166927521	0.0058293404	-0.0072747393	0.038914355	-0.0233148826	-0.0003902771	0.0219465217	0.0127481916	0.0036580045	-0.0226408494	0.0125459377	-0.0157092247	-0.0222103597	0.0622503354	-0.0816384686	0.1376627681	-0.2181314013	0.0307550313	-0.0066307385	0.0742948072	-0.0713093388	0.0192656302	0.1850005033	-0.1367188531	0.063296803	-0.0541710106	0.1263252788	-0.0447008798	0.0482726879	-0.0983580802	0.0307553421	-0.0344820767	0.1086139291	-0.0947944091	0.0891237427	0.1561451084	0.1560591586	-0.1044939020262631	n/a	n/a	0.0109189755606742	7.857864717664143e-05	n/a	n/a	6.174603792111097e-09	-0.2893982328503881	n/a	0.0837513371769274	n/a	0.0025987972429043	n/a	6.753747109726991e-06	n/a	-0.0007542110931573	n/a	n/a	5.688343730415294e-07	-0.0005460210398155	n/a	2.981389759211999e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
848.567027596251	-1.492222208238104	720066.0003235367	2.2267271187590034	931.80369781336	-18.404534137310748	338.7268768114367	868258.1312586516	788.438593320629	-1.5140167272963936	621635.4154374122	2.2922466505332824	798.7001258994959	730.3563634835037	0.901716	19.671947	0.118863575172274	0.0761470913447525	-0.0332831044	-0.0506230552	0.0070356029	-0.0755458763	0.0391952166	-0.1261866853	-0.010315087	0.1090621964	-0.0633584652	0.0300424851	-0.0347090106	-0.1265923193	0.0022377663	0.1086372881	-0.0821686431	0.0439025165	0.0622289219	0.0932562357	-0.0138551916	-0.00020898	0.0673730893	-0.0597061545	0.1227077112	-0.1898638742	-0.0242192025	-0.0161233418	0.0532199121	0.00198535	0.0444908416	0.2597461357	-0.0945714342	0.066101755	-0.0392823804	0.0285795171	0.0676772284	0.0080736545	0.0365613414	-0.0194420077	0.0706639531	0.0217041533	-0.0565531579	0.0724825201	0.155915944	0.1551433414	-0.0963318006151752	0.0081621014110879	6.661989944488316e-05	0.0092798158097618	0.0153009176184184	0.0152223389712417	0.0002317196037553	0.0002341180799656	-0.2189317420145187	0.0704664908358694	0.0479311076615117	0.0049655263307216	0.0026619635432358	6.316630033150004e-05	7.086049905516494e-06	3.9899814975692615e-09	-0.0007531479455105	1.0631476467999916e-06	1.1302829188963596e-12	5.672318278266871e-07	-0.0001099976087123	0.0004360234311032	1.2099473922424258e-08	1.9011643247100706e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
848.843506287402	0.2764786911509418	720535.2981662906	0.0764404666605378	944.2632420989517	12.45954428559162	155.24024380461876	891633.0703792233	789.9662797247805	1.5276864041514957	624046.7231022102	2.333825749429326	801.7374630457239	732.7913765844955	0.85884	18.736568	0.1418553115818584	0.0649734347337595	-0.038968442	-0.0387156573	-0.0182231234	-0.0175784949	-0.0687263302	-0.0284924973	0.0115884488	0.0083010763	0.0211888861	0.0053501129	-0.0165344665	-0.1908127137	0.0032836536	0.0142612357	0.0011088239	0.0266272962	0.0501564726	0.1627027996	-0.0058994724	0.0008771708	0.050156101	-0.0552970215	0.0860500109	-0.1959176926	0.0209397309	-0.0219443688	0.0862883455	-0.0635074435	-0.0472934225	0.193942953	-0.0527129298	0.0412460392	-0.1044137018	0.0614293318	0.0260360852	0.0602659778	0.1268496963	0.0192112708	0.0252947337	0.0027404503	-0.1196230063	-0.1646262868	0.1554579513	0.1533170814	-0.0795418467010762	0.016789953914099	0.0002819025524375	0.0063269053766175	0.0538798131442916	0.0385788955258731	0.0014883311799962	0.0029030342644637	-0.1891558783366775	0.0297758636778412	0.0357799463093199	0.0008866020577613	0.0021388886433873	-0.0005230748998485	4.574844628811164e-06	2.736073508515184e-07	-0.0004899902375128	0.0002631577079976	6.925197927860272e-08	2.400904328578502e-07	-0.000457976970147	-0.0003479793614347	2.097429051850261e-07	1.2108963598450156e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
847.8303536304423	-1.013152656959619	718816.3085371209	1.0264783063043357	935.2813030499868	-8.981939048964819	80.67522907931902	874751.1158348813	790.4864871241465	0.5202073993659724	624868.8863258734	0.2706157383551082	802.1051640088045	739.1918676912395	0.946804	20.655602	0.1003539071396887	0.051633708919637	-0.0376282408	-0.0392421527	0.0057666471	0.0538497353	-0.0161022442	-0.0226320087	-0.005058362	-0.0539530925	0.0411481774	-0.0109253503	0.0015075691	-0.0584819567	-0.0117570179	-0.0344270649	0.0260313356	-0.0100339138	0.0136025605	0.0785976487	-0.0123764916	0.0018550658	0.0328754446	-0.0372024066	0.0634132515	-0.202226121	0.0153257525	-0.0102813046	0.1110316625	-0.0977551619	-0.0350048127	0.0799132222	0.0703854296	0.0385731103	-0.1853876554	-0.1278299646	0.0424955738	0.0227959625	-0.0202421301	-0.0153650735	-0.0655366401	0.1474975622	-0.1354363417	0.1472264746	0.1547718027	0.1505910958	-0.0856687072399751	-0.0061268605388989	3.753842006311664e-05	0.0073391274001685	0.0352383374959544	-0.0186414756483372	0.0003475046143475	0.0012417404294787	-0.2243081934555704	-0.0351523151188929	0.0503141656513016	0.0012356852582179	0.0024759889324331	0.0003371002890458	6.130521193531202e-06	1.1363660487476205e-07	-7.599631274790575e-05	0.0004139939247648	1.7139096974224097e-07	5.775439551277502e-09	-0.0004004060672865	5.7570902860499965e-05	1.6032501871984117e-07	3.314408856173123e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.1333645454794	-2.696989084962979	714250.4038679621	7.273750124409448	941.1277744905937	5.84647144060682	34.18122830583118	885721.4879176177	790.5938977886076	0.1074106644610992	625038.7112205833	0.0115370508399748	803.5889792623399	728.2568774316825	1.050906	22.926693	0.175784580585716	0.1095659623083849	-0.0245459611	-0.0503464236	0.0119093356	0.019390401	0.0104957838	0.1266561951	-0.0315766771	-0.0977573048	0.0637743307	-0.0666339709	-0.0164363418	-0.0834978302	-0.0326414965	-0.0834081185	0.0478830555	-0.0883502479	0.0293084212	0.0505385687	-0.0094265266	0.0249531147	0.0502134807	0.0302183618	0.0310597246	-0.1937809784	0.0156407836	5.0235e-05	0.0214085382	-0.0789069516	-0.0826696472	0.0143398204	0.0549092211	-0.0575870009	-0.0695271013	-0.0930921817	0.0302117931	0.0374488286	0.1881743914	0.0326140917	0.0891307415	0.0447529456	0.3197490013	-0.1648578946	0.1538585052	0.1469813818	-0.0793904611133626	0.0062782461266124	3.9416374426324855e-05	0.0063028453157923	0.0610256445790753	0.0257873070831209	0.0006649852065991	0.0037241292962916	-0.1239369829501981	0.1003712105053723	0.0153603757427976	0.0100743798983137	0.0025200701741979	4.408124176480009e-05	6.350753682881835e-06	1.9431558755267557e-09	0.0005812053178995	0.0006572016306474	4.3191398332560926e-07	3.377996215546589e-07	-0.0002347326022865	0.000165673465	5.5099394576192186e-08	2.7447697005106227e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.9640556390949	-2.169308906384458	710588.3990995111	4.705901131318934	937.0357903198876	-4.091984170706041	16.74433445330881	878036.0723404164	789.562744726797	-1.0311530618106417	623409.3278605131	1.063276636881461	801.8411655184589	713.0381031893437	1.022541	22.307877	0.0874481362395451	0.0441458876413284	0.0023882982	-0.0541820475	0.0370817935	0.0092191852	0.0657292867	0.0508011232	-0.0347462464	-0.0436506026	0.0746279068	-0.1269336347	-0.0615900226	-0.0147589957	-0.0339969661	-0.0305795207	0.0317794647	-0.1410383283	0.045498626	0.0390972102	-0.0147497982	0.0252823873	0.0593807911	0.0139892586	0.070594284	-0.1040162904	0.0017796748	-0.0059631454	0.0673849863	-0.1717928861	-0.0679355801	-0.0264193653	0.0703427875	-0.0705092083	-0.063526529	0.0821396416	-0.0265515331	0.1311081633	-0.0376366126	0.0547247682	0.1303154161	-0.0238475471	-0.0791386243	-0.0843960011	0.152719399	0.1425091225	-0.0982745213970019	-0.0188840602836392	0.0003566077327961	0.0096578815558097	0.0553997470526752	-0.0056258975264001	3.165072297755479e-05	0.0030691319735003	-0.1111143502704123	0.0128226326797857	0.0123463988360158	0.0001644199088407	0.0022899939486503	-0.0002300762255476	5.244072284854993e-06	5.29350695622302e-08	-0.0001076739233567	-0.0006888792412562	4.745546090337178e-07	1.1593673771024506e-08	-0.0001513771540959	8.33554481906e-05	2.291504278217385e-08	6.9481307430558e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.547752311558	2.583696672463134	714951.001439128	6.675488495297071	933.932771989101	-3.1030183307866537	9.62872276119799	872230.422595246	789.72025206567	0.1575073388730743	623658.0765226654	0.0248085617988774	801.7895699995983	714.4865216211556	1.045184	22.801872	0.182765331350663	0.0747184711470213	-0.0018626306	-0.0413778267	0.0319638792	-0.0114339911	0.0170264256	0.0115857927	-0.0403632865	0.0223752034	-0.0265462516	-0.0002095442	-0.0497986796	0.1360740094	-0.0325942663	0.036249731	-0.0183239708	-0.0045536495	0.0356545089	-0.1161647319	-0.0178001926	-0.0030524888	0.0803839367	-0.0255777207	0.0508716991	-0.1875330633	0.0152134153	-0.0296971876	-0.0325762372	-0.0398192649	0.0073905389	0.0934737997	-0.1069945371	-0.0187391201	0.1562908504	0.0662790535	-0.113050962	-0.0488692199	-0.237450607	0.0459444802	0.1309549015	-0.2005448176	0.0517685497	0.2060700621	0.1513561561	0.1372005631	-0.0795192219098765	0.0187552994871254	0.0003517612588517	0.0063233066531521	0.013761797108188	-0.0416379499444872	0.0017337188755796	0.0001893870596469	-0.1578480710203678	-0.0467337207499554	0.024916013524851	0.0021840406551348	0.001725122482308	-0.0005648714663423	2.9760475789645155e-06	3.190797734877003e-07	0.0005526219754428	0.0006602958987995	4.359906739714395e-07	3.053910477423026e-07	-0.000438977012336	-0.0002875998582401	1.927008173594407e-07	8.271367845972563e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.7161134613976	1.1683611498395976	716928.1767951744	1.3650677764545067	941.693504689271	7.760732700170024	60.22897204348831	886786.6567739621	791.1912856451174	1.4710335794474076	625983.6504807738	2.1639397918618526	804.720866698253	711.6590069602518	1.159661	25.299305	0.3809953939527163	0.2271975164457668	0.0029881066	-0.0338067586	0.0236577507	0.0129938802	-0.0529043391	0.0397920201	-0.0018094213	0.037420699	-0.1376511921	0.1521662563	-0.0199268296	0.2586418459	-0.0015965243	0.0028559458	-0.0546776341	0.1548370848	-0.0078100667	-0.263432002	-0.0320248374	0.0328524191	-0.0082510094	0.0973323581	-0.1348112585	0.0311458355	-0.0997446219	0.2401804082	0.0412519419	-0.0115585045	0.2445471736	0.0094510768	-0.093906531	0.0411724359	0.042449276	0.1367300319	-0.1082050085	0.0302667955	0.0028805707	0.0512020018	0.0236386735	-0.1697357997	0.0180611085	-0.2091251815	0.1497707771	0.1310868562	-0.0794312863501858	8.793555969069389e-05	7.732662658115588e-09	0.0063093292512452	0.1378325116388907	0.1240707145307027	0.0153935422041591	0.0189978012646849	-0.0147329460944405	0.1431151249259273	0.0002170597006216	0.0204819389825637	-8.790970495911558e-05	-0.0018130321872671	7.72811622599875e-09	3.2870857120665807e-06	0.0008000101508498	0.000247388175407	6.12009093312046e-08	6.400162414627197e-07	-0.0002249649962822	0.0002140120160538	5.0609249552250265e-08	4.5801143015411967e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.3795570140541	-0.3365564473435825	716358.3545313064	0.1132702422485336	934.8163756335956	-6.877129055675368	47.29490404841438	873881.6561527317	792.8255262798478	1.6342406347304177	628572.3151209177	2.6707424522040784	804.8754657552212	715.7526288562351	1.068847	23.318092	0.46477027822758	0.2800558857920772	0.0070895362	-0.0385719596	0.0384585498	-0.0565261785	-0.0513319193	-0.0115856119	0.0167971724	-0.0428647796	-0.1964337223	0.1545002128	-0.005178034	0.240028232	0.0014238248	-0.0752789739	-0.0968535902	0.1763908082	-0.0524108036	-0.2486330394	-0.0554503469	0.0647991174	-0.1187434541	0.1780558625	-0.2757228535	0.2461163271	-0.094650017	0.2168504294	0.2116091024	-0.0247378181	0.4142708653	-0.0026800862	-0.073714086	0.261483769	-0.0052881592	0.0645955883	0.1144193075	0.180359098	0.1213777127	0.0263992656	-0.0748675519	0.0582073541	-0.1416623717	0.0539301014	0.1479655889	0.1242038795	-0.0433687484378708	0.036062537912315	0.0013005066406771	0.0018808483410673	0.0463090674224559	-0.0915234442164348	0.0083765408412388	0.0021445297255375	0.1220351797587255	0.136768125853166	0.0148925850987444	0.0187055202493874	-0.0037620509864853	-0.0036741412815261	1.4153027624915018e-05	1.3499314156614874e-05	0.000799797705711	-2.1244513879992938e-07	4.5132936999721255e-14	6.396763700605794e-07	0.0001090046819661	0.0003339696782483	1.1882020690530604e-08	1.1153574598927305e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.5261576109905	-2.8533994030635768	711536.3785739616	8.141888153403576	941.2814056712728	6.465030037677138	41.79661338806766	886010.6846624871	790.997150141795	-1.8283761380528176	625676.4915324415	3.342959302200936	804.2398876721346	709.798880094017	1.087567	23.726498	0.2126197622480584	0.1176498343213166	0.0125990384	-0.0390126952	0.0379390796	0.0193800671	-0.0131324143	0.1589485458	-0.0074447537	-0.0508366531	-0.080499828	0.0344634499	0.0340360326	0.1300866741	-0.0221668585	-0.0732082671	-0.0502705116	0.0263724908	-0.061203477	-0.14630762	-0.0428662152	0.0720668646	-0.0636364919	0.157480238	-0.195341049	0.1369904624	-0.03816176	0.0756046192	0.1193952635	-0.1132132738	0.1950298882	-0.1344860219	0.0732528632	0.069744913	-0.0053846315	-0.1950813092	0.0242900047	-0.1306509114	-0.0976182604	-0.0724288843	0.0443691745	0.0162735538	0.1515748197	0.1828682932	0.1459432408	0.1165920251	-0.0681949352661774	-0.0248261868283065	0.0006163395524339	0.0046505491959581	-0.0027292593138668	-0.0490383267363227	0.0024047574890983	7.448856402328677e-06	0.1040035144184514	-0.0180316653402741	0.010816731011389	0.0003251409549436	-0.0018951594080536	0.0018668915784317	3.5916291819340714e-06	3.4852841656192043e-06	0.0011937508530837	0.0003939531473726	1.5519908232485626e-07	1.4250410992380614e-06	0.0002626316230248	0.0001536269410586	6.897536941264066e-08	2.3601237019053282e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
