global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
871.9176970243409	n/a	760240.4703842304	n/a	889.6172379069245	n/a	n/a	791418.8299811456	815.7090425513667	n/a	665381.2421000673	n/a	815.060971351519	712.3054750082799	n/a	n/a	n/a	n/a	-0.0887971897	-0.0445401207	0.1317438467	-0.0372241979	-0.026140016	-0.2418985417	0.0982197411	-0.0775753641	0.059977424	-0.0505610443	-0.0033327593	-0.1261615603	0.088782673	-0.0450643788	0.0180075259	-0.111353145	0.0629144355	-0.0097296924	0.0466868561	-0.1314893041	0.3503289103	-0.0958539927	0.077022351	-0.0085081512	-0.1103990365	0.0863580699	-0.1143412036	0.0726266805	-0.0686249359	0.0572212154	-0.1478360713	-0.2035663179	0.133217116	-0.0498245022	0.2846809959	-0.0784067949	0.0895947416	-0.0580659277	0.0124854503	-0.0350235677	0.0165045085	-0.15801929	0.0592138033	-0.1016411428	0.0020155067	0.1156992164	-0.2242799119	0.1026997721	-0.3800205108	0.265496963	-0.3029194028	0.1686364027	-0.1642636056	0.0816045476	-0.0950984133	0.0237348419	-0.0065773959	0.1964129533	0.0680576347	0.1561451084	0.1560591586	-0.0014441217844165	n/a	n/a	2.0854877282262964e-06	-0.0987692069652013	n/a	0.0097553562445347	n/a	-0.6927031296169872	n/a	0.4798376257811685	n/a	0.0054840503154959	n/a	n/a	3.0074807862890683e-05	0.0014459314004737	n/a	2.090717614875835e-06	n/a	-2.796483764917453e-05	n/a	n/a	7.820321447446891e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.1499354865663	-2.767761537774618	755421.6103563023	7.660503929984517	871.8756894238422	-17.741548483082283	314.76254257755926	760167.2178083002	814.7012551372447	-1.0077874141219354	663738.135122202	1.015635472062577	813.0927521953844	712.1694024776695	1.325671	23.306725	0.1348331822337306	0.0641628561564564	-0.0828785303	-0.0692649649	0.0106352281	-0.0512202557	-0.0384489657	-0.0313349141	0.0381972303	-0.1364277289	0.00859607	0.0133172039	-0.0168862449	-0.0794936452	0.0650603578	-0.0063016899	-0.056829205	-0.1035220712	0.1424355435	0.1542942742	0.1088506475	0.1639492437	0.243100479	0.2362252092	-0.0190504519	-0.0135613797	-0.0733697364	0.0594860387	-0.061858865	0.1107329013	0.0489384348	-0.0132113067	-0.2034523561	-0.2679770391	0.1748282686	0.2831642142	0.0079700621	-0.0728426652	0.0993078101	-0.0410884135	0.0162686662	0.0780734326	-0.1983714412	-0.1272526313	-0.0249269515	-0.1717914633	-0.1182168517	0.090515266	-0.3369015489	0.1815445491	0.0256382016	0.0703859641	-0.1294332651	-0.0249477417	-0.2005414301	0.1085068693	0.0684170963	-0.0120700321	-0.1673288857	-0.0968849503	0.0484884142	0.155915944	0.1551433414	-0.024318268634218	-0.0228741468498015	0.0005232265941062	0.0005913781893659	-0.0639166306843748	0.0348525762808265	0.0040853356780427	0.0012147020734108	-0.6597149006909859	0.0329882289260012	0.4352237501937174	0.0010882232476742	0.0050778438199021	-0.0004062064955938	1.6500371706259628e-07	2.5784497859317942e-05	0.0013958551263197	-5.007627415399988e-05	1.948411533672985e-06	2.5076332331465562e-09	-0.0004540466714434	-0.0004260818337942	1.8154572908945e-07	2.0615837984883086e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
871.1369948680077	1.9870593814414408	758879.6638276633	3.94840498537444	878.1207241874209	6.245034763578701	39.00045919830649	771096.0062474406	815.752649812006	1.0513946747612408	665452.3856753092	1.105430762116295	814.7102099118167	708.5085235201236	1.289282	22.666965	0.1493960752372383	0.0686890867783846	-0.0921396261	-0.0418443717	0.0922961184	-0.0206483471	-0.0557926498	-0.0698478484	0.0427364983	0.0515527103	-0.0510409043	-0.0317582116	-0.0303814321	-0.1411477823	0.145585316	0.071261699	-0.0457215981	-0.0134329074	-0.0099935955	0.0148997978	0.0286446505	0.023128875	0.1317348496	-0.0721718793	-0.16780008	-0.0324665491	-0.1036393413	0.1573796699	0.0415638065	0.0345470547	-0.0101629655	0.0484736939	0.0386456567	-0.0486624294	-0.0150527175	0.0470239811	0.2309947803	-0.0831920158	0.0977843515	-0.0717857737	-0.1069533996	0.0523210203	-0.0149022108	0.0502732657	0.1034270851	-0.1456145506	0.0702064357	-0.0087789689	-0.0620921739	-0.1651972857	-0.0568902462	-0.0141038782	-0.0508742358	-0.0215881437	-0.1700161194	-0.0951836278	0.0318922164	0.0928816214	0.1042801556	0.020716895	-0.2040049258	0.1554579513	0.1533170814	-0.0384473144935952	-0.0141290458593772	0.0001996299368963	0.0014781959917694	-0.01596295320725	0.0479536774771248	0.0002548158750968	0.0022995551835801	-0.6814184080187573	-0.0217035073277713	0.4643310467868176	0.0004710422303266	0.0055930439400526	0.0005152001201505	2.654311638030899e-07	3.128214051535911e-05	0.0010898668163388	-0.0003059883099809	1.1878096773564716e-06	9.362884584496733e-08	-0.0009450551327713	-0.0004910084613279	2.410893090955919e-07	8.931292039773795e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870.4326357667554	-0.7043591012522938	757652.9734078611	0.4961217435169391	876.8061442292494	-1.314579958171521	1.7281204664262375	768789.0145581634	813.5540247611195	-2.1986250508864487	661870.1512050163	4.833952114385439	810.9715300651446	708.5470283949621	1.108321	19.485491	0.2593862277500118	0.1699165849668503	-0.0814940017	0.063052602	-0.0306861652	0.0322779061	-0.1109805173	-0.1141152782	0.0257608168	0.0616788339	-0.056114535	0.1565759604	-0.0634301289	-0.0930129023	0.0025831083	0.0863274632	0.015381659	0.0155228581	0.0824947535	0.0604446626	0.0301331854	0.0718364497	-0.1006717496	-0.1771530629	-0.0068365842	-0.0675763438	-0.0573141865	0.0409351993	0.1046742364	-0.0030834834	-0.01746243	-0.0854538362	-0.03437233	0.0974979953	-0.17035672	0.0347096243	0.1521290507	-0.0956689551	0.0792559237	-0.1062453871	-0.0676852106	-0.0018623417	-0.0103482649	0.0190295402	-0.0720540093	-0.1044073729	0.0226740819	-0.1151312517	0.0624555943	0.0272635104	-0.0691669652	-0.0793094902	-0.05889734	-0.106432179	0.094565033	-0.0476802257	0.1411313894	0.0433811565	-0.0496745178	0.045406956	0.0051171301	0.1547718027	0.1505910958	-0.0259783142649894	0.0124690002286058	0.0001554759667009	0.0006748728120505	-0.1760014350535641	-0.1600384818463141	0.0309765051409139	0.025612315671673	-0.6877933217452892	-0.0063749137265318	0.4730596534374189	4.063952502072448e-05	0.0064122373126806	0.0008191933726279	6.71077781757637e-07	4.111678735413332e-05	0.000626025410261	-0.0004638414060778	3.919078142924534e-07	2.1514884999223067e-07	-0.0006180132725059	0.0003270418602654	1.0695637836585346e-07	3.819404049934517e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.9681812464128	-1.464454520342656	755105.7000186985	2.1446270421520386	873.7751312696865	-3.0310129595628723	9.187039561038082	763482.9800253579	811.87543918154	-1.6785855795795896	659141.7287462184	2.8176495479725467	809.6218126506021	707.6006778469176	0.892165	15.68523	0.1582879636675423	0.112747872422601	-0.0786596751	0.02896853	0.0271604761	0.0867856564	-0.0966968746	-0.0160948174	-0.0369134786	0.0312186819	-0.1409676736	0.0750169857	-0.0993559429	-0.0589227031	-0.0052466781	0.1481839945	0.0601747502	0.13272187	0.1234817743	-0.0503195016	0.060796479	0.055706712	-0.0987478814	-0.0350781167	-0.1078791988	-0.0885983105	-0.0283250154	0.0716732859	0.1857300205	-0.0999113195	0.0127031909	-0.1499676529	0.0292851553	-0.073469862	-0.1490269977	-0.0093928298	0.0400270329	-0.0904998368	0.0877458595	-0.0714376284	-0.0935126168	0.0409821494	0.0155707996	0.0122338779	-0.0031065709	-0.077507197	-0.0292780229	-0.1051643087	0.0285384323	-0.0237363451	-0.0391046987	-0.0446762164	0.1681887703	0.0048469186	-0.0043102062	-0.0554088027	0.1647331753	-0.0420129846	0.0105912458	0.0783817322	-0.0278770839	0.1538585052	0.1469813818	-0.0249183678057107	0.0010599464592787	1.123486496537455e-06	0.0006209250541006	-0.0701585864009786	0.1058428486525855	0.0049222272457835	0.0112027086108941	-0.6742843001743211	0.0135090215709681	0.4546593174615739	0.0001824936638048	0.0058636603654884	-0.0005485769471921	3.0093666699071374e-07	3.4382512881799555e-05	0.0006278014576912	1.776047430200058e-06	3.941346702791956e-07	3.1543444743202306e-12	-0.0004108433274341	0.0002071699450717	4.291938614105261e-08	1.687922396971231e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.5663310364919	-2.4018502099208945	750937.2060860469	5.768884430897045	870.065110002639	-3.710021267047523	13.764257801944908	757013.2956439044	812.3496844896946	0.47424530815465	659912.0098905064	0.2249086123066989	810.1009504631774	708.9888095220938	0.992397	17.44742	0.0461722640713285	0.0233295624740879	-0.0630186197	0.1096273241	-0.0514709564	0.1572678902	-0.1131305769	0.0180620597	-0.1225347017	-0.0544377159	-0.0100152206	0.1156821487	-0.0907411233	-0.0641035351	-0.1591790473	0.0712733315	0.037873949	0.0866095416	0.1036779165	0.0724526156	-0.0871719701	-0.0628523874	-0.033040158	-0.176075921	-0.0426859827	-0.0927320778	-0.0650249878	-0.104213852	0.1572662911	-0.0493765132	0.0453245489	-0.059788078	-0.0832152717	0.1385447423	-0.1220269508	-0.0638694268	0.1042700897	-0.0929254148	0.0663587907	-0.0538399341	-0.1125558831	0.0608006742	-0.0316583051	-0.0010106921	-0.0438263303	-0.0097185984	0.0293411345	-0.0614531512	0.144818477	0.0723708085	-0.072479608	-0.0535032098	-0.0232244809	0.0284798452	0.0379691467	0.0222011558	0.1276872067	0.0650482225	-0.032788525	0.0630928851	0.0480506785	0.152719399	0.1425091225	-0.0321710523460723	-0.0072526845403616	5.2601433042000174e-05	0.0010349766090537	-0.0631196989842237	0.0070388874167549	0.003984096399859	4.95459360657505e-05	-0.685809774603598	-0.0115254744292769	0.470335046941838	0.0001328365608199	0.0061357130971989	0.0002720527317105	7.401268883114553e-08	3.764697521113812e-05	0.0006268344731719	-9.669845192999916e-07	3.929214567566935e-07	9.35059060565836e-13	-0.000544927964903	-0.0001340846374689	1.7978690005166344e-08	2.969464869333252e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.7183845940795	-2.8479464424124217	746009.4478858061	8.11079893884957	867.0084577791953	-3.0566522234437343	9.343122815083523	751703.6658606586	812.6594804321575	0.3097959424628698	660415.4311362641	0.0959735259664577	810.8810342501288	713.2963768978693	0.898588	15.798148	0.0441451017669132	0.0243003342212222	-0.0989306495	0.0802417212	-0.062543286	0.1856162708	-0.1716115547	0.0492382193	-0.1889287999	-0.0361443319	0.0504990224	0.0737972628	-0.0765389786	-0.0774271021	-0.1857283327	0.0765157674	0.0628279574	0.0572843571	0.0652829155	0.0330260847	-0.046649266	-0.0194424842	0.0229147773	-0.2310377263	-0.0997479114	-0.0851770538	-0.1088723624	-0.1301033177	0.1445385856	-0.0172579029	-0.0135030573	-0.0423208327	-0.0398869226	0.0749416665	-0.0821378828	-0.0404303734	0.1480760328	-0.1049014617	0.0790589249	-0.054680675	-0.1178006867	0.0779647426	0.0092760841	0.0468526792	0.0180038143	-0.0173553294	-0.0953984786	-0.0858178144	0.1686247195	0.051469916	-0.0484034639	-0.0189257415	0.0641894239	0.0906047668	-0.0628441922	0.0181383405	0.0470348506	0.0007494774	0.0050494833	0.0421675317	0.0065818787	0.1513561561	0.1372005631	-0.0406068822053953	-0.008435829859323	7.116322541544552e-05	0.0016489188824428	-0.0627182427691934	0.0004014562150303	0.0039335779760554	1.6116709258646049e-07	-0.6711673072455682	0.0146424673580298	0.4504655543152669	0.0002144018503309	0.0065277227381249	0.000392009640926	1.5367155857893165e-07	4.261116414583285e-05	0.0006266591047172	-1.753684547000636e-07	3.927016335249626e-07	3.0754094903888263e-14	-0.0005660499222129	-2.11219573099e-05	4.461370806012381e-10	3.204125144372302e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.623361959804	-0.0950226342754376	745845.3113227547	0.0090293010246435	864.0312234073705	-2.9772343718248067	8.863924504775051	746549.9550228374	813.0861083126738	0.426627880516321	661109.0195310491	0.1820113484338483	811.5124240117531	681.0990266391857	1.13779	20.003586	0.0629898799753668	0.034221095237503	0.0083225216	0.1052923563	0.0793641972	0.2108407759	-0.0993527708	0.1394443219	-0.083888123	-0.1618609452	0.0900960432	-0.0252553149	-0.0678579696	-0.0515360577	-0.1183912914	0.0753808219	0.0006213801	0.0682275052	5.7611e-05	0.1228576309	-0.0964953625	-0.0829697681	0.0913569305	-0.0848774854	-0.0290720278	-0.0725511425	-0.0816211178	-0.0925934788	0.1032645585	-0.0282755082	0.0598361339	0.047454603	-0.1269051703	0.0721335967	0.0466175932	-0.021618956	0.0195945953	-0.0751636944	0.0348070506	-0.0269310134	-0.1366045072	0.0185409589	-0.0419168317	-0.0541478697	0.0459980435	0.1378370084	-0.1024897582	0.0027811419	0.2164552101	0.0673921525	0.0953839321	0.0769953503	-0.0179974933	0.0467859966	0.0944911111	0.1248130252	-0.2393711838	-0.0573218342	0.0622035369	0.0999365033	0.1417198487	0.1497707771	0.1310868562	-0.0389933400587807	0.0016135421466146	2.603518258901667e-06	0.0015204805689397	-0.0716654813196981	-0.0089472385505047	0.0051359412127839	8.005307767963758e-05	-0.6454588552777807	0.0257084519677874	0.416617133856503	0.00066092450258	0.0064041194125274	-0.0001236033255975	1.5277782098761662e-08	4.101274544991029e-05	0.0002959471203651	-0.000330711984352	8.7584698052395e-08	1.0937041659410361e-07	-0.0004859522859533	8.009763625960002e-05	6.415631334375192e-09	2.3614962422323786e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.9005309847759	3.2771690249718404	751516.5306216864	10.739836818234885	862.7923472850998	-1.2388761222706537	1.5348140463323712	744410.6345337323	812.4362196196438	-0.6498886930299932	660052.6109498581	0.4223553133282327	809.524360108049	700.4560166372551	1.380719	24.274544	0.2071449750131001	0.1152384892812248	-0.0873353417	0.0341028102	0.1073222495	0.0481719192	-0.115832588	0.0660926971	-0.0571923552	-0.0990128082	-0.0343593553	-0.2239277849	-0.0961986278	-0.1027927388	-0.057156204	0.1589732641	0.0269667762	-0.0614939105	0.0293260141	-0.0220422414	-0.0144035795	0.2330073745	-0.0490240535	0.0650017376	0.100485	-0.094940432	-0.1041719567	0.0360036334	0.2008308522	0.0611536736	-0.0662088793	-0.029627983	-0.0177621342	0.0149369505	0.1370848703	0.2277057499	-0.0460919214	-0.1160735092	-0.0362632238	-0.0607728531	-0.0960557456	0.0446665383	0.0197840433	0.0021275489	0.1575393544	0.062983369	-0.0841702141	-0.0450654567	0.0277746129	-0.0192735035	0.3556854952	0.0122015924	0.3543591829	0.3014449553	-0.0116098865	-0.0481506555	-0.1471684041	-0.2683196731	-0.0917482889	0.0006224031	0.0212928284	0.1479655889	0.1242038795	-0.0412377643701233	-0.0022444243113426	5.037440489345733e-06	0.0017005532102458	-0.0432987069298889	0.0283667743898092	0.0018747780218004	0.0008046738892823	-0.694600567067269	-0.0491417117894883	0.4824699477701717	0.0024149078376011	0.0080589929388271	0.0016548735262997	2.7386063880476047e-06	6.494736718806507e-05	-0.0004980672016825	-0.0007940143220476	2.480709373918361e-07	6.304587436167097e-07	-0.0003869988438514	9.89534421019e-05	9.791783703814077e-09	1.4976810514232028e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.8801175607616	2.979586575985764	756691.4189275245	8.877936163794566	873.4349866657587	10.64263938065892	113.26577298675208	762888.6759318141	813.6472754735299	1.211055853886137	662021.8888854983	1.4666562812318802	812.2331771458665	687.5355665823548	1.190702	20.933828	0.1958416477657935	0.1038578594984469	-0.0443216714	0.0429575809	0.1218458252	-0.0738147913	-0.0569684134	-0.0199850587	0.0929568819	-0.1608068824	-0.0940035101	-0.1213594234	-0.0749698695	-0.1030051071	0.0594385225	0.1090736037	-0.0589187781	0.0744581878	0.0553039666	0.0184430561	0.0752366446	-0.0114986019	-0.1813347802	-0.0081717754	0.1138322669	-0.0741665596	-0.076526429	0.1213371654	0.0893266984	0.0213893978	0.0723845304	-0.0146815634	-0.0293792262	-0.035832564	-0.0282038936	-0.0042459677	-0.1127806717	-0.1103757889	0.0006911513	-0.0282305244	-0.089644248	0.039268831	-0.0792020804	-0.0717768573	0.0305220802	-0.0303003932	0.046014732	-0.098007202	-0.0124870688	-0.0719036546	0.2169900666	-0.0608579009	0.1335245157	0.0716581606	0.1202269997	0.025974692	-0.1575361771	0.140302969	-0.0714030323	-0.0933765623	-0.0782555183	0.1459432408	0.1165920251	-0.028667295442915	0.0125704689272083	0.0001580166890499	0.0008218138280113	-0.0718140574260246	-0.0285153504961357	0.0051572588439883	0.0008131252139174	-0.6713515446469245	0.0232490224203445	0.4507128964998114	0.0005405170435016	0.0064211356636099	-0.0016378572752172	2.682576453981911e-06	4.123098321048296e-05	0.000316188934597	0.0008142561362795	9.997544236158597e-08	6.630130554688197e-07	-0.0005650215507968	-0.0001780227069453	3.1692084188167764e-08	3.192493528648208e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
