global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
868.6075895564712	n/a	754479.1446351032	n/a	871.9602660691806	n/a	n/a	760314.7056034363	813.9702271527493	n/a	662547.5306910983	n/a	814.3183082987734	726.5365431016883	n/a	n/a	n/a	n/a	-0.0550906258	-0.0661041373	-0.15448385	0.1241608091	-0.1028725887	-0.1003099275	0.1253487303	-0.0047012486	0.0683898094	-0.0640793027	0.0781360542	-0.1236338192	0.0736518511	-0.1899615399	0.025753718	0.0278530452	-0.0688185505	0.1092613558	-0.0296591231	0.0067720061	-0.1234056796	0.0656973352	-0.1416040844	0.0538234052	-0.1797797494	0.11343093	-0.1844517374	-0.0587239284	0.107055125	-0.0445812185	-0.0951955925	0.0472462688	-0.1700180404	0.1283644213	-0.1127052306	0.0147165138	0.0433536874	-0.0761919903	0.0075142411	-0.0972604336	0.0936017595	-0.0284707565	0.1563294062	-0.0660191831	0.1368254499	-0.2568095669	0.0201248268	-0.0247468472	0.1374342327	-0.0470339369	0.0797176025	-0.0164564873	0.132513459	-0.0347111207	0.167372154	-0.0778671512	0.0121887042	-0.153061845	0.094372157	-0.0843119242	0.1565910113	-0.0520889727	0.0542007862	-0.0735041939	0.0745978758	-0.0815067417	0.1511457964	-0.052177226	0.0068431236	-0.0978334238	-0.0105825312	0.1561451084	0.1560591586	0.0192180844477718	n/a	n/a	0.0003693347698416	-0.0356207362395224	n/a	0.0012688368502456	n/a	0.0002364683376612	n/a	5.59172747162513e-08	n/a	0.0009940528233305	n/a	n/a	9.881410155713385e-07	0.0002092534421054	n/a	4.3787003032957984e-08	n/a	-0.0004951038952266	n/a	n/a	2.451278670685521e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.956191738922	-1.6513978175491957	751613.0383944545	2.7271147518062464	860.5124520979865	-11.447813971194137	131.0524447190677	740481.6802156896	814.3968557571739	0.4266286044245362	663242.238667171	0.1820119661132274	814.5225156448645	715.520884245492	1.247233	17.329166	0.0228381077907593	0.0135755789608925	0.023037455	-0.1127464535	0.0916265716	0.0655425093	0.0085784449	0.0416865317	0.0605272203	0.1493424815	0.0292870475	-0.0400860898	0.0371195654	-0.1235150234	-0.0025936505	-0.0233082163	0.128378925	-0.1295401286	-0.0824121434	-0.0738786524	0.1604604325	-0.1092150218	0.2269942031	0.1492299299	-0.1078952833	0.0727495469	-0.0988506043	0.0659850008	-0.0145007644	-0.0607900228	0.0529614287	-0.0331929504	-0.1091751813	0.1240928822	-0.0226283608	-0.084472611	-0.1136611696	-0.0507095801	0.0767744362	0.173125041	-0.1067876308	-0.1508223666	-0.0266105238	-0.0006388974	-0.1910178889	-0.0868570268	0.1187655906	-0.0575602133	-0.0683454696	0.0147780725	0.0302852972	0.034480869	0.0600111046	-0.1015565973	0.0762105998	0.0501667161	-0.022879844	0.0207298723	-0.0115134533	-0.0780344635	0.1556009084	-0.0234785924	0.2379202465	0.1871795498	-0.0386196476	-0.136697346	0.0319334129	-0.1308997323	0.2484085339	-0.023876706	0.0020947475	-0.0249438116	0.0266387719	0.155915944	0.1551433414	0.0190443368221906	-0.0001737476255811	3.01882373951048e-08	0.000362686764997	-0.0294383034969456	0.0061824327425768	0.0008666137127782	3.8222474616485694e-05	0.0003144078719259	7.793953426470001e-05	9.885230992897317e-08	6.0745710013983475e-09	0.0011119996507968	0.0001179468274662	1.3911454109365134e-08	1.236543223372205e-06	-7.752136166327972e-07	-0.000210028655722	6.009561514129014e-13	4.4112036224404184e-08	-0.0004949996206482	1.0427457839995869e-07	1.0873187700489132e-14	2.45024624441862e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.2234729652872	1.267281226365185	753811.9990079048	1.606001706697647	862.073115640982	1.560663542995485	2.43567069443522	743170.0567109499	814.3221440645277	-0.074711692646133	663120.5543138494	0.0055818370180502	814.7878304228695	709.5424914579892	1.414602	19.654606	0.0837639515567574	0.0452710698174744	-0.0087742011	0.2303005229	-0.0014598374	0.0163370536	-0.0143879774	0.0668505486	0.0249930668	-0.1541448949	-0.1023250727	-0.0048901087	-0.1964240918	-0.011730598	0.0592922996	-0.0861725147	-0.0584893626	-0.101305287	-0.0276322996	0.0009926661	-0.0125171683	-0.0672347494	-0.0530633811	0.0452663776	0.1033994413	0.1161621338	-0.0376758327	0.1075653555	0.0713823808	-0.0451676019	0.0387884511	0.0139642669	0.1863541886	0.0352438774	-0.0865599809	0.0423473233	-0.0027976418	-0.0340084453	0.1303852962	0.0502089492	0.0024047332	-0.0338891326	0.010835443	-0.1237565984	0.0741343727	-0.0076816852	-0.0883548457	-0.0706114695	0.0328750425	-0.0098897068	-0.0323208652	-0.0638794719	0.0547437098	0.1773875158	0.0098318295	0.1310521566	0.0379111556	-0.1162795564	0.0227618956	-0.0958712764	0.0967168788	-0.0617972713	0.0946304554	0.0020308005	-0.0661467239	0.0369903403	-0.0810860569	-0.0159924512	0.1216180658	-0.0786304227	-0.1838355835	-0.2032101755	0.0287591585	0.1554579513	0.1533170814	-8.628480827610474e-07	-0.0190451996702733	0.0003627196304805	7.445068139244153e-13	-0.0514442843789026	-0.0220059808819569	0.0026465143952574	0.000484263194577	0.0003674883716513	5.308049972539995e-05	1.35047703298924e-07	2.817539451098184e-09	0.0009421697270831	-0.0001698299237136	2.8842202988601153e-08	8.876837946318431e-07	0.0006822668100336	0.0006830420236502	4.654880000734245e-07	4.665464060722053e-07	-0.0004953214833803	-3.218627321000195e-07	1.0359561831488893e-13	2.453433718980609e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.1990071331891	-0.0244658320981443	753769.5159870553	0.0005985769402545	861.5079147471168	-0.5652008938651534	0.3194520504259683	742195.8871719255	815.0296503399323	0.7075062754046257	664273.3309332323	0.5005651297369261	814.8563681641693	719.4441367393457	1.230324	17.094229	0.1118751404616179	0.0596095060972803	-0.0400095376	-0.0502356258	-0.0779949188	0.0964056867	-0.0264694275	-0.0616284792	0.0655008152	-0.0240196979	-0.0219621939	-0.0220583915	0.110454757	-0.0785054519	0.1449545605	-0.0023430169	-0.0338156307	-0.0646970219	-0.0135977871	0.0359356566	-0.0452310345	-0.0112919554	-0.024600119	-0.1000039485	0.1064508138	0.049978599	-0.0502295558	0.0755676871	-0.0183483302	-0.0108426485	-0.0502560278	-0.0146741193	-0.0998158833	0.0236091213	-0.1574130179	-0.0129750556	0.0281192945	-0.0539416634	-0.0412033902	-0.0847462617	-0.0298014466	0.022667211	-0.0899434875	-0.0299647163	-0.0212654352	-0.0803484625	-0.0707636139	-0.1023327306	-0.0746788428	-0.0585545884	0.0231848034	0.003675621	0.0895122831	-0.0431905671	0.1077901806	-0.1015249546	0.1167228181	-0.0858363444	-0.0160496137	-0.1491229124	0.0322796888	-0.0186693163	-0.0108845594	-0.0055113117	0.0177591525	-0.0240276384	-0.0742064193	-0.0479425394	0.2212065973	-0.2133692579	-0.0529422249	-0.0568373926	0.0093288709	0.1547718027	0.1505910958	0.00012026248082	0.0001211253289027	1.4671345301802041e-08	1.4463064292980869e-08	-0.0126626378713297	0.0387816465075728	0.0001603423978604	0.0015040161058383	-0.0247937925665695	-0.0251612809382208	0.000614732149834	0.000633090058452	0.0012150023915189	0.0002728326644358	7.443766278313785e-08	1.4762308113966465e-06	-8.007565144296791e-07	-0.000683067566548	6.412109954015689e-13	4.66581300469847e-07	-0.0004949999606257	3.2152275460009105e-07	1.0337688172563037e-13	2.450249610194445e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.1847665160283	-0.0142406171607945	753744.7888104905	0.0002027951771203	859.0407928069892	-2.4671219401276403	6.086690667459172	737951.0837064605	814.6984664443569	-0.3311838955754638	663733.5912267868	0.1096827726885397	814.6330865040643	721.4283266901401	1.030713	14.320814	0.0608876892091077	0.0325471405879078	-0.0182905546	-0.1634062419	0.0754708896	0.0516890643	0.0118357128	0.068423718	0.0281695669	0.1273717358	0.0802987894	-0.0175225128	0.0163262786	-0.1195861273	0.0554514344	0.0753754547	0.0875801055	0.0219909045	0.1073961308	-0.0763545029	0.0820906966	0.0263917416	0.0305409104	-0.0742179915	0.0618820966	0.0640080634	0.1042113107	-0.0557609554	-0.0850484415	0.0780448171	-0.0616011961	-0.0089667492	-0.0650459455	0.1102268973	-0.0509521244	-0.1485995451	-0.0037172684	0.0776069032	0.0231746952	0.0543239216	0.0821489576	0.0452919279	0.0028250658	-0.0438169232	-0.1270132178	0.0987611253	-0.0697402409	0.0263364339	0.0912663435	-0.0417030545	-0.0907065639	0.0937024563	0.0518596009	-0.1246647254	0.0102037549	-0.0673321454	0.017188135	-0.0093451012	-0.0068395151	-0.015223454	0.0102226302	-0.0461314076	0.0257166205	-0.061535471	-0.0370040586	-0.0149498497	-0.0378790106	-0.062145989	0.0302296636	0.0497989782	-0.1061040551	0.0064015615	0.0876550128	0.1538585052	0.1469813818	0.0001092065338355	-1.1055946984499994e-05	1.2223396372407448e-10	1.1926067032364206e-08	-0.0007491660837359	0.0119134717875938	5.612498210201857e-07	0.0001419308100337	-0.0106784761094615	0.014115316457108	0.0001140298520203	0.0001992421586843	0.000806058312153	-0.0004089440793659	1.6723526004842354e-07	6.497300025909431e-07	0.0002533143377048	0.0002541150942192	6.416815368682145e-08	6.457448111004798e-08	-0.0004611022338624	3.389772676329995e-05	1.1490558797193416e-09	2.1261527007289545e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.3934143236531	0.2086478076248568	754107.1220406919	0.0435339076266592	859.1549400153187	0.1141472083295411	0.0130295851694276	738147.210952726	815.0046124515214	0.306146007164557	664232.5183172546	0.0937253777028009	814.924331905335	721.2314906825322	1.163827	16.170311	0.0816312095854435	0.0441420961993495	0.005942518	-0.0379133663	0.1727510283	-0.1119924674	0.0112794812	0.103475924	-0.1139914138	0.041043267	-0.0703762572	0.0019868465	-0.0630977443	-0.1018138945	-0.0154683068	0.0504215274	0.003837743	0.0571453859	0.3051159891	-0.0207742484	0.1255127243	0.0993515011	-0.2378736993	0.1042518849	-0.0100938609	0.0817697407	0.2125044411	-0.0237745688	-0.0711360917	-0.0969302642	-0.0816399244	0.000847116	0.0337594378	0.1137457712	-0.0028423928	-0.109783601	0.0564135774	0.0206478567	-0.0676089419	0.0241309901	0.2621125323	0.0345921855	0.2757610983	-0.0989332248	-0.0147692894	0.0691582152	-0.0928402986	-0.0537374188	0.0392239783	0.0439816065	-0.0254576646	0.1322246228	0.0249304609	-0.066094294	-0.0015554183	0.0896259983	-0.1840767838	-0.0177120413	-0.0231432393	-0.0349664788	-0.1081132258	0.0065639138	0.0796735092	-0.1594452778	0.2589966889	0.168421462	-0.0254422699	-0.0622036821	-0.1361558147	0.2323717921	-0.0896521509	-0.026112617	-0.0141672568	0.152719399	0.1425091225	5.695137566874564e-05	-5.225515816675436e-05	2.730601555032515e-09	3.243459190562593e-09	-0.0132312127784359	-0.0124820466946999	0.0001750649915882	0.0001558014896886	0.0168498627639053	0.0275283388733668	0.0002839178751624	0.0007578094411269	0.0003809702831987	-0.0004250880289542	1.8069983236025176e-07	1.451383566804977e-07	-0.0001190942360624	-0.0003724085737671	1.4183437063286656e-08	1.3868814581532e-07	-0.0004949770083251	-3.3874774462700006e-05	1.1475003448987926e-09	2.4500223877046615e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.317175835352	-1.076238488301101	752239.083499011	1.1582892837006389	856.8897145001185	-2.2652255152002	5.131246634714011	734259.9828160946	815.5322291845354	0.5276167330139288	665092.8168386975	0.2783794169562913	814.8789144734594	709.6095565589699	0.969154	13.465514	0.0846572070337159	0.0440811337793091	0.0395657635	0.0451701565	0.1365940693	-0.1136571468	0.0396670561	0.109138971	-0.2044667107	0.0494798037	-0.0052940591	0.0011472384	-0.1254913075	-0.0060052041	-0.0727203482	0.1090502744	0.0001052397	-0.087935195	0.1016815492	0.0485838396	-0.0712423291	0.1505030924	-0.0361160645	0.1270719688	-0.0208959076	-0.0234811474	-0.0273083622	0.0434173519	-0.0532322043	-0.2251132413	-0.1457170923	-0.0040315368	0.1166228261	0.0794987918	0.0502236036	-0.1041500573	0.0742220016	-0.1136057953	-0.1053527337	-0.0387902819	0.0248277014	-0.0030326043	0.1164577803	0.037217154	0.041731129	0.0139185036	0.0808238617	-0.0056175765	0.065545689	0.0814240339	-0.0628012473	0.0831191122	0.0140591993	0.0171323187	0.0997689722	0.0537788854	-0.2360144448	0.0072974416	-0.0241789077	-0.0306509183	-0.0930649768	-0.0189713473	0.1195138975	-0.0095840277	0.1608598945	-0.0243216215	0.008600614	-0.0446719634	-0.1287124155	0.0169406666	0.0996712696	0.0204412692	-0.0719449	0.1513561561	0.1372005631	0.0023703513759727	0.0023134000003039	5.351819561406336e-06	5.618565645575673e-06	-0.0311872906437002	-0.0179560778652643	0.0009726470976946	0.0003224207323034	0.0424639487022489	0.0256140859383436	0.0018031869393872	0.0006560813984568	0.0003810119743257	4.1691126999971694e-08	1.7381500705277685e-15	1.4517012457956786e-07	-0.0003259862718931	-0.0002068920358307	1.0626704946276213e-07	4.280431449017165e-08	7.356212931328179e-05	0.0005685391376383	3.232367510265948e-07	5.4113868691039915e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.0023661433626	-0.3148096919894669	751693.1028981893	0.099105142170503	862.176700106935	5.286985606816415	27.95221680668394	743348.6622072837	815.5308001752685	-0.0014290092668716	665090.4860345137	2.0420674848049563e-06	816.1044930151859	709.9565789870124	0.937	13.018765	0.0750792620143565	0.0479593656071244	0.0308847577	0.1345828956	0.0589161994	-0.1370809861	0.0229770212	0.056996574	-0.2307384534	-0.0505033171	-0.078462075	-0.0046314156	-0.0834604491	0.1347244667	-0.1787167731	-0.0504769701	0.0655951907	-0.1238986892	-0.0108583762	0.0777625853	-0.1379978693	-0.1192521261	-0.0632966463	0.1457389059	0.1234836387	0.1044298907	-0.1763358614	-0.095354196	-0.0593162071	-0.0057907881	0.104704311	-0.0099526104	0.1308243084	-0.0796542238	0.1548295586	-0.0106890274	-0.0883780536	-0.220629153	-0.0729598435	0.0045514612	-0.1239438475	0.0342735777	0.0815340119	-0.0833183655	0.0454293186	-0.15378649	-0.0010867988	0.0044726734	0.1016422919	0.0652350178	-0.0137119399	-0.0036378036	-0.065519866	0.0979910546	0.0711936094	0.0656302162	-0.2999825827	0.151421572	-0.0729020674	-0.0678304416	-0.0130194346	0.1209045336	0.1248390433	0.121514724	0.0746319536	-0.1254364367	0.0189812982	-0.0527664654	-0.0583797246	-0.0564727155	0.1731098851	-0.0075291643	0.1051090431	0.1497707771	0.1310868562	0.0022034289728907	-0.0001669224030819	2.7863088650669678e-08	4.855099238574166e-06	-0.0310199442148899	0.0001673464288102	0.0009622369390948	2.8004827235560322e-08	0.0180528576905487	-0.0244110910117002	0.0003259056707952	0.0005959013643815	0.0010339545014082	0.0006529425270825	4.263339436728813e-07	1.0690619109822795e-06	-0.0003251449226864	8.413492066999752e-07	1.0571922074874504e-07	7.078684876146776e-13	-0.0002793320378128	-0.000352894167126	1.24534293191611e-07	7.802638734865153e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.711342522925	-1.291023620437613	749456.1285728451	1.6667419885278427	856.9355455519836	-5.241154554951322	27.46970106888699	734338.5292304758	815.3620797751342	-0.1687204001342479	664815.3211352323	0.0284665734214607	815.475127359492	702.6138685617614	1.050019	14.589063	0.0467364705643432	0.0201430555766112	0.0577584795	0.1500606811	0.0167268724	-0.0703967289	0.076034107	0.0486026844	-0.1534986599	-0.1625124684	0.070759466	0.0151197056	-0.1290606481	0.0548162702	0.0055007755	0.0484792587	-0.0377122393	-0.0643134832	-0.0307890973	0.0320056864	-0.1815775693	-0.2262605167	-0.0584227199	-0.0657305032	-0.0654162257	0.1165344732	-0.0322485232	-0.0876043312	-0.1814648786	-0.0545897428	-0.153352885	0.0180088061	0.1712075958	-0.0412602573	0.0023086294	0.0150123387	0.05544577	-0.0839237976	-0.0721932066	-0.0108324337	-0.1571922024	0.0190122838	-0.0361615719	-0.2021777726	0.1185527815	0.0032004485	0.0544365471	-0.0473623786	0.1121924223	0.0496547947	-0.076538401	0.0303971613	-0.0003148268	0.1508406418	0.0445895237	0.0246328153	-0.1722780258	-0.1219316787	-0.0431021818	-0.0851300272	-0.1471517464	0.1145246766	-0.0433719099	-0.0335910804	0.1628793486	0.0156761624	-0.0162379282	0.2055249094	0.0891850237	-0.1957493275	0.1210623551	-0.0381991852	0.0282050257	0.1479655889	0.1242038795	0.0001260872451069	-0.0020773417277838	4.315348653991784e-06	1.5897993378647476e-08	-0.0245508118871384	0.0064691323277515	0.0006027423643176	4.184967307395957e-05	0.0063620657812037	-0.011690791909345	4.047588100436304e-05	0.0001366746154676	0.0008569932481405	-0.0001769612532677	3.131528515807506e-08	7.344374273584047e-07	-0.0001790308319653	0.0001461140907211	3.2052038794187495e-08	2.134932750725385e-08	-7.242328981234167e-05	0.0002069087480004	4.281122999911717e-08	5.245132907242432e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870.6064485425861	4.895106019661171	757955.5882439347	23.96206294372303	863.0036272037925	6.068081651808825	36.82161493301892	744775.2605669023	817.5915805570835	2.229500781949241	668455.9925978299	4.9706737367122775	817.6515489446418	719.1785256153828	1.341424	18.637863	0.0500260852176221	0.0286954464282155	-0.0480392192	-0.019984182	0.0774365605	0.1350717483	-0.0557845286	0.0004886381	0.0433755384	-0.0249883207	0.0983869877	0.1319648814	0.0456662249	-0.0481627861	-0.0403708712	0.1534370749	0.000353937	-0.1116976451	0.0535945328	0.2255514831	-0.1389516433	0.0210786414	0.0709032267	-0.1207925565	-0.0521979337	0.0353768178	0.1528900505	-0.1759924495	0.0597291192	0.0708380197	-0.1238371909	0.1246325494	-0.051486419	0.0331912315	0.0372589945	-0.0741709047	0.1412388438	-0.1467406935	-0.1681943496	-0.2844105241	-0.0304415123	0.0401761238	-0.1360829732	0.0317721917	-0.076318943	0.0342496389	-0.0030652177	0.0672155562	0.09425073	-0.0214956367	-0.0237697739	0.1043830071	0.0060255305	0.0570228801	0.0775300272	-0.0413042343	-0.123066308	-0.0172509085	0.0906622788	-0.0624903457	-0.0695123574	-0.0773640974	-0.0478887258	-0.2031907589	-0.1508868155	0.1145823068	0.0943890004	-0.0091807864	-0.0488973653	-0.1343486779	-0.0483678575	0.0473584583	0.0469928718	0.1459432408	0.1165920251	1.069778834050794e-05	-0.0001153894567663	1.3314726732843062e-08	1.144426753783076e-10	-0.03120031114112	-0.0066494992539815	0.0009734594153026	4.421584032870185e-05	0.0064959088090432	0.0001338430278395	4.219683125540505e-05	1.79139561012453e-08	0.0003809999922819	-0.0004759932558586	2.2656957962287066e-07	1.451609941188079e-07	-5.3311895564789344e-08	0.0001789775200697	2.8421582087110048e-15	3.2032952690312474e-08	-0.0002799995834647	-0.0002075762936523	4.30879176864501e-08	7.839976674040551e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
