global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
837.2075998510384	n/a	700916.5652483364	n/a	899.8269327799479	n/a	n/a	809688.5089561689	758.8851903374162	n/a	575906.7321134565	n/a	760.8466264382736	590.2008218639172	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0090074601897356	n/a	n/a	8.11343390696717e-05	4.970435271900442e-05	n/a	n/a	2.470522679215202e-09	1.830917403822241e-05	n/a	3.3522585396191747e-10	n/a	-0.0004599994709783	n/a	2.1159951330031584e-07	n/a	-0.0001049999978508	n/a	n/a	1.1024999548668004e-08	-2.4133799459655778e-08	n/a	5.824402763588815e-16	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
834.2473795644927	-2.960220286545677	695968.6903102227	8.762904144876574	891.2479523629853	-8.578980416962622	73.59890499462817	794322.9125912142	756.8513185484554	-2.0338717889608238	572823.9183885355	4.1366344539307	758.4094742188806	589.6529265218056	1.084273	21.662258	0.1771766314118223	0.0874855636748143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0203428601666075	0.0113353999768718	0.0001284912926356	0.0004138319597581	-0.0621145929397641	-0.0621642972924831	0.0038643998578682	0.0038582226560725	0.0205845479330548	0.0205662387590165	0.0004237236136082	0.0004229701766928	0.0004640265462005	0.0009240260171787	2.1532063557876483e-07	8.538240804233159e-07	-0.00077398415055	-0.0006689841526992	4.475397965626666e-07	5.990514653026051e-07	6.917960399155571e-05	6.920373779101537e-05	4.785817608428471e-09	4.789157324247609e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.6084106896659	-2.638968874826787	691572.548729792	6.964156722304559	885.8639888879025	-5.383963475082851	28.987062701026208	784755.0068083857	758.9608630779508	2.109544529495338	576021.5916840279	4.450178121923707	760.6773262466309	571.2197369772655	1.122043	22.416857	0.2122034726158208	0.1257075766097086	0.0261133326	-0.1162184088	0.0247317982	-0.0865450275	0.0264744423	-0.1210200202	0.1051855991	-0.0226089399	0.1012132543	0.1038586792	-0.186251668	-0.0539890063	0.1044093306	-0.1068668009	-0.032481485	0.0462632099	-0.1349143218	0.2076082818	-0.1484166753	0.0876708883	-0.2033713636	0.0493236071	-0.0466785965	0.1344980178	-0.0505784054	0.0488083527	-0.09441888	0.0161463842	-0.009481684	0.0938701126	-0.1690539909	0.0978899652	-0.0926151604	0.0021359418	0.0220049149	-0.1044144335	0.0707980849	0.0714182215	-0.0939309673	-0.1443436092	0.0994558271	-0.0376171261	-0.0676227722	0.0596383793	-0.1352883364	0.1107397756	-0.0148299573	0.0337593758	-0.1359038932	0.1271830314	-0.1084643463	0.1612772261	-0.2288186204	0.1794335448	-0.072637731	0.0057425357	0.0402282968	-0.0201005819	0.0104697318	-0.1053983017	0.118213527	-0.0450027672	0.0519841811	-0.0579853523	0.0774471875	-0.1381949149	0.1188981767	-0.2434620444	0.1493936954	-0.0280680472	-0.0376375872	0.0096094009	0.0466409591	-0.07288115	0.0069036803	-0.1030875178	0.0067298104	-0.2124741381	0.0385810176	-0.1779341055	0.2089991282	-0.0363190067	0.0726025356	-0.1329808604	0.043551783	-0.0330657517	0.1128632247	-0.0108468418	0.1794227292	-0.1113663906	0.196295581	0.0091195434	-0.0038495661	0.0250909053	-0.2594543809	0.0309634373	0.1301773761	0.1301427735	0.1300851093	0.1300043937	0.0	0.0	0.0466610341258189	0.0263181739592114	0.0006926462805473	0.0021772521056908	0.0554054360579101	0.1175200289976742	0.0138109572156141	0.0030697623447671	0.0001321026116158	-0.0204524453214389	1.7451099995714894e-08	0.0004183025196264	-0.0002280000310916	-0.0006920265772921	5.198401417777057e-08	4.789007836786189e-07	-0.0005769996796798	0.0001969844708702	3.8802881764012686e-08	3.3292863035059177e-07	-6.58345960679219e-08	-6.924543858762364e-05	4.334194039426438e-15	4.794930765192356e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.1194163819673	-1.48899430769859	689098.245454338	2.217104048358804	882.6008288296787	-3.263160058223775	10.648213565586993	778984.2230508358	757.7635866753674	-1.197276402583384	574205.653291117	1.4334707841830092	759.5939754244475	562.3859979242372	1.085587	21.688503	0.1854301058967511	0.1085933864768257	-0.0158401439	-0.1195533937	0.0425989926	-0.0515649596	0.0362910226	-0.0825188093	-0.0020843724	0.0918640537	0.0295955486	0.188298712	-0.0287752863	-0.0638005275	-0.0183755307	-0.1030755924	-0.0400636655	0.0293644436	-0.1331470435	0.2570916251	-0.1025081187	0.1527351099	-0.1023874947	0.0839006204	-0.0958253349	0.0921481381	0.1310436148	0.0121567023	0.0369171904	0.0716525873	0.1644958653	0.1029069301	0.0168012251	0.0013362315	0.0815301277	-0.0951624677	-0.1072374231	0.1492651089	-0.1157334995	0.0824374314	-0.256074771	0.1499217124	0.1416542578	-0.0227616762	-0.0232572293	0.0749840585	-0.006113396	0.0711430629	-0.0654483086	0.0524685936	-0.1619651567	0.0575613699	-0.0894712699	0.1496191161	-0.1376859334	0.2014944814	-0.0376667822	-0.1549967604	0.0313489671	-0.2629950124	-0.0546868804	-0.1151094924	0.0780449022	-0.0325881233	-0.1432894871	-0.0819736619	-0.0168228687	0.0365175363	-0.1662652956	0.1154156832	-0.0025622704	0.0292672718	-0.1020272736	-0.0686069978	0.0658914343	-0.0957939553	0.0367205087	-0.0925824287	0.036941214	-0.3318049981	0.2328042194	-0.0667532511	0.1513560538	-0.0588593223	0.0299934368	-0.095461457	0.0290623482	-0.2246280395	0.0500536532	-0.06238711	-0.0193082824	0.020300144	0.0091274818	-0.0957468392	0.2967994785	0.1947592677	0.0259775193	-0.1196168199	0.1300851093	0.1297738696	0.1292556884	0.1285313919	0.0	0.0	0.0586604190869337	0.0119993849611148	0.000143985239445	0.0034410447674546	-0.0052195892484405	-0.0606250253063506	0.0036753936933956	2.7244111922435663e-05	0.017782449594236	0.0176503469826201	0.0003162155135715	0.0003115347486068	0.0015479973065844	0.001775997337676	2.396295661192557e-06	3.15416654343224e-06	-0.000702999541464	-0.0001259998617842	1.5875965169637503e-08	4.942083552985942e-07	1.0439388770421346e-06	1.1097734731100564e-06	1.0898083789999929e-12	1.2315971616187569e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.9869635049638	0.8675471229964842	690539.3335152001	0.7526380106194769	881.1610143025716	-1.4398145271070462	2.073065872468487	776444.7331267368	756.7410806989138	-1.0225059764535445	572657.0632173601	1.0455184718832164	758.2011492658576	556.8775999537454	1.1301	22.577818	0.150056803173336	0.0617893898304607	-0.0213447507	-0.0828187329	0.0509084142	0.0123095379	0.0211315322	-0.0951290732	-0.0438118568	0.0972748928	0.0706822894	0.0105247159	0.0378175806	-0.0326200246	-0.0629042353	-0.0604737011	-0.0074495724	-0.0122632369	0.0233789054	0.0499860943	0.0942810678	-0.0804249751	-0.1271838599	0.0343014849	0.0071788018	-0.0548313242	-0.0641238525	0.0274529743	0.0662810682	-0.0266683883	0.0940114617	0.1175149543	0.0675443547	0.0054338661	-0.1165179125	-0.0358163674	-0.1231624664	-0.1390926885	0.015797594	-0.2295698022	-0.0200029434	0.1620232556	-0.1370905999	0.0712045226	0.0687596861	0.0384505285	0.0508556577	0.0804894705	-0.0107363387	-0.0136659689	-0.0612296842	-0.0614041708	0.1374471102	-0.0637544826	-0.0086123938	-0.0309365307	-0.1161867625	-0.009873081	0.1620722211	0.2209054354	-0.0215835214	-0.1448722768	0.0514480638	0.2154535883	-0.1147606707	0.0262204286	0.1534471847	-0.1210325773	-0.0738164567	0.1585709985	-0.1196138986	-0.1351184141	-0.0418794684	0.0141070099	0.0511102605	-0.0843216536	0.0219298933	-0.1018191937	0.037579623	-0.1575678747	-0.0045814696	-0.1038376402	-0.0654651849	-0.0004235898	-0.1097485365	0.0261251342	0.0244351947	-0.0872854874	-0.0783575664	0.0323496001	-0.0060816765	-0.1621972622	-0.0374481801	0.0258785603	0.0157397421	0.0205615038	-0.0093822271	0.0424706915	0.129900641	0.1290371077	0.1276021352	0.1256020782	0.0	0.0	0.0262854527648812	-0.0323749663220525	0.001048138444354	0.0006909250270548	0.0160665199498311	0.0212861091982716	0.0004530984448007	0.0002581330632983	0.0434789374119901	0.025696487817754	0.0018904179984757	0.0006603094861679	0.0020850976038095	0.0005371002972251	4.347632017412118e-06	2.884767292792908e-07	-0.0003579450336583	0.0003450545078056	1.1906261335703387e-07	1.2812464712064153e-07	0.0005328739305514	0.0005318299916743	2.839546258612983e-07	2.828431400443476e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.5010999777959	-1.4858635271679077	688072.0748643733	2.2077904213678554	879.7464400782729	-1.4145742242986898	2.0010202360502403	773953.7988303943	757.247583514548	0.5065028156341214	573423.9027386223	0.2565451022452927	758.3008839235467	559.7458853065394	1.00133	20.005171	0.1703687391424413	0.0997198466138884	-0.02103667	-0.0891766994	0.0474139603	0.0031989224	0.0160789127	-0.0522069577	-0.0329013567	-0.0276211622	0.0719299269	-0.0772291103	-0.1196596929	-0.0213806078	-0.0064357586	-0.0930697162	-0.0390796559	-0.0493489282	-0.040326427	-0.0022285744	-0.0500193755	0.0016733527	0.0788210701	-0.0988437587	-0.0033320282	-0.0661215104	-0.1357653541	-0.060807812	0.0300587898	0.0254850495	0.0357021161	-0.1271331529	-0.0227585864	0.1573544206	0.0829404982	0.1637763175	-0.1595523269	-0.1339783226	0.0627768273	-0.0860910121	0.033807306	0.0686648341	-0.1923155672	0.0588682058	-0.0622215422	0.0402578119	-0.0101829788	0.070176522	0.0445322225	-0.0843824524	-0.044294249	-0.0189202237	-0.0174781586	0.1057987205	-0.0414437454	0.0076598202	0.0846388179	0.0106806608	-0.1181695428	0.1605123579	-0.0748650909	-0.0654542579	-0.1024719441	-0.0419945935	0.0550987388	0.1114136344	-0.0310528919	0.0366781033	0.1106696624	0.119673091	-0.0021684195	-0.2355369535	0.0707663537	0.0551973001	0.0413348534	-0.0688077179	0.0324154843	-0.0757460508	0.0493888303	-0.0981707766	0.0326554764	-0.0461079645	0.1014490115	0.0676628377	0.0602391333	-0.021203865	0.0077679936	-0.0121602354	-0.0784047318	0.0213179288	0.1045131858	0.0021428337	0.1735930514	0.1224446986	-0.0385406528	-0.0185829776	-0.0094628207	-0.0483390125	0.1296241021	0.127934576	0.1251349925	0.1212496427	0.0	0.0	0.0146907448657742	-0.011594707899107	0.0001344372512656	0.0002158179847112	0.0995166767338702	0.0834501567840391	0.0069639286672807	0.0099035689481536	0.0582335712657453	0.0147546338537552	0.0033911488223626	0.0002176992201583	0.0011766579459043	-0.0009084396579052	1.3845239216597263e-06	8.252626120549167e-07	-0.0003960307785122	-3.808574485389995e-05	1.4505239610763664e-09	1.568403775289792e-07	0.0007977333399031	0.0002648594093517	6.36378481592955e-07	7.01505067221314e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.9183781630231	-3.582721814772753	682141.1673874385	12.835895602048572	877.9492168079723	-1.7972232703006057	3.230011483310004	770794.827293732	756.8469749554678	-0.4006085590801831	572817.3434992424	0.1604872176083005	758.3539193771866	541.0880342610897	0.895312	17.887072	0.2199949786400906	0.1161395796121878	-0.0640616064	-0.0006929537	0.0782963406	0.0372313893	0.067845416	0.0040183954	-0.0076128624	0.0259354586	0.1238447945	-0.058461317	-0.1781397567	-0.0295318527	-0.0334821521	-0.0356367042	0.0647626532	-0.0864277727	-0.1044328696	-0.0298132198	0.0218956087	-0.0179077508	0.1554172913	0.0955048907	0.0197695718	-0.0876139299	-0.0452741863	0.0155343652	-0.1127957588	-0.1543074898	0.1084060192	0.0461068305	0.0520405528	0.1208180611	0.1574590702	0.0586390404	0.0561989694	0.0278863471	-0.0842344159	0.0320274012	-0.0598126641	0.2325914643	-0.07654362	-0.1264592284	0.0725868272	0.0486911297	0.0469438606	0.0097796656	0.108565701	-0.0138359171	-0.0125744336	0.0766556917	0.0817289581	0.0052122956	-0.0111914345	0.03466762	0.0471494015	0.0721553065	-0.1027149301	-0.0698392924	-0.0862733792	-0.1174344466	-0.048584552	0.1366992431	0.2072096734	-0.104440039	-0.1899299767	0.1771809915	0.0188681517	0.0419054388	-0.1549154071	-0.2470061239	0.0367014405	0.0280458731	0.0194861321	-0.0446132901	0.0343864833	-0.0334316177	0.0338668018	-0.0743209718	0.0420188138	-0.0561012825	-0.0495179947	-0.0786860923	0.0185129569	0.1053088321	0.0401650572	-0.020661084	-0.0784175814	-0.0553208323	0.009758892	-0.1276294003	0.0566189272	-0.0553717863	0.0236176108	-0.1184602719	0.1932581009	-0.1217297795	0.1292556884	0.1264693999	0.1218699908	0.1155234003	0.0	0.0	0.0201798853251631	0.0054891404593889	3.0130662982900185e-05	0.0004072277717367	0.0170820512955458	-0.0824346254383244	0.0067954674711568	0.0002917964764636	0.1375093904113526	0.0792758191456073	0.0189088324513017	0.006284655501207	0.0016233516585391	0.0004466937126348	2.635270607281647e-06	1.995352729074614e-07	-0.0005780070585394	-0.0001819762800271	3.31153664925379e-08	3.340921597213693e-07	0.0012249712191765	0.0004272378792733	1.5005544878107605e-06	1.825322054860322e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.9322666107944	-0.9861115522287492	680513.2444956227	0.972415993438993	867.8074159564394	-10.141800851532937	102.85612451215415	753089.7111889926	754.9999930040249	-1.8469819514428991	570024.9894360777	3.41134232895582	755.8315675277778	535.5165706139344	0.911497	18.210434	0.2257341099403584	0.1362851340292445	-0.0601210312	0.0583732784	0.0675475865	0.0395654497	0.0453320656	0.1551802742	-0.0470894959	0.102572875	-0.0524044458	-0.0614653821	0.0812874161	0.0139319414	-0.1446492323	0.0807745015	-0.0315441643	-0.0457652957	0.0130379627	0.0322185022	-0.007941696	0.0376568502	0.1620687568	-0.1853299876	-0.0364069604	-0.0064590972	0.031887	0.1170795333	0.0722589123	-0.0546332068	-0.1571424288	-0.0367726111	-0.0172670749	-0.0571447619	-0.0295199347	-0.0497592943	0.2410257148	-0.0028634227	0.0081112746	-0.0618308611	-0.0226898414	0.0418443423	0.1782737794	0.0924544477	-0.0419553999	-0.0073651706	0.1432713236	-0.0825829912	0.0023629248	-0.0351869984	-0.0057874752	-0.1245085208	0.0970622383	0.0530646245	0.0488381442	-0.030974714	0.1027049056	-0.102711429	-0.0671058165	-0.0213273989	0.1530279017	-0.0080143912	-0.0228032599	-0.1414616777	-0.0438184708	0.0114028728	-0.0403065488	-0.0312688376	0.1051333219	-0.192923777	-0.0240004568	0.1058968446	0.1362073887	-0.0244404986	-0.007956346	0.0028246171	0.0444759063	-0.0031914792	0.0432755657	0.0416557609	0.0026404012	0.0331255524	-0.036785341	0.0975992267	-0.0794875318	0.0619461991	-0.1079951365	-0.0454350868	-0.1483740604	0.0518049497	0.1035909282	-0.0245008745	-0.054577141	0.0760399843	-0.0830521676	-0.1348270837	0.0268388634	0.02448643	0.1287956613	0.1246457325	0.1178279478	0.1084882316	0.0	0.0	0.021944437039977	0.0017645517148139	3.1136427542526822e-06	0.0004815583170015	0.1338721618555922	0.1167901105600464	0.0136399299246278	0.0179217557198898	0.1982088758010007	0.060699485389648	0.0392867584462965	0.0036844275265681	0.0010927796624607	-0.0005305719960784	1.194167390687721e-06	2.815066430226179e-07	-0.000388718133901	0.0001892889246383	3.583029699076185e-08	1.5110178762347577e-07	0.0014347095439767	0.0002097383248002	2.0583914755778304e-06	4.399016488999423e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.9883487791271	1.0560821683327504	682256.752318869	1.1153095462704037	870.0092589869644	2.201843030524969	4.848112731071382	756916.1107230468	756.8595705091436	1.8595775051187504	572836.4094712853	3.4580284975436757	756.891002961294	537.741878520984	0.919815	18.376616	0.1369301313578091	0.0683629704357297	-0.0414611029	0.0102190561	0.0976820622	0.0203704499	0.0362508517	0.0924755648	-0.0791101921	0.0575438728	0.0591821819	-0.095137383	0.0264536865	0.0320381805	-0.0181332642	0.0007742498	-0.0747161777	-0.1354154994	-0.0546929841	-0.1719885039	0.0454834033	0.0083801462	0.1302978476	0.0045063914	-0.0552291961	-0.020520047	0.2918688055	0.0990054997	0.0906329494	0.2073664545	-0.0824298682	-0.1796635755	0.0982486191	0.1026049328	0.0619198932	-0.0936086679	-0.0508956066	0.1089225314	-0.1192338201	-0.0756846558	0.0253167157	-0.0151268225	0.096643124	-0.1232626282	0.0769946081	-0.0447387372	0.0506061526	0.0009952049	0.0352841697	-0.1626101375	0.0937786862	0.0409833812	0.1096371404	-0.0476813333	0.1030320232	-0.0546622516	0.0364015677	-0.050808521	-0.0611294209	-0.2794107463	0.0619672452	0.0643451297	-0.1160956081	-0.0173583442	-0.1899275982	0.1677857976	0.0267215919	-0.1210515626	0.0400449622	0.01219336	-0.0294211007	0.0278393995	0.1369767138	0.0551094638	-0.022262319	0.0040331977	0.0612733259	-0.016601194	0.0338846658	0.0062361366	0.0595887312	0.1190130182	-0.2054766588	0.0324570586	0.0102603157	0.0914881853	-0.0577562304	-0.0228340657	-0.2023623689	-0.0128581619	-0.0055284701	0.1504119104	-0.0131118431	0.0633375006	0.0669219218	-0.15763141	0.1489702317	-0.0728627291	0.1282443466	0.1224687433	0.1130346355	0.1002238479	0.0	0.0	0.0145388502285044	-0.0074055868114726	5.484271602225693e-05	0.0002113781659668	0.1329128080162007	-0.0009593538393914	9.20359789155206e-07	0.0176658145347514	0.2477765072955549	0.0495676314945542	0.0613931975675841	0.0024569500919799	0.0020440039110947	0.000951224248634	4.177951988570431e-06	9.048275711893182e-07	-2.286367066783868e-06	0.0003864317668342	1.49329510418614e-07	5.227474364073869e-12	0.0016770047127563	0.0002422951687795	2.81234480660684e-06	5.87069488139348e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
827.9910246653866	2.0026758862594534	685569.1369264368	4.010710705405087	876.8938409978693	6.884582010904978	47.39746946487644	768942.8083799966	757.1227314132444	0.2631609041008005	573234.8304226518	0.0692536614471507	757.9653404637387	540.6801081850784	1.087479	21.726303	0.1575743977408653	0.0908900657039456	-0.0151922741	0.0251543762	0.0513022991	0.0042369708	0.0342028455	0.0025872724	-0.1296130656	-0.0194385482	-0.0059023429	-0.1239818199	0.0780558032	-0.0261440052	-0.0102992603	-0.0151659486	-0.0457324333	-0.0003964442	0.122374972	-0.0502033085	-0.0160475468	-0.0224930201	0.1144081864	-0.058775406	0.1513105434	0.1719337873	-0.0739725289	0.0748596454	0.0514021338	-0.0572780354	-0.1350148643	0.0487821086	0.0193869156	-0.0162478016	0.0808977393	0.1495872925	0.0130603708	-0.0910868352	-0.0098155735	0.0530650509	0.1642967086	-0.0580361669	0.0223376587	0.0061090703	-0.1653997882	0.0144864746	0.0256994233	0.0084632403	0.0536326096	-0.0127125191	0.076769256	-0.1628106769	-0.0218128444	0.0321040923	0.0742560837	-0.0236972651	0.0551898026	0.1971226893	0.1061000702	0.113990138	0.1665146857	-0.0500522345	0.0228822677	0.0023505868	0.0591006613	-0.0488609791	0.1812895435	0.0020229228	0.1342393981	0.0647499481	0.0347663834	-0.011895762	0.0273698405	-0.0987591525	-0.0103776515	0.0006804164	0.0341213708	-0.0333396016	-0.0022590697	0.0659521917	-0.0731194616	-0.1377176867	-0.1419025396	-0.0414056356	0.0209589712	-0.0348274688	-0.0873019233	-0.0480353196	0.0159682453	-0.0653874887	0.0573377976	-0.0649342482	-0.0312622874	-0.0379483678	-0.1444187188	-0.159339076	-0.2000942052	0.1182822846	0.1276021352	0.1199446031	0.1075206159	0.090823888	0.0	0.0	0.0314416779946498	0.0169028277661454	0.0002857055864919	0.0009885791151192	0.1141737928147392	-0.0187390152014614	0.0003511506907206	0.0130356549657029	0.1655242727218251	-0.0822522345737298	0.0273982848600891	0.0067654300923718	0.0013220207594174	-0.0007219831516773	1.7477388883305589e-06	5.212596713058873e-07	-2.392365653025585e-05	-2.1637289463471984e-05	4.681722953260758e-10	5.723413417776533e-10	0.0016270187499065	-4.998596284979989e-05	2.64719001254731e-06	2.4985964820215753e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
