global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
867.2477306125594	n/a	n/a	752118.6262526343	958.2344901271598	n/a	n/a	918213.338069258	810.2420584336767	n/a	656492.1932548415	n/a	810.5816858935245	761.1493089329746	n/a	n/a	n/a	n/a	-0.0319964003	-0.077444134	0.0882643378	-0.1162858483	-0.0335350524	0.0232436054	-0.0845495051	0.2288274177	0.1452616253	-0.1569175174	0.1742500369	-0.0203034292	0.013229613	-0.1010721218	0.0691288532	0.0094982605	-0.0578228241	0.025391551	-0.0001598708	0.064757406	0.0797219838	-0.0006425864	0.036545169	-0.0299566921	0.1267938795	-0.0850764478	0.1255688492	-0.1325455546	0.1401208247	-0.0751821778	0.0887627781	-0.0231574201	0.0227860439	0.1262152897	-0.13472647	0.0669821314	-0.1212711335	-0.0207218559	0.1366058514	0.0351954252	-0.0276390977	-0.0936334886	0.1155558047	-0.1031841763	-0.0741782097	-0.0476438569	-0.0413175511	0.0974871457	-0.0574044073	0.0879101441	0.025571383	-0.0674566213	0.0763183255	-0.0851431164	0.0417721868	-0.1147127276	0.1537768671	0.0178241133	-0.0321000473	0.1334939139	-0.1206130296	0.1982170254	-0.0453909946	0.0172147653	-0.1082140428	0.0242100298	-0.091855987	0.1379337363	-0.1021296897	0.1094448324	-0.0908157646	-0.0635207825	0.1034175394	0.0285032308	-0.1029826061	-0.028040613	0.1400351514	-0.0518480697	-0.0019961788	0.0106495488	-0.0069527392	0.0999427233	-0.0099813289	0.0927186316	-0.0715087058	0.1073328393	-0.0561515753	0.0021763381	-0.1422909946	0.1623118317	-0.0531398363	0.0238117822	-0.1106909197	0.0002644426	0.0597667297	0.0471729698	-0.1093750368	0.0650824917	-0.0705472874	0.1752857954	-0.0556488546	0.0599173063	-0.1686851372	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0031482800708602	n/a	n/a	9.911667404575506e-06	-0.075833917153389	n/a	0.005750782990827	n/a	0.0501317251554596	n/a	n/a	0.0025131898670625	-0.0017030031116193	n/a	2.9002195981850178e-06	n/a	-0.000482999636697	n/a	2.3328864904943402e-07	n/a	-9.114954515014724e-07	n/a	8.308239581078732e-13	n/a	0.0	0.0	0.0	0.0	0.0	0.0
865.5357614492389	-1.711969163320532	2.930838416160402	749152.1543475137	943.1491582153966	-15.085331911763204	227.56723888806133	889530.3346424112	809.3188233861383	-0.9232350475383556	654996.9578871233	0.8523629530031496	809.310920868155	758.8517534253658	1.175036	19.971767	0.0253702097459614	0.0141189739668455	-0.0255575283	0.0540963878	0.1198555607	0.1225976525	-0.0314242488	0.1234846576	-0.1308804479	0.0404826777	-0.0629205401	-0.0559088017	0.1230187846	-0.0111091212	0.0986238935	-0.1231133855	-0.0698020385	0.0113914059	0.0562901354	-0.0209792324	0.014339665	-0.0131891709	0.1666799729	0.0045026537	0.009365744	0.0398942565	-0.0545434963	-0.0674525642	0.1235908913	-0.0220275272	0.0325422607	-0.0730492665	0.0435771448	-0.0663334633	0.00366476	-0.0515103361	-0.1528890004	-0.0690086325	-0.0266696383	0.031519959	0.0787468048	0.0483564751	-0.0755257117	-0.2094612306	0.1963970193	0.0480304333	-0.1111357189	0.0976921143	-0.0662004517	0.0447016585	0.0932628082	0.123334406	0.0039050853	0.0277932465	-0.0101670101	-0.0193693803	0.0442888109	-0.1281554449	0.0082912379	-0.0192794021	0.0696279984	0.0406078643	-0.0982920288	0.0377156968	0.1087842081	0.0166051108	-0.0408135563	-0.0048526076	-0.0302866698	0.0841798265	0.0439323116	0.0437060203	-0.1024166001	0.0316308123	-0.0314619721	0.0840448293	-0.0900666139	-0.0665297279	0.2127377154	-0.0006141629	0.1709143644	-0.0461633235	0.0084767345	0.0339673659	0.02934867	0.1688581577	-0.0794730949	0.0063441314	-0.0246426644	0.0271627155	-0.0592654855	0.2708409272	-0.0159469787	-0.043471267	0.1282702092	0.0489987206	0.1640432649	0.1145497021	-0.0757677201	0.0391480988	-0.0442243843	0.0834043469	-0.1188443186	-0.0189827162	-0.0940929104	0.1289999139	0.1287014744	0.1282045865	0.1275100165	1.476873792682909e-05	0.003163048808787	1.0004877766769044e-05	2.1811561995136002e-10	-0.0676002833514957	0.0082336338018932	0.0045697983092025	6.779272558367979e-05	0.0528193090915607	0.002687583936101	7.22310741358868e-06	0.0027898794129098	-0.0016749558316904	2.804727992889995e-05	2.80547703811368e-06	7.86649911410074e-10	-0.0004836645077346	-6.648710376000043e-07	2.3393135604215294e-07	4.4205349663930645e-13	0.0001960952175656	0.0001970067130171	3.84533343521e-08	3.881164497380258e-08	0.0	0.0	0.0	0.0	0.0	0.0
866.0526220511133	0.5168606018744413	0.2671448817700096	750047.1441616085	939.844180475467	-3.304977739929541	10.922877861429775	883307.0835736023	810.1848088102521	0.8659854241137737	656399.4244269048	0.7499307547775125	810.4413716649789	753.8876411261425	1.066256	18.122852	0.0523875150566531	0.0245450115614405	0.0166372207	0.10720481	0.0318593285	0.0572060888	-0.0207729086	0.1228169366	-0.0089816158	-0.0958047314	-0.1025268661	-0.0318501883	0.029919536	0.0099678013	0.0785649375	-0.0331580719	-0.1026568672	-0.0108699214	0.1177980489	-0.0125807982	0.0028542641	0.1058833297	0.0575137535	0.0160319684	-0.0067294234	0.1412926524	-0.0894183652	-0.0972967599	-0.0169394508	-0.0505760776	-0.0032681865	0.1875272322	-0.0232049679	0.0509016988	-0.009599214	-0.0376389885	-0.0045881583	0.0833302653	-0.0841326663	-0.1281349287	-0.0701545289	-0.1087756904	0.0427193104	0.0385890439	0.0033419737	0.1308227986	-0.0261145695	-0.0126519774	-0.0432758918	-0.041919766	0.126953692	0.0449653345	0.0214380345	0.109317578	0.0136575454	-0.0441246941	-0.0544276019	-0.0204447151	-0.0823295911	0.0175876452	0.035684707	-0.0416058305	-0.1592029335	-0.0560072374	-0.0188200033	-0.0581504873	-0.094502353	-9.9151e-06	0.0270261291	0.1071549683	-0.1356008453	-0.1028334233	0.049589112	0.0683867061	-0.0138657788	-0.1207356878	0.1022256225	0.1192979631	0.0545841668	0.1137863354	0.0151326191	-0.0595393625	-0.0124156464	-0.021936795	-0.0126499937	0.1745990329	-0.0844596652	-0.0216344691	-0.0558275744	-0.0658624384	-0.0502617277	0.1881729133	0.0940227936	0.0258955986	0.0983253327	0.0069001294	0.1844860999	-0.0215507467	-0.0838666146	-0.0150316781	-0.0060360971	0.035888028	0.0428067391	-0.0038677966	-0.019511602	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0103852600025788	0.0103704912646519	0.0001075470890702	0.0001078536253211	-0.0587791777075352	0.0088211056439605	0.003454991731974	7.781190478191189e-05	0.043587873418275	-0.0092314356732857	8.521940459001183e-05	0.0018999027091275	-0.0014628916920232	0.0002120641396672	2.140052102590501e-06	4.49711993327897e-08	-0.0004838390365253	-1.7452879070000438e-07	2.3410021326573058e-07	3.0460298783205934e-14	0.0004631461986028	0.0002670509810372	2.1450440128022425e-07	7.131622647293096e-08	0.0	0.0	0.0	0.0	0.0	0.0
866.9399751136373	0.887353062523971	0.7873954575706703	751584.920450034	940.6036833505782	0.7595028751111386	0.5768446173020857	884735.2891326748	809.9863010622421	-0.1985077480100017	656077.8079084931	0.0394053260200023	809.7516424711018	754.5386302636689	0.962023	16.351238	0.0832959469727124	0.0539185398610378	0.0148635672	0.1041378098	-0.0562829117	-0.0155553373	-0.0004883514	0.0699483692	0.0737837302	-0.1114438989	-0.0695610988	0.0703004316	-0.0328652189	0.0107886101	0.0209569341	-0.0464551493	-0.1303143993	-0.0894963865	0.0474469826	0.0066592471	0.0093958051	0.0927989538	-0.0346723961	-0.0860775986	-0.1305167761	0.0618364543	0.050457511	-0.1180017751	-0.0143379888	0.0856284766	-0.0467356229	-0.0218605253	-0.1336862515	0.0324706017	-0.0773318717	0.0169697521	0.0416905352	0.0881644564	0.0274859034	0.0085348301	-0.0877878764	-0.007279419	0.0928719823	-0.0176101099	0.0694147977	-0.1482788734	-0.066452525	-0.0510287322	-0.0154469592	-0.0771974906	0.0840147221	0.0581326273	0.0795320357	0.0524799746	0.0092407863	-0.0370863292	-0.0934269462	0.1205846122	0.0084398264	0.1518425438	0.0262719633	0.0833526345	-0.0844127691	-0.0129831698	-0.0426804119	-0.1158231454	-0.0514269608	0.0445989559	0.0692692047	0.0304430406	0.0442828135	0.0150688222	0.0244958129	0.0356493784	-0.0643508774	0.053025154	0.148295647	-0.0068520848	0.0038220591	-0.049639839	-0.0781293477	-0.046321989	-0.0103790026	-0.0851770444	-0.0503934739	0.0962190846	-0.049564453	-0.0252477152	-0.1217133359	-0.069139901	0.0150882614	0.1212077398	0.1366414617	0.0683940736	-0.0648850993	-0.003093023	-0.0152782433	-0.0314508585	-0.0498428167	0.0459487516	-0.0902905514	0.0141244263	-0.0998165056	-0.0823182919	-0.0712679775	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-9.95207964109568e-05	-0.0104847807989897	0.0001099306284028	9.904388918271112e-09	-0.0519372382069178	0.0068419395006174	0.0026974767125621	4.681213613010868e-05	0.0355400599400397	-0.0080478134782353	6.476730178046575e-05	0.0012630958605416	-0.0013236346347929	0.0001392570572302	1.752008646423334e-06	1.9392527988443045e-08	-0.0004826335354588	1.2055010664999773e-06	2.3293512954946083e-07	1.453232821332583e-12	-0.0005548195069978	-0.0010179657056006	3.078246853452818e-07	1.0362541777789275e-06	0.0	0.0	0.0	0.0	0.0	0.0
865.7934341952931	-1.146540918344158	1.3145560774374652	749598.2706956794	948.7443474663628	8.140664115784602	66.2704122460231	900115.8368493746	810.4015120884158	0.4152110261736652	656750.6107951907	0.1724001962561881	809.3711277707516	749.3966051629052	1.054168	17.917406	0.0612958182591796	0.0327917884649343	0.0696073114	0.0881567317	-0.1066729364	-0.1419874792	0.0489423496	0.0551392702	0.1489846491	-0.0068528378	0.0376157128	-0.0256148806	-0.0213378384	0.0681231727	-0.020483235	0.0652518361	-0.1467436141	-0.0078960981	-0.0426430936	0.1448035251	-0.0251007181	0.0984656979	-0.0236164292	0.0506206436	0.0289746986	-0.0325962587	0.0397607453	-0.1435047101	-0.1055067552	0.1368366427	0.0229962625	0.0581942304	-0.148044833	-0.0824100169	-0.1146941364	0.0914717299	0.0042760325	-0.0179729345	-0.0223292467	0.1031011043	-0.0618974154	-0.0157170515	-0.0474305001	-0.0115460072	-0.0510516088	0.2564340983	-0.0771519753	0.0102938086	0.0669000365	-0.1263812922	0.0823628194	-0.0143018856	0.031328373	-0.126936116	0.1521409374	-0.0741817485	-0.0711146907	0.0409698984	0.0063503211	0.0812834357	-0.0744673688	-0.0332524362	-0.0994309532	-0.0550295358	-0.0657082407	-0.0868611505	0.0393346403	0.0673268757	0.0964540195	-0.0330857074	0.0868580587	0.0867567747	0.0660618937	0.0163207229	-0.1156719471	-0.1359931756	-0.0060608292	-0.0734001048	-0.021273455	0.1348642717	0.0346785545	-0.0586196577	-0.0437742993	-0.1053225026	-0.1138041587	0.0627893438	-0.0405749713	0.0459379646	-0.1167485633	-0.0042144231	-0.11798819	0.0856999478	0.0482380855	-0.0327395457	-0.1050599222	0.0749795778	-0.0627875763	0.0692129361	-0.1344050406	-0.1423819419	-0.0230517271	-0.0427737765	0.0097271413	-0.1043760558	0.1405484213	0.1282045865	0.1255324169	0.1211199807	0.1150284477	5.054854354114013e-05	0.000150069339952	2.2520806793658038e-08	2.5551552541305394e-09	-0.0422990979535171	0.0096381402534007	0.0017892136876812	9.28937475442229e-05	0.0518286942377415	0.0162886342977018	0.0002653196072842	0.0026862135463892	-0.0018210842278328	-0.0004974495930399	3.316347764861386e-06	2.4745609761556213e-07	-0.0004826833152506	-4.977979179999212e-08	2.329831828213101e-07	2.478027671650563e-15	-0.000347939392467	0.0002068801145308	1.2106182083030506e-07	4.279938178827692e-08	0.0	0.0	0.0	0.0	0.0	0.0
865.6465786027852	-0.1468555925079044	0.0215665650508476	749343.999046708	949.3345042233744	0.5901567570116413	0.3482849978464974	901236.00090904	810.9832143243754	0.5817022359595967	657693.7739158957	0.3383774913203943	810.4228043284364	746.9323437559474	1.098298	18.667465	0.0450168231028109	0.0263737414063179	0.1463728562	0.0322346436	-0.1161063305	0.0474652938	0.1162250285	0.0149880565	0.1318881062	0.0432733854	0.0138795072	-0.0267574331	0.0180801703	0.1090343616	-0.0765166757	0.0522696029	-0.0593624096	0.0050165582	-0.1134539863	0.0221517502	0.0230608902	-0.1624170981	-0.035077943	0.100031892	0.0282092972	-0.1202389414	-0.0714868126	-0.0516403092	0.0678835241	0.0180731603	-0.0203460635	0.1056060861	0.0158868974	-0.1015348337	0.0096285934	0.0123149102	-0.140926022	0.147114305	-0.1091651425	0.0624434228	-0.0229573051	0.0534212855	0.0284196798	0.0841586936	-0.1264193816	-0.0287603419	0.1333731031	0.0209100182	0.1379004113	-0.0993932489	-0.0035260608	-0.0009056102	-0.0132426259	-0.1310493844	0.0280261834	0.0044767921	0.1100449026	-0.0306283284	0.0312755779	0.0027585588	-0.1304524747	-0.1013341448	0.0054906736	0.0199126311	0.0280766875	-0.0620209327	-0.0957326088	-0.0903243243	-0.0508851548	-0.0643383912	-0.0077431221	0.0546496041	-0.1560193058	0.0933942085	-0.0081958936	-0.099382816	0.0103958211	0.0563136323	-0.1029250299	-0.0199393934	0.0509478463	-0.0463549471	-0.1028139485	-0.0043594559	-0.1434863782	0.0140733194	-0.0360185827	0.0297990121	-0.0994363212	0.0652334772	0.0042468856	0.0621641683	0.0034890219	-0.1261776796	-0.197240059	-0.0450997532	0.0691123338	-0.0056609465	0.0323852334	-0.1396902679	-0.0519644053	-0.0971089669	0.0339695168	0.0390717568	0.0113702189	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0187064566062673	-0.0187570051498084	0.0003518252421899	0.0003499315187621	-0.0371458166469551	0.005153281306562	0.0013798116943692	2.655630822456136e-05	0.051184474567961	-0.0006442196697805	4.150189829321008e-07	0.0026198504367982	-0.0018470418620666	-2.5957634233799877e-05	3.411563640226453e-06	6.737987750157391e-10	-0.0001706129300989	0.0003120703851517	2.9108771916932137e-08	9.73879252887304e-08	-0.0004191577126147	-7.121832014770003e-05	1.7569318804438744e-07	5.072049124660295e-09	0.0	0.0	0.0	0.0	0.0	0.0
865.2052445579003	-0.4413340448849112	0.1947757391744768	748580.1152104961	944.6059392696966	-4.728564953677847	22.359326521150376	892280.3805035857	811.4357392221127	0.4525248977373621	658427.9588869365	0.20477878307221	810.8906246473315	739.3608875623138	1.069127	18.171659	0.0645434586150655	0.0336754073232983	0.1622460834	-0.0804532564	-0.0539179674	0.0528691468	0.1295423395	-0.0886193366	0.0856757774	0.0579828328	0.0019976945	-0.0528401487	0.0150689255	0.1517795067	-0.0675081725	0.0889871116	0.0750924042	0.0065652546	0.03261615	-0.0972294544	0.1099615325	-0.0756539895	-0.0767352359	0.1414512456	0.0226022338	-0.0757972287	-0.0882917519	-0.0097418267	-0.0194751249	-0.0886134167	-0.0064127696	0.0234069366	-0.0337384272	0.0239378209	0.1159658945	0.1727610472	-0.0250678027	-0.0905062207	0.0031569082	0.0992078383	-0.0482697216	0.0356738281	0.0497706385	0.083294155	0.0373904482	0.0967561341	0.0927935197	0.0764822372	0.1869673172	-0.0071661276	-0.0403051549	-0.0433091381	-0.0058977656	0.0364374583	-0.0500342332	0.0245357204	0.1029413905	-0.0428913373	-0.0547716391	-0.0180442773	-0.1771492739	-0.1673220735	-0.013594996	0.096312325	-0.069736344	0.0074858719	0.0057731997	-0.0850588476	-0.0072494516	-0.11208954	0.0492456953	0.0306688986	-0.0758206252	-0.0659535832	-0.0188525203	-0.0430888101	0.0098828878	-0.1016891244	-0.0163851057	0.0017099464	-0.0735475287	0.0062449868	-0.1257426428	0.0453489829	-0.1269192717	-0.0391975895	-0.0380154793	0.0644013894	-0.0672004181	-0.0294622317	0.0656614589	0.132440714	0.0462878659	-0.056898652	-0.0526240703	-0.0535021873	-0.03037267	0.0937010303	0.0369658904	0.0088699653	-0.0562027684	-0.0956379121	0.0846124713	0.0583827584	0.0994292164	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0001006325451129	0.0188070891513802	0.0003537066023479	1.0126909135899856e-08	-0.0348701877571357	0.0022756288898194	0.0012159299942178	5.178486844180677e-06	0.057175679856094	0.005991205288133	3.589454080455286e-05	0.0032690583670065	-0.0013330234152695	0.0005140184467971	1.7769514256567618e-06	2.642149636477031e-07	-7.013052426874111e-05	0.0001004824058301	4.9182904342084865e-09	1.0096713881416748e-08	-0.0005540475657021	-0.0001348898530873	3.069687050604228e-07	1.8195272465940343e-08	0.0	0.0	0.0	0.0	0.0	0.0
865.7768223799185	0.5715778220181846	0.3267012066230516	749569.5061702689	939.0243532695469	-5.581586000149741	31.154102277067587	881766.7360332907	811.2953260025888	-0.1404132195239071	658200.1059936469	0.0197158722170689	811.6238538509892	739.2696360356915	1.093064	18.578501	0.0970962658281115	0.0468796177014291	0.100895434	-0.1474802164	0.0183027437	-0.0482341484	0.1494778685	-0.1407511501	-0.0488901699	0.0157407404	-0.0015940587	-0.0094854209	-0.061299392	0.1195972765	-0.086381248	0.021078291	0.1357417403	-0.0235876873	0.0105182808	-0.0502276916	0.0145550777	0.0584489046	-0.1114885487	-0.0278139993	0.0057049388	-0.0499632036	-0.1645718924	0.1768822157	-0.0929626049	0.0633019258	-0.1622814545	-0.0309655586	-0.0992727144	0.0070475942	-0.0972935403	0.0154469376	-0.0874110211	-0.1609447255	0.0732956925	-0.1516429633	0.0155566176	-0.0615466732	-0.0477014154	0.1538948706	-0.0423027651	-0.019946006	0.128749674	-0.0977690949	0.1549273739	0.0561291494	-0.1113392063	-0.033664953	-0.0045727018	0.023907295	-0.0530463614	0.0188318941	-0.0559639389	0.0681709932	-0.0655204318	-0.0013019782	-0.0628253381	-0.1524151578	0.0970973364	-0.116664144	-0.0452389153	0.0531502363	0.0678853073	-0.0798307898	0.0604072171	-0.03566893	0.2057981375	-0.08405311	0.0372591186	0.0501204329	0.0627019881	0.0800341772	-0.118582367	0.1150517097	0.0557759407	-0.053231645	-0.0617139223	-0.004905431	-0.05950248	0.1007619249	-0.0186242207	-0.0268379975	0.0027047905	0.0837700381	-0.0480635158	-0.0979447317	-9.90705e-05	-0.0822184897	0.1592340338	0.0610151178	0.0273933244	0.1515499583	-0.1067931202	0.0184368355	0.0453334899	0.0405676118	0.0019400531	-0.269669691	0.0016205115	0.2218391199	0.0356994716	0.1266188352	0.1192723348	0.1073422654	0.0912870929	5.805460558860887e-05	-4.257793952429113e-05	1.8128809341341931e-09	3.370337230048936e-09	-0.0382414383597051	-0.0033712506025694	0.0014624076078191	1.1365330625324563e-05	0.0328734891270841	-0.0243021907290099	0.0005905964742291	0.0010806662873885	-0.0008380411469386	0.0004949822683309	7.023129639621643e-07	2.4500744596200305e-07	-0.0005554386306159	-0.0004853081063471	3.085120723804662e-07	2.355239580862653e-07	-0.00014673300924	0.000407314556462	2.1530576000625927e-08	1.6590514790591725e-07	0.0	0.0	0.0	0.0	0.0	0.0
866.664778859162	0.8879564792434849	0.7884667090304853	751107.8389150001	946.3967901159216	7.37243684637474	54.35282505378392	895666.8843417198	811.531845697367	0.2365196947781669	658583.9365809751	0.0559415660179572	811.7376977717748	748.1102268437376	1.061794	18.047014	0.0528436110788881	0.0267384819267483	0.0260744291	-0.1085144077	0.0468120408	-0.1420224355	0.0603720672	-0.0932713926	-0.0731280267	0.0276360053	0.1130154985	-0.0013107054	-0.0394074955	-0.0078647636	0.0057972352	0.0199986994	0.1453763436	-0.0127460056	-0.0405883298	0.1038684439	-0.0226006043	0.0334569505	-0.0207204608	-0.1297809045	0.0158778454	0.0592240565	-0.0141719313	-0.0157307521	0.0937448115	0.0710546971	-0.1208122523	0.0802157412	-0.0119359077	0.1517458299	-0.1086654054	0.0097221624	0.018976003	-0.0687710995	0.0246434699	0.1221325247	-0.08880867	-0.1146937338	0.1041460231	0.0210642059	-0.0423602191	-0.0642630956	0.1397977238	-0.0766513596	0.0188990479	0.1287229507	-0.0978291522	-0.0504653351	0.0308936127	-0.0012891109	0.078661907	-0.0368004409	-0.0210807395	0.0986444789	0.0287774466	-0.0192382022	0.0438388604	0.0477404062	0.005083571	-0.0479281989	0.0017200862	-0.0645156107	0.0086084842	-0.1354941494	-0.0923684505	0.0036004856	0.1447525286	-0.1494107047	0.0646568739	0.0005670672	-0.0465838374	-0.094355303	-0.0249052531	-0.018424925	0.0225575653	-0.0714609658	-0.1095204069	0.0456218173	-0.0530921627	0.0916872119	0.0298343304	-0.005474836	0.006831471	0.0580256771	-0.002493265	-0.0381830868	-0.0613914056	-0.1912634114	0.0023989468	0.0484465623	-0.1573789949	-0.0814463976	0.009480393	-0.1377516372	0.0748887605	0.0949402872	0.1304143385	-0.0508179482	0.0088471371	0.1033729806	-0.0126751478	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0080381087558691	0.0079800541502804	6.36812642414089e-05	6.46111923711795e-05	-0.0326464290557737	0.0055950093039313	0.0010657893300936	3.1304129111078915e-05	0.0278606719130323	-0.0050128172140518	2.5128336421494047e-05	0.0007762170394456	-0.0004139896010475	0.0004240515458911	1.713873897754682e-07	1.7981971357263178e-07	-0.0004830083585813	7.243027203459999e-05	2.332970744594017e-07	5.246144307006157e-09	4.189978104678885e-05	0.0001886327902867	1.755591651768846e-09	3.558232957137966e-08	0.0	0.0	0.0	0.0	0.0	0.0
866.8660748622518	0.2012960030898511	0.0405200808599493	751456.7917470871	940.874751984127	-5.522038131794602	30.49290512899362	885245.2989211924	810.8550344215249	-0.6768112758420557	657485.8868467323	0.4580735031069512	811.3289014819223	750.4798588444922	1.116381	18.974819	0.0598688469893701	0.0319640185850441	-0.0290944576	-0.0383931545	0.1038921337	-0.0209622164	-0.0074103787	0.0072807846	-0.0928640291	0.0056106472	0.0958465644	0.0060987434	0.0217199042	-0.0535362583	0.1112047507	-0.0348508915	0.0415531316	0.0877750302	-0.0122104316	0.0592257512	-0.0298809321	-0.0198994387	0.1049149696	0.0726276854	-0.0448418574	-0.1172528683	0.1825899589	0.0708290428	-0.1005801345	0.0869821494	0.0900695055	0.0628186038	0.0713194456	0.1166297035	-0.008827425	-0.0633909633	-0.0153130351	0.0229460862	-0.1168532576	0.1200748005	0.026870845	0.130725482	-0.1247019179	0.1447886781	-0.0261819321	0.0613946094	-0.0568167502	0.0450328657	-0.0768667347	0.1096737665	0.0406309842	0.015169689	-0.0468751469	-0.0248047418	0.072369254	0.0512405499	0.0462986081	-0.1713333693	0.0495520256	0.0467652793	-0.0226094025	0.1391434528	0.0734625389	-0.0072668181	-0.1701387028	-0.0851954394	0.0754082089	0.0691108701	-0.0410965418	-0.0505468129	-0.0194172996	-0.0871465166	0.0454825812	0.0932123515	-0.009873867	-0.1219460577	-0.0978131286	-0.0352781546	-0.1876982171	-0.0551653587	0.0650822856	-0.0042578177	0.0017390907	0.0847346515	0.0797493624	0.0340873368	0.0631249748	0.020657072	0.0524620788	0.0673526975	0.0421612374	-0.0598741436	-0.2227100859	0.1914668832	-0.0626459903	-0.0253094604	-0.2056669818	-0.1226214407	0.0282475582	0.095395198	-0.1197758831	0.0819111782	0.0258152928	0.0592875716	0.0048817705	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0001063129091249	-0.0079317958467442	6.291338535442856e-05	1.1302434646599248e-08	-0.0213812839017322	0.0112651451540415	0.0004571593012864	0.0001269034953416	0.044826352059502	0.0169656801464697	0.0002878343028323	0.0020094018389624	-0.0008879896862255	-0.000474000085178	7.885256828428619e-07	2.246760807487513e-07	-0.0004830182769552	-9.918373899964196e-09	2.3330665587277026e-07	9.837414081949096e-17	4.178526775639352e-05	-1.1451329039532812e-07	1.7460086014735e-09	1.3113293677164748e-14	0.0	0.0	0.0	0.0	0.0	0.0
