global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
910.3249373439112	n/a	n/a	828691.4915501958	1141.273934621213	n/a	1302506.1938457843	n/a	868.0252351537835	n/a	753467.808863781	n/a	925.4439679821762	803.9343088688463	n/a	n/a	n/a	n/a	0.0581737	-0.0423055695	0.1145792718	-0.0228204762	0.1086582506	-0.1266824911	0.0094290067	-0.0720392347	0.085204428	-0.0162852292	0.0133723772	-0.0686573056	-0.0087807862	0.0205071683	-0.045329181	0.0460243724	-0.0442985988	-0.0358135866	0.0149281666	-0.1048643891	0.0462036401	-0.0150441204	0.0552697039	-0.0123534736	0.0042394176	-0.0051756966	0.039406387	-0.0148801189	0.0660746301	-0.0712404645	0.0109576038	-0.0365547863	-0.0010318638	0.0010320462	-0.015240705	0.0203327688	-0.02422546	0.0493101825	-0.1430642664	0.0102051796	-0.1330143448	0.0205067958	-0.057898796	0.0680245634	-0.0545909057	0.0079362774	-0.0300625409	0.0249570418	-0.0902002858	0.0011039305	0.0034902408	0.0716590378	-0.1167972803	0.0956019564	-0.0248302258	0.0087156884	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.019899440841641	n/a	n/a	0.0003959877458099	0.0613073187512895	n/a	0.0037585873324722	n/a	0.0872184470414083	n/a	n/a	0.0076070575043149	-0.0010169007580827	n/a	1.03408715178917e-06	n/a	-0.0007662902278995	n/a	5.872007133742677e-07	n/a	0.0015581090648773	n/a	2.427703858052814e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
908.2373739614628	-2.0875633824483657	4.357920875739262	824895.1274604141	1137.870437059015	-3.403497562197799	1294749.131532874	11.583795655886362	868.6238417594203	0.59860660563686	754507.3784728944	0.3583298683120832	924.4018622993992	790.5893921601145	1.048503	22.980986	0.0926602595458358	0.0561814173183281	0.0139735123	0.0379336552	0.08267307	0.0244175016	0.0592881581	0.1165943869	0.0621163057	-0.0248068214	-0.0180898818	-0.013920365	0.0867039275	-0.0161804467	-0.0157059687	0.0253939972	-0.0031587088	0.0384869535	-0.0013537724	0.0345209988	0.07693524	-0.0446728652	0.118611146	0.1142775899	-0.0622605338	-0.0144175763	-0.0216775643	-0.01062438	0.0326784228	-0.0013593338	0.0137028946	-0.0129621992	-0.0335510297	-0.0603902053	0.0059654639	0.0288576823	0.0182775006	0.0181300689	-0.0426250083	-0.0051083326	-0.1121776533	0.0276156818	-0.0298128698	0.0393938758	-0.0367132024	-0.0441396008	-0.0523932315	0.0109484077	0.0736275998	0.0042966738	0.0734214178	-0.0730977033	-0.0178952261	0.1080517204	-0.0840770485	0.1040179004	-0.1176754903	0.1035752873	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0262535380474986	0.0063540972058575	4.037455130148733e-05	0.0006892482600114	0.0283360231773741	-0.0329712955739154	0.0008029302095086	0.0010871063318224	0.0422353615957504	-0.0449830854456579	0.0020234779762113	0.0017838257691237	-0.0010953648039121	-7.846404582940005e-05	1.199824053649393e-06	6.156606487918191e-09	-0.0007818961841228	-1.56059562233e-05	6.113616427457956e-07	2.4354586964355604e-10	0.0016310746892327	7.296562435539999e-05	2.6604046418555488e-06	5.3239823375733405e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
906.1481869758892	-2.089186985573633	4.364702260690244	821104.5367596911	1131.5155134025094	-6.354923656505662	1280327.3570705445	40.38505468001529	867.7081669378325	-0.9156748215877996	752917.4629706134	0.8384603788898488	924.3262397775294	790.71894233877	1.042916	22.85854	0.0840288589745012	0.0426670234309191	0.0298995465	-0.0449403944	0.1221463591	-0.0294973779	0.1184796975	-0.0593066581	-0.1490889685	-0.0156780998	0.0627478965	-0.0386847702	0.1148617591	-0.072993572	-0.0061461169	-0.0082288863	-0.0163101694	-0.0285061963	-0.0318020511	0.040100208	-0.1069606691	0.0371313223	0.0654672678	-0.1330138456	0.0627531521	-0.0105897333	0.0171056447	-0.0018901635	0.0088347151	-0.0573903889	-0.0663636645	-0.056564161	0.0331818054	0.033853797	-0.0026123941	0.0084194131	-0.0162958854	0.037898756	-0.0070114344	0.0537077096	-0.1623957312	-0.0447237251	-0.0775824897	-0.0131854124	-0.0334240472	0.1182148899	0.0516739204	-0.0604304657	-0.0619436187	0.0155826573	-0.0197232076	-0.0277753047	0.0014950549	0.0875616676	0.0327776133	0.116958497	-0.111424936	0.022341594	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.021667619325953	-0.0045859187215455	2.103065052062242e-05	0.0004694857272544	0.0640543317299631	0.0357183085525889	0.0041029574133721	0.0012757975658579	0.0483298158164871	0.0060944542207366	3.714237224865537e-05	0.0023357710968555	-0.0012559484834428	-0.0001605836795306	1.577406593062269e-06	2.5787118131618523e-08	-0.0011151875627093	-0.0003332913785865	1.2436433000215091e-06	1.1108314304008969e-07	0.0018898031807081	0.0002587284914754	3.571356061814452e-06	6.694043230113617e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.4159578198656	-1.73222915602355	3.00061784897806	817968.224759225	1133.0130364674924	1.4975230649829427	1283718.5408052872	2.242575330155907	867.7688231508346	0.060656213002062	753022.7304325844	0.0036791761757515	924.3718954882754	796.5804102979779	1.088784	23.863873	0.0782854148791944	0.040769162968972	0.0373429115	0.0282931387	0.0200480542	0.0570582325	-0.0195388097	0.0072078916	0.0082789442	0.0025955277	-0.0169323598	0.0117705322	0.064906425	-0.0199775044	-0.0070166154	-0.0285543592	-0.0369726464	-0.0290386149	-0.0426549673	0.112718508	0.048108212	0.0126561577	0.0510865536	0.0649803185	0.1049346772	-0.0100646038	0.0108144315	-0.0275252031	-0.0302512106	-0.067166564	-0.0481219206	-0.004379708	-0.0112129941	-0.1065243724	0.0053154883	0.0267644241	0.0174792916	0.0216081722	0.0114673792	-0.0012150909	-0.1210003076	0.0115972753	-0.0325204189	-0.0139501965	0.0293043091	-0.0559008474	-0.092292138	0.0210517225	-0.0001422297	-0.0548935973	0.1380280301	-0.0419547874	-0.0085392176	0.0074640692	-0.0547152604	0.0494985722	-0.1150857838	0.1292943022	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0199868787953931	-0.0016807405305598	2.824888731066768e-06	0.0003994753239817	0.038306744006249	-0.025747587723714	0.0014674066363602	0.0006629382735903	0.0366009797431416	-0.0117288360733454	0.0001375655956354	0.0013396317181578	-0.0007231125786266	0.0005328359048161	5.228918013680107e-07	2.839141014612985e-07	-0.0010296290929052	8.555846980410004e-05	1.0601360689567851e-06	7.320251755219098e-09	0.0017256325442969	-0.0001641706364111	2.9778076779365926e-06	2.6951997859658408e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.6337781139412	1.2178202940755227	1.4830862686621926	820172.5400609312	1130.868671938062	-2.144364529430277	1278863.9531709563	4.598299235078732	867.7688881255847	6.497475010291964e-05	753022.8431987135	4.2217181509368565e-09	923.888135411966	787.596244526822	1.058747	23.205524	0.1560841895172304	0.0933678102838206	0.0028267727	0.0033226995	0.0202735484	-0.0089154907	0.0366632603	0.0059692571	-0.0527227423	-0.0133288399	0.0261205315	0.025448486	0.0388490401	-0.044930461	-0.010109448	-0.0148654931	0.0774615139	-0.0253141639	0.0053397661	0.0364611732	-0.0605140816	0.0080351958	-0.0323176148	-0.0485229175	0.0457208474	-0.0120677351	0.0184416357	-0.004328844	0.029200995	-0.0415624776	-0.0382715319	0.0593545537	-0.0237780913	0.0241522801	-0.0073663531	-0.0103303142	-0.0022378525	-0.0361626631	-0.0944693957	0.0172861978	-0.0522517083	-0.0152554159	-0.0050596525	-0.0533610916	0.0277488478	0.0337606267	0.0217952915	0.0296619319	-0.0111727687	0.0303417824	-0.0698617704	0.0679602449	0.0736322367	0.0091814918	-0.0397619253	0.033226649	0.0432491883	0.0023651528	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0210590670541677	0.0010721882587745	1.1495876622541026e-06	0.0004434843051919	0.0636465723538179	0.0253398283475689	0.0040508861723897	0.0006421069006842	0.0882091427999185	0.0516081630567768	0.0026634024940948	0.0077808528734964	-0.0020131697951045	-0.0012900572164779	4.052852623921095e-06	1.6642476217867076e-06	-0.0008938768142283	0.0001357522786769	7.990157590149347e-07	1.8428681165970743e-08	0.0018611032462243	0.0001354707019274	3.463705293106628e-06	1.835231108070247e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
903.1422548975718	-2.4915232163693872	6.207687937707656	815665.9325814705	1133.2276571351224	2.358985197060292	1284204.9228959584	5.564811159949586	866.0227459014521	-1.7461422241325408	749995.3964186911	3.0490126668985367	923.5447474180146	794.8712965866025	1.059889	23.230543	0.0611902105450364	0.0317931184536841	-0.0118511149	0.0941374268	0.0484820745	0.0776141361	-0.0412413956	0.0931412119	0.0350898952	-0.0017116577	-0.0021146162	-0.0476152809	0.0921918798	-0.0223390047	0.0204124384	-0.0106979629	0.0545926289	-0.0179781359	0.0514566994	0.0735017976	0.0689516476	-0.0709769526	-0.0086546531	-0.0192364457	-0.2154844575	0.0082790807	0.0195544187	-0.0539143712	0.0326534459	-0.03142568	-0.0606489446	0.068422227	-0.0145316336	-0.0285405347	-0.0010275283	-0.0009434075	0.0076732262	-0.0463540532	-0.147731199	-0.023708231	-0.0209617822	0.0069217899	0.0344662605	-0.0738330845	0.0966418216	-0.0417873426	-0.0465639843	0.0381216938	0.06139448	0.0015233103	0.0409247663	-0.1286150878	-0.0186246902	0.0444695598	-0.0236506105	-0.057860041	-0.0242140271	-0.009891256	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0296473863394908	0.0085883192853231	7.375922814665273e-05	0.000878967516763	0.0404019007683302	-0.0232446715854877	0.001632313585694	0.0005403147571171	0.0687996866793128	-0.0194094561206056	0.0003767269868977	0.0047333968871716	-0.0021092619636651	-9.609216856059982e-05	4.448986031364353e-06	9.233704858678729e-09	-0.000799958543207	9.391827102129992e-05	6.399336708498657e-07	8.820641631630346e-09	0.0018521584147338	-8.94483149050003e-06	3.4304907932692235e-06	8.001001039344097e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.7241594020136	-2.418095495558191	5.847185825638814	811304.0113304639	1129.902184630672	-3.325472504450317	1276678.9468331654	11.058767377855068	865.8228514254706	-0.1998944759815231	749649.2100505326	0.0399578015279277	922.498169128932	767.2677471391037	1.204777	26.406185	0.2280141136448541	0.1202468463856617	-0.0265098653	-0.0082651015	-0.1148722757	-0.0723231277	0.0256091415	0.0067156638	-0.1415311246	-0.010913341	-0.0525993286	0.0220412002	-0.0545374703	0.0170063777	0.0184668998	-0.0208380963	-0.0067160546	-0.0406858199	-0.0114467306	-0.0427371943	-0.0605061387	0.0698712897	-0.0608978364	-0.0341910765	-0.0613342394	0.013307542	0.0087207286	-0.0230793458	-0.0119725242	-0.0260775571	0.0086479193	0.0479755787	0.1080930121	0.0859978624	-0.0133298324	0.0261980546	-0.0190366719	-0.0229845387	0.0181035089	0.0034802238	-0.0493217326	0.0101773547	0.0348820159	-0.1891300318	0.1604008454	0.1376815612	0.1406526249	-0.0630933765	-0.0077234477	0.0943479199	0.0084598075	0.0059919418	-0.0037565973	-0.0132786514	0.0971844913	-0.0642850065	-0.1186432846	-0.2434790761	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0493494926387967	0.0197021062993058	0.0003881729926291	0.0024353724237066	0.0916060902113855	0.0512041894430552	0.0083916757638164	0.0026218690165202	0.0072298432324799	-0.0615698434468329	0.0037908456220675	5.227063316623541e-05	-0.00078393444472	0.001325327518945	6.145532136184548e-07	1.756493032473174e-06	-0.0009209064137054	-0.0001209478704983	8.480686228037413e-07	1.4628387378097731e-08	0.0023166425144035	0.0004644840996697	5.366832539541771e-06	2.1574547884597187e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
903.9049308398036	3.1807714377899856	10.117306939460573	817044.12399651	1112.0869926368175	-17.81519199385457	1236737.479192001	317.38106577789995	866.7587234596988	0.9358720342281686	751270.6846934865	0.8758564644503704	920.7363396746732	766.1545898777446	1.197516	26.247047	0.2080988876194371	0.1098366035407377	0.0110950265	0.0717834182	-0.1326749607	0.1279073263	0.0238432294	-0.0639071895	0.0451794407	0.0035880431	-0.0440883413	-0.0138040636	-0.1652670611	0.0007414305	0.0110315545	0.0493265052	0.0044405061	0.0110739194	0.0022001129	-0.0474099791	0.1714454394	-0.1014413617	-0.0886871247	0.080726871	-0.0631383633	0.0164670914	-0.048705254	0.001476909	-0.0202339913	0.0960580725	0.1040100747	0.0781161719	-0.0612486131	-0.1357284809	0.0026609488	0.0097165226	0.0185354703	-0.0312912	-0.0896657414	-0.0077030003	-0.0477022049	0.0090409649	0.0763978991	-0.0434283554	0.1068651644	-0.080379013	-0.0969939556	-0.0289668327	0.0161406991	0.0856165918	-0.0319588252	0.0173164331	-0.0535666938	-0.1099702758	-0.0892899238	-0.0880635046	0.0241043009	-0.0455382961	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0345332157489792	-0.0148162768898175	0.0002195220608757	0.0011925429899655	0.015790344266847	-0.0758157459445384	0.0002493349720655	0.0057480273331268	0.0473449850060561	0.0401151417735761	0.0016092245995141	0.0022415476052236	-0.0017007820421229	-0.0009168475974029	2.8926595548077424e-06	8.406095168634703e-07	-0.0007990390343417	0.0001218673793636	6.384633784017165e-07	1.4851658152975965e-08	0.00180832303094	-0.0005083194834635	3.2700321842280284e-06	2.583886972685995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.6333435030836	1.7284126632799826	2.9874103345866025	820171.7528645741	1122.685700983139	10.598708346321471	1260423.183192002	112.33261861038446	865.5147427022736	-1.24398075742522	749115.7698349828	1.547488124844224	919.4855010839432	773.9041059336594	1.208713	26.49246	0.0526848632459418	0.0283525951858204	-0.0131859302	-0.0510437031	-0.0376093663	-0.1667987324	0.0695868958	0.1061993709	0.0821805025	-0.0031876554	0.0090056233	0.0008644004	-0.0980419972	-0.0701581233	0.0226177888	-0.0188020393	0.0022622154	0.0279120985	-0.0139168861	-0.1293105483	-0.0313801909	0.0370275358	0.1582257521	0.010014083	-0.0391631521	0.0292830835	0.0135365019	0.0438004052	-0.0079585861	0.1031176176	0.106763206	-0.0372866746	0.0979307955	0.0545451897	-0.0009910701	0.007024715	-0.0138056358	-0.0171201765	-0.0709049645	0.0240440561	-0.0962664631	0.0327260039	0.0253358376	-0.0655330061	0.0310605386	0.0642969447	0.1288905282	0.0214480852	0.1135432773	0.153800679	0.088635954	0.0151498918	0.0385588336	-0.0524146295	0.0420324265	1.0034e-06	0.0473756791	0.0020661383	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0283194844953413	-0.0062137312536378	3.861045609243637e-05	0.0008019932020818	0.0319817265924342	0.0161913823255872	0.0010228308358332	0.0002621608616133	0.0269007010747444	-0.0204442839313117	0.000417968745464	0.0007236477183127	-0.0017193521642795	-1.8570122156600028e-05	2.956171864812601e-06	3.448494369110473e-10	-0.0007989034003892	1.3563395250004457e-07	6.382466431534263e-07	1.8396569070784342e-14	0.001630319472341	-0.000178003558599	2.6579415818942364e-06	3.168526687390766e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
907.656790490168	2.0234469870844123	4.094337709540985	823840.8493229126	1115.5020912705313	-7.183609712607677	1244344.9156289287	51.60424850307135	868.2655916561915	2.7508489539179664	753885.1376540763	7.56716996727157	921.891439352942	794.6942462236688	1.164377	25.520712	0.0777771435457835	0.0393529210806313	0.0309393902	0.0176939607	0.0429280859	0.0187902972	0.0357780564	-0.107790358	0.1375154309	0.0220782888	-0.0091438789	-0.0421758277	-0.1307831665	-0.0343258465	-0.0331523452	-0.0658946382	0.0382110275	-0.0933350817	0.0388040756	0.0929663153	0.0383769194	-0.1213132983	0.0146034435	-0.0325735715	0.1467952633	-0.0224499094	0.0482759243	0.0453823475	-0.0408442537	0.0855211484	-0.0789014859	0.0278024273	-0.0885561051	-0.1528633168	0.0076968763	-0.0033798707	0.00454899	-0.0028708635	-0.1085471843	0.0167133083	-0.0936910624	-0.0463646025	-0.0621165268	-0.012899477	0.0246961103	-0.0102889407	-0.0729404848	-0.0246350136	0.0128191735	0.0220417999	-0.0285422729	0.106570077	-0.0526910551	-0.0269431881	0.0055213636	-0.0354602231	-0.0031889698	-0.046978756	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0152449421492235	-0.0130745423461178	0.0001709436575604	0.0002324082611331	0.064659433961097	0.0326777073686627	0.0041808424001694	0.0010678325588719	0.0214531356915514	-0.005447565383193	2.9675968604162693e-05	0.0004602370310001	-0.0020200381880854	-0.0003006860238059	4.080554281323346e-06	9.041208491220229e-08	-0.0005681492806386	0.0002307541197505	3.227936050901587e-07	5.3247463781874235e-08	0.0016304258977407	1.0642539969999212e-07	2.658288608023567e-06	1.1326365701303083e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
