global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
830.2765045123942	n/a	689359.0739453199	n/a	871.6025043400851	n/a	759690.9255719081	n/a	734.1457530970235	n/a	538969.9867903958	n/a	753.653704400432	620.6805795562351	n/a	n/a	n/a	n/a	-0.0859836909	0.0421964709	-0.0182799358	0.0287995723	-0.1242978758	0.0675483845	-0.0610486333	0.0476912225	-0.0685997004	-0.0260578642	0.0458860817	-0.0277091903	0.0647133246	-0.0067596035	-0.0303604371	0.0930408899	-0.0073394325	0.0088115409	-0.1051585047	0.088000668	-0.1018718254	0.0744537777	0.070892363	-0.0974600623	0.0317543447	-0.0214693007	0.041420962	-0.042636009	0.0528201099	-0.0588379491	-0.0163124104	0.0578051674	-0.0936981904	0.0130512234	-0.0981978412	0.0991788247	-0.002276954	0.0586926881	-0.0248806558	0.0869939757	-0.0334510757	0.0389078543	-0.0339322039	0.0111103046	-0.0178036542	0.0301897979	-0.1023434388	0.0069794296	-0.0215855809	0.0076413379	-0.0403841155	0.1270487221	-0.0313176115	0.2066810059	-0.206545044	0.1121993756	-0.1233707229	-0.003420472	0.220468486	-0.0868055632	0.0510914433	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0588352438756203	n/a	n/a	0.0034615859219037	-0.0981960469933795	n/a	0.0096424636451259	n/a	-0.1860185684989801	n/a	0.0346029078264097	n/a	-0.0021453578925278	n/a	n/a	4.602560487031323e-06	-0.0025332521595493	n/a	n/a	6.417366503861193e-06	0.0020912901098114	n/a	n/a	4.373494323394978e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.4360546687426	-0.8404498436516405	687964.1687844493	0.7063559396940671	862.9297521764582	-8.67275216362691	744647.7571913237	75.21663009169525	733.6577715484333	-0.4879815485902554	538253.7257534132	0.2381259917645438	752.5615086010022	613.3219730948955	0.8233479999999999	19.90023	0.1041439627987403	0.0538243483241442	-0.0938850698	0.0282533948	-0.0178277895	0.0244363957	-0.028117773	-0.0297415358	-0.0749326711	-0.0274284572	-0.0012900313	-0.038057279	0.0469550462	-0.0362759483	0.0842422401	0.0268871074	0.0127587456	0.1263310585	-0.056225726	-0.0889722178	0.0256957841	0.0101344703	-0.0230958602	0.0575710089	0.1892962081	-0.0103800956	-0.0515149015	-0.0378051669	0.0507605791	-0.0254510777	0.0335141122	-0.0902710522	-0.0058906218	0.0806866059	0.0550755067	-0.0274702913	-0.1327358271	-0.0008667097	0.0277913523	0.054949285	-0.0263197324	0.0848568918	-0.0191722344	0.0546028762	-0.0501320691	0.0047236343	-0.0325618566	0.0230910461	-0.0580961305	0.009204073	-0.1097244361	-0.0693442622	-0.0052715791	-0.0164933481	-0.0542973071	0.0386833375	-0.136196992	0.081087441	-0.1250026873	0.0348259845	0.1338718743	-0.0874724126	0.0378537917	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0528220250004807	-0.0060132188751396	3.615880124033516e-05	0.0027901663251514	-0.0867752098809973	0.0114208371123822	0.0075299370498911	0.0001304355203475	-0.1737538445804816	0.0122647239184985	0.0301903985064981	0.0001504234527969	-0.0020061660321867	0.000139191860341	1.9374373985216256e-08	4.024702148699728e-06	-0.0017260579380735	0.0008071942214758	6.515625111839231e-07	2.9792760055865425e-06	0.0015487725337739	-0.0005425175760375	2.943253203096046e-07	2.3986963613724262e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.9930186551876	-0.4430360135550018	687229.4249790402	0.1962809093067077	853.4020701755177	-9.527682000940558	728295.0933798592	90.77672431104668	733.9626689946635	0.3048974462302567	538701.19947777	0.0929624527177322	752.203334935037	608.3595859161305	0.8011859999999998	19.364574	0.0871257414960282	0.0466998682332126	-0.0966953206	0.0251100598	-0.010122334	0.0485310249	0.0246810316	-0.0319630103	0.0294274412	0.0479263318	0.036439049	-0.0392390323	0.0512877328	-0.0555877139	0.1254403702	0.0361485346	-0.0395716338	-0.0869920453	-0.0216303728	0.0441574156	0.0032453191	0.0480193875	-0.101715556	-0.0026649523	0.026251374	-0.1959208913	-0.0044732049	-0.0410923288	0.0505508611	-0.0421846545	0.1256798405	0.0067542755	0.0980090837	0.000739641	0.0294753651	0.0071490401	-0.0371589924	-0.0028532145	0.017295809	0.0594929919	-0.0257247868	0.0955066543	-0.0180779657	0.0642009947	-0.0216625948	-0.0177471442	-0.0071842423	-0.0125288125	0.0105850845	-0.0002734923	0.0116615189	-0.0759675121	-0.0792517881	0.1341447301	-0.0667239722	0.0485939805	-0.1627302799	0.1094874583	-0.060711142	0.0176003399	0.0818230789	-0.0657854146	0.0083197118	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0516974675048516	-0.001124557495629	1.26462956097559e-06	0.0026726281464151	-0.0995939340281353	-0.012818724147138	0.0099189516952005	0.0001643196887604	-0.1978120112119228	-0.0240581666314411	0.0391295917797058	0.0005787953816661	-0.0020088455305694	-2.679498382699916e-06	7.179711582891464e-12	4.035460365688655e-06	-0.0011371643237365	0.000588893614337	3.467956890068952e-07	1.2931426991790915e-06	0.0011578597820572	-0.0003909127517166	1.528127794547223e-07	1.3406392749055467e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.7555669071627	0.7625482519750904	688494.300813427	0.5814798365902659	863.5153769146312	10.113306739113568	745658.8061680177	102.27897319939991	734.7228099817892	0.7601409871256237	539817.6075075363	0.5778143203083177	754.028496041949	613.2579239793907	0.813894	19.671732	0.1272160023454442	0.0632200463733084	-0.0869237061	0.0334859697	-0.0250670964	0.0473404241	-0.0708933422	0.0880289436	-0.0466719292	0.0507634786	0.0025216915	-0.0147526002	0.0490225565	-0.0422039595	0.0603037402	0.0156804838	-0.0113387477	0.1803790109	-0.0844393653	-0.0175327321	-0.0280636438	0.0670692249	-0.0819736699	0.0296485099	-0.0677599076	-0.2188487423	0.0089997523	-0.011315721	0.0514030166	-0.0265375404	0.0424182528	-0.1073488568	-0.0252827299	0.0790307733	-0.0912374979	-0.0365815984	-0.0767716817	0.0156653631	-0.0575282337	0.049014487	-0.0229498577	0.0834795644	-0.0141910905	0.059242423	-0.0418577457	0.0001205609	-0.0212752413	0.0285720943	-0.1035408413	0.0057999152	-0.0308531597	0.0367637012	0.0197689353	0.0196120223	-0.0005180121	0.1104908191	-0.0939586611	0.0710602834	-0.1370977721	-0.014382953	0.1370643541	0.0002734739	0.076820091	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0283062823355493	-0.0233911851693023	0.0005471475436245	0.0008012456196598	-0.0624543829194124	0.0371395511087228	0.0039005499458445	0.0013793462565574	-0.1550542379891837	0.0427577732227391	0.0240418167184064	0.0018282271709671	-0.0019510892111999	5.775631936949998e-05	3.3357924271116793e-09	3.806749110060648e-06	-0.0014532332669112	-0.0003160689431746	9.989957683957167e-08	2.111886928057399e-06	0.0012625843764066	0.0001047245943494	1.0967240661646392e-08	1.5941193075460431e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.9898125455243	1.2342456383615854	690544.0685544455	1.5233622958145974	869.3425646695224	5.827187754891156	755756.4947461827	33.956117130753434	735.6569006331315	0.9340906513423306	541191.0754491452	0.8725253449251394	754.2798178134369	612.1113571037454	0.832227	20.114841	0.0747030261082611	0.0367839598058589	-0.0776865553	0.0335106542	-0.0204099337	0.025864896	-0.0093375583	-0.1072813953	-0.1049110396	-0.0085025661	-0.0427424325	-0.0002875115	0.0220948015	-0.0290660049	0.0533114544	-0.0038827617	-0.0567291275	0.1113219412	-0.0352749754	-0.0322063312	0.0459025568	0.0113639121	0.0316394293	0.0370661173	0.061743731	0.0632870126	-0.0870349684	-0.0078425521	0.0253455236	-0.015640884	0.0241555158	-0.0225076475	0.0210669813	0.1101682253	0.0837888643	-0.0525328036	-0.0632904968	-0.0133891044	-0.0251753219	0.0419409929	-0.01863053	0.0739681906	-0.005878191	0.0521220653	-0.0338375206	0.0387157258	-0.0192962192	0.0191841895	-0.0437398782	0.0004605193	-0.0825240463	-0.0613698525	-0.0458736202	-0.0133854416	-0.0706164083	-0.0583745603	-0.0977930252	0.0319604681	-0.063979709	0.0040416445	0.0133001657	-0.0146096187	-0.0141467324	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0130112373607147	-0.0152950449748346	0.0002339384007822	0.0001692922976568	-0.0644250576809497	-0.0019706747615372	0.0041505880571936	3.883559015760056e-06	-0.1370016427889595	0.0180525952002242	0.0187694501268736	0.0003258961934631	-0.0020602407110199	-0.00010915149982	1.191404991295548e-08	4.244591787343784e-06	-0.001740399970018	-0.0002871667031068	8.246471537322912e-08	3.0289920556386554e-06	0.0008712083559001	-0.0003913760205065	1.5317518942750438e-07	7.590039993901554e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.1114426511309	0.1216301056066413	690746.2301056441	0.0147938825898827	865.0635968988591	-4.278967770663257	748335.0266795919	18.30956518237489	735.6678898210027	0.010989187871246	541207.2441136871	0.0001207622500695	754.3269840254555	611.6826431153809	0.816354	19.731194	0.109404268439199	0.0494940449232821	-0.0722907729	0.0137861843	-0.0076651794	0.071338874	-0.0813798278	0.0340099135	-0.0545366042	0.0224112829	0.0207414472	0.0194514085	0.0428400955	-0.018996332	0.0817469348	0.0506740586	-0.0649756764	-0.0300052157	0.0272202411	0.0121443556	-0.067551159	0.1238419832	-0.0651562149	-0.1353528466	-0.0881412397	-0.0112789863	-0.1672368655	0.0116721145	0.0358436077	-0.0132052154	0.0752560065	-0.0180821947	0.0709093747	0.0370299551	-0.0827594359	0.0179641326	0.0114099772	-0.0352928674	-0.0329669448	0.0398049677	-0.0194022565	0.0617322511	-0.0076168391	0.0492121843	-0.0007666354	-0.006680283	-0.0004902425	-0.0195954752	0.0449352328	0.0044355589	0.0401002889	0.002821235	0.0272010576	0.1600337954	-0.0946237907	-0.0446577519	-0.0031378419	-0.0215947021	-0.0053845172	-0.052932614	-0.0464319209	0.0058287254	-0.0478904173	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0071953797937425	-0.0058158575669722	3.38241992393078e-05	5.177349037619786e-05	-0.0718528919649514	-0.0074278342840017	0.0051628380837269	5.517272215059113e-05	-0.1173318627215493	0.0196697800674101	0.0137667660097084	0.0003869002479002	-0.0013439984924339	0.000716242218586	5.130029156849956e-07	1.806331947664596e-06	-0.0021523207313287	-0.0004119207613106	1.696787135987866e-07	4.63248453050731e-06	0.0004695554053805	-0.0004016529505196	1.6132509266110028e-07	2.204822787220457e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.3778851582041	-0.7335574929268205	689527.4321598116	0.5381065954290822	865.6826972744682	0.6191003756090367	749406.5323603986	0.3832852750792503	734.2438178413524	-1.4240719796503072	539113.9840382452	2.027981003225145	753.3384600987733	619.6036337309755	0.8840369999999999	21.36709	0.107327583061115	0.0501232067528728	-0.0601185416	0.0305486014	-0.0407634041	0.0356966113	-0.0430375434	0.0103854093	-0.082049486	-0.0683569382	0.0541535285	-0.0154002083	0.0417852748	-0.0272228864	0.0007669393	0.0226679677	-0.0208213578	0.0776829129	0.0254690534	0.0580836694	-0.0969522354	0.0109929091	-0.0263210676	0.0198747896	-0.0156114356	0.1464624045	-0.1211129837	-0.0102493457	0.0346485948	-0.0247804896	-0.025802208	-0.0884513002	-0.041966187	0.0678634681	-0.0377592789	0.0096457786	0.0820659075	0.0990066528	-0.0059677537	0.0289589514	-0.0140332798	0.0464003609	0.0097856273	0.0278958396	-0.0148675342	-0.0064729961	0.0255344562	-0.0603622352	0.1728195156	0.0316833507	-0.0870040549	0.079896537	0.1176618755	-0.0102443965	-0.0220081279	0.047794394	0.1769710737	-0.1118590213	0.0320756565	-0.0880566932	-0.0105716738	-0.0060170878	-0.0326619911	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0180060483511113	0.0108106685573688	0.0001168705546572	0.0003242177772225	-0.058379352147341	0.0134735398176103	0.0034081487571432	0.0001815362752167	-0.0784202395999784	0.0389116231215709	0.006149733978918	0.0015141144139551	-0.0009710264646146	0.0003729720278193	1.391081335356407e-07	9.42892394981929e-07	-0.0025631864915953	-0.0004108657602665	1.688106729594512e-07	6.569924990696623e-06	0.0003707581621751	-9.879724320539996e-05	9.760895264986949e-09	1.3746161481945778e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.1879558837747	-1.1899292744293462	687552.6661827128	1.4159316781439502	859.3581473177129	-6.324549956755277	738496.4253613319	39.99993215549318	734.4429685702445	0.1991507288920502	539406.4740822731	0.0396610128182348	753.038088837233	612.3325372602119	0.817123	19.749771	0.1312345860977188	0.0613532095857659	-0.0570137991	0.0277893705	-0.0285764476	-0.0062970778	0.0380614079	-0.1119550031	-0.0672276709	-0.0818164591	-0.001832915	-0.0032213111	0.0150864178	0.0323125187	0.0257872343	0.0296832958	-0.0023078037	0.0188245306	-0.066697799	0.0183198661	-0.0732915203	-0.1152299786	0.0780043686	0.0993833554	-0.0405915863	0.0221100891	0.0443229649	-0.002562097	0.0213737419	0.0142994839	0.0078929457	-0.0318279328	-0.0463204224	0.0264966926	0.1475347606	0.0210930133	0.0523126973	0.1199775603	-0.0331469752	0.0274203385	-0.0155732595	0.0399171129	0.0060019395	0.0460374638	-0.0143193074	-0.0307583001	0.0059198718	-0.0171259528	0.0738079844	0.0114313898	-0.0315183335	0.0262621168	-0.0070336895	-0.1595141973	0.0795609106	0.0411506639	0.0614100652	-0.0419246543	0.0882828145	-0.020667973	-0.0790763731	0.0357257894	0.0305982582	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0032628924130904	-0.0212689407642017	0.0004523678412311	1.0646466899402891e-05	-0.0246139008607144	0.0337654512866266	0.000605844115581	0.0011401057005895	-0.0794272562374089	-0.0010070166374304	0.006308689033403	1.0140825080618243e-06	-0.001640896195861	-0.0006698697312463	4.487254568401241e-07	2.692540325591101e-06	-0.0019940877020461	0.0005690987895492	3.238734322663646e-07	3.976385763451496e-06	0.0001058631347815	-0.0002648950273936	7.01693755378561e-08	1.1207003305766036e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.7997377601611	-0.388218123613683	686909.0053113118	0.1507133115021288	865.0891440131447	5.730996695431827	748379.2270893955	32.84432312305052	734.7023358734417	0.259367303197223	539787.5223378915	0.0672713979678002	753.078804269488	606.6752897168769	0.747437	18.065487	0.0686445215376725	0.038611800420179	-0.0400842006	0.0242098163	-0.0237012266	-0.0260403467	0.0628876053	-0.0685840251	-0.0551329289	0.041333471	-0.0050295436	-0.0079596579	0.0086769876	-0.023582872	0.056245882	-0.0142642762	-0.0631516514	-0.0480545477	-0.0250476999	-0.1191503352	0.0914098976	-0.0872863152	0.0630630879	0.0766233547	0.0724213563	0.1221999428	0.0022049458	-0.0166725196	0.0105060402	-0.0125591638	0.0446465826	0.0802099712	0.0798448049	0.0441613946	0.0921044828	-0.0112232321	-0.0896151493	0.0079833147	0.0941032357	0.0199164064	-0.0109088997	0.0350080518	0.0092775861	0.0270804651	-0.0326343584	-0.0058521682	0.0092737353	0.0230887584	-0.0879936979	-0.0234096153	-0.0105718929	-0.0464871232	-0.1147114854	-0.1257430658	0.057327931	-0.0739204891	-0.0020864172	0.0216407534	0.0802459847	-0.0016247517	-0.0745811712	0.0601314597	-0.0130550425	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0041670841539485	0.0074299765670389	5.520455178674716e-05	1.736459034608869e-05	-0.0210277754167975	0.0035861254439168	0.0004421673389792	1.2860295699508174e-05	-0.0524808677251371	0.0269463885122718	0.0027542414771833	0.0007261078538542	-0.0010288961168897	0.0006120000789712	3.745440966608773e-07	1.0586272193507033e-06	-0.0019935601352514	5.275667946998824e-07	2.783267228699079e-13	3.97428201286358e-06	0.0001069761093044	1.1129745228999978e-06	1.2387122886244777e-12	1.1443887961906937e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.8897622555456	0.0900244953845685	687058.237972055	0.0081044097692462	850.3361379450017	-14.753006068143009	723071.547495221	217.65118804666443	734.3554548598038	-0.3468810136379261	539277.9340823493	0.120326437622475	751.9812803655533	607.8233405287427	0.7623769999999999	18.426582	0.0814645049464226	0.0378606554705545	-0.0249068209	0.0115406771	-0.0138459499	0.0357000779	0.0076153011	0.0289473948	0.1581054552	0.0422373837	0.0488577771	-0.0005581165	-0.0010256986	-0.0190119572	0.0519961787	-0.0095268299	-0.0152845837	-0.1004928075	-0.0499270908	-0.0131676912	0.1158491667	0.0661063147	-0.0248705537	-0.0821552009	-0.0971087839	0.0600522091	0.0956714264	-0.008514157	-0.0044364362	-0.0004763339	0.070089139	0.071023846	0.0667326121	-0.0134145631	-0.0349873463	-0.0396362771	-0.0530614258	-0.0970717281	-0.0167672218	0.0105696944	-0.0033224663	0.0234790295	0.0116425998	0.0018054954	-0.0509038784	0.0156054521	-0.0076979179	0.0025450123	-0.058736876	-0.0303996231	0.0704147126	-0.0430141045	-0.0042447303	0.0662971271	-0.0473838109	-0.1746087511	0.0479383419	-0.0125419979	0.0993428067	-0.0316529818	-0.0719019315	0.0403824132	-0.0315091315	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0071226807758932	0.0029555966219446	8.735551391650917e-06	5.0732581435278553e-05	0.0003846043434947	0.0214123797602922	1.479205010349892e-07	0.0004584900069989	-0.0385283406555814	0.0139525270695556	0.0014844330336725	0.0001946730116266	-0.0013290625900764	-0.0003001664731867	9.009991162534193e-08	1.766407368340589e-06	-0.0022742606721157	-0.0002807005368643	7.879279139590626e-08	5.1722616047321554e-06	0.000388989129146	0.0002820130198416	7.953134336017867e-08	1.5131254259376348e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
