global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
2155.3840665608127	n/a	n/a	4645680.474384226	2617.504225730896	n/a	n/a	6851328.371719098	2364.069887240032	n/a	n/a	5588826.4317550985	2373.450313123067	1821.101926338816	n/a	n/a	n/a	n/a	-0.0046449019	-0.027860284	0.0414715398	-0.0684316545	0.0442204726	0.0406016655	-0.0595520858	0.0550441279	0.0238705643	0.0017604976	0.070943034	0.0229182564	-0.0136739549	-0.0253904612	0.0568659718	-0.071533829	0.0123315517	-0.0453500349	0.0311896864	-0.0166925748	0.0136838168	-0.0575215412	0.0284449098	-0.0291346443	0.0668363947	-0.0150361394	0.0546624081	-0.0095063406	0.0340910552	0.0144559916	-0.0277244777	0.0609439979	-0.0046764994	0.0265652151	-0.0137444022	-0.0301675179	-0.0737378104	0.0404405303	-0.0174168887	0.0385067243	-0.0273082961	0.0149693721	-0.0315355737	0.0606444419	-0.0824048214	0.0078048116	-0.0513967783	0.0493326848	-0.0268511457	0.0763403363	-0.0327186622	0.0006377931	0.0306822563	-0.0160222488	0.0237305847	-0.0393868863	0.0122539513	-0.0041515306	0.0179271973	-0.0221128781	0.0478065863	-0.0036773006	0.0244749756	-0.0986499727	-0.109721557	0.0138190691	-0.0377610133	0.0423625055	-0.0624360593	0.0038700236	-0.0393682057	0.0084734472	-0.0310775507	0.0330755095	-0.0786885119	0.027633752	-0.0064598519	-0.011433328	0.0605551187	-0.0251896813	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0263777537641232	n/a	n/a	0.0006957858936407	0.0003618454766467	n/a	n/a	1.309321489696775e-07	0.035664007840289	n/a	n/a	0.0012719214552321	0.0006857993199091	n/a	n/a	4.703207071877842e-07	-0.0025990859127735	n/a	6.755247581977658e-06	n/a	-0.0016951125388861	n/a	2.87340651948888e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2155.571545676006	0.1874791151931276	0.035148418633598	4646488.688528045	2610.632833957672	-6.871391773223877	47.216024901128776	6815403.793737866	2357.9812797002114	-6.088607539820714	37.07114177396165	5560075.715416647	2367.0051511128745	1859.0117803146927	0.966094	29.559181	0.0807937667918948	0.0457651379178065	-0.02386834	-0.0334456298	-0.0110144531	-0.043120195	-0.0326566149	0.0200707096	-0.0315257922	0.0329552615	0.0034774759	0.0293053519	0.0579610917	-0.0164653011	-0.0142024994	0.0032328519	0.0094786105	-0.0678716435	0.0035839437	-0.0264135876	0.0330144949	0.0269329469	-0.0114923067	0.0344202647	-0.0748455569	-0.0830158968	0.0673873132	-0.0051324132	0.0548602769	0.0173199145	0.0087752839	0.0141906229	0.0040574396	0.0727410103	-0.0702023587	-0.0208612989	-0.0149972098	-0.0035021842	-0.0342767767	0.0486822229	-0.0111628868	0.0214286562	-0.0215606734	-0.0287442587	-0.0244974253	-0.0349328663	-0.0424867796	0.001426951	-0.1377272186	-0.0050893989	-0.0634068376	0.0506866637	0.027094457	0.0099365914	-0.0200232766	0.0043583366	0.0279133473	0.0076844643	0.002071313	0.0012236613	0.0385895646	-0.0125997699	0.0086918899	-0.0027437786	-0.0176072805	-0.0872597186	-0.1307812765	0.0034002723	-0.0330942462	0.063150535	-0.0241322511	-0.0346792581	0.068196799	-0.0170010881	-0.0086935844	0.0218057987	0.0428549465	0.0055145292	0.0270786105	-0.0582982075	-0.013131903	0.0386899618	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0438226776534378	-0.0174449238893146	0.0003043253695039	0.0019204270767171	-0.0058703169078455	-0.0062321623844922	3.88398479866795e-05	3.446062059853675e-05	0.0355410554958481	-0.0001229523444409	1.51172790035142e-08	0.0012631666257589	-5.054827241742876e-06	-0.0006908541471508	4.772794526355185e-07	2.555127844386589e-11	-0.0030360067383743	-0.0004369208256007	9.217336915454155e-06	1.908998078436846e-07	-0.0016830129481648	1.2099590721300008e-05	2.8325325836903718e-06	1.4640009562296923e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2155.224452265313	-0.3470934106926506	0.120473835746257	4644992.439642319	2605.4813075065613	-5.15152645111084	26.538224776494644	6788532.8437661	2370.0644321942955	12.08315249408406	146.00257419528987	5617205.412752468	2377.9843715031943	1858.1365445463384	0.95433	29.199238	0.1219350400838409	0.0563233094687368	-0.017325467	-0.0107447713	0.0159534834	0.0113804444	-0.0635019691	0.0022434507	0.0176498974	0.0132131697	0.0423464896	0.0167687518	-0.0760220727	0.0474952574	0.012749016	-0.0135389251	0.0350367313	-0.0132876531	-0.0123358358	-0.0436282713	-0.0500552837	-0.0409569139	-0.0375577088	0.016853334	0.0240224149	-0.0547831895	0.0500023025	0.0269475147	-0.0127464678	0.0308851342	0.0028258066	-0.0013306828	-0.0139777953	0.009664888	-0.0648040265	-0.0097166175	0.012662184	-0.0145048573	-0.0405301566	0.0005194681	-0.048327722	0.0028287108	0.0016962218	0.0761925443	0.0480194795	0.0571930507	0.0349557655	-0.0157403575	-0.0371037528	0.0101468979	-0.0821313603	0.0190403373	-0.0170954497	0.0339945029	0.0062211633	0.0202444405	0.0119304392	-0.0277449226	-0.0006018309	-0.0089364347	0.0133881113	-0.0283338268	0.0332442477	-0.0147297289	-0.0251173924	-0.052331245	-0.0566156215	-0.0328410593	-0.0139278452	0.01604625	-0.0415090925	0.022903481	-0.0141534341	-0.0464416772	0.0017726446	-0.0320475575	-0.0649981666	0.0590489469	0.0011997346	0.0003425481	-0.0191721601	-0.0109681719	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0171270871769451	0.0266955904764927	0.0007126545508886	0.0002933371151666	0.0060350795150867	0.0119053964229322	0.0001417384639871	3.6422184753419125e-05	0.0043959363529992	-0.0311451191428489	0.0009700184464222	1.9324256419619905e-05	0.000384858769572	0.0003899135968137	1.5203261298023006e-07	1.481162725164738e-07	-0.0029532202797022	8.278645867209992e-05	8.721510020444341e-06	6.853597739467309e-09	-0.0011119343228193	0.0005710786253455	1.2363979382636151e-06	3.26130796326506e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2153.448536522751	-1.7759157425621197	3.153876724679965	4637340.599451979	2618.087728500366	12.606420993804932	158.92185027304572	6854383.354124207	2370.1692342937217	0.1048020994262515	0.0109834800441499	5617702.199192487	2379.0291876475017	1840.6791267547403	0.950919	29.094866	0.0344760669092008	0.0196615019752562	-0.0101633493	-0.0097764436	0.0236824018	-0.0180430399	0.020389022	0.0187840092	-0.0434339819	-0.0174808192	-0.0033261627	0.066011436	-0.0063089728	0.0082716179	0.0055825013	-0.0153866824	0.0413391009	0.0462784743	0.0210691906	-0.0216957145	-0.0351371238	-0.0394981607	-0.0072398613	-0.0198095782	-0.0133821723	0.0360867127	-0.0395000037	-0.0454872266	0.046258467	-0.0122723701	-0.0250988506	-0.0191563175	0.0074115406	0.0083375821	0.0839584619	0.0552934783	0.0048135374	-0.0191920565	-0.0109757534	-0.0627011919	-0.0308073326	0.0118151476	0.0158875941	0.0366768544	-0.0379967378	-0.0571891509	-0.0696177587	-0.0031134286	0.0221978249	-0.0075122747	0.0504782651	-0.0154468784	0.0596058905	-0.043813962	-0.0401153402	-0.0766081224	-0.0186637886	-0.0251253099	-0.0087826041	-0.0010706765	0.0061117552	-0.0050842157	0.036958432	-0.0087628445	-0.0242217671	-0.086081969	-0.0492182535	0.0258143403	-0.0130925333	-0.0033476887	0.0160440133	0.0611110106	0.0389362124	0.0545273407	0.0577207265	0.0331789054	-0.0113389607	-0.0152619301	0.0259454606	0.0067132943	0.0249085784	-0.0046698781	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0076888507562387	0.0094382364207064	8.908030673314875e-05	5.911842595171242e-05	-0.0056231054295352	-0.0116581849446219	0.000135913276203	3.161931467166824e-05	0.0048127600746568	0.0004168237216576	1.7374201493649256e-07	2.3162659536210527e-05	0.0006218273810681	0.000236968611496	5.6154122834389565e-08	3.86669291846012e-07	-0.0029533573984352	-1.3711873299987465e-07	8.722319922891932e-06	1.8801546939490912e-14	-0.0011340850290345	-2.2150706215200112e-05	1.2861488530801828e-06	4.906537858321049e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2147.5664785322365	-5.882057990514568	34.59860620377628	4612041.779715351	2589.62770652771	-28.46002197265625	809.9728506840765	6706171.658415967	2369.717070349167	-0.4521639445547407	0.2044522327553026	5615558.993504239	2377.925710487366	1828.9685583101923	0.916923	28.054707	0.0824074484876975	0.0493049871722889	-0.0076952636	0.022957584	-0.0593224834	-0.0120030944	-0.0109424353	-0.0130290261	-0.008061301	-0.00328878	-0.0251875319	0.036810417	-0.0282904006	-0.1064493423	0.0037902666	-0.0421951318	0.0235577956	0.0901931962	0.0136311821	0.0524160006	-0.0180906887	-0.0644563561	0.0120616365	-0.0164501635	-0.0838909035	-0.071290163	-0.0544938907	0.0063610029	-0.0473154884	-0.0011071045	-0.0118177985	0.0339789914	0.0289570319	0.0424813702	0.0379773077	-0.1191522605	0.0051218015	-0.0395704231	0.0178956126	-0.0954508559	0.0386000526	-0.0085560351	0.0381578257	0.0474582228	-0.0211212226	-0.0565827243	0.0231939243	0.0658102661	0.0161588	-0.0638742415	-0.0475406919	0.0205668652	-0.027079964	0.0426172471	-0.0318729106	-0.0473250749	-0.0019527687	-0.0704330717	-0.0147579064	-0.0062798318	-0.010176729	-0.0100420788	0.0609797495	-0.0171456955	-0.0278706249	-0.0618177921	-0.0212553773	0.0196007093	-0.0053074947	0.0348098696	0.0551975325	0.0037345267	-0.0064263517	-0.0957069674	0.0781527837	-0.0460612146	0.0091231561	0.0375064844	0.0521392157	-0.012220082	-0.0012594092	-0.0327935388	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0012997495609141	0.0063891011953246	4.082061408409823e-05	1.689348921096396e-06	-0.0003004781905104	0.0053226272390248	2.8330360725608765e-05	9.028714297240424e-08	-0.0383505050819863	-0.0431632651566431	0.0018630674589826	0.0014707612400434	0.0005474267219191	-7.4400659149e-05	5.535458081805677e-09	2.996760158710916e-07	-0.0030096998356321	-5.634243719690024e-05	9.05829310060389e-06	3.174470229286647e-09	-0.0007141790274463	0.0004199060015882	5.100516832441429e-07	1.7632105016978945e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2152.1692491010954	4.602770568858887	21.18549690955356	4631832.476776373	2613.164693832397	23.536987304687045	553.9897713809992	6828629.717092165	2365.882735041116	-3.834335308050868	14.702127254565545	5597401.115965632	2375.0135581970217	1842.103028070117	0.998163	30.540361	0.034533450870341	0.0215514694490541	-0.0243066578	0.0242465684	0.0611564704	0.0242576417	0.0449256176	0.0045430646	-0.0474265447	-0.056444008	0.0192775498	0.0526469353	0.0074428088	0.0560315739	-0.0085155839	-0.0102377582	0.0304162132	0.0144252678	-0.0269568079	-0.0253826955	-0.0948303247	0.0226170686	-0.0442173435	-0.0317467828	-0.036487689	-0.1102554051	-0.0100132833	0.0184771833	-0.0336842302	0.0535009245	0.0599629372	-0.0323526953	-0.07089838	-0.0348360562	0.0138533619	-0.0627152792	-0.0079718924	-0.0138324065	-0.0245954268	-0.0359506603	-0.0706569125	-0.0528696105	0.0331094454	0.0174016511	0.0329397274	-0.0156957376	-0.0497438465	-0.0042534812	-0.0248673306	-0.0706496114	-0.0633212882	-0.0063545493	-0.0456512214	0.0568743668	0.0276109708	-0.0493006144	-0.0772298952	-0.0327241971	-0.0292844075	-0.0094629093	-0.0086254562	-0.0213390647	0.0550239586	-0.0380919917	-0.0397111451	-0.0372871809	-0.030914913	0.0350123609	0.0018145226	-0.0165049562	-0.0223908232	0.0612261414	0.0005878228	0.0224800758	0.033149658	0.0066230733	-0.1015773385	-0.0247956091	-0.0472775942	-0.0440082605	0.024599661	-0.0018253341	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.0181577384523734	0.0194574880132874	0.0003785938397872	0.0003297034657047	0.0004355183384916	0.000735996529002	5.416908907029918e-07	1.896762231624839e-07	-0.0361226133372198	0.0022278917447665	4.963501626398724e-06	0.0013048431943102	0.0006960021306284	0.0001485754087092	2.2074652073135534e-08	4.844189658392723e-07	-0.0029532388237081	5.646101192400025e-05	8.721619549856801e-06	3.187845867482099e-09	-0.0006769739564139	3.720507103240002e-05	4.58293737662689e-07	1.3842173105259312e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2146.89680627843	-5.272442822665198	27.79865331827376	4609165.896808524	2609.5487084388733	-3.615985393523715	13.075350366176858	6809744.461714991	2364.308102871509	-1.5746321696069572	2.479466469561113	5589952.805303874	2373.810343551636	1844.1441941089856	0.8830489999999999	27.018288	0.0930855204192764	0.0416928390567966	-0.0125023613	0.0434972434	-0.0027308656	-0.0039118969	0.0123876983	-0.0130017	-0.0332533417	-0.0911762084	-0.0526919765	0.0176377294	0.0517049499	-0.040020682	0.0016538959	0.0044736841	0.0028403655	0.0390661517	-0.010889344	0.0229656126	-0.0824667178	0.0100982214	0.0167866763	-0.0199549998	-0.0597940886	-0.0385944604	0.0402861596	0.0226229078	-0.0091899847	0.0310564377	-0.0498274284	-0.0417753518	-0.0075430279	-0.035395494	0.0590557587	0.0223635754	0.0017557108	-0.0024871064	0.0155932152	-0.050266343	-0.0368162837	-0.056395156	0.0512427127	-0.0097291775	-0.024377126	-0.0222078416	-0.0228142789	0.0201783807	-0.0342623506	-0.0488760238	-0.0264976984	-0.0576460162	-0.0123712783	-0.0273520191	0.0040140203	-0.0086374102	-0.1047293489	-0.0190878108	-0.0232138305	-0.0130581786	-0.0233367414	-0.0135035914	0.0468823663	-0.0186994427	-0.0320810104	-0.0221343478	-0.0254812213	0.0043107254	0.000821245	-0.0059139179	-0.0055738501	0.0534702216	0.0183992589	0.0154807335	0.0464159599	-0.0297437976	0.0571121731	-0.0626575159	0.1095164761	-0.0303208761	-0.0037144229	-0.0170566573	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.0121026279109628	-0.0060551105414105	3.666436366870176e-05	0.0001464736023512	0.0061843966440875	0.0057488783055959	3.3049601772551184e-05	3.824676185140074e-05	-0.0601530184299647	-0.0240304050927449	0.0005774603689214	0.0036183856262356	0.0011607947214495	0.000464792590821	2.1603215248219045e-07	1.347444385345022e-06	-0.0025450592174394	0.0004081796062687	6.477326420273251e-06	1.6661059097367097e-07	-0.0009490242889146	-0.0002720503325006	9.006471009498621e-07	7.401138341374142e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2141.8302579443707	-5.066548334059462	25.66991202136071	4587436.85384605	2592.8970251083374	-16.65168333053589	277.2785577404468	6723114.982815666	2364.14608348326	-0.1620193882490639	0.0262502821686009	5589186.704049238	2373.722604370117	1828.801925141072	0.861877	26.370501	0.0378170640878168	0.0183724003511029	0.0046515537	0.0487114437	-0.0558174702	-0.0052683741	-0.0267490871	-0.0338986587	0.0094738315	-0.0498498537	-0.0227959137	0.0144415457	0.0293095117	-0.0558145286	-0.0024022794	0.0081278493	0.000217216	0.0291470167	0.0145381778	-0.061017627	-0.0857029247	-0.0009360783	0.0196355417	-0.0546071712	0.0018518121	0.0032835922	0.0099638877	-0.0423782491	0.0106854524	-0.0306367185	0.0091395186	-0.0538911826	0.019685373	-0.027474416	0.0012056727	0.1026332359	-0.0019898199	0.0023976683	0.0075410745	-0.0378066886	-0.0923137198	0.0015929703	0.0366618504	0.005685091	0.000571183	0.0537196903	-0.0065901878	0.0771510675	0.0068593851	-0.0203064828	0.0115052382	-0.0729926338	0.0359205268	-0.0096772995	0.0066100025	0.0230021697	0.0035417673	0.0276202873	-0.0343939642	-0.0294798069	-0.030038928	-0.0120954717	0.0423144218	-0.0439495141	-0.0260565442	-0.0266279746	-0.0287460828	-0.0378541938	0.0015809851	0.0076328562	0.015368741	0.0366076357	0.0040714192	-0.0719205711	0.0101933029	0.0179577874	-0.0027589036	-0.0067543677	0.0445714788	0.0210414837	-0.0669329523	-0.0340342574	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.0181571864565484	0.0060545585455855	3.66576791819236e-05	0.0003296834200178	0.0195603984702472	0.0133760018261596	0.0001789174248534	0.0003826091883148	-0.0513487923007431	0.0088042261292215	7.75143977344683e-05	0.0026366984707448	0.0011601327805956	-6.61940853899888e-07	4.381656940617129e-13	1.3459080686124789e-06	-0.0026521034494124	-0.0001070442319729	7.03365270638515e-06	1.1458467598689433e-08	-0.0010329636678247	-8.393937891010012e-05	1.0670139390458573e-06	7.045819331813361e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2140.4123524474617	-1.417905496909043	2.01045599816488	4581365.038509677	2572.677773475647	-20.21925163269043	408.8181365860546	6618670.926135613	2359.3235493494067	-4.822534133853424	23.25683547218139	5566407.610514682	2364.998090616862	1814.774640381733	0.991486	30.33609	0.2336572060316264	0.123901215402835	0.0156906875	0.0814194534	-0.0013364199	-0.0172549368	-0.0169300181	-0.0274737612	0.0233163649	0.0647792414	0.0933851492	-0.0484554104	-0.068757683	0.0171366828	-0.0035149852	0.0062900883	-0.0091948871	-0.0315819411	0.0181093095	-0.0205014539	-0.0078613573	-0.0446007375	0.0314246431	-0.0325260941	-0.0634638295	0.0097229493	0.0121462222	0.0013206094	-0.0065504246	-0.0090272456	0.0175934308	0.0314368476	0.0651923739	0.0041417112	0.0016779356	-0.0131774728	-0.0045018265	0.0098970662	-0.0001935341	0.0445175227	-0.005213857	0.0366017658	-0.0023452153	0.0358459316	-0.0091652699	0.0504987608	0.064306811	0.0921303111	-0.0565111086	-0.0166231519	0.0018420023	0.0672118676	-0.0525683034	-0.0238714164	-0.0404367316	-0.022041803	0.0339994373	-0.0614618239	-0.0211780976	-0.0638298771	-0.0586030047	-0.0369328995	0.0924969206	-0.0360724368	0.0640003691	-0.0248957036	0.023005895	0.0115712995	0.0267923003	-0.0147023517	-0.0311570131	0.0081453227	-0.0560503465	-0.0922340169	0.0041734048	0.0241561293	-0.0859543361	-0.0110586156	-0.0013302042	0.017008676	-0.0140474271	0.0158672985	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.0489706225905024	0.030813436133954	0.0009494678463812	0.0023981218769014	0.0070219445472474	-0.0125384539229998	0.0001572128267791	4.930770522461749e-05	0.0015353116692295	0.0528841039699726	0.0027967284527068	2.357181921672274e-06	0.0033316679000527	0.0021715351194571	4.715564775035562e-06	1.1100010996241566e-05	-0.0030500292436994	-0.000397925794287	9.302678387421536e-06	1.5834493775894005e-07	-0.0012119269941746	-0.0001789633263498	1.4687670392090808e-06	3.2027872178220774e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2144.220516814444	3.80816436698251	14.5021158459553	4597681.624728002	2571.512216091156	-1.1655573844909668	1.3585240165414234	6612675.077506049	2354.4967594075115	-4.826789941895186	23.29790114318053	5543654.990060473	2362.705879656474	1798.143520492371	1.059152	32.406429	0.2551352926974195	0.1206883132277435	0.0161143095	-0.00115297	0.0346910946	-0.0815098581	0.0441758349	-0.0239355908	-0.0097156122	0.0849430284	0.0012954023	0.0084407292	0.0756271848	0.0021189711	-0.0148605747	-0.0023823024	-0.0328328961	-0.0318675255	-0.0001011461	0.0067733426	0.0775436772	-0.0232603958	0.0272967181	0.0066385178	0.0040776578	-0.0045076389	0.0958884121	0.006957032	-0.0299834358	-0.0176323075	-0.0057914444	-0.0026560171	0.0121195067	0.0355175778	-0.0353981241	0.0069050428	-0.0153011427	-0.0054745032	0.014150689	0.0519875432	0.0475427883	0.0235353666	-0.0504573414	-0.0034617385	-0.0636392265	-0.0076551032	-0.0630238133	-0.0197112537	-0.0356840311	0.0394673596	-0.0572098669	-0.0390868485	-0.0441726296	-0.0683602972	-0.0149789567	-0.0352796661	0.0447315957	0.0045098151	0.0136646916	-0.0200811657	-0.0162956849	-0.0126968547	0.0364997868	0.0081277235	0.0840016298	-0.0261539147	0.0105643229	0.0177342845	0.0571568267	-0.0669627339	-0.0333712346	0.0235770375	-0.0484276606	0.0431933048	0.0190110903	0.0088197053	0.0063705545	-0.0079477178	0.0195226069	-0.0108025899	0.0247792946	-0.0141896627	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0134563941400926	-0.0355142284504098	0.0012612604224278	0.0001810745432535	-0.0129935180171969	-0.0200154625644442	0.0004006187416686	0.0001688315104632	0.0512566257551299	0.0497213140859004	0.0024722090744287	0.0026272416838014	0.0020841359973588	-0.0012475319026938	1.5563358482390618e-06	4.343622855486761e-06	-0.0017011833963878	0.0013488458473116	2.8940249481455305e-06	1.819385119809749e-06	-0.0016132349961024	-0.0004013080019278	2.6025271526495107e-06	1.610481124112832e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
