global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
863.3911216984085	n/a	745444.229027636	n/a	1012.8567041199784	n/a	n/a	1025878.7030807856	822.9736252140773	n/a	677285.5877980005	n/a	846.680163860321	771.5982717041801	n/a	n/a	n/a	n/a	-0.0576420814	0.0301849389	-0.1247562297	0.0355701111	-0.2067093665	0.0825663228	-0.0364755589	0.1610063672	-0.2852362028	0.1411365855	-0.5467352269	0.1393565259	-0.0463596837	0.1509447461	-0.0256588227	0.0219453365	-0.1203574768	0.0290092405	-0.1340815796	0.1879740618	-0.0055855373	-0.0703214955	0.0315583908	-0.0147574084	0.0252476636	-0.0587101053	0.0163517423	-0.0214719578	0.0864014704	-0.2556563007	0.047951008	-0.0215019652	-0.0205069136	0.0594285856	-0.0658899778	-0.1223450174	0.0269195531	-0.0694997663	0.169668757	-0.1763185806	0.0566678929	-0.0337800493	-0.0889101131	0.0783573838	-0.0278014076	0.1485068148	-0.2939999902	0.2127604754	-0.0876891829	0.0386298462	-0.029756831	0.1356217744	-0.1495109439	0.132452099	-0.0428223508	0.0051680303	-0.1986668872	0.1617607112	-0.0703558682	0.1379149771	-0.1409309544	-0.1432207518	0.1262804462	-0.0864460741	0.0258293621	-0.0221068151	0.1246401279	-0.2500073863	0.1009007822	-0.0059060529	0.0447558293	-0.0411390999	0.1739990779	-0.0203495055	0.1271400635	0.1561451084	0.1560591586	-0.0282277179027516	n/a	0.0007968040579973	n/a	0.0214739548329276	n/a	n/a	0.0004611307361666	-0.0992414278835127	n/a	n/a	0.0098488610083584	0.0015349567455214	n/a	n/a	2.356092210621648e-06	0.0016561230711769	n/a	2.742743626884408e-06	n/a	-0.0011492734727889	n/a	1.3208295152562583e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.805291069435	-1.58583062897344	742708.3597152736	2.5148587837902965	998.2972566012678	-14.559447518710613	211.97751205008865	996597.4125376176	823.0453838921368	0.0717586780594956	677403.7039461548	0.0051493078768463	845.7788164377213	763.2353624607589	1.040594	14.336119	0.06025092433361	0.0354080825993766	-0.0562014532	-0.009677956	-0.0341313924	-0.0023773944	-0.2258614529	0.077601558	-0.0526419656	0.060895726	-0.1311291859	-0.0340457293	-0.0489473438	0.2140591779	-0.0358813205	-0.0713113611	-0.0509796368	-0.0078376641	-0.1135117839	0.062844232	-0.1605412301	0.2025256029	0.0450842504	-0.1492319921	-0.0104315577	-0.2119362776	0.0372609443	-0.0598062902	0.0937601435	-0.0791692884	0.0216899739	-0.1278606055	0.0263225244	0.0626411456	0.1027810286	0.0860451407	-0.0720006383	-0.0684161614	0.0065710061	-0.0817442361	0.1042984772	-0.1852789468	-0.0425905709	-0.1077775303	-0.0012670041	0.192132609	0.0147190912	0.1204425676	-0.1079271	0.0507731515	-0.0487679722	0.0226296853	0.06270932	0.1279991075	-0.1777429675	0.0511168838	-0.0579565935	0.0150779018	-0.174715893	0.2242418122	-0.0499687351	0.1362032272	-0.2475972526	-0.0818694785	0.0409083282	-0.0538699926	-0.034879949	0.0831652517	0.1373258266	-0.1107473333	0.0619173112	-0.0554298281	0.0327985947	-0.0356183547	0.115039754	-0.0348111348	0.0857216396	0.155915944	0.1551433414	-0.0283410988512002	-0.0001133809484486	0.0008032178840935	1.2855239471104236e-08	0.049777364177018	0.0283034093440904	0.0008010829804991	0.0024777859844114	-0.0828288949960267	0.0164125328874859	0.0002693712357828	0.0068606258462628	0.001842454693629	0.0003074979481076	9.455498809038434e-08	3.394639298075533e-06	0.0016559424963971	-1.8057477980015958e-07	2.7421455513738597e-06	3.2607251099876104e-14	-0.0011500269729732	-7.535001843000499e-07	1.3225620385659012e-06	5.677625277402091e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.0163660557838	-1.7889250136512374	739628.1498837959	3.20025270446708	996.8188694921032	-1.4783871091646006	2.185628444544065	993647.8585755146	822.6412623589997	-0.4041215331370722	676738.6465356086	0.1633142135450577	845.6899025440216	756.030133508026	1.104725	15.219641	0.0801808782281123	0.0424242170298597	-0.0472810378	0.0369177869	0.1337723089	-0.0038220643	-0.0366151623	0.0335980453	-0.0339695182	0.061398963	-0.0553800394	-0.0859450629	0.0346722149	0.1303617809	0.0842015261	-0.0451697665	-0.0578233372	-0.0531179371	0.0280845569	0.17770409	0.0006020369	0.0024182939	0.0330954401	-0.1373789985	-0.0302275844	-0.1470140896	0.0361551727	0.03953669	0.1258575248	-0.0977009081	-0.1164252291	-0.0144002082	0.1545733273	-0.0072628269	-0.0995158765	0.1648340488	-0.0672433256	-0.1054188807	-0.0638837228	0.0193075523	-0.0774272101	-0.1040772677	-0.0471167326	-0.126477021	0.0387397764	0.0411068825	0.0869493624	0.0714459355	0.0808076152	0.0258605303	-0.0653748313	-0.0538337326	0.010902331	0.074581075	-0.0845694776	-0.0788086581	-0.0885602687	-0.0252621491	-0.0214344363	0.2088497967	0.0728297304	0.0588515823	-0.1629960159	-0.1035994225	-0.0228328633	0.0269717117	-0.1692698849	0.0758682952	0.0711242376	-0.0484865391	0.1347892986	0.0433688161	-0.0516245674	-0.0218192749	-0.0312982545	-0.0022242046	-0.0446305428	0.1554579513	0.1533170814	-0.0187833843192493	0.0095577145319508	0.0003528155264846	9.13499070742654e-05	0.0333681988718694	-0.0164091653051486	0.0002692607060116	0.0011134366959526	-0.0552966587865739	0.0275322362094528	0.0007580240306931	0.0030577204729587	0.001728712064669	-0.0001137426289599	1.2937385642732226e-08	2.988445402532157e-06	0.0012370065339661	-0.0004189359624309	1.530185165074824e-06	1.7550734061798822e-07	-0.001149070320733	9.566522402000913e-07	1.3203626019894394e-06	9.151835086798529e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.9466596745539	-2.0697063812299348	736072.4708467248	4.2836845045039125	998.4697933854728	1.6509238933696224	2.7255497016987125	996941.9283032288	823.3187981839109	0.6775358249111605	677853.8434429994	0.4590547940380467	846.2842113256454	750.6601274619148	1.094968	15.085221	0.1092750583539499	0.0577838978722307	0.0101656066	0.1338876559	0.0864802637	0.0029096271	0.1817336875	-0.0216957227	-0.0218721716	0.1664158904	0.0968777893	-0.053618517	0.1064278816	0.0140195112	0.0024528322	0.2043047614	0.0022411274	2.39041e-05	-0.0331608921	0.079971382	0.1080918997	-0.1704442883	0.0817013077	-0.0471971852	-0.0734769896	-0.0607154489	0.1413801139	-0.1271557224	0.0253453405	-0.1875263614	0.072449804	0.1813253104	0.0363007567	-0.0006661826	-0.0321375132	0.0478503567	0.0042689867	-0.1202221639	0.0401454739	0.0229797918	-0.1500112241	0.1200627319	-0.0450623474	-0.0468350244	-0.0603033478	0.045146357	0.0438309063	-0.0823334292	0.0279542633	0.0922968081	0.0883180583	-0.079563913	0.1470088905	0.0197573029	-0.0004641755	-0.1024004628	-0.0490742738	-0.0838660858	0.1535964128	0.1069449024	0.0233452141	0.0865436957	-0.0096354774	-0.0147138275	0.0122948302	0.0173685831	-0.0936725277	0.1578808513	0.0386018196	0.0010978809	-0.0241975521	0.0967822006	0.0146442655	0.0733998273	-0.042072056	-0.0339266928	0.039527894	0.1547718027	0.1505910958	-0.0176318091473604	0.0011515751718889	0.0003108806938089	1.3261253765109517e-06	0.0499883619286123	0.0166201630567429	0.0002762298200327	0.0024988363283059	-0.0288122189533908	0.0264844398331831	0.0007014255532774	0.0008301439610181	0.0015331923945469	-0.0001955196701221	3.822794140465483e-08	2.350678918696457e-06	0.0004568678121987	-0.0007801387217674	2.0872819782322665e-07	6.086164252008727e-07	-0.0008243511067798	0.0003247192139531	6.795547472490812e-07	1.05442567910384e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.7008273986129	-0.2458322759409839	735650.7093202651	0.060433507894324	998.4045717962856	-0.0652215891872174	0.0042538556961061	996811.6889837245	822.7695519804794	-0.549246203431494	676949.7356661587	0.3016713919839101	845.552300620079	744.5078732162426	1.071209	14.757891	0.0824735663168803	0.0435275918155881	0.0774188975	0.0624246668	-0.0410626258	0.0561160369	0.2012371627	-0.0073925454	-0.0223293894	0.058388453	0.083801102	-0.0643148239	0.1050588167	-0.140182175	0.007018907	0.1599084115	0.0152250607	-0.0043896608	-0.0031786784	0.0115095568	0.0469395616	-0.1458527955	-0.1176827788	0.0163201671	0.0045527137	0.0509947338	-0.0125591946	0.0483527235	-0.0590817509	0.0245470372	0.0211947255	0.1736051251	-0.0738223738	-0.0376980297	0.2839200785	0.0828670366	0.0239457723	-0.0344746907	0.0028267426	0.0185559093	-0.0596943911	0.1458264348	0.0522414376	-0.0008362356	-0.0147721561	-0.0260899559	0.0020757023	-0.2592571679	-0.0315716491	0.0376860956	0.0720739711	-0.0233188486	-0.0721673976	0.0073981335	0.0179675262	-0.0924198543	-0.0308472404	-0.0725509395	0.1053710677	0.0315520618	-0.1086362495	0.0865568178	0.0587694789	0.0286973777	0.1474097191	0.0006924062	-0.0919626505	0.1304442396	0.00315084	0.0731445528	-0.1328046221	0.1072129693	0.0868061944	0.0189531002	-0.0292106903	-0.0385125648	0.0325524296	0.1538585052	0.1469813818	-0.0083013526049313	0.0093304565424291	6.891245507139966e-05	8.7057419290158e-05	0.0124764119841955	-0.0375119499444168	0.0014071463886324	0.0001556608559993	-0.0476095522638502	-0.0187973333104593	0.0003533397395845	0.0022666694667642	0.0015330865010012	-1.0589354569991509e-07	1.1213443020900002e-14	2.3503542195521025e-06	0.0002429621795083	-0.0002139056326904	5.90306206714234e-08	4.5755619696680335e-08	-0.0007016861026244	0.0001226650041554	4.9236338661622e-07	1.5046703244444322e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
858.4455921038474	0.7447647052345019	736928.8346025251	0.5546744661630345	999.2495475637502	0.8449757674645753	0.7139840476023479	998499.6583063594	822.985678129493	0.2161261490135757	677305.4264062614	0.0467105122874383	845.3188269615173	743.6988164711612	0.873917	12.039838	0.0688108123685897	0.0389511919899827	0.0505381057	0.0770280235	-0.0493396757	0.0640169591	0.1346629289	0.0479015805	0.0532163286	0.0109063134	0.0608818893	0.0081675681	0.0713204723	-0.167672845	0.0743779272	0.0053347325	0.02249293	0.0317133438	-0.0575307798	-0.0224640337	0.0165194111	-0.1310833604	-0.1085904395	-0.0197075782	-0.0267062713	-0.0268960593	0.1269020892	0.0570975368	0.1947615602	-0.0266590049	0.058796399	0.0645625476	-0.1264921831	-0.0717278013	-0.06745854	0.1303243114	0.0427817293	-0.0190297407	0.0566210243	0.02094663	0.0092079412	0.1763235128	0.0778557622	-0.041189825	-0.0293667121	0.0350898085	0.0464468917	-0.0222014326	0.0415510096	0.1222617358	0.0979954772	-0.0767140399	-0.0880579624	-0.0218305144	0.0058893305	-0.0494081704	-0.0105262683	-0.1103625802	0.0624898104	0.0300455756	-0.0986593592	0.0846194727	0.0180070471	-0.0050197235	0.0656712825	-0.0184641601	-0.1633394746	0.1104470753	-0.0434811448	0.0346552884	-0.0483656903	0.0535153924	-0.1403293631	-0.0373339123	0.0447112879	0.0222484933	-0.109318773	0.152719399	0.1425091225	-0.0174265008403722	-0.0091251482354409	0.0003036829315394	8.326833031877018e-05	0.0403869570107104	0.0279105450265149	0.0007789985236771	0.0016311062965849	-0.0475855015545363	2.4050709313896967e-05	5.784366185015702e-10	0.0022643799581967	0.0010460998300306	-0.0004869866709706	2.371560177030275e-07	1.0943248543900502e-06	0.0002430557621266	9.358261829998657e-08	5.907610350294237e-08	8.757706447880978e-15	-0.0008496272169819	-0.0001479411143575	7.218664078364086e-07	2.188657331733892e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.8664370903588	-0.5791550134886165	735934.8238861065	0.3354205296489996	997.874059677124	-1.3754878866261606	1.8919669262553016	995752.6389765044	822.2409999160869	-0.7446782134060186	676080.2619430064	0.5545456415215798	845.0331679821014	750.0638639259952	1.059866	14.60163	0.0303634126395562	0.0147767290309896	0.082370701	0.0666157433	-0.0940217576	-0.0822753576	0.0754105826	-0.0822178318	-0.0173487193	0.0230389166	0.1395365332	0.2306754892	0.0435124458	-0.0527961254	-0.0739569156	-0.1027300569	-0.0567287136	0.0889325492	0.0250908444	-0.0431471529	-0.0996836092	-0.1457613508	-0.1463989231	-0.039593787	0.0465285523	0.0810202483	-0.0149486028	-0.0035198152	0.0666284357	0.0419341105	0.0237013869	0.0025740514	-0.026139778	-0.0130786495	0.1011774815	0.1436295518	-0.0427532501	0.0471233687	0.0998841845	0.1307456737	0.0903545555	0.1200777977	0.0084738721	-0.1082428203	0.0255692542	0.0330782235	-0.0363503916	0.0548317552	-0.0259210161	-0.0251358167	0.0580510225	-0.092841498	-0.1041275064	0.0152664521	0.0299231343	-0.0561898983	0.0606632278	-0.0259749722	0.069442723	-0.0655715894	-0.0938213514	0.1515804513	0.0451501678	-0.0779299123	0.0351298111	0.0787927125	-0.0573107695	-0.0350575776	0.0155231242	0.0213648121	0.0231709778	0.0219827964	-0.1125133006	-0.0103719934	-0.0511291511	0.0359931682	-0.0772069137	0.1513561561	0.1372005631	-0.00836352473776	0.0090629761026122	6.994854603912346e-05	8.213753583651982e-05	0.0310614046112931	-0.0093255523994172	8.696592755427773e-05	0.0009648108564264	-0.0449371854863045	0.0026483160682318	7.01357799725474e-06	0.0020193506394305	0.0011200577583502	7.395792831959994e-05	5.469775161327083e-09	1.254529382040475e-06	0.0001410302436664	-0.0001020255184602	1.9889529628604157e-08	1.0409206417072613e-08	-0.0008390793023758	1.0547914606100022e-05	7.040540756754592e-07	1.1125850253757818e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.1127177066061	-0.7537193837526956	734642.2108544041	0.5680929094445433	993.8194781336292	-4.054581543494805	16.43963149284872	987677.1551177992	822.0957892679878	-0.1452106480991233	675841.4867321558	0.0210861323213674	844.387570977211	750.2627748201131	1.167778	16.088308	0.0745140364412931	0.0364223627564131	0.1249372451	-0.0063016834	-0.1258883887	0.0841552036	-0.0881260872	-0.0333114725	-0.1312104364	-0.0980170933	0.036408385	0.0583623388	0.0391435499	-0.0007349348	0.0966103067	0.0358839223	-0.0727834797	-0.0606372132	-0.0479370132	0.1076757191	-0.1424445153	0.0915224803	-0.1512248794	-0.0402670474	-0.1647852127	-0.0058864408	0.0802118237	-0.115259205	0.0985646461	0.1490518555	0.1489860804	0.0780843464	-0.0169231681	0.0317842265	0.0476027508	0.1008446936	-0.0886109555	-0.0334910717	-0.0905998603	0.0299341147	0.1287433129	-0.033926046	0.1611429058	-0.0612554943	0.1026132936	0.1747345536	-0.0936787651	-0.1426945057	0.0098297243	0.0694960487	0.0445107206	0.0102785503	0.0538500676	0.0404090537	0.0442504007	-0.0675777272	0.0384552684	-0.0517899375	-0.0384392115	-0.0074990674	-0.1855726601	0.1252438071	0.0829675784	0.0345683457	-0.1683932686	0.0374187721	-0.0187225493	0.0310110833	0.1073131566	0.1672681672	-0.0598051639	-0.0419071452	0.0599863393	-0.01055242	-0.0971589405	-0.0520729094	-0.0823456412	0.1497707771	0.1310868562	-0.0084018056830927	-3.828094533270092e-05	7.05903387364488e-05	1.4654307755652363e-09	0.0395570190489849	0.0084956144376917	7.217546467391732e-05	0.0015647577560417	-0.0281057955515109	0.0168313899347936	0.000283295687137	0.0007899357435833	0.0016250582399094	0.0005050004815592	2.55025486375024e-07	2.640814283097437e-06	0.0002436237072276	0.0001025934635612	5.935251072331936e-08	1.0525418765483273e-08	-0.0004636982250267	0.0003753810773491	2.150160438929121e-07	1.4091095323177106e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.9861554390393	0.8734377324332172	736140.2429250632	0.7628934724380804	992.0968247117668	-1.7226534218624463	2.9675348118543963	984256.10960317	822.4595835767032	0.3637943087153417	676439.766617164	0.1323462990536733	844.1393257856369	732.7293015139662	1.207952	16.641787	0.0713101563601583	0.0395712747740821	0.1178429983	-0.153517436	0.0656684054	0.0589085047	-0.0327089532	0.2168847118	-0.1274922623	-0.1219607645	-0.1756850301	-0.1014194724	0.1380597801	-0.109883625	0.0514073524	-0.0457248788	-0.0269317171	-0.2315488682	-0.0397418169	0.0160899788	-0.0973654221	0.0425760916	0.1149712638	0.1239956013	0.0297593137	-0.0188023821	0.125088712	0.0512807696	-0.1420117763	0.2348992508	0.0109404362	-0.0271596134	-0.0266932781	0.0905632963	0.0023392528	0.0401624466	-0.0709198349	0.0088501886	-0.188849521	-0.1974540878	0.0968377148	0.0008151256	-0.0249712569	0.0609986706	-0.0935157531	0.0342498631	0.0167151822	-0.1006450885	0.1415224407	0.0623538702	-0.089762989	-0.0152349155	-0.1439470994	0.1234234201	0.0069816056	0.0082512067	0.0031542628	0.1063746927	-0.1263536918	0.0357076338	-0.1156799521	-0.1160123927	0.0733529264	0.1764814395	-0.0447845405	0.1257628475	-0.0866083423	0.0189764812	0.1422891431	0.172871881	-0.0498777776	-0.0909272038	-0.0334350858	-0.2482731779	-0.1239580101	0.0351241608	-0.2199363088	0.1479655889	0.1242038795	-0.0082540888397204	0.0001477168433722	6.812998257399687e-05	2.1820265815876592e-08	0.0152775320035658	-0.024279487045419	0.0005894934911886	0.0002334029841199	-0.0447525633724978	-0.0166467678209869	0.0002771148788858	0.0020027919284094	0.0016114244306704	-1.363380923900012e-05	1.8588075436544503e-10	2.5966886957614227e-06	-0.0003039090817662	-0.0005475327889938	9.236072997997483e-08	2.997921550233291e-07	-0.0005072553198015	-4.3557094774800045e-05	2.573079594669221e-07	1.897220505220913e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.441012827418	3.454857388378741	742080.6185811278	11.936039574035176	996.5850955700053	4.488270858238479	20.144575296912777	993181.8527122764	823.5695311839268	1.109947607223603	678266.7726945129	1.2319836907814017	845.3884353399277	751.9565633669544	1.379882	19.010447	0.1301956391074463	0.0928091584881933	0.0046907735	-0.198121729	-0.0888454521	-0.1210672118	0.043929433	-0.0018888294	0.0148851172	-0.1234980541	0.0163767199	0.0784025196	-0.0004284716	-0.0153034995	-0.1842652229	-0.192959352	-0.0088945974	0.0296863197	0.1175015265	-0.2111299999	-0.1127238413	0.0036680736	0.0877387283	-0.0464693984	0.1399183759	-0.016983851	0.0369821168	-0.0549755017	0.0973814203	0.1467402417	-0.113891859	-0.0976284678	-0.0116102552	-0.1443143987	0.0106121231	-0.1002333974	0.0087087877	0.20756988	0.0134808763	0.0098950008	0.0720457792	-0.0144151156	-0.1426984975	-0.0454572335	-0.116104941	-0.0702073537	0.0841504405	0.1029225143	0.0236706302	-0.0563535849	-0.0267369692	0.1187622421	-0.1829540955	-0.0429572033	-0.0133606057	-0.0068028573	0.1366086985	0.1417486653	0.0623979077	-0.0992847791	-0.008795512	-0.0911774316	-0.0158021213	-0.0405977956	0.1274659111	0.156032267	-0.0479482287	-0.1881957005	-0.0013847668	0.1516939968	-0.0281950786	-0.1848977235	-0.1138152914	0.0691029876	-0.0233432773	0.0265993056	-0.2392104389	0.1459432408	0.1165920251	-0.0084460945018207	-0.0001920056621003	7.133651233368587e-05	3.6866174278574674e-08	0.0548331031885851	0.0395555711850193	0.0015646432117731	0.00300666920529	-0.0448909770959886	-0.0001384137234907	1.9158358850587352e-08	0.0020151998246325	-2.610225859261825e-05	-0.001637526689263	2.6814936580487016e-06	6.813279036359132e-10	-0.0003029911465604	9.179352057999724e-07	9.18036348939858e-08	8.426050420470378e-13	-0.0006750036660694	-0.0001677483462679	4.556299492071301e-07	2.813950767561528e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
