global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
820.0363665828031	n/a	n/a	672459.6425183255	870.4626707540976	n/a	757705.2611763566	n/a	766.3003046049489	n/a	n/a	587216.1568376374	768.6867646206989	606.2234461433009	n/a	n/a	n/a	n/a	-0.1891436249	0.0074110072	0.1259509323	-0.1547158557	0.0304160685	-0.14322725	0.2987016127	-0.2616608046	-0.1474059249	0.0167743498	-0.1369748676	0.1951368238	-0.0968968571	0.1132579744	-0.1091095588	0.0034306817	-0.1313821293	0.1154073266	-0.2414757368	0.1613752503	-0.088948298	0.1062270154	-0.0774466894	0.0282876983	-0.1064123427	0.122753606	-0.0865951202	0.0813329147	-0.2854354517	0.0095699607	-0.0059367321	0.2715159626	-0.0227201924	0.1638138159	-0.1348396243	0.0179570177	-0.0073421064	0.0818906961	-0.0976797923	-0.0514051581	0.1380852849	-0.2768961468	0.0074765802	-0.0148400414	0.1830977817	-0.0845114158	0.1796459141	-0.1349156392	0.0292434665	0.0490313876	-0.029096067	0.0062459316	-0.2012608779	0.0175176491	-0.0196225152	0.0726326014	-0.0494940532	0.1041757132	-0.000811586	0.1440859952	-0.009605232	-0.1077707467	0.1561451084	0.1560591586	-0.0411519486329012	n/a	0.0016934828762849	n/a	-0.092272682577871	n/a	n/a	0.0085142479501165	0.1426915718274983	n/a	0.0203608846706021	n/a	-0.0011799858042254	n/a	1.392366498173464e-06	n/a	0.0006696448686152	n/a	4.484242500626685e-07	n/a	0.0014513988030941	n/a	2.106558485622986e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.0747680923918	0.0384015095886525	0.0014746759386873	672522.6252617901	864.3782119338576	-6.084458820240002	747149.6932659729	37.02063913519636	767.9588099052008	1.6585053002519317	2.75063983096375	589760.7337110124	770.5944841300435	630.6833267902073	1.270761	23.636076	0.1626089742708486	0.081016030503025	-0.1363494582	0.0025138103	-0.0535538835	-0.1015761231	-0.010239924	0.1793432427	0.077506795	-0.0538360221	-0.0781059714	0.0391738448	-0.1489800242	0.0629603589	0.0456355281	0.0645340365	-0.1026294232	-0.0942963807	0.0068317145	0.2613625185	0.065383111	-0.0285663637	0.0613516115	0.1970524085	0.0581469457	0.1108678402	-0.0741149555	0.0560948469	-0.0945794565	0.1042962067	-0.0795061762	0.1155224326	-0.0525343413	0.1862709214	0.0164357298	-0.0347403612	0.1364235768	-0.2074181155	-0.0660627212	-0.0308742857	-0.0894741096	-0.0262063223	0.0471799948	-0.2168194793	0.045436154	-0.1032283384	0.0074156022	-0.2076746371	0.0669309137	0.0386039032	0.0304789062	0.0087751585	-0.0212084631	0.0761028077	-0.1539914586	-0.0242816439	-0.0531446842	-0.0072175585	-0.0163187525	0.0042551339	-0.0027756894	0.1093755381	-0.0002294292	0.1140218173	0.155915944	0.1551433414	-0.0410457351665769	0.0001062134663242	0.0016847523753647	1.1281300428623096e-08	-0.1503553241870179	-0.0580826416091469	0.0033735932562966	0.0226067235113832	0.1073546567070309	-0.0353369151204674	0.0115250223166844	0.0012486975702311	-0.0006596230266031	0.0005203627776223	4.351025372250339e-07	2.707774203347953e-07	0.0002416641198283	-0.0004279807487869	5.840154681238695e-08	1.831675213321956e-07	0.0010180782480051	-0.000433320555089	1.0364833190611336e-06	1.877667034626391e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.588301433679	0.5135333412872569	0.2637164926136542	673365.1604498104	869.4408589955923	5.062647061734651	755927.4072909934	25.6303952716905	766.1526875667435	-1.806122338457385	3.2620779014747727	586989.940665744	769.8207143275262	633.6393179328818	1.00748	18.739063	0.0917001855989839	0.0618227148894517	-0.110767761	-0.0100370798	0.0662403143	-0.0905655161	0.0006497904	-0.0336977586	-0.176954377	-0.1063895579	-0.1295871788	-0.0136303079	-0.1664951807	-0.0361441403	-0.1436168631	-0.0533295999	0.1083110954	0.045202906	0.0549129202	0.1524218761	-0.0650603306	-0.0220527367	0.0371186941	0.1407207909	0.0494556028	-0.0750782233	-0.0859970004	0.0957837901	-0.2065987691	-0.0500770265	-0.0383218522	-0.0574619832	0.0942033586	-0.0244355993	-0.1104805572	0.0927583789	0.1602790259	-0.051185306	-0.0930453963	0.0683668963	-0.0778923295	-0.0039075534	0.0606785435	-0.1677109749	0.0154710635	-0.0445306068	-0.011225587	-0.1571806619	0.024003502	-0.0432291174	0.0886156495	-0.0216837662	0.0360097628	0.0654453905	-0.0470390794	-0.1004087494	0.0004103036	-0.0684468049	-0.0804371687	-0.0956990399	0.0167834027	-0.0267024173	0.015125258	-0.0893222134	0.1554579513	0.1533170814	-0.0410165292817055	2.9205884871395804e-05	0.001682355674317	8.529837111212262e-10	-0.094706791216538	0.0556485329704799	0.0030967592217665	0.0089693763025329	0.0833818585250583	-0.0239727981819725	0.0069525343310928	0.0005746950526735	-0.0005887097573017	7.09132693014e-05	3.465791783422265e-07	5.02869176301288e-09	0.0004117006839143	0.000170036564086	1.694974531355024e-07	2.8912433126172387e-08	0.0010181213858509	4.3137845800013744e-08	1.036571156326957e-06	1.8608737402657632e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
822.21077971364	1.6224782799610011	2.632435768945209	676030.5662773119	872.5538362245302	3.1129772289378934	761350.1971101443	9.690627227885846	767.0800993482558	0.9274117815123192	0.8600926124878534	588411.87881613	770.7274694100159	646.6271886700079	1.129092	21.001041	0.1410449865867185	0.0836621067300915	-0.0680691385	-0.0282307427	-0.0037075807	-0.0429491919	-0.0078431921	-0.0705217226	-0.0865774056	0.0451026803	-0.1219110616	0.0543251692	0.0256073473	0.0774170719	0.1449758782	-0.0661244222	-0.0819481097	0.0815892438	-0.0715162176	0.2280333493	-0.0005626315	-0.0257177061	-0.1263951943	-0.007441747	0.0952504544	-0.0790832127	-0.0875066246	0.0839831462	0.1066316476	0.1437822074	0.0334228369	-0.0387880564	0.1152738795	0.1456309831	0.0448012432	-0.0372039778	0.1555827715	-0.0822271043	-0.0395794869	0.0431095344	-0.0826299692	-0.0319219975	0.0386099805	-0.0878892884	0.0603801874	-0.03274148	-0.0834778451	-0.0532591459	0.1261243425	-0.0830408573	-0.1690153808	0.1123214841	0.12934057	0.023537953	-0.0928766408	0.1223833935	-0.0016478385	-0.0592744538	-0.001467217	-0.0685221449	-0.0641373884	0.0641921683	0.0045616832	0.0498050134	0.1547718027	0.1505910958	-0.0409928521966378	2.3677085067702608e-05	0.0016804139312153	5.606043573032258e-10	-0.0239458024280878	0.0707609887884501	0.0050071175343191	0.000573401453925	0.0449978967657926	-0.0383839617592657	0.0020248107133449	0.0014733285203367	-0.0004427745263747	0.0001459352309269	1.9604928120633992e-07	2.12970916257168e-08	0.0006858229772659	0.0002741222933516	4.7035315614586324e-07	7.514303171234066e-08	0.0008006517310508	-0.0002174696548	6.410431944346425e-07	4.7293050758874646e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
819.7681568319061	-2.4426228817338824	5.966406542369936	672019.8309555807	866.4430788194811	-6.110757405049071	750723.6088341816	37.341356063362056	766.5552873863019	-0.5248119619539011	0.2754275954099029	587607.0086198959	769.1572254152227	642.7225226101123	1.079075	20.070723	0.1382693027399715	0.0736239187436107	-0.0840691551	-0.0083697099	-0.1430129133	-0.1012860712	-0.0267225888	0.0421018849	0.0705618951	0.1227469779	-0.1349400741	0.0234716126	-0.0049924373	-0.0489600821	0.0575864878	0.111350569	0.0145310255	-0.1315367376	0.0744903252	-0.0429013276	0.0455864275	-0.1719030043	0.0960453964	0.1603308089	-0.0478001882	0.1303666719	-0.0732895617	0.1230960936	0.0029041817	-0.0127105245	0.0329249123	0.1505409651	-0.1215796949	0.0178530314	-0.021593704	-0.0616626692	0.0544725826	-0.0846736241	0.0576479488	-0.1028988837	-0.0709692852	0.0118899782	-0.0675710586	-0.0882717038	-0.0083966982	-0.0116659176	-0.046079957	-0.1708927125	-0.0357305702	0.084220318	-0.0147405582	-0.0226341785	-0.0964735892	0.0653576156	-0.0522165576	-0.0781761337	-0.0602222496	-0.0544946399	-0.0127479435	-0.1116084394	-0.0512814155	0.0250546451	0.0269030679	0.1114745777	0.1538585052	0.1469813818	-0.0267111974309699	0.0142816547656678	0.0007134880681962	0.0002039656628457	-0.0870902904852073	-0.0631444880571195	0.0039872263719957	0.0075847186967977	0.0515380210770217	0.006540124311229	0.0026561676165355	4.27732260063299e-05	0.0002012657631462	0.0006440402895209	4.0507907414822284e-08	4.147878945261647e-07	0.0004611022402627	-0.0002247207370032	2.1261527597528074e-07	5.04994096392614e-08	0.0010179514166458	0.0002172996855949	1.036225086651191e-06	4.7219153359685824e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
819.8079051642322	0.0397483323260985	0.0015799299227059	672085.0013697668	867.7559470511771	1.3128682316960294	753000.3836426854	1.7236229937966592	766.9805188807939	0.4252314944919817	0.1808218239078843	588259.1163426518	770.5356533270432	631.3866663732027	0.953055	17.726755	0.060424791264436	0.0320253254719693	-0.1214634601	-0.0058487606	0.0551247882	-0.1067877483	-0.0068700003	-0.0315271778	-0.1174170355	-0.0253035882	-0.103500348	0.0297697741	-0.0014057737	-0.1025978759	-0.0044190233	-0.0517192435	0.0897834911	0.1430313662	-0.1026070913	5.50908e-05	0.0095581484	-0.0658927557	-0.0069527172	0.0700839608	0.0104806861	0.1003339122	-0.0907309744	0.074378354	-0.013127832	-0.0200194629	0.1099585088	-0.0600488362	0.1065409492	0.0011149811	-0.0905771126	-0.0092392887	0.0730862228	0.0890420184	-0.0550951426	-0.0463745713	-0.0784212866	0.0024196657	-0.093292697	-0.0733227339	0.0241834636	-0.0289359572	-0.0767612111	-0.0619980873	0.0342342919	-0.0763338965	-0.0367801832	0.0364667718	0.1415319433	0.037886587	-0.0313548054	-0.0133328128	-0.0008191251	-0.1044912373	-0.0443190171	-0.0895009634	-0.0243486572	-0.032014517	-0.0363716789	-0.0257123178	0.152719399	0.1425091225	-0.0223903046372129	0.004320892793757	0.0005013257417471	1.867011453514118e-05	-0.0641317566712871	0.0229585338139202	0.0005270942748849	0.0041128822137451	0.0449258989770129	-0.0066121221000087	0.0020183363988927	4.3720158665424754e-05	0.0005061508807594	0.0003048851176132	2.561887140935164e-07	9.29549349420148e-08	0.0006867581776295	0.0002256559373667	4.716367945409918e-07	5.0920602068889145e-08	0.0010178276204908	-1.2379615499987645e-07	1.035973065033964e-06	1.5325487992753436e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.8414691956858	1.0335640314535794	1.0682546071145758	673780.7175513321	867.6327419796505	-0.1232050715266268	752786.5749551269	0.0151794896498812	766.8913176831581	-0.0892011976357025	0.0079568536596436	588122.2931378105	768.9992117439596	633.112074243395	0.939894	17.481958	0.0705064326853976	0.0373975078108664	-0.1010453272	-0.0164083044	-0.0666494749	-0.0886771322	0.0265828783	0.0676741906	0.0941121075	0.0462442174	-0.0986355355	0.0498834104	0.0647843554	0.0224486503	0.0501217569	0.0144400748	0.0762614111	-0.0961936597	-0.0298723433	-0.0510625854	0.0837843002	0.0214513316	0.0260163682	0.1038883897	0.0417814247	-0.0298500026	-0.0849979588	0.0682903261	0.085930539	0.0198025794	0.0042751539	0.0419944858	-0.0937611799	0.0083871669	-0.0466709288	-0.0082467209	-0.02082194	0.0652603257	-0.1295768313	-0.033989935	-0.078035549	0.0173940206	-0.1168173537	-0.0460655673	-0.0174081834	0.0249022809	0.0042463131	-0.1006355868	0.0203486975	-0.0442269556	-0.0740506714	-0.0128510767	-0.1540656451	0.056444967	-0.0429858663	-0.0077396251	-0.0535670282	-0.1074678043	0.0328178946	-0.1097121027	-0.0305759058	-0.0633818806	0.0379022698	0.0058915378	0.1513561561	0.1372005631	-0.0412698184537276	-0.0188795138165146	0.0017031979152036	0.0003564360419479	-0.0516241466536655	0.0125076100176215	0.0001564403083529	0.0026650525177191	0.0572474781516092	0.0123215791745963	0.0032772737547189	0.0001518213133558	0.0004388114405553	-6.733944020410003e-05	1.925554803622176e-07	4.534600207001564e-09	0.0006861210758537	-6.371017757999739e-07	4.707621307306387e-07	4.058986727274802e-13	0.0005498495689374	-0.0004679780515534	3.0233454846064464e-07	2.190034567357167e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.1684482132529	2.326979017567055	5.414831348197337	677606.2941338148	871.191603005899	3.558861026248451	758974.8091479879	12.665491804150175	768.6747175989677	1.783399915809582	3.1805152597096247	590860.8214758527	771.8360888896232	641.4821528792381	1.083018	20.144064	0.1647797649050325	0.1032763623792505	-0.1073150858	-0.0965835792	0.0446139404	-0.0990284102	0.108312341	0.0287574199	-0.1145377558	-0.122622811	-0.004515191	0.1135982848	-0.0990541083	-0.1267506893	-0.1483943252	0.0227873167	0.1801803145	0.0394169738	-0.1425576778	0.0776397457	0.1408227878	0.0059285949	-0.028447717	-0.1029423428	-0.0045988198	-0.1936609467	-0.1216134982	-0.0584959573	-0.1526832596	-0.1188224307	0.011954193	0.0184914576	0.0837370774	-0.0384611048	-0.1285726633	-0.0775784115	0.1071660396	0.1595494514	-0.1076819479	0.1530910323	-0.1196371868	-0.0554479477	-0.0574630209	0.003331522	0.020249536	0.1367740787	-0.261450508	-0.0558545455	-0.000734313	-0.1141303628	0.0510116363	-0.0334783865	0.0740760635	0.108235046	0.0368089478	0.0605741051	-0.0092753953	-0.1481319144	0.0940409895	-0.0645923379	-0.0524059556	-0.0202762045	-0.0306405476	-0.1317532648	0.1497707771	0.1310868562	-0.0241842343938714	0.0170855840598561	0.0005848771932177	0.0002919171826664	0.0439845061331851	0.0956086527868506	0.0091410144877165	0.0019346367797801	0.08372277352683	0.0264752953752207	0.0070095028070248	0.0007009412652051	0.000434120665707	-4.690774848299954e-06	1.8846075239388889e-07	2.2003368677443455e-11	0.0009101819472576	0.0002240608714038	8.284311771136365e-07	5.0203274094275016e-08	0.0008333025763473	0.0002834530074099	6.943931837470478e-07	8.034560740971681e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
822.7344233608914	-0.4340248523615173	0.1883775724674369	676891.9313829785	870.9995631037532	-0.1920399021457797	758640.238926929	0.0368793240161606	768.2083953930605	-0.4663222059072041	0.2174563997221608	590144.1387523809	770.2763375112586	639.4051952863995	1.418732	26.388325	0.3915252121378493	0.2388530469374487	-0.0424218097	0.034561586	0.0983072184	-0.0134735811	-0.0072566836	0.0521207071	-0.1576390876	0.1237946597	-0.0165543329	-0.0055606491	0.1646426105	-0.0331205944	0.1346336571	-0.0330892476	0.1024440666	0.0314988721	-0.0896464107	0.227531101	-0.0639089992	0.0442035229	0.196598547	-0.111403393	0.1200455903	0.0409284312	0.0114554559	0.0148741959	0.1799200796	0.030093545	0.1270354872	-0.0104135401	0.0602858249	0.1706771053	-0.1487960711	0.0413087917	0.0513005256	-0.0875924458	0.1863151959	-0.0875610811	0.0156493212	0.0153847869	-0.167583431	0.0755973417	-0.0011731506	0.0341975199	0.215061775	0.1630618494	0.1231594317	-0.0111646591	-0.0339976763	-0.0595656195	0.1778198873	0.0799331959	-0.0256360534	-0.0591744213	0.1031555019	0.1319180359	-0.0841643178	0.0575334738	-0.2038727269	-0.0690044178	-0.0150551006	0.0734453692	0.1479655889	0.1242038795	-0.0138094878223	0.0103747465715714	0.0001907019539142	0.0001076353664243	-0.0988125353728293	-0.1427970415060144	0.0203909950628704	0.0097639171468066	-0.0936752416781985	-0.1773980152050285	0.0087750509034688	0.0314700557986835	0.0013787332853006	0.0009446126195936	1.9009054719957856e-06	8.922930010954833e-07	0.0007430005511079	-0.0001671813961496	5.520498189466432e-07	2.7949619218562906e-08	0.0007259884149859	-0.0001073141613614	5.270591786937394e-07	1.1516329228700596e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
827.6229833753171	4.888560014425707	23.898019014641868	684959.8026110603	876.357773445748	5.358210341994777	768002.9470787889	28.710418069059784	769.0380165594087	0.8296211663481472	0.6882712796528602	591419.4709136293	771.3914717416915	661.0433668211887	1.200356	22.326534	0.1353762373854206	0.0692315486140451	0.0186654915	-0.0017142173	0.0328199445	-0.0146076979	0.0855078636	0.1434790574	0.1494515936	0.0124104137	0.0516954898	0.0658571615	0.1743723696	-0.0619994954	0.0234110988	0.0342261042	0.0605128811	-0.1565867026	0.0230603093	0.0018891196	-0.1497088947	0.0306889885	-0.0404452917	0.027937195	-0.1455485513	-0.0516240202	-0.0143067407	-0.0687592579	0.1379833376	-0.0927914848	0.0221283658	0.0941820709	-0.1961174729	0.0196968815	-0.0703363741	0.1909255138	-0.0919210987	0.0750656768	0.0485280031	0.1144077001	0.0327891196	0.0328488255	-0.1445830762	0.1215556889	-0.0319178346	0.0906001743	0.1332172503	0.1430238545	-0.0088257332	0.0078142733	0.0809374384	0.0103977351	-0.2066266381	-0.0020846216	-0.1002045805	-0.0021876515	-0.0484877974	0.013970008	-0.0052088437	-0.0727130884	-0.0400827849	-0.1175656525	-0.0084654156	-0.0574054742	0.1459432408	0.1165920251	-0.0057507436697079	0.008058744152592	3.307105275468549e-05	6.494335731693734e-05	-0.0404308875501016	0.0583816478227277	0.003408416802497	0.0016346566680889	-0.1166665483199693	-0.0229913066417707	0.0136110834968957	0.0005286001810959	0.0008256797734126	-0.000553053511888	6.817470882226824e-07	3.058681870116502e-07	0.0006454111756888	-9.758937541910004e-05	4.165555857039991e-07	9.523686194690044e-09	0.0009942363030454	0.0002682478880595	9.885058262933846e-07	7.195692944838207e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
