global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
819.7820454510467	n/a	n/a	672042.6020439019	848.0115620873191	n/a	719123.6094337751	n/a	765.9526139097643	n/a	n/a	586683.4067552005	771.0786320249175	624.5007978345527	n/a	n/a	n/a	n/a	-0.1722073041	0.0304672645	0.0623956174	0.0928627339	-0.2137248133	0.0721751532	-0.052385566	0.1683083348	-0.0005509167	0.0561875835	-0.1122005638	-0.0620223976	0.0285006149	-0.1184547558	0.1752282677	-0.1100942429	0.0152657705	0.0647334148	-0.0292795962	0.062897515	-0.0204556828	0.053070843	-0.1422781242	0.1013128952	-0.2146106098	0.0712527844	-0.0805362228	-0.1902411042	0.0998605264	-0.0088418128	0.1162262282	-0.1610550545	0.1323502549	-0.0645442515	0.0772697815	-0.0181283095	-0.0435590278	0.0732227981	-0.1170275376	0.0271002091	-0.0517295755	0.2014133713	-0.1465369686	0.1567967178	0.0418620519	-0.1222495837	0.0031683171	-0.0310081109	0.0428983514	-0.2382193918	0.0095172776	-0.1273540762	-0.010224637	0.0219172398	-0.0785886977	0.0188827286	-0.0614580127	0.0605171509	-0.0328659913	0.0691337807	-0.3283219655	0.1260604099	-0.0544061145	0.066265851	-0.0756075258	0.0824114956	0.1561451084	0.1560591586	0.0968571323255815	n/a	0.0093813040823352	n/a	-0.0551191586098696	n/a	n/a	0.0030381216458599	-0.1603882760457367	n/a	0.0257243990929234	n/a	-0.0099080093453294	n/a	9.816864918713473e-05	n/a	0.001024921164777	n/a	1.0504633940078424e-06	n/a	0.0016361206936327	n/a	2.676890924133147e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
813.4632447823542	-6.318800668692461	39.92724189066829	661722.4506118363	847.2862397107211	-0.725322376598001	717893.9720031336	0.5260925499937724	765.2063226226842	-0.7462912870801119	0.5569506851716901	585540.7161817314	770.4011321822348	621.1725770450029	1.42029	23.706656	0.1469778875986188	0.0820250157899569	-0.1469449396	-0.0615475116	0.0722972091	-0.1329906971	0.011441776	0.1456723082	-0.0989469705	0.0636331397	-0.0488617221	-0.0791667357	-0.1532227261	0.0531658243	0.0662753885	-0.0761629198	0.0658273824	0.0080377002	0.0244269273	0.0408211033	-0.0874789573	0.0569811624	-0.0282839498	0.2137419043	-0.0733122347	-0.0135217323	0.0249428725	-0.0110056219	0.0491074875	-0.1436676702	-0.043928572	-0.0709730727	0.0430565822	0.0094734654	-0.049238198	-0.0675189719	0.0624474344	-0.0830912646	-0.0070840531	0.1433685822	-0.0156568504	0.1895386498	0.0800456333	-0.0310594314	-0.1373459928	0.0875987876	0.0326962881	-0.0480421748	0.0791739338	0.0215902281	0.0589752359	-0.1466626647	-0.042201052	-0.1082643339	0.1555711593	0.0774736905	-0.0412366574	0.1359460333	-0.1123184672	0.232928885	0.1502208256	0.0425604471	-0.0488596629	0.1417220306	0.0721103382	-0.0760903821	0.2197674115	0.088387052	0.155915944	0.1551433414	0.0974399218958979	0.0005827895703163	0.0094945383790786	3.396436832695644e-07	-0.0380530562077154	0.0170661024021542	0.0002912518512008	0.0014480350867475	-0.0834165059276585	0.0769717701180782	0.006958313461179	0.0059246533951102	-0.0092951114886153	0.0006128978567141	8.639909758578812e-05	3.756437827647376e-07	0.0013051427678645	0.0002802216030875	1.7033976445090084e-06	7.852414683692842e-08	0.0014820956432729	-0.0001540250503598	2.1966074958085108e-06	2.372371613833893e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
814.6830788211446	1.2198340387903954	1.487995082191688	663708.5189174993	844.3314813917333	-2.9547583189878424	712895.6504691589	8.73059672362786	764.7757236080324	-0.4305990146517615	0.1854155114190679	584881.9074201896	769.8686848277953	620.3995987274608	1.315944	21.964979	0.1046984873517168	0.0502932019101767	-0.2032564759	0.0481816499	0.1512492293	0.0591713203	-0.1179200147	0.2071240016	0.0532014405	0.1645963083	-0.0095280359	0.0396719341	-0.2562389126	0.0162770468	0.0289287131	0.079719664	0.1934499718	-0.029505657	0.0106924729	-0.1433972449	-0.0836279981	-0.014451536	0.0311266752	0.1193346572	-0.1155395448	0.1734807773	0.0327556934	0.2173127475	-0.2867912055	-0.2703884864	0.0325265149	-0.1162361048	-0.058865222	-0.1333726182	0.0867028513	0.050578382	0.0148564719	0.1085517504	-0.0550881188	0.1383326684	-0.1047961461	0.0849556316	-0.0487725168	0.1687574021	-0.1544862635	0.1962873881	0.0160812112	-0.0950863675	-0.0055610452	0.1332275977	0.1103086139	-0.205923913	-0.0665558809	0.0606420658	-0.0258863267	0.0510321631	-0.0854133938	0.161612289	0.01439964	0.1868428034	0.1669120461	0.1398263083	-0.0820167952	0.2052231153	-0.0338788489	0.0209908107	0.11364529	-0.1074106811	0.1554579513	0.1533170814	0.1034237209743906	0.0059837990784927	0.0106964660601886	3.580585141177021e-05	-0.0111207746695214	0.026932281538194	0.0007253477888525	0.0001236716292502	-0.1060782477089787	-0.0226617417813202	0.0112525946370074	0.0005135545405632	-0.0088049650397024	0.0004901464489128	7.75274093503815e-05	2.4024354138192463e-07	0.0016327839502423	0.0003276411823777	2.6659834281688497e-06	1.0734874438992279e-07	0.0016467213110564	0.0001646256677835	2.7116910762873085e-06	2.7101610493163313e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
808.7268001099995	-5.956278711145046	35.477256084839695	654039.0372161592	838.3407330079513	-5.990748383782034	702815.184620309	35.889066197787045	762.3444776348039	-2.431245973228556	5.9109569823400685	581169.102580282	767.2674843568786	601.7470556935326	2.558432	42.703861	0.5826636465985954	0.3599937423078714	0.0350732022	-0.2466363884	-0.0006995891	-0.0958192869	0.2831089269	-0.0275434387	-0.2335947195	0.0879567112	-0.0682058567	-0.0527510082	-0.0108377993	0.3644505081	-0.1713248229	-0.1344926917	-0.2446742325	-0.2333128325	0.1661485854	0.1420662938	-0.2009895951	0.0770002623	-0.1379667711	-0.0164431579	-0.1012380459	-0.1725617736	-0.2425676937	0.1668419751	0.0248482336	0.0450655897	-0.4356255154	0.0201336811	0.2059563251	0.1382086409	0.0766776126	0.0828021157	0.3803576367	-0.187367334	-0.1306137148	-0.0203677347	-0.0553448569	0.0816439742	0.1681634317	0.1748023017	-0.0412201548	-0.2494013619	0.1405231967	-0.1100249163	-0.0610292761	-0.1962124471	0.0272722355	0.0497767642	0.0796790353	0.0637092626	0.3034777814	0.1608678713	0.3546632788	0.1376207307	-0.1440181183	0.216748922	-0.2572714969	-0.2179725835	-0.0492683947	0.1674625451	0.3197428266	0.064903583	-0.1950578066	-0.1410372919	0.1547718027	0.1505910958	0.0974671186745297	-0.0059566022998609	0.0094998392227148	3.5481110958708226e-05	0.1233608883210592	0.1344816629905806	0.018085317680712	0.0152179087673608	0.2263001170440901	0.3323783647530688	0.0512117429741688	0.110475377355924	-0.0070880941916075	0.0017168708480949	5.024107926909998e-05	2.9476455090381027e-06	0.0015168967474001	-0.0001158872028422	2.3009757422730025e-06	1.3429843782589238e-08	0.002010903591221	0.0003641822801646	4.043733253185516e-06	1.3262873318588744e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
815.5748289532858	6.848028843286215	46.89549903847994	665162.3016221813	827.4154941385442	-10.925238869407051	684616.3999405312	119.3608443536027	764.3422700206576	1.9977923858537	3.9911744169750176	584219.1057403318	767.6619522069834	596.5027184924141	1.930239	32.218441	0.2266324042281217	0.1088762569310364	0.1473103157	-0.345415822	-0.1508348123	-0.1842730345	0.4354038037	-0.2788086308	-0.3921177648	0.0896422616	-0.1535290259	-0.0907129893	0.2690039585	0.2433562535	0.0513878604	-0.1665623214	-0.2442822178	-0.0265362721	0.0546830192	-0.052421625	0.005943207	0.3684935967	-0.0665133458	-0.0024440695	0.2334444625	0.131871082	-0.0025523304	-0.27627735	0.0035819831	0.3190113947	-0.2174613474	-0.0829242692	0.1882804853	0.1583363901	-0.0811431343	-0.0390777425	-0.0169714256	-0.2052324958	-0.2663223742	0.0797009276	0.1198462361	-0.1413373268	-0.3998995228	-0.1979021889	-0.0049730242	-0.3652185671	0.0397867838	0.1065899694	0.051830534	-0.2472904326	-0.1285560011	0.1763191796	-0.0155460793	0.0922474396	0.1321970242	0.0652105421	0.0711032588	0.0308041873	0.1887227884	-0.0588575024	-0.0305824127	0.0962875252	-0.122795593	0.0948424013	-0.1581395452	-0.0201330127	0.2560727159	0.5074514061	0.1538585052	0.1469813818	0.0530414452850891	-0.0444256733894406	0.0028133949179311	0.0019736404561052	0.0666806541521936	-0.0566802341688656	0.0032126489454374	0.0044463096381644	0.3045124149176956	0.0782122978736055	0.0927278108390068	0.0061171635386695	-0.0063553650791669	0.0007327291124406	4.039066528949409e-05	5.368919522179905e-07	0.0013061141381685	-0.0002107826092315	1.7059341419236436e-06	4.4429308354481355e-08	0.002013675845473	2.77225425199994e-06	4.054890410641402e-06	7.685393637731747e-12	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.7057414071211	6.130912453835322	37.58808751659304	675200.3254614265	842.8948692408475	15.479375102303266	710471.7605925454	239.61105355780623	767.2102694923902	2.8679994717326736	8.225420969858895	588611.597614586	771.249382081273	632.9297761213584	2.66876	44.545395	0.6688412582098433	0.3247336043642743	-0.1986831776	0.0493380279	-0.0854984501	0.0186116664	-0.1667106836	0.0185239323	0.0364922095	0.1727766368	-0.1059675526	-0.0954460051	-0.0325727269	-0.0825887132	0.2550357122	0.0831901139	0.0988556328	0.0147692227	0.0508591097	-0.0557432223	0.0450555278	-0.1004957535	-0.0956680563	-0.2295064684	0.0896179274	-0.066856521	-0.1597185261	0.0849746859	0.1336728158	-0.0582073338	0.185830113	-0.2170621321	-0.0313295289	-0.0198722919	-0.0079004148	0.0429557281	-0.0116698411	0.0880032065	0.0187675676	-0.1313644232	0.196985009	-0.2870287954	-0.0260507517	0.1649082533	-0.175803398	0.0500625081	-0.0602102275	0.2239132261	-0.1379035739	0.0044854962	0.0338142813	-0.0755757016	-0.0630057231	-0.0443457122	-0.1669734203	-0.1456538613	-0.0804382872	-0.0475336143	0.0512486456	-0.1956186434	-0.0565773102	-0.1273161312	-0.1050491792	-0.1092160616	-0.0918600248	0.0643397124	-0.0137395048	0.0395526157	0.152719399	0.1425091225	0.0149662960176755	-0.0380751492674135	0.0002239900164886	0.0014497169917358	-0.0761797925457727	-0.1428604466979663	0.0204091072307424	0.0058033607923169	0.0471259115359572	-0.2573865033817384	0.0022208515380948	0.0662478121230776	-0.0094548835870865	-0.0030995185079196	8.939482364535768e-05	9.607014980936144e-06	0.0003099215461481	-0.0009961925920204	9.60513647668289e-08	9.923996803963232e-07	0.0014990037681585	-0.0005146720773145	2.247012296953382e-06	2.648873471672229e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.3985395059987	-1.3072019011224256	1.7087768102980838	673053.7636235757	844.9905400709672	2.095670830119729	714009.0128094248	4.391836228214716	765.9998057012327	-1.2104637911575082	1.4652225897034077	586755.7023343263	770.0810346992331	631.9055188569866	1.286887	21.479971	0.2083162885523947	0.1026430409763923	-0.1391687196	0.0106219549	-0.1563640249	0.0782465844	-0.0950013451	-0.0283020831	-0.0629624895	0.1225955267	0.0844330693	-0.1105983184	-0.0490230193	0.0492609862	0.2096651373	-0.0459546847	-0.090317034	0.0385799655	0.0543877516	-0.1154003889	0.1021821484	-0.0392260156	0.0438205955	-0.029968885	0.0308067348	-0.1055040511	-0.0136044718	-0.0497586651	0.2450942013	-0.019367183	0.0257257139	-0.142779362	0.1004928957	0.1487426012	-0.022449428	0.0740038386	-0.1119666618	0.0864367664	0.0783712916	0.0143469835	0.0503158519	-0.0028384608	-0.0056377109	-0.1636661967	-0.1633975996	-0.0267372008	0.0056642756	0.1552923186	-0.0939548473	0.0201198004	0.0056095606	0.1399913758	0.0580658825	-0.2274336223	-0.0049152834	-0.0354055682	0.0201700756	-0.1926355126	-0.038864982	-0.0570940248	-0.0728169025	-0.0492722587	-0.02443322	-0.0817169092	0.0403397398	0.0856389664	-0.1604284039	0.1804915196	0.1513561561	0.1372005631	0.0337395053778806	0.018773209360205	0.001138354223144	0.000352433389682	0.0083617765590986	0.0845415691048713	0.0071472769067137	6.991930722429083e-05	0.0283711174659089	-0.0187547940700483	0.0008049203062644	0.0003517423006099	-0.0104073326639505	-0.000952449076864	0.0001083125731781	9.071592440190868e-07	0.0006509704384041	0.000341048892256	4.2376251167602613e-07	1.163143469090447e-07	0.0019304401193839	0.0004314363512254	3.726599054526926e-06	1.861373251586867e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
816.5088363321194	-3.8897031738792975	15.12979078088668	666686.6798084317	839.2466119419445	-5.74392812902272	704334.8756560327	32.99271035137844	764.959421969615	-1.0403837316176805	1.0823983090147298	585162.9172600876	769.0735982425061	637.5211823760486	1.277028	21.315405	0.0399500092244502	0.0287019254384141	-0.222190548	0.0731650234	0.0045049248	-0.1139643538	-0.0571486413	0.1708869707	0.0354703439	0.0364168508	-0.1038621901	-0.1143764113	-0.2260830602	0.1566749463	0.0855463555	0.0672882571	0.0169967261	0.1291435357	0.0949292885	0.0919670989	0.0732470901	-0.0479181107	0.0825105097	-0.1197208739	0.190415649	-0.1599330536	0.1593903153	0.0902978857	0.0880896321	-0.1942561475	-0.0956691841	-0.1745130398	-0.0193952898	-0.0109680563	-0.1326599342	0.0981847064	-0.0325601367	-0.0308615106	0.1627986192	-0.1463691513	0.0879150111	-0.0610095525	0.0076653053	-0.0980496743	-0.1978370827	0.0399733722	0.0288573955	0.1887048281	-0.0903836921	0.1030778191	0.0742707851	0.0158964632	-0.008350234	-0.0858911507	0.0194076355	-0.0608827844	-0.0705553126	-0.1284800164	-0.0778529978	-0.0584692451	0.0385960284	-0.0453283708	0.123255597	-0.1416836994	-0.0076607743	-0.0063472176	-0.0439949781	-0.0345384046	0.1497707771	0.1310868562	0.0372024011399503	0.0034628957620696	0.0013840186505777	1.1991647058960284e-05	0.008494576171202	0.0001327996121034	1.7635736974813603e-08	7.215782432835284e-05	0.031683106964536	0.0033119894986271	0.0010038192669262	1.0969274439016208e-05	-0.0103083994863587	9.893317759180134e-05	0.0001062630999703	9.787773628410905e-09	0.0012070500510099	0.0005560796126058	1.456969825643002e-06	3.0922453555581656e-07	0.0019362738162193	5.83369683539994e-06	3.749156291376451e-06	3.4032018767355265e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
814.0752075735229	-2.433628758596456	5.922548934667725	662718.4435858744	842.5120417421514	3.2654298002069027	709826.5404805286	10.663031780079292	765.5697267877739	0.610304818158852	0.3724719710679093	586097.0065739068	771.7523731275251	614.6172918490699	1.272341	21.237183	0.055076757111108	0.0326845661241748	-0.1939593241	-0.1019623469	0.0869681841	0.0620461236	0.0598333639	0.1733435055	0.1061812157	0.1280565047	0.0001762223	-0.0800271244	-0.121708599	0.1367206304	0.0967876994	-0.0261307016	-0.0173619435	-0.0760599974	-0.0830546797	-0.0247501244	0.0602396506	-0.1668158845	-0.0033350814	-0.228625175	0.1490002415	0.0341032746	0.0188663194	-0.0032587108	0.0206833468	-0.1118218451	-0.0802139344	-0.1141544817	0.0528425589	0.0375546894	0.0857877832	-0.0634503698	-0.0104522536	0.1017583557	0.0288212645	-0.0586596495	0.0759669763	-0.1966512934	0.0776074568	-0.0202345212	-0.1957125689	-0.0027243808	0.0902340418	0.1265682562	-0.1041533666	0.0409719146	0.021449804	-0.0130131183	0.014286162	-0.1020832842	-0.0902524048	0.0714588145	0.0368150516	-0.0297912	-0.0756426481	-0.0139199075	0.0047369799	-0.0114855496	-0.0479091985	-0.1152299169	-0.004865871	-0.0467927146	-0.2260085101	0.061350553	0.1479655889	0.1242038795	0.0362590369969808	-0.0009433641429694	0.0013147177639484	8.899359062405782e-07	0.0130965929184725	0.0046020167472704	2.117855814215815e-05	0.0001715207460721	0.049063256641844	0.017380149677308	0.0024072031523034	0.0003020696028056	-0.0104663710603463	-0.0001579715739876	0.0001095449231728	2.4955018188119883e-08	0.0007269117562853	-0.0004801382947245	5.284007014257794e-07	2.305327820610468e-07	0.0019313591540603	-4.9146621589999e-06	3.7301481819725178e-06	2.4153904137105558e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
814.7222166147302	0.6470090412072977	0.4186206994039867	663772.2902456194	837.0756485678933	-5.436393174258114	700695.6414253592	29.554370745120217	765.2112883641508	-0.3584384236230562	0.1284781035293815	585548.3158399236	769.8500724904494	610.3030810371774	1.067096	17.811346	0.071588051451177	0.0444951066734938	-0.1983375503	-0.1360615786	0.0531921348	-0.0626354857	0.0665702162	0.1258747227	0.0691443224	0.0710036061	-0.129623233	-0.0038082313	-0.1078435189	0.1529804851	0.1313448889	0.0137805745	0.0696911974	0.0807868343	-0.1941436868	-0.0063014065	0.0253063199	-0.1511779058	-0.051104144	-0.1129298173	0.0701125265	-0.1017762082	-0.0268904461	-0.1081056279	0.0197397638	-0.0957019303	-0.0756415531	-0.1768172789	0.00280315	-0.058778064	-0.0609423884	-0.1181990689	-0.148946357	0.0835964282	0.1247318424	-0.0141370904	0.0300582673	-0.124032588	0.0857501238	-0.2264119091	-0.202388422	-0.0231868249	0.0842110828	0.2382329516	0.0012293474	-0.0156851516	-0.0437407652	-0.0322564794	0.0026510287	-0.070097671	-0.0286048392	0.0247565332	-0.1488483452	0.0143273681	-0.0512761114	-0.0638558281	0.1369579864	-0.0508029312	0.2504612791	-0.0382516123	0.0541653088	0.0704747232	0.056450719	-0.1969647868	0.1459432408	0.1165920251	0.0363177045411617	5.866754418090009e-05	0.0013189756631391	3.4418807402178638e-09	0.0051976967285867	-0.0078988961898858	6.239256101859242e-05	2.701605128236089e-05	0.0916647802722394	0.0426015236303954	0.0084024319423579	0.0018148898156311	-0.0101717483353219	0.0002946227250243	0.0001034644641971	8.680255010080291e-08	0.0006021994923302	-0.000124712263955	3.6264422856275065e-07	1.5553148780806533e-08	0.0019301148613055	-1.244292754800074e-06	3.725343377832349e-06	1.5482644596479574e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
