global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
826.9753637414989	n/a	n/a	683888.2522353844	883.3351476433572	n/a	780280.9830621118	n/a	765.3370157637686	n/a	n/a	585740.747698191	769.061018395562	652.5182640325828	n/a	n/a	n/a	n/a	-0.0223804864	0.1886971673	-0.0139730902	-0.1440399656	0.1172838562	-0.0599420281	0.0411562346	-0.083181664	0.2074972843	-0.0220987455	-0.0495871924	0.0819562425	-0.0733895437	0.0243861673	-0.0316302618	0.0761608325	-0.0157966837	0.0870052147	0.0363291325	-0.065346096	0.0319042593	-0.1373150097	0.0341550388	-0.0048299154	0.009684428	-0.0856700796	0.1702711093	-0.0202927684	-0.0740541104	0.1365973657	-0.0094116346	0.0001620176	-0.0397492569	0.0530119333	-0.0415798668	0.0663186287	0.0372064406	-0.0518698355	0.0823494763	-0.0119546791	0.0589221729	-0.050241757	-0.0575018398	0.0817053539	0.0619354269	0.0716268485	-0.1042704985	0.0816105319	-0.0783564054	0.0469196106	-0.0931037392	0.0443137804	-0.0553314222	-0.0267414201	0.0881800024	-0.0518173416	0.2544346204	-0.038821411	0.0089928354	-0.0280389159	0.0364883257	-0.1491288335	0.0703702582	-0.0553439851	0.1055388361	0.2515879083	0.1561451084	0.1560591586	-0.0342116995875159	n/a	0.0011704403886664	n/a	-0.0908170391682006	n/a	n/a	0.0082477346032784	-0.5334798482395655	n/a	0.2846007484777098	n/a	0.0014439979229371	n/a	2.085130001446659e-06	n/a	-0.0005569995603202	n/a	3.1024851019689615e-07	n/a	9.021124028444098e-07	n/a	8.138067873657147e-13	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.3615013794032	-2.613862362095688	6.8322764479804485	679571.8849565038	877.3603720504246	-5.974775592932588	769761.2224444596	35.69794338590295	765.0229374867565	-0.3140782770120722	0.098645164090872	585260.0948808658	769.086671991719	650.7002977121072	1.007604	18.598473	0.0993999340663817	0.0544671925915511	-0.0738267006	0.1328258709	0.0522883827	-0.0825928937	0.1140031584	-0.0585409414	0.1274395214	-0.1763075722	0.057989985	0.0746305341	-0.0312477282	0.0988827013	0.0117629686	-0.0053549692	0.0586815259	0.1709394651	0.0285594332	-0.0414289818	-0.0326227028	-0.1535122553	0.1203710596	-0.0074926847	-0.1050367302	-0.0413091991	-0.1125067528	0.0224577007	0.0135666984	0.0566238945	0.0198603603	0.0791137352	0.0879467941	0.0354463523	0.0570888516	0.0901690573	-0.1714197581	-0.0163088303	-0.0145053325	-0.0133602273	0.1282024252	-0.1664425162	-0.0479754501	-0.1168459241	-0.0892817358	0.0868367098	0.0545749188	0.0109690064	-0.1299396493	0.038767371	-0.0627467639	0.0700289766	0.1590568244	0.1850996562	-0.0529769218	0.0445881798	0.0266860089	-0.0701350238	0.2422037229	0.0460871763	-0.0526216084	-0.0832814796	0.0630751658	-0.0818243641	0.1384608871	-0.062574715	0.1562912861	0.0959313733	0.155915944	0.1551433414	-0.0398356017096688	-0.0056239021221528	0.0015868751635713	3.1628275079555884e-05	-0.094420971537616	-0.0036039323694154	1.2988328523320135e-05	0.0089153198661072	-0.5266723486192149	0.0068074996203506	0.2773837628000798	4.634205108107431e-05	0.0006345918616695	-0.0008094060612676	4.027068308971618e-07	6.551381720167299e-07	-0.0003043078705486	0.0002526916897716	9.260328007782349e-08	6.385309007962658e-08	0.0006060963604529	0.00060519424805	3.673527981542517e-07	3.662600778728723e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.5578053178804	-3.803696061522828	14.468103728444277	673315.1118680964	873.722577127178	-3.637794923246588	763391.1417817576	13.233551903598649	763.7268807033323	-1.2960567834242056	1.6797631858598985	583278.748308842	768.8241499150657	633.724959092062	1.074316	19.829863	0.0910592932623099	0.0421400090200283	-0.1187922443	0.0224950528	-0.0041638927	0.0457063341	0.0417926346	0.0665929342	-0.1443090054	-0.1161728135	-0.1185807168	0.1453826745	-0.0246190006	0.0827507949	-0.0314705287	0.1442895704	0.0463836151	-0.0208657842	-0.166388907	0.0348823723	0.0196104512	-0.2101199693	0.1330318616	-0.0002341246	0.1811225027	-0.0980718304	-0.0569904813	-0.0195803237	0.0457023304	0.1117760758	0.0330750843	0.0583957013	-0.0145031931	0.1587813509	0.0206472634	-0.1558857624	-0.0700416643	0.1190618526	-0.1048711352	-0.0664297111	0.196956651	0.0115854208	-0.1269622312	-0.0935891117	-0.0988847951	0.0979165855	0.0391881473	-0.0619994134	-0.0653414619	0.0290890731	0.0980117546	-0.0827871866	0.2497852871	0.004631934	-0.0222307106	0.0449187577	0.0122248143	-0.1289347186	0.229984456	0.028175177	-0.1065207674	-0.1174735108	0.0416727798	0.1223638687	0.0326004075	-0.0301314689	-0.0265762059	0.0474319577	0.1554579513	0.1533170814	-0.0241786067465028	0.015656994963166	0.000584605024202	0.0002451414912766	-0.0772919078150096	0.0171290637226064	0.0002934048240131	0.0059740390136839	-0.4975252199854623	0.0291471286337525	0.2475313445215826	0.0008495551075925	0.0006350563435657	4.644818962000691e-07	4.0329655950303643e-07	2.1574343189761177e-13	-0.0005029289722562	-0.0001986211017075	2.529375511346776e-07	3.9450342043540785e-08	0.000222659825201	-0.0003834365352519	4.9577397758539874e-08	1.4702357656598154e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.3777544090103	0.8199490911299563	0.6723165120448413	674661.4154379885	868.7421878428942	-4.980389284283888	754712.9889380584	24.804277423009776	764.8548123341686	1.127931630836315	1.2722297638410691	585002.8839507363	768.143041770058	611.9372203889441	0.878529	16.215992	0.0760220667168067	0.0444201211096157	-0.1025474989	-0.0318852605	-0.1000488258	0.0463560534	0.0421605047	-0.0142081523	-0.1498524233	0.0107306802	-0.0526142338	0.1032351002	0.0077706702	0.0760340656	-0.0419390177	0.0461747866	0.0326335478	-0.0751462142	-0.1297199696	0.1792726326	0.0941079106	-0.0759874438	0.1368131154	-0.0694138173	-0.0427043339	-0.1512683481	-0.0572477769	-0.1387595535	0.1048062152	0.0747935644	-0.0075463342	0.058252968	0.0021449206	0.0840583836	-0.0298616447	-0.1934263731	-0.0228922298	0.0360920846	0.096518438	-0.0899375515	0.1552885565	0.0764484019	-0.0147868606	-0.1297868845	-0.0809042633	0.0432806329	0.0422078163	-0.0457765604	-0.0374410907	0.0909570156	0.1133102296	-0.0913552934	0.0475627849	0.0066852485	-0.1297321394	-0.0259656424	0.0212140327	-0.0448889963	0.1917274851	-0.2058652988	-0.110667404	-0.1084574817	0.0855168123	0.0477739375	0.0292278232	-0.0513208782	-0.1087454702	0.0332106403	0.1547718027	0.1505910958	-0.0147287603814447	0.0094498463650581	0.000216936382374	8.929959632320178e-05	-0.0776716585046699	-0.0003797506896602	1.442105862974729e-07	0.006032886534866	-0.5222221549998807	-0.0246969350144183	0.2727159791727194	0.0006099385991064	0.001231528730005	0.0005964723864393	1.516663012827728e-06	3.557793077845936e-07	-0.0003674237273172	0.0001355052449389	1.3500019539566412e-07	1.8361671405978382e-08	0.0001247267636259	-9.79330615751e-05	1.5556765564591134e-08	9.590884549472328e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.8056986946004	2.427944285590115	5.894913453929695	678655.8292016988	874.1689784875077	5.426790644613561	764171.4029498928	29.45005670046527	766.1881608783074	1.3333485441387438	1.7778183401569077	587044.297870083	770.066895944802	625.8926642120862	0.948989	17.51655	0.1708810891177998	0.0961811075995424	-0.0486936678	0.0275066792	-0.0895751283	-0.0487831331	0.0276596796	-0.0209058823	-0.1632399868	0.0004542001	0.0059817419	-0.0625241402	-0.0096815088	0.052776773	0.0074872428	0.0885195153	0.0039323577	-0.2035890571	-0.0752987634	0.1032875347	0.1188650933	0.0920933237	-0.0203830559	-0.0835064917	-0.164352583	-0.0275799999	0.1041691271	0.0155337802	0.0058355355	-0.0723908172	-0.0553314493	0.0151265796	0.0060343956	0.0861564725	-0.0674803307	-0.1701739453	0.0424091398	-0.0217483387	0.1190779439	-0.0863974649	0.0433386903	-0.1583282066	0.0521575394	0.0101294458	-0.0397959337	0.1054880109	0.020630449	-0.0357153574	-0.0047320633	-0.069118553	0.0946586026	-0.153199001	-0.1293267917	0.0384926643	0.0102660549	0.0038539055	0.003801551	0.0435138805	0.0750632084	-0.1429900856	-0.0696546258	-0.0089065146	0.0102031985	-0.1645812691	0.0555520706	-0.0513737374	0.0492614981	-0.0031321637	0.1538585052	0.1469813818	-0.005712678851566	0.0090160815298786	3.263469966112943e-05	8.128972615341981e-05	-0.0212321482246267	0.0564395102800431	0.0031854183206511	0.0004508041182325	-0.4445676212677227	0.0776545337321579	0.1976403698796413	0.0060302266091588	0.0014870123126619	0.0002554835826569	2.2112056180080925e-06	6.52718610072051e-08	-0.0001318595362034	0.0002355641911137	1.7386937287775756e-08	5.549048813509888e-08	0.0001890982613696	6.437149774369999e-05	3.575815245300555e-08	4.143689721767173e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.5014828115055	0.695784116905088	0.4841155373373932	679802.6951583714	875.0688132382511	0.8998347507433664	765745.4279022012	0.8097025786453763	766.3789170463131	0.1907561680056915	0.0363879156322156	587336.6444930796	769.9737878993486	639.1008333237445	0.935684	17.27096	0.1500766788418148	0.0785847586732352	-0.0072992632	0.0588085715	-0.0463769721	-0.0858718674	0.0006005382	-0.0963531981	0.0104377713	0.0240128417	0.0459776414	-0.0890758507	-0.0966327991	0.0542194923	-0.149581951	0.0013569193	0.0102740863	-0.0037857951	-0.0067097355	-0.0584687859	0.0056959271	0.1328777922	0.0265742784	0.0707777772	0.0927435545	0.068722477	0.056196724	-0.0460779428	0.0918826494	-0.1047480801	-0.0528244516	0.1435479133	-0.0205951305	-0.0324435521	0.0163359455	-0.0154916263	0.0017674887	-0.1106034017	-0.0567984862	0.0279782648	-0.049773001	0.062155324	0.0391384899	0.0592944272	-0.0141821957	0.0974631766	0.0310820637	0.0479205627	0.0167228974	-0.0063213809	-0.0293915971	0.0805697396	0.0237259702	-0.0715423866	0.0173408916	-0.1220883613	0.0107790748	-0.0168726368	-0.0016134057	0.0092096428	-0.0203737077	-0.0854244759	0.0874182947	-0.0307733469	0.0513180482	0.0896526834	-0.1191191046	-0.1036671722	0.152719399	0.1425091225	-0.0145417071341	-0.0088290282825339	0.0002114612463739	7.795174041378525e-05	-0.0846433181257708	-0.0634111699011441	0.0040209764682317	0.0071644913033404	-0.4702437572067595	-0.0256761359390367	0.2211291911919297	0.0006592639567598	0.00212905362372	0.000642041311058	4.532869332675263e-06	4.1221704510520366e-07	-0.0001839270340817	-5.206749787829999e-05	3.3829153866090835e-08	2.711024335306774e-09	0.0005381963468152	0.0003490980854456	2.896553077252271e-07	1.2186947326178349e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
822.3315696738306	-2.169913137674939	4.7085230250543	676229.2104822261	872.0680075227544	-3.0008057154966536	760502.6097447069	9.004834942157384	764.4190971806364	-1.95981986567665	3.840893905900842	584336.5561344592	768.0681873507693	638.9448897815141	1.046451	19.315523	0.1420217092566102	0.0642077473591791	-0.0313589297	0.0721562051	0.0683877745	-0.0528098979	0.0941297516	0.0171129077	-0.0835540124	0.1013228115	-0.0778474594	-0.0031533679	0.0412470952	0.0496313874	-0.0219329156	0.2595360425	0.1343925101	0.1902126092	-0.0603081951	0.0808011207	0.0228527624	-0.0672610953	0.0502335877	0.0446995185	0.0043994982	-0.0701389507	-0.0158573278	0.0833301818	-0.1169813566	0.0044162202	-0.0965714745	0.0200051828	-0.0252921365	0.2603846619	0.1157805942	0.0453097248	-0.2079411141	0.0498400117	0.0620226303	-0.0422588101	0.0270390321	0.0559644071	-0.0618755815	-0.0356822813	-0.0227626988	0.0542862577	0.1116446966	0.0768452458	0.0726202853	-0.0802058446	0.142390873	0.0324379554	0.0595299006	0.1420792985	-0.0198109599	0.129296968	-0.0430797117	-0.0253310236	-0.0359380107	-0.0432774859	0.1368460229	-0.0521097427	0.0680751025	0.136378998	0.0124082329	-0.0151285127	0.0556298747	-0.1451028085	0.1513561561	0.1372005631	-0.0371065184765484	-0.0225648113424484	0.0013768937134504	0.0005091707109202	-0.1054998579479189	-0.020856539822148	0.0004349952533528	0.011130220027031	-0.5040143633346332	-0.0337706061278737	0.2540304784476156	0.0011404538382439	0.0027480867766369	0.0006190331529169	7.551980931926587e-06	3.832020444102384e-07	-0.0006011194956321	-0.0004171924615504	3.6134464802899045e-07	1.7404954997448206e-07	0.0002778269219997	-0.0002603694248155	7.718779858782739e-08	6.779223737875433e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.9982626598669	-1.3333070139636902	1.777707593484772	674038.1472905198	873.1308376440841	1.0628301213296254	762357.4596450599	1.1296078668055465	766.1157218645204	1.6966246838840109	2.878535317964519	586933.2992879952	770.5486419904912	631.1494128993301	1.310111	24.182186	0.1673701948479078	0.0916161923684776	-0.0151960714	-0.0214020385	0.0005061985	0.0626776387	-0.0308376968	-0.0006778349	-0.0365096147	-0.0281589775	-0.0409648862	0.000546165	0.0040631614	-0.0093763335	-0.0629288641	-0.0642449286	-0.0105766031	-0.1751023659	0.0549838675	0.0668490793	0.0149504156	-0.0323630954	-0.0749265403	0.1253877663	-0.0497566159	0.036537733	-0.0603304034	-0.2174679718	0.073800234	-0.0034783536	-0.0032381745	0.0058718299	-0.0234122796	-0.061846531	-0.0223495713	-0.1014877163	0.2141377027	0.009143685	-0.046862879	0.0569866161	0.0046642463	0.0334113281	-0.0049968067	0.1146711677	0.0001171366	0.0221578821	-0.0199789477	-0.0251010184	-0.0970241804	0.0922075644	0.0407886358	0.0391555387	-0.0210820161	-0.2434190877	0.0664713889	-0.1707229808	0.0947551035	-0.0724477075	0.0819600719	0.0692431691	0.3192532311	0.1088091737	-0.2931117195	-0.0057886308	-0.038644288	-0.1118059267	-0.1223779588	0.1082175255	0.1497707771	0.1310868562	-0.0108984601101127	0.0262080583664357	0.0001187764327717	0.0006868623233385	-0.0307363103735553	0.0747635475743636	0.0055895880459041	0.0009447207753795	-0.4625094126054847	0.0415049507291485	0.2139149567486705	0.001722660935029	0.0025380911149304	-0.0002099956617065	6.44190650768864e-06	4.4098177935550824e-08	-0.0008302238056392	-0.0002291043100071	6.892715674500362e-07	5.248878486382938e-08	0.0002190541301541	-5.877279184560001e-05	4.7984711937569394e-08	3.454241061326226e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.7339472147739	2.7356845549070385	7.483969983956921	678537.615794032	869.4485545211963	-3.682283122887725	755940.7889589977	13.559208997103775	766.7835509102299	0.6678290457094818	0.4459956342932371	587957.0139465012	771.2385601741012	633.1153084520433	1.060048	19.566494	0.0933272060176239	0.0527037467000493	0.0162853191	-0.0282232332	-0.0417703587	0.0098571735	-0.1050401456	-0.0130500441	0.1710019459	0.0417379991	-0.1583819522	-0.0419982525	-0.0956912921	-0.0284002912	-0.1134495738	-0.1585226799	-0.0397111816	-0.0377441674	0.0328170951	-0.0682294515	-0.1300087566	0.2789277749	-0.0594350767	0.1425511254	0.03183142	-0.0839694896	0.0873602113	-0.204011022	-0.035069457	-0.0546652767	0.0153242583	0.0920740731	-0.036776387	-0.178249338	-0.0321869247	-0.0312534249	-0.0083681971	-0.2102239969	-0.013080777	0.170914414	-0.1672482849	0.0712578461	0.1166784258	-0.0223515657	-1.23763e-05	0.0010971193	-0.012810672	0.0548055183	-0.0977548485	0.0590608182	-0.0094657446	-0.0238449532	-0.0680913115	-0.0096573013	-0.0756750848	-0.2163128945	0.0199523841	0.0428366578	-0.1540400095	0.0815491858	0.2411834908	0.0432749114	0.0681446061	-0.1293976405	0.1179610926	0.0493245427	-0.0868817307	-0.0944634438	0.1479655889	0.1242038795	-0.0122425145936944	-0.0013440544835816	0.0001498791635768	1.8064824548360697e-06	-0.073026569077399	-0.0422902587038437	0.001788465981238	0.0053328797912161	-0.4442187357762606	0.0182906768292241	0.1973302852146592	0.0003345488588711	0.0025380173112773	-7.38036530999707e-08	6.441531872343255e-06	5.446979210900814e-15	-0.000331886324659	0.0004983374809802	1.1014853249565913e-07	2.483402449496913e-07	8.942109476791239e-05	-0.0001296330353861	7.996132189491967e-09	1.6804723863436572e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.1736686921492	-0.5602785226246851	0.3139120229144998	677614.8888280923	872.7101650452346	3.2616105240382467	761623.0321732806	10.638103210517048	766.029200931765	-0.7543499784649157	0.5690438900100188	586800.7366801584	770.0886515450932	634.9154848880455	0.948293	17.503702	0.0584708945116283	0.0334742052733217	-0.0073419852	0.0374125011	0.0071243324	0.0143072345	0.0323123473	-0.0320317494	0.0715182737	-0.033433744	-0.1021757188	-0.0151247861	0.0047517595	0.098532347	0.0042264276	0.013083463	0.1009541515	0.1571986033	0.0547407944	-0.1795273494	0.0179757106	-0.0226075775	0.0040578874	0.0454403851	-0.0687056575	-0.101800812	0.0961178552	-0.0614690136	0.0475039738	0.0013210566	-0.0382484766	0.0371248798	0.100461857	0.0612375587	0.1257491554	0.1145030433	-0.1301269323	-0.064944689	-0.0739105499	-0.0178709127	-0.0890917319	-0.1163917838	0.0165418042	-0.0878237693	-0.0111202193	0.0230254689	0.0533046319	0.0478843004	-0.0068446633	-0.0474750167	0.0127875306	0.062239882	0.097151862	0.0629517447	-0.0772945179	0.0055899157	-0.0564428132	-0.015071982	-0.072099765	0.02408581	0.016953333	0.0262814812	0.0023609429	0.028823655	-0.0068395975	-0.0312045032	0.0680870769	-0.1780197333	0.1459432408	0.1165920251	-0.0010023094017412	0.0112402051919532	1.0046241368188024e-06	0.0001263422127572	-0.1013141567584199	-0.0282875876810208	0.0008001876168114	0.0102645583596696	-0.4572635014718855	-0.0130447656956249	0.209089909778329	0.0001701659120537	0.0025380201245314	2.813254100161866e-09	6.441546152526384e-06	7.91439863207755e-18	-0.0002588297491386	7.30565755204e-05	6.69928390391506e-08	5.337263226767908e-09	0.000134328424854	4.490733008608762e-05	1.8044125723756728e-08	2.0166682954608304e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
