global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
859.6022889214918	n/a	n/a	738916.0951190678	913.9444448571456	n/a	835294.4482852361	n/a	815.8531932470934	n/a	n/a	665616.4329314791	822.0638654752015	632.7596064593051	n/a	n/a	n/a	n/a	0.0434445519	-0.0510253053	0.0817661932	-0.0053198726	0.0105698181	-0.0599088951	0.0575136817	-0.0509497977	0.0330962798	-0.0157040338	0.0374565512	-0.0718536679	0.0426858034	-0.0045378476	0.0124526737	-0.0174236614	0.0913127325	-0.0094301859	0.0085870561	-0.0438019548	0.0037033739	-0.0214392847	0.0119342901	-0.0173869864	0.0033738216	-0.0290865691	0.0093642669	-0.125211637	0.1123672937	-0.0769989869	0.1169456545	-0.0008233167	-0.0303610044	0.0179009055	-0.1069929462	0.0063409104	0.0384363973	-0.0172157922	0.0460597535	-0.0284930682	0.0058010078	-0.0192955044	0.02518551	-0.0079894904	0.0802948981	-0.0115924131	-0.0851838597	0.1029856603	0.0492322098	-0.0327645437	0.0124762141	-0.0584534857	0.0275370602	-0.0165816521	0.0371192193	-0.0512489943	0.0126506736	-0.0095550902	0.0737855167	-0.06304645	0.0765662949	-0.1244153996	0.0061297395	-0.0661186472	-0.092526294	0.0253800469	-0.0739181186	0.1653241281	0.1546396886	-0.028650076	0.0508857249	-0.1836816267	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0879042549425861	n/a	0.0077271580370111	n/a	0.095224820810543	n/a	0.0090677664984	n/a	0.3793086370535903	n/a	0.1438750421434523	n/a	0.0020233461290328	n/a	n/a	4.0939295578720165e-06	-0.0009722414798725	n/a	9.452534951846688e-07	n/a	0.0017379857760179	n/a	n/a	3.020594557640542e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.2478948596155	-2.354394061876292	5.543171398598344	734873.9532412423	912.5809269955284	-1.363517861617197	832803.948316018	1.8591809589491337	816.0867142587338	0.2335210116403914	0.0545320628775518	665997.5251896161	822.0490454488211	634.0979138922926	0.8250659999999999	23.35659	0.0593578448295689	0.0285502308859613	0.0489196345	-0.0492634262	-0.0136005585	-0.0075725712	0.1881812527	0.0501888825	0.0153515712	-0.010475631	0.0083070927	0.030020228	-0.006026349	0.1011217741	-0.055417068	0.0126961306	0.0517790549	0.0244383175	-0.0040815872	0.0198015249	0.050493869	0.0213602152	-0.0113418174	-0.1138382207	-0.058627166	-0.0867984007	0.046838518	0.0175055721	-0.02382141	0.0006949121	0.0463454858	0.1081936743	0.0532790256	-0.0124485919	-0.0138703672	0.0629801228	0.0074922152	-0.0076883797	-0.0530659818	0.0689244429	0.002645225	0.1113106484	0.0813531131	-0.0142469084	-0.0671239809	-0.0211386755	0.0994600476	0.0572613429	0.0099217624	0.0607185744	0.037579021	-0.0281635971	-0.0353949501	-0.0331423274	0.024756152	0.0287945462	0.0342311134	-0.0264566346	0.034690254	-0.1009390526	0.0460139887	0.0541240234	-0.0122273274	-0.0043280724	-0.0307217303	0.0214215861	-0.1653908234	0.1513863116	-0.0878502792	0.1232912281	0.1638746085	-0.0756300709	0.0747336005	-0.1588368787	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0829917587366395	0.0049124962059465	0.0068876320182005	2.413261897343969e-05	0.0814820883247762	-0.0137427324857667	0.0066393307177666	0.0001888626961753	0.3633800277327097	-0.0159286093208805	0.1320450445550249	0.0002537205948972	0.0020567119245561	3.3365795523300056e-05	1.1132763109026702e-09	4.2300639406112575e-06	-0.0012630392277814	-0.0002907977479088	1.5952680909146351e-06	8.456333018888813e-08	0.0019093023689252	0.0001713165929073	2.9349375005365554e-08	3.645435535983381e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.0383792060655	-0.2095156535499427	0.0438968090824596	734514.7834321598	901.1284772973312	-11.452449698197256	812032.5325962068	131.15860408973842	814.8531575472849	-1.2335567114488413	1.52166216036048	663985.6683647804	820.9101184413444	621.5393799166136	0.827976	23.438963	0.0780722988996421	0.0367409583223691	0.0605293087	-0.0330739151	0.0011271258	0.1418750513	-0.1004866566	0.0252014605	-0.0358753191	-0.0433397474	-0.0014040696	0.0690493132	-0.0439040545	-0.0871164514	-0.1343387415	-0.0310009721	0.0386424025	-0.036919012	0.045131647	-0.0406356566	-0.0066686423	-0.0118687529	0.0006290034	-0.0695009164	-0.0099872908	0.0312782176	0.0696929694	-0.0303019559	0.0181384108	-0.0596228737	0.0454254824	0.0439075205	0.0906124009	0.0305174224	-0.052526098	0.0090529298	-0.0569238023	0.0030485784	0.1041174028	-0.0235152306	-0.0352829094	0.0867960219	0.0560362983	-0.0024072318	0.0295726221	0.0489103183	0.021555826	-0.0379780488	-0.0076791252	-0.022323577	0.0456935912	-0.01641668	-0.0087218886	-0.0639371044	0.0250027505	0.0012143746	0.0218446421	-0.0190809021	0.0380735176	-0.0039796954	-0.0226478521	-0.0036515897	0.1444386587	-0.0514216036	0.0099366444	0.0166566763	-0.0917277419	0.067331965	-0.1148702961	0.1430531284	0.1334204024	-0.0469936154	0.0586137509	-0.0625486707	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0693274688666747	0.0136642898699648	0.0048062979394597	0.0001867128176504	0.1092834928612944	0.0278014045365182	0.0119428818119645	0.0007729180942031	0.3765544876153939	0.0131744598826841	0.1417932821432918	0.0001735663932004	0.0017551450807096	-0.0003015668438465	9.09425613075394e-08	3.0805342543391087e-06	-0.0012909478562377	-2.790862845630012e-05	1.6665463675247136e-06	7.788915423118047e-10	0.0017701349490185	-0.0001391674199066	1.936757076348772e-08	3.133377737736728e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
858.2946927808905	1.256313574824958	1.5783237982894651	736669.7796558432	906.9461557488692	5.817678451537972	822551.3294276521	33.84538256548926	814.914676882186	0.0615193349010496	0.0037846285666675	664085.9305979976	821.182170885181	625.9773514005873	0.813272	23.022715	0.0927558449540076	0.0500734943121133	0.0689392209	-0.0117834618	0.0465348971	-0.0114659843	0.0809899002	0.0034964166	0.0092441331	0.0225656457	0.0800283337	0.0227206695	-0.0850454417	-0.0582539558	0.0614941044	-0.0140247786	0.0571292677	-0.0144231464	-0.0301302396	-0.0652934162	0.117037918	-0.0169147683	0.0171553084	0.0389926566	-0.0739563583	-0.0201168612	-0.0979893119	0.0321038718	-0.0895761761	-0.0798422051	-0.1353249645	0.0156328379	0.01654281	0.0100790143	-0.0336098349	0.0461586076	0.0337727778	0.0599685235	-0.0440483736	0.1263950933	0.1211534508	-0.0528070775	0.0509159366	-0.0553409127	0.0337014011	-0.0635283571	0.079944192	0.0016463513	-0.0653406555	-0.1166542024	0.0507421518	0.004181639	-0.0489832587	-0.0444469844	-0.0157830152	0.0565197709	-0.0123369911	-0.0009648818	-0.0130423395	-0.0611995544	0.0594345823	-0.0321022803	-0.0049404452	-0.1366552753	-0.043942523	-0.1182559522	0.0041573435	0.08195683	-0.0742683161	0.1100922447	0.0773463533	-0.0407800789	0.0456860269	-0.0547148754	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0531267398377082	0.0162007290289664	0.0028224504857835	0.0002624636210699	0.1196893757574031	0.0104058828961086	0.0143255466691968	0.0001082823988475	0.3779157450097514	0.0013612573943574	0.1428203103262754	1.8530216936929584e-06	0.0024979205176043	0.0007427754368946	5.517153496541122e-07	6.239606912268534e-06	-0.0017199498199187	-0.0004290019636809	2.9582273830383683e-06	1.840426848421539e-07	0.0016461528369027	-0.0001239821121158	1.5371564124694817e-08	2.7098191624428078e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859.1120977932535	0.8174050123629968	0.6681509542361509	738073.5965747248	906.0049101177016	-0.9412456311675896	820844.8971573845	0.8859433381920742	814.5530163027206	-0.3616605794653651	0.1307983747392236	663496.6163678602	820.0645370690531	633.2066131141115	0.7923449999999999	22.430292	0.0838050744177004	0.0422607834195106	0.0613577127	-0.0165806478	-0.0626644175	0.03809044	0.0612496466	-0.0031314371	-0.003648318	-0.0004653024	0.0031231993	0.0172602294	0.0248655349	-0.0374729186	-0.0593537395	-0.0388716999	0.059856025	-0.0423668897	-0.0221899549	-0.0292172053	0.044313023	0.0501844248	-0.0549429973	-0.0441083592	-0.072048721	0.0814947487	-0.0448761353	0.0077897251	0.0231733311	-0.0745310396	0.0153525466	0.0077710573	-0.040729464	0.0404521547	-0.0686233512	0.0098844351	0.037624545	0.0295928345	-0.0016743157	0.0710706702	-0.0233879139	0.0617561079	0.0002700664	0.0888588479	0.0688052483	-0.0150771285	-0.0587514706	-0.0251781294	-0.113173443	-0.0402947602	0.0538047087	-0.0031333656	-0.055639238	-0.0440317993	0.0049894898	0.0312125321	0.0169795055	0.0084061039	0.0044707137	-0.0227344924	-0.0371683613	0.0439224895	0.0563892232	0.1013798425	-0.0200178482	0.0458049691	-0.0867345347	0.0804349903	-0.0297210584	0.0189556673	-0.0406653133	-0.0043731689	0.0898306842	-0.0504419938	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0535271136106558	-0.0004003737729475	0.002865151891488	1.6029915806429418e-07	0.0896864577185709	-0.0300029180388322	0.008043660698105	0.0009001750908448	0.3608984328124407	-0.0170173121973106	0.1302476788064757	0.0002895889144207	0.0022860155163268	-0.0002119050012774	4.490372956641723e-08	5.225866940886886e-06	-0.0013407807113574	0.0003791691085612	1.7976929159480556e-06	1.4376921288717084e-07	0.0015095375385693	-0.0001366152983333	1.8663739738723877e-08	2.278703580349861e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862.1861248117068	3.0740270184533074	9.44964211018093	743364.913817828	908.896685248927	2.8917751312254723	826093.1844564872	8.362363409574098	816.2993613908876	1.7463450881670042	3.0497211669650217	666344.647407171	821.9590574790989	625.1479886168333	0.812162	22.991278	0.1029592136500419	0.0474302625746475	0.0842965281	0.0016916798	0.0190544331	0.0514044753	-0.0999433429	-0.0297172582	0.0223381612	0.0043066083	0.0367075405	-0.001260683	-0.0072236682	-0.1142700623	0.0072832364	0.0089151492	0.0749122425	-0.0144638208	0.0423526597	-0.0026852426	0.0055815992	-0.0517095162	0.033247768	-0.0375425298	0.0567485731	0.0264090988	-0.0253108198	0.0770777622	0.0695729392	0.0498886972	0.0864359735	-0.1306126786	-0.03825366	-0.0066880781	-0.0717625529	0.0323058046	-0.0338881096	-0.022771292	0.1345234446	-0.0407212292	-0.0160568169	-0.0481739999	-0.0299719572	0.0344181782	-0.0031892066	-0.0489200136	-0.0290280214	-0.056042238	-0.097192243	0.0048354265	0.0745141488	0.0075577461	-0.0290576518	-0.0294877104	0.0194148709	-0.0102794676	0.0094276569	-0.0149458071	-0.0177976556	0.0038128058	0.001154877	-0.0203078141	0.0606680388	-0.0181766065	0.0218489404	0.0011298889	0.0719428333	-0.0035609428	0.0479545921	0.013961195	-0.0847172689	-0.0973238125	-0.0045412894	0.0436047069	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0361506146091272	0.0173764990015286	0.0013068669366176	0.0003019427175501	0.122410624611021	0.0327241668924501	0.0149843610176602	0.0010708710988049	0.3803535322222089	0.0194550994097681	0.1446688094739109	0.0003785008930439	0.0022088283687157	-7.718714761110025e-05	5.957855756337781e-09	4.878922762443259e-06	-0.0015133003356053	-0.0001725196242479	2.290077905743113e-06	2.9763020750636607e-08	0.0010911753435024	-0.0004183621950669	1.7502692626119504e-07	1.1906636302675803e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.2493140607294	1.063189249022571	1.1303713792371783	745199.3782263198	908.5294383701524	-0.3672468787746084	825425.7403851846	0.1348702699696919	816.8558647587614	0.5565033678738018	0.309695998454884	667253.5037907839	822.7416543123409	640.912679465595	0.75046	21.244579	0.0500523953372497	0.0234287280954394	0.0659948492	0.0037149476	-0.0014489055	-0.0908503224	0.0645936809	-0.0873831513	-0.0110993701	-0.0025765702	0.055382993	0.0008131859	0.0221369177	0.0995738744	0.0778935985	0.0124138173	0.0340531268	-0.0589507354	-0.0001561678	0.0006451592	-0.000288186	0.0439797309	-0.0465308915	0.0397123201	-0.0722009192	0.0678516329	-0.0187206147	0.0404141067	-0.0801294703	0.0312770302	0.1638912551	0.0410495534	-0.010632296	-0.0082643522	-0.0697673944	-0.014907052	0.0157189533	0.038814322	-0.0296793683	0.0553012529	-0.0341080273	0.0139345832	-0.0215733024	0.1585491356	-0.0071396616	-0.0323546289	0.000550578	0.0492281954	0.0136993005	0.105109966	0.0687435492	0.012333421	-0.019817751	-0.0171374523	0.0289852164	-0.019535492	0.0253653621	0.0080691138	-0.0226728619	-0.0693779329	0.0634814496	0.0312797314	-0.1048118516	0.0236861511	-0.0313539898	0.0279677497	-0.0084114069	0.0581991843	0.0727946505	-0.043013938	-0.082300189	-0.0172902323	0.0431288334	0.0389349004	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0205084403994959	0.0156421742096312	0.0004205961276196	0.0002446776140044	0.1187034038048011	-0.0037072208062198	0.0140904980748456	1.3743486106069675e-05	0.3711150780549204	-0.0092384541672885	0.1377264011597096	8.534903540109068e-05	0.0022859135982457	7.708522953000022e-05	5.942132611692817e-09	5.225400978644604e-06	-0.0013830028717465	0.0001302974638588	1.912696943259066e-06	1.6977429088035302e-08	0.0013130835731958	0.0002219082296933	4.9243262405658766e-08	1.7241884701966495e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.4394227701057	0.190108709376318	0.0361413213807293	745527.6367935733	912.245946984542	3.716508614389568	832192.6677897238	13.812436280831864	817.7816777499216	0.9258129911602282	0.8571296946010488	668766.8724634767	823.2621750223151	636.3542315835859	0.7732059999999998	21.888479	0.0471777931244109	0.0313266122578223	0.0735765657	0.0041758363	-0.0773027703	0.0730765271	-0.1541549182	-0.0307574569	0.0322267211	-0.0219862994	-0.0138876386	-0.1008172223	0.1113411609	0.0027096628	-0.0852546475	0.0338884726	0.0664996854	-0.0475754175	0.0182785454	0.0821638976	-0.0067065919	-0.0376560722	-0.0104262295	-0.0035575201	0.0787312714	0.0058987712	0.0527472616	0.1241078749	-0.0036431754	0.1128156185	0.1100666093	-0.0272775885	0.061056389	-0.0292175803	-0.0730846924	-0.0049819955	-0.0216510103	-0.0803093095	0.1003214237	-0.0302320362	-0.0457860666	0.0378430577	-0.0466623678	0.0533794313	-0.1195929606	-0.0159357293	-0.0526758542	0.048512925	0.1330283201	0.0357233549	0.0770718329	0.014287429	-0.0194443788	-0.0392788201	0.0193185936	-0.0311993874	0.0088254512	-0.02111904	-0.0088558787	0.0311839067	-0.0776069325	0.0243179031	0.09824199	0.0641106137	0.0487629989	0.0439754934	0.0274827075	-0.0099339885	0.0109007923	-0.0744590177	-0.0014031237	-0.0195359473	-0.018893314	0.0829499288	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.020617313632357	-0.000108873232861	0.0004250736214149	1.1853380833626732e-08	0.1186980868521203	-5.3169526808005685e-06	0.0140892358223534	2.8269985809872357e-11	0.3963165550960994	0.025201477041179	0.1570668118432396	0.000635114445057	0.0020069618124233	-0.0002789517858224	7.78140988135062e-08	4.027895716525416e-06	-0.0015042218258638	-0.0001212189541172	2.262683301405024e-06	1.4694034837292058e-08	0.0012760117951817	-3.707177801409983e-05	1.3743167251266952e-09	1.628206101442825e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.7021689791908	-1.737253790914906	3.018050734048212	742530.6280234419	908.8426968423944	-3.4032501421476127	825995.0476037564	11.582111530027746	816.6813486207207	-1.1003291292009862	1.2107241925682006	666968.4251849591	822.2103117929864	636.8480693304757	0.7790979999999998	22.055285	0.0603441688473842	0.0414527236265359	0.0837998955	0.0355797204	0.0607287298	-0.0437592281	-0.0316212465	-0.0283770094	0.0101462323	-0.0274898583	0.1006456406	-0.0659311794	0.0190922902	-0.0488424151	0.1137144866	0.0092282881	0.0319086241	-0.0620357579	0.0928436825	-0.006829669	-0.0154805693	-0.0929182012	0.0223731526	0.0798191295	0.1174551799	-0.0841195064	0.0355254523	-0.0362730812	-0.0278481529	-0.1098983906	-0.0653129924	-0.0409893444	0.0076348003	-0.0078264155	-0.0793380054	0.0063603706	-0.0845060126	-0.0062259381	0.01046528	-0.0534240968	0.1046134467	-0.1304081827	-0.0572661576	-0.1019819137	-0.0219411279	0.0163557152	0.0772164372	0.0193527273	-0.0100601374	0.0251183825	0.0886099414	0.0291953669	0.0004039684	0.0082756586	0.0228075044	-0.0605710881	0.0333086818	0.0052982787	-0.0262809787	0.0032888936	0.0429491387	-0.0938695638	0.0062856829	-0.0699084566	-0.0170157397	-0.0635519098	0.0846044866	-0.0367005284	0.0409595607	-0.0146415382	-0.0597054445	-0.0142300173	0.0038125986	0.0071242201	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0180379328359521	0.0025793807964048	0.0003253670209943	6.653205292862374e-06	0.125643707852717	0.0069456210005967	0.0157863413229789	4.8241651083929935e-05	0.3958672690899618	-0.0004492860061376	0.1567108947367442	2.0185791531111074e-07	0.0027579893275182	0.0007510275150948	5.640423284296201e-07	7.606505130704292e-06	-0.0016638790492464	-0.0001596572233826	2.768493490521104e-06	2.5490428978241464e-08	0.0011792989127743	-9.671288240740008e-05	9.353381623547594e-09	1.390745925670646e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.1654553425149	-0.5367136366759269	0.2880615277938988	741605.9414752809	917.8759779177212	9.03328107532684	842496.3108384131	81.60016698585804	816.2257691149441	-0.4555795057765408	0.2075526860835972	666224.506167282	822.286497311139	647.2118421626997	0.8317369999999998	23.54542	0.1485418305732177	0.0774807295352062	0.0872794821	0.0206628761	-0.0150419359	-0.0807171865	0.1463860706	-0.0251675395	0.0146298349	0.0030463743	0.0283682386	-0.0644840794	0.0784365626	0.1431011351	-0.0605557288	-0.0031255991	0.1005399188	-0.0362462274	-0.0242626539	0.0419340316	0.01820906	0.0092638864	-0.1212050126	-0.0106990794	-0.1562578082	0.0365955204	-0.0081162631	0.0637864614	-0.0567666456	0.0905652318	-0.0306333251	0.026524289	0.0172773403	0.0016934254	-0.0858458768	0.0522284187	0.0476188406	-0.0164099198	-0.1111495247	0.0556320044	0.0487759939	0.1033210677	0.01257114	0.1082668588	-0.1033385491	-0.0177886187	0.0301417107	0.091036032	0.0263275306	-0.0189742533	0.0936532985	0.0553972734	0.0068672193	0.0108582193	0.0100546559	-0.0454860953	0.0365456363	-0.028456025	-0.0198466176	-0.0631557773	0.0054523966	0.057192663	-0.1290584595	0.0960075849	0.0367521905	0.0319376961	-0.0322306773	0.0272900838	0.0532618596	-0.1183968047	0.0072434083	-0.0260282236	-0.0248606311	0.0029023993	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0282165312678159	-0.0101785984318638	0.0007961726367876	0.0001036038660371	0.1773852201637424	0.0517415123110253	0.0314655163325393	0.0026771840962319	0.4500698037214903	0.0542025346315285	0.2025628282219008	0.002937914760482	0.0029318554662266	0.0001738661387084	3.022943418936865e-08	8.595776474842793e-06	-0.0018929167791659	-0.0002290377299194	3.583133932847804e-06	5.24582817266778e-08	0.0014247787481224	0.0002454798353481	6.026034956253028e-08	2.0299944811012334e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
