global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
837.8483864886975	n/a	n/a	701989.9187417139	905.7674656647904	n/a	820414.7018568172	n/a	785.2114235624105	n/a	n/a	616556.9796929072	795.8784902551039	760.8493933467647	n/a	n/a	n/a	n/a	-0.227525512	0.0381554799	0.1157344794	-0.0501815393	-0.254707396	0.2181798838	0.0682934481	-0.0527039411	0.0127029794	-0.0785935229	0.1368532376	-0.0643084301	0.0830320292	-0.0868412483	0.2326907172	-0.0353251168	0.0733398012	-0.1861874181	0.1496288299	-0.0143977014	0.0045229804	-0.0399500421	0.1768204	-0.0350395294	0.1507840245	-0.0105168502	-0.0780379937	0.126281723	-0.1791551378	0.0328387761	0.0112824899	-0.0450158593	0.1805598666	0.077138823	-0.0634451673	0.07147166	-0.0031302843	0.0903689226	-0.1905949968	-0.2854643469	0.0298038709	-0.123959887	0.0771695276	-0.0584526566	0.0389979928	-0.166944595	0.0918303227	-0.13062026	0.0129245523	-0.062116849	-0.2213397344	0.0598291843	-0.1118883493	0.0017048571	-0.0285478212	0.0512481528	-0.0484696132	0.1180297986	0.0954104021	-0.0136815254	0.2206094624	-0.0552448305	0.2008918853	-0.0185340941	0.0383039812	-0.1123109042	0.1238203911	-0.0827791355	0.0367491548	-0.3296741885	0.1084515629	-0.1671843921	0.0136036591	0.1561451084	0.1560591586	-0.0264142372927693	n/a	n/a	0.0006977119317587	0.0289458346429256	n/a	0.0008378613431755	n/a	0.013575673928571	n/a	0.0001842989226148	n/a	-0.0010109335942474	n/a	1.021986731977967e-06	n/a	0.0003082166757002	n/a	9.499751917968225e-08	n/a	-0.0004288440300691	n/a	1.8390720212590718e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
834.6184068364827	-3.2299796522148654	10.432768553722063	696587.8850302685	890.5676198739272	-15.19984579086315	793110.6855679117	231.03531206602025	785.4161036958631	0.204680133452598	0.0418939570301733	616878.4559447907	794.9177754758439	757.63163354074	1.472353	20.397696	0.1760145630095914	0.085168898071953	-0.2072251812	0.1137673848	-0.0761040156	0.1170263856	-0.2249568349	-0.0211635313	-0.2291337619	-0.0163400332	0.0356093886	0.0158517556	0.0670576106	0.1612273061	0.331023935	-0.1518713213	0.2169760892	0.1125272727	-0.0376282375	-0.0881116298	0.0781697288	0.214374665	0.1512739494	0.0835819549	0.1167159698	-0.111653754	0.0037386351	-0.2467873803	-0.1161022617	0.0254156736	-0.1139541719	-0.0547960937	0.0917489168	-0.0856718038	0.0171975692	0.0681640236	-0.3442606846	0.1742593197	0.1380091701	0.122101637	0.0470852318	-0.1332463702	0.0414871102	0.1415386741	0.1112041414	0.2833702132	0.0558918634	-0.0161549824	-0.0412076039	-0.0191662435	0.0993624375	0.0126902704	-0.2377639352	0.1943224622	-0.0909506253	0.1858113139	0.1378850197	-0.0847212347	0.0911019198	0.2304803752	-0.1551127781	-0.108842772	0.3253078652	0.1187758144	0.1918618948	-0.25353125	0.1050009631	-0.3543556497	0.1700731331	0.0614152713	0.1506793504	0.1261399025	0.0688291024	0.0917563327	-0.0437352471	0.155915944	0.1551433414	-0.0373727673387236	-0.0109585300459543	0.000120089380768	0.0013967237385543	0.087795272300994	0.0588494376580684	0.0077080098384056	0.0034632563126708	0.0288452697531198	0.0152695958245488	0.0008320495871302	0.000233160556645	-0.0018036466452306	-0.0007927130509831	3.253141220851598e-06	6.283939811990933e-07	-0.0003808103093734	-0.0006890269850736	1.450164917250646e-07	4.74758186159615e-07	-0.0007658439836327	-0.0003369999535636	5.865170072664033e-07	1.1356896870186859e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.6545260239236	-2.9638808125590685	8.784589471055805	691649.250656077	885.5269778325007	-5.0406420414265085	784158.0284691623	25.4080721897964	785.0193406004767	-0.3967630953864045	0.1574209538606011	616255.3651168072	794.9875763515256	735.8936427491329	1.431587	19.832922	0.1227943159296948	0.0620432712383456	-0.0745244744	0.1222672894	-0.033860465	0.0696839729	-0.0717277931	-0.051441657	-0.0147841798	0.0623091819	-0.0988064291	0.0620939974	0.0581905833	0.1025036742	0.0909683312	-0.1158598712	0.0086441825	0.1428041076	0.0030148905	-0.0393588733	-0.1299699614	-0.0423536694	0.0680187546	-0.1388013906	-0.0635159806	-0.1808535057	-0.0307036576	0.0606095015	-0.1241048564	-0.1737645294	-0.1094567377	0.1595679789	0.0921188853	-0.087879097	-0.00862952	-0.0318302469	-0.1106842495	0.1449509324	0.099066927	0.1326086608	0.1643953792	0.0162971673	-0.0376132519	-0.0152434355	-0.054393515	-0.0562007701	-0.1182613359	0.0959347759	0.1001161261	0.1233340555	0.1671570785	0.1307713857	-0.1653527109	0.1986205642	-0.2196765661	-0.1161493443	0.1471630771	0.0747916338	0.0874068391	0.1497968924	-0.2460683547	-0.2840269517	0.0219010646	0.1238251641	-0.0297362178	0.3767511784	-0.2396171587	0.2493964855	-0.170187087	-0.1597033414	-0.105151845	-0.0127418528	0.0331969672	-0.0503609694	-0.1951861557	0.1554579513	0.1533170814	-0.037260593226577	0.0001121741121465	1.258303143587736e-08	0.0013883518075964	0.065372679915896	-0.022422592385098	0.0042735872793861	0.0005027726492682	0.07071674526955	0.0418714755164302	0.0050008580615184	0.001753220461923	-0.0017420588861375	6.158775909309989e-05	3.0347691627706275e-06	3.793052070109708e-09	-0.0008548846087081	-0.0004740742993347	7.308276942060012e-07	2.2474644128968678e-07	-0.0001337445637401	0.0006320994198926	1.788760833002967e-08	3.995496766285615e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.6864454590927	-0.9680805648308706	0.9371799800032574	690039.9706694622	885.0486496045039	-0.4783282279968261	783311.112166756	0.2287978936985837	783.4629092632524	-1.5564313372242395	2.4224785074936346	613814.1301912393	793.4851057232551	728.1166081265175	1.215595	16.840616	0.143156148033407	0.0711541041050159	-0.0348923149	0.0648233803	-0.0740281401	-0.061809479	-0.0842326922	-0.1153601897	-0.0842490504	-0.01680963	-0.0831686441	0.1128397809	0.0061349409	0.0023287284	-0.0296244598	0.0336781166	0.2255607404	-0.0169585553	-0.0311620076	-0.0162160519	-0.0445538012	-0.089470815	-0.0267517817	-0.032123113	0.1578510559	-0.1349003572	-0.2031555661	0.0476698971	-0.0677991312	-0.0196750851	0.0945995357	0.0312786157	-0.1865384501	-0.0950365727	-0.059064277	-0.0186873165	-0.0322734702	0.0386078017	-0.1248457879	0.0596212714	-0.1148329109	0.0549753557	0.0490771416	-0.0437873075	0.0730209931	0.0198942579	-0.1890474975	-0.0236756991	0.0077641597	0.0398994237	0.1600391484	0.0557704777	-0.0690958308	0.113964127	0.0363715594	0.0237613595	0.2003548045	0.0702282736	0.0680902661	0.0792962251	0.0282959892	-0.0231540502	-0.0292823788	0.0033024448	-0.0178786856	0.2133831706	-0.0640925895	0.2743737991	-0.0449754017	0.0463594713	-0.1004692195	-0.1365645676	-0.1837089861	0.0677945635	0.30072807	0.1547718027	0.1505910958	-0.0205844601819507	0.0166761330446263	0.000278093413322	0.0004237200009823	0.1061474357614287	0.0407747558455326	0.0112672781187266	0.0016625807142628	0.0449755572794572	-0.0257411879900928	0.0020228007525977	0.0006626087591412	-0.0015219933071952	0.0002200655789423	2.3164636271469823e-06	4.8428859035209725e-08	7.913612621890387e-05	0.000934020734927	6.262526472934284e-09	8.723947332735804e-07	-0.0001789396729339	-4.5195109193800015e-05	3.201940654969111e-08	2.0425978950395068e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.9514767528417	-0.7349687062510384	0.5401789991683251	688819.4537642227	885.8997013568878	0.8510517523839098	784818.280864223	0.7242890852357238	783.143928579036	-0.3189806842163989	0.101748676903162	613314.4128702063	793.4106602218916	718.9616854980369	1.188508	16.465351	0.1212321713401666	0.0855759661762795	0.0021045393	0.1061700459	0.0099112252	0.0239503638	-0.0783282528	-0.0895510102	-0.0319602433	0.0187206387	-0.0009088523	0.1362959857	0.0454155926	-0.0645539605	-0.1103990208	0.0761085355	0.0904476346	-0.0770894263	-0.1053382199	0.0577489753	-0.031023455	-0.0050731018	0.1568582732	0.014456899	0.1890322053	0.1694210991	0.0234484326	0.0243342489	-0.005639711	0.0195444577	-0.0303789519	-0.1010604503	-0.0714354311	-0.1087704978	-0.023743085	0.0060099281	0.0771497048	-0.0093567505	-0.2053277537	-0.0084379373	-0.0829735905	0.0577568911	-0.0594047252	0.1746793466	0.024124371	-0.0084204344	0.0314643925	-0.1085635541	-0.0828213271	-0.1803393722	0.0640423947	0.0635152654	-0.0328142645	0.0341103711	-0.0547496845	0.1003562349	0.0357218043	-0.0401456782	-0.0967529638	-0.0730499024	-0.0967478077	-0.0378660467	0.0691488633	-0.1086977236	-0.1326677581	-0.0881907935	0.1554863937	-0.216371293	0.0235432184	0.1964998586	-0.0538607068	0.0465112612	-0.3062233443	0.0030493645	0.0393173717	0.1538585052	0.1469813818	-0.0192623674224847	0.001322092759466	1.747929264632425e-06	0.0003710387987187	0.0270181260188167	-0.079129309742612	0.0007299791335686	0.0062614476603422	0.0448471569192747	-0.0001284003601825	0.002011267483742	1.6486652494996402e-08	-0.000858998568897	0.0006629947382982	7.37878541367094e-07	4.395620230110987e-07	2.703480372812095e-05	-5.210132249078292e-05	7.308806126180223e-10	2.7145478052885623e-09	-8.098836416476067e-05	9.795130876913934e-05	6.559115130083891e-09	9.594458889587272e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.3657588397256	-0.5857179131161274	0.3430654737451113	687847.5619357938	883.634665617576	-2.26503573931177	780810.2222810854	5.130386900359618	783.7714235105237	0.6274949314877176	0.3937498890427754	614297.6443117127	793.9146644678656	719.9129933081871	1.181522	16.368574	0.0648376225013637	0.037494574508936	0.0187469633	0.0767642252	-0.0145023477	-0.0865480321	-0.0349602613	-0.1193342507	0.0230026977	0.0339804464	-0.1265411267	0.0690392646	0.0931639592	-0.0263493046	-0.1762423817	0.102174994	0.0005652217	-0.1603259655	0.0368203828	0.137153983	-0.0020391812	-0.0986817608	-0.0788650528	0.0202677086	0.0060182747	0.0317720551	0.0260004608	0.0367961995	0.1041663107	-0.0514821012	0.1280039523	0.1110654624	-0.0418229782	-0.1122358546	0.0275081478	-0.0534227731	0.1007246377	-0.0670468951	-0.089464416	-0.0509819201	-0.1426009571	0.1306521378	0.1234527348	-0.0946083488	-0.0814364877	-0.1240253375	0.021992621	0.0997099122	0.0220392754	-0.057172836	-0.0212659112	0.0191284832	0.0286254955	-0.0388403492	-0.0430485898	-0.0797830717	0.0921953075	0.0882558739	0.0264132739	-0.0612597552	0.0395450579	0.0753499775	-0.0420840596	-0.0306943963	-0.1394593989	0.0420154295	0.0494882925	-0.0074527227	0.0418848942	0.0914246286	-0.0078520385	0.0032328419	-0.1407439949	-0.0470789353	-0.0718192094	0.152719399	0.1425091225	-0.0263433785186038	-0.0070810110961191	5.014071814336183e-05	0.0006939735917744	0.0573064420900237	0.030288316071207	0.0032840283050172	0.0009173820904293	0.0449111981410794	6.40412218047004e-05	0.0020170157184672	4.1012780902388344e-09	-0.0006029943899855	0.0002560041789115	3.636022343539853e-07	6.55381396201513e-08	2.711244262854073e-05	7.763890041978188e-08	7.350845452859125e-10	6.027798858392808e-15	-0.0003729916285975	-0.0002920032644327	1.3912275500381536e-07	8.52659064393763e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.6989894184017	0.3332305786760798	0.111042618564795	688400.413041917	888.2519830098519	4.617317392275822	788991.5853209342	21.3196199010128	785.5869552646441	1.815531754120343	3.29615555021929	617146.8642819739	795.5679683239055	712.0804748255122	1.121063	15.530989	0.1059808865424069	0.0538604504144504	0.0525541673	0.0164612394	-0.0524407923	-0.1006782528	-0.0039646814	-0.0920585592	-0.0357243117	-0.0582800133	0.0155884758	-0.0225454389	0.0029851997	0.1749595822	0.0512374286	0.0225034471	-0.1191518792	-0.0279384134	-0.0458685323	0.078146529	0.0761248219	0.1909358036	-0.1280239837	0.0863152188	-0.1077872085	0.0343123182	0.0753325219	-0.061942576	0.0124711949	0.152258426	0.0791294636	0.0101224967	0.053697298	-0.015586143	-0.0148199174	-0.0554976236	-0.1213233255	-0.0651010845	0.0332110449	-0.1604710312	0.0442481808	-0.0396062124	0.0204934772	0.0178478255	-0.088656514	0.1170934744	0.1113758997	0.0489632769	0.0445008797	-0.0470224635	-0.2126308403	-0.0015332534	0.0369347272	-0.0683191634	0.1454898884	0.114892682	0.0830697088	-0.0466214203	-0.1099575995	-0.0364442679	-0.0389571472	0.0959661085	-0.0755550713	-0.0151116452	-0.0442151611	-0.0553949167	0.0125220216	0.0386582402	-0.1538759176	-0.005371292	0.1390887683	0.0796598008	-0.0362762518	-0.0537335338	-0.1537293132	0.1513561561	0.1372005631	-0.0370614542556637	-0.0107180757370599	0.0001148771475053	0.0013735513915446	0.0427558695667045	-0.0145505725233192	0.001828064382405	0.0002117191607563	0.0062921346684845	-0.0386190634725948	3.959095868634455e-05	0.0014914320635003	-0.0002590024255853	0.0003439919644002	6.708225645906886e-08	1.1833047157190846e-07	4.598630622409949e-05	1.887386359555876e-05	2.114740360136651e-09	3.562227270237581e-10	0.0001060060395954	0.0004789976681929	1.1237280430701512e-08	2.2943876613423555e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.8265198358617	0.1275304174600933	0.0162640073775456	688612.0530228978	881.733813744325	-6.518169265526922	777454.5183001119	42.48653057405977	784.9044088751945	-0.6825463894496124	0.465869573750702	616074.9310717185	794.9032714095206	716.0177465379725	1.048526	14.526067	0.0729523225636929	0.0346104679291082	0.0289294716	-0.039921619	-0.0726634333	-0.0306579542	0.094910815	-0.0085376586	-0.0151057559	0.0177376315	-0.0566068035	0.0065939459	-0.0270534666	0.1329907723	-0.0191534319	0.060000992	-0.0114062161	0.0960473832	0.0879404899	-0.0491445529	-0.0313285748	0.0645386615	-0.0094021813	0.0239304816	0.0455545137	-0.0969381854	0.0508688476	-0.0095457424	0.003334444	-0.0241796637	0.1422046904	-0.0049264129	0.096506568	0.0150916668	-0.0312762384	-0.1256024872	-0.0317661672	-0.0759709427	0.0033601995	0.116973784	0.0851425382	0.0035621792	0.037083311	0.0426541979	-0.0232686658	0.0537246942	0.0225939342	0.0349631635	0.0992992522	-0.076831183	-0.0726291103	-0.0336786095	0.0594864158	-0.0535026414	-0.0506454862	-0.0954385051	0.0361286659	-0.0341971105	0.0313003643	-0.0753989335	-0.0566355935	0.0688670224	-0.0266374082	-0.0630283486	-0.0694561099	-0.0407691372	0.0861906222	0.0345199909	-0.0555552518	0.0485232466	0.0759125965	-0.0382637354	-0.0469700706	0.0326433795	-0.1340624214	0.1497707771	0.1310868562	-0.027812494997633	0.0092489592580306	8.554324735671176e-05	0.0007735348779933	0.0186994117519105	-0.0240564578147939	0.0003496679998674	0.0005787131625949	-0.0060549801686846	-0.0123471148371691	3.666278484316378e-05	0.0001524512448022	-1.2997637362009197e-05	0.0002460047882232	1.6893857699429738e-10	6.051835582878615e-08	2.700114748410698e-05	-1.8985158739992507e-05	7.290619654584966e-10	3.604362523827138e-10	-0.0001749998265153	-0.0002810058661107	3.06249392803851e-08	7.896429678862467e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.3739965965423	-1.4525232393194756	2.1098237607631427	686203.4782373282	886.4553513893715	4.72153764504651	785803.090006854	22.292917733591345	784.5168207155779	-0.3875881596165982	0.1502245814749816	615466.6419856781	794.892340663694	711.2016415370425	1.033256	14.314524	0.1341345735706462	0.0684975279738856	0.0654021242	0.0102360487	-0.1380233547	-0.0629829914	0.1076634807	-0.0622662116	0.0152436472	-0.1002112031	-0.041677035	0.0897691308	-0.0148353854	0.1351097722	-0.0776768885	0.0842102036	0.0068827623	0.0969447483	0.0317423382	0.2064753009	-0.0267234382	0.0673987017	0.01180865	-0.0074664254	0.0203903218	-0.0126737666	0.0625442819	-0.0714200813	0.2033425091	-0.1078905463	-0.0074267568	-0.0489299434	0.0730273119	-0.0385550415	-0.0861508054	-0.1311839822	-0.026741119	-0.0499039277	-0.1250696056	-0.0154688657	0.124660709	0.0926307047	0.0730792613	-0.0579516917	0.0577031008	0.0711817583	0.1233024043	-0.0776655781	0.111239041	-0.0295771597	-0.0030695995	0.0136298963	0.0787317583	-0.0404081645	0.0706143662	0.0563989667	0.1340036301	-0.0229021695	0.0486219075	-0.0280520936	0.0276839925	0.1443087355	-0.1047785771	0.0180493987	-0.1051621183	-0.0529245957	0.0175238844	-0.0258960339	-0.066021796	0.0190828822	0.1536799477	0.0440169887	-0.039846771	0.0860453164	-0.0251441751	0.1479655889	0.1242038795	-0.0173496266305477	0.0104628683670853	0.0001094716144669	0.0003010095442194	0.0657385169227353	0.0470391051708247	0.0043215526072007	0.0022126774152719	0.0166721162859317	0.0227270964546162	0.0002779594614516	0.0005165209132574	-0.0006570364083685	-0.0006440387710064	4.316968419217784e-07	4.1478593855955124e-07	-0.0003979394601991	-0.0004249406076832	1.583558139835511e-07	1.8057452005817326e-07	-0.000184130519388	-9.130692872699986e-06	3.3904048170094644e-08	8.336955233557432e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.6102739167819	0.2362773202396511	0.0558269720596306	686594.9860404443	885.6980708745809	-0.7572805147905228	784461.0727509542	0.5734737780813993	784.0280653849011	-0.4887553306767813	0.2388817732649698	614700.0073111907	794.0638727958248	706.501732998921	1.061776	14.709634	0.1356542098036981	0.0827703520515575	0.099941215	0.0858726342	0.0138012668	-0.0770098845	0.0666063923	-0.0404522921	0.0084760376	0.0880443467	0.0204342257	0.0957034066	0.0206421291	0.0354046736	-0.0954757952	0.031506447	-0.1171250179	-0.0387350271	0.066924624	0.0461197395	-0.0245560403	-0.0441331874	0.0493803505	-0.1709732887	-0.059707385	-0.0458602987	0.0638484002	0.0249806415	-0.0675175844	-0.0902281005	-0.0412870886	-0.0032707637	-0.0734335532	-0.0676687973	-0.0397678473	-0.0940401795	0.1077503727	-0.0956328852	0.0046587475	0.0297418087	0.0368087844	0.0533815583	-0.006578503	0.0790762716	0.0111879406	-0.0933801049	0.0735539431	0.0040903416	0.0912098231	-0.0209040364	0.0106587986	-0.0063475207	0.1049444039	-0.0841811531	-0.1037601155	-0.0223059763	0.0316525643	0.014494336	-0.0990963864	-0.1062264687	-0.0350038223	0.0462835381	-0.0787789436	0.0479359191	-0.0664999982	-0.0061404259	0.0261362524	0.0081877681	-0.0022677639	0.0299861043	-0.0027418699	0.0141484179	0.0343613715	-0.0123825431	-0.0102035734	0.1459432408	0.1165920251	-0.0190265660546486	-0.0016769394241008	2.812125832103855e-06	0.0003620102158319	-0.0093021205746453	-0.0750406374973806	8.652944718523941e-05	0.0056310972760132	-0.0017603071293308	-0.0184324234152624	3.098681189572842e-06	0.0003397542329595	-0.0001709996123508	0.0004860367960177	2.9240867424123873e-08	2.3623176708315134e-07	-0.0002610002707053	0.0001369391894938	6.812114130823988e-08	1.875234161921887e-08	2.9776844395829538e-06	0.0001871082038275	8.866604621734449e-12	3.500947993958432e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
