global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
833.8564406416621	n/a	n/a	695316.5635995817	910.1736378479004	n/a	828416.051033281	n/a	783.9643791700437	n/a	n/a	614600.147807472	794.1431685839694	720.9436699508072	n/a	n/a	n/a	n/a	-0.1767708209	-0.1064587403	0.159028503	-0.0525412054	-0.1285712096	-0.1928210041	0.0001044944	-0.0565455455	0.2300765695	-0.2878463576	-0.0109665005	0.0103259814	-0.0085300015	0.0948249809	-0.0455886347	0.3192641942	-0.2821455734	0.0125643312	-0.0087401457	0.0702732636	-0.0443366666	0.0278839478	-0.0151804407	0.1217190806	-0.0315407408	0.1800910042	-0.0178310019	0.1132288603	0.2291980209	-0.0673939855	0.0008735552	-0.0578104817	0.040458155	-0.0974272198	0.087852291	-0.3093618064	0.2734594763	-0.2217474032	0.0201085696	-0.054895486	0.0213972895	-0.1478664951	0.0155566814	-0.0370662411	0.1905272403	-0.0530990849	0.0813044983	-0.0335675712	-0.0461185549	0.0871265622	-0.2739915834	0.0863926466	-0.247622619	0.0741030324	-0.1403598074	0.0018392127	-0.0197740294	0.0001982869	-0.081096246	0.1256551604	-0.1432781271	0.0609580434	-0.0167234472	0.100316868	-0.2663183803	0.2906545898	-0.1269804229	0.0486741155	-0.1545246813	0.4216443232	-0.0410542234	0.1561451084	0.1560591586	-0.049620845413159	n/a	n/a	0.0024622282995166	0.0545071911517851	n/a	0.0029710338872572	n/a	-0.062655031105578	n/a	0.0039256529228409	n/a	0.0010390440255502	n/a	1.0796124870315648e-06	n/a	0.0009719196236857	n/a	9.446277549053528e-07	n/a	-0.0011180051563382	n/a	1.249935529598803e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.2395755130897	-4.616865128572385	21.315443615427707	687638.2735971292	899.989029045105	-10.184608802795424	809980.2524015509	103.72625646597804	783.354460874112	-0.6099182959317204	0.3720003277122536	613644.2113713706	793.7068818332227	714.620826869816	1.462705	23.331196	0.1491506106496716	0.1053367814808559	-0.0926813301	-0.1343515599	0.1465623019	0.1471218292	0.0025225622	-0.3099705135	-0.1397103248	0.1702317591	0.1189443856	0.1223485353	0.019649354	0.1012196939	0.1045448545	-0.011298892	0.00420923	0.2556492798	-0.0986299322	0.1325822929	0.1668632699	-0.048013643	0.0021983822	-0.0608283778	-0.0112190483	-0.1034269244	-0.0581324821	-0.1089615975	0.1645110288	0.0375233136	0.2044451835	0.0377933622	-0.0055975756	-0.153904007	0.0538463427	0.0290812665	0.1279252545	-0.2379104399	-0.1011196731	-0.188913413	-0.1385056537	-0.0006141751	0.2528612292	0.0228691569	0.0099589991	0.0163460687	-0.1915683017	-0.1018495238	0.2762941721	-0.0389631158	-0.0953610827	0.1708424643	-0.0622435383	0.1671556682	-0.1094044082	0.0092095721	-0.0343520806	-0.1487369031	-0.078120873	0.042445771	-0.0180565528	-0.0022104541	-0.0040796626	-0.0551582781	-0.076842825	-0.1237493626	-0.0215095277	0.0650945251	-0.145555008	0.1162054888	0.0270159969	-0.0449651412	-0.2005277976	0.155915944	0.1551433414	-0.0496720225686573	-5.117715549830121e-05	2.6191012448973012e-09	0.0024673098260612	0.0649068665196779	0.0103996753678928	0.0042129013214032	0.0001081532477575	0.0348425640278975	0.0974975951334755	0.0012140042680381	0.0095057810568111	0.0009507030947873	-8.834093076290003e-05	9.0383637443815e-07	7.804120048055498e-09	0.000909789491537	-6.213013214869994e-05	8.277169189111531e-07	3.8601533208149185e-09	-0.0004444329593937	0.0006735721969445	1.9752065539544218e-07	4.536995044966404e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.7046477181876	-3.534927794902046	12.49571451517104	681788.1652634164	893.8123759841919	-6.176653060913054	798900.5634625065	38.1510430348866	783.0801088847811	-0.274351989330853	0.0752690140497965	613214.4569310007	792.3167657501127	676.5322669388412	1.393254	22.223402	0.1670341860225561	0.1169697420654917	0.0450403314	-0.0768807768	-0.0734797478	0.1421571223	0.0329758924	0.0021239368	-0.1054801742	0.0203463844	-0.0921609258	0.0706144444	0.0355330235	0.0973552541	0.0224522447	-0.0890452699	-0.1413082273	0.0713396579	-0.0607142093	0.1328870962	-0.0792849871	-0.226878664	0.0252694669	-0.206221614	-0.1569442004	0.0608809884	0.0085823791	-0.1428770816	0.030013615	-0.0444558593	-0.0930074305	0.110663715	-0.0123352302	-0.0964206523	-0.0731865445	0.0912792986	-0.0264888557	-0.0741386486	-0.0218858638	-0.0670313044	0.0186653698	0.1581181943	0.2163059278	0.2354882912	0.0583845047	0.0451528637	0.1065683364	-0.137795208	-0.0486164632	-0.0223646487	-0.1301842623	0.1776990446	0.088597229	0.0459640039	-0.0476861953	-0.0147015783	0.0436071762	0.0999569142	0.0120857869	0.0575221049	-0.0648453796	0.0550741292	-0.136639393	-0.0146366183	-0.0885619266	-0.0929744534	-0.0281014931	0.0495165291	0.0674736487	0.0957040771	0.0468970241	-0.114374267	0.064590676	0.1554579513	0.1533170814	-0.0499815216141712	-0.0003094990455139	9.578965917401697e-08	0.0024981525028678	-0.0485826422226836	-0.1134895087423615	0.0023602731253372	0.0128798685945825	0.0419869853730432	0.0071444213451456	0.0017629069407161	5.104275635697342e-05	0.0014812078396427	0.0005305047448554	2.1939766642189946e-06	2.8143528431409305e-07	0.0006810505976444	-0.0002287388938926	4.6382991655179443e-07	5.2321481579210156e-08	-0.0006070044584364	-0.0001625714990427	3.684544125616673e-07	2.6429492300990623e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.8434461733918	-0.8612015447957901	0.7416681007586553	680366.7106951971	887.3762001800537	-6.436175804138202	787436.5206459907	41.42435898177403	782.4710048407384	-0.6091040440427378	0.3710077364692174	612260.8734164748	791.5871819981768	664.6010434194045	0.936578	14.939088	0.0849304203309711	0.0600647555357298	0.0922488954	-0.0226918093	-0.1381452366	0.1557009997	0.0865009443	0.1291150607	-0.1582774981	-0.0105348026	-0.1211845299	0.1851499084	0.0600674547	0.100925821	-0.1375899123	-0.0757628845	-0.0472089051	0.0181535648	-0.1668809271	0.0364783457	-0.0471092081	-0.1713724865	-0.0069889461	-0.132258337	0.1775825727	0.1259715449	0.1255339294	-0.0222098785	-0.1778195729	0.0520018886	0.0705014262	0.0509114774	-0.0560869353	-0.0138433959	-0.2010589082	0.1013192266	-0.0015274584	-0.0256490733	0.0013710511	-0.1825767315	-0.0884350616	0.0916162003	-0.0948413694	0.1721097074	-0.1218434539	0.0291555927	0.0956684465	-0.1235168378	-0.0512673514	-0.0141488705	-0.1436093804	0.195648792	0.0674329635	0.0572458757	-0.0628917391	-0.1236393906	-0.007652404	0.0791817528	0.0249683495	-0.0032961019	-0.0437756956	0.0732523331	-0.0139218212	0.0384346097	0.0559691356	-0.0142787896	-0.0473628718	0.0097825785	-0.0373975363	0.0911982513	0.0148142696	-0.0181717851	-0.0258112946	0.1547718027	0.1505910958	-0.0499421217727018	3.939984146940356e-05	1.5523475078141324e-09	0.0024942155271593	0.0085869030235414	0.057169545246225	7.373490353570443e-05	0.0032683569036601	0.05888534928782	0.0168983639147768	0.0034674843607485	0.0002855547029962	0.0014267049653122	-5.450287433050004e-05	2.0354870580464857e-06	2.9705633102862804e-09	0.0005960123642012	-8.503823344319995e-05	3.55230738280704e-07	7.231501147140171e-09	-0.0006839255772327	-7.692111879629992e-05	4.677541951930818e-07	5.916858516874485e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.1634070967908	-0.6800390766010196	0.4624531457043674	679245.3215973906	882.8639143753052	-4.512285804748558	779448.6913060861	20.36072318373534	781.7100269205175	-0.7609779202208529	0.5790873950636547	611070.5661880763	789.7132870200221	657.288280688323	0.982419	15.67029	0.06984267271344	0.0288470125743961	0.107664747	0.0240744114	-0.173892685	0.0688151389	0.1130774805	0.2167144996	0.0511725465	0.0091787635	-0.0802945587	0.106073459	0.1132393999	0.1554080839	-0.0832166971	-0.0730629077	-0.0307625247	-0.0465474186	-0.1798083009	0.0710118605	-0.0774348184	-0.0724696462	0.1074587249	0.1833235432	-0.1797070368	0.0681215154	0.0488025783	0.0724010726	0.0287598276	0.0082101095	-0.054022307	-0.1277717752	-0.0613976465	-0.0970855315	-0.2166698119	-0.0083052144	-0.0756578552	0.0789552157	0.1490359163	-0.0622527261	-0.0669237604	0.2040028645	0.0509577265	-0.0059137887	0.2025534016	-0.045567223	0.0774856916	-0.0025373368	-0.0477134861	-0.0133327119	-0.1479525922	0.1803162209	0.1047612719	0.0374640298	-0.0468687576	-0.1079167087	-0.0455731409	0.0918780824	0.0977213776	-0.0615301983	-0.0270859552	-0.0040096667	-0.1187253043	0.0264341681	-0.0564697445	-0.1264434533	-0.0542708467	-0.104249719	0.0669525809	-0.1013923124	-0.0495816395	-0.0967696329	0.2028247135	0.1538585052	0.1469813818	-0.0638324123254676	-0.0138902905527658	0.0001929401716402	0.0040745768632885	-0.0031798789383827	-0.0117667819619241	1.0111630062769888e-05	0.0001384571577394	0.0762093608835101	0.0173240115956901	0.005807866686273	0.0003001213777676	0.0015540940098221	0.0001273890445099	2.415208191364933e-06	1.622796866114528e-08	0.0004967095601737	-9.930280402750007e-05	2.467203871679505e-07	9.861046887724084e-09	-0.0003733856537089	0.0003105399235237	1.394168463956226e-07	9.643504410216753e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.4781243729656	1.314717276174747	1.728481516272346	681414.1338183092	884.3707511520386	1.506836776733394	782111.6254932209	2.270557071716284	782.4481248920466	0.7380979715291005	0.5447886155753728	612225.0681470798	791.2364979492374	656.5044639141529	1.063802	16.968407	0.1484224904356118	0.08172060409594	0.099291174	0.0730324887	-0.1529055514	-0.0042626895	0.1140120867	0.1053760595	0.053984448	-0.098114192	-0.1799712608	0.1012474227	0.0558311986	0.0849281591	-0.0964175705	0.0701034967	0.0149889709	-0.0956453788	-0.1583643481	-0.0676120957	-0.122334298	-0.0838461733	0.2044101962	-0.0620238988	0.2045341965	-0.1193787782	0.0708599616	0.1815885095	0.0218978912	0.0218783751	0.0178029942	-0.1677210968	-0.0250773858	-0.023694182	-0.1443137135	-0.0695480479	-0.0773844524	0.0981786817	0.0914884806	-0.1389738631	0.0638892498	-0.0723968753	-0.2255915355	0.2837066285	0.0513094083	-0.0061082385	-0.1249719686	0.0396011164	0.1097702622	-0.0090671501	-0.1278167418	0.20186931	-0.0081148409	-0.0396032339	-0.1647250535	-0.0954551005	-0.0810530771	-0.0266948022	0.1387654531	-0.2390024515	0.0623400298	-0.1072229204	-0.0858654348	-0.1612175627	0.0001188364	-0.1282770227	-0.0973631141	-0.2880332099	0.006802554	0.2263861611	0.070051256	0.0015868154	0.148993554	0.152719399	0.1425091225	-0.066701419834203	-0.0028690075087353	8.231204085180072e-06	0.0044490794078986	0.0626693854480464	0.0658492643864291	0.0039274518724358	0.0043361256202338	0.0380717516688378	-0.0381376092146723	0.0014494582751336	0.001454477236611	0.0017087906724279	0.0001546966626058	2.9199655621765947e-06	2.3931057421372732e-08	0.0009089537755992	0.0004122442154255	8.261969661760408e-07	1.6994529315178606e-07	-0.0006377769621931	-0.0002643913084842	4.067594535042589e-07	6.99027640019874e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.544820709931	5.066696336965379	25.671411771018384	689804.6992080914	901.2391346740724	16.86838352203381	812231.9778680707	284.54236264642174	785.8451766102763	3.3970517182297044	11.539960376327388	617552.6416016364	794.1670777373519	685.2889001059842	1.633766	26.059746	0.3012299516895872	0.1437285832756832	-0.0284959227	-0.0411554325	0.0003936095	-0.2785008627	-0.1071334651	-0.0275931107	0.1370540201	-0.0879945007	0.1276756753	0.1928231301	-0.1773847636	-0.1107352189	0.0337474994	0.1767563515	0.0997663765	0.0054419561	0.0239240891	-0.0019228743	0.0095245815	-0.0112717025	-0.1264554653	-0.017769387	-0.2945336816	-0.1385738544	-0.1267183966	0.1352559348	0.1328933578	0.1438685678	-0.0867176482	-0.2845793456	0.1362263371	0.1311409654	0.1199393464	-0.2289778632	0.0430970934	0.0354737167	0.0246334455	0.0978181159	-0.0819021516	-0.0478055385	0.1927793068	0.0662893164	0.1511343251	-0.0630899064	0.0224940962	0.1128381285	0.0616817163	-0.0417776109	0.0508604687	-0.1063465561	-0.0716552474	-0.1610360528	-0.1180039967	0.2061296148	-0.1280204659	0.0606579046	0.0075966281	-0.2004821412	-0.0289604528	-0.054972956	-0.1561904958	0.0020566839	0.193464062	0.0461205249	0.0566451821	0.1253044493	0.3978298531	-0.1804748402	0.1231776441	0.1753199547	0.1691223115	0.1513561561	0.1372005631	-0.0476510178916811	0.0190504019425218	0.0003629178141716	0.0022706195061133	0.0010352429934812	-0.0616341424545652	1.071728055551916e-06	0.0037987675161096	-0.0805508752582824	-0.1186226269271202	0.0064884435048753	0.0140713276190907	0.000339592904679	-0.0013691977677489	1.153233409083204e-07	1.8747025272085704e-06	0.0003579120019296	-0.0005510417736696	1.28101001125254e-07	3.036470363289387e-07	-0.000519560896304	0.0001182160658891	2.699435249682158e-07	1.397503823429604e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.6091572360514	0.064336526120428	0.0041391885932445	689911.5720843835	904.2846694183348	3.0455347442624543	817730.7633450271	9.275281878509771	786.7263402960468	0.8811636857705025	0.776449441120657	618938.3345156113	795.8770145814111	702.366932007206	1.24415	19.845095	0.1340249526951405	0.0708375224288217	-0.083734843	-0.0814344007	0.0569140083	-0.0388821857	-0.1373863506	-0.0832887066	-0.0339276579	-0.0964237493	0.016959193	-0.0525320775	-0.1714284663	-0.0893218709	0.1501029318	-0.041628023	-0.0625490247	0.2044965661	0.0410315692	-0.0266455195	0.0920884853	0.0172105052	0.0802455652	0.0688242315	-0.0158447022	0.0174293345	-0.120423415	-0.0834061005	0.1299787227	-0.1034655615	-0.0602851456	0.0194444235	0.1370139389	0.0404170694	0.1859304498	0.0308979065	0.0551364155	-0.1562129199	0.0271689913	0.0876358175	0.0211744394	0.1016966974	0.0800895384	-0.0249219073	0.040091964	0.2086377869	-0.0063791606	0.1389824196	-0.0207537533	-0.0657926982	0.0657335938	-0.0978030307	-0.0339275766	0.0167511321	0.1184924648	0.17095927	-0.0323557539	0.0165545212	-0.1435764592	-0.0014373484	-0.029357151	-0.1469930033	-0.1126314101	-0.0915872454	0.1041737432	0.0335526419	0.2259093997	0.1728231195	0.0269324003	-0.1843343173	-0.0380366339	-0.0030711254	-0.0035710913	0.1497707771	0.1310868562	-0.0054931237538369	0.0421578941378442	0.0017772880381376	3.0174408574967197e-05	-0.0028576668746609	-0.0038929098681421	8.166259966534196e-06	1.5154747241478144e-05	-0.0538193319975732	0.0267315432607092	0.002896520496665	0.0007145754050991	-0.0004508865280005	-0.0007904794326795	2.032986611323457e-07	6.248577334893043e-07	0.0006320809413722	0.0002741689394426	3.995263164459665e-07	7.516860735508007e-08	-0.0003593571598572	0.0001602037364467	1.2913756834063318e-07	2.5665237171515742e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.4942671026765	-2.1148901333748427	4.47276027624626	686402.7506220011	903.0997507858276	-1.1849186325072196	815589.159869424	1.4040321656627794	783.6423263376803	-3.0840139583665405	9.511142095399656	614095.2956279314	793.0385872249955	694.4732976640973	1.065211	16.990885	0.1199949494294491	0.062609136164312	-0.0479429366	-0.127445787	0.0377439006	0.0426201497	-0.1228634482	-0.0933935032	-0.0402885475	-0.0448765757	-0.0694625558	-0.025485102	-0.0401949853	0.0952406493	0.1061956253	-0.0259001089	-0.0189657212	-0.062947804	0.1003337288	-0.0565157817	0.1727603685	0.0393793169	-0.0783934041	-0.1485845135	0.1130788094	0.1455633803	0.1257885572	-0.0636313986	-0.0298292852	-0.0457406059	0.0111626128	0.0294322464	0.0769640485	-0.1188992265	0.0431701193	0.0492105135	0.0056245968	-0.0437817045	-0.1455671253	0.0135222334	-0.0323000564	-0.0838646714	-0.1012084168	-0.0327166958	-0.131722938	0.0303611339	0.0089648711	-0.1070374736	-0.1308218108	-0.052948798	0.0231906278	-0.0066294828	0.0686398094	0.0256290202	0.0734906643	0.1195211049	0.1196112863	-0.0791459409	-0.053308538	0.1716634321	-0.0076393732	0.0179675396	0.0642245663	-0.0155890864	-0.0501144255	0.0710162064	0.064729038	0.1391184002	-0.0091718566	0.0273772754	0.1834579085	-0.0945228016	-0.0929240335	0.1479655889	0.1242038795	-0.015523488576548	-0.0100303648227111	0.0001006082184766	0.0002409786975862	-0.0574289291072034	-0.0545712622325425	0.0032980818984001	0.0029780226616529	-0.0275691764248477	0.0262501555727255	0.0007600594887443	0.0006890706675922	-0.0001288728856424	0.0003220136423581	1.6608220653799112e-08	1.0369278586473033e-07	0.0008370195604199	0.0002049386190477	7.006017445255226e-07	4.1999837577178325e-08	-0.0003034460852336	5.591107462360001e-05	9.207952664359722e-08	3.126048265565769e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.3065217265956	-2.1877453760808976	4.786229830563348	682782.4678479049	895.6357008743286	-7.464049911499046	802163.3086806497	55.71204108134892	782.5517284021356	-1.0905979355446789	1.1894038570143155	612387.2076251698	792.011722424279	691.6747523840372	0.942658	15.03608	0.146044504025622	0.0745579487128727	-0.0132079778	-0.1361558217	0.0570584549	0.1014132027	0.0069103095	-0.0698336042	-0.0400621728	0.1129882364	-0.0173894225	-0.037870795	0.047068595	0.1265738915	0.0592193532	-0.0700592711	0.1323258055	-0.0084684411	0.1897473207	0.0381478368	0.0115460685	0.0019123957	-0.0189778408	-0.0006935259	0.0716509608	-0.0168097924	0.1933293344	-0.0080793879	-0.1523779265	-0.0232799558	-0.0208924113	-0.1017479094	0.0026617618	-0.1385116542	-0.0043033176	0.0633705682	0.0769838813	0.0757153607	-0.0869388935	0.1001232217	0.0025035582	0.0397429777	-0.0920572328	-0.0798580049	-0.0281474927	-0.1033585068	-0.2086614586	-0.0733409342	-0.032310554	-0.0571999329	0.0185835429	-0.0107831105	0.0665080581	0.0422170811	0.1052216292	0.0988913857	0.0550812054	-0.026440211	-0.1548207799	0.0094013829	-0.1008510953	0.0230993488	-0.0126291787	-0.080954825	0.0787611095	0.032470763	0.1311673005	0.019822633	0.0304055015	-0.0141264452	0.050756413	-0.0423886615	-0.2033484085	0.1459432408	0.1165920251	-0.0023973745744712	0.0131261140020768	0.0001722948687955	5.747404850320968e-06	0.0019206363349439	0.0593495654421473	3.6888439311067367e-06	0.0035223709181717	-0.0205626044390356	0.007006571985812	0.0004228207013162	4.909205099236689e-05	0.0004870028917062	0.0006158757773486	2.3717181653020077e-07	3.793029731247423e-07	0.0004109963310603	-0.0004260232293596	1.689179841450277e-07	1.8149579195398238e-07	-1.410004003008449e-05	0.0002893460452035	1.98811128849985e-10	8.372113387491484e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
