global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
1067.6621841405922	n/a	1139902.5394438598	n/a	1159.511358593582	n/a	1344466.5907075342	n/a	986.0260726353098	n/a	n/a	972247.4159166132	997.0568980403432	873.3067085532255	n/a	n/a	n/a	n/a	-0.0957329501	0.0540943335	-0.0365947382	0.0142285088	-0.0929711146	0.04932103	-0.0644744391	0.1347466522	-0.0025488175	0.0899447386	0.0964965126	-0.0608832488	0.0801356415	-0.0740662551	0.0336748032	-0.0162912285	-0.0703700919	0.0629533331	-0.0093798172	0.0187076867	-0.0168333717	-0.1143412724	0.0287430919	-0.2112855082	0.049699952	-0.0439933465	0.0673802602	-0.065259433	0.0366495898	-0.0352645078	0.105300043	-0.0567741745	0.0798781335	0.0935979797	-0.064481196	0.1463380672	-0.1072667841	0.0170733568	0.0687350704	0.1726759688	-0.0876028907	0.0384191092	0.1818757527	-0.1643428963	-0.0188941244	0.1911492616	0.056178932	0.0142618372	-0.0905053854	-0.1138421062	0.1213755871	-0.0781509788	0.0319876318	-0.0450278177	0.0249257688	-0.1429003239	0.0521965393	-0.0559637958	0.0305058008	-0.2271567945	0.0154059135	-0.0591226808	0.0827876354	-0.1692853326	0.1451320449	-0.1342545783	0.1202628174	-0.1041269436	0.0324658681	-0.0812169537	0.0075131797	-0.023270518	0.0530651016	-0.2288181888	0.0785771515	-0.0190846352	-0.1307174212	0.026841993	0.0437952371	-0.1962912032	0.0276759	0.1570699396	-0.0218260118	-0.0390090323	-0.0972389102	-0.0256146528	-0.0774197349	0.1625202826	-0.0125400734	0.1008894417	-0.0788183121	0.0239766229	-0.0363102791	0.0304956868	-0.0926764395	0.0904673499	-0.2088410225	0.1776853893	-0.1320705863	0.1359054354	-0.0524340708	-0.0603978666	-0.0771169139	0.1070124662	-0.1878626615	0.0539952289	-0.058055074	0.02586387	-0.1000447533	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0004189039276525	n/a	n/a	1.7548050060269096e-07	-0.0731619155218652	n/a	0.0053526658828285	n/a	-0.0747901996530231	n/a	0.005593573964139	n/a	0.0025512382615887	n/a	6.508816667394131e-06	n/a	-0.001489102291829	n/a	2.21742563553038e-06	n/a	0.000313400617123	n/a	9.821994681307725e-08	n/a	0.0	0.0	0.0	0.0
1066.502519590657	-1.1596645499353144	1137427.6242932195	1.3448218683766753	1153.972575301424	-5.538783292157859	1331652.7045478008	30.678120357487053	985.9286726037056	-0.0974000316041383	0.0094867661564871	972055.347462105	995.6786484321332	860.7032401861146	1.003668	16.217979	0.0920663311324931	0.0545131817982824	-0.1075290229	-0.0005556105	-0.0601604725	-0.0742608433	-0.0350833135	0.0359435527	-0.0139057626	0.0851952499	0.1511357506	0.0532742809	0.0608039831	-0.015378286	0.1044071246	-0.1152406689	0.1039649177	-0.1172404826	-0.0450104543	-0.0515775993	0.0754240691	0.0790679533	0.0682039477	0.0358554	0.1441429715	-0.1687631014	-0.0229995564	-0.0588924479	0.1059484599	-0.0734373606	-0.0484079952	-0.0514780608	0.0892678185	-0.0895766416	0.099684929	0.0496552774	0.0191650359	0.0071188941	0.0945095504	0.0423610456	0.1141145411	-0.0818817255	-0.0092978242	-0.0639338744	-0.0576506637	0.021397395	0.0797154492	0.1210153022	-0.105803355	0.0657501195	-0.070404528	-0.0442502797	0.1346978294	-0.1095075191	0.1104133865	0.0072059711	0.1076884234	-0.053279744	0.0359334972	-0.0432127275	0.0276123123	-0.0998508386	-0.0089340802	-0.0435533204	-0.2006652168	-0.0744366256	0.1866567394	-0.1093191843	0.1412886656	-0.0936808061	0.015390078	-0.1044095957	0.0264196542	0.008097926	0.0081610554	-0.0952308201	-0.0112117959	0.0297261311	0.098120518	0.0501318312	0.1644741567	-0.0683542771	-0.0551468632	0.0735641736	-0.1689207603	-0.0177061737	0.1255541509	-0.008472915	-0.0908455219	0.1478736456	0.0510714895	0.1289383332	-0.0405706015	0.0104192542	-0.008990266	-0.0149034404	-0.0946029809	0.1209759195	-0.2119603061	0.1452266601	-0.057267576	-0.0503122356	0.0754903875	-0.0031076012	0.0688725992	0.0516711288	-0.1436209043	0.1431467915	-0.0286023469	0.105440573	0.0118078997	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0003021339380069	-0.0001167699896455	1.3635230481833526e-08	9.12849164955573e-08	-0.1008065768570531	-0.0276446613351879	0.0101619659376369	0.0007642273003372	-0.0650638749297485	0.0097263247232746	0.0042333078208739	9.460139262258276e-05	0.0017201140409831	-0.0008311242206055	2.9587923139872096e-06	6.907674700772659e-07	-0.001380866330473	0.0001082359613559	1.9067918226339685e-06	1.1715023330657512e-08	0.0001611892973969	-0.000152211319726	2.5981989595306277e-08	2.316828585276103e-08	0.0	0.0	0.0	0.0
1065.7303455532694	-0.7721740373874582	1135781.169433091	0.5962527440152476	1148.2056438551035	-5.766931446320541	1318376.2005807129	33.25749830656073	985.6029502318286	-0.3257223718770774	0.1060950635412291	971413.1755056845	996.0497121498672	862.1010394251624	1.111247	17.956314	0.1005258365196401	0.0485475816226931	-0.0684171177	-0.1430616593	-0.016412971	-0.0132867248	-0.0967104461	-0.0650618488	-0.0716891285	0.121391821	0.0285509307	0.0433718979	-0.0446585671	0.1317110541	0.0320969454	-0.10722836	0.1196293757	-0.0665970633	0.0566494972	0.1547522175	0.0469790672	-0.03476019	-0.1283294198	0.0563919859	0.2858593575	0.1404583789	0.0188001934	0.175273571	0.0771372616	0.0614702231	-0.0239264883	0.0205992952	-0.0310152615	0.0438455521	-0.0280131941	-0.306357416	-0.045725795	0.0304902108	0.00726347	0.0501163249	0.0348285189	0.1125813013	-0.1210008284	-0.0275982959	-0.077454122	0.0434202896	0.098458417	-0.1892649545	0.0192865069	0.0767713805	0.0059034554	0.0890985063	-0.0360861915	-0.1048197076	0.1136514952	0.0882335859	-0.0280058809	-0.0845729492	-0.0928912991	-0.0996413747	-0.0522195794	-0.0729481901	0.0365543045	-0.0534073045	-0.1879365813	-0.2342821377	-0.2323816902	0.076427342	-0.1647071578	-0.0730010219	-0.0995865172	-0.0124650797	-0.0668715966	0.123060359	0.0826229755	0.0939187995	-0.0520205012	-0.0327624603	-0.0713799681	0.1056495675	-0.0975966355	0.1209701556	-0.0313431948	-0.2234544116	0.0208931553	-0.0598597288	0.2219837704	-0.0267985739	-0.0936813493	0.0842241946	0.1797838984	0.1393257902	-0.0447109328	0.0308571195	-0.0128802301	0.0517132429	-0.0748742927	0.0549555741	-0.1439654082	0.0582654958	0.0218650454	0.0158147487	-0.0197100727	-0.0284359688	-0.0830557998	0.0976691603	0.1744988059	0.0753872158	-0.0918808755	-0.0816907307	0.012055012	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0005253533566218	0.0002232194186149	4.982690884677397e-08	2.759961493137922e-07	-0.0647712218390381	0.036035355018015	0.0041953111785218	0.0012985468112743	-0.0557395018157933	0.0093243731139551	0.0031068920626728	8.694393396825053e-05	0.0021173586956975	0.0003972446547144	4.48320784624582e-06	1.578033156991631e-07	-0.0011007775748714	0.0002800887556015	1.2117112693397609e-06	7.844971101445278e-08	-0.0002603350716682	-0.0004215243690651	6.777434954048684e-08	1.776827937157307e-07	0.0	0.0	0.0	0.0
1064.899855337276	-0.83049021599345	1134011.7018973513	0.6897139988608472	1151.5319269512772	3.326283096173711	1326025.7787881216	11.064159235890967	985.7195966557744	0.1166464239457809	0.0136063882193388	971643.1232312224	995.758274031979	865.2466557347498	1.139207	18.408108	0.0983172251243263	0.0513651498097597	0.0134158919	-0.1478517292	0.1213180457	-0.0638095131	-0.1308669137	-0.1430678708	-0.0881768571	0.0745766621	0.017400649	0.0954848484	-0.0657491168	-0.0260798284	-0.0835733922	-0.0228613317	-0.0276934486	-0.0489039981	0.0924864932	0.0548939111	-0.0084186472	-0.0967877337	0.013785671	-0.0881358486	0.1249400792	0.072224259	-0.1492522224	-0.0837406922	-0.0552729614	0.0264405041	-0.1002936849	-0.0891798596	-0.118978017	-0.023530118	0.0837841191	-0.0607495714	0.0470562459	-0.0596832218	0.0555927478	-0.0813558278	0.0424916892	0.0684336749	0.205193618	-0.0157145983	0.1207651008	-0.1576120172	-0.0097768808	0.0324547958	0.0799629139	-0.1565451185	-0.0387053127	0.1641013187	-0.1631494314	-0.0300481445	-0.0040580822	0.1342162728	-0.0554491148	-0.081551695	-0.0596335187	-0.0606297857	0.0233264059	0.0760150368	-0.0458829794	-0.0942087862	-0.0459417933	-0.0155632193	-0.1760603387	-0.0907153356	0.0736188972	0.0689739503	0.1400263084	-0.01034597	0.0696560405	-0.0486470312	-0.1725615912	0.1385381659	-0.2314203312	0.0298898371	-0.0360760832	-0.081025972	-0.0968273723	0.0568107781	-0.0319558167	-0.0076697104	0.0543738814	0.0359408746	-0.0839093344	-0.0430742301	-0.0865067313	0.0161098454	0.1655803468	0.028402708	-0.1602156601	0.0013696162	0.0378741202	-0.0056027801	-0.0503290955	-0.0708136704	-0.1172294759	0.0808156038	0.0270698152	0.0675726519	-0.0672101885	-0.0443637537	0.0269370762	-0.2020198634	0.1001156372	-0.0972687996	-0.078617025	-0.0720773934	-0.119917802	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0168931685914941	-0.0174185219481159	0.0003034049068569	0.0002853791450606	-0.0519229425979261	0.012848279241112	0.0026959919680275	0.0001650782794575	-0.0229962142601749	0.0327432875556183	0.0005288258702998	0.0010721228799499	0.0020889414436595	-2.8417252038000045e-05	4.363676355038237e-06	8.075402133912176e-10	-0.0004247739304532	0.0006760036444182	1.8043289199266003e-07	4.5698092726668846e-07	-0.0002620569028016	-1.7218311333999973e-06	6.867382030596723e-08	2.964702451945519e-12	0.0	0.0	0.0	0.0
1066.4009042612058	1.5010489239298297	1137210.8886091174	2.253147872030899	1149.5923072744947	-1.939619676782513	1321562.4729446962	3.762124490561901	986.3401338588632	0.6205372030888157	0.38506642041729	972866.85966072	995.740814908405	865.4448200846828	1.125898	18.193048	0.0473166605251342	0.0287074772077446	0.0782607349	-0.0134943381	0.1584546277	-0.0074505226	-0.0469685868	-0.0675089803	-0.032768043	-0.1093928882	-0.0451815249	0.0782818756	-0.1068514892	-0.0496202478	0.0547270734	0.0250371697	-0.0822492456	-0.0065465349	0.0440040221	0.0681198718	0.1049182817	-0.1078327215	-0.036630082	0.0434651621	0.0635806928	-0.1352250209	-0.0839670354	0.0899903927	-0.0939275821	-0.0229644196	0.0153743897	0.0735367785	-0.0230997479	0.0214723065	-0.0092104861	0.1055366324	0.1848893491	0.019112642	0.0713520576	0.1772161642	-0.1082438694	-0.0839859761	-0.0055389699	-0.0538148659	0.0423575921	-0.0653460124	0.0298914575	-0.2047051845	0.0536561984	0.2452801357	0.2010020246	-0.0027327021	-0.0947800394	0.0321525025	-0.0926968587	0.05730042	-0.0258254726	0.0063921556	-0.1806926767	-0.1223191465	-0.0424289753	0.1132802732	0.0189599538	-0.1347944812	-0.0924016521	0.1273039205	0.0303743085	0.0605948728	-0.0430250812	0.0334670955	-0.0137583172	-0.1263262363	-0.0625618022	-0.0595087282	0.0250522374	0.0751324676	0.0403052807	-0.0401581491	0.1264097382	-0.1703347498	0.0119081275	0.0766686474	-0.0444877824	-0.063677238	0.0346924488	-0.0856173406	-0.0332618257	-0.0299972601	-0.1026683637	-0.0650265279	0.0650485761	0.0635326467	-0.1915563636	-0.0025887781	-0.0307733564	-0.056562887	-0.056998842	0.011387018	0.0537894681	-0.0113441558	-0.0746902137	-0.2301764413	-0.001412883	0.0196804976	0.0078917751	-0.0936195905	0.1302511946	0.1765655031	0.0200750039	-0.0398525372	0.0789622833	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0168779984651195	1.5170126374600136e-05	2.3013273422133864e-10	0.0002848668321885	-0.0457773999246597	0.0061455426732663	0.0020955703438622	3.7767694748938303e-05	-0.0441587341349531	-0.0211625198747782	0.0019499938004014	0.0004478522474503	0.0021059016998663	1.6960256206800025e-05	4.434821969499773e-06	2.876502906002988e-10	-0.0008067764233543	-0.0003820024929011	6.508881972803567e-07	1.45925904582655e-07	-0.0002611510948952	9.058079064000296e-07	6.819989436496176e-08	8.204879632968047e-13	0.0	0.0	0.0	0.0
1067.3119844455202	0.9110801843144144	1139154.8721410343	0.8300671022503875	1142.39864062388	-7.193666650614659	1305074.654099289	51.748839880165534	986.2894449088844	-0.0506889499787348	0.0025693696499466	972766.8691386754	995.5171395454372	866.3897791662881	1.049574	16.959755	0.0670669938266033	0.0371178022389842	0.005679626	0.0906449382	0.0773580254	0.0787851503	0.0016844037	0.0404284551	0.0081283019	-0.1023283503	-0.0854232963	0.0443006152	-0.0057927283	0.036708786	-0.0127080578	0.0058095889	-0.0779162116	0.0218014612	-0.0242255802	0.0536794783	0.1171065352	-0.0381587332	0.0057758723	-0.0693826146	0.0544540402	-0.1695525911	0.1047897434	-0.0535533225	-0.0091336094	0.0087922526	0.0932202047	0.0640538855	-0.0820881703	-0.0622951248	-0.0293495846	-0.1430744985	-0.0778075452	0.0001043021	-0.0621716419	0.0234214298	-0.0622922453	-0.1078082273	0.0389665157	-0.0146807494	-0.1361487172	-0.2254532282	-0.0347857256	-0.0580050905	0.0620713416	-0.0211386923	-0.0756547063	-0.1505213393	0.0318240365	0.0250856724	-0.0930410898	-0.0624947831	0.0354534139	0.0268778851	-0.1366838236	-0.0601582593	0.0032115211	-0.0303313946	-0.043939251	-0.0374044421	0.0980280242	0.0381698425	-0.0328517503	0.0452858122	0.0700135278	0.1807282561	-0.1239179245	-0.081789424	0.0239846056	0.1527654196	0.0515703867	-0.0251483164	0.0763809217	0.0245748335	-0.0854488657	-0.0209531502	0.0086695003	-0.0043527822	-0.012910432	-0.0945732939	-0.1394575957	0.0433362734	0.0067597573	-0.0301648108	-0.0674963326	-0.0261499658	-0.0662214339	0.1359672156	-0.1345257107	0.0263721858	-0.0480659139	0.0281419638	-0.0411029847	-0.0160818039	-0.0974749819	-0.0318959643	0.1424908365	0.0890818802	-0.0813732887	-0.0730069339	-0.1529259692	0.047128229	0.0964623982	-0.0125437653	0.122406065	0.0840420563	-0.05746796	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0092704325831647	0.0076075658819548	5.787505864828273e-05	8.594092027900172e-05	-0.0312277995179641	0.0145496004066956	0.0009751754627341	0.0002116908719945	-0.044320315857476	-0.0001615817225228	0.0019642903977064	2.6108653053466352e-08	0.0020900520665797	-1.5849633286600315e-05	4.368317641014074e-06	2.512108753197087e-10	-0.0004237550808672	0.0003830213424871	1.795683685607672e-07	1.4670534880062037e-07	0.0002349428456397	0.0004960939405348	5.51981407172799e-08	2.461091978354448e-07	0.0	0.0	0.0	0.0
1067.311768805859	-0.0002156396612917	1139154.4118314914	4.65004635220374e-08	1146.6030264163237	4.204385792443645	1314698.500187073	17.676859891701977	986.175484233783	-0.1139606751014525	0.0129870354695788	972542.0857037364	995.6630078307704	866.9750007141469	1.127805	18.223862	0.1362677355969515	0.0618573954777921	-0.1028020098	0.070410003	-0.0605358531	-0.0121125261	0.0526199963	0.1563672366	-0.0149854988	0.0095191514	0.0360900259	0.0502014072	-0.0700843822	0.1255136922	0.1174330519	-0.0634474483	0.0801002121	0.0007769973	-0.0818704681	0.0359488687	0.0903572263	0.0884130168	0.161280116	0.0333430001	0.0554118281	0.0777866373	-0.1268829875	-0.0690207553	0.0945984441	-0.1153626412	-0.0177389975	0.0592139033	-0.0025601242	0.0690074185	0.0637954166	0.1630555094	-0.0331510529	-0.003354772	-0.0143914671	-0.1117856198	0.2250402209	-0.0667303638	0.0993842666	-0.0685744651	-0.0332647288	0.0810182781	-0.1366849793	-0.0393410019	-0.0425219121	-0.1010721328	0.1562438479	-0.0862259211	-0.064334896	-0.0667086321	0.0699723607	-0.1202515059	0.0711787417	0.0223947848	-0.1209971448	0.0394229741	0.1746411814	-0.0158140442	0.0177628179	0.051517273	-0.1084442719	0.1427620189	0.0682276457	-0.0425384184	0.0057318258	0.0739909003	0.1242001484	-0.0727370012	0.0879380034	0.0418816589	0.0153322249	-0.0017176557	-0.1081788783	0.0341261833	-0.0697808261	0.115152779	-0.0493675405	-0.1027095573	0.1239034386	-0.0564022307	-0.0776310306	0.0486076574	0.0397549989	-0.0235044474	-0.0379779271	0.0186892494	0.0010693356	0.1132005101	0.0800943636	0.0513736704	-0.0466366855	-0.0963290409	-0.0315208358	0.0633861114	0.0468029581	0.0616572549	0.0218210492	0.014023223	0.0697959431	0.0755053264	0.0488700297	0.0917596426	0.0100484659	0.054175675	0.0608421631	0.0636844444	0.000401403	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.017076040072439	-0.0078056074892743	6.092750827661505e-05	0.0002915911445555	-0.0559252908199852	-0.0246974913020211	0.0031276381532999	0.0006099660766134	-0.0709934013329842	-0.0266730854755081	0.0050400630328261	0.0007114534887837	0.0012540036249064	-0.0008360484416733	1.572525091278391e-06	6.989769968243533e-07	9.102760733736837e-05	0.0005147826882045	8.286025297566119e-09	2.650012160751218e-07	4.3942948914610456e-05	-0.000190999896725	1.9309827593120643e-09	3.648096054899487e-08	0.0	0.0	0.0	0.0
1068.1467987875765	0.8350299817175255	1140937.5837601474	0.697275070367171	1156.6925683677744	10.089541951450656	1337937.6977172385	101.79885679008272	987.507666233752	1.332181999969066	1.7747088810415808	975171.3908704314	996.4073724702098	864.7938774020173	1.212428	19.591274	0.0472890448190519	0.0259189924591794	-0.0309813039	-0.163760913	0.0166968765	0.0038720356	0.0316076696	-0.0751998697	-0.0905422955	-0.0241539879	0.1073563823	-0.0670371449	-0.0040096846	0.0455466556	0.0539990671	-0.0294792416	0.0816224759	0.0397269375	0.1767590463	0.0759719763	0.0927340419	0.0043396636	-0.0304267951	0.1798396271	0.0983574457	0.1992228749	0.0423583284	-0.1081665439	0.0145219158	-0.0842911083	-0.0183814589	-0.0220952423	0.0057630338	-0.0777033128	-0.0050928896	0.1391738091	-0.1679920749	-0.1274350169	-0.0857969608	-0.0022310318	-0.0432333267	0.0003880833	-0.0422854792	-0.0715306456	0.0174656485	0.0097234841	-0.1184609944	0.0374758488	0.0430283292	0.0265852672	0.0733156524	0.1497032053	0.0492338399	-0.0485111448	0.0671464333	0.0882583359	-0.0928376262	0.1003012791	-0.1242318312	-0.0137896722	-0.0658505656	-0.0403899208	-0.004113846	0.1514054482	-0.2082676876	0.00947682	-0.0250291832	0.0994596572	0.0303246098	0.0569333113	0.0226770885	0.1424322225	0.1309148357	0.0924934731	-0.0995892204	0.0016765116	0.0222363211	-0.0454389487	0.0132794411	0.0281389048	-0.0208074768	-0.1189187952	0.1964962544	0.08460637	0.006615329	0.0287290729	-0.0610323473	-0.0328848292	-0.0358152318	-0.0833453524	0.1225849238	0.0530136349	0.0786165963	0.0803355978	0.0112091068	0.0097426597	-0.048720351	-0.1218499629	0.0300870788	-0.0446223468	0.1664709497	-0.0661605725	0.0908355519	0.163071545	0.0365300942	0.0374417365	0.1604835116	0.0109575487	-0.065114333	-0.0511381076	0.0082969476	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0116348053131929	0.0054412347592461	2.960703570522796e-05	0.0001353686946759	-0.0435993951734303	0.0123258956465549	0.0019009072594889	0.0001519277034897	-0.0507261888332664	0.0202672124997177	0.0025731462335482	0.0004107599025087	0.0012029912890856	-5.101233582080001e-05	1.4471880416158334e-06	2.6022584058940754e-09	9.11070559690419e-05	7.944863167352878e-08	8.300495647346132e-09	6.312085074796041e-15	0.0001779452027328	0.0001340022538181	3.1664495175617294e-08	1.7956604028354494e-08	0.0	0.0	0.0	0.0
1069.6953566687291	1.5485578811526466	1144248.1560786397	2.3980315112799744	1150.1608102430991	-6.531758124675207	1322869.8894190623	42.66386419926058	987.7781063057112	0.2704400719591149	0.0731378325212512	975705.5872968968	997.5579542654268	874.6447006491727	1.212539	19.593061	0.0523144263914941	0.0280484472526988	0.089917931	-0.0246716167	0.0762460687	0.1173015604	0.0823792105	-0.0712407353	0.0446168204	-0.0577017623	-0.13422589	-0.1120444655	-0.0173928505	-0.057246384	0.0586942358	0.0517297745	-0.0617724208	0.1154295828	0.0941734677	0.0558011103	0.0384111228	0.0257397593	-0.0702714165	-0.0878421087	-0.102773381	-0.1125379376	0.2082547495	0.1391375227	-0.0775378102	0.1023778253	0.0647996918	0.1074567072	-0.0614188138	0.0301065766	-0.0925563985	0.1360681878	0.0977467005	-0.201145235	0.0516574986	-0.0395023673	0.1212982553	-0.0634669039	-0.0922026379	0.0085004218	0.0126107779	0.0373784793	0.1879456062	0.0442367155	-0.0751920514	0.0331342739	-0.0671870076	0.0359457353	0.0125940646	0.0518687713	-0.0754281278	0.0043548338	-0.131455611	0.0738198006	-0.0815147152	0.0544828746	-0.0879206428	-0.0400716247	-0.0990645858	-0.0769420242	0.2013733411	0.0867072538	0.0794790722	0.1357336711	0.0268138746	-0.0496526427	-0.1056507177	-0.0454956543	-0.0487827728	-0.0627894093	0.0845132636	0.0868438015	-0.0126520026	-0.0762515518	0.061411427	0.0340652937	0.229984006	-0.0422218719	-0.0615297888	0.1359026831	0.1361887219	-0.092098968	0.1011999082	-0.0194395467	-0.0245011147	-0.1166388042	-0.0091026105	-0.0987133515	-0.0443219237	0.0711515974	-0.0375906532	-0.0383767228	-0.0065809914	0.0175243646	0.0623356712	-0.1862721548	0.0195340174	-0.0961948037	-0.0091859505	0.1314374494	0.1147468498	0.0510113728	0.0162781462	-0.0259854729	-0.007764978	-0.0196029586	-0.0490619683	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0170888206702812	-0.0054540153570882	2.974628351535501e-05	0.000292027791901	-0.0243615452021259	0.0192378499713043	0.0005934848846352	0.0003700948715184	-0.06073922590123	-0.0100130370679636	0.0036892535630806	0.0001002609113244	0.0011919740473075	-1.1017241778099813e-05	1.4208021294546225e-06	1.2137961639710791e-10	0.0004085920556842	0.0003174849997151	1.6694746796824036e-07	1.0079672504413393e-07	0.0001542569643233	-2.3688238409499995e-05	2.3795211042239852e-08	5.611326389453108e-10	0.0	0.0	0.0	0.0
1066.8974036042268	-2.7979530645022805	1138270.0698174406	7.828541351157702	1142.5771650611807	-7.583645181918428	1305482.578119245	57.51167424523458	987.081721590498	-0.6963847152131848	0.4849516715825485	974330.3250980614	997.5683725640748	871.7804718949074	1.159098	18.72953	0.0845738639482955	0.0362774679267594	-0.0215794189	0.0968385462	-0.0312584613	0.0662555361	-0.010956844	0.10700931	0.045853608	0.0177170239	-0.0817401443	-0.0382298094	-0.0268380031	-0.1510382878	0.0608011536	0.0061444386	0.015806745	0.1211543175	-0.1856733119	0.0656096558	-0.0813692012	-0.0096915308	0.028476655	-0.0832969528	-0.1979106667	0.032300437	-0.0430749159	0.1755694765	0.0836646184	0.00058131	0.0213001918	0.126126812	0.0578704582	-0.0645961942	0.0926029997	-0.0415498543	-0.0401377824	0.0642270814	-0.0151640738	0.0579885489	0.068853408	0.078653867	-0.1045846124	-0.072402118	-0.2077164957	0.042753707	-0.0154249034	0.1074952769	-0.0627331422	-0.1865172995	-0.0017742709	-0.0797599561	-0.1493847584	0.00512492	-0.0412448607	-0.181656882	-0.0505631357	-0.0982474227	0.0669347349	0.0784335573	-0.0143855689	0.0383833871	-0.037450352	-0.0499856504	0.1055885981	0.1036290069	-0.0788514554	-0.0639478165	-0.1029804748	-0.0124782539	-0.0337196049	0.1228336202	-0.1090069824	0.0381236933	0.1540133123	-0.0732329416	0.0153668886	-0.0552336527	-0.0927268392	-0.04143863	-0.0473671742	0.0775322948	0.0345768495	-0.0353877761	-0.0463785496	-0.0921224516	0.0199457954	-0.0294909559	0.0200438354	0.012558687	-0.107349938	-0.0273313326	0.0393830721	0.0134792698	-0.004492901	-0.0699067429	0.0110247921	-0.0542053133	0.0384109624	-0.0675333773	0.1091264972	0.1247410957	-0.0620843043	0.0428516774	-0.0336747633	0.0815129361	-0.1529413131	-0.0710391223	0.120393415	0.0245677678	0.0589232237	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0007379093640054	0.0163509113062758	0.0002673523005456	5.445102294868539e-07	-0.0394995614410049	-0.015138016238879	0.0015602153540317	0.0002291595356485	-0.0456392982243443	0.0150999276768857	0.0020829455424106	0.0002280078158471	0.0009760711819944	-0.0002159028653131	9.527149523199452e-07	4.661404725040663e-08	0.0005348714280983	0.0001262793724141	2.860874445959149e-07	1.5946479897298966e-08	-0.0002632609724746	-0.0004175179367979	6.93063396282721e-08	1.7432122754797525e-07	0.0	0.0	0.0	0.0
