global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
826.4602623083265	n/a	683036.5651747478	n/a	862.7525574927237	n/a	744341.9754602355	n/a	777.8852334144788	n/a	605105.4363642981	n/a	779.1668438670742	677.4592868704544	n/a	n/a	n/a	n/a	0.0139368471	-0.0530404317	0.091601758	-0.0005668815	0.0017869803	0.0326749264	0.0725859747	-0.0154218577	0.0005917878	-0.1604123943	0.0206417774	-0.0161760045	0.0867679542	-0.0353803693	0.1042657677	-0.034731608	0.0587096128	-0.0449485271	-0.0087503295	0.0251208479	-0.0417129672	0.0544623082	-0.2485680069	0.0378811357	-0.0568863626	0.0543857396	-0.0546411131	0.0144453379	-0.1291026708	0.0300284082	-0.084862884	0.0560209481	-0.1286671598	0.089811592	-0.1362497211	0.0538297061	-0.1412150239	0.0742167343	0.0254488931	0.0338046145	-0.1229557783	0.1390568242	0.0624745745	-0.0424058346	-0.1273539651	0.0242793248	0.1344758242	-0.1243028839	-0.0365716439	-0.0551210899	0.1333278433	0.10561017	0.0252771609	-0.0189183014	0.0932464583	0.0260684163	-0.0708938829	0.0519145577	-0.1233123622	0.0306566746	-0.0122737128	0.0167005706	-0.1269134918	0.0019993774	-0.0671204442	0.2145627373	-0.0942722065	0.0444923081	-0.1559741764	0.0328267538	-0.1081631565	0.1414271492	-0.0780572272	0.2180194174	-0.0085061611	-0.0068436031	0.0876004568	-0.0778137184	-0.0010229133	-0.0898563512	0.075024912	-0.1508705271	0.0534754543	0.0463177638	-0.0612321921	-0.0052220423	-0.0034169893	-0.0371102073	0.0027138056	-0.009550657	0.1478514592	-0.1577261111	-0.0778771198	0.1106869368	-0.0721316999	0.0870819948	-0.0056775378	0.1476395589	-0.1790564858	0.0567545743	-0.0496102496	0.0055567891	-0.1036591997	0.0366231484	0.1451010644	-0.0931620558	0.0660899588	-0.1474250217	0.0647861922	-0.1145658283	0.0501979005	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0543492927660764	n/a	n/a	0.0029538456241726	0.1049847077159	n/a	0.0110217888541929	n/a	0.3524325550409344	n/a	n/a	0.1242087058526812	-0.0027219945211771	n/a	7.409254173318149e-06	n/a	-0.0004188402739357	n/a	1.7542717507053225e-07	n/a	0.002450939145439	n/a	6.007102694645255e-06	n/a	0.0
828.1947077173143	1.7344454089877672	685906.4738909676	3.008300876758743	854.8734510085162	-7.879106484207455	730808.6172392099	62.08031898947996	779.0052652114476	1.120031796968874	606849.2032271578	1.254471226221325	779.426262838616	679.7645477495695	1.070235	20.594572	0.1090975835647044	0.0812506415515312	-0.0542058265	0.1023270136	0.0298790485	0.016433798	-0.1019190283	0.0226421836	0.0206047175	0.1297695427	-0.0965944237	-0.1356033267	-0.0344250219	0.0851376009	0.1241639518	0.0004601618	0.0533026019	0.0035445995	0.0687399755	0.0597517601	-0.0901620348	0.0520428971	0.1006230502	-0.0755235506	-0.1010130828	0.0775145703	0.0982361641	-0.1730414678	-0.0719660327	-0.0604565113	-0.0582458274	-0.139469046	0.0530445706	0.0203965276	-0.1076373301	0.0203388877	-0.0498330537	-0.0033935445	-0.0449757454	0.0189776632	-0.1473762516	0.0704567697	0.0531772591	0.1281769872	0.0099948759	0.000710614	-0.0094527675	-0.1076484389	0.0049794491	-0.1556762633	0.0772196961	-0.1286066923	0.0569731945	-0.1110862968	0.0236889647	-0.1121100348	-0.0247648347	0.0569598539	0.0688039028	0.150691539	-0.0425265784	0.0949353975	-0.0978150377	-0.0122573666	0.1745313168	-0.0166961984	-0.048350164	-0.0073886206	-0.0695603574	-0.0384680569	-0.0502465198	-0.1192432823	-0.1499605491	0.0236982998	0.0041442129	0.122418821	-0.1070225829	-0.027834176	-0.0245428409	-0.0278297942	0.0233153366	0.0762884513	-0.1062702872	0.0711085017	0.1292241141	-0.0312110321	0.1008336343	0.0755498429	-0.009283991	-0.024045457	-0.0062871142	0.0045562943	0.1560908759	-0.1196866956	-0.1230399056	-0.0159647795	-0.0339899174	0.0567994315	0.0259542232	0.1324464487	-0.0233675695	-0.0071133112	-0.0783383205	0.0254729321	-0.0736959572	0.0168608116	0.1341062954	-0.0320836169	0.0690928738	0.0374182128	0.0716370442	-0.0283241601	0.1081479637	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.054338336304454	-1.0956461622399494e-05	1.2004405128311296e-10	0.0029526547923359	0.0985484610973657	-0.0064362466185343	0.009711799184659	4.142527053459421e-05	0.2727892294561016	-0.0796433255848327	0.0063430593102116	0.0744139637072536	-0.0022760000847112	0.0004459944364658	5.18017638560539e-06	1.9891103735853555e-07	-0.0004097952194968	9.045054438900008e-06	1.6793212192243049e-07	8.181300980266475e-11	0.0024560407525285	5.101607089500176e-06	6.032136178080761e-06	2.602639489563845e-11	0.0
827.4007690303648	-0.7939386869494456	684592.0325920391	0.6303386386350097	866.0418265473609	11.168375538844655	750028.4453294891	124.73261217666368	780.2896919250488	1.2844267136011922	608852.0033244876	1.649751982612359	781.585236954006	686.2171236841302	1.230082	23.670517	0.1306356974362538	0.0581610209856562	-0.055535738	-0.121340021	-0.0661241021	-0.0865226629	0.0623887751	-0.0347786844	0.1035208968	0.0374502104	0.0709664427	-0.0163696722	-0.0761481679	-0.0509188612	0.0700853653	0.1131040126	0.1422920992	0.0779467549	-0.0875041137	-0.1694465154	0.1088097542	0.0807585942	0.0199883187	-0.0092753244	-0.0391526666	0.0191995379	0.0437635288	-0.1813237688	0.178083761	0.0239649541	0.1212621105	0.0259772507	-0.0093088019	0.0138674105	0.0493516409	-0.0486760273	-0.0669129499	-0.0134149752	-0.1414365634	-0.089430764	-0.1842057198	0.14801128	0.1495969501	0.1216992552	0.1237581349	-0.0954368475	0.1737431019	0.0511295098	-0.0425297797	0.1192936468	-0.0177596645	-0.0413137516	0.0363653279	-0.0157234739	-0.090142212	0.1167531587	0.0827144204	-0.1016327561	0.04881262	0.0645469333	-0.0905034728	0.0588454763	0.0360633567	-0.0016648304	0.0360331602	-0.0674145004	0.1589306476	-0.0183621116	0.0084146682	-0.175849463	0.0228632435	-0.0250540095	0.0576226017	0.0795915946	-0.048398569	0.0670147064	-0.2598342451	-0.1177403635	-0.1915444108	0.0326315032	0.0363639425	-0.0795973634	-0.1885352776	-0.0795186038	0.0474514485	0.0051479476	0.0697320666	-0.0147731133	-0.0646899017	-0.0059990881	-0.0117858863	-0.0547695938	0.0498531117	-0.0925935016	-0.0825319039	0.1131687206	0.0560932667	-0.0614936797	0.1544601446	-0.0410306231	0.0420771728	0.053026957	-0.0535117853	-0.0461681261	0.0849918946	-0.0987204086	0.1405402339	-0.0758891291	0.0029390623	0.0482633991	-0.0432453933	0.0687127338	-0.1560044094	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0539786160173463	-0.0003597202871076	1.2939868495684584e-07	0.0029136909871481	0.0725696973895821	-0.0259787637077835	0.0052663609792155	0.0006748961637848	0.2356412802228291	-0.0371479492332725	0.0013799701322377	0.0555268129450538	-0.0016368393434521	0.0006391607412591	2.6792430362727018e-06	4.085264531668823e-07	-0.0001591390761208	0.000250656143376	2.5325245548581774e-08	6.282850221212988e-08	0.0020028723530018	-0.0004531683995267	4.011497662418966e-06	2.05361598329591e-07	0.0
824.3374146537915	-3.0633543765733293	679532.1731980969	9.38414003647097	864.2639917485855	-1.777834798775416	746952.247433199	3.160696571736824	778.9056093753912	-1.3840825496575917	606693.9483164495	1.91568450426666	780.3352805498026	666.6460487014369	1.181662	22.73876	0.0141299462362692	0.0117243761378014	0.0837537428	-0.0020174242	0.0608572079	0.0288266633	0.0864753318	-0.1036988483	-0.0362584011	-0.1308171096	-0.0981413207	-0.0202657699	-0.0335868624	-0.1092420625	-0.0048234453	0.1718741317	-0.0662968561	-0.0400143807	-0.0591493737	0.0724125912	0.1394784516	-0.0976506241	-0.1594564547	0.1186916095	-0.0026446697	0.0266482209	-0.0556194897	-0.0671647311	0.0817712121	-0.0401937326	-0.0359403356	-0.0329059936	0.0023578741	0.0305719569	0.0205686254	0.0201648323	0.1063472706	-0.0003367068	-0.0998934242	-0.0388546609	-0.1281125032	-0.0050206278	0.1685084846	-0.008048163	0.0846071711	0.0304471398	-0.1596683112	0.0824456357	-0.0872034192	-0.0160895361	-0.0941843497	0.1242317934	-0.068862798	0.0442888325	0.0204547146	0.0389575351	-0.0443785628	-0.1594610136	-0.1942563917	-0.0573205653	0.0116108601	-0.0990153434	-0.0091495274	-0.106099869	0.0239143149	0.0778610297	0.0631048913	0.0823142162	-0.0619917607	-0.0380490061	0.0664488594	-0.0477854174	-0.0534477948	-0.0387890779	0.0261693934	-0.0047285901	-0.0647747653	-0.1143504607	-0.1419558038	-0.0573070811	-0.0605218559	-0.0590480776	-0.0533416171	-0.0394355208	-0.083252878	0.0260600019	-0.1339305519	-0.0143676214	0.1328694024	-0.0022723622	-0.0112226903	-0.0890698522	-0.0440967055	-0.1261893721	0.0063363346	-0.0279355481	-0.015313907	0.1057808579	0.0880675631	0.0407509555	-0.013249941	0.102377076	0.0188791312	-0.067174662	0.096726323	-0.2335489663	0.0842757372	0.0163965007	-0.049506043	0.0218327318	0.0820104311	0.0666745208	-0.1048790865	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0539454973596349	-3.311865771139788e-05	1.096845488604734e-09	0.0029101166853783	0.0725004524860963	-6.924490348581003e-05	0.0052563156106887	4.794856658759146e-09	0.2356611359278062	1.985570497708977e-05	3.942490201372275e-10	0.0555361709867839	-0.001692858320993	-5.601897754089992e-05	2.865769294955239e-06	3.138125844727849e-09	-0.0001590043256678	1.3475045300000393e-07	2.52823755810718e-08	1.8157684583706272e-14	0.0017788715415938	-0.0002240008114079	3.164383961492302e-06	5.017636351144232e-08	0.0
826.2912227460819	1.9538080922903875	682757.1847872151	3.8173660614994023	857.470951977898	-6.793039770687415	735256.4334858827	46.14538932614092	778.6435442215358	-0.2620651538554739	606285.7689578747	0.0686781448652932	779.3154791640715	676.6545861043428	1.125287	21.653931	0.0882900467744078	0.0414732410767179	-0.0084521162	0.1493326993	-0.1041165554	0.0051493258	-0.0175090794	-0.0584373183	-0.033769813	0.0543540586	-0.1026308633	0.1600573767	-0.0430262953	-0.0240804175	0.0962805535	0.1091839386	0.0855270784	-0.0742985132	-0.0584743335	0.1549171143	0.1501369808	0.0045999719	-0.0555470411	-0.0557285506	0.0538562555	-0.1135749775	-0.1427188662	0.0294690315	0.1363119726	-0.0983725322	-0.0874387331	-0.0201662217	0.1021636268	-0.1347322965	0.1351662598	0.0230893878	0.0367962466	-0.0754032975	0.0182163047	0.0881104276	0.1460277039	0.0005540453	0.0771652726	0.0115313585	0.0203288035	-0.0229283343	0.0970280647	0.027562499	0.062261553	-0.0653076123	-0.0043868344	-0.1155209871	0.0020107542	0.1400888677	0.0815240035	-0.0230706212	-0.1500398556	-0.135908761	0.0890040914	-0.0668838604	-0.0437031739	-0.1385421841	0.0878533653	-0.0896346175	-0.0416556499	0.1039987335	0.109581528	-0.0094751913	0.0979916115	-0.0333114362	-0.0231340477	0.0605053509	-0.0219476477	-0.1567454198	-0.1583704411	-0.0838610212	-0.0100248421	0.0269182552	0.0314916071	0.0269979961	-0.097179754	0.0980996519	0.0101494107	-0.0216733116	0.0704271088	0.0889459761	0.06104052	-0.0359906863	-0.1534238957	-0.0109145469	-0.0038630844	-0.1025193751	0.0215434919	-0.1306555646	-0.0607191734	-0.1410447448	0.0849499645	-0.0187231122	-0.0331125187	0.0885526827	-0.025850007	-0.0006370336	-0.0493898309	-0.0176470209	-0.0670264415	-0.0863134092	0.039414154	-0.1340712541	-0.112204991	-0.0591085173	0.100106302	0.0450870345	-0.0185306857	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0539998549926394	5.435763300450092e-05	2.954752265852007e-09	0.002915984339226	0.0994209756722028	0.0269205231861065	0.0098845304036127	0.0007247145686136	0.257844988902228	0.0221838529744218	0.0004921233327907	0.06648403830199	-0.00215267028976	-0.000459811968767	4.633989376415402e-06	2.1142704662138465e-07	-0.0003470591378733	-0.0001880548122055	1.2045004518135825e-07	3.5364612393645885e-08	0.0019136310202388	0.000134759478645	3.661983681620191e-06	1.8160117084672232e-08	0.0
824.6742391643236	-1.6169835817582907	680087.6007412559	2.614635903675871	861.5918562646006	4.120904286702512	742340.5267814801	16.981852140163138	777.274358407045	-1.36918581449072	604155.4282370835	1.8746697946026163	778.101967825896	671.2680005726062	1.173343	22.578674	0.0527086016647018	0.0272031941455608	0.0258205175	-0.1402892894	-0.0102940597	0.0144887441	-0.0175525249	-0.0480777396	-0.0279265128	0.0459980776	0.1191916002	0.0289411375	0.0040215183	-0.0432565112	-0.049444196	0.2486436882	0.044252296	-0.0984281958	0.0973128359	-0.0961721264	0.1061562076	-0.0560472325	-0.0154412436	0.0164260686	-0.0951483175	-0.0489371912	-0.030380503	0.035617754	0.1328168763	-0.1276962197	0.0373159209	0.1261349878	-0.0877791884	-0.0960939154	-0.1191204996	-0.073503018	-0.0593981219	0.0772711546	-0.1319247366	0.1562823427	-0.035410249	-0.0187605933	-0.1617785305	0.0501065682	-0.1796144291	-0.1000173382	0.0485979997	0.0842174552	-0.0136071315	0.0149361064	-0.0168085987	-0.0297514393	0.0559381762	-0.0220869556	0.0988426949	-0.000479548	0.1587388492	-0.0834096246	0.0138939464	0.0116141125	0.0294854785	-0.0616973674	0.0967283171	0.0548133955	-0.0850233842	0.1128188516	0.0300137319	0.1467865128	0.0724181165	-0.148188682	-0.054102399	-0.0668450729	0.0638210156	0.0944152937	0.0473193858	0.0885396451	0.0034741872	-0.0591473905	0.129339163	-0.1176407836	0.0661440018	0.209661624	0.0846265866	-0.1275725566	0.0985060939	-0.0651038648	-0.0296373493	0.0358593082	-0.0441307154	-0.0054145119	-3.4682e-06	-0.1026630852	-0.0317373877	-0.1432948914	0.0784501605	0.0703316779	-0.0294915495	-0.0585395564	0.0266417212	0.0170956274	-0.0057284678	0.0661401979	-0.0877981045	-0.1269588788	-0.0461183067	-0.0659495673	0.0607305532	-0.0412348608	-0.175356563	0.0674370955	-0.0037092327	0.0162292347	-0.0899675916	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0488007756702586	-0.0051990793223807	2.7030425800407574e-05	0.0023815157060189	0.0875355193127944	-0.0118854563594084	0.0076624671413606	0.0001412640728714	0.2355936114577304	-0.0222513774444976	0.0004951237981774	0.055504349759696	-0.0022477432476641	-9.507295790410008e-05	5.0523497074195565e-06	9.038867324634788e-09	-0.0002632518453511	8.380729252220002e-05	6.930153408075948e-08	7.0236622799016035e-09	0.0020022045405808	8.857352034199973e-05	4.008823022322372e-06	7.84526850577464e-09	0.0
824.8604479704193	0.1862088060956921	680394.7586259608	0.034673719467583	859.2458897010953	-2.345966563505272	738303.4989682268	5.503559117084733	777.8623376503969	0.5879792433518105	605069.81633494	0.3457195906125676	779.3472846058511	675.7204675323085	1.041177	20.035412	0.0882903477058811	0.0407757452225614	0.0252561179	0.0352529054	0.0072227767	0.0725359431	0.0651531015	0.0373033764	-0.0797646388	-0.0440373016	-0.0552169123	-0.010401721	-0.0697317612	0.034275392	0.0115536027	0.0610573065	-0.0600951728	-0.0917003355	0.0375956392	0.0249250342	-0.0671473972	-0.0924382789	0.0674159094	0.0662402346	-0.0475230643	-0.1673063698	-0.1913346855	0.0718743194	-0.0860069243	-0.027361597	0.0725933757	-0.1057816194	-0.1007501199	0.045984712	0.0696110569	-0.1174944593	-0.0484126595	0.0553922558	0.1472001673	-0.089529115	0.0107502271	-0.1447348827	0.1137555955	0.0173352677	0.0027501235	0.0652716261	-0.0106767988	-0.1972687841	0.093621509	-0.039443864	0.0735594056	0.1373865744	-0.0451876935	0.0347237989	0.0884793895	-0.0378664499	-0.0159646356	0.0830123776	-0.0883793988	0.0123783246	0.0152721756	-0.0590935118	0.2777775363	-0.1309988642	-0.0922407033	-0.0306943203	-0.0906244166	-0.0753820552	-0.0362901507	0.0749012358	-0.0220228857	-0.0796283829	0.0287152228	0.1039705472	-0.0022726558	-0.040867247	0.050865413	0.0189636243	0.006060705	0.0616659988	-0.0677475513	-0.0390521188	0.0420544364	0.2368939648	-0.0144936122	0.0161804648	0.0420859584	-0.145052625	0.0458475527	0.0158409661	-0.0072063751	0.0167381244	-0.0667814468	-0.1150156659	0.0818905304	-0.0823545706	0.026822171	-0.0138945735	-0.0585578752	0.0322295909	-0.0117728755	0.1024670022	0.1522724417	-0.0293354066	-0.0641522107	-0.0551773124	-0.0358313642	-0.0293295044	-0.017674112	-0.0323797666	-0.0032157688	0.0090054999	-0.0377763001	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0444186730842517	-0.0043821025860069	1.9202823074288376e-05	0.0019730185185656	0.0787156651790041	-0.0088198541337903	0.006196155944573	7.778982694133784e-05	0.2150616163542764	-0.0205319951034539	0.0004215628229282	0.0462514988289139	-0.0016988771760303	0.0005488660716338	2.886183659236687e-06	3.012539645907198e-07	-0.0001588299387766	0.0001044219065744	2.5226949451778504e-08	1.0903934572653604e-08	0.0015643646011365	-0.0004378399394442	2.4472366052889604e-06	1.917038125725882e-07	0.0
825.3514396012301	0.4909916308108677	681204.998851823	0.2410727815263154	855.0186349083395	-4.22725479275573	731056.8660405205	17.86968308287629	777.9609585786477	0.0986209282508525	605223.2530726084	0.0097260874890598	778.7163075945388	671.5626857556795	1.019803	19.624104	0.0528197961489056	0.0270342522406678	-0.0136109036	-0.0332354978	-0.1220546008	0.0222387435	-0.0850803068	0.1383617896	-0.0772889895	0.0385598899	0.0014025303	-0.0033708786	0.0640360136	0.0925785875	-0.0384814271	0.1121174845	-0.0029964165	-0.0518447841	0.0823249392	-0.0902246985	-0.0711598355	-0.0263486456	0.0001624683	0.0073379555	-0.0363361545	-0.1154308988	0.0075245423	-0.0680499406	-0.1553178447	0.118186952	-0.0637837827	0.0482413018	0.1048177173	0.1171686905	0.0959266448	0.1273907972	0.0040797203	0.0697369289	0.1054432213	-0.0655061851	-0.0631982282	0.1519271298	-0.1389843876	0.0335454573	0.0764089003	-0.0027164148	0.0799853053	0.0521655438	-0.0572919821	-0.0544109383	0.032231369	0.000639293	-0.1240453736	0.0839884531	0.056960024	-0.0302529793	0.0744052953	0.0917978578	0.0475113783	0.0567862958	0.0320285119	-0.0750795653	0.0948950705	0.0452566892	0.1059473328	-0.1324880057	-0.1143283572	0.1198933944	-0.0460663694	0.0530388481	0.1582806949	0.0831133024	-0.1450479926	-0.0481247857	-0.081887717	0.0734569134	-0.0348456464	0.0564263302	-0.0489370042	0.134211553	0.0526410263	-0.0323179848	-0.0146246606	-0.0082339606	-0.0920693448	-0.0269337854	0.0473492188	0.0271983043	-0.1208081368	-0.0072215714	-0.001358866	0.0299213772	0.0331842703	-0.0723452222	0.0250014011	0.0063697819	0.054812078	-0.0856373233	-0.0996459552	0.0517088887	-0.1104909317	0.0443995909	0.096101728	0.0278891932	-0.0359516614	-0.0582035877	-0.0733228876	0.110902704	0.0605976856	0.0228055201	-0.1301066609	0.0021528077	-0.025166688	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0291217825743501	-0.0152968905099016	0.0002339948592719	0.0008480782203077	0.083545814329824	0.0048301491508199	0.0069799030920334	2.333034081916624e-05	0.2354947874500155	0.0204331710957391	0.0004175144810277	0.0554577949161279	-0.0018153681242206	-0.0001164909481903	3.29556142643622e-06	1.3570141010275172e-08	-0.0001590364952042	-2.0655642760000455e-07	2.5292606806835533e-08	4.2665557782875926e-14	0.0016928588043675	0.000128494203231	2.865770931524561e-06	1.651076026396953e-08	0.0
827.566827057462	2.215387456231838	684866.8532459552	4.907941581229373	857.1466656105191	2.128030702179558	734700.406367231	4.528514669418822	780.047205949441	2.0862473707933304	608473.6435095296	4.352428092142084	781.7599706298495	680.1007246920936	0.995225	19.151148	0.0676933483340661	0.0412444755963378	-0.0555675042	-0.0193053889	-0.0023795619	-0.0115954302	0.0068466482	0.1287118239	0.0065203933	0.0119000624	-0.0126960158	-0.0615959145	0.0734678036	0.076796475	-0.0654959809	-0.028205977	-0.0538984516	0.0604642929	-0.0272580313	-0.0059154169	-0.0952354786	0.0968080575	0.0293329853	-0.0134061765	-0.077685166	-0.0972112601	-0.1140010829	0.0469071025	0.0288500844	0.0968650526	-0.0357066195	-0.1588254457	0.0297945889	0.0330386304	0.1005543067	-0.2447992919	0.0457546187	-0.0524995093	-0.0864176279	-0.1635398824	-0.1025150792	0.0111352409	0.0068799534	-0.0910188229	-0.1549014074	-0.0029543645	-0.047003132	-0.183532366	-0.1158174685	0.0480783755	0.1416836563	-0.1763844426	0.1117196647	-0.0199695581	-0.0625901864	-0.0007079064	-0.0321474782	0.1068195582	-0.0060922758	0.106854801	-0.1514983484	-0.017179207	0.170732762	-0.0888587491	-0.0463958206	-0.031218577	0.0818688478	-0.1098940627	-0.0113057356	0.0794939448	-0.0056205384	-0.029693733	0.060290022	-0.0433256229	0.0234429492	0.1187233037	0.0757552861	-0.1036454326	-0.1454063227	0.1364098529	0.1796073415	0.0493735039	-0.0006928925	0.135590248	0.0361661965	0.0337241772	0.1273754645	0.1550554894	0.1144238776	-0.0163201056	0.010125683	0.0655950686	0.1117636063	-0.0229935043	0.0525183527	0.0206681182	-0.0268588097	-0.0567049827	-0.090502219	0.0557103668	-0.0785231352	0.0469021676	0.160699055	0.0780252905	-0.1372977617	0.0532393282	-0.0252098428	-0.026257324	0.1258129274	0.0950372764	-0.142734358	-0.0169962036	0.0718071281	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0251321383096012	-0.0039896442647489	1.5917261359243794e-05	0.0006316243760129	0.0925514686545767	0.0090056543247526	0.008565774350119	8.110180981693699e-05	0.2293421579655259	-0.0061526294844896	3.7854849573410856e-05	0.0525978254202842	-0.0025568842529894	-0.0007415161287687	6.537657083185162e-06	5.498461692242674e-07	-0.0001598713624284	-8.348672241999895e-07	2.555885252471283e-08	6.970032820433956e-13	0.001464301395159	-0.0002285574092084	2.144178575864594e-06	5.2238489304101664e-08	0.0
827.9077160013528	0.3408889438908318	685431.1862145767	0.1162052720670066	856.9037443048813	-0.2429213056377648	734284.0270037254	0.0590107607327563	780.1002947000356	0.0530887505946111	608556.4697910824	0.0028184154396968	780.8512866083954	680.1721752869455	1.031802	19.854996	0.1092846745302367	0.0574090906788871	-0.0691788632	-0.0094748991	-0.0562746539	-0.0154490552	-0.0960498382	0.0990241458	0.0323527034	0.0651915736	-0.0238007679	-0.0175621779	0.0520417307	0.1185046984	-0.1054422647	-0.0221832769	-0.0877880148	0.0751097399	-0.0789177408	0.017482847	-0.037427005	-0.0367659242	-0.0143258469	-0.0555536689	-0.0069596558	-0.1030421542	-0.0223858685	0.0225742188	-0.0367192968	0.3378508687	-0.1061560128	0.0129142688	0.0736664418	-0.0433836517	0.0405282767	-0.0489265864	0.0503448616	0.1427869467	0.0651898074	0.0569632717	0.1084782716	-0.1047141915	-0.1237367138	-0.0538797547	-0.1308937192	0.0935461882	-0.097569354	-0.1332982626	-0.0594408365	0.1217958096	0.0228357371	0.0164550147	0.0029258444	-0.073546097	-0.0738892235	0.0291353063	-0.0786280654	0.0172745491	0.0228381051	0.061234865	0.0323631229	-0.0562179126	0.0259789861	0.0069716121	0.032303703	-0.2524551249	0.0929095836	0.1455772119	0.0361207158	0.2090354282	0.0819295055	0.0336242127	0.0127456912	-0.036732358	0.0171884546	0.0057175846	0.1963188418	0.0252213524	0.1758975727	0.0122431227	0.007319441	0.1192691018	0.132223318	0.1314993528	-0.1154116761	0.0531455541	0.0380408587	0.0021916007	0.1132206497	-0.0094061847	-0.0045491617	0.0860082028	0.0702449861	0.0138818795	0.0197242422	0.0306531249	0.0045695367	-0.0808340175	-0.0059710898	0.0026109833	-0.0733055154	-0.000503012	0.1635298272	-0.0246054505	0.034268336	0.1792274844	-0.0406562365	0.1279008905	0.068081883	-0.0460160498	-0.2344122496	0.0157400224	0.1359231605	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0213321160402131	-0.0038000222693881	1.4440169247845504e-05	0.0004550591747531	0.0503269558839463	-0.0422245127706304	0.0025328024885446	0.0017829094787171	0.1965288092278427	-0.0328133487376832	0.0010767158553808	0.0386235728565137	-0.0020753952516314	0.0004814890013579	4.3072654504941625e-06	2.318316584287241e-07	-0.0001588879991085	9.833633198999903e-07	2.5245396260702695e-08	9.670034189247312e-13	0.0013378379447862	-0.0001264634503728	1.7898103665097634e-06	1.5993004280193672e-08	0.0
