global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
958.2080304182796	n/a	918162.6295580786	n/a	1081.215448610075	n/a	n/a	1169026.846313086	889.9872259489529	n/a	n/a	792077.2623523124	917.402617011974	870.1890184301807	n/a	n/a	n/a	n/a	-0.0584535189	0.0751129784	-0.0248034068	0.0298788583	-0.0671683898	0.138228501	-0.0918967615	0.1743759152	0.1187230652	-0.0313820986	0.0214906079	-0.0043160495	-0.0042378904	0.1711797413	-0.0867491407	0.0752037135	-0.0327537437	0.0453640131	-0.0635736116	0.0001725793	-0.0719483222	0.0241384459	-0.0815830699	0.051933535	-0.1522722072	0.0392708218	0.1816644414	-0.2337681249	0.159799867	-0.0645876064	0.0388017403	-0.1714856771	0.129641158	-0.1164591565	0.0200598914	-0.0361966836	0.0414977844	-0.0716771815	0.1248691095	-0.0197129472	-0.0143086596	0.0213126919	0.2056763619	-0.0054118974	-0.1072790828	0.075033962	-0.2642671853	-0.0717472904	-0.0014948399	0.041712012	-0.0016013113	0.1483519249	-0.0272989527	-0.0003310481	0.0431952267	-0.0853930376	0.0297093223	-0.0041947241	0.0456953003	-0.1509123484	0.0660891608	-0.2307585937	0.1672902441	-0.1426026053	0.1303162655	-0.0294577271	0.0569503697	-0.0857662458	0.183121758	-0.1999016859	0.249452962	-0.125939281	0.0023843525	-0.059026735	0.0619057878	-0.006048474	-0.1064177907	0.0736230636	-0.0873879905	-0.2340141669	0.0320131538	-0.0675433479	0.0011828831	-0.1592191526	0.0551838059	0.0315775727	-0.13602106	0.2224722065	-0.1887448721	0.0213974915	-0.0928598434	0.0539299195	-0.0748992556	0.0913178975	-0.2899715599	0.3136453827	-0.1371518073	0.0686998742	-0.1249214794	-0.0053218071	0.1289171492	-0.1671236282	0.324496279	-0.1105338859	0.0242490134	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-2.998403616061296e-05	n/a	n/a	8.990424244809454e-10	0.0002269251343562	n/a	n/a	5.149501660257942e-08	-0.0483150925857813	n/a	0.0023343481715726	n/a	-0.0017792442075626	n/a	3.1657099501450645e-06	n/a	-0.001217881117131	n/a	1.4832344154642529e-06	n/a	0.0004229190289865	n/a	1.7886050507888405e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.4299012726188	-1.7781291456607278	914758.1560483514	3.161743258648149	1077.7794583498776	-3.4359902601975136	11.806029068172178	1161608.5608409557	891.5592082557878	1.5719823068349117	2.47112837300201	794877.8218256872	918.0186158999552	869.4640649736169	1.455329	27.628527	0.0871153539400053	0.0472623231297821	-0.0127835588	0.0576721188	0.1666197771	0.0787618259	0.0454512051	0.0942626083	0.0744065256	0.0628973241	-0.018213827	0.0288777647	0.1032349315	-0.0575995351	-0.0538488522	0.1612443232	0.0692364055	-0.0261452332	-0.0031392146	-0.1450244253	-0.0689253053	0.0380598803	0.0898341731	-0.0323891613	0.0433860509	-0.1815059525	0.0846113283	-0.2036348062	0.0330254853	0.0055817263	0.0751843992	0.0396643099	0.2273661245	0.2146474427	-0.0093705618	-0.0473275918	0.0212061278	-0.0619254858	0.075896296	-0.1090522651	0.0391069562	0.0120330985	-0.09671339	0.0212216635	0.2160213424	0.0572082922	0.126883429	0.0034858089	0.109607467	0.103454364	-0.0543142014	0.0646500259	-0.0230353167	-0.0039634596	-0.0923953257	0.061051936	0.0254043008	0.0787839528	0.0947867548	-0.0352514305	-0.1751149858	0.2338162414	0.0020938104	-0.0987653996	-0.0344314584	-0.1303576379	-0.2083966621	-0.1400679649	0.0207321345	-0.1768541381	0.0995803508	-0.0277429952	0.0719704891	0.0439431227	-0.0726259249	0.0423449434	-0.012970873	0.1026214029	0.1078136911	0.170324924	0.0156748626	-0.1954142397	-0.1236071023	0.0094825991	-0.0228339483	-0.2292254875	0.0201718006	0.2433348211	0.107904585	0.1995244192	-0.0311810093	0.0828782194	0.0401604629	0.2358516018	-0.2036246907	-0.0224520582	-0.2364947438	0.0875268965	-0.3136791132	0.0275018829	0.0287413702	0.2754555748	0.0598888222	0.0793001143	-0.1714347219	0.0136769959	-0.0929298158	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0185349661838216	-0.0185049821476609	0.0003424343642852	0.0003435449714354	0.0001072889554905	-0.0001196361788656	1.431281529358576e-08	1.151091997024249e-08	-0.08637794604617	-0.0380628534603886	0.007461149563155	0.001448780813547	-0.0016277557567856	0.000151488450777	2.649588803748661e-06	2.2948750718815587e-08	-0.0015652579106972	-0.0003473767935661	2.450032327000164e-06	1.2067063670833425e-07	0.0003132266302679	-0.0001096923987186	9.811092190898373e-08	1.203242233664032e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958.2335788168434	1.8036775442245696	918211.5915721356	3.253252683539975	1089.864081749549	12.0846233996715	146.03812271188795	1187803.7166877878	891.7832022302438	0.2239939744559933	0.0501733005925921	795277.2797800278	919.5756969354944	860.5589484807119	1.516594	28.791607	0.143442088548321	0.0758730624638007	-0.0833905152	-0.0681916425	-0.0855601534	-0.0978055374	-0.0319726762	0.1019713664	0.0269456469	-0.0684439656	0.0344932401	-0.0605974115	0.061468825	-0.0349848446	-0.0404299445	0.0594252824	-0.079845628	-0.01890207	0.0535355303	-0.0030619291	0.1315669696	-0.0885238762	-0.0309317451	0.0950007475	-0.0147236826	-0.0535153081	-0.0296853499	-0.1045003873	0.0741764293	0.0952234246	0.0404236485	0.0752833026	0.0820452314	-0.0523948842	-0.1788053671	0.0214390031	-0.1237014663	-0.0486482219	0.0554608349	0.0799314324	-0.0381703735	-0.1392991546	0.0686108727	-0.0113657546	-0.0889624841	-0.116227835	-0.1101032854	0.1203228081	0.2482585797	-0.001899295	0.0334827109	0.0100388984	0.0584157747	-0.0361072803	-0.0091147611	-0.0828301514	0.022396035	0.0356335735	-0.035711821	0.002440276	-0.0954059864	-0.0014875235	-0.1010494208	-0.0498533933	0.0786584053	0.1193008085	-0.243373992	0.1410723765	-0.0133938128	0.0152010689	0.0715723215	0.0486166547	-0.1382356103	0.23615727	0.2530990944	0.0976562864	0.0627556519	0.1186178912	0.00561449	0.014355432	-0.0524973925	0.0947618807	-0.0121700904	0.0450580144	0.117808652	-0.0282275851	0.0604814285	-0.1393373421	-0.1475119946	0.0555439132	-0.0109083559	0.0834089022	0.123584313	0.0164241098	-0.0096069747	0.1536137874	0.1475425189	-0.2062887617	0.0249686992	0.0137626019	0.0010211392	-0.0549443611	-0.1708666211	-0.0929022492	-0.1311020241	-0.0521291053	-0.0453540638	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0286574504596188	-0.0101224842757971	0.0001024646879137	0.0008212494668455	0.011063172083439	0.0109558831279485	0.0001200313751132	0.0001223937765477	-0.0755100270673807	0.0108679189787892	0.0057017641877165	0.0001181116629295	-0.0004019770084487	0.0012257787483369	1.6158551532136622e-07	1.5025335398743769e-06	-0.00081801126167	0.0007472466490272	6.691424242189452e-07	5.583775544823794e-07	5.6335984316278166e-05	-0.0002568906459516	3.1737431288839393e-09	6.59928039774415e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
953.8909742520664	-4.342604564777048	909907.9907595564	18.85821440602245	1069.5283184261114	-20.33576332343773	413.5432699468752	1143890.8239153854	890.445095393795	-1.3381068364487874	1.7905299057509818	792892.4679108646	917.6340978285846	849.9789344054598	1.262	23.9583	0.1785358453021741	0.0862668725610248	0.1060722027	0.0156355794	0.0186168925	-0.0416960548	-0.019133412	0.0790164027	0.0151705136	0.1307339188	0.002083853	0.0694382534	-0.016079251	-0.0920644995	-0.018192837	-0.0551371509	-0.0335125086	-0.0047322087	-0.0382152736	0.0755440841	-0.0986673208	-0.0894683584	0.0430506968	-0.0446870867	-0.0220728781	0.1012125896	-0.0807690068	-0.173507473	-0.0492945969	-0.1128459653	0.0601295962	-0.0037647497	-0.0678367277	-0.0928591072	-0.0894746325	-0.0022937301	-0.0311549463	0.1244544091	0.1158292894	-0.1085522212	-0.1859971395	-0.0927011495	-0.0515604661	-0.0560356332	-0.0709937159	-0.0437267132	0.0281489563	0.1529137114	0.0204024637	0.0689263539	0.0847461744	0.0603160137	-0.0067746298	0.1341174795	0.0328875194	0.0267441478	0.0318034407	0.1373912311	0.0104962676	0.005805547	-0.0815893387	-0.0764444813	0.1069867932	-0.1713581165	-0.0120052175	0.099977418	0.0952340456	0.0386995232	0.058025229	0.0820357425	0.0485376299	0.1074115431	-0.0666889862	0.0022075067	0.0498820378	-0.1172652561	0.0245937356	0.0213699994	0.2096105576	-0.0791441002	0.0170789355	-0.0398391317	0.0195045801	0.0220348374	0.0956098031	-0.0091563948	0.09659456	0.0499989099	-0.0192771471	-0.0493999698	-0.1191698188	-0.0126292607	0.0605463083	0.0648664353	0.0472010603	0.140308875	-0.0437020961	-0.0091505305	-0.0215987067	-0.0785756205	0.0069902808	0.0192467642	-0.1305233282	0.0355927458	-0.1176881392	0.0228800851	-0.064012694	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0130893717931712	0.0155680786664476	0.0002423650733647	0.0001713316539398	0.0257530710859299	0.0146898990024909	0.0002157931327033	0.0006632206703569	-0.0145988241570762	0.0609112029103045	0.0002131256667692	0.0037101746399802	-0.0009620539325188	-0.0005600769240701	9.255477690748876e-07	3.136861608758246e-07	-0.0014422974053893	-0.0006242861437193	2.080221805592707e-06	3.897331892399145e-07	0.0006193062109855	0.0005629702266692	3.835401829652167e-07	3.169354761159951e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.7311943113197	2.840220059253284	915334.578168364	8.066849984984726	1062.4907051337943	-7.037613292317019	49.52800085219719	1128886.4984957075	891.031153558062	0.5860581642670013	0.3434641719040074	793936.5166110107	915.9857242891732	828.7251417782052	1.246568	23.665327	0.0753395495196014	0.0426917331249059	0.0184210164	-0.1916320519	0.0990949169	0.0185385449	-0.0269597369	-0.0317975458	-0.1672715142	-0.1262353381	-0.2001316831	-0.1345295068	0.0891295454	-0.0640392852	0.0476536787	-0.0542946312	-0.0476706067	0.0426520314	-0.0087478841	-0.0140946088	0.112669942	0.0494587604	0.0226646121	-0.0345729756	-0.0115966897	-0.0351535874	-0.0206059855	-0.0297985888	-0.0030549665	-0.0283451624	-0.0971730557	-0.0345942037	0.0608036838	-0.1343392334	-0.0719304365	0.0232999602	0.1224005352	0.0315409784	0.0250853135	-0.1008428825	-0.0979754912	-0.129894129	-0.0456349076	0.0839519054	-0.023278015	-0.1009297842	-0.1102625814	-0.2476140026	-0.0507108777	0.2107966128	-0.1121691953	0.00824785	-0.0528229802	-0.1552118523	0.0115509398	-0.0649044389	0.0920979248	0.0015968178	0.0059218868	-0.008264128	-0.0313544141	-0.0566426265	-0.0686654452	0.0442158416	0.0755866225	0.0370761563	0.0745193316	-0.0389581515	0.060850505	0.0597651905	0.1647902813	-0.0278931472	-0.1071768489	0.1449674249	0.0178331812	-0.0725697244	0.0055491857	-0.2278949318	0.1105301205	0.0789589347	0.1081192242	0.0618047664	0.0610235837	-0.0035804159	0.1043981134	-0.0085939892	0.067172565	-0.0108821837	-0.0459244006	-0.0829386118	-0.0158016958	0.0947615502	0.2017074794	-0.0678109689	-0.0002696165	0.0720114793	0.1311744442	-0.0948616158	-0.0306729039	0.1153836424	-0.0920866239	-0.0089068163	0.008170617	-0.046099444	-0.0768967123	0.0056584112	0.0043783725	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0212362542681034	-0.0081468824749322	6.637169406035742e-05	0.0004509784953395	0.0249567249532844	-0.0007963461326455	6.341671629794476e-07	0.0006228381203938	-0.0146694482859999	-7.062412892369987e-05	0.0002151927130156	4.987767586231381e-09	-0.0016268317190598	-0.000664777786541	2.646581442139064e-06	4.419295054783514e-07	-0.0010882530367595	0.0003540443686298	1.1842946720162734e-06	1.2534741495847377e-07	0.0003116144304943	-0.0003076917804912	9.710355329228694e-08	9.467423178184481e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
959.5043397435272	2.7731454322075706	920648.5779866622	7.690335588173713	1083.147612980434	20.65690784663957	426.7078417845594	1173208.751505212	892.0301669615102	0.9990134034482026	0.9980277802691612	795717.8187693798	918.3559288407204	877.3137595934217	1.330167	25.252415	0.0893886917123505	0.0509929276400818	-0.0229997796	0.0692240674	0.0199598356	0.0779911126	-0.0530265561	0.1191392086	-0.1474748284	-0.0469909058	-0.0102521661	-0.1361146917	-0.0564355064	0.0658599302	0.0281785676	-0.151743059	-0.0847480393	0.1107377525	0.0560134872	0.0418114477	-0.107245231	0.0869796847	-0.1184065273	-0.0731426877	0.1540386577	0.0095563116	-0.1485568467	-0.0052691085	0.1168050207	-0.0721805504	-0.0346890786	0.0648608651	-0.1443230084	-0.2097054934	0.1621666423	0.0689223864	-0.1097751101	-0.0615030293	0.0590233759	0.0082973456	0.103175714	0.0278639198	0.2087787834	0.0030222671	-0.1001423635	-0.1620179199	0.0673048932	0.1178309514	0.019909765	0.1725861163	0.0026109902	-0.0154889378	0.0432864213	-0.0514771375	0.0467721272	0.1025803617	-0.0117025386	-0.0715802716	0.039993472	-0.2073814402	-0.0596778884	-0.1555341009	0.0482191567	-0.0563250227	0.0425481706	-0.001917456	0.1672511631	0.1107696635	0.0673519576	0.0555476147	-0.0119870025	-0.2092391839	-0.0592516882	0.0216571997	0.0373731038	0.2668597406	0.0736896304	0.093972618	-0.1074671822	-0.0558113833	-0.0057381541	0.2445479253	-0.0830457839	-0.0309120189	0.0010559873	0.0716186599	-0.0214273089	0.0630663355	-0.0217484729	0.1569483004	-0.04451911	-0.0387602593	-0.047126349	-0.0218265482	0.2121016623	0.0343162281	0.0222136135	-0.1263182105	-0.0686464461	0.0626680966	0.0933648666	-0.128145893	-0.1499107916	0.0492174505	0.0341281413	0.032487021	0.0113870578	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0639122816075286	-0.0426760273394252	0.0018212433094753	0.00408477974028	0.0205100859908355	-0.0044466389624488	1.977259806236861e-05	0.0004206636273514	-0.0241367347234557	-0.0094672864374558	0.0005825819631104	8.962951248883455e-05	-0.0012819748380583	0.0003448568810015	1.6434594854146043e-06	1.1892626837408273e-07	-0.0011340279294673	-4.577489270779999e-05	1.2860193448118914e-06	2.0953408024106e-09	4.627142474318677e-05	-0.0002653430057511	2.141044747764396e-09	7.040691070103534e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.7974821517324	-3.706857591794801	913548.8268875912	13.740793205846751	1071.2903724083533	-11.857240572080627	140.59415398419492	1147663.0620148282	891.8129880256054	-0.2171789359048261	0.0471666902007526	795330.4056111586	918.9417810599356	847.2738585543084	1.3118	24.903713	0.0571716200742071	0.0310053678375103	0.0074352299	-0.0708571533	0.1168964566	-0.019047279	0.0633905788	-0.1474614261	0.0770383542	0.1126982113	-0.0323461705	0.028590932	-0.134651473	-0.1651642363	-0.0881366952	0.1167387199	0.1607736479	0.035571608	0.041045009	0.0579936519	-0.0561794727	0.027883005	0.0799564981	-0.1803669603	0.0089189903	-0.0419702402	0.1376049544	-0.0686486509	-0.0828004068	0.0653867649	0.1127915611	0.0293538281	0.0293766681	-0.0051735355	0.0257604231	0.1516174861	-0.071133525	-0.0848681493	-0.0919762261	0.0720456822	0.0343465624	0.0135692886	0.2153378615	0.2130942891	-0.004532826	0.0175587156	0.0088589316	0.0012182178	0.0169598277	0.0862462183	0.0840625287	-0.1409260317	0.0538205591	-0.0411337692	0.1320513545	0.118919456	0.1573747653	0.0958567664	-0.0339311674	-0.0090758831	-0.0075894899	0.1876471032	0.0182786592	0.0443035992	-0.0764640936	-0.0338550781	-0.0509070099	0.0586499407	-0.0512901146	-0.0102835948	0.0300381951	-0.003599909	-0.1702860546	0.0385755228	-0.0971251773	0.1336522916	-0.055157779	-0.004304918	-0.2629500862	0.0805671643	-0.1026069022	0.0543866234	0.0316696795	-0.0348043206	0.0203502343	0.0672710612	-0.0410564038	0.1579191007	0.1543706516	0.0641382378	0.1200185686	0.099138466	0.0032543867	-0.1009009055	0.1618369626	-0.1774069057	-0.0206331767	-0.0354562631	-0.0555495579	-0.0458968744	0.2091349208	-0.0937556849	-0.2093884418	0.0968722228	0.077657516	0.0507731399	0.0103628303	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.042585599601054	0.0213266820064745	0.0004548273654052	0.0018135332933812	0.01978564598123	-0.0007244400096055	5.248133275172173e-07	0.0003914717868945	-0.0371008848520943	-0.0129641501286385	0.0013764756568083	0.0001680691885578	-0.0011629669065964	0.0001190079314618	1.3524920258384e-06	1.4162887750840284e-08	-0.0014580272994473	-0.00032399936998	2.1258436059335867e-06	1.0497559174743701e-07	4.615176759531817e-05	-1.1965714786859544e-07	2.12998565217226e-09	1.4317833036046912e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.9285892586704	0.131107106937975	913799.4677620718	0.0171890734896456	1078.9819268027504	7.691554394397144	59.16000900197002	1164201.998366976	889.9063289941918	-1.9066590314135965	3.635348662071034	791933.2743839187	917.456672751566	843.3163776217036	1.225072	23.257242	0.095992843847065	0.0465982934160135	-0.0639869449	-0.1831660785	-0.2096270787	-0.0299657315	0.0776005286	-0.0565680108	0.0035874525	-0.0421675051	0.0213606241	-0.0120897046	0.0709123197	0.0316088483	0.1068849267	0.1520942006	-0.0379529606	0.0764987984	-0.0648528069	0.1149834856	0.139746407	0.1071623548	-0.0739254109	0.1274488219	-0.0693601732	0.0045091972	-0.0260132397	-0.0030824034	-0.1221798943	0.1545937876	0.103434886	0.0552614838	0.0512312618	0.1704246232	0.0205922388	0.0277380746	0.0517174511	-0.0745156153	-0.1020071621	0.0458594926	3.75316e-05	0.0548776537	0.090020636	0.1630625264	0.0323281636	0.0871065914	-0.0500331905	0.0360471335	0.0241253346	-0.2790928684	-0.0132223005	0.042520283	-0.0134535984	0.0683499507	0.0519772102	-0.1469061723	0.0593893021	-0.1852494317	0.0672492899	0.1216224526	-0.0443271024	0.0149812854	-0.0385105155	-0.0136517553	-0.1063515593	0.0926543374	-0.0930405566	-0.0490893113	-0.0334259281	-0.0590718275	-0.0462320182	0.0229031474	-0.0079844217	-0.0034125787	-0.1091667797	0.0245961701	-0.2060369602	0.0126848658	-0.1959838708	0.0706951755	-0.0950900676	-0.0486244952	0.0606732872	-0.0604572621	-0.0378766628	0.1154746194	-0.009140531	0.0361436562	0.0956017147	0.1831412483	0.1354048903	-0.0605026193	0.0199933189	-0.155749338	0.036372356	-0.1036198374	0.108646818	0.0178822711	0.0120771122	0.0444532667	0.0134559269	0.05525291	-0.0997345931	0.1057859343	0.0617660432	0.0091264279	0.1002142754	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0466858535673821	-0.004100253966328	1.6812082588389308e-05	0.002179568923315	-0.0030775750648786	-0.0228632210461086	0.0005227268766032	9.471468279962515e-06	-0.01089563471767	0.0262052501344242	0.0001187148559008	0.0006867151346077	-0.0016363255605275	-0.000473358653931	2.6775613400356367e-06	2.2406841525146282e-07	-0.0016771742478949	-0.0002191469484475	2.812913457801823e-06	4.8025385013895015e-08	0.0002101285392207	0.0001639767716253	4.415400299502527e-08	2.6888381632682632e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
957.0207540307084	1.092164772038018	915888.7236455056	1.1928238892808556	1071.4957384381976	-7.486188364552845	56.043016229566405	1148103.1174912185	891.4118472114284	1.505518217236613	2.2665851024313097	794615.0813488909	918.1164252475802	860.2065497309333	1.245509	23.645227	0.0799225250709133	0.0398577603958907	0.1031883447	0.0658044076	-0.034381287	0.0752169075	0.0628187518	0.0024799154	0.0107457161	0.0341021582	-0.0053537446	0.0943904587	-0.0586373111	0.067064516	0.0461240019	-0.0259494925	0.0258944094	0.0348135665	-0.0467709716	-0.0269249337	-0.0888090296	0.0274261401	0.0147306335	-0.0066134852	0.0192322957	0.1560719263	-0.0015689558	0.0059201993	0.0488467813	0.0624262112	0.0653925131	-0.0364214768	-0.0517865534	0.1374564775	0.0316344536	0.053598556	0.0630213867	-0.1229069187	0.0113582321	0.0486447393	-0.2136849112	0.0175412423	-0.0039574358	-0.179550544	-0.1016657892	-0.0322744615	0.1700053197	-0.1268686756	-0.0604446721	-0.0806910339	-0.082460826	-0.0160676375	-0.0452583653	0.0923570719	-0.0078273445	0.0868919492	-0.0636885862	0.0117716086	0.0017484192	0.0686701039	0.0332586351	-0.0669895323	0.1788212901	-0.0058252588	-0.1367872833	0.0123449252	-0.0269891245	0.0461633493	-0.0374994004	-0.0284539839	0.0056038625	0.0917760457	-0.043622649	-0.0695829518	-0.0459257779	-0.0777817175	-0.1833998713	0.1265409307	0.0318120701	-0.0856529869	0.1945434941	0.1406086784	-0.045816295	-0.0339285847	-0.04270442	0.0747128359	0.0466222953	0.0720548074	0.05206687	-0.0578116274	0.034453764	-0.0696122659	-0.0994250591	-0.0492016682	0.0909606015	-0.0600351066	0.0570688055	-0.0445963427	-0.0543383499	-0.0589440763	0.0835696597	-0.079136889	-0.143477821	0.0453722851	0.0113118788	0.0431667154	0.0835481569	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0211653694297666	0.0255204841376155	0.0006512951106182	0.0004479728630984	-0.0035754637932114	-0.0004978887283328	2.478931858008528e-07	1.2783941336565652e-05	-0.027625070642415	-0.016729435924745	0.0007631445279984	0.0002798740263601	-0.0012729054969313	0.0003634200635961	1.62028840411792e-06	1.3207414262426596e-07	-0.0013600943941123	0.0003170798537826	1.849856760895704e-06	1.0053963367479501e-07	0.0001471341309951	-6.29944082256e-05	2.1648452503683253e-08	3.968295467693541e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958.2903177532962	1.2695637225878045	918320.3330997134	1.6117920457110038	1076.870250576145	5.374512137947477	28.88538072094476	1159649.5365759295	891.7648404266198	0.3529932151914181	0.1246042099711748	795244.5306211147	917.5032419995632	863.1537175933466	1.059474	20.113466	0.0296781032913631	0.0159379918103488	-0.0214521515	-0.0112607771	0.0364985763	-0.0149565711	0.0922203153	-0.0609680924	0.0281120442	-0.0510727109	-0.029047936	0.0249538511	0.1069994181	0.042127182	0.0272538887	-0.0051242986	0.0910745975	-0.103978611	-0.029520436	-0.0814328658	0.0942901843	-0.0101354701	-0.0282127812	0.0282580824	0.0193139844	-0.1374690515	0.0484139668	0.0543225916	0.0746860584	0.0176578129	-0.0021057715	-0.0213937164	-0.0663778112	0.0461280098	-0.0582663608	0.113241684	0.0743699029	0.0076501702	0.0795425051	0.0860856256	0.0264146068	0.053582448	-0.0674902054	-0.0475455392	0.0854090018	-0.0165323383	-0.0824501293	-0.1184929338	0.0095890575	-0.0837609227	-0.0278043087	-0.0684003159	-0.0533209685	-0.0920796299	-0.0268115898	-0.0660775819	-0.0366753931	-0.0396129318	-0.0638693235	0.0157123273	0.0388801935	0.0465900199	-0.0550488864	0.0989081225	0.0487134962	-0.1135040423	-0.0365832946	0.0378826866	-0.0300151094	-0.0853980847	-0.0719003933	-0.0216150309	-0.0347257174	0.1063583495	-0.04516149	-0.0519137867	0.0955285129	0.0724325085	-0.0719562714	-0.0398021223	0.1113137316	0.0455384011	0.0654454146	-0.0168631028	0.0011014915	0.0561154316	-0.0007140269	-0.0473559289	0.0717137941	-0.0279581295	0.1361295586	0.0626525725	-0.0569702859	0.008711722	-0.0181401212	-0.072742108	0.0709030643	0.0263812725	0.0256030423	-0.0259705145	-0.0974724572	-0.0664465211	-0.0271660303	0.021147568	-0.0132588004	0.0261981888	0.0178033055	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.027331637403833	-0.0061662679740664	3.802286072799694e-05	0.0007470184031746	-0.0007523911928473	0.0028230726003641	7.96973890692652e-06	5.66092507074183e-07	-0.0277984624436271	-0.000173391801212	0.0007727545142297	3.006471672757591e-08	-0.001022969875502	0.0002499356214293	1.0464673661845774e-06	6.246781485925042e-08	-0.0013000225453458	6.007184876649988e-05	1.6900586184073728e-06	3.6086270142252327e-09	4.6834182876489335e-05	-0.0001002999481186	2.193440685708447e-09	1.0060079592595992e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
