global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
925.0253339749752	n/a	855671.8684955144	n/a	865.7526235995085	n/a	n/a	749527.6052694323	841.0652453104655	n/a	707390.7468691535	n/a	843.2972106308699	764.0481449866436	n/a	n/a	n/a	n/a	0.0041876039	-0.0972143396	0.0262599485	-0.0554534471	0.0698608543	0.0622818753	-0.073792365	0.255266027	-0.1406903382	0.0250185499	-0.0210609183	0.1346653378	-0.1008546342	0.1112025372	0.0034623405	-0.0210909681	0.1554418298	-0.0853418002	0.0269510741	-0.0191393292	0.1898895639	-0.0457158798	0.07940014	-0.1583209048	0.098686074	-0.1748691167	0.0259978797	-0.0735225891	0.0668781836	-0.0158747503	0.1184702835	-0.1422436106	0.0351938917	-0.0157441593	0.0286686553	-0.1141083984	-0.12954996	0.0454304673	-0.051549387	-0.0454963053	-0.0552901608	0.1975309951	-0.0851997927	0.0178553572	0.0040527923	0.0288344082	0.0268871867	-0.0348599661	-0.0543657586	0.1323340716	-0.0977200662	0.0981475489	-0.1304561846	0.0221106307	-0.0105539056	0.0005492417	-0.08882332	0.1969181897	-0.026767193	0.1555816924	-0.1342929725	0.1192264888	-0.0269599862	0.1490973285	-0.2046452458	0.1105025569	-0.1946995758	0.0178019874	-0.1274035382	0.0532691165	-0.0399176183	0.0721011721	0.0816887959	-0.0279685284	0.1030477396	-0.0359758185	-0.08473527	0.0720992209	0.0177067435	0.0070652749	0.0118289088	-0.0526690685	0.094409455	-0.0025434924	0.0566215758	-0.0810136903	0.1068768718	-0.0059913696	0.071920745	0.0419392291	-0.2626499455	0.0781382325	-0.0098056331	0.1489249494	-0.1532562446	0.1305317586	-0.0899319462	0.1882016371	-0.0853458676	0.1293735036	-0.0165174563	0.0328136365	-0.0215721035	0.1274941866	-0.0591700068	0.0529751285	-0.1141423392	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0568493458606269	n/a	n/a	0.0032318481247811	-0.0251100174157983	n/a	0.0006305129746216	n/a	0.0300278546887824	n/a	n/a	0.0009016720572106	-0.0005588547361566	n/a	3.12318616124663e-07	n/a	0.0014250578202414	n/a	n/a	2.03078979103117e-06	-0.0002041019374983	n/a	4.165760089055997e-08	n/a	0.0	0.0
926.3026786063796	1.2773446314043897	858036.6523933538	1.6316093073776157	875.2198057865751	9.467182187066555	89.62753856311029	766009.7084410902	841.6707541147867	0.6055088043212891	708409.6583321538	0.3666409121105971	844.3128341140804	775.546275782162	1.182841	21.89226	0.0918130883022155	0.0405590840136296	-0.0448307146	-0.0391576486	-0.1762884479	-0.0055717442	0.1124770633	0.1595103996	0.0452911979	0.0794978332	-0.1262198104	0.0956062188	-0.0807296385	0.141777868	-0.1834807263	0.0550353318	-0.0974357212	-0.1026001953	0.0202842693	-0.0181991472	-0.1075877792	-0.0173463158	0.0070431203	0.1792532323	-0.0674655891	-0.0761192933	0.0567234409	0.0125102198	0.0131584491	0.1229006794	0.0064282014	-0.0364232227	0.0362340665	0.0131147761	0.0671824059	-0.0401939955	0.0292202774	-0.0799990829	-0.071882113	0.0570614966	-0.0535312988	0.0123795238	-0.0105733598	0.0313349831	-0.2136341469	0.1563006536	-0.0047701715	-0.0907867444	-0.119471158	0.0088174732	-0.1340650559	0.1733466973	0.0540512422	0.029144194	0.0307953171	0.0525423867	-0.1100563419	0.0030048229	-0.0074100956	-0.0465240897	-0.0247332706	0.1275423887	-0.1299393425	-0.0845084795	0.0891483588	0.0298356796	0.0929802956	-0.0828415808	-0.1737104558	0.0160574485	-0.0382526263	0.0560000287	-0.0391787601	0.049466738	0.0602851768	-0.0412367466	0.0884128649	-0.0017602119	0.0343140398	-0.0925566481	0.0617502121	0.1136340285	-0.1200516976	0.0454004293	-0.061556828	0.0216285047	0.0967309074	-0.0571136014	0.0191553023	0.145064814	-0.0993616185	0.0725402943	-0.2972459039	0.0610158772	-0.0438675989	0.1489608709	0.0342526239	-0.0436545538	0.0028212354	0.0837047014	-0.0663369042	-0.0104178462	-0.0750548944	0.069129844	0.0302544985	-0.0523324378	-0.0544592532	-0.0107376932	-0.1066841166	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.048599678616739	-0.0082496672438878	6.805700963487695e-05	0.0023619287616503	-0.0103342280472702	0.0147757893685281	0.0001067962693329	0.0002183239514631	0.0001335139235578	-0.0298943407652245	0.0008936716097873	1.7825967783798063e-08	-0.0007297894724666	-0.00017093473631	5.325926741230783e-07	2.9218684077369244e-08	0.0010251518283952	-0.0003999059918461	1.599248023144929e-07	1.0509362712620215e-06	-0.0004111270278336	-0.0002070250903353	1.6902543301528974e-07	4.2859388028339126e-08	0.0	0.0
924.4004719926434	-1.902206613736212	854516.2326202218	3.618390001341785	874.0761398647143	-1.1436659218608156	1.3079717408257492	764009.0982807996	840.0190643365833	-1.6516897782034905	705632.0284489088	2.728079123421895	842.6476902226769	790.2265034342659	1.183515	21.90472	0.0697078719788573	0.0391241211576254	-0.0210477512	0.1282863894	-0.0586834812	0.0760078886	0.1026423	-0.0122287469	-0.00071347	-0.1928532077	-0.0010129152	0.071439227	-0.0384256464	-0.0624972036	-0.0308299519	-0.0472442509	0.0522921997	-0.057868767	-0.0592385719	0.0222422626	0.011027566	0.0985039592	0.0879613743	-0.1085861003	0.0365729109	0.1029356142	0.1804910313	0.0420972771	0.1042382622	0.0022351566	-0.0135050243	0.0049542176	-0.2496133132	-0.01554162	0.0359637743	-0.0571269312	0.0636611214	0.0070195823	0.060178185	0.0392857701	-0.2237750175	-0.0756829129	0.0503045917	-0.0773865233	0.1200408286	0.0718039715	-0.002099442	-0.0649941554	-0.0319517614	0.0824025993	-0.03675865	-0.0251302718	-0.0141114147	-0.1294091769	0.0635012445	0.0390007282	-0.0330134133	-0.1169218759	-0.058770034	0.0391180467	0.1180429502	0.0298496757	0.0418954909	-0.0899196651	0.0764842701	0.0006905634	-0.0448998861	0.0256173747	0.0252432014	-0.0915689836	-0.2247330574	0.1231457536	0.0617885433	-0.203657462	-0.0362453129	-0.0934495131	0.0263433934	0.1018822676	0.0165353978	-0.0601364103	0.0903497918	-0.0876170316	0.0025813935	0.0628125728	-0.0758173916	0.0971106655	0.085783178	0.0326704608	-0.0608456189	-0.0327039072	-0.0726860141	0.0510140339	-0.1967552049	0.1506161855	-0.0585946159	0.1555769897	-0.003227984	-0.0221866937	-0.0655405832	0.0519163586	0.0721537373	-0.0048170146	-0.0409547602	-0.0412338317	-0.001444993	-0.0355629541	-0.1667887074	0.0449669605	0.1093546493	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0485159718135577	-8.370680318130208e-05	7.006828898833244e-09	0.0023537995210139	-0.0170733270301042	-0.0067390989828339	0.0002914984958768	4.541545510043424e-05	0.0343114843993248	0.034177970475767	0.0011681336658424	0.0011772779616851	-0.0007568332234924	-2.704375102579996e-05	5.727965281818971e-07	7.313644695454562e-10	0.0014000952710671	0.0003749434426719	1.4058258520265638e-07	1.9602667680644565e-06	-0.0002389723071898	0.0001721547206438	5.710776360361614e-08	2.9637247839944825e-08	0.0	0.0
924.2876225050684	-0.1128494875749765	854307.6091160718	0.0127350068459347	867.73618626249	-6.339953602224227	40.195011678355954	752966.0889493708	840.4604912633481	0.4414269267648478	706373.8373746284	0.1948577316730583	842.9634010616027	783.5871119414561	1.083184	20.047779	0.0459476068063507	0.0224097790699256	-0.0519578051	0.0596368682	0.1197853774	0.0515876807	0.0966577837	-0.004131846	-0.1902186367	-0.0435255215	0.0554840521	0.0044003231	0.0381259497	0.0432050424	-0.0407521745	-0.0538519737	0.0887320264	0.0304285007	0.1511929289	-0.1272628271	0.1075030455	0.1227861224	0.0710505196	-0.0932108728	0.0950264242	-0.0036227736	0.1121725334	-0.1169923997	0.0437063449	-0.0134896785	-0.0422986924	0.0080730458	-0.0619707553	0.1438952798	0.0872851563	0.1643317161	-0.1278196124	-0.1105212966	0.0237392197	-0.013996121	0.1885786152	-0.0533796655	-0.1033267899	-0.0162248753	0.1694627708	-0.0044749224	0.0211694312	-0.0849066137	0.060247967	-0.1244352632	-0.0613330043	-0.0618938412	-0.1214731525	0.0402190853	-0.097828207	0.0408998048	0.0401311529	-0.1481833341	-0.0204512388	0.166376831	0.0054751856	0.1614999213	0.0418710674	0.0088717818	0.0533186414	0.0670770574	-0.0537642283	0.0258489282	0.0437870474	-0.1680966766	0.0565898982	-0.0572873262	0.1352610409	0.0770571414	0.1014211554	-0.1352991036	-0.129646403	0.0334002648	-0.0515682665	0.0633702773	-0.2052534364	-0.0700913552	0.0872465926	0.177463665	0.025771934	0.101861475	-0.0065724084	-0.0349388599	-0.0278264371	-0.1228773105	0.055753058	0.0910910294	-0.1996689264	0.1236783873	-0.0109950879	0.1475273349	0.0595168457	-0.0208168496	0.0077031577	0.0350678198	0.0097579495	-0.0568671087	-0.1046314612	0.0100650242	0.0512791145	-0.0335326923	0.1162384425	0.0476316095	0.088239626	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0345392362118843	-0.0139767356016733	0.000195349138079	0.0011929588381003	-0.0193424918758324	-0.0022691648457282	0.0003741319919666	5.149109097088685e-06	0.0215769271752606	-0.0127345572240641	0.0001621689476929	0.0004655637863264	-0.0008211913526306	-6.435812913820006e-05	6.743552376352745e-07	4.141968786169236e-09	0.0015031690419329	0.0001030737708657	1.0624202240495436e-08	2.259517168625473e-06	-0.0004108833898835	-0.0001719110826937	1.688251600821563e-07	2.955342035292017e-08	0.0	0.0
922.363344650769	-1.924277854299362	850754.1395553533	3.702845260546957	870.0993765402532	2.363190277763124	5.584668288914151	757072.9250557373	840.2786344721698	-0.1818567911783475	706068.1835504143	0.0330718924976851	843.1101058994046	771.8544061085177	1.144524	21.183075	0.0623294454931622	0.0345113122417969	-0.0122248454	-0.1172164607	0.0614038818	-0.0055633229	0.0071453057	0.1109977436	-0.0210215813	0.0402769654	0.1279033975	-0.0046482651	-0.044564795	-0.1410420217	-0.0274282972	-0.1342121808	-0.0308409941	0.0277537009	0.0428044913	-0.0474145794	-0.0183328704	-0.0026590367	-0.0641683337	0.1620926872	0.043827636	-0.1763252028	-0.1045499238	-0.2195182147	-0.0559090607	0.0935227624	0.0034462266	-0.0062831256	0.1450814969	0.0182763696	0.0096441126	0.0355548319	0.1370838748	0.0813936297	0.0769078058	0.1466853927	-0.0252868077	-0.0268785509	0.0412733507	-0.1399896825	0.1339452252	-0.0195167694	-0.0358551032	-0.0282405437	-0.1132135941	0.0295842653	-0.0852391902	-0.1121954604	0.0355019346	0.0655865351	-0.036826129	-0.0057271978	0.0266416609	0.0324283729	0.0897821616	-0.0141829286	-0.229493095	0.1194026854	-0.0277537309	-0.0487608572	0.0787819655	0.0777505935	0.0502727293	0.0745711316	-0.0226801596	0.1258217388	0.1472862171	0.1227349793	-0.0688542282	0.0340736914	0.0411195972	0.008912902	-0.0538236962	-0.1197562821	0.1001111426	-0.1815411165	0.1170779169	-0.0317402502	0.0415408949	0.0626771639	0.0174217968	0.088172024	-0.0897349663	-0.0624741462	0.0342615049	0.0006218019	0.0651352138	0.1257823752	-0.1546876296	0.0740089326	0.0026149627	0.0090196191	-0.0179076344	-0.0350456936	0.0739076418	0.0268007729	0.1522652607	0.0980920189	0.0120147391	0.0178970686	0.0714310538	-0.0183197459	0.1597447078	-0.0799908394	-0.0496671958	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0329082475364685	-0.0016309886754157	2.660124059334584e-06	0.0010829527559214	-0.011581576614148	0.0077609152616844	0.0001341329168693	6.023180569904584e-05	0.0234627968086726	0.0018858696334119	3.556504274225505e-06	0.000550502834085	-0.0005170980707857	0.0003040932818449	2.673904148102928e-07	9.24727240632018e-08	0.0013419608074567	-0.0001612082344762	2.5988094862933514e-08	1.800858808749838e-06	0.0001448485322484	0.0005557319221319	2.0981097294515773e-08	3.088379692764161e-07	0.0	0.0
921.0197416907074	-1.3436029600616166	848277.3645840174	1.805268914286338	867.7569522857666	-2.342424254486559	5.486951388006913	753002.1282402822	841.1567699321802	0.8781354600104123	707544.7116027387	0.7711218861276985	844.0030340108069	772.6373617070666	1.08966	20.167641	0.04690349788871	0.0254130808153717	0.031607743	-0.0917930287	-0.0426323722	-0.0007776892	-0.1414833134	-0.0026644039	0.1098607208	0.0513780299	-0.0124909608	-0.0835723889	-0.0777521866	-0.0894002615	0.0204570811	-0.0156293588	-0.1388071084	0.0570527063	-0.0928365486	0.013985226	0.0209766235	-0.049613061	0.0620978982	-0.0081133985	-0.0049729589	0.0859818793	0.0186926751	-0.0646375755	-0.200822503	-0.1671516136	0.0085023181	-0.0984833369	-0.0762384981	-0.1435505669	-0.1398588804	0.098997649	-0.1042355676	0.0659089687	0.213263259	-0.0632969046	-0.0470524088	0.0109700806	-0.1186674343	0.0607305818	-0.0113378519	-0.0171315667	-0.0723109685	0.1083857083	0.0634227592	0.2130818172	0.0362761005	0.0061577615	0.1225469743	0.0935139537	0.0667123872	0.027650315	0.0150301705	0.0331152587	-0.1524625031	-0.066002459	0.0364731402	-0.1325580673	-0.0270755406	0.2044951243	0.029967988	0.0877831539	-0.0317459517	0.1000234191	0.0313453124	-0.0466952683	0.000234088	0.0347049298	0.0763068739	-0.0610274788	-0.0914791786	0.074577363	-0.1764714247	-0.063348508	-0.1162363069	0.0712588978	0.1650354555	0.0764012251	0.0610748305	-0.1519108546	0.0106974689	-0.0386453038	-0.1088588976	-0.0012198542	-0.0156113714	0.0820030376	-0.0241504568	0.1085431211	-0.1113333221	-0.0062753816	0.001479414	0.0346391458	-0.0994274727	-0.1552578211	-0.1883483338	-0.0929687448	-0.015402771	0.0490827807	0.0453219806	-0.0048152047	0.0952291947	-0.0215292268	0.0502884762	0.0322310077	0.1267646473	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0188200085345897	-0.0140882390018788	0.000198478478174	0.000354192721242	-0.0203191430734932	-0.0087375664593452	0.000412867575241	7.634506763147421e-05	0.0264807095596637	0.0030179127509911	9.10779737259467e-06	0.0007012279787832	-0.0001451252158701	0.0003719728549156	2.1061328281343123e-08	1.3836380479406206e-07	0.0013359864619462	-5.974345510499938e-06	3.569280427883077e-11	1.784859826503525e-06	0.0001880969253522	4.324839310380002e-05	3.53804533269511e-08	1.870423506060817e-09	0.0	0.0
922.6449544217144	1.6252127310069682	851273.7119198474	2.641316421027128	862.7242546910825	-5.032697594684123	25.32804507953936	744293.1396322837	841.7535127556843	0.596742823504087	708548.9762365338	0.3561019974036299	844.286766461268	761.7610729826978	1.138283	21.067568	0.1154565932656666	0.0601678286000661	0.0294535472	0.0597505448	0.0079672887	-0.0384709622	-0.1530077584	-0.1016973058	0.0104504697	-0.0314071418	-0.0287381692	-0.0461879729	-0.011175171	0.0160628929	0.0430419809	0.0733009359	0.0254010544	0.0995511032	-0.176687825	0.0015631664	-0.0370655366	0.0036961232	-0.1161008923	0.0115952371	0.0215087727	0.0413588649	-0.0083207023	-0.1097579974	-0.0007457394	-0.1576403529	0.1003438378	0.0725058986	-0.1385593277	0.2090933607	0.0847142795	-0.0505447542	0.0223530213	-0.0640440776	0.0194578466	0.0924973306	0.0525480225	0.1063457558	-0.059285132	-0.2073610034	-0.0169410674	0.1050954405	-0.0558023442	-0.109921899	-0.0351685454	-0.0579041605	0.0973227501	0.0051303274	-0.0173173996	-0.0137842899	0.1711117579	0.0259210182	-0.0184739903	0.0499106881	0.055422837	-0.0697935129	0.0314412835	-0.0202091824	0.0732409871	-0.0224958465	-0.0330368918	-0.0388481507	-0.0718995808	0.0230265214	0.1154677202	-0.2762349232	0.1008682681	0.0383793917	-0.1219636295	-0.0154283256	0.0155525249	-0.1720421664	-0.0408670213	-0.0101422163	0.1072510718	-0.1444789377	-0.0325991888	0.0937066173	0.0255104682	0.122813078	-0.0934763803	-0.0936398339	-0.0580019849	0.0426460833	-0.054995233	-0.0673931526	-0.0553378673	0.0356347715	-0.0259321266	0.0280809476	0.0779809375	-0.1027276762	-0.0819945072	0.1064057681	0.0028710573	-0.0159021337	-0.0310910956	0.0102955374	-0.0917866827	-0.1742096552	-0.0610160892	-0.0803118865	0.0837708143	0.0534251777	-0.0832447169	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0121692460206759	-0.0066507625139138	4.423264201648103e-05	0.0001480905487117	-0.0074854089503162	0.012833734123177	5.603134715347387e-05	0.0001647047315443	0.0508875264146695	0.0244068168550058	0.0005956927089937	0.0025895403446036	-0.0007740356247867	-0.0006289104089166	5.99131148438937e-07	3.95528302443645e-07	0.000603954534442	-0.0007320319275042	5.358707428855144e-07	3.647610796730529e-07	0.0001177336663016	-7.036325905060001e-05	1.3861216180816504e-08	4.9509882242218455e-09	0.0	0.0
923.8257449020336	1.180790480319274	853454.0069437973	1.394266158412622	874.3803436445153	11.6560889534328	135.86440969033814	764540.9853519007	840.4538859491763	-1.2996268065079448	706362.734407071	1.689029836194039	843.4710854127703	779.6456786387065	1.102496	20.405218	0.0723834511559153	0.0367466090140048	-0.0341705947	-0.0325720401	0.1223310947	-0.0380258802	-0.1973901942	0.0406323426	0.050750349	0.0044601603	0.0262739682	-0.1018608464	-0.0823224004	0.0507827911	0.1068686578	0.070063364	0.0335504807	0.1062811714	0.0071182158	0.0984543548	-0.0261658565	-0.1989191769	-0.0464276678	0.1502777007	-0.0087369982	-0.1311616002	-0.0691895072	0.03449423	0.13279563	-0.1521803173	0.118743784	0.1326073514	-0.0231002467	0.0562604278	0.0131422349	-0.1103458521	-0.0660362308	-0.0838347418	-0.055574049	-0.2085406312	-0.0428992862	-0.0222810036	0.0687787329	-0.0555782533	0.0534967078	0.1203163743	-0.0561716322	0.1481918764	-0.0468794693	-0.0804031077	0.1280462658	-0.0267719391	-0.0292965949	0.026842436	0.045818896	-0.1605674825	0.0156801159	0.179114966	0.0338611828	-0.0075337059	-0.0493672642	0.0541831644	-0.1389861375	-0.0410703247	-0.1041911856	-0.0986890285	-0.093346713	-0.1326966506	0.0532141333	-0.1414299169	-0.031465783	-0.1012947888	-0.2045252014	0.1163607771	-0.13084642	0.0772525897	0.0285626813	0.1705884371	-0.086244003	-0.0403682757	0.0954981397	-0.0708875607	0.0008421309	0.1012132664	0.0426327194	-0.1174637151	-0.0865184814	-0.0489264715	0.0525925699	-0.0997080773	0.0389493978	0.0178582469	0.05347961	0.0076865357	0.1045173767	-0.0510769116	-0.0198661152	0.0691713518	0.1043484331	-0.0512424925	0.0965747628	-0.0976015383	0.0276439958	-0.1617316734	-0.0296933337	-0.0069865898	-0.0158375096	-0.0932481239	-0.0565180078	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0085666644100967	-0.0207359104307726	0.000429977981393	7.338773911521743e-05	-0.028551338065057	-0.0210659291147408	0.0008151789053051	0.0004437733694672	0.0536519782387614	0.0027644518240919	7.642193887725034e-06	0.0028785347689325	-0.0004030306818742	0.0003710049429125	1.6243373053198257e-07	1.376446676655074e-07	0.0004419713964429	-0.000161983137999	2.6238536996035468e-08	1.9533871527368706e-07	0.0001410887811162	2.3355114814600003e-05	1.9906044156854998e-08	5.454613880031486e-10	0.0	0.0
920.5332267054532	-3.2925181965804318	847381.4214687534	10.840676074813256	867.0824202938356	-7.297923350679639	53.25968523239513	751831.9235826158	839.0545230257338	-1.3993629234424816	704012.4926099417	1.9582165915054883	842.2702274279903	764.6245316951232	1.223906	22.652292	0.0768860094876134	0.0358658807541408	0.0153619765	-0.1092687531	-0.0380033759	-0.0913988197	-0.1112111955	0.049690885	0.1283552797	-0.0538897631	0.1144127526	-0.1494121292	0.1637874807	-0.0044061358	0.1954814832	0.0808693424	-0.0711203109	-0.0099356544	0.0381952677	0.0562523349	-0.0335721806	0.0052273468	-0.0394530108	0.0526279074	-0.0905880899	0.0706828972	-0.0473721185	-0.0385488059	-0.0855082177	0.1897198438	-0.0345394365	-0.0712283232	-0.1738008569	-0.0345928667	-0.108640019	-0.0334261933	-0.0899477105	0.065592751	-0.0578142486	0.0696545255	0.1351316729	-0.011520266	0.0992461309	0.0166654815	-0.1561533508	-0.037028456	0.0873551202	0.0272733336	0.0159171071	0.0730036509	0.1723929688	0.0211831631	0.1087190319	0.0007109429	-0.0809177011	-0.0911296799	0.0104114256	0.0569780606	0.0451679848	-0.0545507842	-0.0739963651	-0.1016238867	0.0452976848	0.0438090817	0.1632079543	0.0202926696	0.0766598315	-0.0119199136	0.0330693663	-0.0896684437	0.0082575279	-0.1301457667	0.1879691942	-0.0571291467	0.0071287519	0.0921492237	0.0744622258	-0.0172530825	0.0937545251	0.0783670551	0.0124154214	0.0728690289	-0.100223411	-0.1472540776	-0.0919131809	-0.1212490339	-0.0282718352	-0.0133508261	0.0757752128	0.0781855883	0.0121694434	0.039476603	0.0971438809	-0.0343457024	0.1265875631	-0.100989195	-0.0869694422	-0.1700376267	0.0615730213	-0.0952209728	0.0821009799	0.0291921298	0.0871094665	0.0178080155	-0.0313069724	-0.0140045043	0.0636494967	0.0580984179	0.0650904695	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0085879069459053	-2.124253580860005e-05	4.5124532757965557e-10	7.375214571152849e-05	-0.0132774417298406	0.0152738963352164	0.0001762904588893	0.0002332919092589	0.0351560431347621	-0.0184959351039993	0.0003420996153713	0.0012359473688932	-7.0159029011164216e-06	0.000396014778973	4.9222893517893815e-11	1.5682770516510024e-07	0.0001139990049885	-0.0003279723914544	1.0756588955631817e-07	1.2995773138368048e-08	0.0002790003209405	0.0001379115398242	7.784117908490199e-08	1.9019592816709482e-08	0.0	0.0
920.722035345175	0.1888086397217421	847729.0663701616	0.0356487024335746	859.8945280987283	-7.187892195107338	51.66579420848499	739418.5994541346	840.0258434682653	0.9713204425314644	705643.4176945705	0.9434634020795196	842.9574286261336	755.5202469346086	1.190059	22.025841	0.0643361016150633	0.037434281002835	0.0723909564	0.015139669	-0.1441086563	-0.1991696625	-0.0019150729	-0.0605607788	0.1106669059	-0.0043822361	-0.0306951062	0.0896025958	0.1480734558	-0.0393244086	0.0337969801	0.0278365855	-0.0377007691	-0.1488106403	0.0189067802	0.0154248025	-0.0782825846	0.1073008499	0.0570744674	-0.0531992404	0.0602417054	0.0114397237	-0.0990096406	0.2506297394	-0.0957460803	-0.0614107676	0.0115934439	0.0573412324	0.0825982911	0.19664197	0.1630708667	-0.0012671601	0.1035982204	0.0927053982	-0.1059215442	-0.0716160666	0.1608458762	0.1203027483	0.0857363159	0.0837484042	-0.1205798788	0.0153590785	-0.0143233254	-0.0483187709	-0.1706873285	0.0211819171	0.020571231	0.0759072918	0.0875727938	-0.107170875	-0.0775265274	0.0453392132	-0.1011182469	-0.1204514099	-0.0081125704	0.0226377884	0.044410851	-0.0368849765	0.040936503	0.0230313469	-0.0805896154	-0.2264290505	0.1388583199	-0.0992097003	-0.0084957482	0.0685498671	0.2368893042	0.0113851793	-0.159482402	-0.0044035717	-0.1074099257	0.0313052658	0.1013936875	0.046284779	-0.0442729441	0.0665238823	-0.0315589885	0.0715450039	0.0122964993	0.0075905518	-0.1194805069	-0.0145300004	0.1167221977	0.1094764297	0.0404058829	0.0955743264	-0.0605148557	-0.0178439813	0.1674939043	-0.144992377	0.0572109663	-0.11796397	-0.1505505945	0.1513942114	0.0124133116	-0.0135521876	0.097488586	-0.0426233231	0.0043989879	-0.0261922957	0.114436511	0.0538251919	0.0410053819	0.003734413	-0.018722755	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0085671146216412	2.079232426410033e-05	4.3232074830349516e-10	7.339545294033843e-05	0.0153445602952189	0.0286220020250595	0.0002354555306536	0.0008192189999225	0.0581998133688443	0.0230437702340821	0.0005310153466011	0.0033872182761683	0.0001619958175263	0.0001690117204274	2.624264489601429e-08	2.856496164183517e-08	3.0022841680965584e-05	-8.397616330753442e-05	7.051996003853689e-09	9.013710226003243e-10	0.0002789974640423	-2.856898199997751e-09	7.783958494203448e-08	8.16186732515039e-18	0.0	0.0
