global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
826.0262874077381	n/a	n/a	682319.4274886112	883.9835013300994	n/a	781426.8306238219	n/a	777.7028305135309	n/a	604821.6925887577	n/a	789.1984869817511	631.4994318130168	n/a	n/a	n/a	n/a	-0.0117852615	-0.0676841708	-0.128003717	0.1745162454	-0.0091391716	0.0004134364	-0.1921558324	-0.1058441139	0.087177266	0.0707463109	-0.0404099341	0.1333886864	-0.0225650518	0.0824062445	-0.2670894379	0.1168584116	0.0065321828	-0.0909908378	0.0500129439	-0.1346172008	0.0059379564	-0.1263056485	0.0491677696	-0.0928127736	0.0167256721	-0.080092204	0.027026203	-0.0792835416	0.2361298645	-0.1503478927	0.0518905556	0.0638481304	-0.0160029571	-0.1255924483	-0.0384123651	0.0946110261	-0.0852607169	0.2889926212	-0.0239671031	0.1126242835	-0.1180328629	0.1190376336	-0.0175922926	0.1244987728	0.0407964048	-0.0914257813	0.079971678	-0.1263895502	0.1022177772	-0.0665802992	0.0281799583	-0.1320903443	0.066546695	-0.1615920993	0.0840131061	-0.0707029452	0.1540127504	0.1561451084	0.1560591586	0.0603631475427306	n/a	0.0036437095812654	n/a	0.0006779643671706	n/a	4.5963568315303213e-07	n/a	-0.0679883313107154	n/a	n/a	0.0046224131944156	0.0014400106438821	n/a	2.07363065449374e-06	n/a	-0.0030920092564239	n/a	n/a	9.56052124181108e-06	4.226876710197898e-06	n/a	1.7866486723213405e-11	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
822.9105109418737	-3.115776465864428	9.708062985234626	677181.7090186155	869.5960197657184	-14.387481564381003	756197.2375923798	206.9996257654033	777.1155335125438	-0.5872970009870642	603908.5524264857	0.3449177673683996	787.9576777538485	616.9675356614674	1.084245	17.787434	0.0820472465116775	0.0412591044835849	-0.0453393468	-0.0094317296	-0.0956867508	0.0426648189	-0.1327427173	-0.0316580888	-0.1053453701	-0.0793504703	-0.0344596021	-0.0281289749	0.069874621	0.1998680668	-0.0721360097	-0.0242076556	-0.1614182376	-0.0315472758	0.0049763677	0.0284162982	-0.0909477696	-0.1651283438	0.0008915517	-0.0706588495	-0.0228274805	-0.0418456309	0.1606934224	-0.1078615904	0.0506943184	-0.1646677276	0.1582525849	-0.0068416952	-0.1848993158	0.0233826434	0.0805172084	-0.1203743169	-0.0877167536	0.1251237539	-0.0564879879	0.2600271551	0.0070555587	0.0709478807	-0.0249082038	-0.0033186424	0.2043611451	0.0913847785	0.0883222856	-0.019460729	0.0441800745	-0.0438110094	-0.0297951766	-0.0348349532	0.0366201878	0.0555347004	-0.036840671	-0.0669506978	-0.1549157356	0.0049329152	-0.0829547678	0.155915944	0.1551433414	0.0462518224729393	-0.0141113250697913	0.0021392310820682	0.0001991294952253	0.0007841994916901	0.0001062351245194	6.149688427670111e-07	1.128590168167366e-08	-0.0760842446330372	-0.0080959133223218	6.554381252254768e-05	0.0057888122813798	0.0018581376523741	0.000418127008492	3.452675535170332e-06	1.74830195230469e-07	-0.0026027706486173	0.0004892386078066	2.393544153685403e-07	6.77441504930372e-06	-0.0002830829668921	-0.0002873098436022	8.01359661444338e-08	8.25469462307769e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.3688714248739	0.4583604830002059	0.210094332376182	677936.2984314705	860.2571413217347	-9.338878443983733	740042.3491950431	87.214650591504	777.7543962448038	0.6388627322600087	604901.9008781194	0.4081455906707235	787.8671702577938	614.4713055428039	1.058036	17.357466	0.0654853572779357	0.0374514257925635	-0.0493556346	0.0087783743	-0.0005532392	-0.0704371059	-0.1188942767	0.012587257	0.0271094053	-0.0399486704	-0.1180727655	-0.1477736605	0.0169539585	0.1057595179	0.0957623591	-0.0737308965	-0.0686919403	-0.0227683563	0.001286251	0.1258646568	-0.062891591	0.0771898898	0.0432394514	0.0034510713	-0.1209387701	0.0989458166	0.0757372308	0.0974793041	-0.0459032439	-0.1729086761	0.0430006383	0.0284787852	-0.0713844297	-0.0110834193	0.0507622209	-0.1062169775	-0.0793602418	0.1529007506	0.0137405964	0.1421762555	-0.0601485968	-0.0100156754	0.2073114957	-0.1001317629	0.0227158564	0.0355765573	0.1304545922	0.0183325577	-0.0302203281	-0.1280922051	0.0030639185	0.0803070627	0.052970073	0.118745562	-0.0556237933	0.0583998899	-0.0638068957	-0.0160750558	-0.1933812831	0.1554579513	0.1533170814	0.0431098587279734	-0.0031419637449658	0.0018584599195458	9.871936174680137e-06	0.004784051506661	0.0039998520149708	2.2887148818385383e-05	1.5998816141666766e-05	-0.0473165918706683	0.0287676527623689	0.0008275778454562	0.0022388598662553	0.0015939037094062	-0.0002642339429678	2.540529034858844e-06	6.98195766163634e-08	-0.0027803528816805	-0.0001775822330632	3.1535449499712743e-08	7.730362146669061e-06	-0.0004327845659736	-0.0001497015990814	1.873024805449573e-07	2.2410568767558158e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.131586103551	-0.2372853213229291	0.0563043237153257	677545.6080413475	860.110535418401	-0.1466059033336932	739790.1331377284	0.0214932908922882	777.7310930547867	-0.0233031900171454	604865.6531041933	0.0005430386649751	787.7194117400987	608.2169561791927	1.008545	16.545544	0.1547263099179371	0.0945807468979069	-0.0705222404	0.0132477829	-0.0381356155	-0.0795921827	0.0256567939	0.0886434292	0.14923723	-0.048633103	-0.090296831	-0.025512871	-0.0778507713	0.0358373225	0.1565367133	0.1801697252	0.0209929749	0.0939377249	0.1357489491	0.0174253546	-0.0609812126	0.1124044964	0.1298347613	-0.0164868599	-0.1053139549	0.0346681729	-0.060277856	0.0184316921	-0.1849874637	-0.0477151072	0.0119604434	-0.2216105148	-0.0355102624	0.0096340401	-0.0470426215	-0.1008389126	-0.0628950023	-0.0057729808	0.0438330801	0.1529401717	0.0615627284	-0.1022323996	0.0862575018	0.0857864898	-0.1777835602	0.0149033749	0.1155116282	0.0334356472	0.0738354728	-0.1027873636	0.1167225096	0.0587873519	-0.019017812	0.0727914783	0.0063225164	-0.0651227173	0.0804329008	0.1164488486	0.0425308766	0.1547718027	0.1505910958	0.0458201178239647	0.0027102590959913	0.002099483197402	7.345504367403605e-06	1.0295916723634946e-06	-0.0047830219149886	1.0600590118002576e-12	2.287729863926156e-05	0.0277357599290439	0.0750523517997122	0.0056328555106677	0.0007692723788415	0.0007707873905985	-0.0008231163188077	5.941132015056447e-07	6.775204742875392e-07	-0.0024160711916565	0.000364281690024	1.3270114968674186e-07	5.837400003152459e-06	-0.0001765690326604	0.0002562155333132	3.1176623294629403e-08	6.56463995109675e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.1123231311647	0.9807370276137136	0.9618451173325818	679161.1211366452	860.1396359302959	0.0291005118948532	739840.1932983019	0.0008468397925424	778.5064078754282	0.7753148206414835	606072.2271031026	0.6011130711063357	787.7976869614121	610.135836357766	0.949354	15.574496	0.0183473802017361	0.010469365698641	-0.0480959568	0.0761430998	0.0427853682	-0.1063456781	0.0384993097	-0.0142395773	0.0265572875	-0.0012917257	-0.0454703246	0.0382798459	-0.0944436592	0.0626433604	-0.079019079	0.0974289701	-0.0226773486	-0.0878380052	0.0980801356	0.2022228679	-0.056081482	0.1526709059	0.0483832127	0.0342472385	-0.061346923	-0.0056501512	-0.1061677772	-0.1287577573	-0.0021039646	0.0190096382	0.0487894047	0.0367538398	-0.093271551	-0.130522812	0.0891535585	-0.0747278293	-0.0516335485	-0.0245436815	0.102046615	0.1631134796	0.1547472086	-0.0698079682	0.0337694454	-0.0590793029	0.0684549152	-0.0405036663	0.1041630147	0.0788088852	0.0165175156	-0.0495408294	-0.0121868676	-0.1150820148	-0.0429066065	0.2083390064	0.0185667903	0.0474024128	0.0752014078	0.2185300742	-0.0494697838	0.1538585052	0.1469813818	0.0459328180688487	0.0001127002448839	0.0021098237757459	1.2701345196912517e-08	0.0023679966454892	0.0023669670538168	5.607408113048105e-06	5.602533033854356e-06	0.0356741846530042	0.0079384247239602	6.301858709798412e-05	0.0012726474506566	0.0007708763060607	8.891546219994604e-08	5.9425027924579e-07	7.905959418230031e-15	-0.002498036579136	-8.196538747950012e-05	6.718324744664596e-09	6.2401867507014885e-06	-0.0001000375720206	7.65314606398e-05	1.0007515815776732e-08	5.857064467661257e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.6502271346396	1.5379040034749778	2.3651487239043645	681698.297567482	860.7933735665076	0.6537376362117584	740965.2319760092	0.4273728969997373	779.2566191321388	0.7502112567105996	607240.8784612512	0.5628169296952972	789.280238479772	630.4973277639835	1.053554	17.283939	0.1115101738648189	0.0634758626193851	-0.0031722032	0.011456186	0.0885513452	-0.1108841545	0.0534563239	0.042347227	-0.0178561616	0.0197290755	-0.0229572638	-0.0739306115	-0.0714046179	0.0675303183	0.0251081189	-0.153616669	-0.0532707551	-0.1739825677	-0.0087795353	0.0957639337	0.0109506394	0.0982048879	0.1560537683	0.0500090485	-0.0382513347	0.0408144078	-0.075865635	0.0974518619	0.0809311265	-0.1227752308	0.0537699622	0.1927302024	0.0406201128	-0.0831981911	-0.0678777331	-0.0597380819	-0.023246035	0.065852837	0.0529166388	0.0922859751	-0.0038897317	0.0198159148	0.202251096	-0.1156079278	0.0087548709	-0.0713109571	0.0590143596	0.0303614624	-0.012576713	-0.0834876786	-0.0311918664	0.081077777	-0.0553849442	-0.0073373908	-0.0852915708	0.1250123905	0.0419865956	0.0531444813	-0.1707358974	0.152719399	0.1425091225	0.0293006394433774	-0.0166321786254712	0.0008585274717908	0.0002766293658295	0.0124486012187219	0.0100806045732327	0.0001549676723027	0.0001016185885618	-0.0186600268939258	-0.0543342115469299	0.0029522065444265	0.000348196603682	0.0007706886431561	-1.876629045999365e-07	5.939609846897906e-07	3.5217365762884885e-14	-0.0020881183851548	0.0004099181939812	1.6803292575680874e-07	4.3602383904214894e-06	-0.0002991952975185	-0.0001991577254979	8.951782605718375e-08	3.9663799625496895e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.0743193496834	-1.5759077849562573	2.4834853466857374	679098.4838116439	862.7804172703477	1.9870437038400723	744390.0484251953	3.948342680970473	778.73439319631	-0.5222259358288284	606427.2551468251	0.2727199280522955	788.794493051188	620.3160749191934	1.108917	18.192183	0.0220999997676849	0.0133783436970003	-0.0357624619	0.0360673785	-0.0412781488	-0.0151258737	0.0988839521	0.0971756784	0.1042372006	-0.0340242571	0.0249298807	0.055556242	-0.1912481318	0.0520492945	0.0902052714	0.0499233348	0.0041711905	0.0079950348	0.0698087704	-0.1139802321	0.1240458631	0.0525257354	0.1804234993	-0.0381970776	-0.0056299141	-0.0431249544	-0.1872457048	0.0281202157	-0.0300089892	-0.0510179464	0.005321124	-0.1159266194	0.0146305512	0.0692041283	-0.1056866876	-0.0641085442	0.0332989224	-0.0036381062	0.087259995	0.1073122902	0.097584353	-0.0820034742	0.0649359811	0.0779317657	-0.1738211179	-0.0087362322	0.0855535074	0.1383821271	0.015423655	-0.0386040745	0.0359174447	-0.0237789093	-0.190128889	0.0344919644	0.0661522555	-0.0152349333	0.0487296261	-0.0537907712	0.0583098096	0.1513561561	0.1372005631	0.029214001755335	-8.663768804240135e-05	0.0008534578985607	7.506088989332454e-09	0.0136578571705427	0.0012092559518208	0.0001865370624909	1.4622999570140295e-06	-0.0109700601759641	0.0076899667179617	5.913558812335866e-05	0.0001203422202642	0.0007699632108131	-7.254323430000821e-07	5.928433460056182e-07	5.262520842705888e-13	-0.0021476975290495	-5.957914389470012e-05	3.549674387225382e-09	4.612604676285328e-06	-0.000501173509478	-0.0002019782119594	2.5117488660249494e-07	4.079519810635671e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.5133892740953	0.4390699244119105	0.1927823985230808	679822.3290922558	867.200807102391	4.42038983204327	752037.2398390383	19.53984626723153	778.1273954666872	-0.6069977296227762	605482.2435757702	0.3684462437672049	788.452584090578	618.8073583596141	0.980033	16.077799	0.1299357032854793	0.0662939299458553	-0.0315902204	0.1225085859	-0.0236665197	-0.035515261	0.07089168	0.0062564684	-0.0035227251	-0.0228969015	-0.0229860081	0.0693926677	-0.0455219522	0.0361188067	-0.1037533713	0.1165058944	-0.0101739275	-0.1128011887	0.1232956859	-0.07595176	-0.1485306455	0.1257331465	-0.055257673	-0.0182446749	-0.0278515282	-0.033441767	-0.0923445727	-0.1503530364	0.0389182789	0.0643591772	0.0161167775	-0.0119604298	-0.1218094026	-0.1294136285	-0.1003431025	-0.0338924052	0.0132480242	-0.0140952426	0.0477742268	0.0883922333	0.1265235921	-0.1150051153	-0.1113637313	0.0252493898	0.0653093605	-0.0746402273	-0.0287324896	0.1611279985	0.0021625344	0.1095932921	0.0246929163	0.0128490578	-0.1692788086	-0.0096262044	-0.0055739127	0.0180897033	0.0458958215	-0.1029963484	0.0925884879	0.1497707771	0.1310868562	0.0124082917518819	-0.0168057100034531	0.0001539657041998	0.0002824318887201	0.0308931184540739	0.0172352612835312	0.0009543847678174	0.0002970542315115	-0.0109162972215841	5.376295437999924e-05	2.8904552636658795e-09	0.0001191655450299	-0.0002211352975688	-0.0009910985083818	4.890081983084172e-08	9.822762533168268e-07	-0.0015479788989254	0.0005997186301241	3.5966243531792706e-07	2.3962386715182938e-06	-0.0001751712671017	0.0003260022423762	3.0684972818015125e-08	1.0627746203437581e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.8210827432866	1.307693469191349	1.7100622093657063	681980.4607032943	861.242032994338	-5.958774108052921	741737.8393962205	35.50698887080189	777.9603842668993	-0.1670111997879075	605222.3594887016	0.0278927408545963	788.1791688364049	626.5153139871909	1.038208	17.032175	0.1834480484554846	0.0880592121564492	-0.0055632789	0.1178890932	0.0646041209	-0.1072679133	-0.0311290386	-0.0369883121	-0.0325492181	0.018079862	-0.1655250469	-0.0441826829	0.0175365604	-0.0660486967	-0.11801782	-0.0235368991	-0.0100881591	-0.066046771	0.0323397598	0.1621248556	-0.0122940351	-0.0747248854	0.0070880751	0.0632308117	-0.133509869	0.0617169971	0.0147198003	-0.0077592789	0.097070321	0.0678701019	-0.0149112082	0.0956362306	-0.0641932046	-0.1452009687	0.115776024	-0.0140149799	0.1031673599	0.0344902816	0.0629953348	-0.063925775	0.0140083446	0.0093505299	-0.0246795608	-0.1390925379	0.1311683073	-0.1193208862	-0.0211003822	0.1086189338	-0.060614241	0.0040906632	-0.0348216686	0.0917585734	0.0654212919	-0.1260806348	0.1253892409	-0.1052850615	-0.025531799	-0.0326606321	0.0690340757	0.1479655889	0.1242038795	-0.0108192425147137	-0.0232275342665956	0.0001170560085921	0.0005395183481058	-9.117269961222974e-05	-0.0309842911536861	8.312461154581877e-09	0.0009600262982963	-0.060843655335347	-0.0499273581137628	0.0024927410882199	0.0037019503945664	0.0002648726504158	0.0004860079479846	7.01575209382906e-08	2.3620372550420165e-07	-0.0006595508033491	0.0008884280955763	7.893044810093313e-07	4.3500726219844325e-07	-0.0003869125219696	-0.0002117412548678	1.497012996568762e-07	4.483435901303297e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.6587866557663	2.837703912479697	8.052563494902577	686675.3847018068	860.9431668474375	-0.2988661469005365	741223.1365412946	0.089320973763173	777.9190166289793	-0.0413676379199614	605157.9964329982	0.001711281467077	787.598187918501	639.5887356210262	1.056348	17.329777	0.1055908892855256	0.051699147989902	0.0504790548	0.1125626205	0.0875696606	-0.1036772049	-0.0405481421	0.0650670577	0.0345559825	0.0383488302	-0.2131049704	-0.079856735	-0.0453936506	-0.1383117842	-0.0687930515	-0.0534031657	0.041774996	0.1654284006	-0.1042978807	0.00822602	-0.1901552063	-0.0584542508	0.1484080158	0.0978552088	-0.1619032251	0.0980935307	0.0159403964	0.1218252918	0.0738954473	0.0929240395	-0.0393510757	-0.0460231063	0.0598839363	0.1457382973	0.1428758267	0.0514259714	0.1394320588	0.0719641695	0.0493225457	-0.1157940207	-0.1028399305	0.0211934555	0.0055854877	-0.098383425	-0.1161298121	0.0067273939	-0.1416132658	0.0734664029	0.0355360498	0.0357254961	0.0126706899	-0.0834527271	-0.0309167912	-0.0130353455	0.0175359061	0.1417760641	-0.167289705	0.0223854443	-0.1396722914	0.1459432408	0.1165920251	-0.0441659676690449	-0.0333467251543312	0.0019506327001431	0.0011120040785185	-0.0001020544841452	-1.0881784532970263e-05	1.0415117734142878e-08	1.184132346219909e-10	-0.0850241267480385	-0.0241804714126915	0.0005846951977399	0.0072291021292665	0.0006034773555021	0.0003386047050863	3.6418491860380804e-07	1.1465314630658025e-07	-0.0001920698405124	0.0004674809628366	2.1853845061472806e-07	3.6890823634458775e-08	-0.0002319419712132	0.0001549705507563	5.3797078010264895e-08	2.4015871601741943e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
