global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
820.0204625483334	n/a	n/a	672433.5589979826	883.3447051578098	n/a	780297.8681303379	n/a	777.7228567238622	n/a	604852.841870725	n/a	788.7071228479456	639.065569676144	n/a	n/a	n/a	n/a	-0.1264228621	-0.0618122336	-0.1442191704	0.0871214247	-0.2542587801	-0.1396704197	0.2616589093	-0.1092967443	0.1088536633	-0.016557392	-0.1375903639	0.1168011172	-0.163496325	0.0375369444	-0.040940271	0.0040632985	-0.105068889	0.0811492078	-0.1318524417	0.012761986	-0.1767093143	0.0775135596	-0.1213072075	0.2078787142	-0.1144184478	0.0126719363	-0.0726408831	0.0672322626	-0.1949817605	0.0468643804	-0.1813392542	0.0439518521	-0.0960357985	0.0644910069	-0.0055171252	0.0404793997	-0.1925349058	-0.0108969148	0.0594988204	-0.0098185859	0.2939939614	-0.0572306774	0.1242075048	-0.0195289312	0.2007626954	-0.0585522516	0.0878654295	-0.0128265176	0.014723487	-0.0365464709	0.1235998536	-0.1420216994	0.0110147294	0.0220164779	-0.116581455	0.0117632765	-0.0722193307	0.1153870274	-0.1472191226	0.1505031768	-0.060762049	0.1207362671	-0.0451980277	0.0449709841	-0.1675293316	-0.0538182587	0.0545579003	0.1561451084	0.1560591586	-9.091247932246916e-07	n/a	8.265078896558383e-13	n/a	-0.0008252448602377	n/a	6.81029079348741e-07	n/a	0.0441802913585434	n/a	n/a	0.0019518981445257	0.0006919997144604	n/a	4.788636048132752e-07	n/a	-1.4741230391912552e-07	n/a	n/a	2.173038734674463e-14	-0.000425999754155	n/a	1.8147579054012047e-07	n/a	0.0	0.0	0.0	0.0	0.0
819.4187089806941	-0.6017535676393209	0.3621073561666507	671447.0206275875	865.3053449842665	-18.039360173543287	748753.3400583405	325.41851547081967	779.1354914108379	1.4126346869757072	607052.1139760078	1.995536758846954	788.0591168212891	631.4218112515731	1.250126	18.891155	0.0818118994061731	0.0401950086158542	-0.0036888922	0.1829314487	-0.0916621957	0.0232939589	0.0887834695	0.0386650265	-0.0378774653	-0.1051523619	0.0683582794	-0.1687532294	-0.0008954966	-0.0868665958	0.0156744169	0.0632575467	-0.1239743781	-0.0133645113	-0.1289423086	-0.0302897273	0.0093782595	-0.0153137877	-0.0628525262	-0.1649282176	0.0914562311	0.1446261456	-0.0963167472	0.1342401861	-0.0504985069	0.0426663944	0.0338011873	-0.1060942574	-0.0098068659	-0.0054552382	-0.2008164147	-0.014352305	0.0260218267	-0.0626653375	-0.0978685454	0.0052430292	0.1062317296	0.1407608647	0.0134066118	-0.0969518263	0.0515847385	0.0661175939	0.1006923339	0.1128455033	-0.0942254868	0.1032482267	0.0367111512	-0.1168125576	0.104323661	-0.1477669412	-0.0186834464	0.0727323072	-0.0044541038	-0.1474200773	-0.0288487528	0.0590730293	-0.0321542707	0.0879150834	0.1797825265	0.1571479554	0.049669399	0.0408647616	-0.0361554277	-0.095333704	0.0117695658	0.155915944	0.1551433414	0.0169430315289531	0.0169439406537463	0.000287066317391	0.0002870971248776	0.0231779820877022	0.0240032269479399	0.0005372188536578	0.0005761549039143	0.0441923976200513	1.2106261507903449e-05	1.4656156769774467e-10	0.0019529680074087	0.0003959388541499	-0.0002960608603105	1.5676757622553577e-07	8.765203300779341e-08	-0.0003990602779559	-0.0003989128656519	1.5913147438267537e-07	1.5924910544224017e-07	-0.0003039209692579	0.000122078784897	9.236795555466141e-08	1.4903229721952404e-08	0.0	0.0	0.0	0.0	0.0
820.4941520213933	1.0754430406992697	1.156577733788491	673210.6535013054	863.8936730702718	-1.4116719139947236	746312.2783708457	1.992817592761526	779.7785656820207	0.6430742711828543	608054.6114971095	0.4135445182573593	788.461642320421	635.0286666776093	1.129608	17.069958	0.0346826015752345	0.0219620580476601	-0.0764106944	-0.0012702725	0.1160657693	0.0581654289	0.0019266954	0.1134705962	-0.1058633071	0.0267477955	-0.0312760627	0.0484165753	-0.0238283633	-0.014654987	0.0378480868	0.1045681295	0.0059534364	-0.1329856201	0.1134474116	-0.1647993942	-0.1099319064	-0.0108611049	0.0703531967	0.0641358696	0.0411727726	-0.0479039177	-0.0051979227	0.1605276742	-0.1825219838	-0.1826607264	-0.0123789067	-0.057095751	0.0740868343	-0.0829846775	0.0870999631	-0.1355427878	0.1181217169	-0.193246479	-0.0437393948	-0.051570959	-0.0328112711	-0.0724322499	-0.0430406262	-0.0013563486	0.0183516619	0.1164760599	0.0060521669	-0.0636030656	-0.0107990591	0.1024206828	-0.16162504	-0.0557526071	-0.0097601344	-0.0446869081	-0.0342120254	0.0372328954	0.0373165315	-0.0010866313	0.0284562713	0.166209437	0.0590698363	-0.0237218337	-0.0469845029	0.056733155	0.1137812944	0.1754732977	0.119523259	-0.1004150061	0.1370600408	0.1554579513	0.1533170814	0.0190888742486379	0.0021458427196848	0.0003643851200803	4.604640977624259e-06	0.0186428152900788	-0.0045351667976233	0.0003475545619399	2.0567737882265663e-05	0.0442203184535827	2.7920833531397404e-05	7.795729450880055e-10	0.0019554365641362	0.0007819039867724	0.0003859651326225	6.113738445305736e-07	1.4896908360030405e-07	-0.0004511663471369	-5.210606918099997e-05	2.7150424454951542e-09	2.0355107278885374e-07	-0.0004253231919423	-0.0001214022226844	1.808998176039866e-07	1.4738499672712646e-08	0.0	0.0	0.0	0.0	0.0
822.726754368535	2.2326023471416647	4.98451324046247	676879.3123537838	867.563030412462	3.66935734219021	752665.6117384544	13.464183304685204	780.5293235830013	0.7507579009806022	609226.0249729375	0.5636374258847998	788.8162650327329	639.6843641039351	1.091334	16.491594	0.0659154238807004	0.0332108976181841	0.0829579302	0.0285274915	-0.0595470233	-0.0617484146	0.1790853149	-0.1447357412	-0.1098553673	-0.0066371321	0.0367119124	0.0010716332	0.1457299352	-0.0264433204	-0.0237212759	-0.1411957866	0.005782426	-0.1946833954	-0.0314136793	-0.0912840007	-0.1336998773	0.0387353363	-0.0805744184	0.0640001842	-0.0935690287	-0.0028514596	0.030946111	0.0750716083	-0.0590496124	-0.0910798588	0.1680389581	0.0565232487	0.1004780072	0.132338706	0.0002809362	-0.0573161336	0.114977697	-0.1188566819	-0.0383525123	0.0613415845	-0.0079991183	0.0124773406	0.1949753667	0.0791705221	0.1154561458	0.1530384232	-0.0356638515	-0.0602347022	-0.0127746913	0.0907222007	0.0660319973	-0.0252145429	0.0375788189	0.0593030484	-0.0165275834	0.1759313701	-0.0883307941	-0.0664310452	-0.0404411178	0.0756757203	-0.1333843921	-0.0276184468	-0.0607435937	-0.0876743899	-0.103715605	0.085900876	0.1450839301	0.1053764717	-0.1000727636	0.1547718027	0.1505910958	0.0380088958823705	0.0189200216337325	0.0014446761661968	0.0003579672186209	0.0084287815600703	-0.0102140337300085	7.104435858738114e-05	0.0001043264850377	0.0193441997598284	-0.0248761186937543	0.0006188212812657	0.0003741980643481	0.0005439040622665	-0.0002379999245059	2.958316289500007e-07	5.664396406481412e-08	-0.0004511157690816	5.0578055299998436e-08	2.558139677929699e-15	2.0350543711408344e-07	-0.0004253776858452	-5.449390290000657e-08	1.809461756150177e-07	2.9695854532753448e-15	0.0	0.0	0.0	0.0	0.0
824.4889636155654	1.7622092470303414	3.105381430319243	679782.051123869	866.9443477630615	-0.6186826494005118	751592.5021183201	0.3827682206692365	780.2435176567743	-0.2858059262269989	608779.9468454171	0.0816850274664727	788.7496035201461	657.7439846388052	1.022818	15.45622	0.0879157817674851	0.044067146446694	0.0962163967	-0.05276189	0.1600629791	0.0519851728	0.0668506123	-0.0182804563	-0.0781875132	0.2202637813	-0.0750528438	-0.0155785306	0.0323662531	0.0183199062	0.1361984229	0.0697182009	0.074368066	-0.1201578707	0.0454368947	-0.0398797377	-0.1690383603	0.0836156679	0.109221057	0.0928547922	0.0827181517	0.0045469915	-0.0620464521	-0.0768712013	-0.0950378329	0.091035699	0.0480641564	0.009382307	0.1272387451	-0.1000935423	0.1297951752	-0.0243066534	0.0506316193	-0.1662208444	-0.0644947844	0.1457164411	0.0096711729	-0.0221598565	-0.0765895489	0.0435521605	-0.0581395587	0.1434727365	-0.0288973865	-0.0307824001	-0.063483885	0.0837951644	-0.114287658	0.0514713807	0.0245137394	0.0966059502	0.0413928688	-0.0006886614	0.0327649624	-0.0214894412	-0.0077898505	0.1697684713	0.0223453091	-0.0079587813	-0.0953724507	-0.0451803746	-0.1304886179	0.0169438342	0.1213934303	-0.0769117818	0.0395331061	0.1538585052	0.1469813818	0.0023000570136559	-0.0357088388687146	5.2902622660676975e-06	0.0012751211733518	0.0299323498196315	0.0215035682595612	0.0008959455657247	0.0004624034478936	0.0068869444028791	-0.0124572553569493	0.0001551832110282	4.743000320834776e-05	0.000423421361839	-0.0001204827004275	1.792856496615934e-07	1.451608110230271e-08	-0.000554060534504	-0.0001029447654223	1.059762472787296e-08	3.069830758948581e-07	-0.0002838827660499	0.0001414949197953	8.058942486014226e-08	2.0020812327878385e-08	0.0	0.0	0.0	0.0	0.0
823.3644792775652	-1.1244843380001155	1.2644650264075583	677929.0657360161	868.8672083536784	1.9228605906168923	754930.2257523144	3.697392850947544	780.2796374429793	0.0361197862049493	608836.3126081472	0.0013046389554912	788.7768663420501	645.5685848450996	1.040046	15.716557	0.0474788213624633	0.0215809449931606	0.0825251144	-0.0164622952	-0.0312500562	-0.0353808566	0.0820613823	-0.1974013662	-0.1176804363	0.1233326714	-0.032014955	-0.0004610783	0.054107906	0.0700901616	0.0749473021	-0.1695086116	0.0962171233	-0.0649309493	0.0082949183	-0.091404544	-0.060731933	0.0163309671	-0.0998334588	-0.0232143267	0.0596614168	0.1902029364	-0.1566446726	0.1200965226	-0.048704482	0.0477374583	0.0631120729	0.1363150289	0.1729822261	0.1168484958	0.0570832609	0.0128196158	-0.010543535	-0.0540160301	-2.7647e-06	-0.0309037906	2.99878e-05	0.0656356175	0.0870226848	-0.0390835861	-0.0985870973	0.1610670072	-0.1000348106	-0.0952985557	0.0096725106	0.0230282874	0.0617364877	0.00039185	0.0957885284	0.109618354	0.0125494143	0.1098563152	-0.0392007542	-0.1480664374	-0.0133670531	0.0565292015	-0.2592859145	0.0136098796	-0.2356797119	-0.1639373365	-0.0268211384	-0.011409028	-0.0220212505	0.0339383733	-0.1190398241	0.152719399	0.1425091225	0.0137800130017922	0.0114799559881363	0.0001898887583295	0.0001317893894895	0.0189109718808566	-0.0110213779387748	0.0003576248574785	0.0001214707716693	0.0192637962255162	0.012376851822637	0.0001531864610395	0.0003710938450182	0.0004159037249376	-7.517636901400017e-06	1.7297590841697085e-07	5.6514864581291247e-11	-0.0004510882273023	0.0001029723072016	1.0603296050441268e-08	2.034805888107315e-07	-0.0004254055342051	-0.0001415227681551	1.809698685323265e-07	2.0028693906310485e-08	0.0	0.0	0.0	0.0	0.0
823.527306781112	0.1628275035467368	0.0265127959112625	678197.2250141518	874.9595892164442	6.092380862765822	765554.2827618088	37.11710457699522	780.0273928239042	-0.2522446190750997	608442.7335556573	0.0636273478523421	789.5653565018265	649.9771860686826	1.231122	18.603977	0.0408789780291838	0.0289934225020605	-0.0023911523	-0.0799352326	0.1431058259	0.0254235541	-0.127991539	-0.0375404071	0.0126830622	0.1483052446	-0.0902525267	0.0661407713	-0.0160389546	0.0306900778	0.0750566559	0.1322889551	0.1935865747	0.0504602141	0.0027101209	-0.0011704137	0.0155240389	0.1008052435	0.0109361734	-0.1690024061	0.0962455673	-0.1879685889	-0.0682588734	-0.154589378	-0.0623326389	0.2703060792	-0.0557985379	0.0214563856	0.0188758121	-0.1047741411	0.1296178556	0.1557211002	0.0108511641	0.0317907616	-0.091938248	-0.0751998706	0.1518603702	0.1178832303	-0.1652896441	0.0954830343	0.1930006642	0.0874536437	0.0211774284	-0.0178509634	0.0048514118	-0.1371131898	-0.1119297738	0.0340110753	9.41593e-05	0.1199606461	0.0727248082	-0.0413344212	0.0220721747	0.0908645006	-0.0223554717	0.1342478782	0.0092064305	0.0826749045	0.1248401355	-0.044812225	-0.1329796363	-0.1255520311	0.0454039188	0.0250439468	-0.1422083823	0.1513561561	0.1372005631	0.0204710105929564	0.0066909975911642	0.0004190622746969	4.476944876496512e-05	-0.0084650438293891	-0.0273760157102457	7.165696703347846e-05	0.0007494462361676	0.0124518314977422	-0.0068119647277739	4.640286345243709e-05	0.0001550481076481	0.0004159037249376	0.0	1.7297590841697085e-07	0.0	-0.0004510882273023	0.0	0.0	2.034805888107315e-07	-0.0004254055342051	0.0	1.809698685323265e-07	0.0	0.0	0.0	0.0	0.0	0.0
819.4113027910647	-4.116003990047261	16.941488846084976	671434.8831417499	875.7396209716796	0.7800317552354272	766919.8837396211	0.6084495391756615	778.9352470244337	-1.0921457994704724	606740.1190570155	1.1927824473009974	788.4222609682437	636.7086266934032	1.35055	20.408712	0.0878248580874234	0.048892907414872	-0.1311209485	-0.0469207081	-0.1861087993	-0.0244659476	-0.1581337337	-0.094026129	0.1458511206	-0.0292388007	0.0041578997	0.069560899	-0.0961239583	0.1258873249	-0.1667791272	0.0715212843	-0.061082572	0.1241147398	-0.1190315758	0.0234023415	-0.0211766932	-0.0213788871	-0.1258083433	0.1054754179	0.0472821818	-0.0182012184	-0.0724210452	0.012411414	0.055566535	-0.154145535	-0.1473831916	0.1026224679	-0.1523241143	0.0604751288	-0.0520428311	0.0637877807	-0.0865319981	-0.0865137	-0.1186065574	-0.1875034713	0.0477576182	-0.1735448404	-0.0345685401	-0.0204047161	0.0482787673	-0.0483960249	0.2152581269	-0.0276979214	0.1328772516	-0.0411597338	0.1134073165	-0.0602597882	-0.0196473102	-0.1131822327	0.0642680012	-0.0699873667	-0.0975809061	0.1658628323	0.1512632748	0.0670454406	-0.0993277599	0.1053194392	-0.04725205	-0.0536681308	0.0103199182	0.0348817883	-0.1373787942	-0.0640777885	0.1068701508	0.1497707771	0.1310868562	0.0401573699372903	0.0196863593443339	0.0016126143602803	0.0003875527442342	-0.0065915207686231	0.0018735230607659	4.344814604318966e-05	3.510088659221998e-06	0.0547562895544757	0.0423044580567335	0.0017896671714739	0.0029982512457735	0.0008949047119992	0.0004790009870616	8.008544435583712e-07	2.2944194560598718e-07	-0.0004511905073125	-1.022800101999565e-07	1.0461200486503206e-14	2.0357287388891109e-07	-0.0004252984487651	1.0708543999996857e-07	1.808787705220004e-07	1.1467291459986871e-14	0.0	0.0	0.0	0.0	0.0
818.4555595103279	-0.9557432807367832	0.9134452186735096	669869.5028933639	865.3949279785156	-10.344692993164015	748908.3813709402	107.01267312281672	779.0593314151636	0.1240843907298767	606933.4418650416	0.0153969360228047	788.4833870216652	627.8299145094106	1.309908	19.794556	0.0367662600739403	0.0206659538702643	-0.0344007252	0.235623341	-0.0774226876	-0.0303705523	0.0468970461	0.0586502841	-0.0188870588	-0.1575271109	0.0845746626	-0.1336017785	-0.0187865386	-0.1544072805	-0.0197990061	0.0317482455	-0.1737927594	0.0202926886	-0.1030779799	-0.0369723424	-0.0189770089	0.0768751525	0.1083461791	-0.1240677729	-0.0243231375	0.0136762058	-0.0243424153	0.0221662296	0.1819027515	-0.0203770998	0.0251781054	-0.124972608	-0.0500153468	0.0168148821	-0.2135201754	0.0107444941	-0.029370197	-0.0502018485	-0.0326057772	0.0875396369	0.0732176548	0.1032434403	-0.0458942328	-0.0231888829	0.0876283641	0.0034424466	0.104717906	0.1445820559	-0.1012235394	0.0809188657	0.0842762178	-0.152073846	-0.03899579	-0.152685064	-0.0131518662	0.1018629358	0.0300849794	0.0642771697	0.1089927292	-0.018599329	-0.0162044837	0.011535925	0.1651451996	0.0469689339	0.0702270855	0.0216797624	-0.0414753382	-0.0514619311	0.0102865711	0.1479655889	0.1242038795	0.0401887556449196	3.1385707629304205e-05	0.001615136080287	9.850626433921642e-10	0.0098698250535846	0.0164613458222077	9.741344658836627e-05	0.0002709759062783	0.062552066675579	0.0077957771211032	6.077414092191762e-05	0.003912761045386	0.0007679053070966	-0.0001269994049025	5.896785606671236e-07	1.6128848845614537e-08	-0.0003896869205539	6.150358675859996e-05	3.782691184172632e-09	1.5185589605078158e-07	-0.0004863504855639	-6.105203679879998e-05	2.365367948082413e-07	3.727351197282027e-09	0.0	0.0	0.0	0.0	0.0
819.5621165355874	1.1065570252594623	1.2244684501510708	671682.0628602917	863.3177413092719	-2.077186669243701	745317.522459343	4.314704458883742	778.6518690685298	-0.4074623466337925	606298.7332039148	0.1660255639243169	787.7406997341579	630.289580378734	1.10552	16.705967	0.056764493389483	0.0306946708658567	-0.1070029484	0.0724342949	0.1266105862	0.0092367084	-0.0140462223	0.1592353108	-0.1355304904	-0.0694137556	-0.0552288679	-0.0719075399	-0.0955104403	-0.1529612868	0.0006085813	0.0887412936	-0.0332893617	-0.1507177008	0.0640075368	-0.1458494898	-0.0073102691	-0.0900713272	-0.0176554441	-0.005914409	0.1378935887	0.0262889432	0.139989032	0.1664389847	-0.1237210561	-0.02698697	-0.0262785759	-0.1824503209	0.0728479666	-0.0389898776	-0.0101647149	-0.1098137435	0.1218067937	-0.1191509902	-0.0256936672	-0.0979588138	0.0016685807	0.0342559704	-0.0620932927	-0.1041690622	-0.1085749061	0.0680759297	0.0145203248	0.0160729565	-0.041645817	0.0909797002	-0.164982689	-0.0240741248	-0.1084227829	-0.095763384	-0.0539102574	0.0662771992	-0.0419626987	0.1752507304	0.014418295	-0.0217777326	-0.0295906236	-0.1239942693	-0.0120580832	-0.0380561183	0.1801262409	-0.0095430244	-0.0507157247	-0.1319015659	0.1293806575	0.1459432408	0.1165920251	0.0332995733334229	-0.0068891823114967	0.001108861584188	4.746083292103907e-05	0.0004553434587393	-0.0094144815948453	2.073376654166686e-07	8.863246369968091e-05	0.038491416078358	-0.0240606505972209	0.0005789149071615	0.0014815891117172	0.0007818337791938	1.3928472097199949e-05	6.112640582884595e-07	1.9400233496247752e-10	-0.0004512887929819	-6.160187242800001e-05	3.7947906866355875e-09	2.0366157467106027e-07	-0.0007388237187571	-0.0002524732331931	5.458604873980703e-07	6.374273347902793e-08	0.0	0.0	0.0	0.0	0.0
