global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
905.4861711127244	n/a	n/a	819905.206076382	842.8942645435602	n/a	710470.7412004293	n/a	842.6901379712325	n/a	710126.6686339749	n/a	841.965989027566	710.2723636454742	n/a	n/a	n/a	n/a	0.2110580664	-0.0812365428	0.0459643109	-0.0238171907	0.0085380694	-0.1061415594	0.0135608858	-0.00529113	-0.1454042799	0.2682818811	-0.2374490655	0.1967813371	-0.0199266424	0.2181975265	-0.0569315706	0.1099948791	0.1036822738	-0.0429178744	0.21342524	-0.1495930186	0.0199544595	-0.15031288	0.121179199	-0.0539255346	0.0397202345	-0.1353992404	0.0325300906	-0.0114932861	0.0532601226	-0.0296663718	0.032358901	-0.0945062508	0.2092417574	-0.0750213526	0.0103412129	0.0380790581	-0.1509648876	0.086605694	-0.0937709264	0.0517498074	-0.088720699	0.2587564739	-0.0049857343	0.1563175793	-0.021303892	0.1137618538	-0.1844202859	0.0447900148	-0.0048711344	0.0463348874	-0.0670121078	0.0293006366	-0.0446923921	0.009655603	-0.0329646376	0.1517138523	-0.316279754	0.0319056156	-0.054881791	0.1087710751	-0.2540266713	0.0604044431	-0.071945711	0.0446723306	-0.0485529538	0.033638076	-0.2165981592	0.1217023298	-0.0152102459	0.0763564057	-0.075396344	0.1641549343	-0.0111567562	0.1482631514	-0.0397046913	0.0269615456	-0.296636386	0.1628817332	-0.1150170064	0.3644063739	0.1561451084	0.1560591586	0.0418008148159856	n/a	n/a	0.0017473081192803	-0.0257514007699768	n/a	n/a	0.0006631346416159	-0.109419294333108	n/a	0.0119725819723553	n/a	-0.0020669698618579	n/a	4.272364409828866e-06	n/a	-0.0007211640004269	n/a	5.200775155117298e-07	n/a	-0.0012932475343082	n/a	1.6724891849942392e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
903.6165218567623	-1.869649255962031	3.4955883403193764	816522.8185725127	830.5534244591082	-12.340840084451996	689818.9908807515	152.2963339900172	841.4167890796982	-1.2733488915342832	707982.2129451893	1.6214173995715877	839.7135677492715	693.4091133821291	1.229157	21.468403	0.097209184254268	0.0498715310707905	0.2929471145	0.0244730167	-0.004890929	-0.0238327226	-0.0338297799	0.0498311541	0.0177812163	0.0044417036	-0.1096147152	-0.0537382671	-0.1711755251	0.1236280098	0.0436996808	0.2388240284	-0.0586841493	0.0219430971	0.209680488	-0.0319186365	0.1214927207	-0.1369912879	0.048250607	-0.0768358969	0.1526449603	0.0092262823	-0.0466455974	-0.0926761316	0.1607757179	-0.0110544185	0.1743711073	0.1772741815	0.1568192953	-0.1658901424	-0.0045866499	-0.0402465406	-0.0986509641	-0.0946676274	0.0893143722	0.2347824512	-0.086177071	-0.0178809423	-0.0317094466	0.1204456424	0.0265530193	0.1298655045	0.0364912076	0.1476056261	-0.1252456751	0.0834144999	-0.1514004638	-0.0057832124	-0.127101512	-0.0680899104	0.0493788025	0.1485370099	-0.1858614199	-0.1220679237	-0.2771242254	0.0181599608	0.1815066559	0.0504952708	-0.2398874532	-0.0618684515	-0.0213583758	0.1250675478	-0.1788696451	0.0689742619	-0.2594900053	0.2593894038	0.0278330051	-0.1341556456	0.0330811471	-0.0278904973	0.026770883	0.0523616408	0.1013190706	-0.0481421182	0.1495896099	-0.1550489846	0.0680211283	-0.0897783379	0.155915944	0.1551433414	0.0286822256305612	-0.0131185891854243	0.0001720973822159	0.0008226700671224	-0.0425326364535294	-0.0167812356835526	0.0002816098710669	0.001809025163688	-0.070883461168222	0.038535833164886	0.0050244650671868	0.0014850104377119	-0.0017059457314382	0.0003610241304196	2.910250838612216e-06	1.3033842274530038e-07	-0.0007810302788131	-5.986627838620005e-05	6.100082964228688e-07	3.5839712878140033e-09	-0.001138667418706	0.0001545801156022	1.2965634904225853e-06	2.389501213958951e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.1824354290972	0.5659135723348072	0.3202581713527431	817545.8765384934	835.2012837369678	4.6478592778595385	697561.184355879	21.60259586678499	842.3036134494939	0.8868243697957041	709475.3772300745	0.7864574628635478	841.7232175687465	700.7960862992685	1.143641	19.974781	0.0602879118608658	0.0296384239656528	0.2220170667	0.015651645	0.16883142	0.0143355543	0.0726170832	-0.0995137136	0.0317414217	0.0649824631	-0.1451500151	0.1087659992	-0.1483352358	0.1284891463	0.0943290895	0.1260467589	-0.0539317798	0.0318178694	0.1659832841	-0.0097138899	0.0488450021	-0.286272761	-0.1456005989	-0.0868647232	0.0052412349	-0.0691964876	-0.3527859024	-0.1983936838	0.0748917728	0.0689205661	0.0060194929	0.1726945237	-0.156315213	0.0599893807	-0.0696031548	0.1113574593	0.0347663615	-0.0312646778	-0.014196292	0.1559948348	-0.0796328928	-0.1515142775	-0.2608579696	0.1253603717	-0.0156409241	0.0644710031	0.0716028009	-0.1035067922	-0.2299020949	0.0040940573	-0.1257596627	-0.2586888539	-0.1459631813	-0.0624615569	0.2400327236	0.0369926653	0.0262942474	0.029641921	-0.2223777681	0.0652432865	0.217676076	0.0953804161	-0.2008137574	0.1468351462	-0.1493520117	-0.0892877772	-0.0291429466	0.0589006354	-0.1131402564	0.0418189453	0.0975285203	0.1221077556	0.0691294768	-0.0702106138	0.1598348548	-0.079861668	-0.0052522793	0.0835491006	0.1289301004	-0.2061664905	0.1078691147	-0.0844623365	0.1554579513	0.1533170814	0.0224890042734813	-0.0061932213570798	3.835599077779059e-05	0.0005057553132126	-0.0219111360286063	0.0206215004249231	0.0004252462797751	0.000480097882064	-0.0608265820337692	0.0100568791344528	0.0036998730819108	0.0001011408179249	-0.0019968749323155	-0.0002909292008772	3.9875094953100325e-06	8.463979992310435e-08	-0.0007810410539379	-1.0775124800006461e-08	6.100251279364257e-07	1.1610331445571427e-16	-0.0009612811758199	0.0001773862428861	9.240614989856896e-07	3.1465879165246496e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
903.8405327468984	-0.3419026821987927	0.1168974440947286	816927.708636197	832.8051409654214	-2.3961427715463515	693564.4028184355	5.741500181633831	842.5305267380719	0.2269132885779754	709857.6884855329	0.0514896405332715	842.4573674395801	717.4488685876939	1.465074	25.588921	0.1368042430990962	0.0713930620734594	-0.0414642135	-0.01507546	0.1436590829	-0.0252477829	-0.1001271531	-0.191829604	0.0384196975	0.0671115468	0.0812879854	0.0839513026	0.0652925318	0.0467627667	-0.0460273061	0.1033550468	-0.0941576202	0.149774698	-0.092721779	0.121191541	0.0311769674	-0.2029277412	-0.0539648423	-0.211232605	-0.0601314302	0.1630786344	-0.1144431301	0.0880309384	-0.1140865756	-0.0170425175	0.0503644899	-0.1306148142	0.1094629133	0.2048986792	-0.2073932146	0.015978878	-0.0837579628	-0.1506130648	-0.0443405472	-0.1064921674	0.0506564257	-0.1517798662	-0.1222254226	0.2167377549	-0.0060501676	0.0371269037	0.1667005412	0.004175328	0.091048387	-0.1173041925	-0.1105724128	0.0738537502	0.0496900486	-0.1973031713	-0.0342141645	0.0662103578	0.2352042034	-0.1936426514	-0.113579219	0.2508645972	0.0773012301	-0.0639861529	0.0141321092	0.1740135521	-0.0245780653	-0.1273424788	-0.096935934	-0.215007334	-0.0563050487	-0.2076473787	-0.2440829821	-0.1903124325	-0.3490991503	0.053777025	-0.0527315399	-0.1571414484	0.1167109003	-0.0606635852	0.1151857078	0.0929727298	0.1071327612	0.0162171074	0.1547718027	0.1505910958	0.012100232292596	-0.0103887719808853	0.0001079265832708	0.0001464156215347	-0.0033191038742756	0.0185920321543307	0.0003456636596276	1.10164505282313e-05	-0.0866254559103794	-0.0257988738766102	0.007503969611681	0.0006655818933012	-0.0017297652798596	0.0002671096524559	2.9920879234077604e-06	7.13475664351117e-08	0.0004169831085705	0.0011980241625084	1.7387491283311737e-07	1.435261893953953e-06	-0.001136638662601	-0.0001753574867811	1.29194744931939e-06	3.075024817018367e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
899.8460194872143	-3.9945132596840263	15.956136181791509	809722.8587869841	832.0865408669056	-0.7186000985158216	692368.0114918526	0.5163861015869485	841.8231286228524	-0.7073981152194619	708666.1798843675	0.5004120934160472	840.8865210060181	712.7269465496483	1.727594	30.174078	0.2011683530394997	0.0944395352611902	-0.0382574796	0.0183272606	-0.0442142654	-0.0508065765	-0.0218277561	-0.0929078759	0.0363282838	-0.0689311188	0.2269440311	0.0078763535	-0.0248900802	0.1220892855	-0.2786120633	0.0791301039	0.1270322181	0.1186339838	-0.0259215174	-0.0460953899	0.2402232222	-0.1335964231	0.1009734563	-0.2249862331	-0.1955172999	0.1429300567	0.4454212889	-0.1212248574	0.0393128644	-0.0343951023	-0.1112214218	-0.2292932292	-0.1692866159	-0.0105550781	-0.0865608318	-0.1638023325	-0.1639251833	-0.0618605838	-0.121839513	-0.1058379202	-0.13032926	-0.0036798815	-0.0068935866	0.3051666982	-0.1707793861	-0.0420106528	0.1453470592	0.3526623045	0.0973700426	0.0591203468	0.2110697025	0.1071058721	0.1047366983	0.242720149	-0.1306320876	-0.30851346	-0.030524424	-0.2094011849	-0.4400596314	0.0223488043	-0.4249528733	-0.0964438204	0.4081587155	0.0595572174	0.4912096026	0.0864655525	0.0952764543	0.0944714353	0.1000061044	0.1199526317	0.0395104072	-0.0861472054	-0.0212044983	0.0915976102	0.0562634572	-0.0981728171	-0.1193777999	0.0341759331	0.1248004308	-0.1026085557	0.0214488475	0.0249097396	0.1538585052	0.1469813818	0.0513191369815615	0.0392189046889655	0.0015381224850021	0.0026336538205322	-0.0703053360978174	-0.0669862322235418	0.0044871553075062	0.004942840283827	-0.1249810118640368	-0.0383555559536574	0.0156202533265585	0.0014711486725141	-0.0022293969802094	-0.0004996317003498	4.970210895366792e-06	2.496318359944324e-07	0.0004160635365446	-9.195720258999506e-07	1.7310886644199975e-07	8.456127108177394e-13	-0.00050503673151	0.000631601931091	2.550621001743038e-07	3.989209993578804e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.5007721968865	0.6547527096721524	0.4287011108230258	810901.6407271889	831.3203320570395	-0.7662088098660433	691093.4944914265	0.5870759403163386	841.4384212289433	-0.3847073939091388	708018.6167202566	0.1479997789283612	841.3976118196317	697.4430248405359	1.814897	31.698915	0.1434209702833363	0.0707803944599666	0.0707263012	0.020183689	0.010568023	-0.2015737875	0.1318949903	0.1183452307	-0.0179380651	0.2294640723	0.0292021915	-0.2109931755	0.008744712	0.1280773643	-0.1589081561	0.093940391	-0.2637555614	0.0260665901	0.0120170445	-0.1129149811	0.0185859912	-0.0658838539	-0.0307059554	0.0522603885	-0.0173378011	0.1158591591	-0.1892856475	0.0217022495	-0.1749328228	0.3493959254	-0.374745928	0.0010290297	0.0294532695	0.0073508163	0.0662463118	-0.2517162984	-0.0549398965	0.0573391976	0.2155745149	0.0405456173	-0.1174416694	-0.0336304982	0.0507697112	0.0122124509	0.0865227197	0.1132681034	0.2763984891	-0.1823934185	-0.0703743679	-0.0423587586	0.3230849876	-0.3622355897	0.2328330427	-0.1379031889	-0.1812681141	-0.0089334048	0.1130051149	-0.0087309353	-0.2900571593	-0.012700243	0.101666616	0.0044267535	0.1055063476	-0.0184310315	-0.037156528	-0.2777024015	0.0746757126	0.0274903427	0.2263795286	-0.0860013248	0.0408656934	0.4596581369	0.2766046467	-0.1489359142	-0.1193211819	0.2341423263	-0.0645189994	-0.0396453784	-0.220993488	0.1205121876	-0.0679838934	-0.2539662581	0.152719399	0.1425091225	0.0464283340937328	-0.0048908028878286	2.3919952887593543e-05	0.0021555902067192	-0.0308608240091388	0.0394445120886786	0.0015558695339139	0.000952390458523	-0.0913865908379278	0.033594421026109	0.0083515089849788	0.0011285851240794	-0.0017162333996473	0.0005131635805621	2.945457082064929e-06	2.633368604153149e-07	0.0004171165641262	1.0530275815999728e-06	1.739862280684463e-07	1.1088670876102877e-12	-0.0013006448089807	-0.0007956080774707	1.6916769191284416e-06	6.329922129366234e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.910517948692	0.4097457518055307	0.1678915811226796	811639.7613505805	826.002607318717	-5.317724738322568	682280.3072973186	28.27819639256782	840.8020987868491	-0.6363224420941833	706948.1693243703	0.4049062503127053	839.7087179664674	713.6209618083823	1.854804	32.395916	0.1138464623353052	0.0525690582512027	0.0110308148	0.034083996	-0.062891515	0.1180505264	-0.0029258224	-0.1387318212	-0.0230579193	-0.0042644997	-0.0638609363	0.0547630578	0.0233060167	-0.0397823814	0.1075153951	-0.0517001923	0.1126582149	0.2148734598	0.0792498845	0.0495577103	-0.0243072491	-0.0052182347	-0.0638218565	-0.1299048118	-0.1096028063	-0.0478512478	0.1938924383	0.0709358345	-0.1998918822	0.1770915014	0.0288333175	-0.104552226	-0.0565291291	0.1719255946	0.1063195317	-0.0599435559	0.0603062489	0.0704145055	0.1323933291	0.0536105038	0.1082072299	-0.0658904504	-0.108712204	0.1159240618	-0.0028801288	-0.1707183005	-0.0592725491	0.1072647806	0.088449461	-0.2643287902	0.1717086962	0.1675588809	-0.048455974	-0.2133123909	0.0273481905	-0.0139667235	0.1778883943	0.037803313	-0.0540006991	0.3070337312	0.0729489552	-0.1128443114	0.0743593535	-0.1838729788	-0.0689343765	-0.0165370126	-0.1126651461	-0.0785834979	-0.0095532838	-0.2481009124	-0.0623182867	-0.3529170713	0.0240074324	-0.1323609257	-0.1829802724	-0.0842342949	-0.1451805419	-0.1596180938	-0.2729849345	0.1628993663	-0.0405184028	-0.2364033473	0.1513561561	0.1372005631	0.0184454188527354	-0.0279829152409974	0.0007830435453848	0.0003402334766528	-0.052223399089911	-0.0213625750807722	0.0004563596140816	0.0027272834125041	-0.0915475780276153	-0.0001609871896875	0.0083809590427223	2.591687524348012e-08	-0.0013280383561921	0.0003881950434552	1.7636858755174152e-06	1.506953917631846e-07	-8.49000708300629e-05	-0.0005020166349562	7.2080220269496985e-09	2.5202070177280973e-07	-0.0009040567909152	0.0003965880180655	8.173186811998896e-07	1.572820560731214e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901.3147009388834	0.4041829901914298	0.1633638895600854	812368.1901285489	831.2198027489891	5.217195430272113	690926.3604820683	27.21912815765222	839.7511669585388	-1.050931828310354	705182.0224082277	1.1044577077557431	838.874092226106	705.5311286574462	1.607276	28.072615	0.1614819189937824	0.0863736001228318	0.0550174413	-0.0305265803	0.0129716452	-0.0087933601	0.0904124605	-0.0827615295	0.0600477651	-0.0427448949	0.0206453236	0.1128708652	-0.1573200738	-0.0378185814	-0.1494711411	-0.0637489446	0.3392161021	-0.1513289948	0.0027380075	-0.1050959323	-0.0099604668	0.0963550746	-0.004359338	-0.0471403014	-0.1801420481	0.0056420576	-0.1945087902	-0.0458541007	0.1856092836	-0.1716360714	0.0228624585	-0.0564228396	-0.1647018583	-0.1915548222	-0.0059833511	0.1427688406	0.0309455872	0.2045632852	0.0236053938	-0.0342937713	-0.1045796264	0.0926448159	-0.0400697298	0.0187449828	-0.1009435196	-0.1852222924	0.0418601119	-0.1395124594	0.0425811019	0.0034797501	-0.1823409818	-0.0953294806	-0.0815420285	0.2925278493	0.071265765	-0.2710839093	-0.1918354045	0.2250359701	0.0315982029	0.008502517	-0.1980285149	-0.013020799	0.0536158083	-0.1324381582	-0.2881684581	-0.0509789845	0.1300851217	-0.0873816807	0.1539242858	-0.1129349742	0.29734485	-0.0699885301	0.0144618346	-0.0249888036	0.0698047636	0.0805189799	0.245583825	0.3157948957	0.1219335613	0.1241825327	0.1600244876	0.1099611048	0.1497707771	0.1310868562	0.0186346054362047	0.0001891865834692	3.5791563364785694e-08	0.000347248519763	-0.0217534595310269	0.0304699395588841	0.000928417216722	0.000473213001568	-0.1129396455793312	-0.0213920675517158	0.0127553635435849	0.0004576205541371	0.0001252656175703	0.0014533039737624	1.5691474945268652e-08	2.112092440153583e-06	0.0005069345306052	0.0005918346014352	2.569826183199145e-07	3.502681954560365e-07	-0.0010475327217118	-0.0001434759307966	1.0973248030569316e-06	2.0585342717950773e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
902.932025025939	1.617324087055522	2.615737202569977	815286.2418174429	831.3356753067231	0.1158725577340646	691119.0050376854	0.0134264496358341	841.2337383836918	1.4825714251530826	707674.2025950017	2.1980180306804424	840.3336172336485	704.5102009419722	1.384666	24.184515	0.1005822240999976	0.0508501238923292	-0.0554729632	-0.0787798775	0.0059716888	0.0838709192	0.0320236395	0.1404791897	-0.0768027463	-0.0781154587	0.0749621395	-0.005221318	0.043541173	-0.0073322822	0.1137959466	-0.1380593775	0.1707376717	0.0846338455	-0.0866755127	0.0147710819	-0.0549209212	0.0189918385	-0.0492233128	0.0087778661	0.1580314519	-0.0786037806	-0.1444512014	0.0939906615	0.0351751049	0.0756107915	-0.0424889495	-0.2363900366	-0.1576688554	-0.0997140468	-0.0235077986	0.0114387454	-0.0261025632	0.0471627002	0.1346997155	-0.0715585922	0.0108052504	0.0388948149	0.0270614731	-0.0875037202	0.1167714491	0.1217967698	-0.0745237538	-0.0909738602	0.0153215732	-0.1339356464	-0.0295599789	-0.1694389841	0.070118592	0.0837523361	0.0851410014	-0.2176777279	0.0067167545	-0.0480432422	0.0136834607	-0.1815668725	0.0100253804	-0.0970090976	0.0093527699	-0.1729028926	-0.0585457164	-0.056708398	-0.0613008993	-0.0340427376	0.1194196682	-0.2559271321	0.132364997	0.0694401262	-0.0770939678	-0.0125423345	0.1504953939	0.0192374441	-0.027394185	0.0374402652	0.2504852055	0.0835925665	0.1197879698	0.1419687644	0.1479655889	0.1242038795	0.0246054091712437	0.005970803735039	3.5650497242355695e-05	0.0006054261604843	0.0133810099544433	0.0351344694854702	0.0012344309460254	0.0001790514274009	-0.0915761573571813	0.0213634882221498	0.0083861925963072	0.0004563986290179	0.0001260275955296	7.61977959299996e-07	1.588295483497245e-08	5.806104104589864e-13	7.695493755432992e-05	-0.0004299795930508	5.922062413990817e-09	1.8488245044019184e-07	-0.0007160050395752	0.0003315276821366	5.126632166970837e-07	1.0991060402286649e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901.8527941248262	-1.0792309011127372	1.1647393379166109	813338.4622707563	831.6327821973344	0.2971068906113032	691613.0844252792	0.0882725044487169	840.1190379962075	-1.1147003874843904	705799.998003673	1.24255695385785	838.7983629490302	717.2045738675495	1.451858	25.358084	0.0421589623417062	0.024656994307114	-0.0080509616	0.0029973731	-0.2297798858	-0.0438269431	-0.1520891287	-0.0998397443	-0.1069050847	0.1068651552	-0.0834487875	-0.1233886871	0.0758220576	0.007562527	-0.1816150876	-0.1812741795	0.0829110469	0.0779298057	0.0116738385	0.0603766636	-0.0757415641	0.0925735742	0.2880962322	-0.0864051402	0.0363958923	0.0031236104	-0.0357684039	0.0988072996	-0.0603803883	-0.0404020779	0.2472417271	-0.0290348534	-0.2735062356	-0.1069740893	0.025923968	0.037368485	0.0464384639	0.1101567849	0.0932017825	0.0616443573	0.1257528889	0.0027787723	0.3015237292	0.1227418468	0.0124278897	0.0047706606	-0.0080069783	-0.1437115206	0.1217426303	-0.0951247782	-0.0067524052	0.0891435372	-0.235770245	0.1321601441	0.1568464118	0.0098433345	-0.0965451819	-0.0012974804	0.0738877037	0.0457717079	0.1091941376	-0.093959506	-0.0061888263	-0.2746749663	-0.1029097869	0.0773791864	0.0588883854	-0.1403370687	0.1252168323	-0.0122815926	-0.1183804059	0.0903523702	0.1087420111	-0.0052452712	-0.0436606226	-0.1336040416	-0.2177990867	0.0817892223	0.1566298927	-0.1211284339	0.056831623	0.0548216583	0.1459432408	0.1165920251	0.024774868828544	0.0001694596573002	2.8716575452334373e-08	0.0006137941254715	0.0133812147835072	2.0482906390104086e-07	4.195494541857667e-14	0.0001790569090823	-0.0747838695155422	0.0167922878416391	0.0055926271397176	0.0002819809309564	-0.0002150304650898	-0.0003410580606194	4.62381009167357e-08	1.1632060071346632e-07	-8.592297041642993e-05	-0.0001628779079707	7.382756845182694e-09	2.652921290493132e-08	-0.0007160092712591	-4.2316838999925666e-09	5.126692765289874e-07	1.7907148629456297e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
