global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
905.2340631166652	n/a	n/a	819448.7090267066	840.8097761483028	n/a	706961.0796665591	n/a	841.0174948354868	n/a	707310.426619358	n/a	843.459714770557	734.5388701653135	n/a	n/a	n/a	n/a	-0.0685426529	-0.0105809438	0.2098262604	-0.0808137309	0.1195639062	-0.1967902179	0.0006156151	-0.0319909267	-0.0142259171	0.2543540309	-0.0568652925	0.2771424037	-0.0958274524	0.1083180511	-0.0496556369	0.142210031	-0.0465306852	0.1879128476	-0.0833022771	0.1882803845	-0.0357885303	0.075044254	-0.1023182756	0.0785472236	-0.160930538	0.171201666	-0.049674821	0.0757254901	-0.1578051264	0.0124781717	-0.3631419041	0.139279129	-0.0339136196	0.2395000622	0.0216590833	-0.1579023744	0.0482608657	-0.058853519	0.1696389116	-0.178584064	0.0988931262	-0.0772004847	0.0544702391	-0.104525772	0.0942375388	-0.2391061422	0.174585776	-0.1226635112	0.0946467998	-0.0104553148	0.2912375291	-0.0111938114	0.0790759747	-0.099236519	0.0113896364	-0.1866401876	-0.1623241712	-0.0803538008	0.1221036283	-0.2294632749	0.0791596659	-0.0074571377	0.0154807249	-0.0630340556	-0.0603113734	0.0041336984	-0.4315444406	0.1848427464	-0.2225926371	0.0013916734	-0.0304365227	0.1597836204	-0.2454574715	0.1457589542	-0.0733724571	0.336289174	-0.2495210954	0.0452669566	-0.2528621859	0.0661398529	0.1561451084	0.1560591586	0.1183240575230399	n/a	n/a	0.0140005825887156	0.0262839425051168	n/a	n/a	0.0006908456336122	-0.1708660513600648	n/a	0.0291952075073803	n/a	-0.000292064644792	n/a	8.530175673747714e-08	n/a	-0.0012019813385903	n/a	1.4447591383193296e-06	n/a	-0.0001071750410519	n/a	1.1486489424476453e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.4553480580836	-0.7787150585816107	0.6063971424617615	818039.4766308691	831.8469962284482	-8.962779919854597	691969.425134292	80.33142389174878	839.8165071927584	-1.2009876427283643	705291.7657534444	1.4423713179862332	840.2207134100993	711.1173100575157	1.455152	25.25428	0.0673528477776752	0.0412422691569108	0.0873185302	-0.0960991624	0.022160179	-0.0095374071	0.0496391771	-0.1795996304	-0.024812944	0.1072815647	-0.0142626075	0.0797420746	0.1074748591	0.0616405823	-0.0049529383	0.0816788723	-0.0060050519	0.2029702501	-0.011726144	-0.0094489839	0.1092495069	0.1037304869	-0.1965276383	0.0834978887	0.0620618774	-0.0210194743	-0.2106589546	0.2310774659	-0.0357588469	0.1590938326	-0.0779247348	-0.1045730308	0.0176775098	0.1071016374	0.1094984918	0.2060650428	0.1173309637	0.2147423607	0.1800467406	0.0456128071	-0.0191195599	0.0269857572	0.1461250597	0.0099737875	-0.1278113009	-0.2137799569	-0.0062208261	-0.1937730577	0.0755347254	0.0106743445	0.2893602788	0.0883916634	0.0438998999	0.1018372685	0.1122765057	-0.0763404042	0.0144296787	0.159076868	-0.1849451447	-0.1352741013	0.0887174597	-0.3795777754	-0.1147202444	0.0712933828	-0.1425210825	-0.2093685324	0.1602479067	0.2250287832	-0.2470623355	0.074356469	-0.0426356075	-0.2926755826	0.0558206037	0.0860117016	-0.0388780937	-0.1117021881	-0.0248752191	-0.4232791556	0.1182596708	-0.073628485	0.1858220213	-0.0988763639	0.155915944	0.1551433414	0.1232362584699728	0.0049122009469328	2.4129718143048465e-05	0.0151871754016779	0.023412814848001	-0.0028711276571158	8.243374023455264e-06	0.0005481598991067	-0.1708916984347013	-2.564707463650895e-05	0.0292039725938968	6.577724374106605e-10	-0.0008108955113275	-0.0005188308665355	6.575515302910877e-07	2.691854680699779e-07	-0.0011247166681909	7.726467039940012e-05	1.264987583706439e-06	5.969829291927937e-09	-0.0007019569460968	-0.0005947819050449	4.927435541735457e-07	3.537655145688405e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.8216253325252	0.3662772744415861	0.1341590417723569	818702.1736693926	828.2400631608634	-3.606933067584805	685981.6022247111	13.009966154036732	842.166586726262	2.3500795335036173	709244.5597981627	5.52287381379258	842.1987965082978	716.5416685740153	1.866668	32.396187	0.2710364550189197	0.1759356645447259	0.0729641838	0.013550106	0.0161819166	-0.2223392525	0.1951653848	0.0535062982	-0.0633983181	-0.0472423754	0.171112907	0.1556648685	0.0490207447	-0.09200211	-0.1703185848	-0.0129624518	0.1863428041	-0.0913053335	-0.1589669264	-0.1210226721	-0.0965460673	0.1716465962	0.0465935355	-0.337543013	0.1244251994	-0.0169623404	-0.2583869431	-0.0092849838	0.0472995612	-0.036890903	0.1584484591	0.2959044544	0.1436159021	0.0537908475	0.1687486106	0.2546315166	-0.0758922614	-0.0261985249	-0.0416358628	0.1772260893	-0.0487005096	-0.1029699708	0.063750099	-0.1864867445	0.28079182	-0.0602290757	-0.1524584589	-0.184932549	-0.2244949141	0.2127677864	-0.0441201302	-0.0096768586	-0.1204963421	0.158530194	0.2365131578	0.1290981913	0.1120553252	0.0799191926	-0.4103677615	0.1524791034	-0.3251366978	-0.2784051072	0.3889016139	0.2409581084	-0.3082691765	0.0227090275	0.0471982347	-0.044201676	0.1383019085	-0.2906920292	0.2215959402	0.1791117114	-0.1190401952	0.0040800705	0.1080575781	-0.0115829742	0.1029869115	0.0926830474	-0.0410779394	0.0379831929	0.0012348297	0.0481635341	0.1554579513	0.1533170814	0.0892343068693435	-0.0340019516006293	0.0011561327126515	0.0079627615224521	0.0267383348105596	0.0033255199625586	1.105908302137576e-05	0.0007149385484415	-0.3297715062628583	-0.1588798078281569	0.1087492463428743	0.025242793335512	-0.0008099875073584	9.080039690999904e-07	6.560797620766742e-07	8.244712079013366e-13	2.4924756114597105e-05	0.0011496414243054	6.212434673721457e-10	1.321675404479172e-06	-0.0010479910303737	-0.0003460340842768	1.0982851997437294e-06	1.197395874813527e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.4981732452612	-0.323452087263945	0.1046212527554027	818116.9454040146	836.9233158506196	8.68325268975616	700440.636614396	75.39887727415757	841.927746863732	-0.2388398625300851	708842.3309390403	0.0570444799333899	841.8572617037676	727.7245073353035	1.68361	29.219189	0.2766324247804912	0.1352616821987384	0.052328301	0.109596246	0.0745963378	-0.2471277296	0.0014820808	0.0757381162	-0.0259083577	-0.0056474709	0.1582668535	0.0513566687	-0.0262545587	-0.0021468094	-0.2008119124	-0.0456304822	-0.0539969521	-0.2091882074	-0.0870466795	-0.0174403262	-0.1231555801	0.2543657777	0.233953774	-0.1405239725	0.0560300083	0.2788679506	-0.0357942572	-0.2145111558	0.1825705448	0.1470305948	-0.1144118885	0.0562645164	-0.0783784958	0.1355929436	0.1234232156	-0.0908722854	-0.1201707646	0.0057287987	-0.1827539769	0.0840981862	-0.0360925782	-0.1820196267	-0.0252090205	-0.2943770023	0.2118163842	-0.1272718212	0.0572070354	-0.0380299	-0.1415394497	-0.1434717259	-0.3065034768	0.260239278	-0.0142613312	-0.0462953008	0.1592572553	0.0786690815	-0.1071264803	-0.174634068	-0.2764057644	0.2278279283	0.114495765	0.2068615049	0.4146911313	-0.1233130225	0.2588220898	0.1617118613	-0.077357159	-0.1738814407	0.0585486452	0.1376480874	-0.3544290338	0.0845804003	0.1653402156	-0.1580789161	-0.1286758636	-0.1550123514	-0.0926808463	-0.0910811968	0.0041227147	-0.136540972	0.1306134507	-0.0120977117	0.1547718027	0.1505910958	0.0619416086651369	-0.0272926982042066	0.0007448913752659	0.0038367628840249	0.0832377057091804	0.0564993708986208	0.0031921789119399	0.0069285156517281	-0.2421130255294343	0.0876584807334239	0.0586187171310165	0.007684009244492	0.000444096950453	0.0012540844578114	1.9722210140165438e-07	1.5727278273241132e-06	-0.0006717668881321	-0.0006966916442466	4.512707519906853e-07	4.853792471631663e-07	-0.0012008524272004	-0.0001528613968266	1.442046551913092e-06	2.3366606639809844e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.1648029051728	0.666629659911564	0.4443951034738074	819323.3204183603	828.5725409146013	-8.350774936018297	686532.4555576786	69.73544203203139	840.601038630559	-1.326708233173008	706610.1061467745	1.7601547359690446	840.7515933307363	726.9896638842597	1.618239	28.084679	0.2616997152428342	0.1378168062445358	0.024543609	0.0900466237	-0.0204203475	-0.2385929828	-0.1071711742	-0.0701885004	0.0306386225	0.146278198	0.0148346118	-0.1762169583	0.1154880659	0.1962109773	-0.0579414292	-0.0221432439	0.0280975577	-0.0843357581	-0.0107644876	-0.0656513359	0.0366316169	0.1507726339	0.0298953127	0.0612171177	0.1002335432	-0.0315144526	-0.0212841489	0.0144772488	-0.2572519816	0.0678447079	-0.215198674	0.021782692	0.1188195524	0.0071829539	-0.2780143029	-0.2771899555	0.0293508446	-0.0092694336	-0.011622046	0.0199034603	-0.0767494014	0.0205263276	0.0413891248	-0.1533386551	-0.1173319436	-0.0732429631	0.0449339601	-0.1874321407	0.0248399999	-0.1804890679	-0.0082511306	-0.1948373974	-0.1257472888	-0.076433009	-0.1352089693	-0.3236220538	-0.1611417628	-0.0019584441	-0.1674181566	-0.0829183802	0.1728500975	0.0097139606	-0.1492777246	-0.0631891686	0.0136334516	0.1096352041	-0.1862544129	0.2504527691	0.0660195825	0.2100847068	0.029083543	0.1566242031	-0.0503167603	-0.1844357889	0.3605698052	0.1020259871	0.0390243401	0.018916087	-0.0236263964	-0.3366920458	0.274756125	0.1471154376	0.1538585052	0.1469813818	0.132273489599541	0.0703318809344041	0.0049465734757711	0.0174962760508398	0.0744914445772337	-0.0087462611319467	7.649708378820173e-05	0.005548975315203	-0.1313513994330009	0.1107616260964334	0.0172531901330077	0.0122681378155261	-0.000322788258759	-0.000766885209212	1.0419225999266717e-07	5.881129241081331e-07	-0.0010662590355372	-0.0003944921474051	1.13690833086472e-06	1.556240543642873e-07	-0.0014766740121843	-0.0002758215849839	2.1805661382604784e-06	7.607754674303086e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
903.4683363937488	-1.696466511423978	2.877998624383041	816255.0348660881	829.0956601899246	0.5231192753233245	687399.6137457669	0.2736537762148001	840.0089212740385	-0.5921173565204754	705614.9878199737	0.3506029638927957	840.0353658818143	722.0488356749216	1.492749	25.906784	0.1418231465395839	0.0661353478673603	-0.0313932642	0.0305201101	0.0104167931	-0.170034137	-0.1148788148	0.2067760332	0.1296415245	0.2528911268	0.0544824788	-0.244400493	0.0250694295	0.1182591082	-0.1767028992	-0.1291216965	-0.0689730439	-0.0046908013	0.0636952777	-0.0148113082	-0.0524384539	0.2909047923	0.0046025559	0.144235084	-0.0117211285	0.0048433467	0.1444971099	-0.0100838649	-0.1195192204	-0.0478522564	0.1616835618	0.0834881589	0.0861668494	0.0931911168	-0.0975301225	-0.0791299974	-0.0753537572	-0.0270200167	-0.2016058533	-0.0749630907	-0.0803777112	-0.066306705	0.2372093029	-0.1324361631	-0.043470758	-0.0899016112	0.0318102456	0.2236774702	0.0216184168	0.0815920921	-0.0264267465	-0.1096949747	-0.2589071704	-0.0128009844	0.0484778158	-0.00731661	0.0761541619	-0.1908885507	-0.1943358192	0.0137223528	-0.1027069737	0.2209592097	-0.2132045338	-0.1698793075	-0.0103187903	0.0594303496	-0.0004439085	0.2090579479	-0.1166382325	0.0163753924	0.0241027601	0.3114542679	0.1476436831	0.0900056213	0.0204469005	0.1387880724	0.0897469144	0.0650451844	0.124287133	0.1738929022	-0.0851193898	-0.362665123	0.152719399	0.1425091225	0.1469594705074541	0.014685980907913	0.0002156780352275	0.0215970859718312	0.0618692204853061	-0.0126222240919275	0.0001593205410268	0.0038278004434594	-0.1583554984365491	-0.0270040990035482	0.0250764638850879	0.0007292213629934	-0.0010158191801653	-0.0006930309214063	1.0318886067917024e-06	4.802918580252653e-07	-0.0003490777961576	0.0007171812393796	1.2185530777024698e-07	5.143489301180592e-07	-0.0018166787021223	-0.0003400046899379	3.300321506744764e-06	1.1560318917983541e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.968820325296	-2.499516068452863	6.247580576454056	811744.8151983555	827.3449869090114	-1.7506732809132473	684499.7273634722	3.0648569365035536	838.1533204064002	-1.855600867638259	702500.9885082737	3.4432545799798597	838.0194635832573	722.2535085954528	1.571938	27.281113	0.1963234827207402	0.0886912077314541	-0.091480913	-0.0441824814	-0.1474811449	0.0333881421	0.0059575811	0.1109416285	0.2435261915	-0.1531316242	-0.1981033832	-0.1180107413	-0.0326209983	-0.0263020976	-0.1685637525	-0.103127146	0.2648119847	-0.0617759044	0.2107644259	0.015772378	0.0073883139	-0.0047927494	-0.0014588237	0.0573466678	-0.1283371121	0.1724091057	-0.017933033	0.1743361899	-0.0263021644	0.0380029143	-0.0534357839	-0.1546889763	-0.0872910477	-0.1173431187	-0.0004465264	0.070598328	0.1947671553	-0.0118963238	-0.3303373115	-0.1705447301	-0.0634155393	0.0323933929	-0.0087213973	0.0598723816	0.0643007158	-0.1624616406	0.1947908653	0.0385602028	0.1405419728	0.1078422075	0.2171837826	0.1551488283	0.0284005425	0.0969864973	-0.2104212554	0.2399568023	-0.0411328393	-0.195722022	-0.1004307636	0.0029901707	0.1404218086	0.1592872736	-0.116055787	-0.1935452352	-0.057457745	-0.1165478642	-0.0354943277	0.0505371929	0.0361103686	-0.1773693022	-0.0474235855	-0.2271099334	-0.0262227641	0.1065935899	0.0277848977	-0.0134823999	-0.0509222706	-0.0804728568	-0.0876066997	0.0402217256	0.0362843616	0.1809750294	0.1513561561	0.1372005631	0.1075774671499942	-0.0393820033574598	0.0015509421884469	0.011572911438408	0.0861104501366156	0.0242412296513094	0.0005876372150075	0.0074150096227305	-0.1145101243454433	0.0438453740911058	0.0131125685776088	0.001922416829189	-0.0007180625067585	0.0002977566734068	5.156137636123008e-07	8.865903655828382e-08	-0.0010661233447697	-0.000717045548612	1.1366189862629325e-06	5.141543187844273e-07	-0.0010543834117239	0.0007622952903983	1.1117243789185314e-06	5.810941097635808e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.6955570339798	-0.2732632913161978	0.0746728263809612	811252.486460751	822.0503954657192	-5.29459144329212	675766.8526853455	28.032698551382133	839.235565655048	1.0822452486478369	704316.3346603485	1.1712547782208182	840.0454284238143	714.3087130422177	1.474757	25.594534	0.1037893062717686	0.0608111990240127	0.0496414424	0.0105672219	-0.0682368241	0.1077851395	-0.0845614527	0.0949731612	0.1556757688	-0.1562312233	-0.017559581	-0.0330104349	-0.0264745481	0.0236884957	0.0498144697	-0.1488475164	0.394193017	0.1724860796	0.0560277981	0.0179447547	-0.1019064107	-0.0064612272	-0.1988399928	-0.0112996801	-0.0372889391	0.0858122665	-0.1095499714	0.0689254152	-0.0334755465	-0.0860388176	0.0510430699	0.0986567065	0.0099861776	-0.2051007718	0.0016663133	-0.1152564145	0.0860649319	0.015477748	0.1231093064	0.0064076305	0.0300573858	-0.0796962338	-0.0381912365	0.1891174231	0.0012398299	-0.157529416	0.1208375241	-0.1718183099	0.021853023	0.0841524018	-0.0519651326	-0.1581133939	0.0687296824	-0.0879995692	-0.0925793469	0.0910877595	0.0184353668	0.2510874089	-0.099117452	-0.1238763347	0.1208217369	-0.0173096751	-0.1597413189	-0.0804912218	0.0235780889	-0.0135576103	-0.1301324907	-0.2186090457	0.2529285142	-0.1134407278	-0.0224686372	-0.0790667236	-0.0192982292	0.0388020903	0.0862515139	0.1448163438	-0.0510437671	-0.0154145412	0.0648471753	0.0645420717	-0.1994143223	-0.0094651584	0.1497707771	0.1310868562	0.1112857759551673	0.0037083088051731	1.3751554194524362e-05	0.0123845239299436	0.0309144283887974	-0.0551960217478181	0.0030466008167856	0.000955701882606	-0.114413790322061	9.633402338229956e-05	0.0130905154158605	9.28024406102144e-09	-0.0008478992881057	-0.0001298367813472	7.189332027701529e-07	1.6857589790600644e-08	-0.0013627545841174	-0.0002966312393476	1.857100056532988e-06	8.799009215695246e-08	-0.0005850785985109	0.000469304813213	3.423169664354789e-07	2.2024700770488893e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.838503570325	0.1429465363452209	0.0204337122530955	811510.0095148224	816.2127520331021	-5.837643432617142	666203.2565814502	34.07808084637805	838.9772877854567	-0.2582778695913248	703882.8894198411	0.0667074579206333	838.3257035499128	709.2404715772988	1.392344	24.164248	0.0527092039462097	0.0283610381731524	-0.0378764837	0.1122326238	-0.1702894723	-0.0443175698	0.056478317	0.2361909199	-0.0259090128	0.0817126104	0.0667531377	-0.2557229283	-0.0137948907	-0.0750379096	-0.0699740089	-0.0328790255	-0.027844855	0.1177282803	0.1382870093	-0.1203351877	0.012457317	0.1201056876	-0.1797954731	-0.0675362807	0.1451970309	-0.0260288836	0.1614681107	0.1512887966	-0.0868143576	-0.0969128407	0.0296751049	0.0748586496	0.0366874732	-0.0527105795	-0.1081622767	-0.0716238433	-0.0337564212	0.0329205409	-0.0295589	-0.0427900366	-0.1969675659	0.0205716004	0.1946669549	0.0685567642	0.0133030891	-0.1066657998	-0.1670745924	0.1302649634	0.0145489614	0.0760249392	-0.125094779	-0.1355308384	-0.1935029538	0.0058079034	-0.1182657137	-0.0379391667	0.0020462002	-0.0511536048	-0.0643685574	-0.1737239597	-0.1515660274	0.1578803672	-0.1856750278	-0.1152195299	-0.1155296113	-0.0554520563	-0.1734412561	-0.0339234869	0.20696099	0.0719493963	0.0220779275	-0.0042954535	-0.0113077431	0.0361120278	-0.0695328732	-0.1195191865	0.0083915876	0.0566903559	-0.0920919741	0.3080555663	-0.0512883915	0.06037858	0.1479655889	0.1242038795	0.1112286445654007	-5.713138976659593e-05	3.263995696662702e-09	0.0123718113718562	0.0145320864398854	-0.016382341948912	0.000268381127731	0.0002111815362963	-0.0939110242824199	0.0205027660396411	0.0088192804817732	0.0004203634152762	-0.0009890165646957	-0.00014111727659	9.781537652424838e-07	1.991408575217856e-08	-0.0013621285561702	6.260279471999915e-07	1.8553942035343136e-06	3.919109906754354e-13	-0.0007586745853315	-0.0001735959868206	5.755871264279235e-07	3.0135566640217955e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.9236779814016	0.0851744110766503	0.0072546803022542	811663.4735475363	829.8432756095096	13.63052357640754	688639.8620743206	185.7911729670018	839.5510846416767	0.5737968562199285	704846.0237230157	0.3292428322078732	840.6774030719964	708.607595326244	1.474268	25.586039	0.141434236914823	0.0711234420428966	-0.0895081191	0.0052015895	0.0208514762	0.1686714546	-0.0801457725	0.1693602011	-0.0622182898	-0.0661325885	-0.0547924468	-0.0429023965	-0.1587662534	-0.0802000086	0.007537	-0.1341796708	0.0421414172	-0.0042629841	0.1150220437	0.1193181303	-0.0433028611	-0.064148387	-0.0589056709	-0.1514035562	-0.1228818818	0.0359320098	-0.0726297905	-0.0847997946	-0.0749643568	-0.2126740321	-0.07130177	-0.0558882497	-0.0044843713	-0.0203852057	-0.0553548856	0.0790232725	0.1646751532	-0.0228575974	0.1869702009	-0.1326092743	0.0780251704	-0.0451252323	-0.0273125197	0.1511153523	0.1558653035	0.0215127959	0.1400428045	0.0345952544	-0.1420406371	-0.0360796739	0.1304759193	-0.2010088302	0.1199861643	0.1057568717	-0.0725801222	-0.0203971755	0.1264988664	-0.0247022721	-0.001246791	-0.1198161984	0.0201064064	0.1674639018	-0.067173525	-0.0130850035	0.0548185081	-0.1227331991	0.1226777327	-0.2638370504	-0.023246754	-0.134394214	0.1297519097	-0.1297977413	-0.1231473866	-0.1056184986	0.0493882619	0.0343482243	-0.0161917887	0.1102012252	-0.1441745243	-0.0264387877	-0.010008721	0.1156833969	0.1459432408	0.1165920251	0.0727311911956007	-0.0384974533698	0.0014820539159599	0.005289826172731	0.0570102654855304	0.042478179045645	0.0018043956950338	0.0032501703707306	-0.0572169049483619	0.036694119334058	0.0032737742118698	0.001346458393702	-0.0008079338629015	0.0001810827017942	6.527571268229398e-07	3.2790944889087194e-08	-0.0014827590045478	-0.0001206304483776	2.198574265567583e-06	1.4551705075780834e-08	-0.0005850980321969	0.0001735765531346	3.423397072806847e-07	3.012881979808862e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
