global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
959.6500472482464	n/a	n/a	920928.2131835616	1015.0787196019936	n/a	1030384.8069888228	n/a	916.38199787883	n/a	839755.966036396	n/a	933.209017078334	710.7765285528473	n/a	n/a	n/a	n/a	0.0607120177	-0.1397758633	0.07572722	-0.0322380169	0.0742751467	0.0821868727	-0.0661017522	0.0056837926	-0.0167969976	0.0207410139	-0.1658988876	0.1531738521	-0.09082089	0.0565450977	-0.0635064827	0.0584779715	-0.1181449106	0.0729745252	-0.0494817343	0.128203748	-0.0993624204	0.0824556305	0.0583373743	-0.0307641929	0.0515514179	-0.2063956833	0.0531178581	-0.0282203257	0.0223789407	-0.1293233725	0.0980491499	-0.1359505934	0.0238801651	-0.0731111787	0.0262904176	-0.0218881317	0.0743008041	0.1115746702	-0.0883001634	-0.1557612921	0.1090069837	-0.0269711282	0.0968194177	-0.0862407835	0.0666097127	-0.0811948025	0.0314104025	-0.1190841015	0.0348185758	-0.1114670089	0.0930913942	-0.1124846049	0.0335556596	-0.1748093557	0.044658707	-0.0658939912	0.1205951723	-0.1290330033	0.043033675	-0.0701194403	0.2181230202	-0.1735922573	0.1276656241	-0.0959193175	-0.1918060214	0.0659775374	0.1053037556	-0.0581183376	0.1427863968	-0.0843065487	0.0249253536	-0.0449872514	0.0047272163	-0.0469100208	0.0665815082	-0.0307826703	0.0404128565	-0.0324751773	0.0998119843	-0.1040917535	0.0622153815	0.0607148402	-0.0473499238	0.0091290765	-0.0553009469	0.0790011709	-0.1435546877	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.030070140886437	n/a	0.0009042133729301	n/a	-0.0278289046081425	n/a	0.000774447931689	n/a	0.0444817530470373	n/a	0.0019786263541376	n/a	-0.0011470565391455	n/a	1.315738703996452e-06	n/a	-0.0020197574357703	n/a	n/a	4.079420099349418e-06	0.0004443427906713	n/a	n/a	1.9744051562155875e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
957.133050594998	-2.516996653248384	6.335272152463566	916103.6765412872	1019.1720048781724	4.09328527617879	1038711.5755273936	16.754984352182074	913.2528030990006	-3.1291947798293904	834030.682368182	9.791859970111508	930.146531797601	715.6703438191342	1.179088	21.358717	0.346748346482591	0.2020027222184805	-0.0257210539	-0.0816575944	0.0095440137	0.0410555874	0.1266508624	0.1220957625	-0.079355211	-0.1020229284	0.0126584179	-0.0199960427	0.0983540975	0.027331767	0.1258380851	-0.1107976258	-0.0644810052	0.0251552153	0.0684377967	0.0243544381	-0.0804987065	0.1369272426	-0.067868217	0.0505498443	0.0384139645	-0.0241737912	-0.0389979826	-0.00599509	0.0339699226	0.0857178322	0.1237754636	-0.0560105745	-0.0882758107	-0.0276029362	0.0070714656	-0.0480982177	-0.0953149129	0.0922953421	-0.0400033127	0.1537645312	-0.1491839856	-0.0695189387	-0.1168160406	0.0713256409	0.1049971467	0.0822364227	-0.0999149975	-0.136217379	0.1465936883	-0.0312589552	-0.0710401985	-0.0418800459	0.1346666133	-0.0310472801	-0.0136014995	0.0045161353	0.101068382	0.0248225291	0.0307118839	-0.1654770889	0.0571524534	0.0490636574	0.1301013665	-0.005051834	-0.0970167163	-0.0230910488	-0.0621207389	0.009221793	-0.0828419745	-0.1230044019	0.0454908426	0.0813945512	0.0277337321	-0.1790453544	0.138857497	-0.1407476935	0.0955372693	0.0565483573	0.0525989768	-0.0763425734	0.0296960356	-0.1333446749	0.0923483135	0.0844437479	-0.0454039287	-0.0231180861	-0.0269780027	0.0178529961	-0.2479425439	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0216545724457262	-0.0084155684407108	0.0004689205078072	7.08217921802876e-05	0.0784545725618102	0.1062834771699526	0.0061551199558563	0.0112961775193358	0.2136639665925201	0.1691822135454828	0.0456522906200495	0.0286226213801493	-0.0010840015954155	6.305494373000007e-05	1.1750594588633492e-06	3.975925928793474e-09	-0.0012710017956181	0.0007487556401522	5.606350086597311e-07	1.6154455644644342e-06	-1.188371975396614e-06	-0.0004455311626466	1.9849801688931722e-07	1.4122279519080508e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.1300279098126	-2.0030226851854422	4.0120998773675	912273.3702149994	1004.593731885765	-14.578272992407392	1009208.5661441684	212.5260434411548	913.9475505085736	0.6947474095729831	835300.1250806217	0.4826739631083703	930.225436531406	706.2993546262811	1.14478	20.737234	0.2119237922664822	0.11664959912254	-0.0891500691	-0.0748716507	0.0055500794	0.1307653385	-0.0443664785	0.0504251458	0.0065364352	-0.1073750425	-0.118944073	0.0845490816	0.094120906	0.0183044043	0.0713296182	-0.0584045615	-0.0474275891	0.0093592397	0.0504711018	-0.0595281149	-0.0461650292	-0.0917693536	-0.0320607513	0.047542388	0.2059051217	0.046622808	-0.1105035245	-0.010100382	-0.0614880661	-0.0269572767	-0.0524902823	0.1501810378	0.0363545772	0.0067793404	-0.0337067592	-0.1162759726	0.0217031123	-0.060255407	-0.0625219314	0.0807247347	-0.0410426385	-0.0359809801	-0.0676414204	0.0540002349	0.0509836749	0.0232646883	-0.0704678824	0.0628522878	0.0722183673	0.0554868507	-0.0155585752	-0.1420795258	0.0950078844	-0.1440111176	0.0724890028	-0.0044797328	0.0134812962	0.0246204546	-0.0337344936	0.1341469935	0.048822672	0.0901677206	0.0310553472	0.0998288411	-0.0441393055	-0.0102717247	0.040538177	-0.0105441998	-0.0014280658	0.0769103046	0.0485869342	0.1056655707	0.1187061783	-0.1556860353	0.1850663297	-0.0685339928	-0.0148735629	0.0085245401	-0.1098348162	0.1120824885	0.0526138367	-0.0479262814	-0.1320881715	0.0094080389	-0.0335030439	-0.0576418246	0.005310617	0.0027299764	-0.2088955995	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0107843993411052	-0.010870173104621	0.0001163032691484	0.0001181606633244	0.0993136481943395	0.0208590756325292	0.009863200717669	0.0004351010362435	0.2741800475495068	0.0605160809569867	0.0751746984742498	0.0036621960543925	0.0009718929978391	0.0020558945932546	9.445759992486728e-07	4.226702578573497e-06	-0.0011230930933996	0.0001479087022184	2.1876984191960883e-08	1.2613380964418827e-06	-0.0001909543279492	-0.0001897659559738	3.6011118046651486e-08	3.646355536253063e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
957.5718490762566	2.441821166444015	5.962490608894011	916943.8461433213	1004.7327299508436	0.1389980650785673	1009487.8586344748	0.0193204620955856	914.3212955623478	0.3737450537742006	835983.4315188102	0.1396853652206801	931.3468391646716	715.3294732423878	0.927339	16.798376	0.0780124427980767	0.0428065754436174	-0.0842823439	-0.0397522998	0.0275251724	0.1115681081	-0.0318791584	0.0077305228	0.0275538946	-0.0897407813	-0.0679573529	0.036764178	-0.0158847743	-0.0314660464	-0.0008985153	0.0248260583	-0.032353895	-0.0485921516	0.1330979829	-0.0940677096	0.0454249786	-0.0581943711	0.0425481661	0.0745395524	0.0740904585	0.063139257	0.0962693764	-0.1210489718	-0.1112485431	0.0273543208	0.1087875687	0.0945178118	0.0759015892	-0.0705692699	-0.1367891882	0.0467758735	-0.0077475055	-0.0465373829	0.0089227692	0.0779538138	0.0492453178	0.008898032	0.0117998427	-0.0060581726	0.0209008473	0.0550788016	-0.0515071517	0.1266594423	0.084616752	0.0441601471	-0.0282321068	-0.034511393	-0.0495232021	-0.017804025	0.0722773731	-0.0096888159	0.057674833	-0.0010336549	-0.1650727915	-0.0048724851	0.1211382306	0.0987489271	0.1068115891	-0.2085166843	-0.0204889544	0.0002562298	0.0604317225	-0.0216328706	-0.0434432276	0.1012139298	0.0556866589	0.0718993265	0.0767200004	-0.1525805725	0.18810937	-0.0028106011	0.0198774099	0.0975028099	-0.0708703331	0.1133282893	-0.0934573643	-0.042582486	-0.0833610726	-0.0195334125	0.125713655	0.0278227469	-0.0599769881	-0.0073341015	-0.1241270297	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0084339355892097	-0.0023504637518954	7.113126952293798e-05	5.5246798489746685e-06	0.1392387025843788	0.0399250543900392	0.019387416297381	0.0015940099680475	0.2808770315684938	0.0066969840189869	0.0788919068627286	4.484959495056721e-05	0.0011697283417975	0.0001978353439583	1.3682643936043288e-06	3.91388233191384e-08	-0.0012677519960841	-0.0001446589026845	2.0926198125883656e-08	1.60719512357522e-06	-0.0004292588940494	-0.0002383045661002	5.678906622420459e-08	1.8426319812051406e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.9675582820804	-1.6042907941762223	2.5737489522785744	913873.9724878029	999.9740188777098	-4.758711073133782	999948.0384304384	22.645331077566063	913.1511086203836	-1.1701869419641753	833844.9471746357	1.369337479143468	928.8975459329668	709.965159615805	1.031696	18.688761	0.1441374861492954	0.0626699185013604	-0.095163747	-0.0188948156	-0.0825468186	0.0866523454	-0.0391724735	-0.0610900859	-0.0475010089	0.0047366377	-0.06862591	0.0828134991	0.1025799391	0.0051973184	0.1099348209	0.044017022	0.0237913583	0.0466520409	0.0584492445	-0.0309850604	-0.0157097842	-0.0801073424	0.0233642218	-0.0199644957	0.1466956182	0.0604224485	-0.0158635816	-0.0487064254	0.0057458026	0.032979061	0.0356668117	0.1522889211	-0.0255542279	-0.0490938191	-0.0582809349	-0.1332210946	-0.2297027576	0.115004694	-0.0529752328	0.0016340878	0.0108466769	-0.0095626916	-0.1055161769	-0.0328459783	0.0041612722	-0.0611202094	-0.0171279063	0.0706835236	0.0138099922	0.0843108583	-0.0352687896	-0.016549958	0.0593262495	-0.0926611219	0.1360910245	0.0027903173	0.0012500204	-0.0014187341	-0.0569224865	0.0295701048	0.0640347686	0.2075479764	0.0657420333	-0.0493002638	-0.1606646816	0.0213244604	0.127454082	-0.0711879959	-0.0469070743	0.1171160667	-0.013994588	0.0637976037	0.1470746949	-0.0589816565	0.0747075038	-0.0591195267	-0.078996953	0.0533831729	-0.0319859199	0.1654259799	-0.087774182	-0.0664721365	-0.2377810951	-0.0057243011	0.0201830214	-0.0945515888	0.1660330976	-0.1703991256	0.2833740728	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0126315154875982	-0.0210654510768079	0.0001595551835134	0.0004437532290693	0.1227728205994935	-0.0164658819848852	0.0150731654779554	0.0002711252695401	0.313504783756656	0.0326277521881622	0.0982852494383076	0.0010645702128521	0.0006051391740163	-0.0005645891677811	3.6619341992912986e-07	3.187609283758678e-07	-0.0008122697959462	0.0004554822001379	2.0746403464246205e-07	6.597822214064814e-07	-0.0008887555441191	-0.0004594966500697	2.1113717142527635e-07	7.898864172024375e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
957.775324998831	1.8077667167506208	3.2680205021913187	917333.5731766165	998.8575190047771	-1.11649987293265	997716.3432723788	1.2465719662586232	913.3778635792918	0.2267549589081454	834259.1216766713	0.0514178113894347	929.5341076958968	723.4421766074998	1.111956	20.142641	0.2318533884555239	0.1400919403830415	-0.1168742155	-0.0288037764	-0.0377848263	-0.0941817989	-0.0427180397	0.0256555814	-0.140890412	0.1018759809	-0.0465784188	-0.0141533233	0.0098330888	-0.0400659317	0.0543103323	0.0834711279	-0.0613457282	-0.0603897163	-0.0170350237	-0.0802736296	0.0648187235	-0.0021294985	0.0552669731	0.0031690059	-0.1197356681	0.0897463237	0.0170287471	0.0322597067	-0.1216888203	-0.0694945237	0.0780798511	-0.0823045915	-0.2320108077	0.0902825192	0.0330911621	0.0090576511	-0.032259341	-0.0133698526	-0.1548985184	-0.0477746854	-0.0254807159	0.0192917409	-0.0225455337	-0.0882238877	0.0825766102	0.0518174439	0.0976371835	-0.0022236478	0.0365356987	0.0474756806	-0.0323406037	-0.0107277634	-0.0787475252	0.1094583276	0.1002032143	0.1721740539	-0.0474507521	-0.0412745795	-0.1048173689	-0.0234925444	0.0693640168	-0.16357593	0.1038960384	-0.0264981339	-0.1117732542	0.0440096867	0.1029510174	-0.0979558223	-0.0707441521	0.1584352582	-0.0757178524	0.0746161605	0.0541314608	0.0170169331	-0.1383644607	-0.130296422	-0.0117006926	0.1551024791	-0.0555023253	0.1092954038	-0.1189917475	0.0948167786	-0.0906967227	-0.0138869688	0.0114292084	0.0249585262	0.0914513597	-0.1548585095	0.0605766379	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0421566884971014	-0.0295251730095032	0.0017771863850416	0.000871735841241	0.1206323904535224	-0.002140430145971	0.014552173626531	4.581441209781843e-06	0.3165735940563507	0.0030688102996946	0.1002188404537551	9.417596655512218e-06	0.0003111582495752	-0.0002939809244411	9.681945627870244e-08	8.64247839352438e-08	0.0014691539085855	0.0022814237045316	5.204894119599145e-06	2.158413207112052e-06	-0.0022557304151534	-0.0013669748710343	1.868620298039241e-06	5.0883197058481306e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
959.719627509472	1.9443025106410232	3.780312252884986	921061.7634269198	1004.7010538647746	5.843534859997476	1009424.2076369888	34.14689966000572	914.7088776823762	1.3310141030843852	836692.3309109522	1.7715985426095302	929.5842093695107	723.9109677733541	1.092621	19.792398	0.2251317293351803	0.1018345109169093	-0.0812641477	0.0197415673	0.0666980624	0.0418929115	-0.0025860091	0.1126431695	0.0322564047	-0.0086898122	0.0642112991	0.0722361032	0.0128197253	-0.0585883562	0.038270282	-0.0018040543	0.0406878075	-0.0173288111	0.064542232	-0.0328324975	0.0409617397	0.0315757211	-0.0375033443	-0.0866937426	-0.1160372959	0.1476103354	-0.277955467	-0.1141188432	-0.095648067	-0.0170509101	0.0311615166	0.0005209504	0.0512066243	0.0284113485	0.0874920495	0.1088727011	0.0177895792	0.069411851	-0.0077724825	-0.1202047009	0.1665486296	0.0505008616	-0.0260728562	-0.0627530081	-0.0149366873	0.0762360053	-0.0761846743	-0.0637294437	0.0740583808	0.0446537505	-0.1276959557	0.1068895363	0.007963101	-0.0062688604	-0.0143629906	0.0898039439	-0.2781472833	-0.0203424	-0.0583864342	-0.0255976602	0.0403769687	-0.0321969315	-0.1512841951	-0.0725446366	0.1005951923	0.0424035689	0.0992055312	-0.0638687546	-0.0281362745	0.1285993184	0.0260816687	0.0838557211	-0.0386970888	-0.0237429455	0.0142331706	-0.0565769313	0.0538436199	0.0404834536	0.1234915693	0.1013427456	0.0173887872	0.0948222213	0.0233231162	0.0061665983	-0.0810315288	0.1480563102	-0.0234483783	0.0429571068	-0.069505278	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.065135736851758	-0.0229790483546565	0.0042426642152214	0.0005280366632856	0.0456258252798562	-0.0750065651736662	0.0020817159324679	0.0056259848191514	0.2745316040320631	-0.0420419900242876	0.0753676016124175	0.0017675289252022	0.0006070137935702	0.000295855543995	3.684657455844854e-07	8.75305029125774e-08	0.0005959759231484	-0.0008731779854371	7.624397942519924e-07	3.551873009725875e-07	-0.0017226814289341	0.0005330489862193	2.841412217094235e-07	2.9676313055944326e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
960.8223634409492	1.1027359314771277	1.216026534570728	923179.6140882514	1005.3494346127871	0.6483807480125279	1010727.4856762508	0.4203975943932851	917.4974705287387	2.788592846362576	841801.6084266339	7.776250062784533	932.6628346585838	714.0606170215946	1.188452	21.528334	0.167398316779557	0.0948685002116908	0.0011423006	-0.0178354998	0.0310981059	0.1326856918	-0.1508108774	-0.003797929	0.0994569583	-0.1189491995	-0.0122247618	0.1091697975	-0.1381566927	0.0035645667	-0.1007110273	-0.0012707711	0.0385511285	-0.0127328332	-0.04386184	-0.0364254192	0.0524048856	-0.0754725567	0.0863731598	-0.0653930392	0.0780172481	-0.0762934441	-0.1153004442	0.1202279321	0.0325826897	-0.202758327	-0.0461079004	0.0259100145	-0.0214478743	0.1565417489	0.1163536376	0.200654547	-0.003930623	0.1003324075	0.0157829267	0.0333747563	0.0312392909	-0.0021975253	0.0818510314	0.0203889779	-0.0607307806	0.009908946	0.0197860112	0.1431818876	-0.1300197961	0.0868881371	-0.1461051031	0.0647602859	0.0774474776	-0.0140317945	-0.0905685858	0.1125155281	-0.0054209117	0.041549125	0.0859365627	0.1201281505	0.104940374	-0.0606853085	-0.2667335767	-0.0544887153	-0.0637968119	-0.0014455602	-0.0022843139	-0.0264104477	0.1266629623	0.1364954839	-0.0775372874	-0.0133941987	-0.0860352739	0.027529852	0.1065298931	0.0734160142	-0.1761031775	-0.1049611797	-0.0187053012	-0.0769008995	0.1148675405	0.0805423426	-0.0846630757	0.02593123	0.0063885719	0.1017327983	-0.0966380859	0.0024314065	0.0543620496	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0341274076223214	0.0310083292294365	0.00116467995102	0.0009615164816011	0.0310485815086707	-0.0145772437711855	0.0009640144137005	0.0002124960359645	0.1896190583579482	-0.0849125456741149	0.0359553872925549	0.0072101404128586	0.0004378201340417	-0.0001691936595285	1.9168646977229218e-07	2.8626494424645982e-08	0.0005207316958593	-7.52442272891e-05	5.661693740333741e-09	2.711614990725025e-07	-0.0012291153536553	0.0004935660752788	2.436074706661182e-07	1.5107245525911931e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
964.2497675826528	3.4274041417036187	11.74709915056712	929777.6142832	994.9824739868878	-10.36696062589931	989990.123541068	107.4738726189466	916.6255048479352	-0.8719656808035552	840202.316137732	0.7603241484992075	930.976551432882	723.9860740797301	1.071919	19.417395	0.1581707076391024	0.0809169661551123	0.0494293306	0.0487976809	-0.0478418753	0.0394921504	0.0011975203	-0.0798331736	0.0725002024	0.0281323875	-0.0527730086	-0.0372288952	-0.1083336267	0.0155940072	-0.0379488198	-0.0484155126	0.0291137437	0.0432855275	-0.0809175535	0.0408208299	0.0044655335	0.0054002192	0.0582923958	-0.0794357979	0.0001556962	-0.0935637645	0.0229610542	0.0354115994	0.07825999	-0.089184231	0.0603960648	-0.0185211352	0.02070742	0.1110196092	-0.0001753751	0.0436922555	0.2319677185	-0.1332405469	-0.0082728119	-0.0030582592	0.0833215474	0.0303492356	0.0003374116	0.0485256443	-0.0823284296	-0.0860704793	0.0616553305	0.0375066565	-0.1454164534	-0.0388954308	-0.0098901431	0.143008809	0.0530748779	0.0658264227	-0.0393514195	-0.0669985166	-0.0676936648	0.1366107627	0.0613430437	0.0808109513	0.056384979	-0.0881181962	-0.1179282714	0.0033388473	0.0358002114	0.0007966777	-0.0425068792	0.0105665074	-0.0012300334	0.0212048956	-0.0640166645	-0.0545706665	-0.0921463022	0.1830544899	0.0073508059	0.0578965498	-0.0446330515	-0.083157513	0.1036620399	-0.0655370445	0.0551393014	0.0669599067	0.0988035449	-0.0201240567	0.0103202443	0.0650980637	-0.1703397938	0.0037506606	-0.0346797439	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0390073841612377	-0.0048799765389163	0.0015215760191023	2.3814171020373525e-05	-0.0019669713417442	-0.0330155528504149	3.868976259242978e-06	0.0010900267300185	0.1223849622225401	-0.0672340961354081	0.0149780789782125	0.0045204236831453	-3.384131907896177e-05	-0.0004716614531206	1.1452348770041018e-09	2.2246452635989427e-07	0.0009450230793488	0.0004242913834895	1.80023178103434e-07	8.930686205018884e-07	-0.0013939841593324	-0.0001648688056771	2.718172308539336e-08	1.9431918364696577e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
965.5141707954866	1.2644032128338267	1.5987154846245033	932217.6140068962	1007.9673013965986	12.98482740971076	1015998.0806847416	168.60574285997586	915.1704723011364	-1.4550325467987475	837536.9933718852	2.11711971224365	931.0956984214748	736.8920326885218	0.891437	16.148029	0.1239642681729562	0.0556219978541783	0.096587706	0.1049953371	-0.0885898565	-0.0048208553	-0.0185850023	-0.1317797396	0.0492498689	0.0760689381	0.0113267088	-0.0408793149	-0.0190067681	0.0226377401	0.0078578354	0.0197818013	0.0657507861	0.1205176465	0.0179626692	0.0110172434	-0.0532178046	-0.0099168205	0.2177838381	-0.1222885639	-0.064520934	0.0437039708	-0.0076162096	0.0676148526	0.0946555056	0.0540382587	-0.0215641853	0.1156299603	0.1844054632	0.0308842592	0.0842617581	-0.0405174412	-0.058622245	-0.0232185107	-0.0049276373	-0.0791745696	-0.0918467897	0.0155603563	-0.0234922693	-0.0015499919	-0.0860793416	-0.125133748	-0.0297825619	0.0492531899	-0.1004344332	0.1110496291	0.0403694234	0.1375543478	0.0575447584	0.1356807704	0.048728707	-0.0197740509	-0.0884282218	0.07443615	0.0344810767	0.0536659198	0.0623758364	0.1447066806	-0.1144944922	0.0640707166	0.017300338	0.0129305944	0.0047170824	0.0331097404	0.0340266598	-0.0214979875	-0.0610673335	-0.0779189263	-0.0601095759	0.1789729157	-0.0527601173	0.0826752137	-0.14120608	-0.0782871642	0.0926711147	0.0282629313	0.0714806309	-0.0166534038	0.0987624859	-0.0429594842	0.0265127644	-0.0687359558	-0.0217246613	0.0141801074	0.0596453255	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0187456077885173	0.0202617763727204	0.0003513978113609	0.0004105395817781	0.018814322087536	0.0207812934292802	0.0003539787156135	0.0004318621565938	0.1411375565665338	0.0187525943439936	0.0199198098735715	0.0003516597946303	-0.0004062508989036	-0.0003724095798246	1.65039792859983e-07	1.386888951451636e-07	0.0006061672472255	-0.0003388558321233	1.1482327496397413e-07	3.674387316089404e-07	-0.0008218774907411	0.0005721066685912	3.273060402466355e-07	6.75482609786887e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
