global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53
732.533277627738	n/a	n/a	536605.0028320367	1364.222314599442	n/a	1861102.5236510588	n/a	750.0602475430103	n/a	n/a	562590.3749442819	811.8730799242022	825.2887936610325	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0044389453317847	n/a	n/a	1.970423565857318e-05	-0.0511034743901319	n/a	n/a	0.0026115650947428	0.1535523071651141	n/a	0.0235783110357295	n/a	3.6999999776029206e-05	n/a	n/a	1.368999983426161e-09	-1.238111613233172e-09	n/a	1.5329203668228485e-18	n/a	-6.600001789433097e-05	n/a	4.3560023620520085e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
572.495405410189	-160.03787221754897	25612.12054392053	327750.98921577673	950.0883718516728	-414.1339427477691	902667.9143277626	171506.92253581248	621.23883718937	-128.82141035364032	16594.95576550099	385937.69283240056	649.9050309539381	598.1710686329317	9.218749	315.663422	0.3534378834713868	0.1876694462060507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0147992506528282	0.0103603053210435	0.0001073359263452	0.0002190178198852	0.0885192457647718	0.1396227201549037	0.0194945039834545	0.007835656870764	0.0448043040962318	-0.1087480030688822	0.0020074256655476	0.0118261281714696	-0.0009549350372699	-0.0009919350370459	9.83935117719309e-07	9.119009254056652e-07	-0.000205301371033	-0.0002053001329213	4.2148652948029534e-08	4.214814457753907e-08	0.0006309019106695	0.0006969019285638	3.980372208864258e-07	4.85672298035987e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
542.3230402772269	-30.172365132962117	910.3716177167878	294114.2800155347	823.547579438719	-126.5407924129538	678230.6155993732	16012.572144498268	608.6972721830327	-12.541565006337237	157.29085280818273	370512.369163065	626.5269537417958	535.1199024224737	2.215281	75.854462	0.1241857999241081	0.0758804019961213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0146423476863475	-0.0001569029664806	2.4618540890443584e-08	0.0002143983457678	0.04627129853327	-0.0422479472315018	0.0017848890452757	0.0021410330679549	-0.0185074790927188	-0.0633117831889506	0.0003425267823674	0.0040083818905646	-0.0010968685174979	-0.0001419334802279	2.0145112809632054e-08	1.203120544678041e-06	-0.0003923685138487	-0.0001870671428157	1.539530506598375e-07	3.49941159212295e-08	0.0006712846183693	4.038270769979996e-05	4.506230388592168e-07	1.630763081167483e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
535.126272163175	-7.196768114051906	51.79347128743423	286360.1271592565	778.0402960320041	-45.50728340671492	605346.7022495685	2070.912843059071	609.128023707613	0.4307515245802733	0.1855468759282298	371036.9492659424	623.5048572661111	513.3748381223901	1.018274	34.867199	0.1588679930608263	0.1076211681694419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0146632301815401	2.088249519260031e-05	4.3607860546897506e-10	0.0002150103193568	0.1484507404852166	0.1021794419519465	0.0104406383576112	0.0220376223506091	-0.0025824534085217	0.0159250256841971	6.669065607185347e-06	0.0002536064430423	-0.0004034091432227	0.0006934593742752	4.808859037701519e-07	1.627389368356729e-07	-0.0002711357659463	0.0001212327479023	7.35146035752868e-08	1.4697379163966869e-08	0.0006714453547815	1.6073641220001707e-07	4.508388644576544e-07	2.5836194206933782e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
531.9662878892358	-3.1599842739392443	9.985500611543332	282988.1314506533	761.3566611041762	-16.68363492782794	579663.9654076993	278.3436744050404	609.103782621343	-0.0242410862699671	0.0005876302635479	371007.4180036283	621.9108385457173	505.4886220782173	0.8434239999999998	28.880074	0.2261476872996355	0.1263884479614592	-0.0318777839	-0.0224197029	-0.0329532936	-0.0723452724	-0.0068310035	-0.0485814938	0.0997490695	-0.0009136582	-0.0211111463	0.0168639334	-0.021195264	0.0399925463	-0.0149436865	0.0575456669	-0.0740201254	-0.0068014457	0.0266170481	-0.0123998743	0.018410561	-0.0815234497	0.0711331107	-0.0215003448	0.0463282042	-0.0258112391	0.1056647522	-0.0222170908	0.0568579595	0.0624664452	-0.0057834624	0.0457191226	-0.0769189566	0.0338601895	-0.046160615	0.045360734	-0.0600329529	0.0334062192	-0.0531313084	0.0244280289	-0.0064083923	0.0402272981	-0.0882854768	0.2181409969	-0.1460140003	-0.033017599	0.0151904662	0.037098647	-0.0540633928	0.0424740229	-0.0260206793	0.0077961506	-0.0786073346	0.0476632289	-0.0442277906	0.00430561	-0.047650147	0.02531155	-0.0695323002	0.005800315	-0.0698084001	0.0435745788	-0.0340978009	0.0394663145	-0.0144296911	0.039496107	-0.0489713236	-0.1292461859	-0.0066329776	0.05987585	-0.1100185556	0.053786545	-0.0318092675	0.1109543331	-0.0029414176	0.0309835245	-0.0119554811	-0.0169829096	0.0287129425	0.0690712944	-0.0140300958	0.0412826379	-0.0542486871	0.021092191	-0.0510986846	0.0021985796	-0.0531911178	0.0232467574	-0.0264445875	0.0163115362	0.0818944841	-0.0305770882	0.0743891975	-0.030994155	0.0806318817	-0.1160682254	0.0577208419	-0.0013090656	0.0092312835	-0.0124345156	0.0552304053	0.0985300633	0.0985214698	0.098507148	0.0	0.0	0.0	0.0	0.0201487526083923	0.0054855224268522	3.009095629549846e-05	0.0004059722316741	0.0732500566763576	-0.0752006838088589	0.0056551428453199	0.0053655708030896	0.0918227679885177	0.0944052213970394	0.0084314207210731	0.008912345827024	0.0004340544774429	0.0008374636206656	7.013453159383359e-07	1.88403289388229e-07	-0.0001948773806645	7.625838528180004e-05	3.7977193494656443e-08	5.815341325787456e-09	0.0005640421673912	-0.0001074031873902	3.181435665953625e-07	1.1535444661595883e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
529.1354984379246	-2.830789451311148	8.01336891765447	279984.37570715096	755.4944124875003	-5.862248616675856	570771.8072998333	34.36595884371799	607.8952123114403	-1.2085703099027114	1.4606421939783358	369536.5891511711	620.3453697791466	500.9585932996876	0.824647	28.237125	0.1327634131717197	0.0868780237529946	-0.0370857834	-0.0061473177	-0.0460597427	-0.0250575468	-0.0753974105	0.0028106187	0.1218223789	-0.04196945	0.0096016565	0.0493549353	-0.0443833737	0.0345971311	-0.0147823308	0.1257473108	-0.0924844064	0.0477991088	-0.1179461906	-0.0998600298	-0.0526466295	0.0710802288	0.0827590865	-0.0275588278	-0.1043369565	-0.006735417	-0.0040855296	-0.0256255057	0.008033212	-0.1333524674	-0.1019403638	-0.0760460993	-0.0145088359	-0.0395537555	-0.0449318797	-0.0060971997	0.0721095252	0.0392023577	-0.054394048	-0.0035253269	0.0022273952	0.0460635518	-0.0264342817	-0.0609628116	0.0641582042	0.0005682749	0.0578008473	0.0709953508	-0.0387481709	0.0848201571	-0.0238572153	-0.0935735165	-0.0211057105	-0.0140323148	0.0434808668	-0.0024466166	0.1326885637	0.0181767735	0.0619856421	0.0168058791	-0.0965937819	0.1271435242	-0.1105672203	0.1201968689	-0.0630405469	0.0682941944	-0.1097390417	0.0695684148	0.0023296823	0.0855771639	-0.0545907987	-0.0735917625	0.0986122664	-0.0846886717	-0.0446812468	0.0622603907	-0.0493337937	-0.0206960094	0.0350311934	0.0622091908	-0.0124544533	0.0447441067	-0.058374996	-0.0118868707	-0.0691448718	-0.0298384721	-0.0669515243	0.0441206642	-0.0423061763	0.0773606044	0.0520162245	0.0398293042	0.0747291718	-0.0142099529	0.0012679215	-0.1128126053	-0.0554245401	-0.0083249801	0.092511798	-0.1412968658	0.0355442647	0.098507148	0.0984298219	0.0983009902	0.0	0.0	0.0	0.0	0.0202908383895987	0.0001420857812063	2.018836922103249e-08	0.0004117181225528	0.134594526153208	0.0613444694768503	0.0037631439353962	0.0181156864704065	0.0302205119762248	-0.0616022560122929	0.0009132793441051	0.003794837945804	0.0003880954066138	-4.59590708291e-05	2.112236191474231e-09	1.5061804463473076e-07	-0.0003328884793833	-0.0001380110987188	1.1081473970612577e-07	1.9047063369570373e-08	0.0005735640358707	9.521868479499978e-06	3.289757032442857e-07	9.066597934089524e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
528.4765551927803	-0.6589432451443145	0.4342062003213201	279287.4693884278	750.455386906454	-5.039025581046303	563183.2877369156	25.39177880643903	608.801686713036	0.9064744015956876	0.82169584074826	370639.4937446376	621.4102802075232	490.9751380811072	0.789312	27.027178	0.1244016139761916	0.064047910285019	-0.0482182682	0.0355342987	-0.0171392734	0.0087753918	-0.0816063908	-0.0385063041	0.0885426413	-0.041962028	-0.0111900416	0.0290220427	-0.039597257	0.0832537445	-0.0008232187	0.1258919735	-0.0480936113	-0.0282698794	-0.0021449801	-0.0972260482	0.0838622079	0.0354702166	0.0100499655	0.063656996	-0.144169733	-0.0372261954	-0.1267625788	0.1019288775	-0.01162706	0.1718279613	-0.027976228	-0.137492582	0.2042447299	-0.2706649767	0.0348667489	0.017567519	0.0298685283	-0.0549010172	0.0356695646	-0.1305901195	0.0767997454	-0.0072497669	0.0176737542	-0.0285675376	-0.002620774	-0.0212805714	0.0497653343	0.0834652577	-0.0588454381	0.0264997651	-0.0995597915	-0.0371253589	-0.0448364312	-0.0314400635	0.0257631206	-0.0027623282	0.0071597605	-0.0478771375	0.0220026016	-0.0299739401	-0.2013200317	-0.0751972872	0.0356264892	0.0665376901	-0.1159342062	0.0548742675	0.0686178557	0.2783501213	0.0760412234	0.0091111228	-0.1442577424	0.0561762981	-0.1245706331	-0.091010164	-0.0572639947	-0.0517322458	-0.1513091145	-0.0189410315	0.0300053447	0.070079705	-0.0137155823	0.0510654565	-0.0895788551	-0.0135358002	-0.0684634708	-0.0307696522	-0.0352768828	0.006387005	-0.0335206022	0.050366098	0.0775496722	0.0032212435	0.1467379553	0.0322555871	-0.0595969538	-0.0633721191	-0.0085671159	0.1203038778	0.0155918263	-0.0605707295	0.0207919079	0.0984613227	0.0982466114	0.097889106	0.0	0.0	0.0	0.0	0.0298251974644756	0.0095343590748769	9.090400296868756e-05	0.0008895424037949	0.1577605476517334	0.0231660214985253	0.0005366645520701	0.0248883903953748	0.0701845621269541	0.0399640501507293	0.0049258727609522	0.00159712530445	-0.0003389586673788	-0.0007270540739926	5.286076265092371e-07	1.1489297819121199e-07	-0.0001231136993795	0.0002097747800038	1.51569829749059e-08	4.40054583256427e-08	0.0006714788469155	9.791481104479996e-05	4.508838418549694e-07	9.587310221938878e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
529.0192417856539	0.5426865928735651	0.2945087380847186	279861.35817946814	746.2786351817928	-4.176751724661244	556931.8013287993	17.445254969460677	608.7024420555601	-0.0992446574758787	0.0098495020375044	370518.6629644025	620.3365674141126	492.0215107498655	0.81221	27.811258	0.2635307496653892	0.1525839163482982	-0.0057831415	0.0175264915	0.0206375488	0.0009508684	-0.000519013	-0.0559299328	0.0252838483	0.0012121504	-0.0148874436	-0.010031089	0.0021124162	0.0418888049	-0.0581478561	0.0550852868	-0.0361472236	-0.0039420759	0.102368211	0.0306406551	-0.0158731795	-0.0325650861	0.0108623475	0.0314858438	-0.1092645709	-0.0425978784	0.0979680791	0.0096160449	0.0721852488	-0.0940804747	-0.0176952689	-0.1251749509	0.080907053	0.0042964358	-0.0073766461	0.0026046596	0.0895797697	-0.0281974834	-0.0469200664	0.0527999056	0.0075275538	0.0246475308	-0.0709911528	0.0162672514	-0.0506839703	-0.0200134635	-0.0110874082	0.0083339385	-0.0704522278	0.0199450759	0.0114417519	0.0537450049	-0.0660451086	0.0037971038	-0.0191140204	-0.0347481041	-0.0199955409	0.0176841235	-0.0314309664	0.0286116102	-0.0145118245	0.0131997872	0.0468606103	-0.0018854278	-0.0640508563	0.1390418922	-0.07889435	0.0886434379	-0.0590666819	0.0194360916	-0.0328716633	-0.0890975919	0.0419371462	-0.1056108811	0.0629022292	-0.0184969175	-0.08832651	-0.0071608302	0.0293010674	0.0493360293	-0.0191646241	0.0539454427	-0.0577772974	0.0064843916	-0.0389482313	-0.0077416	-0.0190661409	0.0055877294	-0.0286178833	0.0336182795	0.0534620283	-0.010481513	0.0278622117	-0.0298279121	0.0268951977	-0.042359836	-0.0101820256	0.0178535727	-0.0530907075	0.0595367097	0.1081620772	0.0983925981	0.0979720086	0.0972723574	0.0	0.0	0.0	0.0	0.0370164695677317	0.007191272103256	5.1714394463069366e-05	0.0013702190192588	0.0681953255942744	-0.089565222057459	0.0080219290022019	0.004650602432909	0.1898945873858082	0.119710025258854	0.0360599543184263	0.0143304901474754	0.0002620236303401	0.0006009822977189	3.611797221714886e-07	6.865638285660537e-08	-0.0001369550043668	-1.3841304987299987e-05	1.8756673221110204e-08	1.9158172375145548e-10	0.0003450178447053	-0.0003264610022101	1.190373131650905e-07	1.0657678596408819e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
528.7093073459129	-0.3099344397410277	0.0960593569375847	279533.53167419496	743.966963206252	-2.311671975540776	553486.8423423327	5.343827322500593	608.6541331189744	-0.0483089365857267	0.0023337533540437	370459.85376281023	619.6699475594775	494.60699774707706	0.767707	26.287399	0.2543439275657351	0.1485885049391	-0.0263700309	0.0067967214	-0.0107355464	0.0160988599	-0.0302911333	-0.0213576575	0.0508722605	-0.0771781856	-0.0141694411	0.0188590225	0.0568218796	0.008929518	-0.0419169443	0.0724651196	-0.0524967292	0.0232679934	-0.0319269406	0.1388175055	0.0403254001	0.0635386154	-0.0572496241	0.085478083	-0.0038922695	-0.0526698674	0.015396172	-0.1392031546	-0.0610266575	-0.0558614374	-0.0860765507	0.0546633848	0.0058108335	-0.0408684615	-0.0289418562	-0.1453134117	0.0388258869	-0.06308808	0.030799927	0.0423189536	-0.0328558639	-0.0171229866	-0.0532330219	-0.0524114139	0.0933585019	-0.0052355935	0.0261726338	-0.0161340696	-0.0372003908	0.0921566112	-0.0404174318	0.0135636901	0.0104106995	-0.0499031297	-0.0361614499	-0.0033782207	0.0349836045	-0.025734251	-0.0674606623	0.0312414426	-0.0022925186	0.1124323	0.1063589887	0.0934088235	0.0812894737	0.0502029291	-0.1435463607	0.0581060082	0.0017285891	-0.0974161749	0.0832483088	0.0180311816	-0.0720663981	-0.0498114334	0.0347315406	0.0094398525	0.0228193137	-0.0064078309	0.0317009458	0.0524928672	-0.0012715976	0.0367085713	-0.0623399561	-0.0158583121	-0.0490900409	-0.0268108413	-0.0790178904	0.0177680623	-0.0222441779	0.0293138698	0.0437972945	0.0088324724	0.0696045033	0.0266446062	0.0594272162	-0.1138173128	0.0169324899	-0.0214620305	0.0153519357	-0.0608851547	0.0286256657	0.0983009902	0.0976062691	0.0964520353	0.0	0.0	0.0	0.0	0.0532535608291766	0.0162370912614449	0.0002636431326324	0.0028359417409868	0.1842593998633503	0.1160640742690759	0.0134708693359375	0.033951526438002	0.1018278267837189	-0.0880667606020892	0.010368906307495	0.0077557543229457	-0.0002824540410867	-0.0005444776714268	2.964559346823505e-07	7.97802853262072e-08	-0.0002540511316284	-0.0001170961272616	6.454197748167062e-08	1.3711503019664824e-08	0.0003629640746794	1.7946229974100006e-05	1.3174291950787308e-07	3.220671702832855e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
529.5050031029425	0.7956957570296481	0.6331317377549848	280375.54831104714	744.0813372886345	0.1143740823824828	553657.0365012427	0.0130814307208349	609.9367873171542	1.2826541981797843	1.645201792108226	372022.8845227714	621.6266114938313	492.7066129271392	0.761471	26.073864	0.2223995946093393	0.1281732269399195	-0.0124117061	0.0083549531	0.0131947733	0.0106469906	-0.0232036323	-0.0271290727	0.0593097885	-0.0354714755	-0.0368301091	0.0172618349	-0.0284401212	0.0626578078	0.0071002254	0.0404354063	-0.1034003933	0.0130583957	0.030139348	0.1145082649	-0.0710918235	0.0022237895	-0.1209382819	0.2324649756	-0.0327530958	0.1081170578	-0.009606938	-0.0939564241	-0.0698120392	0.0589034324	-0.0102135429	0.0235499628	0.1232273532	0.0330614872	-0.047293626	-0.0030420949	-0.0048121563	0.0032841707	0.0118319574	0.0632855086	-0.0519974449	-0.0090626822	-0.0760990261	-0.0553389903	0.1225110042	-0.0368271794	0.0010661586	0.047617353	-0.0126995668	-0.0101534743	-0.0461100491	-0.0796665133	-0.0438695542	-0.0727181324	-0.0269258564	-0.0838964708	-0.0345244579	0.0196278028	0.1103193399	0.0474557718	0.0031103817	0.06687384	0.2331704689	-0.0142733552	-0.0208901187	0.052284628	-0.0251122758	0.0544255275	0.0117770572	-0.1078422332	-0.0289052017	-0.054423319	-0.140690075	0.1606909064	-0.0400123947	-0.0332377403	-0.0050447399	-0.0073546751	0.0316243244	0.0391619565	-0.0199612819	0.0459218542	-0.0499605359	0.0132856397	-0.0342040986	0.0029337129	-0.0124347134	-0.0048157637	-0.0232415678	0.0166865104	0.0532285135	-0.0221740811	0.0661629447	-0.0252170928	-0.0294941379	-0.062784378	-0.0143105591	0.0980806393	0.0507500602	-0.0975691551	0.0853289356	0.0981865202	0.097149733	0.0954298563	0.0	0.0	0.0	0.0	0.0533034689485134	4.990811933679867e-05	2.4908203757361382e-09	0.0028412598019451	0.094465573194796	-0.0897938266685543	0.0080629313077823	0.0089237445190213	0.1914068571234963	0.0895790303397774	0.0366365849538945	0.0080244026766147	8.397754958065637e-05	0.0003664315906673	1.34272110639009e-07	7.052228833571599e-09	8.702174908425953e-05	0.0003410728807126	7.572784813683824e-09	1.1633070995763209e-07	0.0005149961929328	0.0001520321182534	2.652210787352778e-07	2.3113764980615812e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
