global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
824.6929841285872	n/a	680118.5180709142	n/a	989.7566361574784	n/a	979618.1988177672	n/a	766.9429729244252	n/a	n/a	588201.5237181557	799.7529521833147	707.0750909532819	n/a	n/a	n/a	n/a	-0.0518288293	0.1196889091	-0.1109482047	0.0964675245	-0.0169205571	0.0502981123	-0.1890743283	0.0369789225	-0.1912981624	0.065261934	-0.2870477266	-0.0544215004	0.1144713069	-0.0151237698	0.0953182162	-0.0240852239	0.160795867	-0.0083378704	0.1409124273	-0.1246368311	0.1405656807	-0.038651508	0.0026744839	-0.0769123959	0.0011683026	-0.006486396	0.0437532712	-0.1156289046	0.0563977073	-0.0212326043	0.0499801881	-0.0916669629	0.0120009868	-0.0486463743	0.0628512401	-0.0271473892	0.0757423426	0.0074078032	0.0089513838	-0.0106927204	-0.07788375	0.0233787168	0.0546047332	-0.1203334325	-0.023757298	-0.0462709893	0.0644981698	0.1005130236	-0.0836289221	-0.2638211211	-0.0007111219	0.1364227483	-0.0169693088	0.0693071474	0.0455839891	-0.0480815625	0.1761743838	-0.0007101292	0.2148317	-0.0221330972	0.0112870338	-0.1789066892	0.0109689405	-0.1490172758	0.0575544792	-0.2043661481	0.0625101419	-0.1340298834	0.006935126	-0.0922595051	0.0487913984	-0.0254155669	0.015628086	-0.0518305078	0.06740378	-0.2645113038	-0.1441318749	0.090526293	0.0094543049	-0.0761612802	-0.021072127	-0.0658736601	0.0595446191	0.0740307415	0.1579254635	-0.1169134185	0.1044283742	0.0672369734	-0.0991304621	0.0901128205	-0.0946866213	0.0755317958	-0.1907923407	0.1162698929	-0.1544508471	0.0179397987	-0.0388566706	0.0648536436	-0.022833365	0.178711797	-0.1185892927	0.0426700182	-0.0173633913	0.2069720742	-0.0386437101	0.0826078132	-0.1136209943	0.1007123927	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.1756430052956545	n/a	n/a	0.0308504653092893	-0.205126777236444	n/a	0.0420769947394097	n/a	-0.039919599843273	n/a	n/a	0.001593574451647	-0.0052720514507793	n/a	2.7794526499664123e-05	n/a	-0.0007700500104621	n/a	5.929770186126804e-07	n/a	-0.0026390505679216	n/a	n/a	6.96458790004732e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.0561542699248	-0.636829858662395	679068.5453901382	0.405552268883966	978.3616628745168	-11.394973282961589	957191.5433825896	129.84541611940836	767.598155148024	0.6551822235987856	0.4292637461198491	589206.92778665	798.3629833984374	692.0699922868183	1.26659	25.011486	0.1364886362811086	0.0671858581064326	0.1107705625	0.0426541947	0.0597044181	-0.012315606	-0.0265743169	-0.1331510904	-0.0279074891	0.0034216616	0.1125005324	-0.0079574648	0.0495731411	-0.0465241527	-0.0253430038	0.0992488896	-0.0279629618	0.0029623208	0.0448258279	0.068323186	0.069774314	0.014234848	0.0862445646	-0.1784163683	-0.1626027286	-0.0251006746	-0.1543711132	0.1053278925	-0.0285153744	-0.1418012564	0.0852052319	-0.0511973959	-0.1630231306	-0.0080107486	-0.2592501736	-0.0746713947	0.0567234989	0.0913137241	-0.0420900756	-0.1129543596	-0.009367655	-0.1515136152	0.0345029113	-0.0373459691	-0.0025440698	0.0945666077	0.1215349124	0.0268520889	0.1275720886	0.0072823226	0.0832147487	0.0844021847	-0.1149370726	0.0100271042	-0.0123844554	-0.0071897857	0.0788062474	0.037756591	0.0147044776	-0.0522830348	0.016123714	-0.0369836341	-0.116825447	-0.1207264196	0.0429307863	-0.0384481481	-0.1316072486	-0.0529535422	0.2280174693	0.0635035164	-0.0717287733	-0.0762173994	0.0590526964	-0.0946614382	0.057824038	-0.0734013972	-0.2132202567	0.0445221991	0.081205842	-0.2328141517	-0.1893114346	0.0235305316	-0.0200019628	0.078653785	-0.147796151	-0.1442695765	0.1649679824	-0.127718478	0.0319017208	0.0396640277	0.0056861965	0.1206954895	-0.0888850711	0.2007077606	-0.1796460772	-0.0380439986	-0.089625814	0.071731192	0.0804939494	0.0174947612	-0.0372836584	0.0801065132	-0.1009522186	-0.0888511285	-0.1816389611	0.3155727185	-0.0079618667	0.1928627483	-0.1033729551	0.1167460413	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.1547576442496989	0.0208853610459555	0.0004361983060199	0.0239499284537163	-0.1619329528038662	0.0431938244325778	0.0262222812037791	0.0018657064691123	-0.0685768460847882	-0.0286572462415152	0.0008212377621468	0.0047027838189367	-0.0051838373269978	8.821412378150033e-05	2.687216943277569e-05	7.781731634537861e-09	-0.0008410207815718	-7.097077110969992e-05	7.073159550356413e-07	5.0368503519054165e-09	-0.0019231913715916	0.0007158591963299	5.124543889702334e-07	3.69866505176438e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.6608648057368	0.6047105358119325	680065.5419421457	0.3656748321219544	980.1350498265008	1.77338695198398	960664.7158983971	3.144901281467031	768.630012743743	1.031857595718975	1.0647300978429437	590792.0964904466	800.018207164946	693.089887452977	1.39091	27.466442	0.2532480693436637	0.1244314046814796	0.0815434881	0.0155540296	0.0348106541	-0.060638332	-0.0010813125	-0.042117561	0.0676544253	0.0618991218	-0.0001449396	0.1263559623	-0.0349629495	-0.0162246954	-0.0351814582	0.094003797	0.0276477531	-0.2235606108	-0.0661094596	-0.001048669	0.1208901781	-0.0272591524	-0.0006427129	-0.0371796834	-0.0519241631	-0.2005022404	-0.2064141801	-0.1143271254	0.3852202991	0.333095906	0.0891617375	-0.0954182584	0.020037233	-0.116235537	0.1010070772	-0.0550226385	-0.0128572292	-0.0332508431	0.0884247469	-0.0340900267	-0.0657055923	0.0175330746	-0.0710590441	0.0010978647	0.0925913626	-0.0361655215	0.0219665355	0.0407010129	0.1776116054	0.0068382904	-0.0072383357	0.1308739947	-0.0709056323	-0.0297468307	0.1031252262	-0.08173303	0.1118081569	-0.1679501221	0.0544346824	-0.0436874464	-0.004662761	-0.0088526012	0.1700284939	0.0543660288	0.1205361073	-0.414270545	0.2470642098	0.1354927134	0.190090862	-0.1104817527	-0.1516839957	-0.0020339099	-0.1995921233	0.113759186	-0.2273956615	0.0719916304	-0.077651438	0.0600759065	0.0374492141	0.0074796772	0.0493628029	0.1613290788	0.0367225506	0.0458960495	0.0651402182	0.0115207794	0.1608951792	0.0954919746	-0.0184915976	0.2062556453	0.0539541185	0.1388574054	-0.0156291249	-0.0948591605	-0.2796851751	0.3512808265	-0.1398059423	-0.0624049309	0.0199030653	-0.3207599161	-0.1270179442	-0.0012435751	0.2754753757	0.3306865636	0.2037838023	-0.0630412708	-0.0101718358	0.0117365813	0.1908572042	-0.2286033852	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.1110857477432887	0.0436718965064101	0.0019072345444666	0.0123400433516855	-0.219696819271121	-0.0577638664672548	0.0482666923978476	0.0033366642692468	-0.0847364248076019	-0.0161595787228137	0.0002611319844988	0.0071802616891743	-0.0032112914882674	0.0019725458387304	1.0312393022618652e-05	3.890937085892617e-06	-0.0010380444795439	-0.000197023697972	1.077536341511566e-06	3.8818337562601284e-08	-0.0024666763878328	-0.0005434850162411	2.953759628786972e-07	6.084492402291869e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.3776881339347	-0.283176671802039	679598.572693051	0.0801890274528797	974.797599346777	-5.3374504797237705	950230.3596922396	28.488377623503503	768.2103297235699	-0.4196830201731245	0.1761338374216352	590147.110693996	798.3966787865048	697.0773244713034	1.495379	29.529398	0.3133390022062135	0.1618133506777267	0.0659460929	-0.1480615951	-0.018889602	-0.0380999305	0.0216144878	-0.0431575915	0.076569748	0.023690399	-0.0076874001	-0.0479867227	-0.1037324872	0.0641114794	-0.0872352991	0.028570975	-0.1103412691	-0.0352377382	-0.011835483	-0.0153632041	0.1037733943	-0.033376038	-0.0461709811	0.0262984789	0.1376853672	-0.0146997449	0.0071230617	0.2247990471	-0.0120484396	0.0882286867	0.0739558902	0.0036508082	0.0599612294	0.0228042334	-0.01282423	0.0173748101	-0.0694748144	-0.0073861353	0.0465263414	-0.1618372881	-0.0271986332	0.0324825553	-0.0916751041	-0.001106538	-0.1988907662	0.080158247	-0.03774168	-0.0821503382	-0.128008436	-0.0083049713	-0.0064609037	-0.1401874207	-0.0249152494	-0.1224224863	0.0499587887	-0.0248189643	-0.0437040248	0.0131856679	0.0693455222	0.072367795	0.0653960241	0.0256631543	0.0554452323	-0.0340655323	0.0318455593	-0.1153666129	-0.1468213148	-0.0230232548	-0.126132747	-0.1072081475	-0.0045103016	0.0494737162	-0.0414973109	-0.2285985655	-0.1212612127	0.0497956085	-0.0092555066	0.0437463515	-0.0814642492	-0.0379044343	-0.0109497548	-0.1440098424	0.0745697926	0.1103696056	0.0595740096	0.0080887328	0.0023358463	-0.0083009196	0.081336584	0.0913434747	0.0649539792	0.049134002	-0.222614533	0.0554516143	0.1212622018	-0.0759203556	0.0733778116	-0.0694579297	-0.2410395226	0.0936553618	0.261855652	0.0426284435	0.0107564621	0.2295083971	0.1915823948	-0.0604791549	-0.0816246481	0.2301237373	0.0241544525	-0.0382138498	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.1030271294819726	0.0080586182613161	6.494132828161751e-05	0.0106145894092951	-0.1056549940706759	0.1140418252004451	0.0111629777720745	0.0130055378950488	-0.0039402567275246	0.0807961680800773	0.0065280207764241	1.5525623078802872e-05	-0.0037583621603414	-0.000547070672074	1.4125286128286078e-05	2.992863202434985e-07	0.0005083561346601	0.001546400614204	2.584259596465577e-07	2.3913548596105087e-06	-0.0025820529148423	-0.0001153765270095	1.3311742984773932e-08	6.666997255045618e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
822.4394987016352	-1.9381894322995092	676406.729024597	3.756578275477495	975.5429229211971	0.7453235744201265	951683.9944616328	0.5555072305863938	767.3946316349868	-0.8156980885830762	0.6653633717180841	588894.5206621971	798.6505390566871	704.2692881183965	1.458815	28.807367	0.3179597418609814	0.1469215070635894	-0.1085250491	-0.0754941382	0.0365152104	-0.0462600728	-0.0803818228	0.0935502285	0.0272732562	0.1313421969	-0.0845502694	0.0370704753	0.1188998063	0.0650021177	-0.0175832202	-0.0917174729	-0.0480750127	0.0242645689	0.1482029067	-0.0131367855	-0.0859380145	-0.0750919358	-0.0641829799	-0.1608785108	0.062312149	0.029195828	0.0834347584	0.1657345036	-0.0107868586	-0.1126356688	0.0514213975	-0.0510473384	0.0173077269	-0.169834315	0.0112245054	-0.0443685135	0.0419805713	-0.2018414164	0.0198099314	-0.072068921	0.1347963249	-0.0163834179	-0.0725330777	0.099794844	0.1414529313	0.0914212085	0.0954843099	0.0832685335	-0.0762599688	-0.1382570875	-0.1203992192	0.0757042056	0.0904444462	0.018115254	0.0239375246	0.196212103	0.0580334584	-0.0124077552	-0.0111211254	0.0327463572	-0.0625548935	0.0836644171	-0.0426114105	-0.1683066429	-0.0268276203	-0.080006567	-0.1823760085	0.002631176	-0.0486726997	-0.047077775	-0.1418931038	0.1147418268	-0.0993254657	0.0477026472	0.2156211131	0.10478472	0.0918200543	0.0166108195	0.1217844708	-0.0581179585	0.1274483404	-0.1350702886	0.0946775366	-0.0935339694	-0.0515872595	-0.1795872517	0.1764856375	-0.1306289162	0.1022337323	-0.0486739809	0.0322569949	-0.0509066853	-0.1593953142	0.0707396199	-0.1980627207	-0.1311825193	0.0544365714	-0.3126326611	-0.0562206658	0.0104047523	-0.1845061982	0.0253828663	-0.0230297663	-0.1287706141	-0.1142965905	-0.0259344904	0.1317223713	-0.0129149399	-0.1026333799	0.0209067353	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.1623341292897038	-0.0593069998077312	0.0035173202261942	0.0263523695322462	-0.1627137788719892	-0.0570587848013133	0.0264757738348026	0.0032557049230025	-0.0926056653587465	-0.0886654086312219	0.0078615546877415	0.0085758092565361	-0.0052051712458973	-0.0014468090855558	2.709380769911605e-05	2.093256530047098e-06	0.0008259356755577	0.0003175795408976	6.821697401589543e-07	1.0085676479673045e-07	-0.0020878705688815	0.0004941823459608	2.442161910593199e-07	4.359203512401559e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.2782935339097	-2.161205167725484	672856.4788429029	4.670807777003337	976.417919984798	0.8749970636008584	953391.9544674394	0.7656198613101246	766.8132823884796	-0.5813492465072159	0.3379669464145076	588002.6100473942	797.9857124982561	698.5786939518792	1.683685	33.247902	0.1828690187317128	0.0965860117145412	-0.0465751713	0.0871694786	-0.1263632733	0.1469210178	0.0135729654	0.0326429361	-0.1242372923	0.0099896257	-0.0214345003	-0.1377140805	0.0158512999	-0.0390318149	0.0607509124	-0.0770110253	0.0916098503	0.0087403341	0.2272200643	-0.137164839	0.000754179	0.0411471065	0.068960261	0.0698004294	-0.1758640305	0.0841902605	-0.1646897321	0.2330347824	-0.0265743726	0.0262144156	-0.0760019896	0.2462351716	-0.0315922183	0.0818371475	0.0625899694	0.1885706375	-0.1586991172	-0.1500734693	0.0997130524	-0.0040280805	-0.0094763955	0.0300756227	0.0405421634	0.0225442407	0.0500393606	-0.0787349991	0.0665961583	-0.0686287463	-0.0093234175	0.1797197024	-0.1202168801	-0.0006385001	0.0306739958	0.1274391979	-0.0158473796	0.1356112465	-0.1215929965	0.0937521237	0.1145638668	-0.1060659968	0.1251652735	-0.1342046317	-0.0958733097	-0.0078985092	0.13364944	0.0412038227	-0.2058645113	0.2769098727	0.1598986747	-0.0089265655	-0.043246949	0.0726198832	-0.0066470448	-0.0282228455	0.0760327402	0.006210131	-0.0397112206	-0.0978946424	0.1480662379	0.2290795237	0.0686163527	0.0773990911	-0.0615227977	-0.0482345011	0.1315982941	0.123734617	-0.0313337847	-0.1483590671	-0.2141366284	0.1008115385	-0.1637424349	-0.1553847302	-0.1882235367	0.0679706209	0.3320386331	-0.0534461475	-0.2613204865	0.1187057483	0.0728557382	0.1664020052	0.0580601072	-0.0371398766	0.164501692	-0.0212605307	0.2823140058	-0.0554957419	0.0884643773	0.0536123797	0.0856437252	0.0871466875	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.1590227095820608	0.003311419707643	1.0965500480166515e-05	0.0252882221628204	-0.1662222746421378	-0.0035084957701485	0.0276298445872062	1.2309542569150509e-05	-0.075766487032105	0.0168391783266414	0.0002835579267164	0.0057405605571861	-0.0043150465923295	0.0008901246535677	1.861962709397443e-05	7.923218988891953e-07	-9.096778330719424e-05	-0.0009169034588648	8.275137599824646e-09	8.407119528784068e-07	-0.0007107001827686	0.0013771703861129	1.8965982723863536e-06	5.050947497873215e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.9046984230624	0.6264048891526954	673884.5238930591	0.3923830851544006	972.6344331302184	-3.783486854579565	946017.7405105414	14.314772778776366	767.9325550228997	1.1192726344200992	1.2527712301617089	589720.4090639988	797.5296916707357	681.9369841005121	1.595745	31.511328	0.4918405945781883	0.2453906668557731	0.1348730853	0.0387610386	0.2102830014	0.1516002566	0.0492996494	-0.1609258597	0.0518923771	-0.164828147	0.0973426883	-0.0128043638	0.1538497339	-0.0237285901	0.0529347433	0.1580421766	0.0332769691	0.2024967064	-0.0398419212	0.0747056784	-0.1207613901	0.1113836242	-0.1187281245	-0.0209156023	-0.0691283215	0.0245169255	-0.1271693986	-0.1754827652	-0.4442640664	0.1987851068	0.0919219901	0.1003054898	-0.0605449411	-0.001249265	0.0106831722	0.0652544028	-0.0089391725	-0.0361096988	-0.1896340817	-0.1495364511	-0.1306889122	0.0508497116	-0.0534466493	-0.1228106178	0.0180526061	0.0544111486	0.0820507937	0.0677500698	-0.1743063003	-0.0621336632	-0.0267727876	-0.0167403337	-0.1210076547	-0.053172093	-0.230875991	-0.0260884622	0.0891361785	0.1384531464	-0.1542300188	-0.1018162015	-0.1872436561	-0.1998227822	0.1130530904	0.0560211177	0.3241967754	0.2923711685	-0.1057376849	0.0389971807	-0.0924659112	-0.0845575495	0.0751837505	-0.2764010928	0.0250753008	0.0165219419	-0.0043259888	0.0860444529	-0.0148283532	0.0229364934	-0.0121183324	-0.1508055237	0.1210504582	-0.0391388717	0.0882218465	0.0355059712	0.0879970657	0.112886517	-0.1148608822	-0.1284657303	-0.3602876963	0.3536499796	0.0122530272	-0.1682583375	-0.028639556	0.0492992264	0.2426249735	-0.1205579782	-0.02192413	0.1907143379	0.0676477379	-0.3389480486	0.0708555576	-0.186853837	0.0312239508	0.0281547285	-0.2979843858	0.0890739307	0.0392982546	-0.0894541491	-0.0306744699	-0.1116507602	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.1035121264292371	0.0555105831528237	0.0030814248419665	0.0107147603179023	-0.2614873377560798	-0.095265063113942	0.0683756278067621	0.0090754322501033	-0.2359175337748524	-0.1601510467427473	0.0256483577727976	0.0556570827424086	-0.0013376861932777	0.0029773603990518	1.7894043516857843e-06	8.864674945841894e-06	-0.0006201002731844	-0.0005291324898772	3.8452434880336745e-07	2.799811918436512e-07	-0.0005989150403241	0.0001117851424445	1.2495918071337176e-08	3.586992255264183e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.0696907211108	5.1649922980483325	682391.1339280716	26.677145438898595	975.1574360431264	2.523002912907941	950932.0250702042	6.3655436985419565	768.5959012746634	0.6633462517637554	0.4400282497290235	590739.6594562122	797.8079615565708	701.6829678799425	1.770569	34.963612	0.4592547495565549	0.2377649555878242	-0.0386650561	-0.1233836263	0.0241046273	-0.0154302107	0.119672572	0.114730118	0.2446746206	-0.0719506413	0.0549606822	0.1586877538	0.0027374125	0.1065577276	-0.1101700004	-0.0599002424	-0.1437070776	0.002145821	-0.1050209991	0.0259011755	-0.0266445374	-0.0397284852	0.0344943522	0.0714054271	0.0981081301	-0.0727784051	0.2745596195	-0.0755415784	-0.0691269836	0.1383101231	-0.15107196	0.0374913551	-0.1308665836	-0.2545595078	0.1726030828	-0.0397590266	0.0389055982	0.0985363489	-0.010579325	0.0257730807	-0.033570271	0.0506890303	0.0912567399	-0.0706918522	-0.0524639715	-0.0072321369	-0.0203663573	-0.1389237203	0.0057357778	0.0565557281	-0.1216359113	-0.0265266629	0.1222446327	-0.1933148296	-0.0177190028	-0.0397816213	0.0782445271	-0.0940647855	-0.041500613	-0.0965911184	-0.0295068367	0.0472996928	0.0317615168	0.1588049137	-0.0715279757	0.0449615226	0.0436054609	0.0193593163	-0.0962541902	-0.1657790666	0.2535281085	0.1838063046	-0.0351360433	0.2070965725	-0.1037693447	-0.120108828	-0.0546315448	-0.026713795	-0.1749567625	-0.0656496291	0.0735786286	-0.115180958	0.03932029	0.0029268591	0.0936863355	-0.0711372273	-0.0185603911	0.0169377448	0.0277783555	-0.0379643556	0.1133633422	-0.1128111813	0.0167220705	0.0980683712	-0.119202387	0.0705452332	0.1997117601	-0.0376485495	0.0032628938	0.0035625288	-0.0732981918	-0.0333253304	0.0873221473	-0.0992877879	0.0310339411	-0.2820906871	0.0115193933	-0.1576240626	-0.0911398876	0.1143887575	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0841786612723893	0.0193334651568478	0.000373782874971	0.0070860470136116	-0.1311705906558415	0.1303167471002383	0.0172057238530023	0.0169824545747874	-0.0642940921648786	0.1716234416099737	0.029454605710052	0.0041337302873059	-0.0033770375737452	-0.0020393513804675	1.1404382774486869e-05	4.158954053014698e-06	-0.0003217015646197	0.0002983987085647	1.03491896678763e-07	8.904178927308076e-08	-0.0001770432155664	0.0004218718247576	1.779758365243915e-07	3.1344300178090784e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
824.471240238568	-1.5984504825427166	679752.8259805226	2.555043945141044	973.6798631595992	-1.477572883527159	948052.4759224958	2.183221626134764	767.5101184181423	-1.0857828565211776	1.1789244115152882	589071.7818742307	797.7311721656436	697.8964719474316	1.444096	28.516712	0.2141578060859215	0.1024492374188827	-0.0379040478	0.1334019232	-0.0915968657	0.1464530771	0.0254006296	0.0731576844	-0.1436380688	-0.1019617651	-0.1153503349	4.9449e-06	0.0010214558	0.0323474279	0.1427542832	-0.0152505121	0.0993159601	0.1352293674	-0.0311784212	-0.0247622356	0.0267032983	-0.119817081	0.0082441091	0.0777733081	0.0165918944	0.1190870293	-0.0270689365	0.0033434352	-0.1722366969	-0.1463760992	-0.0033191499	0.0411829974	0.0407196876	-0.04549728	-0.0602347972	-0.0684547096	-0.184363137	0.2302943353	0.0569857247	0.2116447268	-0.035562798	0.1332350831	0.1770171868	-0.0251040577	-0.0189576318	0.0258182092	-0.0920960905	0.0010547703	-0.0466355964	0.0079041723	-0.132687514	0.1301396999	0.0595010452	0.0837410653	-0.1556973599	-0.036384156	-0.0062103431	-0.0239186768	0.0073366628	0.1210780148	0.0955664236	-0.0140019512	-0.1199459307	0.0335315631	-0.0736077286	0.1970689689	-0.1503010184	-0.0985107681	0.019256125	-0.0462497142	-0.0023250326	0.2221120216	0.1104424456	0.0463318894	-0.0086101261	0.0828379365	0.0730349552	0.0280264405	-0.0318046906	-0.0665771419	-0.1049591394	0.0736024793	-0.1108393775	0.1280217117	-0.1213496093	0.0261157628	-0.0954662041	-0.0362176858	0.0930939208	-0.0145171557	-0.0845009934	-0.0428743562	0.0577085038	0.2553453167	0.053416446	0.0018219877	0.1219917177	0.033526588	-0.0193590162	0.12480297	0.0101875962	-0.0054434552	-0.1532191157	-0.083288962	-0.0348043107	-0.0568234991	0.029957892	-0.0835627898	-0.0014135234	-0.0270403628	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0648904993987855	0.0192881618736038	0.0003720331884623	0.0042107769122237	-0.059368993778861	0.0718015968769805	0.0035246774223144	0.0051554693140844	-0.0037570408932126	0.060537051271666	0.0036647345766683	1.4115356273271731e-05	-0.0038080144320094	-0.0004309768582641	1.4500973914391872e-05	1.857410523592801e-07	0.0002648938936193	0.000586595458239	7.016877487679305e-08	3.440942316266224e-07	5.600438920382576e-05	0.0002330476047702	5.431118608913936e-08	3.136491610093595e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.9321604436287	2.460920205060688	683816.7979759673	6.056128255675939	969.1459877564736	-4.5338754031256485	939243.9455844708	20.55602617106776	768.1978297597121	0.6877113415698659	0.4729468893238248	590127.9056475316	797.9680630783807	689.2815056592226	1.350906	26.676481	0.1401608883776386	0.0846341861304266	0.0870357997	-0.0628495528	0.0127602222	-0.0968776044	0.1385465146	-0.1000205876	0.0956637484	-0.0664960956	0.0400967922	0.0490302926	-0.0149178903	-0.007709372	-0.1271288319	0.0626370458	-0.0888451027	0.0003776431	-0.1058021166	0.1118141427	0.0987199449	0.1630059195	0.091432674	0.131198245	-0.0230511329	-0.0197864232	0.0036183209	-0.2480611392	-0.1147416584	-0.0190300095	0.0334595699	-0.0298600011	-0.0299602588	-0.0019330756	-0.0189108419	0.0842759432	0.023110953	0.0085310023	0.1940330847	-0.0437835544	-0.0308998864	0.2092074249	-0.239014972	0.0407428444	-0.0249971674	-0.0316934824	-0.0919291509	-0.0139951827	-0.01022416	-0.0263662334	0.0966532016	0.0392193468	-0.0310559227	-0.1097440635	-0.0135599879	-0.1335251887	0.0723995788	0.0165160329	0.0399089336	-0.1702811519	-0.0442168327	-0.0483932444	0.0569985374	0.135949399	-0.1267137969	0.0920815992	0.0965676314	-0.0935324199	0.1873971906	-0.0896318497	0.07709001	-0.001439965	0.0329705442	-0.1425056523	-0.0987080179	0.0909909257	0.1274360184	-0.1873984933	0.0003661386	0.0674398529	0.1769817319	0.1237020521	0.0416426323	0.0571793772	-0.1635671597	-0.0498342386	0.0092960879	0.0070626106	0.0388074431	-0.048296556	0.1020017585	0.0130160591	0.010075526	0.1805891849	-0.1155384451	-0.0684173051	0.3062777185	0.0244146013	0.0532125345	0.1132159316	-0.0358780475	-0.1527684915	0.0552300966	-0.0288231709	-0.0155722156	-0.2626330186	-0.0486391304	-0.1558579651	0.0359893412	-0.0802821148	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0671633352486935	-0.002272835849908	5.165782800627048e-06	0.0045109136017283	-0.1211318239358689	-0.0617628301570079	0.0146729187700303	0.0038146471890034	-0.0540850782172412	-0.0503280373240286	0.0025329113408888	0.002925195685765	-0.0042800166555438	-0.0004720022235344	1.831854257173233e-05	2.227860990214179e-07	0.0002829364626688	1.8042569049499973e-05	8.005304190753325e-08	3.2553429790597433e-10	3.0105480853844045e-05	-2.5898908349981717e-05	6.707534537207524e-10	9.063399774411703e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
