global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
864.0279802324196	n/a	n/a	746544.3506245145	975.9905843274348	n/a	n/a	952557.6206958076	786.1090097735005	n/a	n/a	617967.3752470735	792.6975947568599	692.2073400113102	n/a	n/a	n/a	n/a	0.0855447675	-0.0024646962	0.1522996614	-0.0544294848	0.0525102596	-0.1407247068	-0.1393782283	0.053803216	-0.0809838885	0.0885869826	-0.0541522081	0.1707057715	-0.0293765126	-0.0668732059	0.1806087	-0.0962387657	0.0985535161	-0.0717824709	0.1362832243	0.042611832	-0.0157669202	0.0617869106	-0.0059626523	0.0119706255	-0.0419278908	0.0449646865	-0.0275519665	0.0070457481	-0.0446665241	0.0181104674	-0.0656490948	0.0259011833	0.0182452554	-0.0269510889	0.0876010369	-0.0090675634	-0.0164103614	0.0740094823	-0.0217934208	-0.0328485815	-0.1042041783	0.0169782782	0.0555189922	0.0141307681	-0.0945941817	-0.0995644956	0.0279618817	0.0707751013	-0.0289599772	-0.0614900043	-0.0120207482	0.042784448	0.0037284208	-0.1429612155	0.1493500472	-0.0396699708	0.0625116219	-0.1262809004	0.1179891693	-0.023934802	-0.0495876013	0.0331694217	-0.0949379058	0.0909286431	-0.0588801112	0.0407888012	-0.0031264157	0.0646998351	-0.028272209	0.0192741389	-0.1192613149	0.0432224864	-0.0960537935	0.0313419795	-0.0229111606	-0.0586233262	0.0485944288	0.0270874844	-0.1100150578	-0.032974649	-0.0530114584	0.0839113281	0.0885052396	-0.0806661026	0.07445224	0.0208745513	0.0083450733	0.0957337975	0.0049821309	-0.1252328077	-0.15939591	0.0486400951	-0.0881180554	0.0602729421	0.0022275663	-0.0141773892	0.0189416947	-0.0945889322	0.0728619633	-0.0324521935	0.0128590336	-0.1346562181	0.1956999344	-0.0449559022	0.0756670138	-0.0230188044	0.000298223	-0.0473139251	0.0475868024	-0.0231040516	0.0507945889	-0.0330654433	0.1911156983	-0.1659584484	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0013591452278518	n/a	n/a	1.847275750392321e-06	0.0028991232417467	n/a	n/a	8.404915570835894e-06	-0.1039754294554313	n/a	n/a	0.0108108899304413	0.0049170213596263	n/a	2.4177099051021267e-05	n/a	-0.0019432736309612	n/a	3.776312404789127e-06	n/a	-0.0005132259644415	n/a	n/a	2.634008905769079e-07
861.3413503909723	-2.6866298414473704	7.217979904955523	741908.9218933437	962.9200542581492	-13.07053006928561	170.83875629209928	927215.0308925172	783.8054710853057	-2.303538688194749	5.306290488009984	614351.016503258	790.0636232219217	686.9615205853096	1.263355	18.219917	0.0995696223531498	0.0563058803704134	0.0131416864	-0.1021651228	0.0238005604	0.0343133584	-0.0298395889	0.0553112585	-0.0464682394	-0.0704575209	-0.02564408	-0.0172736531	-0.0202901428	-0.1411556418	-0.0859702742	-0.3304831909	0.0335346527	-0.2403891932	0.0076663795	0.3080723327	0.0030108382	-0.13145795	0.0880165808	-0.1497339792	-0.0877450793	0.0357897057	-0.1255633778	0.3195369782	-0.03196264	0.1662095808	0.221899229	0.0803749313	-0.034492934	-0.0383501767	0.0450505323	-0.0077177482	-0.1673431521	0.0691073951	0.0374875539	-0.1305668455	-0.0271753872	0.0895021169	0.0301848745	-0.1385182379	0.1262674496	-0.0397845682	0.0203178275	0.1054891972	-0.0555436539	-0.0140293582	0.0727694246	-0.0810449434	0.0208280751	-0.1112056965	0.1712569257	0.0250718129	0.3618177782	0.0371060628	0.0899044946	0.2433398308	-0.1760798959	-0.0264867217	-0.014904337	0.2820910524	0.0212846281	-0.1513306196	-0.0297054845	0.3011134202	-0.2178311956	0.0147529775	-0.0385080982	0.1988005188	0.0372828696	0.0430772136	0.0042490415	0.078200286	-0.1478055541	0.1430678065	0.0026334716	-0.0504466134	-0.0648253534	0.0192392994	0.0072289422	-0.0063663956	-0.114524891	-0.0506043081	-0.0708628514	-0.0956461483	-0.0274423861	-0.0133811885	0.0244478038	0.0438732201	-0.0964864483	0.0925330972	0.0106366725	-0.0059239237	0.0044746513	0.0063304878	-0.193239775	-0.1149598655	0.038447167	0.223936115	-0.1366512292	-0.0707288621	0.3184075697	0.024684016	-0.0143077505	-0.0499548336	-0.1286743985	0.0328289451	0.0520267808	0.1003117369	0.1824968412	-0.0849791827	0.2758522832	0.2880478909	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0080409726897698	-0.0094001179176216	8.836221686519065e-05	6.465724179762378e-05	0.0023331072852954	-0.0005660159564512	3.203740629574796e-07	5.443389604698472e-06	-0.0614837640399343	0.0424916654154969	0.0018055416297825	0.0037802532405183	0.0044374154949111	-0.0004796058647151	1.9690656274477124e-05	2.300217854692145e-07	-0.0019987462519053	-5.547262094409994e-05	3.994986579505485e-06	3.0772116744077963e-09	-0.0001060679888292	0.0004071579756123	1.6577761710470633e-07	1.1250418254271296e-08
862.5330848486103	1.1917344576380628	1.4202310175218875	743963.32245846	962.0661808934703	-0.8538733646788614	0.7290997229079998	925571.3364189476	784.7866533887857	0.9811823034799544	0.9627187126622296	615890.09133717	790.7089875456575	684.9747662932166	1.053322	15.190857	0.1179332456804753	0.0598060629221191	0.0408278785	-0.038126328	0.0523080323	0.0732556578	-0.0628187213	0.034166829	-0.0447179926	-0.0219432245	-0.1309269335	-0.0350032473	0.002108698	-0.0421226687	0.0572327963	-0.0855804446	0.0363075909	-0.0309834258	0.0726664289	0.0459888058	-0.0353324615	-0.1145793281	-0.0650963381	-0.0924353879	-0.0031253212	-0.0094934717	-0.0427775004	0.0053973729	-0.045975361	-0.1035787225	-0.0027640405	-0.0814668172	0.2218951724	-0.1653717409	-0.084326788	-0.0352127947	1.72438e-05	-0.0739741863	-0.1271201947	0.0438689584	-0.036717116	0.0989120778	-0.1606666931	-0.1210936191	-0.1324708578	0.0146786354	0.1472841923	-0.0480060842	0.0954277563	0.0207033795	-0.0681494455	0.0558300122	-0.0035626917	0.0265954812	0.054239038	-0.0404191286	0.060224581	-0.089592057	0.0370400707	0.094969968	0.0437328584	-0.0446841032	0.1425551191	0.1518198664	0.0661051002	-0.0923770362	0.0517446269	-0.0025469282	0.0170510144	-0.1281669655	0.0830980517	-0.1674791145	0.1120861612	-0.1015603189	-0.0527151077	-0.0273024071	0.069641344	0.046228618	-0.0286945003	-0.0024108094	0.035936297	0.0357739399	-0.1116317517	0.036344271	0.0671163943	0.0538917477	-0.0950570036	0.1152399814	-0.0021612754	-0.0897941906	0.0144025718	0.0231577847	-0.1003120048	0.1428151302	-0.0545375798	0.0982795004	-0.0939048096	-0.0916351107	-0.1546558311	-0.1458366433	0.019994876	0.0993347474	0.0248642803	0.0161665537	0.163809607	0.0264741116	0.1460745874	0.1623373697	0.0098187649	0.1384682293	0.1113775239	0.0238600842	0.0124239926	0.0087477482	0.0946349164	0.0438016249	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0014592132206416	0.0095001859104114	9.025353233237929e-05	2.129303223295231e-06	0.0432420381590219	0.0409089308737265	0.0016735406252313	0.0018698738641463	-0.0299842835880213	0.031499480451913	0.0009922172687404	0.0008990572622868	0.0041769378317692	-0.0002604776631419	1.7446809650464784e-05	6.784861299586522e-08	-0.0024176473561055	-0.0004189011042001	5.845018738483914e-06	1.7547813510014668e-07	-6.49537872828114e-05	4.11142015463886e-05	1.6903775687970627e-09	4.2189944823807125e-09
863.3702795232472	0.8371946746368621	0.7008949232403214	745408.23956405	963.3927506545494	1.3265697610790994	1.759787331009459	928125.5920137388	786.6869681573684	1.9003147685826889	3.611196219693479	618876.3858686324	792.5538233527201	683.2841984124595	0.992848	14.318712	0.1165417234464696	0.0595992249032886	0.076555915	-0.0468400898	0.0568428095	0.0215189002	-0.1220227178	-0.1455315376	-0.0689122523	-0.0045047834	-0.1337104034	-0.0716506594	0.0298656576	-0.0330898612	0.1116905238	-0.0138073351	0.1566047285	0.0326674222	-0.0326214494	-0.1726325076	-0.0032227477	0.0510886289	0.0399989693	-0.0308788176	0.0705486586	0.0084798979	0.1467890608	-0.0777508534	0.0156096271	-0.2022140637	-0.0085064081	-0.036065354	0.1978136613	-0.0403879856	-0.0371132937	-0.205280247	-0.0874518834	-0.113008099	0.1087660835	0.0221189195	0.0070946546	0.1126955477	-0.0091540524	0.0046023055	0.0221540997	-0.0735753904	0.0708003627	0.0216511301	0.0414414425	0.0197617789	-0.0221470521	-0.1197456204	-0.0073833699	0.0848313088	0.0273923986	-0.0905937809	0.0121790879	-0.1018699403	-0.1005745813	-0.1265470472	0.0912863402	0.0465969728	0.0431228142	-0.0294084618	0.101101973	0.0087223936	0.0164185031	-0.1197354063	-0.0150305636	-0.0988275267	0.1294255911	-0.1269172955	0.1550533446	-0.0547445238	-0.0945218306	0.0937402038	-0.1090026558	0.110623931	-0.0870855955	0.2117335294	-0.0065710279	0.0173710866	0.0253813797	0.0823412233	-0.1060201075	-0.014957779	-0.0640152061	0.0200382367	0.073645961	0.1661116913	0.0230014176	-0.0095796903	-0.0386168007	0.1349344699	-0.0579607193	0.0461938097	-0.020257142	0.0069543164	-0.1343629793	-0.0454217375	0.0848595765	-0.048796018	0.0556245746	-0.0328511645	-0.0424783967	0.0475542728	0.0146891534	0.0123611397	-0.0281634802	0.0218911452	0.2164301323	0.0416724107	0.0357117039	-0.1259754667	-0.0694986159	-0.0637924668	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0163005035322214	0.0148412903115798	0.0002202638981125	0.0002657064154039	0.0114017964558996	-0.0318402417031223	0.0010138009917132	0.0001300009624217	-0.0267518783835782	0.003232405204443	1.044844340571083e-05	0.0007156629970497	0.0037259270747132	-0.0004510107570559	1.3882532566080864e-05	2.0341070298022615e-07	-0.0015792068587097	0.0008384404973957	2.4938943025957583e-06	7.029824676733162e-07	-0.0001080582573775	-4.31044700946886e-05	1.8579953421439038e-09	1.1676586987462033e-08
863.523590357368	0.1533108341208162	0.0235042118588204	745672.9911036795	965.6936105136214	2.3008598590719203	5.293956091088456	932564.149386834	786.1926391218725	-0.4943290354958662	0.2443611953342734	618098.8658094149	792.3616770349367	693.8874501788124	1.263587	18.223259	0.1056294602481085	0.0705845597586576	-0.0530472216	-0.1248799394	0.0307530684	-0.0192507347	-0.0155649972	0.1993181277	0.0310440817	-0.1613724722	0.0340585025	-0.0680938011	0.1068084876	-0.0345392317	-0.1734851731	-0.1424906285	-0.0574570211	-0.0335382032	-0.0985299125	0.1427245326	0.0730521497	0.3136786503	-0.1142959149	-0.1192252184	0.0165071938	-0.1542288437	0.0306577846	0.1898931467	-0.0120246952	0.0094664898	0.0175192489	-0.0273985513	-0.0762581117	-0.077864137	0.0461866752	0.1586444481	-0.0791302999	0.0198833318	0.0461473539	0.0235848576	0.015291688	-0.0356209021	0.0155464186	-0.02628803	-0.0742721152	-0.0259413306	-0.048500096	-0.0020335313	0.1500202261	0.0252189779	0.0196040496	0.0466775256	-0.1383774894	0.155664866	0.1342838476	0.0716697385	0.078913061	0.1081931843	-0.0967421337	0.1200590169	-0.0853887421	-0.1416511438	-0.2630673069	0.1825696697	0.0290981973	-0.002966025	0.1758865645	-0.0655163036	-0.055901278	-0.0137334251	0.0442550808	0.1027429373	-0.0944046475	0.0618238421	0.1376625221	0.0137592	0.0374261654	0.0228815042	-0.0613921085	-0.0660616786	-0.1476873989	-0.1129583496	0.0264191075	-0.0915989481	0.0367324257	-0.0116759894	-0.0243725562	0.1429593136	-0.0228785246	0.1884974136	-0.1029603804	0.0316037712	-0.0723279368	0.0484784141	0.0779708502	-0.0736483848	-0.1032327847	0.0691229106	-0.1542596041	0.094882155	-0.0402674985	0.3473360189	-0.2706385776	0.0685167839	0.074155989	0.1638550808	-0.0741389066	-0.3483712905	0.1274504189	-0.2404818585	-0.2085500636	-0.1138894176	-0.1739919648	0.1206791317	-0.2988895249	0.0754718989	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0025973652985271	-0.0188978688307485	0.0003571294463441	6.746306493992772e-06	0.0115449952007082	0.0001431987448086	2.050588051475879e-08	0.0001332869141843	-0.0934547141407335	-0.0667028357571553	0.004449268298046	0.0087337835951262	0.0038830331691314	0.0001571060944182	1.5077946592574644e-05	2.468232490334037e-08	-0.0016909691993323	-0.0001117623406226	2.85937683309052e-06	1.249082078144208e-08	2.0784445889622137e-05	0.0001288427032671	1.6600442185179685e-08	4.3199319093863055e-10
863.6130096960808	0.089419338712787	0.0079958181358321	745827.430516323	962.7818839237608	-2.911726589860564	8.478151734101028	926948.956011786	786.7566121966181	0.5639730747456042	0.3180656290380109	618985.9668350997	792.554923989212	682.9262315752509	1.210408	17.456324	0.0919269004458171	0.0454688167296866	0.0153185182	-0.0440491461	0.0619039212	-0.0167402237	0.0103760951	0.1207612217	0.0275231703	-0.0328611194	0.039539593	0.0354516672	-0.029790105	-0.0577452332	-0.0836259338	-0.0121051316	0.0955346082	0.0172711963	-0.0602421852	-0.0033215462	-0.0281713291	0.1198407717	-0.1649657773	0.1043428193	-0.0173357998	-0.088091391	-0.0960119296	-0.1980801034	-0.0643209526	-0.0277363557	-0.0330314317	-0.0440492994	0.0538994293	-0.0718543199	0.0562247258	0.1485310047	-0.067836907	0.0737464654	0.0407311959	-0.0167903484	-0.080343391	-0.0435507835	0.1672482073	0.0273807447	0.1019886609	-0.0077660458	0.0144161111	0.0481733552	0.0116158248	-0.181366151	-0.1874002879	0.1121284678	0.0600729688	0.1526233881	0.0382079542	-0.0591987144	-0.0045734284	0.0306480434	-0.0526597472	0.0105234519	0.0995116464	0.0612807002	-0.0602958154	-0.0080044158	-0.0835135299	-0.0741541584	0.0880378062	-0.2048671334	0.1832508368	-0.0880098926	-0.0285935661	-0.0717042399	0.0244937721	0.0113167875	0.238348607	-0.117195648	0.1952189774	0.0095181751	0.0055363088	0.024967178	-0.0263172314	-0.0826193076	0.0629845709	-0.1553335349	-0.0094759671	0.0420732745	0.0487363686	-0.0654930209	-0.0934098921	-0.2654891494	0.1808241317	0.0855053297	-0.1290592767	0.0315582597	-0.0663732265	-0.0367279506	-0.1504989636	-0.0240906863	-0.1306392737	-0.0188145069	-0.0620681731	-0.1212392652	0.0068566091	0.1718340053	-0.0129062073	0.044070118	0.1049945012	0.2304475197	-0.0143587848	0.0469929489	-0.0690821824	0.0060579202	-0.0671307694	0.1731308608	-0.2301164595	-0.0839171512	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0211534835836459	0.023750848882173	0.0005641028226238	0.0004474698677235	0.0176902138839238	0.0061452186832155	3.776371266454205e-05	0.0003129436672589	-0.0606452565453139	0.0328094575954196	0.0010764605077056	0.0036778471414469	0.0042642038357241	0.0003811706665927	1.818343435260413e-05	1.452910770707236e-07	-0.0016900327414306	9.364579017000564e-07	2.8562106671074293e-06	8.769534016564729e-13	0.0002231048270954	0.0002023203812057	4.093353665125127e-08	4.9775763873268326e-08
864.6094149608107	0.9964052647299012	0.9928234515814648	747549.4404388753	964.2890300882274	1.507146164466576	2.2714895610663115	929853.3335484944	787.1190342783501	0.3624220817320065	0.1313497653269612	619556.3741232825	793.2346928804295	684.9404523608383	1.043514	15.049411	0.080221899235877	0.0421841705735404	0.0819024071	-0.0724964123	0.1491354305	-0.037702677	-0.0540565928	-0.0657421383	-0.0877251837	-0.071885503	-0.1027716621	0.003393201	-0.0093510977	-0.1392464392	-0.0422408562	-0.0234764647	0.1470701018	0.0741032368	-0.034359081	-0.053828645	-0.0402125056	-0.0230969498	-0.0138697877	-0.1040322137	0.1552506255	0.0255717717	-0.1167943879	-0.1546162593	0.1503558774	-0.0125080114	0.0061050284	-0.1983043895	0.0162848261	0.0819480447	0.0667289314	0.0675968224	0.0227175192	-0.0859981998	0.0596609565	-0.0932017155	0.0534224192	0.1937534159	0.0559349733	0.0836964406	-0.2005604327	-0.0231904278	0.0158186848	0.0386830539	-0.1086858932	-0.0709034623	0.2360477571	0.0267828929	0.067288537	0.0601207175	0.0804604563	-0.1169361572	-0.0367985299	-0.0677193187	-0.1563055312	-0.0119778185	0.1352056734	0.0152526849	0.0644703641	-0.0107412942	0.123840313	-0.109485463	-0.1036061569	0.050846997	0.2850716815	-0.0997759034	-0.073035268	0.0012313152	-0.0179530508	-0.127720868	0.065854182	0.0753367887	-0.1279478601	-0.1299966093	0.0102059424	0.0113696694	0.0437398826	0.0038723399	0.1631200984	0.0904505181	-0.0399930635	0.0469949091	-0.0369206027	0.0733430878	-0.1219187081	-0.1334026313	-0.1937857029	0.0052455058	-0.1303203706	0.0693654474	-0.0777642058	0.018706979	-0.0836448033	0.0211765919	-0.0262857222	-0.0764921496	0.0452943693	-0.0406737798	0.120462806	0.057178851	-0.1948026095	-0.0364595045	0.0474857528	0.1041609393	0.0994537484	0.073572071	0.1187625639	0.0293795304	-0.1147366531	-0.0849144773	0.0163734787	-0.0006078773	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0136441743035078	-0.007509309280138	5.638972586476817e-05	0.0001861634924245	0.0115168053839767	-0.006173408499947	3.8110972507219095e-05	0.0001326368062523	-0.0720378130433658	-0.0113925564980519	0.0001297903435613	0.0051894465080709	0.0043228890357654	5.868520004129966e-05	1.868736961554071e-05	3.4439527038873567e-09	-0.0011020097346496	0.000588023006781	1.2144254552624818e-06	3.45771056503768e-07	-0.0002331194652371	-0.0004562242923325	2.081406049142904e-07	5.434468507243149e-08
862.3450070197554	-2.2644079410553104	5.12754332351435	743638.9111319019	963.784754259833	-0.504275828394384	0.2542941111028422	928881.0525436868	786.3272981541131	-0.7917361242369907	0.6268460904218116	618310.6198223475	792.4740216969411	689.2916172968132	1.198555	17.285391	0.0358009561338112	0.0191696468538217	-0.1021163621	-0.0794974623	0.137903897	0.0495870912	0.0387749628	0.1021651604	0.0988379703	-0.1143452842	-0.0592066465	0.0614744413	-0.1087768745	-0.0855415766	-0.1777755215	-0.1260175579	-0.1288456713	0.0528481183	0.0858205379	-0.1164026548	0.0237722691	-0.0219212627	-0.0566319067	0.0123154518	0.0517976467	0.0368802174	-0.0252558916	0.1303669738	-0.068139994	-0.0083385966	-0.0970863338	-0.0006152219	0.1315875675	0.0037639752	-0.0338090283	-0.0124642026	0.1176717601	-0.0500658662	0.0941502664	-0.0208598738	-0.0315679553	-0.0891519181	0.0280458803	0.1075965428	-0.1056553959	-0.104860986	0.0365398142	0.0584464943	0.0437125694	-0.0350544708	-0.0054585236	-0.0558429263	0.0885247079	-0.039273505	0.1142649416	0.1444190396	0.0019992478	-0.1520522234	0.0198163771	-0.0773113509	0.062626746	-0.0174682584	-0.0041736312	0.0540849832	-0.0745854723	0.019091434	-0.0061722817	0.0346894717	-0.1083594914	-0.0283851383	0.1155425425	-0.1639804604	0.0143776298	0.0335711152	0.0536801576	-0.0615060275	0.0591554356	-0.1026910482	0.0140335398	0.0617927557	0.0639664349	0.1524257383	0.0323658386	-0.0815983613	-0.0508164222	-0.026700863	0.0322784475	0.0292592971	-0.005914728	0.050671124	0.028522391	0.101752496	-0.1716478102	-0.0256727262	0.0550322566	0.0078126509	-0.0992478149	-0.0951412469	0.1422418746	0.0617688897	0.0282228622	-0.1144577593	-0.0371171867	0.0568582517	-0.1117629859	0.110279247	-0.008659659	0.0384221017	0.1740410683	0.0168496765	-0.0768152829	0.0125078394	-0.0361203804	0.1453055462	0.0170473768	-0.1302290569	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0084397039953501	-0.0052044703081577	2.7086511188495103e-05	7.122860352912845e-05	-0.0035562862405527	-0.0150730916245293	0.0002271980911214	1.2647171824744456e-05	-0.078330049855765	-0.0062922368123991	3.95922441033116e-05	0.0061355967104066	0.0041388888632894	-0.0001840001724759	1.7130401022661025e-05	3.3856063471197665e-08	-0.0011019882063545	2.152829509994604e-08	1.214378006944408e-06	4.634674899103607e-16	-0.0002337209122405	-6.014470033999827e-07	3.617384978988189e-13	5.46254648185315e-08
862.2041030778582	-0.140903941897136	0.0198539208421514	743395.915364294	959.5881438156654	-4.196610444167618	17.61153922009673	920809.405751594	786.8084773675515	0.481179213438395	0.2315334354451924	619067.5800574449	792.6616934133642	687.6120597161399	1.249838	18.024975	0.0482930521838761	0.0262820863890177	-0.100909028	0.1113407246	0.1609756854	0.0715238155	-0.0715527149	0.0320543657	0.0944955046	0.1116184623	-0.1307956256	0.0485235239	-0.109118732	-0.0768804713	-0.116137542	0.0044919371	-0.0689314503	-0.067527381	-0.000304921	-0.1219302131	0.00168149	0.0182557379	-0.0511915567	0.1649124658	0.1019707078	-0.0738186797	-0.022416252	-0.1595236396	-0.0622238302	-0.0468764617	0.0554288278	0.2449051525	-0.1378147698	0.0490006748	0.10037765	0.0219950304	-0.0495247823	0.0708739158	0.1023930406	-0.012226918	-0.0680630435	-0.0890391572	-0.1466197663	0.0459407518	0.034957579	0.1141846212	0.1214589367	0.0696444017	-0.0697869562	-0.1553693904	-0.084693424	0.0338218773	-0.0461435709	-0.1226890883	-0.0825567984	0.0992781499	0.0769967645	-0.1164688214	-0.097741963	-0.1303011309	0.0742676215	0.104643541	-0.0094271966	-0.0831199015	-0.0194658628	0.0376179362	0.0189172977	-0.0588258043	0.0293673297	0.2683867867	-0.0828716045	0.1174009165	0.0869117591	0.1157035213	0.0835256257	-0.0469843702	0.0245597718	0.0996271322	0.1359779068	-0.0123854971	-0.0422164771	0.195321586	-0.0327349187	0.0426970136	0.028109825	0.0720670504	0.0178621499	-0.1524059416	-0.0238456609	0.0350883069	0.1439653526	-0.0483648198	-0.0920827866	-0.1382928131	0.0560530316	0.0875385782	-0.0800866003	0.0812337354	0.0278839737	-0.0013840125	-0.2120772015	-0.1210778974	0.0049902148	-0.0573633567	-0.062429583	-0.0367140841	-0.0389687174	-0.0283776247	-0.071457071	0.0211312797	-0.0562013966	0.0344145332	-0.1371446752	0.0324188537	-0.1004123507	-0.0156450632	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0066977776953791	-0.001741926299971	3.0343072345306607e-06	4.4860226056717766e-05	0.0091048216380755	0.0126611078786282	0.0001603036527142	8.289777706116781e-05	-0.0971096496654269	-0.0187795998096619	0.000352673369011	0.0094302840581419	0.0038368818776399	-0.0003020069856495	1.4721662542961485e-05	9.120821938109757e-08	-0.0011019528514968	3.53548577000911e-08	1.2143000869219283e-06	1.2499659629936909e-15	-0.0002338869356456	-1.6602340509999972e-07	2.756377104099861e-14	5.470309866568903e-08
862.9032010995255	0.6990980216672824	0.4887380438991081	744601.9344678082	965.4198974083208	5.831753592655446	34.009349965449694	932035.5783118928	786.5820137762254	-0.2264635913261372	0.0512857581963317	618711.264396262	792.2977028223344	679.638132842521	1.177142	16.97657	0.0764363324791094	0.0378736185855057	0.0770135387	0.1250852076	0.0818329582	-0.003369044	0.1276349578	0.1918502847	-0.0081768571	0.095164888	0.0496179216	0.0669335843	-0.0120209004	0.0137607385	-0.1005201683	0.0686772322	-0.0386295492	-0.1086189791	0.0158662137	-0.0887946419	0.0719468883	0.0573783467	-0.0039455205	-0.0843449487	0.0638367574	0.0597292717	0.1629962545	0.0143562362	-0.1177395487	0.1562372164	0.0404514334	-0.1002721935	0.077043928	0.0232262	-0.1565430521	-0.0415290009	0.0469713012	-0.0044235994	-0.1813662148	-0.0744848867	0.2004300701	-0.1739414414	0.0068514586	0.0646832749	0.0246131592	0.1767344497	-0.086678915	-0.1412863589	-0.0657066249	-0.093170427	0.037306699	0.1578326839	0.0665128051	-0.1071168674	-0.1027676462	0.0170787137	0.0614292932	-0.020660816	-0.0883599138	-0.0176346102	0.0567501621	-0.1402453143	-0.0270472815	-0.1057831437	0.0649566503	0.0528886644	-0.0010705072	-0.0181663955	-0.1744892264	-0.0517547565	-0.0562515677	0.0155254638	-0.0309264501	-0.0563285509	-0.1013746511	-0.0964312613	-0.051605371	-0.0929191083	0.1227985836	0.0008105586	0.2422010092	-0.1177269527	-0.086558299	-0.0163547906	0.2144764388	0.0492786149	0.0492044575	0.0356934192	0.1101449541	-0.0486963524	0.0752614498	0.1035596369	-0.0731188889	-0.0767455954	-0.1338773708	0.0893360609	0.0975097935	0.0738775643	-0.0475543945	0.1055103588	-0.0185965839	-0.1045569088	-0.0418951226	0.154822913	-0.1565447503	-0.1374932615	0.0253233825	0.0687211045	-0.0534829387	0.0802773786	-0.0205269819	0.0100911159	-0.1097831118	-0.0163218484	0.0418063806	0.0585118914	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0111025110673921	0.0044047333720129	1.9401676078525008e-05	0.0001232657520015	0.0142792465178587	0.0051744248797832	2.677467283651938e-05	0.0002038968811177	-0.0676015975490287	0.0295080521163982	0.000870725139704	0.0045699759911808	0.0035888543507304	-0.0002480275269095	1.287987555075652e-05	6.151765410484277e-08	-0.0007722261424825	0.0003297267090143	5.963332151334023e-07	1.0871970263740087e-07	-0.0004031151419401	-0.0001692282062944	2.8638185805653843e-08	1.6250181766138694e-07
