global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
915814.9181636374	n/a	n/a	838716964331.0698	1174468.391199946	n/a	1379376001927.7893	n/a	907347.0345965992	n/a	n/a	823278641191.2422	933773.400954924	789935.3092440923	n/a	n/a	n/a	n/a	-0.0300765941	-0.0219790846	0.0061037793	0.0630260457	-0.1705882595	0.0389823091	-0.0260437661	-0.0220604903	0.0628486677	-0.0038763796	0.0781644279	-0.0248483681	0.0954595715	-0.05149851	0.0663077318	0.0469505507	-0.0026468572	0.1473995151	-0.0118005626	0.0979404014	-0.0564577102	0.0374929085	-0.0913888569	-0.000370738	0.0261102292	-0.1191385523	0.0208419716	-0.0058449473	0.0463902163	-0.0029777814	0.0390942131	-0.2030766018	0.0873416727	-0.0070538473	-0.0096857838	0.0759455963	-0.0470652781	0.0348290825	-0.0474554673	0.0943009777	-0.0778504609	0.1631793225	-0.0401145575	0.0180607619	-0.1078844009	0.1597101056	-0.0761047535	0.0232722953	-0.0079938272	0.1527765168	-0.1349369802	0.0182048365	0.0256963112	-0.0837244793	0.0999056711	-0.0825342411	-0.0001692319	0.0632482129	-0.0005630137	0.0579365554	-0.1007808677	0.0890655442	-0.0535595448	0.039227291	-0.0462566421	0.0774784716	-0.0301992663	0.0419921448	-0.0868106085	0.0083595706	-0.0446019128	0.0625609956	-0.0061161083	0.1462914554	-0.0287044598	0.0618717922	-0.0799731026	-0.0075663078	-0.0066983073	0.0679060383	0.1154637225	0.1154447293	0.1154130763	0.0078825794739145	n/a	n/a	6.21350591625782e-05	-0.1694421367437115	n/a	n/a	0.0287106377042746	-0.0022375977333979	n/a	n/a	5.00684361650742e-06	0.0001660001531883	n/a	2.755605085853907e-08	n/a	6.27811866937833e-08	n/a	3.941477402679673e-15	n/a	0.0007530000651436	n/a	n/a	5.670090981062659e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910027.3248658632	-5787.593297774205	33496236.1804409	828149732002.5193	1145569.1062973484	-28899.284902597545	1312328577302.9055	835168667.8815024	902523.9052098409	-4823.129386758315	23262577.081411645	814549399475.2218	927157.1286092504	778091.2339722073	1.096928	20.395975	0.1706009092057765	0.0974822879617274	-0.0476704983	-0.0267136493	0.0369278318	-0.0658068178	-0.045539995	0.032087098	-0.1105390816	0.0186464152	0.0206782286	-0.1479161578	-0.0001892632	0.0366230707	0.0639914228	-0.0810815024	-0.0909143319	0.0131021126	0.1150937919	0.0832662136	-0.1667692176	-0.0858929001	0.0060556611	-0.1350452751	-0.0296060929	-0.1607215003	-0.0053124011	-0.0387766646	0.0074692761	0.0178129604	0.269327988	0.0476300114	-0.1373962463	0.0338406287	0.0231906752	-0.0839199899	-0.023198005	0.0518643238	0.1434041946	-0.0150682095	-0.0625198582	0.0541482156	-0.0941579382	-0.0593552641	0.026580337	-0.055609993	0.0354184414	0.1278758054	-0.0101657577	-0.0878657766	0.1798116276	0.1465881595	-0.010791653	-0.0939324464	0.0309221896	-0.0138229093	0.1490302169	0.0669412928	-0.0025998288	0.0491766001	-0.0107683533	-0.0325003464	-0.1269801	0.0957581734	-0.0237835423	-0.0926644141	-0.0136113059	0.0712962046	-0.0311095541	0.0189439574	-0.0417993349	0.0342264312	-0.0177218235	-0.0500146223	-0.0736853109	0.0813657735	-0.036388573	0.0165175875	0.0649250388	0.1453919629	-0.0361198883	-0.0688579974	0.1154130763	0.1152422001	0.1149575937	0.0254659030983361	0.0175833236244216	0.0003091732696811	0.0006485122206138	-0.0873969529011162	0.0820451838425953	0.0067314121917652	0.0076382273763999	0.017692826884172	0.0199304246175699	0.0003972218254366	0.0003130361231532	-0.0007379563532615	-0.0009039565064498	5.445795793190119e-07	8.171373655529274e-07	-0.000116777804209	-0.0001168405853956	1.3637055555875537e-08	1.3651722395608412e-08	0.0007529576145653	-4.2450578300050515e-08	1.802051598008719e-15	5.669451693318669e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914049.5707268228	4022.245860959636	16178461.766006924	835486617745.889	1151802.2793222405	6233.1730248921085	1326648490651.9084	38852445.95824264	905398.5408224796	2874.635612638784	8263529.905451155	819746517723.4753	929256.6005046164	783594.2766304712	1.046135	19.451542	0.1024300962015679	0.0559060228011724	-0.0158125973	-0.0847988614	-0.0141656441	-0.1405595404	-0.0716657917	0.0783183064	-0.0621314151	-0.0289719916	0.0002995676	-0.078560908	-0.0090316914	-0.008505022	0.0314040556	0.0212709059	-0.0248446972	-0.0326535814	0.1597445183	-0.0867379883	0.0610849099	-0.0995590574	0.099126047	0.040746305	0.072466802	-0.01647175	0.0225127557	0.042332832	-0.0099387776	-0.0185269168	0.015089097	0.0515867007	0.1018514018	-0.129459588	-0.1694398077	-0.0698768981	0.031717524	0.0344440409	0.1067258906	-0.0222253195	-0.0259606721	0.040746948	0.0562839303	-0.0445136474	-0.0756741169	-0.049242758	0.1937669911	-0.0880902822	-0.0344280906	-0.077143848	-0.0376216542	0.0175734717	-0.0441054234	-0.0504964127	-0.0616021661	-0.0737619206	0.0557562484	0.1408244394	0.0042667977	0.0301606251	-0.0064782084	-0.0085834279	-0.109335508	0.1311124284	0.0044601059	-0.0383256379	-2.17065e-05	0.1001151237	0.0344543329	-0.0118460502	-0.1025114594	0.0616981655	0.0230990284	-0.0517954878	-0.0148766826	-0.0166286875	0.0611365357	0.0140179261	0.0842845693	0.1555295785	0.0020489992	-0.0721385481	0.1153118061	0.1148374968	0.1140484259	0.0143067509033585	-0.0111591521949776	0.0001245266777106	0.0002046831214107	-0.1303759316197243	-0.0429789787186081	0.0018471926116945	0.016997883545711	-0.0028638635422169	-0.0205566904263889	0.0004225775212863	8.201714388439131e-06	-0.000233975065821	0.0005039812874405	5.4744331425941284e-08	2.53997138090184e-07	-6.608826137033397e-05	5.068954283866603e-05	4.3676582909535765e-09	2.5694297531929583e-09	0.000752992281518	3.4666952699984044e-08	1.201797609502931e-15	5.669973760256829e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916203.623934492	2154.0532076691743	4639945.221469859	839429080510.696	1150198.5695684524	-1603.7097537880763	1322956749437.3142	2571884.9743950125	906406.7485829716	1008.2077604919904	1016482.8883162749	821573193876.7544	929776.9311866402	815194.8607679914	1.051969	19.560024	0.1255875321882883	0.0587158510118079	0.0351121558	-0.0246891157	-0.0195750451	-0.1221780501	0.0305688283	-0.001696101	-0.0681671094	-0.0202310243	0.0106777052	0.0017395164	-0.0282577488	0.0297067549	0.0102121751	-0.126229325	-0.0974661364	-0.017223189	0.1351458436	-0.124009914	0.0239311919	-0.1074312668	0.0984768801	0.1038982928	-0.0253279954	-0.0539109885	0.0464850114	-0.0327770283	0.0016443812	-0.0226721976	-0.0329839207	-0.0252280163	0.0100198127	-0.0509005535	0.100397332	-0.0845659378	0.0226693491	0.0261726993	0.0264212101	-0.0379605024	-0.028774143	-0.0287602857	-0.0509435269	-0.1650300285	-0.0592048826	-0.0885489957	0.2132606951	-0.1144165061	0.0264277257	-0.0128427935	-0.0665540859	0.0730214311	-0.0038182989	-0.0554589137	-0.0749733157	0.0598802284	-0.0368456235	-0.017227405	-0.0046067016	0.0070098439	0.0005566622	-0.0216475971	-0.1304313111	0.0977629262	-0.0159015341	-0.0766292368	-0.0209530984	0.0677200636	0.0473111458	-0.0630695454	-0.0067257201	0.0547387691	0.0327167708	0.0410234968	-0.0141542992	-0.0146354484	0.0008755009	-0.0354649437	0.0698496678	0.1371498343	0.0269237604	-0.138447333	0.1151599564	0.1142313295	0.112689161	0.0187985570624675	0.004491806159109	2.017632257100956e-05	0.0003533857476308	-0.0884441306478436	0.0419318009718807	0.0017582759327454	0.0078223642460528	0.0114687114924834	0.0143325750347003	0.0002054227071253	0.0001315313432978	-0.0006378847968659	-0.0004039097310449	4.068970140726505e-07	1.631430708327635e-07	-0.0005931236014098	-0.0005270353400394	3.517956065493313e-07	2.777662496505156e-07	0.0003873103521504	-0.0003656819293675	1.3372327346601034e-07	1.500093088828669e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916227.9025203814	24.2785858893767	589.4497327878414	839473569356.8975	1147885.6176948051	-2312.951873647282	1317641391310.5845	5349746.369808472	908137.768888688	1731.0203057163162	2996431.2988022086	824714207282.124	931035.0708499276	819452.5670985499	1.003565	18.660009	0.0620810157616585	0.0318509287624953	0.0340860493	0.0020975797	-0.010700373	-0.0727017504	0.087761096	-0.0813000719	-0.0417658187	-0.019331734	-0.0205828558	0.0424756525	0.0476908883	-0.0308294489	-0.0782201058	0.0110751696	-0.0086744225	0.0368455812	0.0992338972	-0.1069677154	0.1130859399	-0.0917873816	-0.0576293422	0.0541534212	0.051768093	0.0137189873	0.0547024688	0.0098519001	-0.0135188077	-0.1505312524	-0.0190782856	-0.1045514038	0.0228106972	0.0623516741	0.0477836704	-0.0665517501	0.023112192	-0.0046199751	-0.0344878249	0.0388758483	-0.0019946959	-0.0470878705	0.0593272941	-0.0698937174	-0.0698027885	-0.0420489213	0.1784210362	-0.0785241328	0.032828581	0.0636254019	-0.0545131737	0.0030391394	-0.0559254423	-0.0612579127	-0.0583670661	-0.0962155213	0.0445334417	-0.1209182869	0.0062144433	0.0049860353	0.0051361257	-0.0070708797	-0.1145258212	0.0369367314	-0.0430460493	-0.0356686573	-0.0091080151	0.0385303607	0.0120018832	-0.0504422821	-0.1087730142	0.0835536406	-0.0135036651	-0.0103293021	0.0686504906	-0.0015781981	0.0119440255	0.0575104697	0.0501539279	0.0964640841	0.0327401268	-0.0930788284	0.1149575937	0.1134247617	0.1108851636	3.067160028535909e-05	-0.0187678854621821	0.0003522335247215	9.407470640648398e-10	-0.0993548076526167	-0.0109106770047731	0.0001190428727024	0.0098713778036884	0.0002388059811551	-0.0112299055113283	0.0001261107777933	5.702829663544999e-08	-0.000296907943002	0.0003409768538639	8.81543266176789e-08	1.1626521487092343e-07	-0.000582046550521	1.1077050888799972e-05	3.38778186973395e-07	1.2270105639306422e-10	0.0003159133012356	-7.13970509148e-05	5.097538879330543e-09	9.980121389757497e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913721.0884409108	-2506.8140794705832	6284116.829031948	834886227461.6427	1154616.949404762	6731.33170995675	1333140299852.7583	45310826.58946927	905564.4821514712	-2573.286737216753	6621804.631935642	820047031334.2622	929504.0325511404	815876.316855196	1.080321	20.087183	0.1616778205233985	0.0938572167821941	0.0069682015	0.0324790835	0.0057073204	-0.0045371187	0.0535619233	-0.1334300674	-0.070683493	-0.0028404193	0.0208940931	-0.0201883493	-0.0487322175	0.0022908957	-0.1127260171	-0.1060774489	-0.1361723429	-0.0291759425	0.1162852242	0.0291883631	-0.0397399942	-0.0271612153	0.0559238962	0.0943793578	-0.0114412224	0.0416897105	-0.0124667927	-0.053724581	0.0171679095	-0.1101603644	-0.0040983305	0.0426399365	-0.0058885231	-0.0579875639	-0.0515068879	-0.0681300027	-0.0044941826	0.0246079982	0.0025714263	0.04079979	0.0522628264	-0.0955463581	-0.1350597212	-0.1423068307	0.0848429122	-0.0449215489	0.0819007556	0.0664739107	0.0522988043	-0.0347311582	-0.0363265118	0.0445211305	-0.0500053615	-0.0087754107	-0.0826200909	0.0127180037	0.0287019456	-0.0760515995	0.0043268241	0.011006313	-0.0158345757	-0.0519562424	-0.0901881691	-0.0397002026	-0.042168884	-0.0966081068	-0.0168405976	0.0148363682	0.0051224364	-0.032940915	-0.0129575897	0.0065995437	-0.063381528	0.0297174805	0.0207909039	0.0546294381	-0.1488366721	-0.0541937713	-0.0108982774	-0.018451401	0.1358170524	-0.1108080886	0.1147048067	0.1124192083	0.108643553	0.0039311667632091	0.0039004951629237	1.52138625159915e-05	1.5454072120159913e-05	-0.0141535498037654	0.0852012578488513	0.0072592543390264	0.0002003229720476	0.0178613528281061	0.017622546846951	0.0003105541573729	0.00031902792485	-0.0006669997018961	-0.0003700917588941	4.4488860232948636e-07	1.3696791000132865e-07	-1.541924683490237e-07	0.0005818923580526	2.3775317295564675e-14	3.385987163600746e-07	0.0004629995975823	0.0001470862963467	2.1634378572989253e-08	2.1436862736137179e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913839.4297999752	118.34135906444862	14004.677265220756	835102503457.1439	1156473.0349364178	1856.085531655932	1337429880535.049	3445053.500822483	908564.8350217076	3000.352870236384	9002117.345935706	825490059438.0227	933045.7262287292	802555.6786301691	0.982183	18.262426	0.1563215729737833	0.0938086181284302	-0.0108058827	-0.0023693126	0.0074774122	0.0178057626	0.0052793899	-0.1095037013	-0.024399234	-0.0258791584	0.0223036127	0.0316219619	0.068157183	-0.0524870233	-0.0138122254	-0.020247882	0.0885978264	0.0410781109	0.1682149832	-0.0070530075	-0.0789942434	-0.0372940019	-0.0571218568	0.0459775705	0.0997569495	0.0297367656	0.0933214422	0.0155246371	0.0466364768	0.020465577	0.090343843	-0.0074937307	0.0747029551	0.0413378414	0.1106764251	-0.0226120588	0.0116716051	0.036051406	-0.0518560017	0.0698664164	0.0085351189	0.0123965296	-0.0180742203	0.0623510814	-0.0285860626	-0.0719604361	0.1236497194	0.101060619	0.095125687	-0.0127966504	0.0323657116	-0.068738263	-0.0831148208	-0.0174184809	-0.0715148726	-0.0820021443	0.0260394629	-0.0160310506	0.0069371215	0.0208040439	0.0008766232	0.0599394558	-0.0888886448	0.0416559211	-0.0237917668	-0.0313797413	-0.0395300703	0.0716460068	-0.080513987	0.0005366881	-0.062618184	0.0708947891	-0.0358745923	0.0141115797	0.0196937743	0.0849130802	0.012839052	0.0647430191	-0.0115543599	0.0232381549	0.0311567094	-0.0217871088	0.1144017065	0.1112164334	0.105973176	-2.356663813429805e-05	-0.0039547334013433	1.5639916275701123e-05	5.55386432952951e-10	-0.0995815642379653	-0.0854280144341999	0.0072979456501698	0.00991648793608	0.0026533696877208	-0.0152079831403853	0.0002312827511982	7.040370699715576e-06	-4.535529811754591e-06	0.0006624641720843	2.057103067331464e-11	4.388587792953973e-07	0.0002249992672309	0.0002251534596992	5.062467025444195e-08	5.069408041454136e-08	0.0003160003894088	-0.0001469992081735	2.1608767203635992e-08	9.985624610651325e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912750.463049142	-1088.966750833206	1185848.5844202295	833113407796.4232	1154299.961816829	-2173.0731195888948	1332408401850.3328	4722246.783079811	906878.0106427884	-1686.8243789192056	2845376.485316164	822427726187.4214	931492.674352824	800941.5514441796	0.8695049999999999	16.167336	0.1016735207802857	0.0591410140547114	-0.0211261939	0.0144349869	0.0286642319	0.0262792283	0.0109452528	-0.1187916997	-0.0361449604	-0.0100130998	0.0433156404	-0.0191813556	-0.0028105837	-0.0434509348	-0.0097222999	-0.0270442372	0.0056303472	0.0252781913	0.0874752648	0.0619583667	-0.1180454353	-0.0420589478	-0.0007366896	0.1038415885	-0.0575733424	0.0158205474	0.0560310269	0.0251287257	-0.0456985785	0.0511199047	0.1513860004	-0.0715193539	0.1332742699	0.1341730277	-0.0163918205	-0.0295031237	-0.002792793	0.0422481683	-0.0066733155	0.0457591365	0.0268740585	0.0105546177	-0.079514266	-0.0032665147	0.0426267313	-0.0507387934	0.0355128224	0.119366571	0.1099798323	-0.046104841	0.0201857765	0.0182490442	-0.0686741628	-0.0158644766	0.0426262329	0.0258629522	0.0572034913	-0.0259846476	0.0045765589	0.0262718193	-0.0106844419	0.0177382246	-0.0706525306	0.0153297285	-0.04084525	-0.0612370363	-0.0333926179	0.0651667011	-0.0159050254	-0.003423376	-0.0966066139	-0.0559223946	-0.0267213969	-0.0547385144	0.0133230867	0.1233831543	-0.1091737806	-0.0034707447	-0.0712593467	-0.0709878907	0.0550164163	-0.0501231593	0.1140484259	0.1098185471	0.1028845713	-6.723091999560893e-06	1.6843546134737156e-05	2.83705046393019e-10	4.5199966034559686e-11	-0.0502211593441046	0.0493604048938607	0.0024364495712858	0.0025221648458659	0.0177223114793747	0.0150689417916539	0.0002270730067202	0.0003140803241719	-0.0005239995991091	-0.0005194640692973	2.745755798664976e-07	2.698429192909574e-07	-8.278592478205837e-08	-0.0002250820531556	6.853509342020627e-15	5.0661930652777294e-08	0.0003159999008891	-4.885197000072983e-10	2.3865149729522082e-19	9.985593736192103e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913634.1134857364	883.6504365943838	780838.0940934451	834727293324.8676	1152632.8973214286	-1667.0644954002928	1328562595987.591	2779104.031824233	906598.8709448866	-279.13969790178817	77918.97094470156	821921512798.5431	931785.5825715062	788154.8841467508	0.94455	17.562696	0.1043853206127442	0.0532817672994639	-0.0271228242	-0.0298059408	0.0109305116	0.0036573176	-0.0177371314	-0.0881162939	-0.0413299095	-0.0157049212	0.0569307877	-0.0405790296	0.0558871711	-0.0159241729	0.112775581	0.0291234979	0.0506786891	0.0292349596	0.0895698139	0.048288739	-0.0480170023	0.0017925731	0.0142710182	0.0406669747	-0.0224403256	0.0115979859	0.084238464	0.0052430515	-0.0078798936	-0.0073164968	0.0179530862	-0.0187500853	-0.0853731027	-0.0658906893	-0.0343723624	-0.0271549728	0.0100467626	0.0616700738	0.0098553972	0.0178819516	-0.06656507	0.0888312236	-0.0150381674	0.089628585	0.0288240596	-0.0621911353	0.0393979001	0.0929057142	0.0614008817	-0.0314232866	0.0227624637	0.0096606639	-0.0835823186	-0.0463790971	-0.0109769238	-0.0509050914	-0.0516230099	-0.0059082729	0.0096055079	0.0310366831	0.0111119219	0.0835691491	-0.0407779461	0.068205697	0.0119634994	-0.0204195568	-0.041975348	0.0640150156	-0.0823220607	0.004205673	0.0168662879	0.079992671	-0.026236401	0.0102586477	0.0104607323	0.0914576779	-0.0242593892	0.0302317068	-0.0416475935	-0.0098037557	0.0081200008	0.0377208245	0.1136451198	0.1082280018	0.0993899282	-3.293836364548497e-05	-2.621527164592408e-05	6.872404674695907e-10	1.0849357996422058e-09	-0.0805265390854543	-0.0303053797413497	0.0009184160412674	0.0064845234970812	0.0175245986391701	-0.0001977128402045	3.9090367181769514e-08	0.000307111557464	9.202171131688902e-05	0.0006160213104259	8.467995353688861e-09	3.794822548989528e-07	0.0004479956264873	0.000448078412412	2.007000813517484e-07	2.007742636697319e-07	-9.702063146371002e-05	-0.0004130205323528	1.7058596014499857e-07	9.41300292961704e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913845.1734988054	211.06001306895632	44546.329116668014	835113001127.0616	1158533.842600108	5900.9452786792535	1342200664449.7715	34821155.181966975	908196.061912084	1597.1909671974136	2551018.9856970096	824820086872.6179	932422.7233775344	810598.5679502886	1.124152	20.902172	0.1042041497569096	0.0509033533476491	0.0001400846	0.0358694207	-0.0078954136	0.084039198	-0.0080952074	-0.0660376443	0.013617006	0.0216816619	0.053576163	-0.0237977084	0.021475343	-0.0099131581	0.101627296	-0.0656706181	0.0280547388	-0.0061599647	-0.0303569729	0.0486876599	-0.0360021706	0.0384279419	0.0090087016	-0.0367416008	-0.0591581115	-0.1204999887	0.0397125739	-0.0453562852	0.041285406	-0.0580160943	-0.1477073187	0.1135175409	0.1141739996	0.0059514763	-0.000918662	0.0197422036	-0.0166551824	0.029244042	-0.0174073023	-0.0018813166	-0.0516639379	0.0734710336	-0.129955958	0.0346117333	0.0444518638	0.0143458904	-0.0553543855	0.0741061109	0.0177939533	-0.0145301401	-0.0291609215	0.0501355525	0.1048582332	-0.1279080954	-0.0223511985	0.1437303516	-0.0870866516	-0.0142211537	-0.001259429	0.0208253084	0.0061722742	0.0234035523	-0.007471812	-0.0055604237	-0.0727848578	-0.0433810601	0.0118683031	-0.0059364276	-0.0254159456	-0.0204743034	-0.0088271519	-0.0671661255	0.0092574635	0.0478561961	-0.0354245419	0.0579351825	-0.0193041334	-0.0104114211	-0.044033667	-0.0481246529	-0.0469982854	0.1934161545	0.1131919653	0.1064475877	0.0955030384	0.0111141547541677	0.0111470931178131	0.0001242576849771	0.0001235244358995	-0.0398754166877779	0.0406511223976764	0.0016525137521908	0.0015900488560239	0.0014221367519553	-0.0161024618872148	0.0002592892788292	2.0224729412619705e-06	-4.702142639880599e-05	-0.0001390431377156	2.211014540578329e-09	1.9332994145825728e-08	0.0001869943896442	-0.0002610012368431	3.4966901758406894e-08	6.812164563362797e-08	0.0002290044410616	0.0003260250725253	1.0629234791513365e-07	5.2443034025935824e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
