global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50
2150.7240892244267	n/a	n/a	4625614.10797024	2375.20350454635	n/a	n/a	5641591.688009262	2227.2906508065	n/a	4960823.643170041	n/a	2221.739004861025	1735.222367784641	n/a	n/a	n/a	n/a	-0.016101715	0.0285732168	0.0048006176	-0.0065654579	0.0390380589	0.0054351737	-0.0158736988	0.0017399872	0.0694576492	0.0409599251	-0.0327230801	-0.0179405247	0.0016383359	0.0191478549	0.0092112774	0.0108363504	-0.0175203874	0.0271693919	0.0534956109	-0.0520825357	0.0158587444	0.0097968289	0.0148935466	-0.0214161944	0.0115030063	-0.0219001238	0.0159777696	-0.0164348552	0.042635125	0.0091063283	-0.0328542195	0.0639640267	-0.0428541231	0.0097299636	-0.0045780016	-0.0249825897	0.0030106219	-0.0170102769	0.0238277548	-0.0068168291	0.0121009666	-0.0002080742	-0.0297983666	-0.0009382118	0.0070160815	-0.0056390399	0.0469835959	-0.0103018582	0.0403978233	-0.0074160355	0.0408920559	-0.0019540081	0.0253622862	-0.015253159	0.0087702822	-0.0493514881	-0.0199394933	0.0216467662	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0718912529536481	n/a	0.0051683522512454	n/a	0.0071666200827849	n/a	n/a	5.136044341097585e-05	0.0001047644375447	n/a	1.0975587374057349e-08	n/a	0.000890000521049	n/a	7.921009274674915e-07	n/a	0.0008909997015016	n/a	n/a	7.938804680759403e-07	-8.964954222137915e-07	n/a	n/a	8.037040420502842e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2152.700270772681	1.976181548254317	3.9052935116608296	4634118.455784774	2364.3560855128185	-10.847419033531423	117.6664996890198	5590179.699101498	2220.0255526118403	-7.265098194659458	4928513.454249507	52.78165177804412	2214.698234818426	1765.6208796456356	0.851973	30.620279	0.0752737682309678	0.0373752506222008	-0.0108692369	0.0377718749	-0.0012713239	0.0218591944	0.0305711129	0.0196504051	0.032897114	-0.0162857932	0.0389075557	-0.0274636148	-0.0256061664	-0.0104997412	-0.0063589393	0.0277546048	0.0128923323	0.0025281122	0.0026175377	-0.0220086725	0.0130587985	-0.0076885559	0.0333974452	0.0401578248	0.0098505939	-0.0111346188	0.0253974254	-0.0057641104	-0.0257483423	0.0058722826	0.0095114227	-0.0154610207	-0.0167676115	-0.010815847	0.0241823129	0.0688240178	-0.0022574231	-0.0206211864	0.0048983925	-0.0130045605	0.0060376279	0.0005060677	0.0091546766	-0.0148978047	-0.0123154787	0.0012400154	0.0093279362	-0.004768253	-0.0374292014	0.0013582332	0.0222073665	0.0126216325	0.0415775301	-0.0018050086	0.0422425005	-0.0224345777	-0.1293863759	-0.084482975	0.0166958817	-0.0291931917	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0762456473260755	-0.0043543943724274	0.0058133987361722	1.8960750350627465e-05	0.024511069004788	0.0173444489220031	0.0003008299084079	0.0006007925037574	0.0169850998698848	0.0168803354323401	0.0002884936175899	0.0002849457243083	0.0013170015331214	0.0004270010120724	1.734493038244118e-06	1.8232986431085395e-07	0.0011969987519115	0.0003059990504098	9.363541885176049e-08	1.4328060120776889e-06	-1.7882230238583504e-06	-8.91727601644559e-07	7.951781155347572e-13	3.1977415830571024e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2153.588795976275	0.888525203593872	0.7894770374215316	4637944.702154541	2373.139022955373	8.782937442554612	77.13999011982774	5631788.822273583	2219.339496569035	-0.6860560428053759	4925467.801031298	0.4706728938697718	2214.726323806082	1742.5523432994048	0.791439	28.444654	0.0550705118040097	0.0339424708074179	-0.0033774209	0.0169042098	-0.0091999907	-0.0131716763	0.0033971475	0.0154079095	-0.0368188423	-0.0096092592	-0.0309531751	-0.0624538146	-0.0076784353	0.0010082274	-0.0035491374	-0.0333805033	-0.0286149039	-0.0248531302	-0.0182009466	0.0259531263	0.0244730313	-0.0350163405	0.0095998969	-0.0316030141	-0.0026503561	0.0008100635	-0.0158488392	0.0045805767	0.0368156847	-6.58372e-05	-0.0511379684	0.0245191414	-0.0240320928	0.0043684268	0.0617125929	0.0102437494	-0.0035437731	-0.0201187461	0.0038819939	-0.0136708505	0.0118090674	0.0013594272	0.0021006149	-0.0144936575	-0.0127385129	-0.007696243	0.0127537799	-0.0122190976	-0.0268647149	-0.0095770044	0.0437597152	-0.0013426399	0.0307523389	0.0446154222	-0.0068837145	-0.0034596885	0.0019332516	-0.0184479049	-0.0046420192	-0.0700737879	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0479857817255009	0.0282598656005746	0.0023026352478074	0.0007986200037625	0.0295176850501803	0.0050066160453922	2.5066204225979627e-05	0.0008712937307216	0.0159681281523518	-0.001016971717533	0.0002549811166899	1.0342314742620203e-06	0.0009620007960474	-0.000355000737074	9.254455315958312e-07	1.2602552332308336e-07	0.001136999648035	-5.999910387649988e-05	3.5998924659830233e-09	1.292768199631714e-06	-1.0468951641619696e-06	7.413278596963809e-07	5.49566995562017e-13	1.0959894847457173e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2157.7355369641555	4.146740987880548	17.195460820568545	4655822.647477992	2373.2454403147976	0.1064173594245403	0.0113246543868918	5632293.919974978	2221.7663541728552	2.426857603820281	4936245.732534541	5.889637829220316	2217.7273634863027	1737.7765455463589	0.746221	26.819496	0.1390762686704194	0.0703199466503899	-0.0041256604	0.0039754436	-0.0181976635	-0.0173712969	-0.0278687457	0.0029639899	0.0161100373	0.0004393355	-0.0011521515	-0.0212845147	-0.0686866947	-0.0003377002	0.0184471245	0.0033662502	0.0168002372	0.0383621911	-0.0080097877	0.0344834907	-0.0235235957	-0.0654577088	0.0104502275	0.0027273466	0.0012553121	-0.0195568662	-0.0056353156	0.0034036532	-0.0197045695	-0.021777525	-0.0196841147	0.0012205463	0.0499753292	0.0228911253	0.0068772241	0.0118705556	-0.0024331659	-0.0179078526	-0.0001906181	-0.005852272	0.012258162	0.0033815381	0.0027084969	-0.0186495481	-0.0067949864	-0.006406819	0.0136689137	0.0130982985	0.0561331849	0.0038249711	0.0366507693	0.0243435634	0.0226180198	0.0371533283	0.0082018409	0.0289893684	0.0596394413	-0.0232622452	-0.0518890484	-0.0201768831	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0317742407282111	0.0162115409972898	0.0010096023738543	0.0002628140615068	-0.0050088174609328	-0.0345265025111131	0.0011920793756498	2.5088252356945305e-05	0.0074019899673984	-0.0085661381849533	5.4789455477466575e-05	7.337872340371672e-05	0.0011749114583228	0.0002129106622753	1.3804169348982083e-06	4.533095011054942e-08	0.0003163295683281	-0.0008206700797069	6.734993797261296e-07	1.0006439579864209e-07	0.0005608141023948	0.0005618609975589	3.1568778057795185e-07	3.145124574448852e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2160.795680432109	3.060143467953367	9.36447804445766	4669037.97257406	2376.242741945411	2.9973016306134923	8.9838170648783	5646529.568648246	2225.368321407884	3.601967235028951	4952264.165925744	12.974167962222108	2221.7698554892554	1756.1178940945824	0.775231	27.862154	0.0895455669659277	0.0449097592433836	-0.0043697749	0.0149072732	0.0021471485	-0.0186998039	-0.0129344945	0.0011164544	-0.0348158321	-0.0040947964	0.0408988228	0.0380554972	-0.0691063673	-0.0176104856	0.0090671723	0.0299985079	0.03100865	0.0288614668	-0.0055997512	-0.0108846414	0.0311400905	-0.0857715914	0.0085532386	-0.000889533	0.0169149397	-0.0284805348	0.0139551236	-0.0263722009	-0.0221430716	-0.0220547516	0.0483857013	-0.0137565152	0.0005383162	0.0644177627	-0.0016824289	-0.0236461062	-0.0027221028	-0.0206692532	-0.0017137199	-0.0009583617	0.020400445	-0.0136870688	0.0045354709	-0.0127074082	-0.0104700451	-0.0121091177	-0.0072918785	-0.0039704395	-0.0202665806	-0.004825487	-0.0069562325	0.0096845283	-0.0025356519	-0.025410723	-0.0047136924	-0.0084640304	0.0413192505	-0.0301940821	-0.0025475964	0.1042363652	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0316631969267575	0.0001110438014535	0.0010025580396226	1.2330725841265672e-08	0.0122778621890375	0.0172866796499703	0.0002988292933206	0.0001507458999329	-0.0210931072762505	-0.0284950972436489	0.0004449191745674	0.000811970566925	0.0006339647154643	-0.0005409467428584	4.019112604537309e-07	2.926233786092201e-07	0.0002161037953389	-0.0001002257729891	1.0045205571282648e-08	4.670085035987718e-08	0.0003289316928254	-0.0002318824095693	5.3769451867710965e-08	1.081960585449833e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2157.821490682112	-2.97418974999664	8.845804668985075	4656193.585649573	2376.105825728729	-0.1369162166820388	0.018746050390523	5645878.895062005	2218.745383142972	-6.622938264912136	4922831.075218254	43.86331126083738	2214.057985481002	1773.2638737416107	0.7902949999999999	28.403553	0.0580133544737882	0.0306788931144578	-0.0022330806	0.0183795022	0.0039963227	-0.0069322966	-0.0008914248	0.011590909	-0.0215910607	0.013351877	0.0182160857	-0.0140904437	-0.0175504345	-0.0116507413	0.0133649362	-0.0199944879	0.0026854922	-0.0114935373	-0.0108803325	-0.0055074014	-0.02822347	0.0185939675	0.0319063799	-0.0063481217	0.0096652374	-0.0010182339	-0.0232991024	-0.0062160894	0.005903351	0.0080698523	0.0121889307	0.0020724587	-0.0068289367	-0.022583064	-0.0344041552	-0.0334799934	-0.0003725204	-0.0112730045	0.0017445011	0.0003212822	-0.0013772954	-0.010397732	-0.0010272133	-0.0182181431	0.0022029949	-0.0129250038	0.0030942875	0.0093413334	-0.0047505186	-0.0045010683	0.0025663908	0.0086896537	-0.0006358607	0.0551960379	-0.0328096947	0.0154509783	-0.0511483351	-6.2483e-06	-0.0383277759	-0.0509753029	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0413994431034581	-0.0097362461767005	0.0017139138892764	9.479448961331696e-05	0.0129371443840824	0.0006592821950449	4.346530127032229e-07	0.0001673697048145	-0.0030007538626577	0.0180923534135928	9.004523744255107e-06	0.0003273332520423	0.0002759245234981	-0.0003580401919662	7.613434266765353e-08	1.2819277906319338e-07	0.0003695557974787	0.0001534520021397	2.354751696071317e-08	1.3657148745011792e-07	0.0004079489524884	7.9017259663e-05	6.243727324649967e-09	1.6642234783638285e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2149.8517903918964	-7.969700290215769	63.51612271586532	4621862.720651243	2379.718766156365	3.612940427635749	13.053338533644787	5663061.405996772	2215.677234954254	-3.068148188718169	4909225.609494528	9.41353330793458	2216.5789506566807	1764.4716280508362	0.807643	29.027056	0.0670571179674243	0.0369924828028252	-0.0068618427	0.0323682006	0.009784306	-0.0039567048	0.0134905318	0.0068437383	-0.0496517156	-0.0209714952	-0.0211607866	0.0077395748	0.0430517788	-0.0059224392	0.0275223778	0.0214824784	0.0567812749	0.0046723804	0.0056424441	-0.0085832199	-0.0050612713	-0.0094249433	-0.0215245311	0.0508078773	0.010531757	-0.0311610801	0.0040261293	-0.0362713394	-0.018525311	0.0110738597	-0.0157114323	-0.0336302544	0.0180177933	0.0237439813	0.0540568605	0.0217768282	-0.0061497822	-0.0229800658	-0.0006155401	-0.0062209517	0.0236098207	-0.0058875805	0.0101039162	-0.0231280382	-0.0177174483	-0.0142030921	-0.0002662759	0.0159795078	0.0556095535	-0.0153107787	0.03410563	-0.0178633659	0.0041476697	0.0257298418	0.0511485899	0.0519029167	0.0257924357	0.0022631073	0.0227730926	-0.0104500809	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.0441225904759363	-0.0027231473724782	0.0019468029903071	7.415531612234942e-06	-0.0009752616978033	-0.0139124060818857	0.0001935550429872	9.511353792021752e-07	-0.0028691187604223	0.0001316351022354	8.231842461407196e-06	1.7327800140524212e-08	0.0008263602092319	0.0005504356857338	6.828711954017895e-07	3.029794441292386e-07	0.0007771489256014	0.0004075931281227	1.6613215809284777e-07	6.039604525634103e-07	0.0003601791781284	-4.776977435999997e-05	2.281951342405311e-09	1.2972904035724972e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2155.70231355408	5.850523162183436	34.22862127124487	4647052.464662412	2355.1953653287487	-24.523400827616115	601.3971881519227	5546945.208866018	2216.415342613772	0.7381076595179366	4912496.970973724	0.5448029170390462	2212.5269677670294	1744.3546618058378	0.8705969999999998	31.289654	0.132312605586397	0.0644259746029424	-0.0047410564	0.016901321	-0.0073099307	-0.0104380164	-0.0048228438	-0.0038100256	0.0152161134	0.0067110053	0.0556387531	0.0463382412	-0.0356312579	-0.0006067113	0.01567815	0.001350361	0.0080527135	-0.0266145881	-0.0066082469	0.0250283146	-0.033158327	-0.0142574123	0.0127532407	-0.007264405	0.0013587202	-0.0264623795	-0.0050944782	-0.0210855699	0.0238573742	0.015485312	0.0186621625	0.0114293875	0.0153051941	0.0161834012	-0.0465429546	-0.0423071841	-0.0034094351	-0.0188425414	0.0054711873	-0.0036031564	0.0107764216	-0.0089497138	0.0033413597	-0.0042426108	-0.0103971257	-0.0106984272	-0.0115547772	0.0012219571	-0.056259307	0.0031578919	-0.015930353	0.0098842432	0.004440812	-0.0140359488	-0.0142906034	-0.0284053037	0.012640043	-0.0427893459	-0.0161232067	0.0651281003	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0294935252765782	0.0146290651993581	0.0008698680332401	0.000214009548607	0.0193537962954764	0.0203290579932797	0.0004132705988941	0.0003745694310467	-0.044785678560089	-0.0419165597996667	0.0020057570040876	0.001756997985439	0.0006339999268888	-0.0001923602823431	4.019559072950037e-07	3.700247822311715e-08	0.0002209999911828	-0.0005561489344186	3.093016372549443e-07	4.8840996102797684e-08	-7.005699174960798e-08	-0.0003602492351201	1.2977951140465285e-07	4.907982093004641e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2157.280027750254	1.577714196173929	2.4891820848087467	4653857.118130135	2380.3887862518054	25.19342092305669	634.7084578063107	5666250.773713344	2217.4560839286773	1.0407413149055174	4917111.484152305	1.0831424845512652	2216.4757933929523	1780.614717913634	0.8544119999999998	30.707954	0.0796998338994985	0.0470690314431057	-0.0031232077	0.0321229285	0.0104380089	0.0107699598	0.0236302683	-0.0033711723	-0.0050990887	0.0047635489	-0.0020984106	-0.0235265579	-0.0150378836	-4.29833e-05	0.0136932028	0.0015864984	0.0019175238	-0.0181614292	0.015582443	0.0325696776	0.0318162773	0.0168900561	0.0196345432	0.0271928022	-0.0006607071	-0.0201117	-0.0007915163	-0.008068441	0.0193684459	0.0141009703	-0.0287890924	0.0139427459	-0.0319104361	0.0146171852	0.0341385466	0.0507163081	-0.0039628625	-0.0155765217	-0.0022528096	-0.0057919415	0.0252200819	-0.0015549344	0.0079101732	-0.0210214123	-0.0101757951	-0.0106836558	0.0222573649	0.0213108368	0.0685720537	-0.0092729434	0.0090908418	0.0210423951	-0.0059502038	0.0432643805	-0.0288251722	-0.0038227376	-0.0450818767	-0.0271595457	-0.0778903798	-0.0464755537	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0293551864514398	0.0001383388251384	0.0008617269715987	1.91376305406729e-08	0.0164699198425068	-0.0028838764529696	8.316743395992521e-06	0.0002712582596185	-0.0126189342996809	0.032166744260408	0.0001592375028596	0.0010346994363144	0.0004503975756608	-0.0001836023512279	2.028579761611261e-07	3.3709823376449866e-08	0.0003636268725359	0.0001426268813531	2.0342427284511268e-08	1.322245024302397e-07	0.0005639181976468	0.0005639882546385	3.180827513702376e-07	3.180037336372154e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2150.020434950356	-7.259592799897746	52.70168762032719	4622587.870704118	2361.530247023126	-18.858539228679547	355.64450183964533	5576825.107605106	2220.527418013308	3.0713340846305077	4930742.014148847	9.433093059413116	2214.421611635704	1746.271095992735	0.8378989999999998	30.114456	0.0630549682108482	0.032136925617857	-0.003775086	0.0157188332	0.0004307191	-0.0271479311	-0.024042787	-0.0080441629	-0.0386364727	-0.0238990752	0.0053318386	0.0313267951	0.0003122265	-0.0144276144	0.0137451207	0.0570718545	0.0283538034	0.0133211044	0.0124200358	-0.0358142719	-0.0026922677	-0.0151365595	0.0044408623	0.0497426212	0.0125560673	-0.0192647536	0.0201715119	-0.0036349589	-0.0519397664	0.0110531765	0.0462317711	-0.0365409874	0.0213672707	0.0094911811	0.0247522663	0.0250380367	-0.0027483923	-0.0162129431	-0.0051163376	-0.0051438343	0.0124938703	-0.0048453805	0.0009527612	-0.0251043689	-0.0029568019	-0.0048554306	-0.016064543	0.0167376612	-0.0018093391	-0.0016222433	0.0109790172	-0.0080175127	0.0033447437	0.0092313693	0.0473742731	0.0610264299	0.0409347404	-0.0098791251	0.0350760324	0.0356846909	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.0349378510071716	-0.0055826645557318	0.0012206534329993	3.116614354182416e-05	0.0102603972281372	-0.0062095226143696	3.855817109836748e-05	0.0001052757512791	-0.0345049107496677	-0.0218859764499868	0.0011905888658425	0.0004789959651693	0.0006339672030068	0.0001835696273459	4.019144144882652e-07	3.36978080839493e-08	0.0003780553286412	1.442845610529999e-05	2.0818034558256856e-10	1.4292583151400573e-07	0.0001743801892829	-0.0003895380083639	1.5173985996011386e-07	3.040845041434003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
