global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
954.3114189069524	n/a	910710.2842562008	n/a	1068.235702165876	n/a	1141127.5153818224	n/a	852.5109614943365	n/a	726774.939467998	n/a	872.1634641234126	846.1127304940959	n/a	n/a	n/a	n/a	-0.0110282823	0.0107153953	-0.1143947261	-0.0623828625	0.0892325472	-0.049063619	0.0360400095	-0.0206139799	-0.0090676936	-0.0944244098	0.0220551514	-0.0601330631	0.0248763269	-0.1691070673	-0.0072133156	-0.0987786106	0.0117495571	-0.0859872181	0.0257755442	-0.1558862758	0.0003403599	0.0666055428	-0.0214700177	0.1282459584	-0.0492222892	0.0697029655	-0.163082549	0.0012964898	-0.081007554	-0.016134445	0.0414239496	-0.1008278473	0.0241217324	-0.0147585094	0.0508755366	-0.1091863777	0.2110469081	-0.1814833009	0.0541224675	-0.1402092486	0.2652399798	-0.5385226569	0.1293790109	-0.0481435169	0.0715746804	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0329750268307975	n/a	n/a	0.0010873523944918	0.3584231412458365	n/a	n/a	0.1284671481805328	1.661316800780973	n/a	2.7599735125571274	n/a	-0.0411959822945425	n/a	n/a	0.0016971089572122	-0.0016461698837926	n/a	2.709875286305742e-06	n/a	0.0047571397100428	n/a	2.2630378220866097e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
949.3987462183366	-4.912672688615885	901357.9793209494	24.13435294547243	1064.538882359096	-3.696819806780013	1133243.0320543535	13.666476683801012	852.9976148486934	0.4866533543569176	727604.9309375598	0.2368314873068396	872.2831839913105	830.3511128689572	1.070211	38.160175	0.3691143302451015	0.1637904919078494	-0.04864045	0.0128603102	-0.1412130469	-0.0401897266	0.0142500334	-0.0101384709	-0.1017995487	0.0401811857	-0.0141342686	-0.0762966765	0.0414994113	-0.0216675305	0.1057709086	-0.1335124194	-0.0149104482	-0.0685681084	0.0630857922	-0.0221959163	0.0666716025	-0.1226388369	0.1329946891	0.0670056947	-0.0231846361	0.1681216165	-0.1101475522	0.1098258349	-0.1990635237	-0.0003215899	-0.030769588	-0.0338976079	-0.0180835638	0.052567357	-0.0055427388	-0.0109808371	0.0551889095	-0.0310191297	-0.0217555766	0.0785620139	0.019849622	0.0095195934	-0.316011758	0.2463829293	-0.0014058562	0.0032517881	0.1371204848	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0379355694669243	-0.0709105962977218	0.0050283126672984	0.0014391074307798	0.4778239635885484	0.1194008223427118	0.0142565563761158	0.2283157401794704	1.6854553999126909	0.0241385991317177	2.8407599050948487	0.0005826719680417	-0.0424677978171063	-0.0012718155225638	1.6175147234342324e-06	0.0018035138514346	-0.0003299085737555	0.0013162613100371	1.0883966703738819e-07	1.7325438363005825e-06	0.0042519302931847	-0.0005052094168581	1.8078911218101725e-05	2.55236554882102e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954.99833142783	5.599585209493398	912021.8130299392	31.355354518377226	1069.1192265973773	4.580344238281214	1143015.920680174	20.97955334115591	854.9415048856107	1.9438900369173095	730924.9767760728	3.77870847562638	874.2789096038687	844.0995685321282	0.7868199999999999	28.055387	0.1403118421457088	0.0629372211995025	-0.0292218714	-0.0106594534	-0.1237960253	-0.0767608672	0.0548235338	0.0200759366	-0.0791030051	0.0005885219	-0.0399163148	-0.0900966312	0.0189649133	-0.0902265647	0.0290707754	-0.1298911182	-0.0372000339	-0.0918651088	-0.0069021025	-0.0761638352	0.0695013107	-0.1036623901	0.0573603896	0.0698373828	-0.0296985161	0.1703171729	-0.1125098865	0.1031364632	-0.2050639516	-0.0218371879	-0.0349333443	-0.0262185995	-0.0282905114	-0.0168443704	0.1347425004	-0.0730977756	0.0684569795	-0.0690355519	0.2121340734	-0.1130127026	0.0385636785	-2.62844e-05	-0.2058075515	0.3022573425	-0.1366262516	0.0811287795	-0.1321930623	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0642627889938154	-0.0263272195268911	0.0006931224880171	0.0041297060492636	0.4829817833598611	0.0051578197713126	2.6603104793344076e-05	0.2332714030574718	1.650595311592241	-0.0348600883204499	2.724464882650287	0.0012152257577095	-0.0421908193941348	0.0002769784229715	7.67170467917804e-08	0.0017800652411485	-0.0010170017774209	-0.0006870932036654	1.03429261527727e-06	4.720970705231829e-07	0.0047671929570889	0.0005152626639042	2.2726128690118013e-05	2.654956128136532e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
948.3983670696437	-6.599964358186298	899459.4626603666	43.559529529329474	1060.7286043003628	-8.390622297014488	1125145.1719809957	70.40254253115668	850.9447177132768	-3.9967871723339385	724106.9126041282	15.97430770093312	869.8781040580235	842.1520399221683	0.8418339999999999	30.017002	0.2234648560906345	0.1550025058594099	-0.0479206924	0.0223669901	-0.1329020963	-0.0124739252	-0.0084727825	-0.0037534561	-0.166029371	0.0543552375	0.0120095639	-0.0603015602	0.043066159	0.0069623116	0.1140717181	-0.162691193	0.0109047889	-0.0583963397	0.063690419	-0.0212555925	0.0334947629	-0.1389338083	0.1565821243	0.072602812	-0.0204073089	0.174444669	-0.1025127825	0.0963262147	-0.2086432385	0.0069740221	-0.0394533349	-0.0485052554	-0.0285636599	0.0709949454	-0.057163954	-0.0488427665	-0.0130821614	0.0684408938	-0.0935436001	0.0659486212	0.0355736122	0.0335296759	0.0486555054	0.0234361344	-0.0103987097	-0.0420517143	0.0002528964	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0540461705885917	0.0102166184052237	0.0001043792916379	0.0029209885552911	0.3461115200309024	-0.1368702633289586	0.0187334689837384	0.1197931842981017	1.655942770491933	0.005347458899692	2.7421464591444984	2.859531668389533e-05	-0.0431802867107781	-0.0009894673166433	9.79045570705298e-07	0.001864537160425	-0.0008221752798656	0.0001948264975553	6.759721908220776e-07	3.795736414966535e-08	0.0045308764621523	-0.0002363164949366	2.052884151528574e-05	5.584548577912043e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.025142217056	6.626775147412332	912073.022266708	43.91414885436173	1073.3211530412946	12.59254874093176	1152018.297565894	158.57228379274207	854.8533958864987	3.908678173221915	730774.3284586788	15.277765061821407	874.7405037134245	840.5861153709312	1.030969	36.760929	0.1576616520140035	0.0703050146527776	-0.0288683132	-0.0322866648	-0.1065721269	-0.0880914364	0.0681020916	-0.0126371359	-0.08084425	-0.0125945122	-0.0394174951	-0.1196428255	-0.0196409492	-0.12904276	0.0073735611	-0.144469014	-0.0366231324	-0.1166401033	-0.048022943	-0.0978293457	0.0694310015	-0.1493265271	-0.0266636943	0.0532298295	-0.0465260951	0.1691505966	-0.1054896926	0.1068969527	-0.1897934184	-0.0310607948	-0.053973519	-0.0186817006	-0.0438361723	-0.023012357	0.1929737028	-0.0829816181	0.0555219785	-0.0842150778	0.1969646578	-0.1783964536	0.0649962815	-0.0368030859	0.0827384773	0.0178238486	-0.0897824937	-0.0025059868	-0.1088470754	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0717091865305121	-0.0176630159419204	0.0003119821321645	0.0051422074328677	0.3250198689673311	-0.0210916510635713	0.0004448577445874	0.105637915223541	1.619853505516211	-0.0360892649757218	2.6239253793331576	0.0013024350464878	-0.042268436182734	0.0009118505280441	8.314713854943045e-07	0.0017866206973338	-0.0009588151563608	-0.0001366398764952	9.193265040671852e-07	1.8670455848623517e-08	0.0039230124660358	-0.0006078639961164	1.539002680867229e-05	3.694986377747195e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
938.8780777948102	-16.147064422245762	881492.0449636778	260.72768945615485	1029.2867129952567	-44.03444004603784	1059431.13754858	1939.0319101681011	846.2531909960844	-8.600204890414261	716144.4632710554	73.96352415710537	863.2718870362729	825.1191622775632	1.88617	67.254555	0.138094278832859	0.0654505443705433	-0.0950266293	0.0466090732	-0.1044122085	0.1170894078	-0.0138650314	-0.1094239955	-0.1250840672	0.0599145825	0.0647817339	-0.0192226594	0.1461756844	0.1795169634	0.1689164556	-0.1424632034	0.0649224737	-0.0113473964	0.2330474585	0.0494856237	-0.0442290206	-0.0927470596	0.3281969213	0.0954202403	-0.0026326161	0.1512272182	-0.099804899	0.0790890519	-0.2260327427	0.0705691532	-0.0127751389	0.0102303714	-0.005029883	0.083729775	-0.3915031488	-0.0372016932	-0.1486348267	0.2438615941	-0.4293636719	0.2734733791	-0.1039970901	0.1060400124	0.1776292128	-0.100203937	0.1920355551	-0.0517022523	0.0742897283	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0815305689769303	-0.0098213824464181	9.64595531588115e-05	0.0066472336777019	0.3498178125844333	0.0247979436171021	0.0006149380076369	0.1223725020013576	1.5960488483536324	-0.0238046571625787	2.547371926330956	0.0005666617026279	-0.0414360066227186	0.0008324295600153	6.929389723874287e-07	0.0017169426448379	-0.0005017651892149	0.0004570499671459	2.517683051078644e-07	2.0889467246806826e-07	0.0042269388510097	0.0003039263849738	1.78670120501752e-05	9.237124748330297e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.3408469435933	-45.53723085121692	798057.8688178966	2073.639393597022	967.512033342634	-61.77467965262269	936079.5346627982	3816.111046184156	824.0532517164462	-22.199939279638212	679063.7616644487	492.8373040196237	838.282618934489	745.3805062212006	3.627017	129.327393	5.641734084955651	3.099656459497874	-0.3853235547	0.2125656661	0.357966573	0.5530298483	-0.0791891827	-0.1038806693	-0.2511229385	-0.2156689942	0.4591496294	0.1707542053	-0.1064280823	-0.0828133652	0.2553290904	0.6220733498	0.4768394239	0.1502478366	-0.0918925728	0.3815421012	0.3843531585	0.513897927	0.1702341055	0.2471067809	0.2004124598	-0.0209633956	-0.0632584497	-0.3421914861	0.1774650826	0.5372161491	0.3341060571	0.367712366	-0.2036771939	-0.0193178186	-0.1688855953	0.0663006677	0.0472213457	0.0666882479	0.1735581004	-0.111145525	0.0409798156	0.0668535552	-0.0613844811	0.0307014805	-0.0022750366	-0.0025390178	-0.0118732455	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.3060844584914264	0.3876150274683567	0.1502454095192949	0.0936876957299897	2.3238797015812764	1.974061888996843	3.8969203415897846	5.400416867421482	2.906452572086664	1.3104037237330315	8.447466553789186	1.7171579191733957	-0.0037231199918722	0.0377128866308464	0.001422261818031	1.3861622473878449e-05	-0.0010998921416025	-0.0005981269523876	1.209762723158934e-06	3.577558511724784e-07	0.0053089941629241	0.0010820553119143	2.818541902196216e-05	1.170843698042169e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
936.0873848925316	42.74653794893834	876259.5921549387	1827.2665066200257	1045.2375183105469	77.72548496791285	1092521.4696839908	6041.251013497246	837.5323444647001	13.479092748253947	701460.4280245372	181.6859413160321	855.9338033449017	836.0011818476363	4.189974	149.400558	3.738910210551742	2.2400096359476853	-0.0321310147	-0.1667516542	0.1509935212	0.087884593	0.2194972681	0.2643513178	0.4505296679	0.0004385687	0.1858637546	-0.1034986335	-0.0902691037	-0.06776926	-0.4810905917	0.0559025669	0.1802497582	-0.1091061948	-0.2666138007	-0.2799309762	-0.2512002805	0.0867619285	-0.3225448554	0.0086374284	-0.0837339818	-0.1772632645	-0.1223169107	-0.1759354652	0.0908036632	-0.2113786843	-0.1081949911	-0.0150519325	0.0458834565	-0.4018675732	0.2355776992	0.3706013983	0.086332364	0.2150354821	0.1126017491	0.2049360206	-0.0632687244	0.2941254015	-0.0601054608	0.1153558485	0.2995815217	-0.1349842418	0.1829413753	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.4535149824860127	0.1474305239945862	0.0217357594053182	0.2056758393392884	0.5459601447191886	-1.7779195568620878	3.160997950672683	0.2980724796217974	1.5610536551878411	-1.345398916898823	2.436888514375319	1.8100982455925256	-0.0062360539442558	-0.0025129339523836	6.314837049042264e-06	3.8888368795668325e-05	-0.003219921479354	-0.0021200293377514	1.0367894333205251e-05	4.494524392927063e-06	0.0100392551287139	0.0047302609657898	0.0001007866435394	2.237536880447465e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
946.6996426078928	10.612257715361125	896240.2133139119	112.62001381724173	1066.6927252633232	21.45520695277628	1137833.3701296954	460.3259053864596	846.788374819751	9.256030355050823	717050.551729875	85.6740979336223	865.8481591989525	857.2347262790262	2.123681	75.72343399999998	1.6563359353705327	1.0209113817286526	0.0574892594	-0.0857471476	0.1412118558	-0.0608401323	-0.0872492281	0.2451469576	-0.0866807434	0.0891108352	0.0195268425	0.0554426162	-0.001710177	0.2077232371	-0.1321331611	0.0577021642	0.0083377439	0.067061063	-0.0036758584	0.0487672937	-0.2443320423	0.0971258244	-0.0583086457	-0.0582135243	-0.0213427443	-0.2140972827	0.0589565351	-0.1657664505	0.0858868122	-0.084813401	-0.1000846986	-0.1880811038	-0.1029791252	0.23324261	-0.1485562653	-0.0416528587	-0.0848118677	0.0504346556	-0.0270621499	0.0578555593	0.1547507055	0.0266242274	-0.0995671374	-0.0217088903	-0.254396514	-0.1142600198	-0.0623346164	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.4023963196522544	-0.0511186628337582	0.0026131176899114	0.1619227980696793	0.3932519432609069	-0.1527082014582817	0.0233197947926231	0.1546470908784795	0.7050456764001183	-0.8560079787877228	0.4970894058105003	0.7327496597482426	0.0021780681930407	0.0084141221372965	7.079745134134302e-05	4.743981053535581e-06	-0.0051858785158511	-0.0019659570364971	2.689333598116601e-05	3.864987069352461e-06	0.0084893124566921	-0.0015499426720217	7.206842598734765e-05	2.402322286554076e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
953.0880604561188	6.388417848226027	908376.8509840064	40.81188260353286	1055.1066560581753	-11.58606920514785	1113250.0556582646	134.23699962647535	853.6561690570063	6.867794237255339	728728.8549690841	47.16659768527765	870.0562721372847	827.7706013899669	1.369502	48.831894	0.217550265803547	0.1168461557221347	-0.0036307994	-0.1561813891	0.1548576968	-0.04764285	0.1035332952	-0.1221640237	0.1786238102	0.0668177976	-0.0638452406	-0.0401851991	-0.0230554578	0.0787862232	-0.1404790303	0.0846900595	-0.0592271489	-0.0420138055	-0.0027436634	0.0208497921	-0.1594485626	0.069673919	-0.2458192334	-0.0631997344	-0.057054076	-0.2351510657	4.42755e-05	-0.1054816227	0.0837145279	-0.0958035395	-0.0647452227	-0.0325885583	-0.1698011138	-0.0118608436	0.1028692862	-0.1467053896	-0.0336199386	-0.0102164461	0.0205021869	0.0129976629	0.0628331924	0.0124913335	0.1237045361	0.036390917	0.1716276632	0.1948050958	-0.0429467332	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.3403626014735295	-0.0620337181787249	0.0038481821910774	0.1158467004818286	0.355848721960271	-0.0374032213006358	0.0013990009636643	0.1266283129207582	0.704489317038977	-0.0005563593611412	0.4963051978220442	3.0953573872954413e-07	0.0011671350556857	-0.001010933137355	1.0219858082024238e-06	1.3622042382104618e-06	-0.0051979149558862	-1.2036440035099495e-05	2.7018319888625437e-05	1.4487588871854595e-10	0.0071611426948213	-0.0013281697618707	5.128196469559247e-05	1.7640349163479368e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
