global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
903.9366330992416	n/a	n/a	817101.4366587929	1054.7125185220548	n/a	1112418.4967271355	n/a	843.847714653104	n/a	712078.9655252665	n/a	861.1062505843792	740.3183923083371	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0500389794197957	n/a	0.0025038994613747	n/a	0.08010965682314	n/a	0.0064175571163212	n/a	0.0298332969265544	n/a	n/a	0.0008900256055079	0.0008290008334374	n/a	6.872423818399039e-07	n/a	-0.0009949994689233	n/a	n/a	9.900239431576491e-07	9.127020776425986e-07	n/a	n/a	8.33025082533116e-13	0.0
901.9097801495976	-2.026852949643967	4.108132879480449	813441.2515294955	1043.716705926574	-10.995812595480857	1089344.5622302184	120.90789463493545	845.1271922149302	1.2794775618261838	714239.9710210917	1.637062831216676	860.6704764724623	741.3881274743072	1.408025	20.429134	0.203903234024366	0.1125602001204335	-0.0836241825	-0.10338308	0.2048525409	-0.2346917703	0.0235158481	-0.0157682029	0.1492578213	0.1124063628	-0.3186494367	0.1860541859	-0.0124511312	-0.1162238426	0.1080435516	-0.0875480097	0.0823660081	-0.0021623312	0.1086415702	0.1987397572	-0.072902068	0.2670725166	-0.1337874071	0.2210486493	-0.0610814577	0.0629893587	-0.0466752003	0.1187091314	-0.159109126	0.0285430613	0.0799595084	-0.0601311833	-0.141720089	0.159729018	-0.0141253186	-0.0288422755	-0.1267911186	0.0491812748	0.0766185489	-0.0630151954	0.0088343585	-0.267039501	0.0612209793	-0.2467800718	0.0372726493	-0.1439755229	0.1978071271	-0.096074124	0.1248799983	-0.1605467432	0.1273328683	-0.0182983773	0.0657707104	-0.1468584189	0.2140761646	-0.008669839	0.1429637448	-0.2580088785	0.0577850211	-0.1745446305	0.0259000974	-0.1309202534	0.0327602056	-0.1550183164	0.0270007285	-0.0268192943	0.1119600271	-0.2111273407	0.2782377978	-0.1247798066	0.0540101869	-0.2953052266	0.0292626303	-0.0148673104	0.1285813254	-0.1336563532	0.0687391091	-0.1850770823	0.0561652589	0.1571052943	0.1570166674	0.0	-0.0432191246036808	0.0068198548161149	0.0018678927315084	4.651041971288566e-05	-5.3530955568703575e-05	-0.0801631877787087	2.865563204098516e-09	0.0064261366748445	-0.0486829872153293	-0.0785162841418837	0.006164806875449	0.0023700332442079	0.0004760006122787	-0.0003530002211587	2.265765828896973e-07	1.2460915613809113e-07	-0.0014100004609725	-0.0004150009920491	1.722258234018201e-07	1.9881012999426624e-06	8.357695323679237e-07	-7.693254527467486e-08	5.918616522439895e-15	6.985107112344979e-13	0.0
899.9590669241157	-1.950713225481877	3.8052820880699088	809926.3221389251	1042.0266741762066	-1.690031750367325	1085819.5896947265	2.8562073172496443	845.3898915110768	0.262699296146593	714684.0686691102	0.0690109201959154	860.7598199289741	732.9014063836763	1.193803	17.320967	0.1475689653745987	0.0928207655834236	0.0046632023	-0.022312008	0.1042342931	-0.1270057045	0.1762797461	-0.038726953	0.1351593252	0.166443248	0.0792862553	0.0681174916	0.0428316843	-0.1792206933	0.0703166932	-0.0386515098	0.0064046461	-0.1149283753	0.1489739975	0.0214668533	0.0409614989	0.323863441	-0.0872475443	0.1455441391	-0.0008408094	-0.159320499	0.0349952942	0.0539642474	0.1273767259	-0.1497072367	-0.1284443134	-0.0845790627	0.20810093	-0.0195115759	-0.1681855076	-0.0560622999	-0.1757450621	0.0278511145	0.0480545072	0.0124051714	0.1965294926	-0.0658075305	-0.0422368237	-0.2373860204	0.0836457622	7.42875e-05	-0.2728933425	0.0004155885	0.2281855826	-0.0215994951	-0.128049501	-0.1132352496	-0.1220206009	-0.1293373006	0.0158507987	-0.0296421545	0.153429885	-0.1968193702	0.0207347314	0.0436005128	-0.013374349	-0.1140385716	0.2306414493	-0.0648793533	0.1010789443	-0.0018418139	-0.0238794081	-0.1462604811	0.1635848657	0.2687709137	-0.0693921024	0.0027719218	0.0836864522	0.0301944963	-0.0480998223	-0.1891591299	0.0785125227	-0.0006067087	0.0381592422	0.156868993	0.1560723507	0.0	-0.0305292478516463	0.0126898767520344	0.0009320349743872	0.0001610329719818	0.0798975491681801	0.0799510801237488	0.0063836183630817	0.0063921752129541	-0.0066864430238808	0.0419965441914485	0.0017637097240242	4.470852031160422e-05	0.0003129999704061	-0.0001630006418726	9.796898147421949e-08	2.65692092508796e-08	-0.0013150017198668	9.499874110570004e-05	9.02476081166782e-09	1.729229523252642e-06	2.0586636332916978e-07	-6.299031690387539e-07	3.96778002365065e-13	4.238095955037774e-14	0.0
899.0692578494976	-0.8898090746181424	0.7917601892727949	808325.5304100465	1034.1165945223065	-7.910079653900084	1069397.1310664124	62.56936013104407	845.2934642871777	-0.096427223899127	714521.0407666182	0.0092982095088923	859.665946451823	737.9824720262874	1.419612	20.597252	0.0584130673853453	0.0360373162640291	0.0700421654	0.1197260319	0.1564663386	-0.0181125348	0.0074513074	-0.0123054351	-0.0735234832	0.051729045	-0.1223362425	0.0708336956	-0.2205704801	-0.0478309284	-0.0751578309	-0.1332665387	-0.0706050657	-0.0037144983	-0.0515870112	0.3446090135	-0.1047176559	-0.1605607229	0.2791437976	-0.0688259512	-0.066462198	-0.1557315174	0.0763353489	0.0098129676	-0.0494394721	0.2128538768	-0.0929267622	0.0756721523	0.0536037253	0.0395627235	0.0167310926	0.024761146	0.0120673042	-0.0802073059	0.1689568887	0.0604321477	-0.1835524585	-0.2271251943	0.0921213032	0.2574250372	-0.0415009681	0.0055136051	-0.1555494296	0.0127837016	0.0392108458	-0.2325801877	-0.0575736619	-0.012484481	0.0108521608	0.0694083853	-0.0575534831	-0.0694046168	-0.0793654879	-0.1929318311	0.1779907953	0.0591359262	-0.2458340607	-0.097377023	-0.0631747942	0.0032014411	-0.0019445399	-0.0367890472	0.0195008157	0.1975900962	0.0205528126	-2.84155e-05	0.1577830814	-0.1184042347	-0.2106881302	0.0959705406	-0.0314518924	-0.1855335929	-0.1655248327	0.1505535904	-0.0894188959	0.1563967458	0.1541893965	0.0	-0.0303436877257183	0.000185560125928	0.0009207393847959	3.443256033441594e-08	0.0548738596565527	-0.0250236895116273	0.003011140473607	0.0006261850367743	0.0187666480480714	0.0254530910719522	0.000647859845117	0.0003521870789601	0.000332000268788	1.90002983819e-05	1.1022417847530425e-07	3.6101133860123164e-10	-0.0011789975964644	0.0001360041234023	1.849712158245524e-08	1.3900353324688322e-06	1.957546308749942e-07	-1.0111732454175584e-08	1.0224713322482778e-16	3.8319875509005234e-14	0.0
896.5239432068266	-2.5453146426709736	6.478626630195266	803755.1807431174	1032.6274962472444	-1.489098275062133	1066319.5460058528	2.217413672793021	843.2526836261883	-2.0407806609894124	711075.0884427684	4.164785706268383	859.2375314049686	730.8422818791076	1.401065	20.328152	0.0640490308204513	0.0400439110126299	0.0501650625	0.0633279169	-0.0838510796	0.021648936	-0.2494510123	0.0039573915	-0.0497719595	-0.0695206057	0.1126185319	0.4767463444	-0.1934229667	0.1529779426	-0.0659620546	-0.0029212924	-0.15492915	-0.0998138638	0.1567930057	0.1459831792	0.0288772402	-0.0626873062	-0.0846397948	0.0949690801	-0.1385589505	-0.060965303	0.1102792685	0.1351115268	-0.0619607563	0.0714248331	-0.0133305766	0.222986302	0.1282466362	-0.0023140506	0.012187435	-0.0113076049	0.1489005805	-0.0349935234	0.0270869356	0.1646812202	0.0968030877	-0.2163470046	0.2364339882	-0.2006406837	-0.3240650127	-0.0053595733	0.0179405213	-0.143608305	0.0102970681	-0.0708578671	-0.0203434587	-0.0157577549	0.0475391677	0.0481573545	-0.1860467646	-0.0436215522	0.1922636941	-0.0646567793	-0.0086431993	0.049644625	-0.0752085197	-0.0980384813	-0.1077963119	-0.0310439652	-0.0251839323	0.0654425681	-0.1385705921	0.0658266182	0.0767241485	-0.0515605773	-0.0251122001	-0.1393039958	-0.0293182281	0.1920805571	0.0255478769	0.0399961359	-0.0484461246	-0.0102948224	0.0211789185	0.1556892631	0.1513791291	0.0	-0.0305352116496635	-0.0001915239239452	0.0009323991504897	3.668141344336698e-08	0.0213815282082947	-0.033492331448258	0.0004571697485221	0.0011217362658399	0.017281882113636	-0.0014847659344354	2.2045298800598355e-06	0.0002986634493896	0.0006590003616033	0.0003270000928153	4.342814765932802e-07	1.0692906070121485e-07	-0.0009289999549995	0.0002499976414649	6.24988207380127e-08	8.63040916389073e-07	8.062106269295858e-07	6.104559960545917e-07	3.726565231190036e-13	6.499755749741958e-13	0.0
895.4414984633019	-1.0824447435247748	1.1716866227844156	801815.4771702035	1032.297432021339	-0.3300642259052893	1065637.9881578512	0.1089423932224578	843.4186549331203	0.165971306931965	711355.0274891937	0.0275464747247045	858.7093730737132	708.3869345847941	1.324167	19.212435	0.1251370140713148	0.0859896619336529	-0.0064345326	-0.1919073906	-0.1068860109	0.0940843565	0.0289216509	0.1903865989	-0.0172457876	-0.0936853285	0.1380975555	0.2435648247	-0.0894184125	0.1169231284	0.1684118442	0.072307676	-0.0802271222	0.0513464009	0.0730693108	0.1538770401	0.2023189232	-0.0495461454	-0.1468177877	-0.1373614989	-0.0435446881	0.0157479194	-0.0935640976	-0.1162925469	-0.0265547943	-0.1123486557	0.0277477963	0.0709171066	0.0571355099	0.1132535658	-0.0769079935	0.0170881726	0.0313011156	0.1555535835	-0.0565449067	0.0963100556	0.0160039182	-0.0665951124	0.2157058505	0.075559469	0.0266262711	0.1888286656	0.1459765484	-0.169927554	-0.0701220462	0.164897469	-0.2201966889	-0.0534535204	0.1030976408	0.1126173292	0.0535666027	-0.0260206402	-0.0611166386	-0.1403935313	-0.21136038	0.1233081321	-0.0141325493	-0.1178763057	0.0054919065	0.0747914363	-0.0114897815	0.0717853517	-0.0843342757	0.1157878202	-0.0400128072	-0.1670408941	0.0210955808	-0.0438629222	-0.0149610543	0.0521888202	-0.0939795938	0.2261085278	0.0399933562	-0.0719456054	-0.13935365	0.154747609	0.1476584499	0.0	-0.0100347039140444	0.0205005077356191	0.0001006952826425	0.0004202708174181	0.1015428394156998	0.0801613112074051	0.0103109482366025	0.0064258358144904	0.0172207305635083	-6.115155012769921e-05	3.739512083020511e-09	0.0002965535611409	0.0002355305540888	-0.0004234698075145	5.5474641909377147e-08	1.793266778763677e-07	-0.0009289923586728	7.596326699935672e-09	5.770417933215559e-17	8.630268024724523e-07	6.560967834898893e-05	6.480346772205935e-05	4.199489428803988e-09	4.304629893057787e-09	0.0
898.2477240500515	2.8062255867496333	7.874902043728324	806848.9737610974	1038.8346237333694	6.537191712030335	1079177.3754672513	42.7348754798381	844.8922982026925	1.4736432695722217	713842.9955622274	2.171624485955507	860.2532081766332	722.0051027825814	1.192648	17.304213	0.1469045134356477	0.1007083523102674	0.0392062512	-0.0451679107	0.0562969985	0.1165921835	-0.0378428576	0.0117616933	-0.0098994557	0.0507851913	-0.0332753627	-0.1117799801	-0.0020937402	-0.0331764752	0.0712751551	-0.1001841666	0.0252144721	0.1901668476	0.0194319858	-0.0133138284	-0.1040073368	-0.0340476306	-0.1797964756	0.0924621585	0.0267886109	-0.1082943307	-0.0222714451	-0.159378699	0.1102366578	0.1070563871	0.111799189	-0.0252464471	0.0484776618	-0.0760471257	-0.1879241571	-0.0388438074	-0.0739268592	0.0578230315	0.0715047261	-0.102179919	-0.0701855518	0.1332443613	0.031457396	0.1178107162	0.078167755	-0.2303264004	0.1161523175	0.1277011403	0.1397940126	0.0058539624	-0.2636464968	-0.0108014322	0.0624501659	-0.1153363713	0.0796041753	-0.0246799969	0.0196959897	-0.0984215925	0.1243925614	-0.0697792998	0.0653895729	-0.1781602202	-0.1194415929	0.0106955844	-0.0506683296	0.0527908267	-0.1373979415	0.0250468512	0.0511934871	-0.0040638632	0.0007225494	0.0922513334	0.0284556098	-0.0171879228	-0.0420148686	0.0699128255	-0.0116107659	-0.0856418415	-0.1836168978	0.1535731997	0.1430497353	0.0	-0.0242933123586794	-0.014258608444635	0.0005901650253563	0.0002033079147774	0.0054885538747839	-0.0960542855409159	3.012422363640536e-05	0.0092264257707758	-0.011624377824333	-0.0288451083878413	0.0008320402779063	0.0001351261598028	0.000148061866921	-8.746868716780001e-05	2.1922316436131912e-08	7.650771234858461e-09	-0.000928989890141	2.46853179997758e-09	6.093649247500553e-18	8.630222159841873e-07	0.0001330687438945	6.745906554551107e-05	4.550725524273559e-09	1.770729060166003e-08	0.0
899.284137657482	1.036413607430518	1.0741531656671397	808711.9602423611	1037.7579457500194	-1.0766779833500095	1076941.5539673003	1.1592354798306437	844.9864675526296	0.0941693499371467	714002.1303470712	0.0088678664675848	859.5050646734576	724.6699799568422	1.114577	16.17148	0.1020898208765078	0.0665361224870607	0.0862529656	0.1352220023	0.0033224177	-0.0566706357	0.1350240731	-0.1638970504	-0.1410607059	0.0208100327	0.0442949495	-0.0613141127	0.0948532766	-0.0073044734	-0.1344357902	-0.1062576747	0.0039751585	-0.0361736429	0.0662323453	-0.0461506115	0.0690744344	0.1076697453	-0.0409228626	-0.0727824817	0.0108902019	-0.1309648833	0.0640720769	-0.0684054514	-0.0936973904	-0.1069000627	0.0721138724	-0.0054798237	0.0959585253	0.0424385072	-0.0291205668	0.0831586322	0.0429933704	-0.1550430412	0.0804023594	0.0094895942	0.1030389808	-0.0304505159	-0.0380747905	-0.0860917378	0.1064387122	0.0581774477	-0.0369148263	-0.0183541326	-0.1271438931	-0.053602635	-0.1010013442	-0.0450874465	0.0172753147	-0.1682505024	0.0175578276	-0.0486735617	0.115826447	-0.013076175	0.0625754046	0.0842794082	-0.0909923387	-0.0214313583	0.1269668857	0.0456310831	0.0947141785	-0.0701660872	-0.0355751122	0.0537440048	-0.0098575352	-0.0263625176	-0.0644995855	0.1217428621	-0.0133770774	0.0669783462	-0.0083229153	0.0369641116	0.0273446093	-0.011771235	-0.1264515949	0.1521678018	0.1375807028	0.0	-0.0264542558068114	-0.0021609434481319	0.0006998276502922	4.669676586024612e-06	0.0694190267308556	0.0639304728560717	0.0048190012722592	0.0040871053596009	-0.003440596751318	0.008183781073015	6.697427265103853e-05	1.1837706005179976e-05	0.0004789979230237	0.0003309360561027	2.2943901026101842e-07	1.095186732288094e-07	-0.0008410007348456	8.798915529540003e-05	7.742091449598024e-09	7.072822360108392e-07	-4.298514693183762e-06	-0.0001373672585876	1.886976373189558e-08	1.8477228567516692e-11	0.0
897.6370454301231	-1.6470922273589397	2.712912805426232	805752.2653285208	1034.7474952168984	-3.010450533121002	1070702.3788576452	9.062812412368526	843.7808036893119	-1.2056638633176815	711966.0446745811	1.4536253513101176	859.6094968322321	720.5920329296325	1.142122	16.571123	0.0643342896468332	0.0338179033451756	0.0415648959	-0.012147703	-0.1840894682	-0.0158828353	0.2591953677	0.1441514206	-0.0829154573	-0.1144350644	-0.0941525965	-0.3066342635	-0.2388773255	0.1689544445	-0.0317272654	0.0179659188	-0.1491580525	0.1143284493	-0.1493679219	-0.0034219861	0.1831669752	-0.1107581681	0.080088778	0.0394723496	0.1282973384	-0.1947078931	0.0674989748	0.0154536667	0.1224151596	0.0591696724	0.1069767466	-0.0411513474	-0.0791567612	-0.1987321966	-0.0602424332	0.0117889182	0.1681324721	0.0263980502	-0.0212301197	0.1464773721	-0.1896482817	0.1187285201	-0.0586971165	0.190153618	0.1555538487	0.0867317643	-0.0763693487	0.0409745843	0.1523137886	-0.0538204587	0.0015646827	0.0569148603	0.0488871078	-0.2362359913	0.0227970584	-0.0289831533	-0.0748203964	-0.0363587906	-0.1041888292	0.0643181553	-0.2904783577	-0.0091186708	-0.1000361432	-0.0156381183	0.0068680462	0.0378903652	0.0591420586	0.0596973598	0.0367561682	0.1531191644	-0.029631782	0.0537839605	0.015891379	-0.0051096348	0.1063127281	0.1673859503	0.0328985325	-0.0541406893	-0.038030538	0.150533529	0.1312842438	0.0	-0.0112751634269017	0.0151790923799096	0.0001271293103033	0.0002304048454778	0.0521162425069121	-0.0173027842239435	0.0027161027330392	0.0002993863419003	-0.003320319652559	0.000120277098759	1.4466580485882322e-08	1.1024522595169518e-05	0.000301998787314	-0.0001769991357097	9.120326753912661e-08	3.13286940419808e-08	-0.0003840006406752	0.0004570000941704	2.0884908607175445e-07	1.474564920389641e-07	-4.94200369750413e-06	-6.434890043203675e-07	4.14078098681218e-13	2.442340054614449e-11	0.0
898.2643005616699	0.6272551315468036	0.3934490000517978	806878.7536635459	1038.4246424306737	3.6771472137752426	1078325.7380072724	13.52141163177503	844.9611662751311	1.1803625858191251	713959.3725130297	1.393255834001612	861.088491561565	719.1137289216138	1.160648	16.839916	0.0879831066406179	0.0489619321379702	0.0205796643	-0.0762532921	-0.1461082036	0.0597787822	-0.1640617623	0.1058399852	-0.0260344094	-0.0472726903	0.0602149059	0.017221628	0.0339850648	0.0773601961	0.0932233725	-0.0328813995	-0.0077346307	-0.0300188779	-0.0106029225	0.0477798041	-0.0609646514	-0.1044728959	-0.140678769	-0.0689895533	0.044753867	0.0665641371	-0.1527162195	-0.0181691732	-0.1262500598	0.0472210227	-0.1428484707	-0.1086185802	-0.1290332587	-0.1672692921	-0.022928178	-0.1736599706	0.070654011	0.1143828982	-0.0208966635	0.0014701136	0.0089714133	-0.0116603069	0.0451346793	0.0224644593	-0.0540248679	-0.0166905274	0.0402978421	0.224575007	-0.0433843631	0.2455636332	0.0135832455	-0.0535710555	-0.0332097853	-0.0424660931	-0.037074372	-0.0029136982	0.078205884	-0.0001538496	-0.0633388354	-0.060138965	0.071732351	-0.0220591175	-0.210853423	0.0294031352	-0.0433954299	0.0264820831	-0.0875299173	0.1813238032	-0.1266257189	0.00021098	-0.1588504567	0.0546892419	-0.0448634026	-0.0242672754	-0.0088278117	-0.0411465357	0.0007603064	-0.0548443735	-0.0173949866	0.1486728395	0.1241982259	0.0	0.0038932228215173	0.015168386248419	1.5157183937983128e-05	0.0002300799413812	0.0110137798111082	-0.0411024626958039	0.0001213033457275	0.0016894124396599	-0.0207295818615307	-0.0174092622089717	0.0003030824106607	0.0004297155641539	0.000452998567011	0.0001509997796969	2.0520770171401947e-07	2.2800933468542524e-08	-0.0005190012137494	-0.0001350005730741	1.82251547303624e-08	2.693622598733504e-07	-4.882446720236864e-06	5.95569772672655e-08	3.54703354121358e-15	2.3838285975951715e-11	0.0
