global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
895.377863739862	n/a	n/a	801701.518875359	1077.1477596354937	n/a	1160247.2960877633	n/a	846.1259740484661	n/a	715929.1639594656	n/a	863.9732617248188	735.3388478820389	n/a	n/a	n/a	n/a	-0.0934722534	-0.0071350361	0.0765165253	-0.0449944466	0.0882670593	-0.0794521157	-0.3713115924	-0.1296541448	0.0558055185	-0.0418007099	0.236164233	-0.3489953986	0.0838873745	-0.0358719329	-0.0829530601	0.055769822	-0.1125475605	0.1908240747	-0.004651509	0.0936556031	-0.0147076768	0.0328905947	-0.0719468179	0.112680322	-0.2676831004	0.0474626173	-0.0773543086	0.0518562956	-0.1382042655	0.0455077197	-0.0657656925	0.1002844119	0.0687379948	-0.2014256758	0.0229424027	-0.0205249449	-0.0336707429	-0.0546771169	0.0313622637	-0.2173321716	0.0408572137	-0.1710385999	0.2211424701	-0.0398455065	0.0668264591	-0.1738723372	0.0771051882	-0.1909220478	0.1963143284	-0.2634135004	0.3709484111	-0.1092053927	0.0477523771	-0.0719714056	-0.0991536778	0.0405371133	-0.0078513439	0.2150604441	-0.0319525756	0.1650500875	-0.0803379071	0.0628638751	-0.1304848506	-0.0117463571	0.0286935543	-0.0356511976	0.0751437594	-0.1585087943	0.0533061058	-0.1446023677	5.55019e-05	-0.094738267	0.0821290534	-0.0512011561	0.0322595676	-0.1798203607	0.1382191023	0.1561451084	0.1560591586	-0.035360573054902	n/a	0.001250370126771	n/a	-0.0460009240497925	n/a	0.0021160850134347	n/a	-0.0713927552983761	n/a	n/a	0.0050969255090938	7.799997930995988e-05	n/a	6.083996772354169e-09	n/a	-2.7160619975319378e-08	n/a	n/a	7.37699277443718e-16	-0.0006929996808856	n/a	n/a	4.802485577075434e-07	0.0	0.0	0.0	0.0	0.0
894.5340167496691	-0.8438469901929011	0.7120777428576182	800191.1071222974	1058.1480232094818	-18.99973642601185	1119677.239022134	360.9899842579216	846.1841652038714	0.0581911554053249	716027.6414417728	0.0033862105674066	861.1689147569916	736.1950533583357	1.269956	17.76967	0.0704563499901315	0.0412025062448185	-0.1293936695	0.0655050214	-0.1136248237	0.0313559011	0.0505713487	0.2551610692	-0.0363157136	0.1838021472	0.0814539187	0.1363066664	0.0737323529	0.1165145108	-0.0645077666	-0.0303680855	0.0864046003	-0.1483792406	0.0164102683	0.2074879994	0.0324088121	0.0023285682	-0.2372678366	0.0028553037	-0.0073194905	-0.1429404771	-0.1334218726	-0.0462254118	-0.2170384017	0.0227094364	-0.1240757508	0.000806059	-0.1879726166	0.1698360352	0.1062392894	-0.0901020292	0.0964745698	0.0222876359	0.141378477	0.1118031682	-0.1286427838	-0.168305245	-0.1167016599	0.200371504	0.142021978	-0.0215489435	0.0553041851	0.1071812497	0.04699247	-0.0711528279	0.0920620698	-0.0435939713	0.180088	-0.0040907441	-0.1358885595	0.0990501631	0.0273413899	0.0110053202	0.1302091436	0.1985471158	0.0036227022	0.0837144584	-0.0606925054	0.0600930446	-0.1780852704	0.1690937932	-0.055698767	0.0872884911	0.0226252237	-0.2652591045	-0.0375923473	-0.0803900802	0.0461667953	-0.1836134511	-0.0931039239	-0.0496185199	0.0727483496	-0.13450383	-0.0107532256	0.155915944	0.1551433414	-0.0312706512206091	0.0040899218342929	0.0009778536277609	1.6727460610625817e-05	-0.0149824250129029	0.0310184990368896	0.0002244730592672	0.0009621472825015	-0.0453452917134882	0.0260474635848879	0.000678470359206	0.0020561954805813	0.0001300001297285	5.2000150418540135e-05	1.6900033729426833e-08	2.7040156435507997e-09	-3.6296462058160734e-08	-9.135842082841357e-09	8.34636105626151e-17	1.3174331579395018e-15	-0.000558999656465	0.0001340000244206	1.7956006544721393e-08	3.12480615927988e-07	0.0	0.0	0.0	0.0	0.0
893.8832819457135	-0.6507348039556291	0.423455785079171	799027.32174204	1053.9643773492778	-4.183645860204024	1110840.908721251	17.502892683602266	845.8470937349158	-0.337071468955628	715457.3059798034	0.1136171751839048	860.9298316429962	734.7295189548183	1.332468	18.644365	0.0448088371535038	0.0335562547516461	-0.0358431475	-0.2276873098	-0.0650754956	-0.198655252	0.1595639903	0.0614924658	0.2165671425	0.0387660947	0.0249609959	-0.1097743004	-0.037603367	0.0114656807	0.095761661	-0.1749143882	0.0357086376	0.1030628296	-0.1259006388	0.1202058591	0.1224488482	-0.1710581075	-0.0282221138	0.0926286095	-0.1984661753	0.1344739442	0.0493617759	-0.0366028794	-0.0087540601	0.0692538121	0.0721997708	-0.07704591	0.0117964323	-0.0369768372	-0.0276204517	-0.1861185033	-0.1226622454	0.1952513939	0.0164765796	-0.1137080474	0.0383503707	-0.1971595113	-0.1012072869	0.063944228	-0.0362986377	0.0877053362	-0.1748215224	0.08328449	0.1175022517	0.0443970887	0.0099137241	0.0615005526	0.105364757	-0.0499018348	0.3140700731	-0.1318960854	-0.0624611654	-0.1020384613	0.0591012543	0.1596839673	-0.1808897417	0.0548291243	0.0862318294	0.0974096702	-0.2065873573	0.1091468702	-0.0828412928	0.0154553587	0.2080601738	-0.1505877932	-0.0048750996	-0.2159211611	0.1606346546	0.0248510848	-0.0007230476	0.1369741922	0.0259387551	0.0931917853	0.0754194608	0.1554579513	0.1533170814	-0.0353793118568148	-0.0041086606362057	0.0012516957074617	1.688109222350628e-05	-0.0474532302247325	-0.0324708052118296	0.0022518090587614	0.0010543531911045	-0.0482231804821964	-0.0028778887687081	8.282243765056778e-06	0.0023254751358184	0.0002369998689802	0.0001069997392516	5.616893789663196e-08	1.1448944199931788e-08	-6.61874781648919e-08	-2.9891016106731165e-08	8.93472843892862e-16	4.380782265828042e-15	-0.0005589996359976	2.0467400018743528e-11	4.1891446352726274e-22	3.124805930454493e-07	0.0	0.0	0.0	0.0	0.0
892.6230667565353	-1.2602151891782114	1.5881423230354752	796775.939305842	1056.0231009429356	2.05872359365776	1115184.7897251337	4.238342835083121	846.2631008401343	0.4160071052184548	716161.2358435593	0.1730619115922385	862.081789387898	727.0907232439196	1.232166	17.240898	0.030328169016326	0.0217550105203694	-0.1098486485	-0.1700874579	0.0902675896	0.0715871119	0.1186766672	0.0608905153	0.1269350204	-0.1146287216	-0.107756391	0.0960364895	-0.0229461798	0.1358922867	0.0247158915	-0.0755131231	-0.071705854	-0.0490127787	-0.2755820681	0.0597727293	0.1234977063	-0.1843348859	-0.0812919169	0.0360305179	-0.0568700818	-0.0079834804	0.0126343473	0.0394862504	0.0904216909	0.0677762901	0.1023463021	0.0029839985	0.0036487144	0.1732629741	-0.1223931225	0.1091030435	-0.0828966479	0.0602922502	-0.1246615418	0.091473334	0.1280187291	-0.2131126572	-0.1066672055	0.1004882504	-0.0827035869	0.0710814078	-0.0915556512	0.0666449829	-0.0671597193	0.1739345972	0.1098625023	-0.0298747805	0.0660235899	-0.0014282335	-0.0747251508	0.0694155148	-0.0124915596	0.0270671247	-0.0449349095	0.205385791	-0.2392374648	0.0782291218	-0.0702867974	-0.0379977094	-0.1773002237	0.1664193801	-0.0333651604	0.0892580255	0.0980975537	-0.0964240292	0.1188624971	0.089526649	-0.0285452154	0.0042660165	0.0043499534	-0.1521391854	-0.1983092359	0.1224719502	-0.0880971298	0.1547718027	0.1505910958	-0.0181596293810741	0.0172196824757407	0.0003297721392579	0.0002965174645653	-0.0476069845628188	-0.0001537543380862	0.0022664249791644	2.3640396480354425e-08	-0.0485243682803684	-0.000301187798172	9.071408976769868e-08	0.0023546143170088	0.0004899999534932	0.000253000084513	2.400999544233382e-07	6.40090427635852e-08	-1.3692448530555628e-07	-7.073700714066438e-08	5.003724179218405e-15	1.8748314676191502e-14	-0.000558999702564	-6.656640007002973e-11	4.4310856182832544e-21	3.1248066746664055e-07	0.0	0.0	0.0	0.0	0.0
893.5659713915733	0.9429046350379622	0.8890691507760726	798460.1452289659	1058.8837241406711	2.860623197735549	1121234.741250017	8.183165079422759	847.3318705613335	1.06876972119926	717971.2988689685	1.1422687169523438	862.4719476266341	727.8782222722027	1.342081	18.778868	0.1026588867861794	0.0673543625910376	-0.1529321958	-0.0462150706	0.00987221	-0.183815316	0.0322348101	0.107765862	-0.0586080157	0.0266426484	0.0115622031	-0.1151395137	-0.1681981925	0.0571591677	0.0375397259	0.1174195423	0.0489630771	0.1761681745	-0.1462486401	0.0749529623	-0.0471081763	-0.0519127555	-0.0003815754	0.182781768	0.1402433779	-0.0320283472	0.0421602076	-0.1065717333	0.0672907638	0.1261493531	0.1183217782	0.0348018513	0.0811055306	-0.0267417738	-0.0572403576	0.245064069	-0.2788584595	-0.1210933857	0.0540020172	-0.1696600078	0.0687244509	-0.0974242004	0.100165783	0.0547934627	0.013634158	0.1016102945	-0.0195657998	0.2091845669	-0.0434395552	-0.0684849436	0.0220945299	0.0957601573	-0.1064482354	0.0261342299	0.0616866299	-0.1911414988	0.1014989146	0.0059756824	0.0134638391	0.0973511294	0.078321389	0.207732672	0.0940830927	0.0574497737	-0.0397267969	0.0897077146	0.0509853611	-0.1062748112	-0.01165494	0.227840554	-0.0839485618	-0.1515191744	0.0808067791	0.2099743742	0.2315516933	0.1111048163	0.0672879912	-0.0726002124	-0.1878903956	0.1538585052	0.1469813818	-0.0190192625141207	-0.0008596331330466	0.000361732346581	7.389691234315136e-07	0.0061394356797563	0.053746420242575	3.76926704658647e-05	0.0028886776888914	-0.0139253001285624	0.034599068151806	0.0011970955169733	0.0001939139836705	0.0002210000573866	-0.0002689998961066	4.88410253648805e-08	7.236094410536165e-08	-6.170900657131996e-08	7.521547873423632e-08	5.657368241220357e-15	3.80800149201921e-15	-0.0005589995089743	1.9358970004303144e-10	3.747697196275089e-20	3.124804510335085e-07	0.0	0.0	0.0	0.0	0.0
895.8444146377832	2.2784432462099176	5.191303626199587	802537.2152377124	1060.8786670037036	1.99494286303252	1125463.546103555	3.979797026764388	848.3245448062295	0.9926742448959658	719654.5333206964	0.9854021564797758	863.8331108418378	734.4300295211174	1.369214	19.158525	0.2004578812568237	0.1163178916434446	-0.082730836	0.0318863114	-0.019045886	0.1696325488	-0.0296360587	0.17517132	-0.016061688	0.1676294945	-0.0072403703	0.1125675057	0.0771596872	-0.0289452441	0.0973162113	0.1175304278	0.0679257117	-0.0717929114	0.0927246368	0.0993733175	0.0220283143	0.2081044534	0.0923088786	0.0099333791	0.0119692319	-0.2405932526	-0.0145746861	-0.1111304499	0.0513192953	0.1660551531	0.3913849544	-0.0851575975	-0.0039177411	-0.1062280708	-0.0189622789	-0.1301594568	0.0145141668	-0.1070083366	0.1087715317	0.0702821479	-0.1076325121	-0.0148491658	-0.0015001559	-0.1414398761	-0.0039785735	-0.1704034395	0.0781696035	0.1912500426	-0.3138047141	-0.0193644569	0.0955795698	0.1528354939	0.0228526118	-0.2099137782	0.2164552285	0.1260885607	-0.119229536	-0.0678151399	-0.1219615816	-0.0029412645	0.15603669	0.1864141919	0.0222810247	0.1453784235	-0.0321234231	0.1405420358	0.1488352033	-0.2760103396	-0.1829522466	0.1902199828	-0.0201380577	0.2591816534	0.0961426894	0.3426346939	0.0036707825	0.0727240134	0.1539511728	-0.0027333516	0.1523155791	0.152719399	0.1425091225	-0.0184305174169026	0.000588745097218	0.0003396839722547	3.466207894983498e-07	-0.0809495102237036	-0.0870889459034599	0.0065528232054574	0.0075844844985757	-0.0755418902081146	-0.0616165900795522	0.0037966041730315	0.0057065771762148	0.0005926822673299	0.0003716822099433	3.512722700073112e-07	1.381476651883354e-07	0.0006508345464415	0.000650896255448	4.2366593535632093e-07	4.23585606841713e-07	-0.0005596930471148	-6.935381405000045e-07	4.809951523282039e-13	3.1325630698864974e-07	0.0	0.0	0.0	0.0	0.0
897.9360493588491	2.0916347210659296	4.3749358063685495	806289.1487381775	1064.148872519439	3.2702055157353698	1132412.8228843932	10.694244115146036	848.7843463120798	0.4598015058503506	720434.8665444247	0.21141742478225	863.6935231306336	744.4474730233889	1.526305	21.356598	0.161962463991931	0.1144848794370822	0.0540511017	-0.0320574091	0.1303154949	-0.2146211477	-0.0856307726	0.1420630094	0.0142494776	-0.1919091442	0.1243877299	-0.0544773731	0.0539597992	0.1019274979	-0.2184121632	0.0164744322	-0.2774992207	0.0230930263	0.2074619084	-0.0425767669	-0.149262893	0.0001861724	-0.0903384945	0.1816915908	0.0260987215	0.0091055561	-0.0497114378	0.1986422642	0.0258641698	0.0402620619	0.007896077	0.1590858408	0.0358765268	-0.0481106438	0.015929186	0.1352240799	0.067994324	-0.0117100706	-0.2377443092	-0.0618425218	-0.1470182425	0.1752850968	-0.0005051657	0.121873734	0.1795033877	0.0319812065	-0.0211242451	-0.0156916283	0.1641071968	-0.0288087423	-0.092824258	0.0160782304	-0.0259165468	-0.1105252662	-0.1377495375	-0.0829251703	0.2260269508	-0.0982817391	-0.2798302483	-0.0475302419	0.0765279399	-0.0028282162	-0.0616922995	-0.1674357074	-0.0977509393	0.1010308908	-0.0782264656	0.0186816097	0.0486877158	0.0987773092	-0.0205115259	0.0189404231	0.0562259545	-0.0422873181	-0.2904285388	-0.1157270616	0.0434598458	0.0379673445	-0.0964006815	0.1513561561	0.1372005631	-0.0190289675295787	-0.0005984501126761	0.0003621016052417	3.5814253736203855e-07	0.0238498862997005	0.1047993965234041	0.0005688170765086	0.0109829135116696	-0.0468436228317301	0.0286982673763844	0.0008235905504064	0.0021943250000013	4.718503396797317e-05	-0.0005454972333619	2.226427430558782e-09	2.975672316055165e-07	0.0006619869466533	1.1152400211799957e-05	1.2437603048415572e-10	4.38226717539359e-07	-0.0005590156810992	6.773660156000243e-07	4.588247190898523e-13	3.124985317148025e-07	1.0	0.0	0.0	0.0	0.0
896.773811389803	-1.1622379690461455	1.3507970966925096	804203.2687945939	1062.4968281871868	-1.652044332252217	1128899.5099078324	2.729250475726673	848.0927552107543	-0.6915911013255709	719261.3214409683	0.478298251432716	863.4601720571518	744.4499338897499	1.401462	19.609753	0.1187017496494022	0.1144326827760623	0.0203153765	0.168072741	0.0715506303	0.0035902691	0.1166713398	-0.0798490932	-0.1106327609	-0.0446358141	0.198801458	0.0041859016	-0.0587472579	0.0113990348	0.0926344788	0.0577970586	-0.0961910895	0.0886332923	0.1144472798	0.1425556722	0.1155385503	0.1087946449	0.1641083327	-0.0086607832	0.1338165526	0.0247028906	-0.0639623582	-0.0478048868	-0.2059204902	0.087881407	-0.1160279099	0.0847773037	0.0806690014	-0.0653492818	-0.0642778748	0.1194493089	-0.0383397648	-0.0669608176	-0.0460546964	-0.0833846224	-0.1630610877	-0.1111598686	-0.0300034312	-0.1677750321	0.0041266431	0.0843269447	0.0344420771	-0.0946739514	-0.0299642106	-0.3640600291	0.0824656784	-0.0105986323	-0.101373278	0.0787537456	-0.0540713638	-0.0138590349	-0.1953258231	-0.0557653	-0.1504299872	0.1009376957	0.1822672882	0.07219303	-0.0705793769	0.1006546949	0.1296488318	0.069808725	0.0188262184	-0.0632604799	-0.0568990711	0.0392386947	0.087641763	0.1482181221	-0.0513347621	-0.0524383632	0.0681198077	0.0424247561	0.1036383667	-0.030777042	-0.0573495701	0.1497707771	0.1310868562	-0.0189586347737389	7.033275583979981e-05	0.000359429832484	4.946696544020894e-09	-0.0905396922856738	-0.1143895785853743	0.0081974358791844	0.0130849756889395	-0.0485847608688914	-0.0017411380371612	3.031561664449898e-06	0.0023604789886873	5.1197873909610914e-05	4.012839941637742e-06	2.621222292864418e-09	1.6102884397203198e-11	0.0007079855692049	4.599862255160001e-05	2.1158732766445648e-09	5.012435662023862e-07	-0.0005590182240265	-2.5429273000461203e-09	6.466479253319852e-18	3.1250137479374217e-07	0.0	0.0	0.0	0.0	0.0
897.6937126131545	0.9199012233515304	0.8462182607236424	805854.0016651888	1058.9834188785194	-3.5134093086674056	1121445.8814596375	12.344044970230778	849.3321186126778	1.2393634019235833	721365.0477070998	1.5360216420275974	864.2880093184384	737.4149023230011	1.44392	20.203835	0.1684762800966676	0.1273659188144186	0.1275368713	0.0746037451	0.0654156403	0.1020884403	-0.1394450073	0.3055261446	-0.0252866572	-0.0262874188	0.0735110173	0.1358347866	0.1157178401	0.1152912883	-0.0435877596	0.1141549699	-0.1059998725	-0.1537623122	0.1396817239	-0.0500734216	-0.0483470771	-0.0629990789	0.0952916811	-0.0582344611	0.174860306	-0.168427856	0.0433783554	-0.154478809	-0.0944115521	-0.1730835026	0.1176855931	-0.116619693	0.0489663907	0.0136026879	-0.0919531864	0.0499256171	0.0639326892	-0.1068463365	-0.0942755343	0.1378627502	-0.1626080362	0.1590729199	0.0486516425	0.149384202	-0.1149062643	-0.0148204301	0.0770556583	0.231059395	-0.1807569555	0.0028642416	-0.0557264717	0.1149139466	0.1263071271	0.0365736308	-0.088976634	0.1290002634	0.243392693	-0.0712825661	-0.0835879601	0.0628328616	0.1114203519	0.0715113307	-0.0348421977	-0.0942322437	0.0472548789	-0.0366936198	0.0450363187	-0.1066832794	-0.1732617782	-0.0414707536	-0.0305861386	-0.0674771816	-0.1005741234	0.0422897041	-0.20287663	-0.0574680656	-0.0991848945	0.3699180177	-0.2028133729	0.1479655889	0.1242038795	-0.0121721135909211	0.0067865211828178	0.0001481603492702	4.605686976483473e-05	0.0338088935641565	0.1243485858498303	0.0011430412840324	0.0154625708028526	-0.0416246273189528	0.0069601335499386	4.844345903298093e-05	0.0017326095994417	-8.893290593220673e-05	-0.0001401307798418	7.909061757546732e-09	1.9636635459075967e-08	0.0002405247731036	-0.0004674607961012	2.1851959589166117e-07	5.7852166476538275e-08	-0.000558989009688	2.9214338499988085e-08	8.534775739918861e-16	3.12468712951971e-07	0.0	0.0	0.0	0.0	0.0
899.4847035945191	1.7909909813646436	3.2076486953294894	809072.73200052	1063.999836183944	5.016417305424511	1132095.6513994597	25.164442582162515	849.7802225283136	0.4481039156357838	722126.4266002702	0.2007971192081216	864.904431077567	753.0896401212023	1.467614	20.535374	0.1599728117934832	0.1134485020028296	0.132762522	0.2167720676	0.0847735711	-0.1099263772	0.0434584907	-0.0024951719	-0.0737365656	-0.0032768407	0.2847850297	-0.1286545645	-0.0261744752	0.0212344655	0.0943175323	0.1614541288	-0.1019022964	0.0931608638	0.1250457536	0.0692701413	0.1501040241	-0.1371964589	0.2345071257	-0.0035976277	-0.0915453183	0.1023167438	0.2017563432	-0.0409385855	0.1792095109	-0.0098006878	-0.2200544936	-0.1107801882	-0.0162112801	0.0149352418	-0.0070460053	0.0924225783	0.1293111375	-0.1212658138	-0.0660935819	-0.1857036818	-0.2244780249	-0.0074894802	0.0216420531	-0.0924718616	-0.224760577	0.0914786884	-0.0798508922	-0.0181773582	0.1089101929	0.0849095772	-0.1167593375	-0.0679744638	-0.1775265136	0.0084087583	0.0442020728	-0.152434136	-0.1687717059	-0.0175239031	-0.0502670415	0.1821137615	0.157980213	-0.1333845332	0.0157643809	-0.0916912199	0.1462132671	-0.0970703016	-0.1807382357	0.0355214028	-0.1325740886	0.0984592756	-0.2605974906	0.0719410389	-0.2273809594	0.0739413037	0.2169841098	-0.0428615783	-0.1373098981	0.1033483629	0.1451671448	0.1459432408	0.1165920251	-0.0153489501705195	-0.0031768365795983	0.000235590271337	1.0092290653474458e-05	-0.0724701189976144	-0.1062790125617708	0.0052519181475283	0.011295228511105	-0.0472101886908546	-0.0055855613719018	3.119849583928156e-05	0.002228801916226	0.0005690001361561	0.0006579330420883	3.237611549456604e-07	4.328758878715737e-07	-1.5912553763541837e-07	-0.0002406838986412	5.792873906514449e-08	2.5320936727760948e-14	-0.0005590000945627	-1.1084874699997945e-08	1.2287444711465451e-16	3.124811057211076e-07	0.0	0.0	0.0	0.0	0.0
