global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
908.013565620152	n/a	n/a	824488.6353502221	1066.2994675878006	n/a	1136994.554578027	n/a	845.849448816636	n/a	715461.2900634069	n/a	860.995609122455	741.7170093682585	n/a	n/a	n/a	n/a	-0.0340826342	0.035211668	0.014642317	-0.2214857474	0.0275899434	-0.0896163355	-0.3236460229	0.1437280377	0.1443797341	-0.3616370674	0.4075248937	-0.018793115	0.1865299264	-0.0213238109	0.1265627946	-0.1830868077	0.4703482301	-0.0105337713	0.0443254786	0.0734317374	-0.1289551437	0.1467982524	-0.1500492974	0.1275268709	-0.1532399216	0.0442766701	-0.036587412	0.125922716	-0.071263786	0.1247351233	-0.1422920339	0.1405143619	0.0387223115	0.2008582748	-0.0350162515	-0.0501464721	-0.0298734195	0.1265484149	-0.2865045377	0.1193306202	-0.3798123874	0.0813381667	-0.0711052655	0.1593048101	0.0315067166	-0.0254461342	0.2036514386	-0.4329206644	0.0754579711	-0.0891198969	0.0740355097	-0.1497302907	0.2267044022	-0.1254518151	0.1024350215	0.3931775403	-0.0195433456	0.2242703707	-0.0434160929	0.322472683	-0.1143594135	0.06010483	-0.0503265614	0.0390736465	-0.0407922439	-0.1031977861	0.0731192487	-0.0901371449	0.1253581006	-0.0166909246	0.2149787581	-0.2094037656	0.0125562453	-0.3526028759	0.2794787265	-0.009470381	0.0562983588	-0.1494637176	0.0476002921	0.1561451084	0.1560591586	-0.0397418302468537	n/a	0.0015794130713697	n/a	0.0078385592880181	n/a	6.144301171177483e-05	n/a	-0.0490727916183573	n/a	n/a	0.0024081388772187	0.0026642807662406	n/a	7.098392001359597e-06	n/a	-0.0018241030033521	n/a	n/a	3.3273517668381512e-06	0.0003029313917752	n/a	n/a	9.176742812285973e-08	0.0	0.0	0.0	0.0	0.0	0.0
909.8632231643692	1.849657544217166	3.4212330308794776	827851.0848670547	1053.5589006837065	-12.740566904094068	1109986.35720986	162.32204503769708	848.5443682502298	2.694919433593782	720027.5448891816	7.26259075356143	861.8211143231699	746.9536287261219	1.352222	17.035585	0.2489897088476033	0.1572886827894666	-0.0455711134	-0.0447977049	-0.0413464488	-0.1804274235	-0.0338735323	0.0307556986	-0.0764367068	0.0807205022	-0.1186781534	-0.005244941	0.2806179286	-0.1905442432	0.0195919625	0.1144364198	0.0031530149	0.0213026685	0.2418362591	0.1858966491	-0.1425639826	0.2998693885	0.062386149	0.0648835162	-0.0419529366	-0.0281820396	0.3292948831	0.0788788256	-0.0584489869	0.0136837306	-0.0044904274	0.2851543706	-0.0370064222	0.034333491	-0.0420330245	0.0033226732	0.1180431678	0.0859924988	-0.1038910736	0.0675437962	-0.0439759468	0.2639349087	-0.143990516	0.2891735099	0.1231603123	-0.0143508792	0.0122474262	-0.188599478	-0.0780583918	0.0807708438	-0.3180917898	-0.0251218911	-0.1329339341	-0.2412486985	0.226708751	0.0468264501	-0.1988443893	0.209497252	-0.0401545743	0.1905115993	-0.2287947946	0.3100898474	-0.1451853935	0.1716449422	-0.507878422	-0.0659568144	0.0647210532	-0.1026779897	-0.0144461419	0.0199900751	-0.162972189	-0.0562789809	0.0018945679	0.303741413	0.0803708363	0.2583920726	-0.1701020259	-0.1060676911	-0.0076877924	0.0494294123	-0.1520099613	0.155915944	0.1551433414	-0.0577125244543879	-0.0179706942075342	0.0033307354788983	0.0003229458503007	-0.0154727930948297	-0.0233113523828478	0.0002394073261554	0.0005434191499173	-0.0014298215415209	0.0476429700768364	0.0022698525977423	2.0443896405972027e-06	0.0001491353259361	-0.0025151454403044	2.224134544206678e-08	6.325956585884516e-06	-0.0023229933902824	-0.0004988903869303	2.488916181714644e-07	5.396298291295718e-06	0.0001156733754023	-0.0001872580163728	3.506556469591328e-08	1.3380329776961422e-08	0.0	0.0	0.0	0.0	0.0	0.0
909.1675947345376	-0.6956284298315722	0.4838989123899386	826585.7153153844	1054.471952939363	0.9130522556565666	1111911.0995357544	0.8336644215595442	850.842803811466	2.298435561236147	723933.4767977567	5.282806029154922	864.0274975548828	755.4624836353474	1.524464	19.205528	0.1755297525148548	0.0944736642582743	-0.126676735	-0.0731452437	-0.0202039346	-0.0021052694	0.005753004	-0.0220804173	-0.1233336317	-0.0201984663	-0.1004889774	-0.0122220823	-0.1483656634	0.006996724	-0.0669926195	0.1579686317	0.0364486743	-0.027762771	-0.2304372719	0.0331090727	0.1842592783	-0.1265040952	-0.1081213688	0.1132491242	0.0248405638	0.0982684589	0.224313441	0.1295872691	0.027898914	-0.154077174	0.1272233565	0.0234991054	-0.2055018735	0.0708679142	0.0507840144	-0.0680174412	-0.0571533826	0.0646759035	-0.1421772943	0.0455581724	-0.0623613053	-0.0964650977	0.1546841596	-0.2234277551	0.0443552542	-0.1668126654	-0.0384537743	-0.0031010789	-0.3375952345	-0.1231768217	-0.1938120936	0.116192178	0.0295856479	-0.0277879549	-0.0354146781	0.016118381	0.0573586476	0.0366688351	-0.0614737673	0.0168726398	-0.0005843168	-0.0070586751	-0.0853056532	-0.0821853775	0.2824176632	0.0679930993	0.0023001611	0.0570614727	0.0697870496	-0.1377537255	-0.0023435309	-0.0195270801	-0.1255572296	0.0059649788	0.5341555931	0.2171402418	0.0301898621	0.1771776265	-0.076580632	0.0500271926	-0.0312424483	0.1554579513	0.1533170814	-0.0351703621109322	0.0225421623434557	0.001236954371014	0.0005081490831187	0.0057244012690347	0.0211971943638644	3.276876988892609e-05	0.0004493210488994	-0.025953601649121	-0.0245237801076001	0.0006014157907659	0.0006735894385612	0.0005629995818446	0.0004138642559084	3.169685291571944e-07	1.7128362231869638e-07	-0.0007069996770787	0.0016159937132037	2.6114356811138817e-06	4.998485433893861e-07	1.990305158066676e-07	-0.0001154743448864	1.3334324326964809e-08	3.961314622226816e-14	1.0	0.0	0.0	0.0	0.0	0.0
905.531918622034	-3.635676112503575	13.218140795029104	819988.055643302	1049.0113068330122	-5.4606461063508505	1100424.721863504	29.818655898804703	846.857987204159	-3.984816607306925	717168.4504914796	15.878763393869074	860.8071742405707	759.902768198206	1.53755	19.37038	0.0582176626631589	0.028937515462872	-0.0636181136	0.1879655422	-0.0457028243	0.2659839379	0.1297102479	-0.1245477715	0.0220059119	0.1710150073	0.1201990292	0.0893433247	-0.0651818869	0.0307292309	-0.2012067817	-0.0667985616	0.2649383836	0.0627294709	0.1087678249	-0.0129419867	-0.0223616929	-0.0172857158	-0.1563115027	0.2035873673	0.1477784796	0.248130314	-0.1570027768	0.0127420654	0.0104374699	-0.033015286	-0.1705507489	0.1677513271	0.01844534	-0.0985731688	-0.0188695231	-0.0951092097	0.1271504636	0.1424182209	0.0614078437	0.2416293396	0.0730619784	-0.0348557232	-0.1049298059	0.0109197881	-0.0915115988	-0.0176851871	0.0510906021	0.2771300845	-0.0273770243	-0.2139131707	-0.0040289826	0.0037324443	0.1402064487	0.0743831001	0.0865773892	0.0421265795	-0.1701259437	0.1352421023	0.05019969	0.0929008315	0.0916470116	-0.0894049395	-0.1050643738	0.0212847006	0.0751509392	0.0674801226	0.0554453167	-0.1584199609	-0.0022484673	0.202006965	0.2353072764	-0.0194260363	0.0594014201	-0.0407437085	0.0617457787	-0.0251988676	-0.0174660418	0.3311142937	-0.025950361	0.090875132	0.0762171698	0.1547718027	0.1505910958	-0.0301032833078096	0.0050670788031225	0.0009062076659102	2.567528759705435e-05	-0.0020159815893379	-0.0077403828583726	4.064181768549366e-06	5.99135267941884e-05	-0.0070783946190715	0.0188752070300495	0.0003562734404272	5.010367038330036e-05	0.0010510043366637	0.0004880047548191	1.104610115685904e-06	2.3814864072605006e-07	-0.0007490002956069	-4.200061852819995e-05	1.7640519567513726e-09	5.610014428192235e-07	8.935366007908939e-07	6.945060849842264e-07	4.823387020801175e-13	7.984076569529454e-13	0.0	1.0	0.0	0.0	0.0	0.0
906.3457862576574	0.81386763562341	0.6623805283152397	821462.6842670112	1047.7811021936654	-1.2302046393467665	1097845.2381141724	1.5134034546703072	846.7615553193934	-0.0964318847655931	717005.1315669182	0.0092991083994446	861.1898574883675	744.3662831043948	1.562251	19.681566	0.0620426800625036	0.0342192575994432	0.1440603395	0.160347581	-0.0605971576	0.0221436236	-0.0042416536	0.2483139112	0.2191635343	0.1309576291	0.0294320159	0.052449365	-0.0233277535	-0.0138639703	0.0831956894	-0.2387813175	0.0597733999	0.227516226	-0.0195278625	0.0477861748	0.1096511256	-0.0509108884	0.0654858791	-0.1906273262	-0.1429874991	0.0424388297	-0.1201048996	-0.1144480326	-0.0312858543	-0.2384516754	0.0969321726	0.0881144068	-0.0195419588	0.0071361437	0.0466500346	-0.0474246373	-0.1277754205	-0.0801788478	0.2426907269	0.0407337903	0.18402226	0.0239753633	-0.0017963869	-0.1087302478	0.0191754503	0.2058432976	-0.1229930782	-0.0605743184	0.0171273716	-0.0385666158	-0.0841961532	0.1072564486	0.0672337794	-0.029994982	-0.2999915934	0.0253190464	0.1024570277	0.0359133534	0.1013292403	0.0425584465	0.1624385859	-0.1245794006	0.0015794245	-0.2339498553	0.0138315447	0.0625496003	0.0180832162	-0.0255567008	-0.1988546502	-0.0336171488	-0.0081280064	0.0329127448	0.021182126	-0.0829521157	0.1447247144	0.3423325986	0.1700745433	-0.0212798546	0.0831013072	0.0686278487	-0.0917369597	0.1538585052	0.1469813818	-0.0297962192627068	0.0003070640451027	0.0008878146823512	9.428832779489393e-08	-0.0248162563497373	-0.0228002747603994	0.0006158465792158	0.0005198525291497	0.0051698925065153	0.0122482871255868	0.0001500205375108	2.672778852892305e-05	0.0009269996215618	-0.0001240047151019	8.593282983757204e-07	1.5377169367503396e-08	-0.0003399998790583	0.0004090004165485	1.6728134073692826e-07	1.1559991775965865e-07	1.5758562299696005e-07	-7.359509777939339e-07	5.416238417158474e-13	2.4833228575340024e-14	0.0	0.0	1.0	0.0	0.0	0.0
907.156206119625	0.8104198619676026	0.6567803526715881	822932.3823013516	1047.7689619635655	-0.0121402300999307	1097819.7976542076	0.0001473851868792	846.0338995720358	-0.7276557473576304	715773.3592250656	0.5294828866625916	859.5510366000501	735.1301862005573	1.276392	16.080256	0.0728497907976018	0.0457918307970172	0.1802311078	-0.0232596809	-0.1041157338	-0.0995087283	-0.1511959488	-0.0190912575	0.1701844401	0.0465803836	-0.1336842858	-0.0387379331	0.0148274477	0.0291821853	0.1259404025	-0.255706964	-0.0264504903	-0.0896141678	0.1509354032	0.019598908	0.0543297005	0.0451882787	-0.0041607201	-0.0053048109	-0.1007260492	0.0031555918	-0.059014941	-0.0253190566	-0.010479538	0.0139595913	0.1149909357	0.0067138977	-0.0846578974	0.0756260931	0.0087975587	0.0247738545	-0.0897412699	0.0522409021	0.236458629	-0.0371999383	-0.1567571551	0.077701914	-0.0939531258	-0.0453931212	0.0337108769	0.0536594921	-0.065570895	-0.0648041257	0.058977924	-0.0443551543	-0.034914019	-0.0324020626	0.0313222146	-0.0348423254	-0.0907040562	0.1557478923	0.0479996594	0.1958948073	-0.1574917108	-0.035317809	0.0551302429	-0.0102679004	0.036677219	-0.15617206	-0.0147677911	-0.0580633013	0.0098417141	0.1445598143	-0.0477107095	-0.0689394087	-0.0242685493	-0.0552223349	0.0160600986	-0.0017624547	-0.2198726476	0.0829761193	0.0798367805	0.0334368206	-0.0279000117	0.1521212326	0.1168279201	0.152719399	0.1425091225	-0.0348470975970656	-0.0050508783343587	0.0012143202109394	2.551137194849512e-05	-0.0247101284221145	0.0001061279276227	0.0006105904466373	1.1263137021510066e-08	-0.0300346291816282	-0.0352045216881434	0.0012393583472909	0.0009020789500779	0.0012320012632865	0.0003050016417246	1.5178271127395315e-06	9.30260014547622e-08	-0.0006839997788441	-0.0003439998997858	1.1833593105264045e-07	4.6785569745877773e-07	9.213010620326988e-07	7.637154390357387e-07	5.832612718215511e-13	8.487956469025788e-13	0.0	0.0	0.0	0.0	0.0	0.0
909.282778317684	2.126572198058966	4.522309313557342	826795.1709451264	1048.7230719641057	0.9541100005401404	1099820.0816698307	0.9103258931307068	847.9598617733226	1.9259622012867796	719035.9271786324	3.709330400785417	861.6245663633333	745.3982712948364	1.170348	14.744294	0.1699342441498575	0.093930869098363	0.1573623309	-0.0825157655	-0.1486481881	0.0617270958	0.0997562993	-0.0481392967	0.1610285161	0.0113615345	-0.2324876989	0.0552274202	0.1549144621	0.0719921352	0.1144998867	-0.1852014166	-0.1469622039	0.0354780926	0.0080911209	0.077069128	0.2044004684	-0.0187478234	-0.0241554715	-0.0248614244	-0.0535715849	-0.0566672731	0.0598092216	-0.060519219	-0.1592706076	-0.0702072403	0.1629584498	-0.0678611031	0.1538786732	-0.2266691863	0.0503344355	-0.0037260131	0.0461211233	-0.1652340377	0.1735068237	-0.1057380261	-0.0455197905	0.0689178732	-0.0772716646	-0.1038251107	0.17963149	-0.1183208453	-0.0070912181	-0.0342934466	-0.0786462826	-0.0067160849	0.1479871572	0.0071130143	-0.049289548	-0.1002017759	-0.2804996951	0.028334528	0.0510204348	0.0410440169	-0.0983909931	0.0394989241	0.2985034801	0.0695563196	0.0713536772	0.0291311978	0.1149921376	-0.0207420226	-0.0549062456	0.0885645828	0.1166585971	0.0153260969	-0.1773280263	-0.0190975692	-0.0951415537	0.0320680422	0.0096579104	0.1472604385	0.1328571975	-0.14069883	-0.0293376467	-0.1726164377	0.2324681536	0.1513561561	0.1372005631	-0.0517479584719779	-0.0169008608749123	0.0026778512060175	0.0002856390983131	0.0517204938004027	0.0764306222225172	0.0026750094789574	0.0058416400133211	-0.0300934298777946	-5.8800696166400046e-05	3.457521869653293e-09	0.0009056145218097	0.0002909581412341	-0.0009410431220524	8.465663995040248e-08	8.855621575621282e-07	-0.0003400355607028	0.0003439642181413	1.1831138336155585e-07	1.1562418254246759e-07	-0.0002449505658695	-0.0002458718669315	6.045297494839733e-08	6.000077971978824e-08	0.0	0.0	0.0	0.0	0.0	0.0
909.4635467152912	0.180768397607153	0.0326772135734577	827123.9428039566	1049.0826898390246	0.3596178749189676	1100574.490119883	0.1293250159612342	849.0437258731617	1.083864099839161	720875.2484445806	1.174761386920155	862.3274684081944	747.073028497995	1.05219	13.255709	0.1530080400168851	0.1165923542503397	0.125100309	-0.1336071777	-0.1470597041	0.069175858	0.002187211	-0.0948424195	0.119946606	-0.0275776114	-0.1808431128	0.0529058626	0.0624042542	0.1000404058	0.074632797	-0.1049244928	-0.1025783653	0.0137408237	-0.1085367938	0.1640605277	0.0997275333	-0.0588015462	-0.1814032933	0.1890271572	-0.017737502	-0.0867503832	0.0844592633	-0.0687362128	-0.0098076189	0.0476963808	0.0327011361	-0.1648465807	-0.0798717163	0.0592524826	-0.1137651315	-0.0445639925	-0.0541671087	-0.0517688093	0.1221649128	-0.0949844952	-0.0314682847	0.0789273309	0.0171874575	-0.0935548893	0.1126856827	-0.2281183119	0.0483840666	-0.009464901	0.0195404148	-0.0775175212	-0.2039005036	0.0934330123	-0.0343768757	0.1434307924	-0.0880725537	-0.0684464081	-0.0541603389	0.0915721134	-0.1079669156	0.056238684	0.1115644002	0.0053962129	0.0253164331	-0.2524449144	-0.0131955161	-0.2300584754	0.0131921878	0.0190908254	0.013319822	-0.094110822	0.0535298946	-0.0160900503	-0.252720523	-0.0091354195	-0.1220370293	-0.0409363646	-0.0775471615	-0.0139379062	-0.0737410444	0.0468094241	0.0744063957	0.1497707771	0.1310868562	-0.0517473570792361	6.013927418002663e-07	0.0026777889646859	3.6167322989004173e-13	-0.0610947086655642	-0.1128152024659669	0.0037325634269301	0.0127272699074371	-0.0300587049144382	3.472496335639799e-05	1.205823080103183e-09	0.0009035257411332	0.000950983185243	0.0006600250440088	9.04369018614922e-07	4.3563305871895036e-07	-0.0003400480554811	-1.2494778300008691e-08	1.5611948476636803e-16	1.1563268003647725e-07	-0.0001018378807603	0.0001431126851091	2.048124063916503e-08	1.0370953957749081e-08	0.0	0.0	0.0	0.0	0.0	0.0
909.0869112817126	-0.3766354335785991	0.1418542498269393	826439.0122637243	1047.6519896335865	-1.4307002054381428	1097574.6913832123	2.046903077840744	849.8493952493106	0.8056693761488987	722243.994605619	0.6491031436641556	863.1352863775644	753.1044864787457	1.070441	13.485649	0.1671080027118196	0.1155812762913335	0.0964071225	-0.1064846658	-0.1058510947	0.1024647296	-0.1400460269	-0.0739199849	0.1411361627	-0.0608508694	-0.0840652135	-0.114490508	-0.0098649487	0.1348590639	-0.0528581392	-0.0132614429	-0.0920960993	-0.1267740138	-0.2386956351	0.0942091772	-0.0295417215	0.0747865799	-0.1903353404	0.1272180536	0.0759930173	-0.0586069259	0.1219887658	-0.1240945505	-0.0167146314	-0.0303436154	-0.0024663673	-0.0481357353	-0.0368154352	0.0214604862	-0.1238867401	0.2363102592	0.0265520764	0.0275381175	0.0492957143	-0.0911136734	-0.1172601772	-0.0648707511	0.139421759	0.0894313863	0.0687765161	-0.3048879576	0.0311708703	0.0329974091	-0.0066926686	-0.0033146452	-0.1316414542	0.1215788052	-0.0915246212	-0.0390462373	-0.0936957907	-0.1236808916	0.0070283294	0.0404353678	-0.2004301852	-0.0542600985	0.1242035481	0.0575598785	0.0760428649	0.0084470774	0.0700911645	-0.1078107272	-0.0098895373	0.057793855	0.1517555536	-0.0285260473	-0.1533815659	0.1040657376	-0.0492732038	0.062483918	-0.1536424534	-0.1837919415	-0.2362791633	0.2153705676	-0.0675734166	0.0799719294	0.0947967061	0.1479655889	0.1242038795	-0.0516958176042976	5.153947493849453e-05	0.0026724575577768	2.6563174769357062e-09	0.0493949834953895	0.1104896921609537	0.0024398643945098	0.0122079720738223	-0.0299831817252993	7.552318913889994e-05	5.703752097710053e-09	0.0008989911863723	0.0003120308830961	-0.0006389523021468	9.736327200573205e-08	4.082600444188232e-07	-0.0006299845620365	-0.0002899365065554	8.406317783354953e-08	3.968805484043207e-07	9.909826827317104e-05	0.0002009361490334	4.0375335988401284e-08	9.820466774741381e-09	0.0	0.0	0.0	0.0	0.0	0.0
908.0441993117046	-1.0427119700079857	1.0872482523979343	824544.2679036347	1052.0350347422236	4.383045108637134	1106777.7143250715	19.211084424347906	849.8441745892693	-0.0052206600413455	722235.1210833164	2.725529126730245e-05	864.1823198430358	755.4923768458881	1.382705	17.419609	0.1543353226762219	0.0877537584578186	-0.0875829414	-0.1345048288	0.08293798	0.2307252709	0.0458970298	0.0309383802	-0.0590440466	-0.0898137948	0.0851488802	0.2019970621	-0.0096987534	0.2671401778	-0.099506759	0.0923547244	-0.0222909929	0.0611904788	-0.1396964714	-0.1079637492	-0.0335764689	0.0286204367	-0.2849296963	-0.0326669284	-0.0346368506	-0.006114019	-0.0796213667	-0.1724920502	0.0047188983	-0.06835748	0.0650781104	-0.0912565467	-0.0773420521	-0.1408774302	0.0530300377	0.062412038	-0.0640603552	-0.200051811	-0.0977726993	-0.0288503252	0.130907266	-0.1844171061	-0.0004966842	0.0002943834	0.0160287294	-0.1753124202	-0.0378668213	0.2430820128	0.226476133	-0.0448013778	0.0510764187	0.1087273699	-0.0532914627	-0.0833563021	-0.0727112566	-0.1006417539	-0.0639248276	-0.1533910496	0.0390015885	0.1845716723	-0.0210490864	0.0096690843	0.0247898617	-0.1481526521	0.0736118449	-0.0255693577	0.0837298268	-0.0296932317	-0.0842917508	0.0583030426	0.1266932497	0.1134409854	-0.067594337	0.0057885892	-0.001920057	-0.20712972	-0.1433287957	-0.0470184134	-0.0586386937	-0.1433511314	-0.0546367204	0.1459432408	0.1165920251	-0.0369427164666262	0.0147531011376714	0.0013647642999335	0.0002176539931783	-0.0320549429477523	-0.0814499264431418	0.0010275193673836	0.0066340905175932	-0.0465577023165337	-0.0165745205912344	0.0002747147328292	0.0021676196449949	-6.502472931561524e-05	-0.0003770556124117	4.228215422569032e-09	1.4217093485117365e-07	-0.0003989956771857	0.0002309888848508	5.3355864924616144e-08	1.5919755041287533e-07	-0.0001240127245478	-0.0002231109928209	4.97785151175594e-08	1.5379155849768514e-08	0.0	0.0	0.0	0.0	0.0	0.0
