global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
888.3986661919968	n/a	789252.1900917189	n/a	815.8250239172647	n/a	n/a	665570.4696496056	869.3008769713726	n/a	755684.0147031975	n/a	923.4391301767251	671.2051933476776	n/a	n/a	n/a	n/a	-0.2209442965	0.0099687467	0.0297354272	-0.2774666743	0.0708392998	-0.1184689561	-0.2338448046	0.0088461632	-0.0496112014	0.0992279463	-0.1930001695	0.1588864392	-0.1609175872	0.0570660112	-0.1389542564	0.0829350927	-0.1270865776	0.0145231427	-0.1062606212	0.0175878423	-0.1516902446	0.0917864411	-0.0163907592	0.1136291349	-0.2217769787	0.002929518	-0.1156032675	0.1810282388	-0.1541699491	0.2157324418	-0.0340100563	0.1690195804	-0.0721451865	0.0122694673	-0.3123601692	0.0625251967	0.1768683136	-0.0995328043	0.0022340479	0.0554084891	0.1168105301	-0.197252883	0.2474982722	-0.1619075266	0.10265995	-0.2433989539	0.0383779907	-0.1125297382	0.0684668605	-0.0932874906	0.1999014434	-0.1938871345	0.1497654241	-0.0288028507	0.1696413235	-0.0006918969	0.0211630325	-0.0643984996	0.0970347899	-0.1494466839	0.3601200908	-0.2320303691	0.064921534	-0.4686806043	0.0218713562	-0.0823073171	0.0566907197	-0.0671432855	0.0837410925	-0.0341648885	-0.1835794329	0.2225802478	-0.1112497329	0.0047884628	-0.1783024471	0.0103349634	-0.09770066	0.3817024151	-0.2411942303	0.2014273343	-0.1988471622	0.0950027042	-0.0828268268	0.1264091105	-0.1790003679	0.051302724	0.1561451084	0.1560591586	-0.0440158763613993	n/a	0.0019373973718619	n/a	0.0585216664131138	n/a	n/a	0.0034247854397677	-0.0223252619340712	n/a	0.0004984173204248	n/a	-0.0012720343293704	n/a	1.6180713350968037e-06	n/a	0.0016090831032746	n/a	n/a	2.589148433243817e-06	0.0006610231713928	n/a	4.36951633118195e-07	n/a	0.0	0.0	0.0	0.0
889.895494532177	1.4968283401802864	791913.991188668	2.2404950799668715	818.4696781690731	2.6446542518083334	6.994196111607896	669892.614082186	869.1467647749124	-0.1541121964602325	755416.098718697	0.0237505690977973	923.931138893952	682.3838269289802	1.493494	20.168522	0.1108479044408429	0.0725889154682067	-0.3534023934	-0.1780237596	-0.0355819079	0.0164087354	-0.1292264791	0.1335786639	-0.1879684552	-0.3251260568	-0.2021462905	-0.0767737401	-0.194098843	0.0375803657	-0.1629189128	0.1285786238	-0.1302165335	-0.1143789554	0.0048770092	0.1424925443	-0.1183452104	-0.0736717449	-0.2465945149	-0.1004578399	-0.0221485164	-0.0487831396	0.0629180756	-0.163676326	-0.3142461043	-0.0521819129	-0.2943208763	-0.0648429928	0.171045037	0.0364835426	0.1184422245	0.0549507475	-0.069770746	0.0153082034	0.2028214601	0.0123248483	0.0904234225	-0.0281924261	0.0166447629	-0.3067814514	0.0142676806	-0.4237773699	-0.0281850253	-0.2176174419	-0.0372571868	-0.0582802468	0.1828595619	-0.176125907	-0.0409057992	0.1331818961	0.2179470229	-0.0997946276	0.2035751576	0.0610802961	-0.0759441438	-0.0105675175	-0.0997707111	0.0981781805	-0.1865892688	0.154407139	-0.1533748855	-0.4998028441	-0.2834172712	-0.2297326323	0.0960783107	-0.1191389264	0.1302315217	-0.1288910055	-0.0111243738	0.0108457711	-0.0991592995	0.0524300721	-0.0842681544	0.0307200595	0.1866110523	-0.3100556105	0.064568243	-0.1585134897	0.0528963939	0.0673623245	0.1048534211	-0.3044619265	-0.0196158983	-0.0133726803	0.155915944	0.1551433414	-0.0437745740178741	0.0002413023435252	0.0019162133304463	5.82268209907537e-08	0.0462496550881894	-0.0122720113249244	0.000150602261959	0.0021390305957764	-0.0886130252635695	-0.0662877633294982	0.007852268246362	0.0043940675672275	-0.0010786227120788	0.0001934116172916	1.163426955012226e-06	3.740805370335238e-08	0.0020126704009231	0.0004035872976485	1.628827068232191e-07	4.050842142751953e-06	0.000617085537475	-4.393763391779995e-05	3.8079456056080964e-07	1.9305156742946047e-09	0.0	0.0	0.0	0.0
887.8330163271729	-2.0624782050041404	788247.464880606	4.253816346117101	818.169728434363	-0.2999497347100259	0.0899698433526149	669401.7045263593	868.4129204504269	-0.7338443244855171	754141.0004052395	0.5385274925796049	922.3299307975976	689.2992898119469	1.628677	21.994076	0.2368609993100144	0.1105967089069726	-0.2155890051	-0.088024664	-0.0945367099	0.0151951171	-0.2191249765	-0.1919160844	-0.1831334482	-0.1742240873	-0.1203542638	-0.167593865	0.0746218517	-0.2159446531	-0.0314066997	-0.0328567911	-0.1388417672	0.1464689876	0.0471539907	0.2305860035	0.0086028224	-0.0619270934	-0.0064456219	-0.1613718229	-0.1111201178	0.0160076229	-0.0022901902	-0.0463020561	0.1374779409	-0.1445138752	-0.0946064707	-0.0336884628	0.1995040296	0.0441270333	-0.0568776193	-0.3283846771	0.0977329931	-0.0691935987	0.0061029941	-0.0380803927	0.0844070684	-0.1275793089	-0.0504067322	-0.1469445483	-0.0646748826	0.0079880968	-0.1673606372	-0.1893387472	0.1503529083	0.0354751677	0.1295899561	0.0121981131	0.3297946662	0.2108486917	-0.2153695967	-0.1276230915	-0.2536856841	-0.0326038832	-0.1693937801	0.2509465823	-0.1180187409	-0.0511086173	-0.0195524395	0.2324513136	-0.1522998986	-0.1362202478	0.0182921746	-0.1509290078	0.1212258124	-0.0070260074	0.0096534736	0.0899428105	0.3849762242	0.1646052513	0.2066610367	-0.1127418006	0.0155613461	-0.3213108254	0.0346484838	-0.152656748	0.1311382802	0.0456559398	0.167014151	-0.2543286517	-0.0265409619	0.2291004972	0.0282879634	-0.2284651728	0.1554579513	0.1533170814	0.0003788355708138	0.0441534095886879	1.4351638971381765e-07	0.0019495235783064	0.0759278543368395	0.0296781992486501	0.0008807955106425	0.0057650390641963	-0.1073350539233359	-0.0187220286597663	0.0115208138007254	0.0003505143571371	0.0002692664543951	0.0013478891664738	7.250442346250848e-08	1.8168052050977049e-06	0.001142173637542	-0.0008704967633811	7.577646150569712e-07	1.3045606182959235e-06	0.0012848468438782	0.0006677613064032	1.6508314122237717e-06	4.459051623293084e-07	1.0	0.0	0.0	0.0
887.42541541116	-0.4076009160129388	787523.8679176698	0.1661385067345868	818.1350197902946	-0.0347086440684734	0.0012046899730719	669344.9106072657	868.8315368337729	0.4186163833460341	754868.2393969357	0.1752396764057138	923.147856627675	670.9177396021487	1.48635	20.07206	0.198164683935955	0.1148610041430864	-0.0717243635	-0.044231422	-0.02412803	-0.146536961	0.2024947624	-0.1728855852	-0.1896707031	0.0089243506	-0.0918558758	-0.0245494469	0.31624165	-0.2661041496	-0.0790665889	-0.1609593639	0.1205655356	0.078238066	-0.0208337304	-0.0714249623	-0.0259178628	-0.1052936372	0.0832066428	-0.0796196861	-0.0724094103	0.072321389	-0.1446024037	0.0458238829	0.0783513953	0.0135696022	0.1658983316	0.1715798689	-0.044129468	0.0345251704	0.0467082952	0.2148994251	-0.1286835823	-0.1260306405	0.031998357	0.0395733408	-0.0625727302	-0.0641064256	-0.0550175997	-0.0604320553	0.0742348422	0.2006171804	-0.2084922574	0.0953940292	0.1897126317	0.1098436831	-0.0345366821	0.1706757781	0.2544116876	0.0054294936	-0.1444689552	0.0092513494	0.0650097089	0.1058196324	-0.103034558	0.1191484637	-0.0049638457	-0.1437054273	-0.2955381726	-0.2530506338	-0.0447487668	0.0954350646	0.2641246408	-0.0812942683	0.0480181295	-0.0017084525	-0.1104370919	0.1436696024	0.2588798604	0.1707110175	0.0627479283	0.0393720839	-0.1704603944	-0.0658416057	0.0334762169	0.0521691096	-0.0594385804	-0.1063772553	-0.1217106421	0.1090049565	-0.2808169031	0.0011044111	-0.1663324504	0.1234991591	0.1547718027	0.1505910958	0.0205303043395304	0.0201514687687166	0.0004214933962737	0.0004060816935365	0.0847821226244605	0.0088542682876209	7.839806690917082e-05	0.007188008316709	-0.0832820259128084	0.0240530280105275	0.0069358958401416	0.0005785481564752	0.0008432402539419	0.0005739737995468	7.110541258680001e-07	3.294459225661903e-07	-0.0010178872921708	-0.0021600609297128	4.6658632200717256e-06	1.0360945395628035e-06	0.0014529304920004	0.0001680836481221	2.1110070145845243e-06	2.8252112766067506e-08	0.0	0.0	0.0	0.0
886.6948985330438	-0.730516878116191	786227.8430845249	0.5336549092126259	817.5646979309792	-0.5703218593154133	0.3252670232129901	668412.0353029732	870.8772987287069	2.045761894934003	758427.2694410095	4.185141730763963	923.3795299155438	666.8378887755595	1.193363	16.115484	0.1550123535880808	0.0811582509458888	-0.0319019365	-0.1337026999	0.0345378237	-0.0657045971	-0.0878797049	-0.1145605576	-0.1632501336	-0.0125385407	-0.0479037696	0.02318006	0.1984225374	-0.091557305	0.0816381921	0.235430161	-0.037746936	-0.0086827922	0.0900417025	-0.1544524307	-0.2468811588	-0.0608291809	0.1615314799	0.1014592205	0.1576822692	-0.0651369984	-0.0998129651	-0.019567827	0.0419911447	-0.2563654903	0.0450520917	0.1146019278	-0.0141986085	0.0030681069	0.1157124132	0.1250974362	0.2062841492	0.0470465727	0.0788654446	0.0054038095	0.0057097586	0.1653191445	0.1014101822	-0.0822400483	0.11494803	0.1328073987	-0.0600339704	0.032477473	0.0806304135	0.1173467241	0.2097339084	0.2217795537	-0.0147400026	-0.0815558042	-0.0892113931	-0.0229285067	-0.0530709632	-0.0488129	0.1624399293	-0.1892916707	0.0512065357	0.0830044295	0.085368016	0.0121282866	0.0308871997	0.0231293526	0.1497643063	-0.0300252729	0.0782349896	-0.0604426096	-0.0479501237	0.114307372	0.10517928	0.0830433132	-0.0393963852	0.0950928926	0.0174669842	0.068231687	-0.1681047101	0.1499349858	0.0052256206	-0.1236955519	0.1039113012	0.0922969626	0.1665062248	-0.1053877541	0.1084977699	-0.0460648625	0.1538585052	0.1469813818	0.0162455575162425	-0.0042847468232878	0.0002639181390135	1.835905533967574e-05	0.0503856329752494	-0.0343964896492111	0.0011831185001882	0.0025387120103165	-0.0368589438932218	0.0464230820195865	0.0013585817449236	0.0021551025441972	1.4901316481795738e-05	-0.0008283389374601	2.220492328906373e-10	6.861453953125346e-07	-0.0006329912220399	0.0003848960701309	1.4814498480221075e-07	4.00677887179566e-07	0.0012680047976715	-0.0001849256943289	1.6078361669179417e-06	3.419751242302575e-08	0.0	0.0	0.0	0.0
884.7402855294365	-1.9546130036072784	782765.3728387088	3.8205119938706655	812.2969512939453	-5.267746637033838	27.74915463198131	659826.3370814382	867.7049587289083	-3.1723399997986235	752911.8954027365	10.06374107432233	920.676059074266	667.8175901814701	1.198903	16.19029	0.1324515471305221	0.0753296514823096	-0.0465794572	0.0031613177	0.0538947731	0.1743058494	-0.0281485469	-0.2390087782	0.0335230003	0.1230809631	0.1165664949	0.1712829229	0.0866785298	-0.1091878979	0.257425586	0.136994776	-0.1910780498	-0.0203736388	0.0251725149	0.2111428638	0.0086618078	-0.070486607	0.3354708029	-0.0027408602	-0.1981589318	-0.1185272604	-0.0782604762	-0.0371242018	-0.1568796595	-0.0538710782	0.0889619318	0.0217144473	-0.0923864476	-0.0453524703	0.1012915922	-0.0573871385	-0.0196883363	-0.2652092435	-0.1248320563	-0.1092504538	-0.0407440103	0.0563480243	0.1349441439	0.058189023	0.0003264105	0.2566909664	-0.0941055118	-0.090607619	-0.0025671932	0.1863672334	0.0742803448	-0.0707738925	-0.2028575704	0.0350073103	0.0367789775	-0.2275461087	0.0052497432	0.3053300686	0.1394152795	-0.1115882916	0.0369959679	-0.0605778533	-0.1016524597	0.0858375078	0.0023370517	0.0965794878	0.1160341298	-0.1214217061	0.1897861482	0.1472182016	-0.0747336245	-0.0053763823	0.1636841924	-0.0010094427	-0.2287711923	0.0348836482	0.0822353739	0.1581973974	-0.1634478314	-0.1777970695	0.1039793325	0.0570833308	0.0139911335	0.0390667246	0.0057487516	0.1161250788	0.0542932514	0.2080076997	0.152719399	0.1425091225	-0.0023515999241539	-0.0185971574403964	5.530022203280628e-06	0.0003458542648628	0.0389701823028758	-0.0114154506723736	0.0001303125140533	0.0015186751087193	-0.0543573341660987	-0.0174983902728768	0.0029547197776449	0.0003061936621419	0.0011961154310743	0.0011812141145925	1.4306921244540583e-06	1.3952667845125536e-06	-0.0001897872492091	0.0004432039728308	1.964297615330045e-07	3.6019199962357026e-08	0.0011936119101973	-7.439288747419998e-05	1.4247093921648473e-06	5.53430170674898e-09	0.0	0.0	0.0	0.0
881.7219987781232	-3.018286751313326	777433.6831292886	9.11005491315355	810.0548464309337	-2.2421048630116047	5.027034216740287	656188.8542262436	867.5183563232422	-0.1866024056661217	752588.0985577798	0.0348204578003838	919.1948355955906	667.7796770236977	1.325208	17.895954	0.0980971932473178	0.047815066204981	0.1492604305	0.0889120411	-0.1204738938	0.1102101082	-0.1725906904	-0.0688583275	0.1758041784	0.0691173363	0.0996150336	0.0981450553	0.0858960133	0.0851614559	0.0587476547	0.0421918321	-0.0341095671	0.0062097877	-0.1612228195	0.0994390031	0.0429944962	0.2183113624	0.220112427	0.0057659187	-0.045806246	-0.0597285635	-0.026191149	0.0319950175	0.0864514177	0.1549433934	-0.0153161953	-0.2737496024	0.0171768642	0.1095141403	-0.0797218919	0.1258056766	0.0034315697	0.0439299761	0.0068485161	0.0585563524	0.0693799103	-0.1328608644	0.0651087923	0.164709019	-0.0935989741	0.1352264961	0.1463697427	-0.1502342923	0.0296728238	0.0762728965	-0.0361659022	-0.0288433626	0.0603413145	0.0351659728	-0.0226050619	-0.0403859306	0.1224949995	0.0918269091	-0.0738219866	-0.1631061833	0.0276320791	-0.043464335	-0.1221505998	-0.0127734064	0.0179006831	0.1380360747	-0.0323199897	-0.1543001917	0.086250557	0.1773626481	-0.0703980272	0.0964490743	-0.1404091444	0.0777425568	-0.1707800887	-1.20223e-05	0.0767890905	0.014284996	0.0170785094	-0.0209562426	0.1440399128	-0.0986245434	-0.0353724889	0.0978431713	0.092386333	0.1167959252	0.0731635347	-0.0269371309	0.1513561561	0.1372005631	-0.0082275693381745	-0.0058759694140205	6.769289721446917e-05	3.452701655450558e-05	0.0707002240251597	0.0317300417222839	0.0010067955476978	0.0049985216772077	-0.0201329293475254	0.0342244048185732	0.0004053348441124	0.0011713098851855	0.0013898046121809	0.0001936891811066	1.931556860039302e-06	3.751549887774535e-08	-0.0005116781805247	-0.0003218909313156	1.0361377166322433e-07	2.618145604250675e-07	0.0011838564767707	-9.755433426599912e-06	1.401516157591935e-06	9.516848134082289e-11	0.0	0.0	0.0	0.0
881.0322444064977	-0.6897543716254404	776217.8156839508	0.4757610931764061	808.778655429219	-1.2761910017146647	1.6286634728574794	654122.9134778954	865.8515577021334	-1.6667986211087964	749698.9199752108	2.778217643330185	918.7567452710792	652.3816072438655	1.255784	16.958437	0.1366900370734222	0.0592477254250266	0.1936760806	-0.0606109844	0.1305376164	0.1042196644	-0.0068945975	0.050867029	0.1679515324	0.0986755717	0.0717162369	0.096695654	-0.0904650379	-0.1584146088	-0.0014207983	0.1346003191	0.0891107709	-0.0745979035	0.0316524931	0.0149410987	0.2079943997	-0.0792823857	0.196136011	-0.0703694121	-0.0858348549	-0.2766439593	-0.058515391	-0.0623173036	0.0125527812	-0.1757348705	0.0987476404	-0.0515998811	0.2393020644	-0.0898356487	-0.0411381154	0.0812373789	-0.0708357134	0.0416708333	-0.0159558905	-0.0027684761	0.1336437648	-0.0111505316	0.0434072494	0.1597648386	-0.1168562997	0.185539585	-0.0549544308	-0.1662715008	0.0423956944	-0.0727914538	-0.024294853	0.0527915938	-0.0566148256	0.2858382169	-0.0286397619	0.0190704521	0.1283200372	0.0041063083	0.0730675472	-0.0709749417	0.0599431105	-0.0937294179	0.0526615436	0.0750784129	-0.0526511949	0.136053384	0.0387288625	-0.2120807559	0.0226956305	0.1124630895	-0.0339463936	0.1239819764	0.0732720127	-0.1708513463	-0.1442984615	-0.0683190414	0.1008138832	0.0346862037	0.1816986768	-0.0114518565	0.0001499248	0.0694167633	-0.0531199507	-0.0184379218	-0.0584483379	0.0605116636	-0.0919347889	0.0164536748	0.1497707771	0.1310868562	0.0039755010844402	0.0122030704226147	1.5804608872385205e-05	0.0001489149277392	0.1011449167661027	0.0304446927409429	0.0009268793160904	0.0102302941876218	-0.06141242617295	-0.0412794968254246	0.003771486088448	0.0017039968581602	0.0009405768367276	-0.0004492277754533	8.846847857884984e-07	2.0180559423872058e-07	-0.0001108470992481	0.0004008310812766	1.6066555571736834e-07	1.2287079411718132e-08	0.0013890531617296	0.0002051966849589	1.929468686110998e-06	4.210567951812209e-08	0.0	0.0	0.0	0.0
880.6640713737102	-0.3681730327875812	775569.2066085193	0.1355513820720053	808.2785266388295	-0.5001287903895673	0.2501288069765317	653314.176625437	867.253612793598	1.4020550914646035	752128.828903548	1.9657584795018184	919.1312651037828	650.0920337897777	1.360169	18.368076	0.1475603838878892	0.0818453794826319	0.169954995	0.2791180228	0.0184314114	0.174246441	0.0043010003	0.0977268699	0.2779148537	0.0599137986	0.0054840985	-0.0202938558	0.0571181029	-0.039036063	-0.083662595	0.0276413607	-0.0280146008	0.0662723414	-0.021769094	0.102682535	0.104174896	0.1559506698	-0.0016775101	0.0768298343	-0.033441898	0.0955160206	0.3813561568	0.1129375397	-0.0106086158	-0.0881804782	0.0996329209	0.0784235865	0.1416506824	0.029909923	-0.0969539964	0.0843333674	-0.0063183211	0.0372080905	-0.0298730438	-0.0668250923	0.1060095177	0.1198260651	0.1896214151	0.223188735	-0.1290172197	0.0933932938	0.0409608509	0.1524077126	0.1071537415	0.0034701509	0.1315289975	-0.0836863867	-0.0532780549	-0.0200376433	-0.0250686297	0.0849670206	0.1070226223	-0.1497271817	-0.2191392886	-0.0088849106	-0.0906033786	0.1165374794	0.0313050229	-0.0947118371	0.0509252963	0.2814881672	-0.0655259319	-0.1363199916	0.1652268455	-0.0832497215	0.0698480335	-0.0086253231	-0.1612899811	-0.1130783659	0.0698628722	-0.1630284985	-0.019661738	-0.2004931141	0.0264139227	0.1935715005	-0.0605955793	-0.216863446	-0.1292457693	0.021249396	-0.0013335509	-0.0380340628	0.0779420761	0.0781361088	0.1479655889	0.1242038795	0.0322337474882914	0.0282582464038512	0.0010390144771389	0.0007985284898207	0.101505618520008	0.0003607017539053	1.301057552703627e-07	0.0103033905911293	0.0058342158290827	0.0672466420020327	3.403807434031914e-05	0.0045221108605495	0.0009557255426765	1.5148705948900016e-05	9.134113129242904e-07	2.2948329192623876e-10	-0.000889222749991	-0.0007783756507429	6.05868653669433e-07	7.907170991015566e-07	0.0016294246795998	0.0002403715178701	2.655024786488911e-06	5.777846660322384e-08	0.0	0.0	0.0	0.0
880.4279947200528	-0.2360766536573919	775153.4538867732	0.0557321864020721	808.919875167137	0.6413485283075033	0.4113279347622004	654351.3644404165	866.48426339061	-0.7693494029880412	750794.9787035679	0.5918985038780554	918.6491310268152	647.647722515707	1.403583	18.954348	0.1249790903503281	0.0742401155131944	0.3139696172	-0.0535753393	-0.101251015	0.0338725135	0.1124864091	-0.044121292	0.2555699194	0.0918435309	-0.0862855025	-0.0005665987	-0.0459656171	-0.1074588586	0.0018069924	-0.1565475847	0.2036012137	0.0966820005	-0.0021171878	-0.0004540663	0.2194776439	0.1197313152	0.0749166947	-0.0426515146	0.2854144983	0.1026276147	-0.0058602363	-0.0040911153	-0.0109228298	-0.0706335877	0.0235395987	-0.0134412686	0.0115301852	0.1166724467	0.0655904137	-0.1119163891	-0.0242209232	-0.0377227518	-0.0730416342	0.0635001159	-0.1485491133	-0.1135345483	0.0439326256	0.2453952457	-0.1508066175	-0.0617032496	-0.0611073512	0.0052612594	-0.059700262	-0.1958387873	0.088128252	0.0452061927	-0.0190197702	-0.1268535394	0.0098682285	0.0816078579	0.0511939727	0.1031251917	0.0251546869	0.0121095276	0.0113268701	-0.0446083211	0.0268133974	-0.0234930074	0.1122922353	0.165785216	-0.0920446198	-0.2124701041	-0.1382694584	-0.1631758698	0.0199762417	0.0451605757	-0.0732236395	-0.0119747322	0.0330551768	-0.0930279228	0.0687499523	0.1041594615	-0.0604898171	0.0168113332	-0.1576532166	0.141048822	-0.1526135021	-0.0609367957	0.0626653165	0.0495172946	0.0500019308	-0.0731338037	0.1459432408	0.1165920251	0.0232740513500715	-0.0089596961382199	0.0005416814662457	8.02761548892326e-05	0.0976456832095777	-0.0038599353104303	1.4899100600706668e-05	0.0095346794494652	0.0498212681328453	0.0439870523037626	0.0024821587583648	0.0019348607703739	8.6956956470994e-05	-0.0008687685862055	7.561512278698346e-09	7.547588563775138e-07	-0.0006799408589077	0.0002092818910833	4.379890993540224e-08	4.623195716121409e-07	0.0013440270249303	-0.0002853976546695	1.8064086437429933e-06	8.145182129085116e-08	0.0	0.0	0.0	0.0
