global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
911.7903967921408	n/a	831361.7276823695	n/a	892.434583467997	n/a	n/a	796439.4857696972	842.41734401679	n/a	n/a	709666.9815003028	906.7634366147488	662.0016816946587	n/a	n/a	n/a	n/a	-0.0323651449	0.1456420887	-0.0376509896	0.1266905381	-0.1117518068	-0.0198213976	0.1439008069	-0.0011546027	0.114952261	-0.0072216717	-0.0075731217	0.0225365897	-0.0752792591	0.1106667998	-0.061303926	0.03154467	0.0011346349	-0.0488330549	0.1000477275	-0.121846726	0.0367508	-0.0348672313	0.0459218504	0.0398248734	-0.0892196979	0.0081955228	-0.0038184428	0.0823695491	-0.0549098475	0.3149464354	-0.228798854	0.1264147966	-0.0560671084	0.0463495817	-0.0444952547	0.0918117358	-0.0570983385	0.0916726104	-0.0344129729	0.0438786399	-0.0244342364	-0.0512654687	0.061044062	-0.0489297136	-0.0808450458	-0.0057118644	0.0693689754	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.075204248949376	n/a	n/a	0.0056556790600397	-0.4417107092010894	n/a	0.1951083506229293	n/a	-0.4288477477808499	n/a	n/a	0.1839103907767074	-0.0054351185518529	n/a	n/a	2.9540513672695567e-05	0.0013219093521128	n/a	n/a	1.7474443352032828e-06	-0.0029069364740206	n/a	n/a	8.450279663991318e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
908.0115277884072	-3.778869003733576	824484.9345966374	14.279850947378383	890.1445877610939	-2.289995706903028	5.244080337634299	792357.3871203678	841.7018758462244	-0.7154681705656003	0.511894703092487	708462.047803053	905.2723764760924	667.4737857026189	0.898703	26.628893	0.2330991844462966	0.1150189062291314	0.0018406218	0.2157442634	-0.0209870835	0.1520606666	-0.1678229522	-0.0119356425	0.2452805271	0.0046086599	0.0319324007	-0.0068064309	-0.0121613013	-0.0221369622	-0.1757180189	0.1281280036	-0.0822575811	0.0785282708	0.0170264343	-0.0616621269	0.1240390904	-0.1704811885	0.0508661529	-0.0170588033	0.071571365	0.0589016674	-0.1003401172	0.0244605635	0.0140557879	0.1074443412	-0.0163564272	0.3031765329	-0.2747930256	0.1730520868	-0.0470864681	0.0706679923	0.0080145958	0.0496549845	-0.0569583952	0.0841133025	0.0492456704	0.076639893	0.0193937904	0.0005292298	-0.0149726315	-0.1593103991	-0.0918484754	0.0701925466	0.0699294281	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0748703457644524	0.0003339031849236	1.1149133690212429e-07	0.0056055686748886	-0.4973997455460619	-0.0556890363449725	0.2474065068692871	0.0031012687690316	-0.5080161615547354	-0.0791684137738855	0.0062676377394731	0.258080420400807	-0.0065133425017691	-0.0010782239499162	1.1625668861728924e-06	4.242363054535176e-05	0.0017831275925439	0.000461218240431	2.127222653063599e-07	3.1795440112914046e-06	-0.0024882220415176	0.0004187144325029	1.753217759863091e-07	6.191248927894014e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.0693642025448	-2.9421635858624318	819150.5540179986	8.656326565974881	890.441729075577	0.2971413144830421	0.0882929607727101	792886.4728791033	839.878386217963	-1.8234896282614272	3.325114424376998	705395.7036360898	903.7790038959848	656.4601542909628	1.057558	31.335808	0.3708888747730493	0.2451570927181331	-0.0709336971	0.1982200437	-0.0587119676	0.0133030126	-0.2029489792	-0.0109063075	0.1671653858	0.0161712468	0.0607793897	-0.032966085	-0.0161695643	-0.0184860285	-0.2326005484	0.134140235	0.0391240727	0.058988852	0.0130851199	-0.1020815309	0.1040307542	-0.160602011	0.0549886978	-0.0834149029	0.0874253654	0.0201861357	-0.0862088195	-0.0074943416	-0.012759071	0.0997671806	-0.0667830913	0.3497226573	-0.2488084798	0.1485920461	-0.0388997107	0.0506438296	-0.0140799654	-0.0052992449	0.0560510058	0.0911388939	0.043556461	0.0870207124	0.0450797846	-0.1097312929	0.0490073337	0.0241792063	0.0559974475	-0.0689297645	0.0423105056	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0600252642928893	0.014845081471563	0.0002203764438973	0.0036030323534312	-0.3874696004390188	0.1099301451070431	0.1501326912643728	0.0120846368032555	-0.2904280401889423	0.217588121365793	0.0473445905594951	0.0843484465279898	-0.0064427589238201	7.058357794900022e-05	4.982041476082591e-09	4.150914255046353e-05	0.0020447738999118	0.0002616463073679	6.845879015925769e-08	4.1811003017605126e-06	-0.0022499413902615	0.0002382806512561	5.677766876303128e-08	5.062236259611851e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
898.8652261602485	-6.204138042296222	807958.6948001147	38.4913288478672	870.7712664659994	-19.67046260957761	386.92709927479086	758242.5985028005	840.6428980645499	0.7645118465868563	0.584478363571645	706680.4820663652	900.4099260980083	629.0384570123902	1.817692	53.858841	0.7359516294896067	0.5024350515826812	0.0797344131	0.0994941547	0.0103580192	-0.0120703541	-0.125663407	0.149957624	0.1179453837	0.0239837024	-0.2621810986	-0.0264710922	0.0263821764	0.0283386526	-0.1998162115	0.003641393	-0.0236615672	-0.0527511775	0.0792181251	0.0252249712	0.0677003857	-0.0637486655	0.0041213269	-0.0037874949	0.1051225845	0.0913177276	-0.0159405879	0.0196684748	-0.0004541578	0.0564612547	0.0585049524	0.0874085718	-0.0500902794	0.1866908931	0.1064925045	-0.1638733738	0.4228900721	-0.4094813849	0.0995839451	-0.1763592166	0.0295164201	-0.261896226	-0.1524781841	0.0295234662	0.0577501655	0.1851900301	0.2285901132	0.0911863732	-0.3051305502	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.013975289655363	0.0460499746375262	0.0021206001641168	0.0001953087209512	0.0452818697065993	0.4327514701456181	0.0020504477241254	0.1872738349131938	-0.280110500283385	0.0103175399055572	0.0001064516297027	0.0784618923690082	-0.0017789164279039	0.0046638424959162	2.175142682671385e-05	3.1645436574663715e-06	0.0020787972914764	3.402339156459997e-05	1.157591173558092e-09	4.321398179049618e-06	-0.0020111543817242	0.0002387870085373	5.701923544619261e-08	4.0447419471284485e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.5275433398556	1.6623171796070435	810949.8563137155	2.7632984056167165	863.2210279050512	-7.550238560948173	57.006102327228746	745150.5430174532	840.5605324933525	-0.0823655711973287	0.0067840873186622	706542.0087855083	897.6878475201336	654.6288650166681	1.675964	49.659401	1.586630089192399	1.139246747589553	0.1999197406	0.012607121	0.1659090806	-0.0273414527	0.062352006	0.2398532628	-0.0376114205	-0.0178746007	-0.2729114738	-0.0393649998	0.1366167669	0.0391231942	0.0930131727	0.0017432883	-0.0232099856	-0.0659701028	0.1495433434	0.1565900254	0.0057549626	0.0494794689	-0.064241476	0.0931920915	-0.0494997414	0.1831145438	0.0516432804	0.0540940176	0.0087146513	-0.106346588	0.1416356114	-0.3646367148	-0.0204023379	0.0809285906	-0.0039073325	-0.1820619276	0.4285800656	-0.2464837596	-0.0137691029	-0.0599669377	-0.0405734344	0.2636221857	0.1540199372	-0.1235886449	-0.130021167	-0.1453123196	-0.1533529783	0.0039274865	0.2751326823	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0279595235302423	0.0419348131856053	0.0017585285569116	0.0007817349560381	0.1911981930603019	0.1459163233537025	0.0365567490295244	0.0212915734210622	-0.570492402964291	-0.290381902680906	0.0843216494045831	0.325461581839971	0.0192794544866409	0.0210583709145448	0.0004434549855745	0.0003716973653024	0.0011301695538756	-0.0009486277376008	8.998945845456126e-07	1.2772832205073729e-06	-0.0021720967290223	-0.0001609423472981	2.5902439153822328e-08	4.718004200229375e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
908.5037028771562	7.976159537300646	825378.9781415042	63.61912096447205	888.1962073714277	24.97517946637652	623.7595893777152	788892.5027889882	840.5211310172257	-0.0394014761268408	0.001552476320974	706475.7716864763	903.2593206088524	669.2329899658681	1.725735	51.134113	1.2050920487426875	0.698246478001182	0.0955174796	-0.0419922063	0.021154228	-0.0529215771	0.0908509143	0.0191895793	-0.1045847318	-0.000627786	0.1013463634	-0.0447665142	0.0733934021	0.0275085198	0.1104044147	-0.0029453882	0.0551952385	-0.0377188255	0.0567213179	0.0378999981	-0.04725362	0.0408881103	-0.0138709092	-0.0072659739	-0.0381260019	0.0758207463	0.0367444166	0.0008693531	0.0068663894	-0.0848258605	0.0145675708	-0.1628928564	0.1138085109	-0.113084222	-0.0362002622	0.0738506869	-0.089674822	0.1091235928	0.0737667303	0.1200244737	-0.0105341597	0.3001071944	0.0274496224	-0.2331724211	0.4069191438	-0.0219040363	0.1383880117	-0.031806802	-0.347531732	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0212295515987079	-0.0067299719315344	4.52925221992409e-05	0.0004506938610822	-0.1739979213382412	-0.3651961143985431	0.0302752766300287	0.1333682019717937	-0.2788779421380809	0.2916144608262101	0.0850389937629612	0.0777729066111708	0.009435199392129	-0.0098442550945119	9.69093583658235e-05	8.902298756923145e-05	0.0006742721247252	-0.0004558974291504	2.0784246590594402e-07	4.546428981814356e-07	-0.0016412192209566	0.0005308775080657	2.8183092857004746e-07	2.693600531237389e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
906.8163405061008	-1.6873623710554284	822315.8754088766	2.8471917712537973	884.3505623250696	-3.845645046358072	14.78898582257838	782075.9170846669	839.7830996396668	-0.7380313775588547	0.5446903142614208	705235.6544404066	902.0313514841451	664.8638598665278	0.956598	28.344341	0.1506407346284317	0.1051111891660368	0.1167533474	-0.0747944462	0.0442414231	-0.0135599036	0.0804328897	0.0535693098	-0.0989131481	-0.0406707704	0.0685810939	-0.0484226736	0.066144923	0.043200235	0.1155599949	-0.0266484406	-0.0147705657	-0.0307366825	0.0686290081	0.0693907277	-0.0481886671	0.0685688918	-0.046498583	0.0198464114	-0.0533664484	0.0666523468	0.0516257653	0.0078740447	-0.0001119219	-0.0458725411	0.0164686436	-0.140481982	0.1246990981	-0.1097299298	-0.0120906022	-0.007714568	-0.0297304458	0.0609110202	0.0045889963	0.0736666355	-0.0184974374	0.029037843	-0.0205750012	-0.0005657611	0.1255990536	-0.0696731627	-0.0160178212	-0.0589408281	-0.1118184363	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0144353293282222	-0.0067942222704856	4.616145626076384e-05	0.0002083787328142	-0.1425434751631229	0.0314544461751183	0.0203186423115798	0.0009893821841834	-0.2852447055101237	-0.0063667633720427	4.053567583558559e-05	0.0813645420215572	0.0074697305613571	-0.0019654688307719	3.863067724735859e-06	5.579687465927225e-05	0.0007656446737116	9.13725489864e-05	8.348942708272068e-09	5.862117663829423e-07	-0.001704883897414	-6.366467645740003e-05	4.053191028425425e-09	2.9066291036615506e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
909.1784272155636	2.362086709462801	826605.4125141659	5.579453623020803	887.606106702311	3.2555443772413355	10.598569192187677	787844.6006552342	840.9692161529663	1.186116513299453	1.4068723831216512	707229.2225169345	903.7538009483376	667.9825463754199	0.952241	28.215244	0.2786925571242654	0.197998898683209	0.0125036892	-0.0115271376	-0.0004078017	-0.0286315215	0.0166139983	0.016394295	-0.041598844	0.0143077604	0.0585455027	-0.0096739365	0.0450116819	-0.0089221426	0.0363410431	0.0036209957	0.0439047233	0.0532860538	0.0209521497	0.0209353098	-0.0302854832	0.0076713691	-0.0038075735	0.0134289617	-0.0331638946	0.0130625455	0.0112245835	-0.0061845584	0.0119751438	-0.0071498103	-0.0202658956	-0.0209057436	0.0530358767	-0.0684121575	-0.0011123494	0.0651079828	-0.0912052842	0.0807164493	-0.0153244472	0.0244801395	0.0048488142	0.0453400946	0.0299876057	0.0682174471	-0.0242779903	-0.0210249009	-0.0101432616	-0.0261129896	0.0494386008	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0209452688893492	-0.0353805982175714	0.0012517867302332	0.0004387042888471	-0.1464085432780422	-0.0038650681149192	0.0214354615447983	1.4938751532965796e-05	-0.2876674323640884	-0.0024227268539647	5.869605408921782e-06	0.0827525516429473	0.0036843164853286	-0.0037854140760284	1.4329359726994696e-05	1.357418796406409e-05	0.0012751851074377	0.0005095404337261	2.596314536017822e-07	1.6260970582308988e-06	-0.0012593551284124	0.0004455287690015	1.9849588400808105e-07	1.5859753394586126e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
907.952278398898	-1.2261488166656136	824377.3398497499	1.5034409206104844	883.4626373171961	-4.143469385114827	17.16833854538384	780506.2315354557	838.6689663638971	-2.3002497890691984	5.291149092112891	703365.6351418876	902.1152839048692	662.1980224899855	0.776464	23.006887	0.1436091135977057	0.0695033678336343	0.0410670188	-0.0331138959	-0.0043374334	0.0039944605	0.048517491	0.0422026765	-0.0464168367	-0.0483483753	-0.0044541306	-0.0462625345	0.0028487233	0.0242989561	0.0706636747	-0.022142974	-0.0104281665	-0.013060837	0.0391706624	0.0210903029	-0.0176353222	0.0377079665	-0.0160819297	-0.0118918747	-0.0289562133	0.0280660614	0.016790992	-0.0026378151	0.0002364743	-0.0179156466	-0.0107347921	-0.0413642019	0.08278834	-0.0783987524	-0.0332614565	-0.0370691457	-0.0775947851	0.0626474465	-0.0057558762	-0.0022603572	0.0021537233	-0.0094416745	-0.0361649239	0.0463218975	0.0755508616	0.056037285	0.0531808983	0.0070092012	0.0120839085	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0128030194313026	0.0081422494580466	6.629622623706018e-05	0.0001639173065583	-0.1264494715640012	0.019959071714041	0.0159894688588151	0.0003983645436862	-0.2303110526444953	0.0573563797195931	0.0032897542945381	0.0530431809702154	0.0041768055272019	0.0004924890418732	2.425454563652806e-07	1.744570441206434e-05	0.0016161931405687	0.0003410080331309	1.1628647865987317e-07	2.6120802676213178e-06	-0.0015888863075286	-0.0003295311791162	1.0859079800971313e-07	2.524559698251869e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
909.4745244296618	1.5222460307637675	827143.9105865594	2.317232978176045	887.7748698716975	4.312232554501406	18.595349604101724	788144.2195757095	839.3264596121652	0.6574932482681106	0.4322973715181513	704468.9058050916	903.4801210945036	665.0661804310284	0.7341539999999999	21.753231	0.0428110050315605	0.0227623099130983	0.0178708635	-0.0481599739	0.0003592637	-0.0165935546	0.0351237785	0.012701118	-0.0680320914	-0.0162843131	0.0655142746	-0.0308886283	0.0158517186	0.0281293376	0.0850557721	-0.0503067234	0.0197394997	0.0132107727	0.0188358966	0.0142731541	-0.0329015974	0.0560984398	-0.0198576264	0.0109310459	-0.023435176	0.0077945851	0.0312877566	-0.001633023	0.0058622164	-0.0064821077	-0.009441594	-0.0458033435	0.0582558704	-0.0765856824	0.0316652751	0.0750811966	-0.1030361772	0.0607084073	0.0001287672	-0.0073030306	-0.0183639147	-0.0310300573	0.0122241545	0.0425734797	-0.0619288136	0.0143158067	-0.013475649	-0.0702562117	0.0363123749	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0089537707165305	0.0038492487147721	1.4816715668174669e-05	8.01700100441991e-05	-0.1236320174233895	0.0028174541406116	0.0152848757321772	7.938047834449933e-06	-0.2235072894805085	0.0068037631639868	4.629119319162387e-05	0.0499555084509238	0.003881067336718	-0.0002957381904838	8.746107731069137e-08	1.506268367213935e-05	0.0013264250139184	-0.0002897681266503	8.396556722242429e-08	1.759403317548428e-06	-0.001587581844419	1.3044631096000795e-06	1.701624004307509e-12	2.5204161127288338e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
