global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
968.5721380226216	n/a	n/a	938131.9865537124	1044.783661813447	n/a	n/a	1091572.899992315	939.1989780950656	n/a	n/a	882094.7204548155	955.4041386338112	751.9367429771099	n/a	n/a	n/a	n/a	-0.0736198971	-0.081419312	0.0918136062	-0.1098786438	-0.0423778591	-0.0042169129	0.133731066	-0.1901056113	0.0468533887	0.0849396955	-0.017487446	0.1187266339	0.1728415252	-0.0227314356	0.0757247439	-0.1370764211	0.10109289	-0.0403541609	0.0043186192	-0.0096884521	0.0569339835	-0.0861072354	-0.1722380594	0.1178279072	-0.0023357709	0.1242396638	-0.0093430347	0.0171765116	-0.1070601232	0.0236102298	-0.0601830066	0.0009199335	0.073327879	-0.1481297971	0.0566074918	-0.0027141968	-0.050355067	0.0114524931	0.1617530644	-0.1162880121	0.1224317837	-0.0416763685	-0.0307113548	0.1533825784	-0.0565426248	0.122142438	0.189748215	-0.0557093707	0.0151798092	-0.0721172867	0.0860461469	-0.0573998833	0.0346643195	-0.003683036	0.0698047441	-0.0889055633	0.1177550687	-0.1639320127	0.0477094799	-0.11476734	0.0636629391	-0.0134045646	0.0432552724	-0.056827597	0.0412024391	-0.0384418626	0.0107430349	-0.0177668027	0.0205452142	-0.0828434116	-0.0194085296	0.223572654	0.2659241069	-0.0736160016	0.0455204442	0.0288264062	-0.2017787626	0.0604112082	-0.0801031154	0.182334276	-0.1028461546	0.0231416098	-0.1846417623	0.0764193721	-0.0610222826	0.0595419593	-0.0127276164	0.074250846	-0.1377237919	-0.0552065801	0.0579203931	-0.1172551945	0.0390014015	-0.0901787778	0.1185924639	-0.2011117328	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0374852897685968	n/a	0.0014051469490356	n/a	0.0587812066161177	n/a	0.0034552302512467	n/a	0.0133376273823273	n/a	n/a	0.0001778923041898	0.0013446708573151	n/a	n/a	1.8081397145125265e-06	-0.0006182192892407	n/a	n/a	3.821950895892763e-07	-0.0010690841561443	n/a	1.1429409329187702e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
967.031311237355	-1.5408267852666313	2.374147182195101	935149.556913438	1033.7201961170542	-11.063465696392768	122.40027321525952	1068577.443860281	941.2950018324774	2.0960237374117696	4.393315507793603	886036.2804748036	956.3678187508596	741.9321330667556	1.135094	22.154768	0.1253725385805256	0.0783571484135376	-0.0792390548	0.0654051542	0.0693411696	-0.0990120141	0.1512014539	-0.0345825149	0.0828316813	0.0327065016	0.0933461648	-0.0279901316	0.2317500662	-0.1396124743	0.102690685	0.0788429779	0.100830293	-0.0549701247	0.0508455735	-0.1192111517	-0.1190477846	-0.0383113851	-0.0413776981	0.0006967425	-0.1149418961	0.1484432248	0.1232339515	0.0196846329	-0.0626704699	-0.0476186381	-0.0599094052	-0.0291246428	-0.1106785985	0.1048847679	-0.0829742333	-0.0108522527	0.0969032528	-0.1632538654	-0.1070485533	0.0135462874	0.1182434494	-0.1772134271	-0.1295388475	-0.0268814335	-0.1071560856	0.0802786203	-0.0012265134	0.0546728796	0.1224894903	-0.0357074374	0.2120863339	0.0412768706	-0.0126305672	-0.0616270436	0.0032116788	0.0858774161	-0.0085146602	-0.0047368275	0.1561388644	-0.0471167437	-0.0203070148	-0.2038677885	0.0083633507	0.0106205839	-0.1621756008	0.1990977224	-0.0300402641	-0.0188589223	-0.0022517331	0.0721198312	-0.0080635032	-0.1627306107	0.0538686878	0.2256651039	0.2387121238	-0.0068378697	-0.022133413	0.010492289	-0.2041219698	0.1720109894	-0.0708690992	0.0467577687	-0.0401359382	0.01044908	-0.0725873952	0.0110985988	-0.0560398037	0.0701647977	-0.2268495389	0.0833085763	-0.0494564051	-0.261323533	0.158250011	-0.0302761953	0.0271909265	-0.101084813	0.0362755062	0.0474029798	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.021128281710844	0.0586135714794408	0.0004464042880527	0.0034355507615755	0.1072343188217672	0.0484531122056495	0.0114991991331684	0.0023477040824132	0.009054757196317	-0.0042828701860103	1.8342977030215906e-05	8.198862788425448e-05	0.001382220062853	3.7549205537899854e-05	1.409942836527449e-09	1.910532302153351e-06	-0.0006530962965676	-3.4877007326900044e-05	1.2164056400806391e-09	4.265347725903146e-07	-0.0008610506748206	0.0002080334813237	7.414082646090107e-07	4.3277929351658254e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
968.8939588376136	1.8626476002585832	3.469456082749059	938755.5034720232	1032.9447645707564	-0.7754315462977956	0.6012940829937904	1066974.8866541355	946.5585018415828	5.263500009105428	27.70443234585284	895972.9974085818	960.992043788555	745.3284731262466	1.331664	25.991423	0.4794859500361223	0.2343555781409337	-0.0474135893	-0.0187187757	-0.0744314414	0.0137075172	0.0712406495	-0.0352151998	0.0380050946	0.084541775	-0.0180428216	-0.0292753868	0.0064122379	-0.0252741641	-0.153668838	0.0724072063	0.0424988507	-0.1473633054	-0.1306577674	-0.0667087855	0.2447147587	0.2195614016	0.0146182229	0.0953595694	0.0879689721	-0.07239611	0.1182890147	-0.0555736682	0.0961758222	-0.0596456309	-0.1068833186	-0.2059804899	0.0365508361	0.102940934	-0.1810201285	0.0461913241	0.0768803073	0.158804868	-0.151632396	0.0319555953	0.0095112024	0.0615144757	0.0456241509	0.1317813921	0.0161881657	-0.1340326308	0.0957713486	-0.0154188297	0.0501650297	0.208204853	-0.03773655	0.0807105208	0.0988679643	0.0732002383	-0.0019158661	0.1166861202	-0.1230822208	-0.1540838744	-0.1011793209	-0.0971391961	-0.1143544581	0.0207060996	0.0015678795	0.0256721182	-0.1509418383	0.0205608829	0.0423294964	-0.104237607	-0.3114020563	0.0270584686	0.036547791	-0.0115520445	-0.0125933738	-0.160762586	-0.0021127666	0.0580999256	0.007804341	-0.143557797	-0.0317696157	0.0114790382	0.1218281917	0.0432372517	-0.2743281343	-0.21967387	-0.2339017358	-0.0531376579	-0.0371662611	0.0295747235	0.0074838679	0.1291692527	-0.0342942074	0.2184441978	0.1619031453	0.162961202	-0.0861844727	-0.1126645878	0.0373037637	0.1128321263	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0419227520060161	0.020794470295172	0.0017575171357579	0.0004324099948567	-0.0724843329520581	-0.1797186517738253	0.0052539785235048	0.0322987937954014	-0.1057507051473791	-0.1148054623436961	0.0131802941839498	0.0111832116391679	-9.977560864670208e-06	-0.0013921976237176	1.9382142234851275e-06	9.955172080819849e-11	0.0004720003185989	0.0011250966151665	1.2658423934591155e-06	2.2278430075746318e-07	-9.499760123619284e-05	0.0007660530735844	9.024544240630708e-09	5.868373115481171e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
973.7304613490428	4.836502511429217	23.39175654306112	948151.0113590198	1039.843141266794	6.898376696037531	47.58760104043368	1081273.7584395937	949.7491430180334	3.1906411764505265	10.1801911168616	902023.4346634888	965.4762276507984	759.4317111266571	1.266907	24.727501	0.1563548936847946	0.0746907933616757	0.025103688	0.0087803835	-0.0566481033	-0.0126096057	0.0883505579	0.0109439738	-0.0202980297	0.0803300672	0.0131142867	0.0821272676	0.0177653277	-0.1130726829	-0.2536671949	0.0080449618	0.0640313355	0.1702476897	-0.040915912	-0.1169943676	0.0277944035	0.1662974008	-0.0792605919	0.0508714358	0.0142450004	0.0325672648	-0.1972575297	0.1195914566	-0.0565028152	0.0920685217	0.0163719589	-0.1582563319	-0.0594718436	-0.0571963489	0.0136648744	-0.0867777635	0.0102168693	0.0686170656	-0.192207401	0.1541787598	0.0195199788	0.0629139448	-0.0661301912	0.0625017074	0.0603098559	-0.2282818386	0.0789846085	0.0543709161	-0.1798489383	0.0610162058	0.0758271137	0.0996605925	0.0666241425	0.1038941981	0.0123300997	0.0559726485	0.1362047422	-0.0242381009	-0.1228213359	-0.1251982607	0.1834241889	0.0249352603	0.0452963578	-0.0293651883	-0.0531845713	0.0295615742	0.0291793338	-0.0315405088	-0.0809224803	0.0099444287	0.0172648391	-0.0252721599	0.1838554528	-0.0702723014	-0.0411796948	-0.0396200555	0.047808788	-0.1142357031	0.0858785065	-0.1419325457	0.3087262192	0.1784868126	-0.1382640542	-0.188651943	-0.0742523901	-0.0833048877	-0.0270805839	-0.1725101478	0.0102536738	0.0276407421	0.151078897	0.2097229673	-0.2609099596	0.1405916926	0.0570204365	-0.0847289138	0.1545505724	-0.1548176826	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0381614810735584	-0.0037612709324576	0.0014562986377275	1.4147159027351204e-05	-0.1028346090088092	-0.0303502760567511	0.0105749568099946	0.0009211392567209	-0.1369921099873181	-0.0312414048399389	0.0009760253763729	0.0187668381987774	-0.0010548179545432	-0.0010448403936785	1.0916914482623049e-06	1.1126409172267e-06	0.0009642033944727	0.0004922030758738	2.422638678996297e-07	9.296881859126772e-07	-0.0003779929687968	-0.0002829953675606	1.4287868445981862e-07	8.008637806076314e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
972.876585933285	-0.8538754157577841	0.7291032256355288	946488.8514572046	1040.8209860252612	0.9778447584671994	0.9561803716617756	1083308.3249505968	945.0492918641418	-4.699851153891586	22.08860086873608	893118.1640529158	960.7832850594532	775.9620506243396	1.192692	23.27898	0.0819393629423279	0.0515140861906148	0.0346213945	-0.0608105448	-0.050766088	0.1139715997	0.0050633227	0.0327492854	-0.125519647	-0.0167854435	-0.0668784967	0.0357218451	0.0551301504	-0.0839555666	-0.0549263921	-0.0713751826	0.0892635905	0.1231235142	-0.1489419533	0.0456419061	-0.0672556679	-0.0231439595	0.0250758073	-0.1363396192	-0.0336864283	-0.1729031775	0.0269446745	0.0436339314	-0.2133768545	-0.1582430205	0.0958798292	-0.0308122227	-0.1092763833	0.0232094978	-0.0098304008	0.149884144	0.0279125798	0.0373514447	0.0081823927	0.1608953362	0.0497934504	-0.1015497885	0.0822169283	0.0601508356	0.1538654536	-0.0576025408	0.0162926411	0.0725776439	-0.1913907269	0.0595814312	-0.0059016223	0.0221119189	-0.0486795625	-0.0347109622	0.01725434	-0.0356866114	-0.0617445921	0.0915187783	0.1959198228	0.0005367826	0.1660560598	-0.0168899045	-0.2354392424	-0.0212105429	0.0008335032	0.0850307197	-0.0855416259	0.0650353537	0.0457233481	-0.0055056667	0.1193179278	-0.0182756469	-0.0067054738	-0.0095498511	-0.0789095224	-0.07844816	0.0058341173	-0.0391105011	0.0448616466	0.0100014387	0.1970835827	0.0960299956	0.1015827009	0.0734930298	0.1556286695	-0.0622567646	0.0124236698	-0.0281153464	-0.1474873591	-0.020771521	-0.1057899257	-0.0295123742	-0.1126118531	0.0178272037	0.0005069107	-0.0707821632	-0.1537357767	0.0934526663	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0421455088161479	0.0039840277425894	0.001776243913372	1.587247705372277e-05	-0.0742213526583412	0.0286132563504679	0.0055088091904338	0.0008187184389775	-0.1369090540265176	8.305596080049327e-05	6.898292624493074e-09	0.0187440890744359	-0.0008281795893884	0.0002266383651547	5.136494856004042e-08	6.858814322795388e-07	0.0009778480809319	1.364468645919997e-05	1.86177468569875e-10	9.561868693821996e-07	0.0003669044373586	0.0007448974061554	1.3461886615343082e-07	5.548721456970429e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
971.3457074602416	-1.530878473043458	2.34358889922787	943512.4834014372	1037.2335096995037	-3.587476325757507	12.86998638787058	1075853.3536435503	943.058177672344	-1.9911141917978057	3.964535724778629	889358.7264746822	959.0774131704557	763.5992699425889	0.9774290000000002	19.077471	0.1125176850998403	0.0591975959721927	0.0302859151	0.0378004524	-0.0142532859	0.1344968512	0.0251286495	-0.0270749397	-0.1522373717	-0.034165542	-0.0179952851	0.1010884425	0.0463050547	0.0060623485	0.0451941724	-0.1483221767	0.0511536305	0.1571874581	-0.0221728025	0.0326090909	0.0175454386	-0.0329090749	-0.1669994785	0.0816260731	-0.1249953546	-0.1386574093	0.0106422615	-0.0222530327	0.0068114302	0.0180857732	0.0047333427	-0.0591258089	-0.0116138987	-0.0329308057	-0.0334675924	-0.2333549528	-0.0206169202	0.1300669062	-0.0510015945	-0.0163920532	-0.0513237751	-0.0249879915	-0.0216273676	-0.0893230101	-0.1056263552	0.0497694628	-0.0491675747	0.0637108251	-0.2240863089	-0.0127818199	0.0117253619	0.1012154306	0.0924267355	0.0017508921	-0.0434623008	-0.1388200095	0.0217881747	0.0322945393	0.13354983	-0.0289359828	0.027066204	0.1153371227	0.0677709675	-0.0261049969	-0.0686645805	-0.0420921223	0.0785707747	-0.1806925962	-0.0121955565	0.0216180148	-0.1275235915	0.0122719754	0.1637026276	-0.013799765	-0.0369983246	-0.1430041621	0.0209049432	-0.1532078694	-0.0362823955	-0.0321302973	0.1052235637	-0.0532539537	0.0910500209	0.0749629198	0.1253828097	-0.0621641958	0.1129700038	-0.0748149902	0.0394702877	0.1097585343	-0.0860204896	-0.0125575563	-0.1106488336	-0.0385995756	0.2445496715	-0.0101877302	0.1286377623	-0.0472191519	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0049026114363215	-0.0372428973798264	2.4035598895550363e-05	0.0013870334052442	-0.0718279416011427	0.0023934110571985	0.0051592531946571	5.728416488720079e-06	-0.1059312326635222	0.0309778213629954	0.0009596254163976	0.0112214260536132	-0.0009149323360638	-8.675274667539995e-05	7.526039055726117e-09	8.371011795751622e-07	0.0007710817857959	-0.000206766295136	4.275230080426745e-08	5.945671203861942e-07	-0.0001776476268264	-0.000544552064185	3.1558679317051875e-08	2.965369506081444e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
969.1470299640556	-2.198677496185951	4.834182732234522	939245.96568815	1032.9231047196822	-4.310404979821442	18.579591090069485	1066930.1402637477	942.8819414329972	-0.1762362393467356	0.0310592120590798	889026.355480458	958.008011977011	762.3813697123325	1.190313	23.232542	0.1415246099686707	0.0831055578250279	-0.0347762686	-0.0434805655	-0.0020917578	0.0788188914	-0.0173943805	-0.0490956611	-0.0339429628	0.0390789282	-0.0227306615	-0.0028593467	-0.0835972826	-0.0531045474	0.0126270887	0.0538811758	-0.0278174235	-0.0695469241	-0.1339098689	0.078345446	0.0759962333	-0.1107526096	-0.0705018847	0.0119050897	-0.0360430496	-0.041783508	0.0615779017	0.0363955887	-0.0610376543	-0.0731816582	0.1630832395	0.2898150964	0.0509120615	-0.0423165362	0.0214868717	0.1237991981	-0.1324063855	0.065288171	0.1858706733	-0.0617970351	-0.0254038568	-0.0484672715	-0.1938990738	-0.0373276955	0.0886985705	0.0195137071	0.0925634468	-0.0476065339	-0.0010576645	0.0920678978	-0.0948837655	0.0165650964	0.0113735737	-0.1487418742	-0.0370777909	0.0016027102	0.0153652226	0.0818226687	0.0936630651	0.0359296052	-0.0926742052	0.0166684341	-0.1390172732	-0.1806389222	0.0685922404	-0.1454753119	-0.1244301644	-0.0152681828	0.1816709839	0.1246122299	-0.0616981712	0.0491318083	-0.0746707385	0.0049270865	0.011563419	-0.0685070708	0.0072576753	-0.0993078894	-0.0328024615	0.0478085486	-0.003743155	0.2011151259	0.1675380482	0.2364473993	0.032912089	0.0845046667	0.0255064862	0.0524197702	0.0180563727	-0.0687091638	-0.1357918902	-0.0325753031	-0.0666262326	-0.0742599755	-0.0459858451	0.0621754075	-0.0596257231	0.0504787606	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0056705789904469	-0.0105731904267684	3.215546608689778e-05	0.0001117923558007	0.0049330133745968	0.0767609549757395	2.4334620953950905e-05	0.0058922442087875	-0.0969751510565544	0.0089560816069678	8.021139775066694e-05	0.0094041799224415	-0.0007079479962123	0.0002069843398514	4.2842516943761224e-08	5.011903653410108e-07	0.0002746341506998	-0.0004964476350961	2.464602543925105e-07	7.542391673060047e-08	-0.0003789033110627	-0.0002012556842363	1.435677191342772e-07	4.0503850437421295e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
968.5357866894932	-0.6112432745624119	0.37361834069778	938061.5700982356	1034.16315945712	1.240054737437731	1.5377357518417605	1069493.4403783325	941.5529369007456	-1.329004532251588	1.7662530467452622	886521.9329864195	957.049556581892	737.8377499404778	1.273759	24.86124	0.343945772743995	0.1561441444730674	-0.0409799764	0.101654135	-0.0219125139	-0.0432556664	-0.0197080242	-0.0334323697	0.0507738494	0.1351747388	0.1100609359	0.1740701376	-0.1417818909	0.0794341163	0.0379653508	-0.1511143877	0.1366089129	-0.1084189187	-0.1146203442	-0.0863311987	0.1133936044	-0.0625707386	0.0452356846	-0.0429783932	0.1355085553	-0.0617269773	-0.0224952206	-0.017821762	-0.0867368834	-0.0430867151	-0.0384692622	-0.0283496809	0.2559526281	-0.0758827649	0.1054850391	0.0073852003	-0.1118255994	-0.002804499	0.0717061928	-0.1367203454	-0.0086670312	0.0902159383	0.0787810785	-0.0553755176	0.0540974135	0.0287950294	-0.1129316711	0.063537872	-0.0174304019	0.265092118	-0.0067812589	-0.0322797962	0.0885534995	-0.0286165186	-0.1126820349	-0.0292758667	-0.0753570392	0.0703824343	-0.0396321278	0.0150995371	0.0009272172	-0.0659261079	-0.0878925027	0.0417515177	0.1697266955	-0.0154988094	0.0679348713	0.043737116	0.1767108929	-0.0515064963	0.077916865	0.2430935763	-0.1303894842	-0.0563417894	-0.0886714862	-0.03687054	0.0635646952	0.1356361449	0.0847967867	0.073634194	-0.0120134244	-0.0952809921	0.1614011395	-0.0775407789	-0.053921829	-0.0586243689	-0.1501752521	0.1472328001	0.1064183055	-0.1441469866	0.0472817254	-0.0206145369	-0.0929208106	0.1362400408	-0.1795945477	0.0779793018	0.0589472406	-0.0307412018	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0984155311835621	0.104086110174009	0.0096856167781426	0.0108339183311559	-0.0351011804499563	-0.040034193824553	0.0012320928689803	0.0016027366751818	-0.1591829461576424	-0.0622077951010879	0.0038698097713389	0.0253392103474268	0.0004407575524671	0.0011487055486794	1.3195244375668413e-06	1.9426722005678846e-07	0.0010266049350975	0.0007519707843977	5.654600605876923e-07	1.0539176927665424e-06	0.0004727738287471	0.0008516771398097	2.2351509314819227e-07	7.253539504746015e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
973.735339127494	5.199552438000751	27.03534555551955	948160.5106657356	1036.579296805642	2.416137348521943	5.837719686922644	1074496.638566079	942.3990073037314	0.846070402985788	0.7158351268085337	888115.8889670584	955.4458687487312	749.218771364466	1.255577	24.506367	0.0948765328552189	0.0461479362428563	0.0520526254	0.2033557966	-0.0256578031	-0.1647344027	-0.1652855577	0.094581357	0.107845663	0.088480825	-0.1178973518	0.0228478992	0.0790777836	0.0652679177	0.0445573347	-0.1476216907	-0.0109911799	0.0690146193	0.0752682307	-0.1089451381	0.0574584904	0.0656051651	0.1141940768	0.1735762837	0.0750991189	0.2064345667	0.1229847291	-0.1658358258	-0.0358541083	0.0299829815	0.289195753	0.0553251858	-0.0439316392	0.083249244	0.0334747517	-0.069957021	-0.0773481726	0.0495358398	0.1424018147	-0.0209115145	0.1082436196	0.0754257067	0.0198350357	-0.0017284251	-0.0954586334	0.0422197499	-0.2157768676	-0.0168341055	-0.0805832115	-0.0039017944	0.0761340405	-0.0571474511	-0.1180846629	0.143591011	-0.0013770518	0.1534798903	0.0904064401	-0.0431503478	-0.1702130271	0.1902102286	-0.2098365381	0.1236065693	-0.1296380462	-0.0151112648	0.0849192523	0.0228277124	-0.1418178908	-0.1937309841	-0.0397012121	0.0197524461	0.0694144423	0.0392269086	0.055082537	0.0615156535	-0.103023161	-0.0519841342	0.0941427816	0.1954070586	-0.0137560428	0.0384907314	0.0620760809	-0.1940086881	0.1106664995	-0.146200005	0.0881955797	0.0496828305	-0.0551876235	-0.1131483843	0.1243064228	-0.2087441539	-0.0051678725	0.0109770784	-0.0780118454	0.0839841945	0.0537920265	0.0311198253	-0.0456765024	0.1761697859	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0797715971233259	-0.0186439340602361	0.0063635077076062	0.0003475962772424	-0.0490237054354878	-0.0139225249855315	0.0024033236946254	0.0001938367019727	-0.1958330534871137	-0.0366501073294713	0.0013432303672617	0.0383505848380867	0.0005336040213777	9.284646891059996e-05	8.620466789167005e-09	2.847332516304529e-07	0.0009597203514672	-6.688458363030003e-05	4.473547527398599e-09	9.21063153020326e-07	0.0008262421058058	0.0003534682770587	6.826760174064029e-07	1.2493982288684598e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
976.220486269454	2.485147141960056	6.175956317192234	953006.4378121692	1046.0372048580284	9.457908052386529	89.45202472739794	1094193.8339471968	945.243440143434	2.844432839702563	8.090798179578385	893485.1611341937	959.8329990383766	782.087803848742	1.300322	25.3797	0.1457841475034164	0.0685645777795729	0.1359718545	-0.0344652595	0.0332654876	0.0181156885	0.0760243837	0.1327234091	-0.1780615163	0.0180673916	0.0224389833	-0.0825317595	0.2203566608	0.0226867572	-0.0339529378	0.046461591	-0.0572241745	0.1793874622	0.0840178166	0.0854469561	-0.0843217276	-0.0019324082	0.0959449321	0.0970272207	-0.0618684991	0.142407398	-0.0910164887	-0.1125159194	-0.0589627821	-0.166681141	-0.0411000469	-0.0018723165	0.0417389852	-0.1052728292	-0.1073538293	0.2276983372	-0.0923795621	0.1039282506	0.1776399551	0.1150773973	-0.0720246175	0.0028154818	0.1189040225	0.0897956377	-0.0550130384	-0.0376009829	0.0344468977	-0.0361784582	-0.0773227863	-0.1382238492	-0.0648020426	0.0763621321	-0.1993028435	0.1867937403	-0.0655691678	0.0126073145	0.0662129963	0.0018484171	0.0745465504	0.1768063481	0.0061164757	-0.1813553778	0.0795017631	-0.198046352	-0.0234749008	0.0263182305	0.0147504272	0.0741632348	-0.036937206	-0.0219724043	0.1137953317	0.0062669789	-0.152204982	-0.1875447814	-0.0678556651	0.0095884139	0.0616060526	0.0453464497	-0.1056917525	-0.0617872162	0.0421009939	-0.10837668	-0.0810534898	0.0062341918	0.1086685604	-0.1661624139	-0.0427351779	0.0045775728	-0.1259739309	-0.0893520736	0.150608249	0.0549522244	0.0605104607	0.0761248781	-0.0578343577	0.0779652214	-0.0882763373	-0.0034122712	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0454570627903336	-0.0343145343329923	0.0020663445575243	0.0011774872664901	-0.0288007698243006	0.0202229356111872	0.0008294843424723	0.0004089671247342	-0.1695454505999762	0.0262876028871374	0.0006910380655518	0.0287456598191489	0.0003410131267401	-0.0001925908946375	3.7091252697311144e-08	1.162899526090595e-07	0.0007159941545396	-0.0002437261969275	5.9402459068791254e-08	5.126476293348766e-07	-3.662229607098925e-05	-0.0008628644018767	1.3411925695111942e-09	7.445349760261894e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
