global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
812.2095606948051	n/a	n/a	659684.3704840483	968.4946162354054	n/a	937981.8216769652	n/a	756.9674805820404	n/a	n/a	572999.7666587216	774.4705272907131	615.6257824542158	n/a	n/a	n/a	n/a	-0.009573703	0.0009062346	-0.010592384	0.1227673696	-0.2093992398	-0.0985995479	0.1625574447	0.2054726425	-0.3914329349	0.4331183248	-0.028472179	-0.0360491399	-0.11706196	0.1040447199	-0.024508987	0.00506645	-0.1465628422	0.1638052588	-0.3518834773	-0.0612337627	0.1047463558	-0.0032443555	0.0606391752	-0.0872282294	0.0366665565	-0.1922822597	0.1417887945	-0.0800596489	-0.032360246	-0.0301942329	0.1395286881	-0.0583406191	0.2258052751	-0.0166116407	0.130046765	-0.1509004593	0.3350790378	0.2591049701	-0.0507553312	0.0449615932	-0.1258115032	-0.1458185036	-0.0664647732	0.032751776	-0.0213378382	0.0880638415	-0.094559155	0.1441715294	-0.0410037626	0.1910742557	-0.157796355	-0.0966226024	0.0319298182	-0.1829136149	0.1228448355	-0.0871487693	0.2380532185	-0.1760122021	0.0802280423	-0.0068927729	0.0970072968	-0.0483059102	0.2010106785	-0.0210993585	0.1497641104	0.1561451084	0.1560591586	0.0052893503256683	n/a	2.7977226867647345e-05	n/a	0.043639158096127	n/a	0.0019043761193387	n/a	-0.0529571689855146	n/a	0.0028044617469603	n/a	0.0008930001259896	n/a	7.974492250174414e-07	n/a	-0.0002579998150786	n/a	n/a	6.656390458059182e-08	1.1518581419342653e-07	n/a	1.3267771791402582e-14	n/a	0.0
812.8314861379316	0.6219254431265426	0.3867912568081464	660695.0248571985	953.5257971339288	-14.968819101476583	909211.4457998944	224.06554529273023	757.1686479254278	0.2011673433873966	0.0404683000455427	573304.3614012204	773.1832959951015	621.1183533571534	1.164032	19.378759	0.1242671828139411	0.0632691572875309	0.1111545107	0.0901573028	0.049633846	0.193729579	0.0309680234	-0.1230261195	0.0957763532	-0.0076858064	-0.0282282551	0.0513808599	0.0285617623	-0.0870046708	0.0089431788	0.1047806975	0.0335559618	-0.0724341671	0.0183392378	0.2594470178	-0.1518229218	0.059940456	0.0242591718	-0.2194409807	-0.1031359057	0.2362770724	0.0024192207	0.1015152545	-0.1135120163	-0.0774469435	-0.0813370741	-0.0104240728	0.0298536086	-0.1081514769	-0.0140013759	0.0589983506	0.1325887316	-0.0666246722	0.1624780137	-0.0433692271	0.1854634295	0.3703442108	0.041757394	0.1191187858	-0.1144780683	0.0657230141	-0.1109074914	0.1349508818	-0.21326157	0.1298928664	-0.1544354644	0.1768904493	-0.1002713807	-0.2751888666	0.0134232301	0.0175056663	-0.0771598576	-0.0467880954	0.0761517937	0.132172059	-0.0654992923	-0.0136927794	0.1185034089	0.0027051826	-0.05838693	0.1330687357	0.0730744055	0.155915944	0.1551433414	0.0224348174302662	0.0171454671045979	0.0005033210331293	0.0002939670422348	7.067124811044323e-05	-0.0435684868480165	4.994425309487826e-09	0.0018982130462257	-0.083726045425692	-0.0307688764401773	0.007010050682625	0.0009467237573909	0.0013609996481024	0.0004679995221128	1.8523200421348569e-06	2.190235526978092e-07	-0.000444999775677	-0.0001869999605984	3.496898526380316e-08	1.9802480035258037e-07	8.027515259798447e-07	6.875657117864182e-07	6.444100124629693e-13	4.727466080243639e-13	0.0
810.1603945389447	-2.671091598986891	7.134730330178345	656359.8648794986	953.1142513930536	-0.4115457408752263	908426.7762085408	0.1693698968325389	756.5293688851553	-0.6392790402724131	0.4086776913316176	572336.6859857715	772.9534276736392	628.9645795983784	1.190095	19.812656	0.2116056107682376	0.1290918789846342	0.1301844251	0.0453310912	-0.1076053563	-0.1231108265	0.0988823357	-0.0197142742	-0.0312522836	0.0917772996	0.0145083965	-0.1687171958	0.0942423211	-0.064096169	0.0150022506	-0.1854003779	-0.1171619751	-0.0148069633	0.064035964	0.069944862	-0.0102240024	0.0548136832	-0.0510062596	-0.0626649331	-0.082932392	0.0860866984	-0.0005309751	0.271155586	-0.0595941316	-0.0079714127	-0.0695278321	0.0430809282	-0.0960084883	0.1923191853	-0.0496057494	0.0168846774	0.072974498	0.0077833203	0.0528116185	-0.0196911671	0.0456527376	0.0027715713	0.0978422595	0.0410895412	0.1206970324	0.040848403	-0.0341309135	0.1500884201	-0.0683704161	-0.1877033238	-0.189663508	-0.0118189458	0.0058238788	-0.1253868579	-0.0901664214	0.1326476082	-0.2187829492	-0.0732311662	0.0799750296	-0.0442813142	0.0301426874	0.1433445271	-0.1337122781	0.1107118905	0.089627061	-0.0374548367	0.0720876586	0.1554579513	0.1533170814	0.0079110652702922	-0.014523752159974	6.25849537108234e-05	0.0002109393768043	0.1171115976217436	0.1170409263736331	0.0137151262975171	0.0136985784463982	-0.0409663239219355	0.0427597215037564	0.0016782396956769	0.0018283937830788	0.0009129786245751	-0.0004480210235272	8.335299689310415e-07	2.0072283752244945e-07	-0.0002930656712891	0.0001519341043879	2.30839720761533e-08	8.588748768813082e-08	-0.0001448663351763	-0.0001456690867022	2.0986255067412092e-08	2.121948282067632e-08	0.0
805.8581856233718	-4.302208915572919	18.509001553235112	649407.4153361928	950.3350569939298	-2.779194399123753	903136.720551656	7.723921508120839	754.4788101798143	-2.050558705341018	4.204791004049833	569238.2750103483	771.385807884767	620.0813291614338	1.366234	22.745001	0.1266433301575492	0.0920022113312683	0.0007850344	-0.2459049739	-0.0390560158	-0.1015730737	0.0755514284	0.157613532	-0.042610016	0.0091600244	-0.1852191365	-0.1656170488	-0.0936783242	0.0594600577	0.183066536	-0.0629813708	-0.0591237733	0.151026433	-0.2115466103	0.107313025	-0.0970495923	0.1676980162	-0.0548763057	-0.088482361	-0.0420135086	-0.0155473443	0.1973748737	0.1265062551	-0.0307061535	0.1189837483	0.0608173241	0.1799917502	-0.1177794501	0.0038292523	0.1847566279	-0.1928645686	0.02144447	-0.0641147909	0.0704792445	-0.0123854377	0.2110525446	0.0122714305	0.0570051658	-0.0747766274	-0.1029907869	0.1966653988	0.1270634865	-0.1003816385	0.0970462215	-0.0511321243	-0.2221637049	-0.0079151163	-0.1173716679	-0.1541146494	0.0538869355	0.0585846387	0.0763188782	-0.0134360283	0.1985792241	-0.1144982279	0.0954342131	-0.0069430115	0.0774140828	0.0584452427	-0.0336421275	-0.0657724218	-0.0211273661	0.1547718027	0.1505910958	0.0031326022938742	-0.004778462976418	9.8131971315859e-06	2.283370841699757e-05	0.0268892155050934	-0.0902223821166502	0.0007230299104793	0.0081400782348028	-0.0376719964316549	0.0032943274902806	0.0014191793151466	1.085259361321848e-05	0.0010550028289848	0.0001420242044097	1.1130309691659312e-06	2.0170874638208262e-08	-1.3000001124252591e-05	0.0002800656701648	7.84367796048851e-08	1.6900002923056863e-10	6.941733162357973e-09	0.0001448732769094	4.8187659297380416e-17	2.0988266362485762e-08	0.0
804.4461929160299	-1.4119927073419376	1.9937234055868147	647133.6772970944	946.3061641827554	-4.028892811174387	895495.35637028	16.231977283932657	753.8790014846695	-0.5998086951448158	0.3597704707713266	568333.5488795224	770.1212857733594	598.1234538530899	1.341124	22.326973	0.081162533478488	0.0395211350105024	-0.16849087	0.0358435433	0.0166830653	0.0889161091	0.096033108	0.0366392557	-0.1074329052	-0.2499468472	0.0571366473	-0.010709495	0.2050338313	0.1426433484	0.0193119006	-0.0323789734	-0.0352430025	-0.0960272448	0.0672574621	0.1274196929	-0.0029354848	-0.0092030969	0.0673932216	-0.0224066841	-0.065605638	0.0998611699	-0.1991600132	-0.1289996541	-0.1328485946	0.086833643	0.1307882007	0.0308455954	-0.065114041	0.0092206993	-0.0613978507	0.0583275274	0.1980207901	-0.0498663054	-0.1244579682	-0.0577538011	-0.1298325225	0.1279861705	0.0102816399	0.1225802734	0.0124961921	-0.0521561469	0.0878563084	-0.0793583774	-0.0524710198	0.0065222698	-0.0131918587	0.151670747	-0.0033921786	-0.1606970342	0.1758403292	0.1317288888	-0.1156715895	-0.2096434727	-0.0641805406	0.0759227503	-0.015266712	0.0627880747	0.0121326328	-0.0021320375	0.084812321	-0.0030966111	-0.0363285642	0.1538585052	0.1469813818	0.0232739012237743	0.0201412989299001	0.000541674478174	0.0004056719225835	0.0504972054923484	0.023607989987255	0.0025499677625364	0.0005573371912383	-0.0491746783274038	-0.0115026818957489	0.0024181489886036	0.0001323116907947	0.0009689998211848	-8.600300780000009e-05	9.389606534561744e-07	7.396517350646876e-09	-0.0004449996143911	-0.0004319996132668	1.8662366586270572e-07	1.980246568082277e-07	2.1557397799520282e-07	2.0863224483284485e-07	4.6472139988676195e-14	4.3527413583992116e-14	0.0
809.0340123082208	4.587819392190909	21.04808677536296	654536.0330715383	949.3885437213376	3.0823795385821318	901338.606949322	9.501063619869791	755.9692994580191	2.0902979733496068	4.369345617389473	571489.5817230482	772.1589534468139	602.3278950093156	1.310928	21.82427	0.0829548304825482	0.0536694739968877	-0.0960164341	-0.0672093964	-0.1196109802	-0.0329268741	-0.1512113412	0.1078957198	-0.1045707994	0.1341980192	0.0107802371	0.0650230305	-0.0206811941	0.0067867728	-0.0453707894	0.009309855	-0.1584174988	0.047518488	-0.1133824218	-0.1266026223	0.0196312469	-0.0948816008	-0.0434755095	0.0103331209	-0.0085558204	0.0726840087	-0.3198395883	0.0818877834	-0.1062592866	-0.0629684922	0.0072572821	-0.1046422655	-0.024954	0.0675053646	0.1788084986	-0.0131238386	-0.0962999628	0.0962448583	-0.0555811887	0.0459166516	-0.0619528593	-0.0320823968	0.047923387	-0.1582425056	0.0900341287	0.0829090667	0.0182225719	-0.0093608287	0.0244944933	-0.0166290272	0.1937704348	0.1755185035	0.0719762638	-0.0128710127	-0.0119848028	-0.1692699135	-0.0572597847	-0.0272164067	0.068703925	-0.0758272976	-0.0087532278	0.0386473	-0.1217707097	-0.2669530612	0.0999247081	-0.1249363325	0.240943481	0.152719399	0.1425091225	0.0126890045292071	-0.0105848966945672	0.0001610108359422	0.0001120400380346	0.1005738542116461	0.0500766487192976	0.0101151001509854	0.0025076707469559	-0.0321826471330268	0.016992031194377	0.0010357227764889	0.0002887291241106	0.0010750011720111	0.0001060013508262	1.1556275198252386e-06	1.1236286377000325e-08	-0.0004449995172757	9.711540003166236e-11	9.431400923309806e-21	1.9802457037560602e-07	2.392035224221909e-07	2.3629544426988085e-08	5.721832513918359e-14	5.583553698270037e-16	0.0
810.6452343241091	1.611222015888302	2.5960363844831638	657145.6959323897	949.9229267473264	0.5343830259888591	902353.5667602064	0.2855652184650096	756.7219637983636	0.752664340344495	0.5665036092262139	572628.130494852	772.1596046239242	616.7695273148812	1.178825	19.625021	0.1636322841347548	0.1001778608006799	0.0473144283	0.0685178761	0.1034982434	0.0781966293	0.0192994142	-0.0639442826	0.0782336301	-0.130571236	0.0385278958	-0.0165546364	0.0190159839	-0.0300711714	0.0335544658	0.1099930326	0.0709708677	-0.0782453701	0.0238229827	0.0332194517	0.0130807261	0.0650462239	-0.0555834928	-0.0121020926	-0.1340177806	0.2164110286	-0.095714876	-0.0089935992	0.083644831	-0.0162538324	-0.0210865665	0.0240562161	0.0625844739	-0.1259473619	-0.0517071928	0.0250152961	0.0593294453	-0.0574056532	-0.0861976707	0.1412117011	0.1016333564	0.1130947855	0.0477549417	0.0760986726	-0.111590652	0.0404111873	-0.1538113512	-0.0883213342	-0.1322672564	0.0091578357	0.1087256067	0.1609015746	0.0310587642	0.0598783156	-0.019991362	0.033189681	0.0543822538	-0.0084519711	0.0690008923	0.1642439403	0.0350484253	0.0177067351	-0.0494957215	-0.3035362833	-0.1201973365	0.0599392106	0.1078771332	0.1513561561	0.1372005631	0.018301249512973	0.0056122449837658	0.000334935733736	3.1497293757805495e-05	0.0227745324669115	-0.0777993217447346	0.0005186793290864	0.0060527344639407	-0.0846721597715571	-0.0524895126385303	0.00716937464038	0.0027551489370304	0.0016290017295768	0.0005540005575657	2.653646634964206e-06	3.069166177831065e-07	-0.0004449998849236	-3.676479000251122e-10	1.3516497839287489e-19	1.9802489758201725e-07	8.623736633025765e-07	6.231701408803856e-07	7.436883351579056e-13	3.883410244848797e-13	0.0
810.8707140496972	0.2254797255881158	0.050841106651292	657511.3149034658	952.664893784712	2.7419670373856206	907570.3998498368	7.518383234109278	757.8939097110191	1.171945912655474	1.3734572221898715	574403.1783770544	773.8656458383518	619.1841643737534	1.046857	17.428028	0.17676330909823	0.1210887901032813	0.0787604915	-0.0056014513	-0.1074629862	-0.0496043235	0.1027137948	-0.0740607522	-0.076792508	0.0935954516	0.0344283256	-0.059409524	0.0659489844	-0.105424308	0.0082006632	-0.1135390688	-0.1304937884	0.0295952112	0.047014117	-0.0762487852	0.1621865301	-0.0864367528	-0.1040343462	0.0340755341	0.1066741294	0.1430111883	-0.047093942	-0.2364105443	0.0523971073	0.034194033	-0.1148251284	-0.0409200393	-0.1016338206	0.1459457283	-0.0265177508	-0.025957254	-0.0138827403	0.1098800064	-0.0951505664	-0.0132752605	0.018937372	-0.0031570482	0.024757167	0.0483639384	0.1464608629	0.1166910254	-0.0776659387	-0.005256559	-0.0224244282	-0.1887145962	0.110891052	0.0315925326	0.0680659693	0.1029660132	-0.0787782245	0.0650178022	-0.1694632131	0.0650375865	-0.0883093531	0.0742173114	-0.0432144329	0.1418588374	-0.0622080931	-0.2023717929	-0.0374994685	0.1468351165	0.0682940351	0.1497707771	0.1310868562	0.0177302370738487	-0.0005710124391242	0.0003143613066948	3.2605520563468085e-07	0.138689838057985	0.1159153055910734	0.0192348711805501	0.0134363580702719	-0.0687366634649606	0.0159354963065965	0.0047247289042952	0.0002539400425375	0.0012570018394435	-0.0003719998901333	1.5800536243643424e-06	1.3838391825918726e-07	8.962307068927089e-06	0.0004539621919925	2.0608167175866004e-07	8.032294799774046e-11	-6.000543943958413e-05	-6.086781310288671e-05	3.600652762337599e-09	3.704890671927947e-09	0.0
808.2444269328064	-2.626287116890808	6.897384020346631	653259.0536679407	949.9975456876376	-2.667348097074409	902495.3368125352	7.114745870966473	755.0507049206515	-2.843204790367622	8.083813479969393	570101.5670011727	771.073565049362	622.7034498958265	1.13414	18.881121	0.1735864652644542	0.1035267027249009	0.078497791	-0.2030137744	-0.1486888937	-0.0865019549	0.0858017245	0.0137368922	-0.0137221131	-0.0456094215	-0.0608643077	-0.1301576673	-0.1500001871	0.0363051649	0.0172626874	-0.0558376296	0.011235014	0.210385169	-0.0714251857	-0.0054277153	-0.0393843015	0.1037098507	0.0454769144	0.0427649994	-0.0111095687	-0.0370793655	0.0148706008	-0.1910905415	0.1053441937	-0.14030999	0.0290996622	0.0754209496	-0.0214668329	0.0257700162	0.0518293216	-0.2486163089	0.0186063377	-0.1540241078	-0.0206705377	-0.0487025223	0.0008700116	-0.0587534543	-0.0384183323	-0.0331597593	-0.0863062185	0.2234444515	0.0197153752	-0.0841925779	0.1434355634	-0.2173516987	0.0583351951	0.0153630289	-0.0913489796	0.1135665507	-0.0135325202	-0.0189918733	0.1405977636	0.1070743742	0.096756883	0.1168432816	0.0352948775	0.0490812542	-0.0415952906	0.0209975862	-0.0137211317	0.0141921666	-0.1513464273	0.1479655889	0.1242038795	0.0108463821375295	-0.0068838549363192	0.0001176440054733	4.738745878428623e-05	0.0439529740321518	-0.0947368640258331	0.001931863926271	0.0089750734054492	-0.0517142130533159	0.0170224504116447	0.0026743598317237	0.0002897638180169	0.0014938946607576	0.0002368928213141	2.231721257440065e-06	5.611820879015416e-08	-0.0004458489993386	-0.0004548113064075	2.068533244361215e-07	1.987813302112309e-07	-0.0004671672295311	-0.0004071617900915	2.182452203477635e-07	1.6578072331052765e-07	0.0
806.9829159843941	-1.2615109484122513	1.5914098729639778	651221.4266906758	948.5522551347506	-1.4452905528870588	899751.380721221	2.08886478226458	754.7356987973101	-0.3150061233413908	0.0992288577425715	569625.975039064	770.3074624182548	603.8285608964451	1.272389	21.18268	0.1099629629967772	0.0615980771996819	-0.0654193744	-0.0443601956	0.0973711409	0.0378753794	0.0805962404	-0.0204458829	-0.0190961257	-0.1754622227	0.0652589827	-0.0173006868	0.0121712533	0.0711866202	-0.0180568126	0.0744809568	0.0065147003	-0.000930545	0.1938686597	-0.0978053991	0.0858865124	0.1507118378	0.0676600433	-0.0907483626	-0.0344969179	-0.1952258862	-0.1930803933	0.0161045134	-0.0945192523	-0.0737272627	0.069425709	-0.0546392227	-0.0450506304	-0.0833884129	-0.1076913483	0.025239058	0.0225748212	-0.0843001644	-0.1399547642	-0.2503611508	-0.2198929643	-0.0454834812	0.0001009243	0.1119663822	0.0569655411	-0.0273446954	0.0386065879	-0.1089757307	0.0147122284	0.0285588607	0.0286673651	-0.1007105463	0.0115600694	-0.0202590089	0.0175623732	0.009441346	-0.1148207197	-0.101312104	-0.1939319526	-0.0141068452	0.0276681646	0.1287775632	0.1523688742	0.1180767338	0.3141239011	0.0707344846	-0.1442650005	0.1459432408	0.1165920251	0.0125033423340141	0.0016569601964846	0.0001563335695215	2.7455170927342848e-06	0.0934060360489041	0.0494530620167523	0.0087246875703691	0.0024456053428327	-0.0458134686122235	0.0059007444410924	0.0020988739062831	3.481878495908292e-05	0.0012740048703351	-0.0002198897904225	1.623088409637555e-06	4.835151993205099e-08	-0.0001449543697127	0.0003008946296259	9.053757813770752e-08	2.101176929880612e-08	7.109227726945959e-05	0.0005382595068005	5.054111887357721e-09	2.897232966611816e-07	0.0
