global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49
868.5629391339515	n/a	754401.5792370085	n/a	945.6312715834464	n/a	n/a	894218.5017965258	797.5210033582235	n/a	n/a	636039.7507975076	803.3626230187956	627.9275617599487	n/a	n/a	n/a	n/a	-0.0462795506	-0.0573572323	0.0229225349	-0.0442745871	0.0734522723	-0.0734393499	0.027142992	-0.0653293921	0.0350035371	-0.0976829714	0.0102228262	-0.0089691377	0.0528812908	-0.0024611127	0.0289416322	-0.0548896174	0.0493113132	-0.028312354	0.0900021057	-0.0545984386	0.0178375132	-0.0904707511	0.1636646103	6.24927e-05	-0.0553209261	0.0019702515	-0.0273293779	0.0326913457	0.0569857224	-0.0010351936	0.073639767	-0.1172865734	0.0275411266	-0.0336034748	0.1548875846	-0.0319611137	0.0640057415	-0.014480329	0.069135963	-0.0017074923	0.0313115345	-0.0057508763	0.0043157625	-0.110605197	0.1011185712	-0.031230328	0.1177758815	-0.0230025296	0.0283383281	-0.035638002	0.0067553704	-0.0468442041	0.0912865626	-0.0062796958	0.0348996019	-0.0342181319	0.1059459366	-0.0199135109	0.0375524854	-0.0032828716	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1190252549235424	n/a	0.0141670113096142	n/a	-0.4864326898259605	n/a	0.2366167617313191	n/a	-0.7569474739698521	n/a	n/a	0.5729694783493399	0.0024171286510496	n/a	5.842510915724858e-06	n/a	-0.0026021119340631	n/a	n/a	6.770986517393608e-06	0.0023971546426432	n/a	n/a	5.746350380745847e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.9638082267123	-3.599130907239214	748162.3895420568	12.953743287444569	928.6114632979684	-17.019808285478007	289.6738740744258	862319.249768394	797.6049902452378	0.0839868870142481	0.007053797190344	636173.7204641058	803.102230082069	643.2883825967479	0.902761	34.170483	0.3057032834597241	0.1460057186645416	-0.0440410905	0.0122372424	-0.0827153252	-0.075148305	0.0824760431	-0.0166948326	0.0442444797	-0.035145965	-0.0483986449	-0.0306580784	-0.0573311633	0.0008888961	0.0640483164	-0.0025589133	-0.0284083723	0.0086703664	0.0775823006	0.0152152901	0.0293385599	-0.0081610365	0.0113934884	-0.038231277	0.0636498997	-0.0049604493	-0.0622271136	0.008813475	0.0338502922	-0.0185060652	0.0810290881	0.0210315036	0.0453391526	-0.0201965533	0.0066943477	-0.0416985068	0.0560040658	-0.127050528	0.0484090667	0.0071832039	0.0483415525	-0.129724556	-0.0243832368	-0.0207377448	0.0360433721	-0.0632669587	0.0908626312	0.0168332408	0.0798387011	-0.0457979176	-0.056671191	-0.0615174893	0.0905189459	0.0071265431	0.1037047114	0.0235224799	0.017110388	-0.1495583729	-0.0176504378	-0.1466033452	0.0070537885	0.0263007725	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.1430193535669843	0.0239940986434419	0.020454535494718	0.0005757167697112	-0.4449694839698281	0.0414632058561323	0.1979978416643751	0.001719197439868	-0.6604649594306622	0.0964825145391898	0.0093088756118049	0.4362139626357462	0.0024749573949992	5.782874394960006e-05	6.1254141070612255e-06	3.344163626788405e-09	-0.0016248139833698	0.0009772979506933	9.551112844293242e-07	2.6400204805540365e-06	0.0005570120488669	-0.0018401425937762	3.386124765429768e-06	3.1026242258290173e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.2391954123243	-0.7246128143880242	746909.3868869417	0.5250637307753332	925.1228233005688	-3.4886399973995594	12.170609031455998	855852.2381916154	798.1676017922474	0.5626115470096238	0.3165317528285621	637071.5205507877	802.692924975093	620.6889965589656	1.022067	38.68634	0.1460036929365335	0.0906818792593385	-0.0291181115	-0.0377284245	0.0090827524	-0.1119734989	0.0537300361	0.0111016931	0.0281972416	-0.0102820699	0.0068388379	-0.0696678983	-0.0937943556	-0.0303052151	0.05205354	-0.0633814796	0.098542379	-0.0188313437	0.0269154403	-0.0001500545	0.0950535854	0.0264754466	-0.0812883111	-0.0843722306	0.0422506188	0.0213343456	-0.0528080634	0.0442202318	-0.0991762686	0.0059682866	0.0332111604	-0.0208836241	0.1306558558	-0.0671527036	0.0802738523	-0.0094338222	0.0122034949	-0.0917500395	0.057413361	-0.0051945113	0.090168501	-0.0033792854	0.0618192141	-0.0380700775	-0.0407095712	0.0119429493	0.0867300111	-0.069472732	0.1077386074	0.0766251036	0.0770483047	-0.0741684578	-0.0130925897	-0.0586620102	0.0746847628	0.007839237	0.0728895305	-0.0008249755	0.0391184674	-0.0191294302	0.0670164216	-0.0693084411	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.1352192728673742	-0.0078000806996101	0.0182842517547814	6.0841258920430095e-05	-0.4461448269198911	-0.0011753429500629	0.1990452065873796	1.381431050262787e-06	-0.6637167297725526	-0.0032517703418903	1.0574010356397955e-05	0.4405198973799716	0.0033509940214102	0.000876036626411	1.1229160931526904e-05	7.674401708135661e-07	-0.0019300739960257	-0.0003052600126559	9.318367532668029e-08	3.7251856301346144e-06	0.0020512453886994	0.0014942333398325	2.2327332738669875e-06	4.207607644660553e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.1166618174153	-3.1225335949089867	741521.9052595688	9.75021605133524	927.1251862014548	2.0023629008859416	4.009457186844363	859561.1108890822	793.5821422538714	-4.585459538375972	21.026439178083177	629772.6165042438	799.4388936271366	631.993654739025	0.8477249999999998	32.087296	0.4682450648326776	0.234699830474296	-0.0844296801	-0.0539392007	-0.0223329983	-0.0088826972	0.0796740494	0.0466353415	0.0784400881	-0.0227995383	0.037057629	-0.0626220851	-0.0398990979	0.1284227529	0.0950052028	0.0475789977	0.036143332	0.1295195894	0.0661608496	-0.0135134773	0.2059164607	0.0348908307	0.0074470742	-0.1014626995	0.0148183389	-0.1355247508	-0.0813506013	-0.050318026	-0.0232120766	-0.13174576	0.0514389865	-0.0429271013	0.1483931827	-0.0479179911	0.0155774289	-0.0798381506	0.0447674228	0.0531626732	0.0999981655	-0.0229026459	0.0406249795	-0.0071259763	0.0956988085	0.0430136032	-0.0579507651	-0.0396156256	0.0578593643	-0.0194802894	0.1018296767	0.042027524	0.0415778688	-0.1231929876	0.0044771438	0.0559812106	0.0065210222	-0.0045849714	0.0751874411	-0.060775214	0.0514191782	-0.0161547199	0.140280644	-0.1146840352	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.1490907094114106	0.0138714365440363	0.0222280396327976	0.0001924167517952	-0.5341085713376543	-0.0879637444177632	0.2852719659763502	0.0077376203319935	-0.8720354975298505	-0.2083187677572979	0.043396708999919	0.7604459089521339	0.0016092008747933	-0.0017417931466169	2.589527455435522e-06	3.033843365601601e-06	-0.002602953871265	-0.0006728798752393	4.5276732650205605e-07	6.77536885593345e-06	0.001304096088284	-0.0007471493004154	5.582320771112219e-07	1.7006666074776302e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.7225996660023	5.605937848587018	751208.0647717933	31.426539162220447	941.1605142786884	14.035328077233656	196.99043423558345	885783.1136373252	799.2084236526914	5.62628139881997	31.655042378707595	638734.1044374199	805.1193700293054	640.3765598951384	1.076109	40.731895	0.6145592492547315	0.3549091780782928	-0.0120672566	-0.0168128243	0.0061489629	-0.1047336658	0.0888858272	-0.1404710635	-0.0600956586	-0.0377746959	-0.0533834307	-0.0061571172	0.0050492909	-0.0430584	0.0027135369	0.0231019267	-0.1205973964	-0.0005132478	0.0129457623	0.0417971148	0.0620865448	-0.0287009405	0.0020961192	0.0548605395	0.1063711587	0.0392114134	-0.0023529789	0.0187964518	0.1192936618	-0.0070379496	0.026591061	0.0720306071	0.08725388	-0.0613127733	-0.0392467017	0.0058480697	0.1735508729	0.0833801274	0.0198501109	0.0346024129	0.0800637226	-0.0360199387	0.023090264	-0.0819270603	0.0203147256	-0.0197999214	0.0426788633	-0.0357035384	0.0889677348	-0.008481013	0.0539197787	-0.0440808676	0.0484718284	-0.0043441596	0.0421529606	0.0164032973	-0.1010445441	-0.068476746	-0.0433843871	-0.0384875808	0.0124335392	0.0760629569	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0913791851585728	-0.0577115242528377	0.0083501554802447	0.0033306200315858	-0.2851053743674754	0.2490031969701789	0.0812850744932183	0.0620025921013697	-0.6337565362713207	0.2382789612585298	0.0567768633784439	0.4016473472666217	0.0016009334670093	-8.26740778399988e-06	2.562987965790418e-06	6.835003146694179e-11	-0.0013228734313623	0.0012800804399027	1.63860593262149e-06	1.749994115404266e-06	0.001407059576061	0.0001029634877769	1.0601479815204421e-08	1.9798166505849607e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.3330155177799	-5.389584148222411	741894.5636209521	29.047617290770297	936.0155658445497	-5.144948434138769	26.470494389946968	876125.1395032925	797.6716087943853	-1.5368148583061156	2.3617999087104464	636279.9954766228	804.3506711670136	623.7230655426202	1.079727	40.868824	0.6166226348565076	0.3597515007168168	-0.100114932	0.0204554896	-0.0373052759	0.0803305878	0.0863561275	-0.0410108462	0.0748055643	0.0174837884	0.046818699	-0.0081052117	0.0287500746	-0.0054519088	0.0683827462	-0.0591381904	0.0640800862	0.0582797919	0.0322056832	0.0251023075	0.0130321619	-0.0165648034	0.0700560564	-0.031369477	-0.0387203232	0.0019385663	-0.0770055492	0.0430599453	-0.0743039501	-0.0592708367	0.0075026285	0.0302180601	-0.0235178333	0.0058979513	-0.0339272444	-0.0611675282	-0.0115906689	0.0465161518	0.0760793542	0.0155731955	-0.0054289765	-0.05457514	-0.0087356181	0.0424355396	0.0097195419	-0.016366486	0.0466303095	0.0052764151	-0.0106601005	0.0651968412	-0.0119674341	-0.0010057652	-0.010092463	0.1237434471	-0.0212233068	-0.0451618207	0.021627599	-0.0349872519	0.0940994285	0.1574787536	-0.050999905	0.0427971777	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.119265599069493	0.0278864139109202	0.014224283121405	0.0007776520808111	-0.5260298574239926	-0.2409244830565171	0.2767074109015059	0.05804460653605	-0.656347530109926	-0.0225909938386053	0.0005103530026159	0.4307920802814002	-0.002734241975447	-0.0043351754424563	7.476079180296314e-06	1.8793746116876176e-05	-0.003126437969988	-0.0018035645386256	3.252845044988133e-06	9.774614380182684e-06	0.0017727344759883	0.0003656748999273	1.3371813243684092e-07	3.1425875223575123e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862.5265339119795	1.1935183941996002	743952.0217022132	1.424486157292792	927.4160266820936	-8.59953916245604	73.95207380661513	860100.4865468018	800.2989636379832	2.6273548435979137	6.902993474177418	640478.4312000299	805.3747449277053	616.1884617417358	1.012199	38.312843	0.3058429557340307	0.1487456911177979	-0.0589630624	-0.0066731578	0.127822635	0.0573821203	0.0144989668	-0.0906128558	0.0882295218	0.0263622688	-0.0419298745	0.0333067666	-0.0468206783	-0.0778071098	0.0497543929	-0.0528161061	-0.0400013538	-0.0342939248	-0.0318190197	-0.0035010633	0.0050658009	-0.0128533817	0.0416671372	0.1019049388	0.0034640848	0.0704939064	-0.0548543705	0.0596064971	0.0316763813	0.0321483234	-0.0237735247	0.0086938609	0.0106856196	0.0140547409	-0.0918133079	0.0352472818	0.0249070863	-0.0199721521	0.0495634233	0.0410350339	0.0320834419	0.04929614	0.084244819	0.023033003	-0.0042370361	0.0072757728	-0.0555606702	0.0713035383	0.0601644433	0.0571651055	-0.0052425554	0.0405384934	-0.0666821924	0.1202244753	-0.0438950347	0.0517095546	-0.0452102644	0.0658562116	0.0340548426	0.0303355111	-0.0269214394	-0.0670489191	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.1135699592438896	-0.0056956398256033	0.0128981356426587	3.2440313022999456e-05	-0.4778889739156255	0.048140883508367	0.2283778713901294	0.0023175446649661	-0.5376080899070956	0.1187394402028303	0.0140990546596815	0.2890224583335558	-0.0009738502232325	0.0017603917522145	9.483842572899902e-07	3.0989791212648383e-06	-0.0025390246273795	0.0005874133426084	3.450544350744909e-07	6.446646058439608e-06	0.0020902692251099	0.0003175347491216	1.0082831689971745e-07	4.369225433441542e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
850.9752537062827	-11.551280205696798	724158.8824204722	133.43207439052267	897.2899570188661	-30.126069663227558	907.5800733536396	805129.2669669185	791.2454996246915	-9.05346401329166	81.96521063996711	626069.4406763278	795.9312664832432	601.0119035743004	1.433299	54.251923	0.7110664048432394	0.3727393105426454	-0.031105155	0.0039591599	0.0370086933	0.2364021641	-0.0392678488	0.2231974858	-0.0419390252	0.0982461912	0.0618964136	-0.1820586387	0.0252555517	0.164710849	0.0822241958	0.0395462752	-0.0623302101	0.0984254434	0.0987221368	-0.0007929515	-0.3268288662	-0.042580109	0.1841926632	0.0304487114	-0.0778047678	-0.1706050477	-0.0538336032	-0.053991123	0.0580802576	-0.109623277	0.1129073228	0.0963678043	-0.3587364247	0.0766113279	-0.1084031563	-0.0570222922	-0.0083777209	-0.2401148918	0.0893723133	-0.0145204308	-0.0048498078	-0.0667336339	0.1212630076	0.1360581316	0.1536215138	-0.0675906773	-0.1072046534	0.0768949462	0.0021619175	-0.1409613201	0.0286593844	0.1731843267	0.1386092104	0.1158325917	-0.0241148048	0.025198032	0.0940146939	-0.0504932852	-0.0781052847	-0.0149450689	0.0218571698	-0.1749041791	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.1611482829542154	0.0475783237103258	0.0259687690990918	0.0022636968870845	-0.6502107350056434	-0.1723217610900179	0.422773999916579	0.0296947893451652	-0.8594945529563063	-0.3218864630492106	0.1036108950943308	0.7387308865615608	-0.0029088977143986	-0.001935047491166	8.461685912833399e-06	3.744408793068217e-06	-0.0031038424342768	-0.0005648178068973	3.19019154988276e-07	9.633837856817332e-06	0.0029760010669202	0.0008857318418103	7.845208955966666e-07	8.856582350310169e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.4080698556099	9.43281614932721	740302.0466726562	88.9780205070082	922.2222177256708	24.932260706804755	621.6176239520803	850493.8188668545	796.1534452342881	4.907945609596595	24.087930106758492	633860.3083584267	802.1387302308254	649.5483415514924	1.551447	58.723946	0.4362858484061661	0.2425591454359067	-0.1769011387	0.0022197728	-0.2069823988	0.0194406464	0.0820494892	0.0414346394	0.1813604764	0.0312882458	-0.0500473264	0.0528737085	0.0361562247	0.0570694314	0.1270363986	-0.0241175188	0.0508782124	0.0612612079	-0.0112048251	0.0743518526	0.0550143514	0.0028734853	0.1317599447	-0.119074176	-0.0404021945	-0.0747977366	-0.1305738301	-0.0294363022	-0.0522755523	-0.0466433325	-0.0353768577	0.0152701321	0.0271409426	-0.0079862134	-0.0552316446	-0.2003068656	-0.0902044495	-0.0606784256	0.138070702	-0.0374323077	-0.0238582425	-0.2050149116	-0.0180497639	0.0567128999	-0.0335430465	-0.0241733899	-0.006263098	-0.1293115275	-0.1025864912	0.0135636553	-0.0843874	-0.0193130493	0.0808319323	0.1580606393	-0.184428912	-0.1207989135	-0.046113284	-0.0377570035	0.104989195	0.1244118841	0.063344383	0.0637957413	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.1914983136322945	0.030350030678079	0.0366716041240126	0.0009211243621603	-0.4619820391787215	0.1882286958269219	0.2134274045237297	0.0354300419327038	-0.9800681772287164	-0.1205736242724101	0.0145379988701843	0.9605336320164188	-0.002140961293803	0.0007679364205955	4.583715261562615e-06	5.897263460771821e-07	-0.0038476728234961	-0.0007438303892193	5.532836479261354e-07	1.4804586156670452e-05	0.0034069042096804	0.0004309031427601	1.856775184406171e-07	1.160699629393803e-05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.5619959998604	-2.8460738557495238	735412.5769832646	8.100136392380959	933.1820837933084	10.959866067637565	120.11866422055326	870828.8015128212	800.0916684907058	3.9382232564177	15.509602417389235	640146.6779882415	805.9062874838382	627.2501928085504	1.222477	46.272087	0.7304245615852375	0.403328865467868	-0.0680063067	0.0750920117	-0.0367685779	-0.0026149309	-0.0532574102	-0.0684754384	0.1058305164	0.1141750943	0.1243188664	0.0645133585	0.1399759752	-0.0688420915	0.0223959236	-0.0594493319	-0.0089190791	-0.0103676613	-0.067852159	0.0496618289	0.0102180967	0.0593251555	0.008488941	-0.0722443476	0.0101434434	0.0621680782	-0.0300890488	0.0638293731	-0.008015729	0.0240661462	-0.0931692041	0.0370324437	0.0340960336	0.033331589	0.0185069179	-0.0560990848	0.0374284588	0.124105088	0.0421067953	0.0527356266	0.0208734034	-0.0720953222	-0.0127030374	-0.0126602047	-0.0690604497	-0.0033458806	-0.0266028351	-0.0212378837	-0.0639857277	0.0735220043	-0.0028031072	-0.0341636222	-0.0325554581	0.0436521326	-0.0756896093	-0.057155109	-0.1605285847	0.0753372903	-0.0873248874	0.0405586793	0.0225499898	0.1388172334	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.1417855310926938	-0.0497127825396007	0.0201031368272372	0.0024713607478296	-0.3290368237460939	0.1329452154326276	0.108265231380918	0.0176744303064277	-0.6097822257484822	0.3702859514802342	0.1371116858636223	0.3718343628387728	-0.0012278396697031	0.0009131216240999	1.5075902544966175e-06	8.337911003988392e-07	-0.0022459597859796	0.0016017130375165	2.5654846545503333e-06	5.0443353602375306e-06	0.0023721266286413	-0.001034777581039	1.070764642221131e-06	5.62698474230914e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
