global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
934.919302819421	n/a	n/a	874074.1027843521	1285.5065671783132	n/a	n/a	1652527.134258571	899.3899991755401	n/a	n/a	808902.370616978	975.6334780955366	775.8040065718517	n/a	n/a	n/a	n/a	-0.1205272222	0.0042611554	-0.1170468576	0.0827824655	-0.0453827442	0.0876401014	0.1404217571	-0.2058019677	0.1552882053	-0.1907233605	0.199868611	0.0911770779	-0.0871690896	0.2111115562	0.0937749822	-0.027616728	-0.0791969216	0.0503034661	-0.0907507861	0.0336247489	-0.0797970699	0.0362700956	-0.0723763023	0.1036517821	-0.0688290493	0.0295756521	-0.0216097609	0.1164247612	-0.1578421518	0.1314572117	-0.0124179261	0.0310286417	-0.0018912451	0.0332347168	-0.035920117	-0.0160328404	0.1281773415	-0.0414310703	-0.0080306355	0.058451556	0.0026474268	-0.0646133691	-0.1978633665	0.017747041	0.0180848755	0.0140473076	-0.2496273823	0.0496438013	0.0143552751	-0.0741459338	-0.0274845482	0.1222204628	-0.0672624887	0.1030544295	-0.0097847142	-0.0388175464	0.0173950097	-0.0471192745	0.0456301867	-0.1607218393	0.1127513829	-0.1650041238	0.0991678271	-0.1136701119	0.1297629845	-0.0394884594	0.2285732292	-0.2535464587	0.103308906	-0.0639377444	0.1213325091	-0.2758103081	0.1179001584	-0.1837834412	0.2836165138	-0.074030889	0.1483110778	-0.07257687	-0.0541135327	0.1206468912	0.0332504507	-0.0242006399	-0.0411164905	-0.0052086236	0.009869102	0.0269187308	-0.1150570913	0.0882293852	-0.0397280065	0.0738441555	-0.0190560788	0.0283472797	-0.0786125491	0.0822618246	-0.0659910782	0.1258578277	-0.0335614281	0.0919534392	-0.0350307136	0.0337517746	-0.0596877583	0.0116054376	-0.0175736405	0.0173299911	-0.0402875676	0.054856329	-0.011426006	0.0307013402	-0.0169165912	0.0320231293	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0332220295629355	n/a	n/a	0.0011037032482805	-0.0295091682979489	n/a	n/a	0.0008707910136366	3.372783875477125e-05	n/a	n/a	1.1375671070678492e-09	-0.0013109919233248	n/a	n/a	1.718699823022858e-06	-0.0001041086762993	n/a	n/a	1.0838616480792428e-08	0.0001659318223686	n/a	2.7533369674564626e-08	n/a	0.0	0.0	0.0	0.0	0.0
931.5042674721024	-3.415035347318621	11.662466423435616	867700.200318738	1270.3431573061598	-15.163409872153352	229.92899895091773	1613771.7373145828	898.8596088063282	-0.5303903692118865	0.2813139437527213	807948.5963434654	973.4523502016372	767.6790343525954	1.037051	15.847266	0.0600394471527285	0.0293546979794233	-0.1019961931	-0.1134683402	-0.0532088811	0.0120387348	-0.0444275463	0.0052651879	0.0726171644	-0.0166819447	-0.029965494	-0.0734367296	-0.0464000165	0.1489124973	0.0958450832	-0.0729992261	0.0703038514	-0.1419484347	-0.0315883165	0.0378155219	0.0743204431	0.0271062659	0.1865657893	-0.0558990842	-0.1089980764	-0.0627706826	0.0783885107	0.0424176621	-0.007869472	0.0081910307	-0.0206347782	0.0663827227	0.098007763	0.0045994095	-0.0586597134	0.0340326561	-0.0233215569	0.0368227856	-0.0911941033	-0.1084987988	0.0049638909	-0.0265393659	0.040777117	0.0097714162	-0.010103356	-0.1090973544	-0.0305330886	0.0389808992	0.1218015582	0.1710856798	-0.0970881212	0.0761305317	-0.0399647741	0.0875139119	-0.0074407106	0.0832964108	0.0161944562	-0.0644752338	0.006339149	-0.0829209887	-0.0469340372	-0.0840125927	-0.1155028551	-0.1049913322	-0.1898008596	-0.0047123256	-0.0288933544	0.0232378308	-0.0055017302	0.0092012677	0.0706733612	0.1368737253	-0.0266432491	-0.1008431146	-0.0281475707	0.1083601696	-0.0109361715	0.0272891978	-0.0163633057	-0.0032440481	0.1415635332	-0.0264621962	0.0134331963	0.003540485	0.0832001885	0.0508475481	-0.0742346832	0.0418347491	-0.119980518	0.0850134963	-0.0521725754	0.0346907824	-0.1663898339	0.0078672198	-0.0734298619	-0.0511746645	-0.0131046219	0.0430188549	0.0024331179	0.052166891	-0.0487187678	0.0663260864	-0.0145872875	0.0987421878	0.0126821084	-0.080407704	-0.0639512683	0.0903990138	-0.0272627137	0.0169482157	-0.0103588475	0.0405071903	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0244289660667078	-0.0087930634962276	7.731796564869206e-05	0.0005967743830883	-0.025633623850382	0.0038755444475669	1.501984476506664e-05	0.0006570826717028	0.0260566068124461	0.0260228789736913	0.0006771902300793	0.0006789467585784	-0.0011789994090946	0.0001319925142301	1.7422023812809527e-08	1.390039606645416e-06	-2.100036915475556e-07	0.0001038986726077	1.0794934169652928e-08	4.4101550463600877e-14	0.0003569998402355	0.0001910680178668	1.274488859281725e-07	3.650698745158601e-08	0.0	0.0	0.0	0.0	0.0
932.3120231193265	0.8077556472240985	0.6524691856224223	869205.7084528515	1271.4075155618675	1.0643582557077025	1.132858496493143	1616477.0706272004	899.5193279327021	0.6597191263739433	0.4352293257035989	809135.0213245001	973.5145517117434	762.4377735756539	0.957541	14.632265	0.0229914131761016	0.0113095196088601	-0.1091665995	-0.1306730454	0.0179274596	-0.0594888275	-0.0182672144	-0.1081748729	0.0617939224	-0.0564505654	0.021773677	-0.0536744431	-0.0330762091	0.0432855307	-0.0266511384	0.0220696779	0.1265850047	-0.1336784712	0.042140596	-0.0083671186	0.0774185005	0.022825601	0.1250318321	-0.0444025251	-0.0370294938	0.0760907325	0.0883365496	0.0450862479	0.0631112954	-0.0234207194	0.0113485349	0.0338159589	-0.0183925003	-0.0754914113	0.241104185	-0.018137663	0.1157538041	0.1247996123	-0.1156675227	0.1638873846	-0.0414151881	-0.0261693328	0.1885917122	0.0275996104	-0.1113818189	-0.073337961	-0.0802845983	-0.1158425913	0.0363844102	-0.0436562848	-0.0641383191	-0.1442297732	0.1399034374	0.0858148322	-0.0826601153	0.0920286657	0.0420700879	-0.0331722326	-0.0662632719	-0.0379601526	0.0381022546	-0.0228889522	-0.1745325035	0.0306743215	-0.0041695523	0.152868618	0.0116750451	0.0950198875	-0.0705373727	0.0324965704	0.1099078948	-0.0735680386	-0.3567525547	0.0275138097	-0.0433369642	0.0248551908	0.0486068267	-0.00714513	0.1635429026	0.0333455246	0.049304551	0.0064255967	-0.1526568921	-0.0431527079	0.043816693	-0.1217545527	0.0016368869	-0.073763852	-0.126098909	0.064504285	-0.085367821	0.030686752	-0.1360196845	-0.1028437663	-0.0695156234	0.144727842	-0.0858815085	0.0207088938	0.0487331441	0.0544761149	0.0083325206	0.0036639512	-0.069262781	0.1178871313	0.0405936005	-0.0931498818	-0.0357642664	0.0356839476	-0.0032720638	0.0574731575	0.1053857773	0.002263271	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0241919665961063	-0.0002369994706015	5.616874906539144e-08	0.0005852512477871	-0.0294720613299261	-0.0038384374795441	1.4733602284368882e-05	0.0008686023990349	0.0207714726584811	-0.005285134153965	2.7932643025407345e-05	0.000431454076402	-0.0013110002997189	-0.0001320008906242	1.74242351256084e-08	1.7187217858630456e-06	-8.258009198680583e-07	-6.157972283205027e-07	3.792062264072133e-13	6.819471592549312e-13	0.0004969999938227	0.0001400001535871	2.470089938597638e-07	1.9600043004439575e-08	0.0	0.0	0.0	0.0	0.0
932.5217860627724	0.2097629434459804	0.0440004924431216	869596.8814817031	1265.6057350971446	-5.801780464722924	33.66065656084055	1601757.8767107837	899.8277071746741	0.3083792419719202	0.0950977568791761	809689.902599231	974.0709147829492	772.25792099627	0.961965	14.699866	0.0226025311711451	0.015623217794217	-0.0839810272	-0.1181502926	-0.0855183572	-0.1302054346	-0.0066143067	-0.0328979819	0.0684948806	0.0687949772	-0.043584517	-0.0395603367	0.0698408299	-0.0125816203	0.0555731437	-0.0243862834	0.0861450648	-0.0685646325	0.0993289731	-0.0631655326	0.0283534065	-0.007123243	0.0168297243	0.0925799538	-0.056137228	-0.0130075963	-0.0653683374	-0.0267301307	-0.1162243508	0.0717483305	-0.0073784066	0.1066980132	-0.0348821501	-0.0083963087	0.1936382707	0.0489697799	0.043043774	0.0374286333	-0.0460318252	0.0915448658	-0.0411288561	-0.1767235539	-0.0582697215	0.0499948402	0.019417863	0.0181766433	0.0559909538	0.0314778866	0.1223103771	-0.1449109331	-0.0655952966	-0.0638983747	0.0020968457	0.1017535535	0.0365989834	0.0399233674	-0.0357475588	0.0058273154	-0.080437346	0.0832083515	0.0867404635	0.0071698758	-0.0309239949	-0.0429216121	-0.0536293593	0.0251217441	-0.1197406403	0.1489413099	-0.1397653879	-0.0243658464	0.1123024385	-0.1115310486	-0.0342703562	0.1012209837	0.1216641432	0.1487759663	-0.0764596838	0.0501559888	-0.0009815637	-0.1067476797	-0.1427009947	0.0363344368	-0.0332999526	-0.0785649612	-0.0411110395	0.0307597483	0.1410555618	-0.0006419687	-0.1002332084	0.0580513318	-0.0494832585	0.0007839512	-0.1815531971	-0.0923205583	0.0362880452	0.0553437047	-0.0159477369	0.0113595464	0.0393560784	0.1005863375	-0.085146699	0.0868372396	-0.0345252701	0.0471595391	0.1081769028	-0.0176187912	-0.0668633889	0.047889247	0.0349856463	0.0119134959	0.1186370461	-0.0036949419	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0231088826411962	-0.00108308395491	1.1730708533836982e-06	0.0005340204569245	-0.0149699060273889	0.0145021553025372	0.0002103125084189	0.0002240980864688	0.0229875763559732	0.0022161036974921	4.911115598038169e-06	0.0005284286667216	-0.0012150004395333	9.599986018559987e-05	9.215973155654724e-09	1.4762260680661125e-06	-8.019446906537553e-07	2.385622921430297e-08	5.691196723253625e-16	6.431152868677472e-13	0.000497000041732	4.7909300008100446e-11	2.470090414816097e-07	2.295301027266174e-21	0.0	0.0	0.0	0.0	0.0
931.3534981274846	-1.1682879352878217	1.3648966997390817	867419.3384743024	1267.9264532397294	2.3207181425848376	5.385732697322418	1607637.4908250798	898.8490068455295	-0.9787003291445444	0.9578543342676396	807929.5371071948	973.364879567486	765.6564877906068	1.125285	17.195574	0.0787578755644486	0.040878729999419	-0.0961018309	0.0847090042	-0.0032254244	-0.1550659735	0.0334253431	0.0216095606	-0.0073168719	0.0031565435	0.0266328971	0.0601981291	0.1407201217	0.0746338439	0.0130402019	-0.024979893	0.0985631505	0.0195312053	0.0187491906	-0.1834807828	0.0140483021	-0.1489758503	-0.0980839389	0.0063693181	-0.0960779592	0.038623307	0.0662631979	0.0772416832	-0.0114532488	0.052179784	-0.0260241372	0.0767227023	0.1313270039	0.0705481851	-0.0594796983	0.0008602771	-0.0218494673	0.0876855805	0.0496733602	-0.013119407	-0.0476972346	0.0338637263	0.0417661949	0.0271336101	0.0715301035	-0.083419069	0.0534722163	0.1007707446	0.1149131046	-0.0358110862	0.0372422999	0.0705438416	-0.0959060358	0.0379191057	-0.0257801104	0.0763999058	-0.1724604786	0.029033935	0.0681695433	0.0300060224	0.1384442502	0.1269830878	0.0412466167	-0.1480921348	-0.1401847409	-0.0421801734	-0.1039663983	0.0676683152	-0.0239348529	-0.004695729	-0.0179474164	-0.0358193465	-0.0010343769	0.1577928039	0.0776577578	-0.0594695745	0.0583330113	0.1093071801	0.0309993971	0.0769113416	0.117444347	-0.0238307963	-0.0231968923	-0.0083651666	-0.028999264	-0.0185364311	0.0943990893	-0.0592876497	-0.0987426015	-0.0192602919	0.0551230905	0.0782411979	-0.1332005213	-0.2031407586	0.0118341169	0.1284917516	0.0325738042	0.0935714724	0.0365546531	0.0759191841	-0.0156336188	-0.0971082133	0.0717854452	-0.012125851	-0.0173602412	0.0365655912	-0.0599784403	0.0751344419	-0.1295189388	-0.0465309667	0.1380676606	0.0427211442	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0170972455086371	-0.006011637132559	3.6139781013563393e-05	0.0002923158039826	-0.0120251346979074	0.0029447713294815	8.67167818293624e-06	0.0001446038645028	0.0532050325351889	0.0302174561792156	0.0009130946579428	0.0028307754870705	-0.0008353976153367	0.0003796028241966	1.4409830413803489e-07	6.97889175710245e-07	-0.0004127071412802	-0.0004119051965895	1.6966589097747274e-07	1.70327184463675e-07	0.0004968278440543	-1.7219767769994457e-07	2.468379066276439e-07	2.9652040205253994e-14	0.0	0.0	0.0	0.0	0.0
929.350142076379	-2.003356051105584	4.013435467501359	863691.6865773859	1263.8836445628162	-4.042808676913182	16.344301998124514	1597401.8669933872	898.4745939591982	-0.3744128863313563	0.1401850094509771	807256.595990146	972.1180392267352	746.4325984748634	1.019606	15.580685	0.0641472828014303	0.0323182559223652	-0.0460021263	0.1321858644	0.1210045579	-0.0453277827	0.067004579	-0.0837981216	-0.0502362183	0.0562049485	0.0015659595	0.1415158023	0.0093228988	0.0878680224	-0.0783094821	-0.0197031896	0.0399132021	0.111298425	-0.0837027821	-0.0933099435	0.0210757991	0.0080700856	-0.0410372217	-0.003456996	0.0913187844	0.0357954127	0.0795405112	0.0321451655	0.047788862	0.0009118691	0.1309038219	0.014652076	-0.0256923201	-0.0182162397	0.075881699	-0.1400966755	0.0401339507	-0.0562531816	-0.0710850616	-0.1295751154	-0.0705886824	0.1546907583	-0.0588936202	-0.0588671615	-0.0244140509	-0.0327508555	0.0608840278	0.0897814299	-0.0679249492	0.0072580517	0.0431742919	-0.0216748509	-0.1386350005	-0.0432296659	-0.0722326251	-0.0437274528	-0.1051808066	-0.0618988535	0.0464376782	-0.0252458615	0.0269132582	0.1310277501	-0.0436299565	-0.0269395941	-0.0194337788	-0.0400777716	0.0373477609	0.0207304305	-0.0529861853	0.0214732809	-0.0173873256	-0.0608747248	-0.0107135464	-0.0530591192	0.009476755	-0.0605954611	0.1157720053	-0.1624446042	-0.1950875607	0.0765085518	0.0093529437	-0.0496295929	0.0306749713	-0.1263610862	0.0176164599	0.1218004527	-0.0427497244	0.0612216111	-0.0697133258	-0.0298711035	0.0874940275	0.1230215441	-0.0511710756	-0.0948630614	-0.1197910754	0.0699807545	0.0849237647	-0.0235531585	0.1041012542	0.0238332052	0.0646676737	0.051709525	-0.0298740218	0.0467895449	0.0220388147	-0.1029440646	-0.0659178842	-0.0949845505	-0.046924122	-0.008027185	-0.0868207194	-0.0085186283	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0162649994361601	-0.000832246072477	6.92633525153395e-07	0.0002645502066582	0.0063162470067226	0.01834138170463	0.0003364062828349	3.98949762499322e-05	0.0432664479434663	-0.0099385845917226	9.877546368682592e-05	0.0018719855176446	-0.0011239992220957	-0.000288601606759	8.329088742387649e-08	1.263374251271739e-06	-7.793307967851604e-07	0.0004119278104834	1.6968452104966012e-07	6.073564908177929e-13	0.0004969998354639	1.7199140960001347e-07	2.470088364511437e-07	2.958104497619959e-14	0.0	0.0	0.0	0.0	0.0
932.9570103241592	3.606868247780199	13.009498556845	870408.7831129933	1272.3309155493666	8.447270986550393	71.35638712021606	1618825.9586626894	899.4977025887584	1.0231086295602836	1.0467512678807216	809096.1169624545	973.2390631572016	761.201734299156	1.075707	16.437973	0.0529498623199294	0.0288458482252666	-0.0832303047	0.0658328716	0.0577094443	0.0625407786	-0.0609195975	0.0389412526	0.0090114951	-0.1163520218	0.0630205999	0.1079693038	0.0113583378	0.0009071796	-0.0604507681	0.0075733196	0.1252664174	0.0768831392	-0.0550335086	0.0964665392	0.020024104	-0.0596342017	-0.0243462837	0.0431922816	-0.0049531099	-0.0454256524	-0.0351181094	0.0382253496	-0.0608611977	-0.0815590052	-0.0291752603	0.0862290759	-0.0220224454	-0.0030116964	-0.0683135221	-0.0852782361	0.0214828739	-0.0461278532	-0.1091422603	-0.0846719285	-0.0906350533	-0.0552455863	-0.001803654	0.0497762403	-0.0611740574	0.012356417	-0.0121633659	0.0124008771	-0.023785656	-0.0201483574	-0.0803731606	0.1234408908	-0.0611875153	-0.0156658778	-0.1513449491	0.0357853139	-0.0326938853	0.0783598719	0.0714848237	0.0149298751	-0.0483176347	-0.067438618	-0.0406057279	-0.0514334364	0.0521648229	-0.1111090876	-0.0560126438	0.1359483149	0.0342121904	-0.0309886575	0.0027992227	-0.0008063384	-0.0109601521	0.0553717962	-0.1007588394	-0.0034281077	-0.0927474136	-0.0887492097	0.0329231814	0.0095080395	0.0307672135	-0.0343347412	0.0418915531	-0.0639975165	-0.0452700182	0.0966408954	0.0549068314	0.0006516806	-0.1072302335	-0.0463221597	-0.0052292997	0.1026081295	-0.0664184335	-0.0679090793	-0.1530990439	-0.0638528567	-0.0134445669	0.0488937935	-0.0519424914	0.0971405824	0.0019318813	0.0120368058	-0.0759014539	-0.0827991452	0.05102171	0.0472669792	-0.1210618933	0.0966208365	-0.0040119002	0.1489791883	-0.0096601642	-0.0530396562	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0210675910478954	0.0048025916117353	2.3064886189110265e-05	0.0004438433925613	-0.0081940220307785	-0.014510269037501	0.0002105479075406	6.714199704088341e-05	0.0432933715526786	2.6923609212303745e-05	7.24880733016847e-10	0.0018743160203982	-0.0013109037251554	-0.0001869045030596	3.493329326399337e-08	1.7184685766263045e-06	-0.0004347920435228	-0.000434012712726	1.883670348077943e-07	1.890441211107324e-07	0.00044571549002	-5.128434544390001e-05	1.9866229804376876e-07	2.630084087609268e-09	0.0	0.0	0.0	0.0	0.0
929.7659076208528	-3.191102703306456	10.183136463049768	864464.6429740281	1264.856708657701	-7.474206891665744	55.86376865942371	1599862.493436392	898.9985735815635	-0.4991290071949379	0.2491297658234043	808198.4353016858	973.174521846812	750.3973482586536	1.225258	18.723272	0.046671764910482	0.026474166708886	0.0147383697	-0.0058690392	0.1492084072	0.0888209537	-0.073534289	-0.0646423654	-0.0085278543	0.0698721987	0.0093988682	0.0586779576	-0.1014066624	0.0394629417	-0.0361573861	-0.0457703753	0.0143148099	0.0236456069	-0.0856611861	-0.0268541282	-0.0971717217	-0.0455806769	0.016233105	-0.0696918558	-0.1014308425	-0.0219006917	0.115185251	-0.097519966	0.0407334233	-0.009949659	-0.096293944	0.0014726894	-0.1579442925	-0.1500286062	-0.1718990526	-0.077428417	-0.061556133	-0.0065981721	0.1127293957	-0.0272299554	0.2110686026	-0.1340783609	-0.2360842007	0.0708200991	-0.0727477782	-0.0871577426	-0.1216864697	-0.1562311586	0.0542745441	-0.0539819056	-0.038790158	-0.0727699564	0.030529487	-0.005703164	-0.0029593059	-0.0115305201	0.0339683376	-0.0386250716	0.0914712823	0.0032620481	0.0364709925	0.0060728946	0.008186154	-0.0954329936	-0.0201749349	-0.1008255327	0.0404535095	0.0059964007	-0.0896776317	-0.1859772313	-0.0632126331	0.1448469649	0.1637696683	-0.0323614484	0.0312716593	0.0110356835	-0.3098232618	-0.1567370219	-0.0452144024	0.0523345045	0.0133075054	-0.106354474	0.021744297	-0.0003323407	-0.061305229	-0.0805244381	-0.0292342869	-0.0807545261	-0.0408645068	-0.0182602025	-0.0010866526	0.0109894903	-0.2350251801	0.067412267	-0.130986831	-0.1664616014	0.1395083523	0.0299919678	0.1346826762	-0.0908781947	0.1170386043	0.2000360938	0.2649800894	-0.1633827613	-0.0715187955	-0.0038395968	0.3880492482	-0.3079197207	0.0720335243	-0.1925102516	-0.0762222783	-0.0516039967	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0228710059621874	0.0018034149142919	3.25230535309082e-06	0.0005230829137224	-0.0178246484388608	-0.0096306264080823	9.27489650120522e-05	0.0003177180919689	0.0332727900599536	-0.010020581492725	0.0001004120534523	0.0011070785583737	-0.0013300003142006	-1.909658904520012e-05	3.6467971316125706e-10	1.7689008357736948e-06	-8.300690983453762e-07	0.0004339619744244	1.88322995246371e-07	6.890147080279059e-13	0.000496999768458	5.128427843799994e-05	2.470087698473056e-07	2.630077214906306e-09	0.0	0.0	0.0	0.0	0.0
935.7475646537926	5.981657032939779	35.78022085971792	875623.5047555036	1280.8486790870063	15.991970429305413	255.7431182117787	1640573.3387189289	901.57539885818	2.576825276616546	6.640028506209939	812838.1998262864	975.058519782288	759.5165859967543	1.344857	20.550869	0.073958531220533	0.0356646711211329	-0.0886770117	-0.0407835068	0.0696844461	0.0422645126	-0.1337220972	-0.1892928741	0.0242758948	-0.2879113606	0.0656204159	0.0088251993	-0.0331765325	-0.1221352045	-0.1128434615	0.0879571749	0.163806877	0.0344938186	0.1753087342	0.1361634621	-0.1692921013	-0.0792503592	-0.1727278572	-0.0586221528	0.0232382983	0.0460933037	0.015713303	0.0802433456	-0.0508489071	0.0357314278	0.0777752142	-0.036130791	0.1570163436	-0.1384989272	0.1492787842	0.1189244547	0.046930359	-0.0986137261	-0.0764415369	0.0649535631	0.1552666986	-0.0877503643	0.0266484917	-0.1461747579	0.0324199001	0.1714863241	-0.0821335056	0.1291647612	0.0606201784	0.1242993562	0.0731796044	-0.1892049297	0.029028634	-0.0084899568	-0.1535160522	0.1116393811	0.1339440365	0.2167367684	-0.0871699065	0.0232052605	0.157926745	-0.0556090613	0.0885560508	-0.0028337849	0.0340576175	-0.0428024751	0.0088419393	-0.1468050989	-0.0500398309	0.0472103943	0.0657867054	0.0229822292	-0.0564142924	0.0574995692	-0.0278264321	0.094712258	0.1597916087	-0.086158535	-0.0776414459	0.0046349807	-0.1663874087	-0.0280661058	-0.141626668	0.0495236199	-0.0878258947	-0.0467985176	-0.0460524739	0.0101985959	-0.1000542456	-0.1094910545	-0.0936230348	0.0146419572	-0.1217094837	-0.0678425665	-0.0665477131	-0.0873951481	-0.1373143761	0.0111903468	-0.1736742246	-0.0779773307	0.1740105276	-0.0354452525	-0.0354294909	-0.1382037894	-0.217997528	0.0507651644	0.1381351908	0.0516978728	0.0472039124	-0.0494956851	-0.1310618695	-0.1035719983	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0223344495242656	-0.0005365564379218	2.8789281107533045e-07	0.0004988276355519	-0.0029849459200903	0.0148397025187705	0.0002202167708456	8.909902145863728e-06	0.0252661026740668	-0.0080066873858868	6.41070428953188e-05	0.0006383759443364	-0.0011769793465915	0.0001530209676091	2.3415416528025253e-08	1.385280382302954e-06	-0.0004540540228241	-0.0004532239537257	2.05411952230805e-07	2.0616505564274838e-07	9.173299223377612e-05	-0.0004052667762242	8.41494186416203e-09	1.6424115991117514e-07	0.0	0.0	0.0	0.0	0.0
924.2328089942904	-11.514755659502155	132.58959789803694	854206.2852214765	1243.056250267422	-37.7924288195843	1428.267676083346	1545188.8413289036	897.7608086467346	-3.81459021144542	14.551098481255217	805974.4695420389	969.484326734726	740.4204082676468	3.563018	54.446774	0.8196838786071039	0.5889748541634683	0.8015774805	-0.0527420537	-0.1398249389	0.0113644042	0.2096127211	-0.07191809	-0.1485951046	0.7118633034	0.1847902956	-0.0720853072	-0.3506344861	-0.0516072656	0.0636754548	0.1635866522	-0.7147183901	-0.0511119494	-0.1691022157	-0.1615474947	-0.0496227675	0.2021354806	-0.0993874421	0.2419287536	-0.1500255295	0.1247100469	0.0140135452	0.0086098926	-0.1585695775	-0.0785606381	-0.0684110976	-0.0763714945	-0.0889014459	-0.0329317265	0.0521457393	0.0236994092	-0.0092350417	-0.0018954852	-0.1247281409	0.0686366435	0.0430726822	-0.0166648736	0.0768699939	-0.1102942288	-0.0436157251	0.065392741	-0.0106336462	0.0195864507	0.0727770326	0.0076127315	-0.0439122862	-0.0128363712	0.0430127499	-0.1230323821	0.416796035	-0.6059851805	0.2059939773	-0.3422973225	0.1428265847	0.1102081871	0.1556095336	-0.0549704382	-0.0585795817	0.1011216499	0.0677143942	-0.0577334379	-0.0277510402	0.0306501109	0.0058781678	0.0009628258	0.0943366417	-0.0981560483	-0.0035162775	-0.0801585112	-0.0230518153	0.0980774749	0.1086902545	-0.021239677	0.0713271106	0.0174412574	0.0441403173	-0.0010499309	-0.0091785024	0.0213156521	-0.0702703762	-0.0131013848	-0.0040930945	-0.0151306767	0.8177623891	0.3571545689	-0.0526809221	0.0145988244	-0.1163864322	-0.0791605811	-0.1356818752	0.074800796	0.0664943564	-0.1885246693	-0.190565594	0.0485761117	-0.0547209715	-0.0666657323	-0.0216961152	-0.0008369748	-0.0684874467	0.0154106916	0.0158036265	0.0138546597	0.0368790962	-0.0009991833	0.01718028	-0.0207061426	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0221470021518968	-0.0001874473723687	3.5136517407967305e-08	0.0004904897043161	-0.0388316948163804	-0.0358467488962901	0.0012849894064336	0.0015079005223125	-0.2454644402549632	-0.27073054292903	0.0732950268746473	0.0602527914296823	0.0082990853722675	0.009476064718859	8.979580255600428e-05	6.887481801618438e-05	0.0003022767501366	0.0007563307729606	5.720362381273298e-07	9.137123367314452e-08	6.574569586517611e-05	-2.598729636860001e-05	4.322496524796235e-09	6.753395725494512e-10	1.0	0.0	0.0	0.0	0.0
