global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48
2022.467312787254	n/a	n/a	4090374.0312928967	2961.655221939087	n/a	n/a	8771401.653639061	2083.2425687982795	n/a	4339899.600453255	n/a	2421.95299963049	1787.8322552063455	n/a	n/a	n/a	n/a	-0.0244940599	0.0483863613	-0.1930377034	0.0610138136	-0.0070939281	0.0473363928	0.0119770836	-0.0424858485	0.0187192901	-0.055781803	0.0265550535	-0.0563128737	0.0011238545	0.0079762416	-0.0069535009	0.0511506763	-0.0321774925	0.0602315288	-0.0327086421	0.128750793	-0.0167973157	0.040593089	-0.0391945466	0.0518176978	-0.0056221593	0.075153706	-0.09524589	0.035118192	-0.0265723558	0.009318374	-0.0348363783	0.0023014642	-0.1156194319	-0.0144565019	0.0121732874	-0.0376863757	0.0410125543	-0.0282513936	0.0246462792	-0.0020347208	0.0713160721	-0.0620795592	0.062234695	-0.0651686231	0.0721744317	-0.0134689271	0.0179351268	-0.0418359368	0.035356763	-0.020938035	0.1305199693	-0.0229348106	0.0464556656	-0.1471476391	0.0681982072	-0.0430863032	0.0160596007	0.045824479	-0.0780481706	0.0900583074	-0.075937912	0.0834162265	-0.0201884075	0.0029143407	-0.0292753094	0.1001868187	-0.0106397286	0.0020647068	-0.0167789524	0.0488750066	-0.0474933445	0.0450876285	0.0004461322	0.0368101115	-0.0994084972	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.1165446337755327	n/a	0.013582651661873	n/a	0.0082632124911583	n/a	n/a	6.828068067403457e-05	0.034911525523654	n/a	0.0012188146143887	n/a	0.0072393246207594	n/a	5.240782096473323e-05	n/a	0.0007029229227104	n/a	4.94100635271731e-07	n/a	0.0006669645583212	n/a	4.448417220565934e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024.8195973490392	2.3522845617851544	5.533242659612776	4099894.401808725	2948.691231155396	-12.96399078369086	168.06505703962156	8694779.976692725	2082.018342641766	-1.2242261565133958	4334800.379096767	1.4987296822915614	2412.294594685607	1794.8725439853597	0.8822569999999998	31.916759	0.1070126082759171	0.0515827571816069	-0.0207775197	0.030090243	-0.1604993937	0.0481986127	-0.0194556661	0.0464214079	-0.0096113379	0.0168549836	-0.0549090723	0.0346965746	0.0068742342	0.0365558576	0.0008937384	0.0220847739	-0.0018863964	0.0481929176	-0.0180289933	0.0659305075	-0.0193170658	0.1376305539	-0.0285530754	0.0426619545	0.0052677725	0.0657694509	0.0054989165	0.0155176043	-0.0885433263	0.0392665544	-0.0507816315	-0.1033340891	0.0034569818	0.008159336	0.0105032709	0.0102371108	-0.012514868	-0.0163824127	-0.005496824	0.0408858198	0.0228293123	-0.0065066892	0.008018183	-0.0604918401	0.0244540291	-0.0439380956	0.0657300253	-0.0387849287	0.0628316461	-0.0459009155	-0.0034618438	-0.0011013857	0.1817426803	-0.0223247913	0.0415543332	-0.1431097787	0.0846124217	-0.0402152729	0.0108169005	0.0482899344	-0.0617626609	0.0598161036	-0.0572785688	0.0841477907	-0.0245707331	-0.0309641282	-0.0434715738	0.0267142494	-0.0107470569	-0.0297517338	-0.0010657326	0.0203173375	0.0427049463	0.0462153222	0.0050891183	0.0435078432	-0.0416590141	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0828670724852429	0.0336775612902898	0.0068669517022745	0.0011341781344612	0.0296888540967046	0.0214256416055463	0.0004590581182093	0.0008814280575754	0.0444620649507001	0.009550539427046	0.0019768752196802	9.121280334756198e-05	0.0066732119165003	-0.000566112704259	4.453175728252161e-05	3.2048359392355065e-07	0.0008357302597516	0.0001328073370412	6.984450670644768e-07	1.7637788771974907e-08	0.0008152218360816	0.0001482572777604	6.645866420242551e-07	2.1980220408924402e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2018.0589416836087	-6.760655665430477	45.7064650265172	4072561.892109167	2947.0323234558105	-1.6589076995855976	2.751974755744379	8684999.515493352	2074.96633959138	-7.052003050386247	4305485.31043725	49.730747022656935	2410.517568796234	1773.335989922856	0.863977	31.255453	0.071023985356274	0.0427924914792586	-0.0313575625	0.0430838608	-0.1817081239	0.0571228206	-0.0267490578	-0.036693926	0.0036001342	0.0751802298	0.0357735031	-0.0509444642	0.0952035456	-0.0053752948	-0.0268607673	-0.0026999481	0.0115970811	0.0131688133	0.0213516242	0.0669911158	-0.0054176266	0.1236617196	-0.0224316778	0.048091077	-0.0513223092	0.095310812	-0.0585759431	0.0099168682	-0.0349995559	0.006127437	-0.0386631111	-0.0072604937	-0.033610603	0.0298216677	-0.0049445035	0.0131493077	-0.0133428708	0.0504513873	-0.0206715313	0.0203861746	0.0475880279	-0.0408900998	0.0477024904	-0.0751203532	0.0446035503	-0.0173495713	0.0256238301	0.0286769857	0.0033072262	-0.0857107414	0.0184412563	-0.0366817364	0.0267909159	-0.0204279105	0.0473452048	-0.1374709374	0.0623589751	-0.0318409216	-0.0048192531	0.0275614509	-0.0904009179	0.0647964044	-0.0769188392	0.0845842949	-0.006120313	0.0094246649	-0.003569951	0.0616627665	-0.0273163833	-0.0200736415	-0.0728461533	0.0460008451	-0.0077578152	0.0347920611	-0.0171429808	0.0415711144	-0.0795842653	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0854150537399789	-0.002547981254736	0.0072957314054034	6.492208474486046e-06	0.0249432132961686	-0.004745640800536	2.2521106607711977e-05	0.0006221638895381	0.0837177332908822	0.0392556683401821	0.0070086588673632	0.0015410074968343	0.0067763096230535	0.0001030977065531	4.5918372107487465e-05	1.0629137096529644e-08	0.0009267716389487	9.104137919709996e-05	8.589056707596596e-07	8.288532726110149e-09	0.0005198670226155	-0.0002953548134661	2.702617212031048e-07	8.723446583759473e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013.8541975596893	-4.204744123919454	17.679873147635178	4055608.72902878	2938.7774322509767	-8.254891204833712	68.14322880364097	8636412.796307644	2069.352174497454	-5.614165093925749	4282218.422097342	31.51884970185431	2411.176889325344	1765.544038005259	0.958912	34.689831	0.1449931503743524	0.0692914057124218	-0.0326285284	0.0434111241	-0.1322693348	0.0339809258	-0.0191936072	0.0355373532	-0.0151966733	-0.0518508613	0.0317747584	-0.0453155612	-0.0263561509	-0.0831064926	-0.0420805796	-0.0207191972	-0.0074409432	-0.0046066996	0.0111356423	0.0380423917	-0.0766174782	0.0462145865	-0.0273255023	0.0181120582	-0.0594298896	-0.0236326487	-0.012569002	0.0849525277	-0.0048251823	-0.0310425195	0.0122010487	0.0094333087	0.0047441378	0.0187356427	0.0395067485	0.0196029032	0.0219146413	-0.0253294979	0.0317227434	-0.0421628635	0.039304814	0.0204983235	0.0790819089	0.0050671621	0.0697376869	-0.0215808345	0.0073323701	0.0572577847	0.0128249485	-0.0194286222	-0.0349674911	-0.0032903379	0.0614396266	-0.0204654579	0.037518173	-0.1246015688	0.0759385242	-0.0176736741	0.0179806711	0.0225865129	-0.0486819462	0.0545511755	-0.0408663144	0.0764622887	-0.0128656901	0.0033505788	-0.0179168259	0.0374755525	0.0157593093	-0.0249259039	-0.0365419445	0.041303326	-0.0398482811	0.0037308531	-0.0285820758	0.0430473439	-0.0665400032	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.1011589273819879	-0.0157438736420089	0.0102331285890743	0.0002478695572555	0.0131272177270318	-0.0118159955691368	0.0001396177512898	0.0001723238452528	0.0333850962579305	-0.0503326370329516	0.0011145646521512	0.0025333743506908	0.0059203256816425	-0.0008559839414109	3.505025617671573e-05	7.327085079535099e-07	0.0006155611409539	-0.0003112104979948	3.7891551825246717e-07	9.685197406217145e-08	0.0006946854658148	0.0001748184431993	4.825878964143257e-07	3.0561488082626894e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2019.3502340235711	5.496036463881865	30.20641681231907	4077775.3676510514	2938.6407684326173	-0.1366638183594659	0.0186769992485891	8635609.565894244	2086.34274189124	16.990567393786023	4352826.036642258	288.67938036278474	2424.004589070145	1776.4257750310203	0.912578	33.013664	0.1580240299329479	0.0692437563378971	-0.015589029	0.0242763641	-0.1654584665	0.0122995551	-0.02775461	0.0589068348	-0.0204642559	-0.0732390098	-0.0041639624	0.0445841938	-0.0536337395	-0.0654345113	0.0169146783	0.0261086528	-0.0063788528	0.0229928032	0.0218712718	0.0470652011	-0.0208502114	0.110812021	-0.053658168	0.0353515456	-0.0253688436	0.0603347809	-0.0070341685	0.0275214676	-0.0223008588	-0.0014626275	-0.011024729	-0.055345806	-0.0959002649	-0.0599810196	-0.0686715303	-0.0224423746	0.0031739766	-0.088784235	0.0511333882	0.0086725109	-0.0013565053	0.0103241022	0.0590421914	-0.0040884111	0.014958434	-0.0374722105	0.0043634642	0.0198320308	0.0889166694	-0.0528208246	-0.0252380063	0.0953051068	0.0974464734	-0.0260173154	0.0218361223	-0.1215198983	0.056786526	-0.0325070747	0.0292064764	0.0490243028	-0.0354472322	0.0534752218	-0.0673151929	0.045954942	-0.0132719299	-0.0417997474	0.0016568523	0.0473132953	-0.0066323373	-0.0273194753	-0.0245959904	0.0205438881	0.0215142652	0.0431982149	0.0078008156	0.0572049211	-0.0580297913	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0734061617530983	0.0277527656288895	0.005388464583322	0.000770216000052	0.0390690585379047	0.0259418408108728	0.0006729791046566	0.0015263913350382	0.0222512223650426	-0.0111338738928878	0.0004951168967385	0.0001239631478627	0.0054830260922466	-0.0004372995893958	3.0063575128257024e-05	1.9123093088582246e-07	-8.309259410088643e-05	-0.0006986537350547	6.9043791944146675e-09	4.881170415060036e-07	-3.327220174046417e-05	-0.0007279576675552	1.1070394086581468e-09	5.299223657525006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2023.1108253061304	3.7605912825592895	14.142046794460922	4092977.411470852	2955.750972366333	17.11020393371564	292.7590786533381	8736463.810644522	2085.140069785815	-1.2026721054253358	4347809.110626393	1.44642019316821	2421.0302085912017	1788.4270254624755	0.829078	29.992941	0.1353018029069398	0.0702766703751092	-0.0139566619	0.0168473482	-0.0976951415	0.0032889445	0.0039980821	0.0645384041	-0.0003009884	-0.0130814654	-0.0696488516	0.0632209728	-0.013495755	0.0140745629	0.0088440449	0.0226400107	0.0178422098	0.0370044987	-0.0113321288	0.0507603758	-0.0188324726	0.0452914909	-0.0274778909	0.0276496648	-0.0482332265	0.0517901237	0.0235637684	0.0215456269	0.0004009511	0.0120062587	0.0029873051	-0.0593271541	-0.017277868	0.0163953643	-0.0556355505	-0.0122166669	0.0057549799	-0.0589116518	0.0168319575	0.0668682031	0.0190342735	0.0151101915	0.0109427066	-0.0224903419	0.0171123133	-0.0380480751	0.036153932	0.0068698864	0.0294527789	-0.0290418309	-0.0234982169	0.0086391315	0.1034114	-0.0199710351	0.0170170185	-0.0776478195	0.0479936304	-0.0175864956	0.0185560245	0.0276005127	-0.0155363642	0.0508838941	-0.0255389125	0.0235448061	0.0037203584	0.0044702572	0.00486071	0.0345692264	-0.0092064033	0.0032477721	-0.0337920274	0.0150759356	-0.0717507611	0.03502668	-0.0126372491	0.024939314	-0.0277192439	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0694241376087205	0.0039820241443778	0.0048197108827145	1.5856516286407766e-05	0.0126771664813389	-0.0263918920565657	0.0006965319663254	0.0001607105499955	-0.0315083808653966	-0.0537596032304392	0.0009927780647588	0.0028900949394942	0.0048450124731655	-0.0006380136190811	2.3474145865129277e-05	4.070613781329635e-07	-0.0004590603505967	-0.0003759677564958	2.1073640548996512e-07	1.4135175392449537e-07	-2.388790780623708e-05	9.384293934227086e-06	5.706321393592825e-10	8.806497264397129e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015.4633763679524	-7.647448938178059	58.48347526204071	4062092.6214805054	2936.016822433472	-19.734149932860877	389.4366735726328	8620194.781612342	2073.328658543276	-11.811411242538725	4298691.726336861	139.5094355403702	2411.8977342020767	1793.936880469779	0.929037	33.609055	0.1812713232599564	0.1175330136324095	-0.0032579596	0.014653848	-0.0716378629	-0.0172302334	0.0169758395	0.013261344	-0.0230224104	-0.0670902671	0.0146795493	-0.0402693969	0.0612888047	-0.0004387601	-0.0009648308	-0.0335540176	0.0044550679	-0.0191494662	-0.023929233	-0.011438261	-0.0357898573	-0.0287855866	0.0105377806	0.0813842812	0.0131382953	0.037165303	-0.0569449579	-0.0571194723	-0.0251874582	0.0622272719	0.0406170902	0.0010261672	-0.0281115703	-0.0631723024	-0.0184427107	-0.0041403073	0.0477668652	-0.0237757366	0.052220785	-0.0678394358	0.0208478513	-0.0052160959	0.0196059168	-0.0062993834	-0.0209500665	0.0041376185	-0.0006435146	-0.021702508	-0.0791526808	-0.0197475802	0.0356534627	-0.0154580847	0.0271637811	-0.0118102266	0.0139425482	-0.0531884733	0.0467867631	-0.0231677609	0.019092774	0.0084682695	0.0003558901	0.021009962	0.001186495	0.0027798128	0.0212664718	0.0077837941	0.0130886372	-0.0264839836	0.0152251349	-0.0181355711	-0.0317440065	0.0297807021	0.0197994143	-0.0178289428	0.0132938004	0.0245827849	-0.0530941556	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.0800606468162783	-0.0106365092075577	0.0064097071686408	0.0001131353281224	0.0112380969334822	-0.0014390695478566	2.070921163568483e-06	0.0001262948226863	0.0624978579824357	0.0940062388478323	0.0039059822523927	0.0088371729423156	0.0038420105382604	-0.001003001934905	1.4761044976103969e-05	1.0060128814233742e-06	-7.931337608590994e-05	0.0003797469745107	6.2906116261449914e-09	1.4420776465009864e-07	9.715329591206504e-05	0.0001210412037183	9.438762906577274e-09	1.4650972997575517e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2003.7325941542329	-11.730782213719522	137.61125134571827	4014944.308876052	2918.150640106201	-17.866182327270963	319.2004709512893	8515603.158352232	2067.353774578652	-5.974883964624041	4273951.629264601	35.699238390721504	2390.9908929631074	1772.7543488480578	0.977961	35.378963	0.0982185903195628	0.0502019750694524	-0.0166308441	0.011579563	-0.1022564336	-0.0039427748	-0.0019733955	-0.0813190609	-0.042251888	0.0082616173	0.0814015434	-0.0446574161	0.0440565733	0.0018285346	-0.0303023755	-0.0210418621	0.0299689898	-0.1032624604	0.0436512362	0.0464013953	0.0469619362	0.0264009987	-0.0542348694	-0.0538067952	0.0121812073	0.1159157779	0.0094778472	-0.080345024	0.0714415918	-0.0705164414	-0.0021528513	-0.1008212862	0.0443506439	-0.0233509986	0.0226885962	0.0562127127	0.0071823234	0.0928385321	-0.0631041628	-0.1366843767	0.0118741945	-0.0488529371	0.014614115	0.0115749085	0.0401520591	0.0629008837	-0.0280682849	-0.0849571488	0.0885230955	-0.0046091515	0.0340142968	-0.0483432584	0.0739027616	-0.0178471003	0.0134569806	-0.07308428	0.0374794224	-0.0176358387	0.006460602	0.030561537	-0.0404413325	0.0148567469	-0.0274287855	0.0365563182	0.0115139385	-0.0112726319	0.0328801593	-0.0291344218	-0.0020905434	-0.0418983307	-0.051032046	0.0084883953	0.0930235071	-0.0075115071	0.0128159136	0.0541773051	-0.0443470633	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0723179032809042	0.007742743535374	0.0052298791349462	5.995007745457725e-05	0.0111808247400375	-5.727219344470007e-05	3.2801041419671444e-09	0.0001250108418674	0.089163932623606	0.0266660746411703	0.0079502068809069	0.0007110795367684	0.0040566048585164	0.0002145943202559	1.645604297813886e-05	4.6050722286134477e-08	0.0005618482779621	0.000641161654048	3.1567348744897724e-07	4.110882666215801e-07	-0.0003221407287754	-0.0004192940246874	1.0377464913594584e-07	1.7580747913861257e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016.103560530724	12.370966376491197	153.04080908827572	4064673.566784663	2944.50530166626	26.35466156005896	694.5681859452493	8670111.471540714	2078.89350147033	11.539726891678129	4321798.19045557	133.16529673451936	2409.944178827433	1783.6685730798947	1.085624	39.273785	0.2280025121586486	0.1247168344599419	-0.0051972748	0.0131198401	-0.0635650152	0.01032295	0.02809361	0.0083145174	-0.0007111181	0.0703496474	-0.0554671912	0.0668800346	-0.0756886024	0.0297369462	-0.0007900726	0.009322271	0.0123318194	0.01767155	0.0111879315	0.0441806903	-0.0050561075	0.0501063669	-0.0248338126	-0.0208206775	0.0167584411	-0.017138337	-0.0279016801	0.0875474638	-0.0392230174	-0.1097418339	0.0042969288	-0.0279310903	0.0049160443	-0.0058759116	0.0052301053	0.0051322513	-0.0520826438	0.0011094434	-0.00180807	0.1067583883	0.0526162693	0.0079925162	-0.0088270781	-0.0348455032	0.0231640376	-0.0613853723	0.0100778231	0.0706982926	0.0465153627	-0.0290577767	-0.1027656167	0.1704530613	-0.0171988969	-0.0110267945	0.012543297	-0.0499274749	0.023603404	-0.0103027709	0.0145842204	0.011485403	-0.027752421	0.0257864318	-0.000954377	0.028684784	-0.0236965643	0.002782509	0.0236284534	-0.0155386667	-0.0240325582	0.0097812697	-0.016665665	0.0046154608	-0.0741113438	0.032211447	0.0055348664	0.017925341	-0.0179703564	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.071890587495929	0.0004273157849752	0.0051682565705098	1.825987800889777e-07	0.0146127792182824	0.0034319544782448	1.177831154074522e-05	0.0002135333164822	-0.0119642542053526	-0.1011281868289586	0.0001431433786902	0.0102269101713127	0.0039052614702509	-0.0001513433882654	1.5251067151026222e-05	2.2904821171681758e-08	0.0018348574982465	0.0012730092202844	3.3667020388714045e-06	1.620552474929096e-06	-0.0013580892215549	-0.0010359484927795	1.844406333703594e-06	1.0731892796921175e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015.910681590639	-0.1928789400851656	0.0372022855283769	4063895.8761512334	2961.5561946868897	17.0508930206297	290.7329528009586	8770815.094288291	2073.7311649622543	-5.162336508075896	4300360.944535708	26.649718222613235	2402.3656356256915	1784.635203664787	0.89129	32.243526	0.1835394897630005	0.0949103435083286	-0.0028822952	-0.0002643297	-0.045281564	-0.0277556093	0.0153489898	0.0691036839	0.0389513401	-0.0105757194	-0.0900054166	-0.0718129399	0.0733119018	0.0218038206	-0.0012563626	-0.0300681016	0.0101940537	-0.0085998363	0.0324424044	0.0355603573	0.0277415775	-0.016570936	0.0102038341	0.0062867294	0.0070586454	0.0060153239	0.0610929349	-0.0527941506	-0.0249400823	-0.0064670763	-0.0152904725	-0.05623051	-0.050843685	-0.081969709	-0.0187961625	0.00252456	-0.0063524751	0.0526647543	-0.007108494	-0.056137544	0.0417466156	0.0342637878	-0.0696072714	-0.0667207118	-0.0203922729	0.0238136964	0.0408161375	-0.0388736537	0.0143862168	0.0106325536	0.059214021	0.0024762304	-0.0280324946	-0.0103864324	0.0020648876	-0.0335754224	0.0269326497	-0.0144197053	0.0179034547	0.0182787808	-0.0218128116	0.0131639561	0.0037237664	0.0248287415	-0.0094275358	-0.013866009	0.0187636561	-0.0562631402	0.0068063925	-0.0337085423	-0.0179590407	0.0090063988	0.0390321568	-0.0021649278	0.0366326897	0.0351448125	-0.0106498637	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.0653998744855499	0.006490713010379	0.0042771435827256	4.212935538310446e-05	0.0192353997276057	0.0046226205093233	2.136862037321642e-05	0.0003700006026807	0.0472678106198856	0.0592320648252382	0.0022342459207973	0.0035084375034612	0.0028180113556707	-0.0010872501145802	7.941188000689016e-06	1.182112811654658e-06	0.0009409868826448	-0.0008938706156016	8.854563133095786e-07	7.99004677436162e-07	-0.0010753281233756	0.0002827610981792	1.1563305729224898e-06	7.995383864356365e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
