global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
843.9177695211331	n/a	n/a	712197.2017135243	772.1561408778599	n/a	n/a	596225.1058953895	831.2141792458082	n/a	690917.0117792825	n/a	821.5733489472109	656.7674896064987	n/a	n/a	n/a	n/a	-0.0259883589	-0.0214636969	0.1101173447	-0.1231761218	0.0506678962	-0.1479746708	0.0701568028	-0.1989622284	0.0105780522	-0.0192454885	-0.0124424233	0.0016521676	-0.0074986576	0.0291548287	-0.049126931	0.0223732551	-0.0161406717	0.0214209459	-0.1559175303	-0.04505222	0.0287829218	-0.03733346	-0.0209912534	0.0107639061	-0.0129060715	0.0068617256	-0.028375461	0.0381274832	-0.0057347986	0.0689755852	-0.10324857	-0.121954819	-0.009709152	0.0934204982	0.0852048212	-0.0995123278	0.0687066334	-0.0523538302	0.1766888709	-0.0530821363	0.0180309262	-0.0401485447	0.0513302147	-0.02330105	0.06346286	-0.1175608354	0.051163058	-0.0350203368	0.0322825913	-0.0224320754	0.1881481111	-0.0733953079	0.0849992475	-0.0742456628	0.0294349113	-0.0162929258	0.1561451084	0.1560591586	0.2276391017896486	n/a	n/a	0.051819560663598	-0.0797898748638772	n/a	0.0063664241307931	n/a	-0.4491756726946505	n/a	0.2017587849406917	n/a	0.0025170738237098	n/a	6.335660634005073e-06	n/a	-0.0070932037667545	n/a	5.031353967670023e-05	n/a	0.0002929321351055	n/a	8.580923577746693e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.3901998216164	-0.5275696995166754	0.2783297878481152	711307.0291551461	761.4619774954659	-10.69416338239398	114.36513044933628	579824.3431713055	830.6139488551106	-0.6002303906975612	689919.5320326803	0.360276521916947	820.7561366497357	658.8007750682342	0.867562	17.247509	0.2148563465738596	0.1103893198769171	-0.070121891	0.0149029705	0.031272333	-0.0839387135	-0.0071779052	-0.0375219431	-0.0923117602	-0.1126675005	0.0664950591	-0.0338252181	-0.0795534613	0.074804612	-0.0088647229	-0.019793369	0.0122754052	-0.0183890944	-0.0512415165	-0.0331129408	-0.0980160554	-0.0317774285	0.0804148991	-0.0545606585	-0.0699125258	0.0907361393	0.0344111346	-0.0301739058	0.0367202081	0.0310407812	0.0376332238	0.1198342249	-0.0158756466	-0.0860835213	-0.0606212934	0.0451415235	0.0762981494	-0.0552908217	-0.017728372	-0.0373952603	0.1280651273	-0.0508177607	0.0038005981	-0.1457427681	0.0183851319	-0.0105298179	0.0921380796	-0.0551502905	0.0190760574	-0.0550068239	0.0048167211	-0.0110803278	0.0652798951	-0.0755786897	0.0703556936	-0.0461552816	0.1294096189	0.0164215149	0.155915944	0.1551433414	0.2070197378592979	-0.0206193639303507	0.0004251581688922	0.0428571718633324	-0.0809063269112186	-0.0011164520473413	0.0065458337342649	1.2464651740128005e-06	-0.503521287964773	-0.0543456152701225	0.2535336874337038	0.0029534458990881	0.0040487016573196	0.0015316278336098	1.6391985109982475e-05	2.345883820688249e-06	-0.006521117695394	0.0005720860713605	4.2524975997180754e-05	3.272824730446914e-07	0.0009647165366561	0.0006717844015506	9.306779960977404e-07	4.512942821666978e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.9030556183525	-0.4871442032639379	0.2373094747736568	710485.5611707554	760.0524138750349	-1.4095636204310722	1.986869600042752	577679.6718372672	831.0531610916686	0.439212236557978	690649.3565604548	0.1929073887422612	821.1053425346854	665.4912226815509	0.969547	19.275017	0.3295979361942772	0.2143107787732421	-0.1122158824	0.0586248406	-0.0278370312	-0.0866259023	-0.0367888356	-0.0398526118	-0.1224432205	-0.0304741614	0.1071683614	-0.0766226506	-0.1130294744	0.092368019	0.0556366161	-0.0759061187	0.0479121082	-0.1760621388	-0.0580774005	-0.2017625268	0.038117552	0.0357664567	-0.0160550891	-0.0911879714	-0.0928218832	0.062535747	0.1037598564	-0.0331540104	0.0529850234	0.1111588882	0.1752119555	0.1471174866	0.0878597601	0.0861100476	-0.1336967027	-0.0271697049	0.0130899595	0.0187113703	-0.1593603259	0.0051481506	0.0353453997	0.0486369174	-0.0932477907	-0.0127186451	0.0492175382	0.0238333961	0.109247119	-0.012001837	-0.0476893145	-0.0339932534	0.0327984334	0.0193628575	-0.05255446	0.0425343444	0.0041902682	0.1340305668	0.1327005755	0.0085546551	0.1554579513	0.1533170814	0.2168346522473854	0.0098149143880875	9.633254444548732e-05	0.0470172664152445	-0.0991349996650114	-0.0182286727537927	0.0098277481585818	0.0003322845103648	-0.5653806997834749	-0.0618594118187019	0.3196553356876518	0.0038265868305557	0.0076341967599226	0.003585495102603	5.828096016921272e-05	1.2855775130790098e-05	-0.0065088989631409	1.2218732253099772e-05	4.236576571237669e-05	1.4929741787294062e-10	0.0021609014464739	0.0011961849098178	4.669495061372994e-06	1.4308583384758188e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.1106629047599	0.2076072864074376	0.0431007853694598	710835.5899037037	758.8878025599888	-1.164611315046045	1.3563195151332783	575910.6968743285	832.1940124965512	1.1408514048825964	692546.87443511	1.301541928022594	821.6568593930308	659.2996082925389	0.812053	16.143965	0.1002284089613397	0.0522522419017764	-0.099237416	0.0859824338	-0.0128581869	-0.0754340907	-0.0322861882	-0.0120987293	-0.1104603227	-0.0509792756	-0.0125273362	-0.1013563559	-0.0813736168	0.0059792807	0.0106452092	-0.0751127957	0.0316140644	-0.0653057388	-0.024117941	-0.0690027539	-0.0527476447	0.1108774689	-0.0761666775	-0.1070639473	-0.0762282301	0.0361969455	0.0178273646	-0.0447805066	0.0584597038	0.0123132931	0.1282348268	0.0372492402	-0.0546666316	0.1674739537	-0.1340507661	-0.0211462586	0.0604371325	-0.0112695041	-0.1020619436	-0.0502724457	0.0309006822	0.0561457538	-0.0371251717	-0.0369600976	-0.0446639001	0.0783064764	0.0759209417	0.0688365503	-0.0804324764	-0.0087370694	0.0415454133	0.0625712592	-0.00470314	-0.0117099148	-0.0634243101	0.0881061163	0.0346462446	-0.0312871635	0.1547718027	0.1505910958	0.236560892741835	0.0197262404944496	0.0003891245640448	0.0559610559748139	-0.0627363520182484	0.036398647646763	0.0039358498645575	0.0013248615505132	-0.5919291727923621	-0.0265484730088871	0.3503801456026501	0.0007048214191036	0.0076541217181649	1.9924958242299905e-05	5.85855792764836e-05	3.9700396095739475e-10	-0.0065111361129772	-2.237149836300037e-06	4.239489348171585e-05	5.004839390057282e-12	0.0018319625983277	-0.0003289388481462	3.356086961671578e-06	1.0820076581974893e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.5277847962797	-0.5828781084802586	0.339746889345524	709853.0681537262	763.854648402759	4.966845842770226	24.66955762584388	583473.9238865026	832.7026988127566	0.5086863162053987	693393.7846100484	0.2587617682946189	822.4447810330091	662.4961236399463	0.79895	15.883461	0.2007555025169626	0.0942827891568687	-0.0939102523	0.0738742054	-0.006472118	-0.1220668189	-0.0532148849	-0.0344960408	-0.0276563202	-0.0037353732	-0.1235285335	-0.0955882703	0.0069018554	-0.0190329791	0.0072705078	-0.0455672662	-0.0089810749	-0.1589500381	0.0164003867	-0.0492275652	0.0231918191	0.1310693136	-0.058434445	-0.1076568735	-0.0098093684	-0.0095859468	-0.0097858114	-0.0377177742	0.0049667142	-0.0190501178	0.1468322708	-0.0284653355	-0.0439764096	0.0868082059	-0.1080112261	-0.0368505569	-0.0007742145	0.0145229902	-0.1236409307	-0.0175007532	0.050690176	-0.0117677591	-0.0594095277	-0.0832796584	-0.0682771035	0.0223198758	-0.0181838784	0.050752874	-0.1072177095	0.0105739668	0.0283185231	0.1282564737	0.0680717781	0.0096970443	0.0450913858	0.0724614465	-0.1491494005	-0.0703420992	0.1538585052	0.1469813818	0.2088133375579559	-0.0277475551838791	0.0007699268186824	0.0436030099420928	-0.0171187983441569	0.0456175536740914	0.0002930532567479	0.0020809612032086	-0.5441078373049351	0.047821335487427	0.2960533386166536	0.002286880127801	0.0072015280355138	-0.0004525936826511	5.186200604629125e-05	2.0484104157568458e-07	-0.0056399732120553	0.0008711629009219	3.180929783270138e-05	7.589247999426609e-07	0.0015643380184694	-0.0002676245798583	2.4471534360287687e-06	7.16229157443316e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.5090274892128	-1.018757307066835	1.0378664507020694	708137.4433458408	760.7916506086077	-3.062997794151329	9.381955486975906	578803.9356357699	831.8342684872237	-0.8684303255329269	691948.2502296745	0.7541712303052254	821.2487655665554	653.146769473084	0.834976	16.599691	0.0676042735158821	0.0309082014178026	-0.0693501442	0.0776387029	-0.0198110987	-0.0911962112	-0.0656605397	0.0399458568	-0.0832157813	0.0512369856	-0.0749204785	-0.0857663247	-0.0657176915	0.0103239228	-0.0098225275	-0.0056192356	0.0477072483	-0.0933017552	-0.0826352514	0.2050142183	-0.0498886867	0.0236936356	-0.0233273832	-0.0907619321	-0.0378897963	0.0289181754	0.0097005237	0.0171782893	0.0593889059	-0.2226915377	0.0881738813	-0.0364767381	0.0138533469	-0.0113951663	-0.1133519828	-0.0333317106	0.0319988787	-0.005663182	-0.0773292533	-0.043928483	0.0546589121	0.0035467523	-0.0474660233	-0.0270019679	-0.0068527015	-0.0030071086	0.0693120765	0.0738596169	0.0400360691	0.0787666399	0.01044912	0.1253723713	-0.1282603281	-0.0181696896	0.1357373789	0.0765872754	-0.1012355936	-0.0575464361	0.152719399	0.1425091225	0.2287767282196569	0.0199633906617009	0.0003985369667116	0.0523387913748907	-0.0253680848271926	-0.0082492864830357	0.0006435397277996	6.805072747919556e-05	-0.5556259812861555	-0.0115181439812204	0.3087202310802032	0.0001326676407721	0.0074175975574747	0.0002160695219609	5.502075352465463e-05	4.6686038320411855e-08	-0.0059230353758188	-0.0002830621637634	3.508234806320095e-05	8.012418855447444e-08	0.0015060006563953	-5.833736207409997e-05	2.2680379770630745e-06	3.4032478137646373e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840.7099804057758	-0.7990470834370171	0.6384762415492035	706793.2711538799	754.3328358895438	-6.4588147190638665	41.716287575196056	569018.0273011614	830.3575488614032	-1.476719625820465	689493.6589511175	2.180700853283334	819.6835413675357	654.8298270787948	0.750596	14.92217	0.0218043596170001	0.0130103442128566	-0.0860385849	0.052463396	-0.0121196059	-0.0827521879	-0.0913501032	0.0443502458	-0.0693098164	0.0048501137	0.0312034666	-0.0574770518	-0.1132165663	0.0938373958	0.0360744385	-0.0099383312	0.0840913093	-0.0476295411	-0.1637663067	0.0661084175	-0.0567998704	0.0091433359	-0.056410403	-0.0687073102	-0.0630074576	0.0587114636	0.0755325183	0.0151466872	0.0877406026	-0.1675591623	0.091794344	0.1026648734	0.0683002264	-0.0605820934	-0.1147167783	-0.034375818	0.0145570868	-0.0012365325	-0.0932859081	-0.013341538	0.0559091072	0.0134360816	-0.0598582958	-0.0206786408	0.0423133372	-0.0598075571	0.0311942219	-0.0061333975	0.1044234152	0.0238080459	0.0271034655	0.0820879282	-0.1007208815	0.0626256591	0.1574644328	0.0363761986	-0.0143141941	-0.0384718053	0.1513561561	0.1372005631	0.2287304223419966	-4.630587766030203e-05	2.144234305890859e-09	0.0523176061047481	-0.0282729560721577	-0.002904871244965	0.0007993600450581	8.43827694982507e-06	-0.5434508063690657	0.0121751749170897	0.2953387789431878	0.0001482348842617	0.0074351898009568	1.7592243482100235e-05	5.528204737625202e-05	3.0948703073349816e-10	-0.0060380222941902	-0.0001149869183713	3.6457713225137885e-05	1.3221991396550973e-08	0.0015069816460875	9.809896921999723e-07	2.270993681644591e-06	9.623407762025968e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.5025233662719	0.7925429604961209	0.628124344231956	708126.496831803	757.3530380684989	3.02020217895506	9.121621201764892	573583.6242715851	831.0609538138577	0.703404952454548	690662.308953999	0.4947785271375849	820.7048962112193	657.4563404001741	0.770028	15.308485	0.1301111041977936	0.0665317525369672	-0.0836266803	0.03366118	-0.0043666494	-0.0562284613	-0.0483924914	0.0274956465	-0.0577196197	0.0113892855	0.1483503668	-0.0664721292	-0.1032164118	0.0442565122	0.0206548272	-0.0778567312	0.0048789474	-0.064726204	0.0052597399	-0.0944992547	-0.0233850006	-0.0038618078	0.0416878606	-0.0743260979	-0.0865407188	0.0392162737	0.045371009	-0.0407307313	0.0306331926	0.0488057899	0.040460863	0.1051361411	0.0252268087	-0.0135558806	-0.1052498644	-0.0060105637	0.0302694851	-0.0017727384	-0.0113354274	0.0224957662	0.0017971117	0.0610076839	-0.0607530657	0.0269602608	0.0783124408	0.0595665877	0.0429467387	-0.0552095704	0.0239479931	-0.0215326128	0.0730389488	-0.0020820053	-0.1017574732	0.0701325578	0.0022896882	0.1626487717	0.0824884173	0.0753489075	0.1497707771	0.1310868562	0.2420784662994179	0.0133480439574213	0.0001781702774892	0.0586019838458784	-0.0765065044776776	-0.0482335484055198	0.0058532452273929	0.0023264751917876	-0.5050505623967183	0.0384002439723474	0.2550760705772414	0.0014745787371358	0.0073115692694251	-0.0001236205315317	5.3459045181601486e-05	1.5282035816180092e-08	-0.0065141190270667	-0.0004760967328765	4.243374669879241e-05	2.2666809905567785e-07	0.0015098497389294	2.868092841900021e-06	2.2796462341451776e-06	8.225956549758139e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.414044530745	-0.0884788355269847	0.0078285043362112	707977.5943335864	761.5781741550991	4.225136086600173	17.851774950291027	580001.3153494144	831.7285734079732	0.6676195941154219	691772.4198232621	0.4457159224468407	821.3665135226549	653.5379197968377	0.7993219999999999	15.890863	0.1119820083770116	0.0506913228107489	-0.0857766251	0.0642891401	0.0096616455	-0.0755975828	-0.0571713472	0.0231161396	-0.0045927835	-0.0486124383	0.0044014758	-0.0810202762	-0.070792264	0.0262029548	0.0327810998	-0.0438413513	-0.0402136245	-0.0389306275	-0.0447641995	-0.0681088435	-0.042270816	0.0663160963	-0.0009329675	-0.0908033681	-0.0739645664	0.0169498006	0.0395684716	-0.0441371367	-0.0280794153	0.0250498429	0.058282832	0.0609887725	-0.0661058057	0.0822459467	-0.1105613651	0.0088077233	0.0670537189	-0.0294681769	-0.0053441909	-0.0182656374	-0.018423303	0.068153401	-0.0320234862	0.036110914	0.0354099175	0.0060628677	-0.0417576221	0.0237185663	-0.0717630984	-0.0049049172	0.0525173587	0.1253869563	0.0551765851	0.0654739488	-0.0276357044	0.0603163535	-0.1287626972	0.0621072347	0.1479655889	0.1242038795	0.2595649837341227	0.0174865174347047	0.0003057782919942	0.0673739807808953	-0.067219115061107	0.0092873894165705	0.0045184094295983	8.625560217502742e-05	-0.5232205002570396	-0.0181699378603212	0.2737596918892268	0.0003301466418479	0.0065793151324068	-0.0007322541370183	4.32873876115171e-05	5.361961211804156e-07	-0.006959702065276	-0.0004455830382092	4.843745283740701e-05	1.9854424393983027e-07	0.0013469236408487	-0.0001629260980807	1.8142032942771176e-06	2.6544913435801915e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.3643084301018	0.9502638993568552	0.9030014784208956	709577.6281169237	765.0069272504534	3.4287530953542955	11.756347788901662	585235.5987411805	832.3654066650694	0.6368332570962139	692832.1702127063	0.4055565973437724	821.839168788217	659.3201055608245	0.7614689999999998	15.138335	0.0226595798121228	0.0145552352502783	-0.0983077864	0.018473202	-0.0099243029	-0.1043218421	-0.0559028886	0.0259671147	-0.0008491165	-0.0227046352	-0.1374086381	-0.0928367979	-0.0785385996	-0.0597014813	-0.0552622052	-0.0147532514	-0.0237255378	0.0252602187	0.0218775856	0.1385664172	0.0003756664	0.1209315241	0.0576230971	-0.0995024548	-0.0680269495	-0.0061514076	-0.0408359077	-0.010034543	-0.0065898163	-0.1354952269	-0.0604785733	-0.1122940075	-0.0777958774	-0.0396959962	-0.1053948334	0.0234751946	0.0597344774	-0.0177578988	0.0316270064	-0.0131583679	0.0257423101	0.0722753008	-0.0203672373	0.0257419233	0.0359831638	0.0004762937	-0.09221485	0.0527192164	0.0377335247	0.0820127983	0.0684415453	0.1228834025	-0.0636967948	0.0807658479	0.0007801277	-0.0528991306	-0.1053263728	0.0029047604	0.1459432408	0.1165920251	0.2589084255559442	-0.0006565581781785	4.310686413330726e-07	0.0670335728238578	-0.0676986297005726	-0.0004795146394655	0.0045831044633352	2.299342894618166e-07	-0.5235126482398584	-0.0002921479828188	0.2740654928671097	8.535044386512115e-08	0.006438442602284	-0.0001408725301227	4.145354314290557e-05	1.984506974319896e-08	-0.0069190736360227	4.062842925329959e-05	4.787357998070439e-05	1.6506692635903699e-09	0.0011037974199916	-0.000243126220857	1.2183687443801126e-06	5.9110359268255344e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
