global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
840.4281671304796	n/a	n/a	706319.5041062973	774.9879933993021	n/a	n/a	600606.3899130768	830.9442190170288	n/a	690468.2951178199	n/a	820.3241162540937	604.366440402952	n/a	n/a	n/a	n/a	-0.0321222863	-0.036357662	-0.0260167586	0.095142446	-0.2428074801	0.0732499923	-0.1301093725	0.1927024531	-0.1076351197	0.1178568964	-0.0286338804	0.0325430938	-0.0998493519	0.0432257333	-0.2764801233	0.1406132916	-0.1122205743	-0.1251446739	0.0683030146	-0.0493404356	0.0970846871	-0.0147709867	0.0607490292	-0.0461332789	0.0427463664	-0.0092409568	0.1341600599	-0.0587537043	-0.1354329059	0.1044881194	-0.0061217301	-0.0848616325	-0.0229978417	0.0711067992	-0.1159666524	0.1697253227	-0.1562281373	0.2411386212	-0.011718069	0.0596569858	0.1230709267	-0.0695966678	0.0683400655	-0.0652513353	0.10944102	-0.1148642611	0.1326799021	-0.0419846548	0.0666979186	-0.0405388279	0.2419770018	-0.1127575788	-0.0287624435	-0.0909954415	0.0795240538	-0.0070994884	0.301750311	-0.1525367076	0.0452932272	-0.1140523478	0.0128012748	-0.0419263654	0.0118623293	-0.2562905191	0.1339695844	-0.0918671341	0.0429057728	-0.110113222	0.0378515012	-0.1054067055	0.0341505983	-0.0781149152	0.0873299907	-0.0618707663	0.1717257877	0.1330691814	0.1561451084	0.1560591586	0.0460461978396438	n/a	n/a	0.0021202523354876	-0.0493365532408773	n/a	0.0024340954856899	n/a	-0.17262685750282	n/a	0.0298000319312989	n/a	-0.0004787116849227	n/a	2.291648772815304e-07	n/a	-0.0005678215387645	n/a	3.224212998848845e-07	n/a	-0.000745136314456	n/a	5.552281271210708e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.8700678278128	-0.5580993026667329	0.3114748316370935	705381.7308330949	764.2727162383851	-10.715277160917026	114.81716463527005	584112.7847863991	830.2451446533203	-0.6990743637085188	689307.0002204127	0.4887049659944705	818.9341890611231	602.5861727755293	1.159165	16.468533	0.0954688098792305	0.0572568198893951	0.0064814729	0.0378926192	-0.0356225064	0.1024059791	-0.0829680874	-0.0066938804	-0.0474516495	0.2854486358	0.2214797541	0.0646259881	0.0598576068	-0.0988292465	0.0430446	-0.14054422	-0.319770069	0.0388870463	-0.2206199095	0.1315187752	0.1969771894	0.1727071314	0.0127509979	-0.0151566675	-0.0933356931	-0.0112673971	-0.067100183	-0.0033748228	-0.021239152	-0.1606609874	-0.0126206945	0.0093721206	0.1449177385	-0.0114985639	-0.0722855035	-0.0398677661	-0.1051124911	-0.0317192846	-0.2784915626	0.2430999084	-0.0244012967	0.2287939689	-0.119089191	-0.155605161	0.0301963994	0.0063793472	0.0831159399	-0.0432848984	0.0386718835	0.1074024387	-0.0408099278	0.0868867192	-0.075718014	-0.0681829532	0.0033494961	-0.1645815678	0.039692097	0.0597753372	0.3593167426	0.086921946	-0.0138540138	-0.0595883544	0.048278362	-0.0444190107	0.091015348	-0.2342349637	0.089646504	-0.0458347479	0.0275358185	-0.0089885269	-0.0102701841	-0.1283680143	-0.1481460541	-0.0943234228	0.0372800422	-0.0306116025	0.1151421825	-0.0538088123	0.155915944	0.1551433414	0.0476712405291266	0.0016250426894827	2.640763742641484e-06	0.0022725471735858	-0.0676225145635811	-0.0182859613227037	0.0045728044759017	0.0003343763814954	-0.192487064428164	-0.0198602069253439	0.0370512699721721	0.0003944278191174	0.0004293652684273	0.0009080769533499	1.8435453373164738e-07	8.24603753205418e-07	-0.0003621601720529	0.0002056613667115	1.3115999022138618e-07	4.229659775768319e-08	-0.0007449226556836	2.136587723999047e-07	5.549097629507074e-07	4.5650071023434287e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840.8913283416131	1.0212605138002573	1.0429730370475656	707098.2260801225	766.2460400944665	1.9733238560813788	3.8940070409798815	587132.9939604508	830.3183684921264	0.0732238388061432	689428.5930554266	0.005361730569508	818.6731353143249	597.6473189810403	1.255251	17.833652	0.1918508767485042	0.0761206928876515	0.0624920408	-0.0252661862	-0.063315047	0.1851159232	-0.0991699246	0.0753342397	-0.1240776835	0.1045397559	0.1835938672	-0.0690395545	0.1239702891	0.0136267941	0.0285067662	0.0278296738	-0.2570759215	0.1035576332	0.0112201989	0.0858011964	-0.107675368	-0.0420983966	-0.1335379326	0.0054236837	-0.1852655099	-0.1625458107	0.1001166415	0.0114206148	-0.0071084267	0.0324301789	-0.0227148506	0.0060332146	0.2026035979	0.1161032877	-0.1652818088	0.0298239746	-0.0180911524	0.0793829265	-0.2134675892	0.1793588829	0.06030791	-0.0054286914	0.0225569887	0.0144333146	-0.0371474612	0.1942064046	0.114566576	-0.0141261392	0.2450601614	0.0398385912	-0.0730355354	-0.1680492303	-0.1645369926	0.1469037908	0.0641061447	-0.0981305205	0.0824057845	0.1207068897	0.212265369	-0.0772248066	-0.0292276627	-0.1446022957	-0.0445428258	0.0487457266	0.0633918687	-0.020606905	0.2124118695	-0.1070237336	0.0701705483	-0.1139402378	-0.0164014374	-0.0656400694	-0.0696834602	-0.0134265381	-0.1904632698	0.0551812034	-0.0865200632	-0.0968708916	0.1554579513	0.1533170814	0.0227611840534791	-0.0249100564756475	0.0006205109136199	0.0005180714995163	-0.0190036192203422	0.0486188953432388	0.0003611375434717	0.0023637969843968	-0.1593485764925617	0.0331384879356022	0.0253919688302057	0.001098159382658	0.0011160013801052	0.0006866361116779	1.2454590803967113e-06	4.714691498601456e-07	-5.0221460545785135e-08	0.0003621099505923	2.522195099351853e-15	1.3112361631799725e-07	-8.99999780735423e-05	0.00065492267761	8.099996053238095e-09	4.289237136479276e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840.4548614010353	-0.4364669405778159	0.1905033902173586	706364.3740526334	771.4180509930566	5.172010898590088	26.74969673513465	595085.809397926	831.4677261352539	1.1493576431274732	691338.5796045295	1.32102299181554	819.3580588266906	604.5048584391928	1.557107	22.122189	0.3124937467340226	0.159338839767646	0.1527134659	-0.0111190695	0.1356988415	0.1533811551	0.0522751192	0.1872339128	-0.1329090845	-0.0890043481	-0.1387842958	0.0402747777	-0.0313463568	-0.163391945	0.0691974363	0.1261680643	0.1238963359	0.2367677892	0.0249811075	-0.0245487018	0.08298397	-0.0288935291	-0.1287176704	-0.1143261333	0.1925350961	0.0557291895	0.0319671735	0.0164747262	0.232870598	0.1072103548	-0.053904522	-0.0010406317	-0.1238068628	0.059984689	0.0326126609	-0.1846159436	0.1941575582	0.1247560023	0.0059851041	-0.0627118895	0.1094208099	0.0333974214	0.1918150648	-0.0058053679	0.2619814675	0.0440027565	0.0585810884	-0.0752005768	-0.0434303433	0.1551537619	0.1089283156	-0.1569957492	0.0468831983	-0.0487727848	0.1520873451	0.0929492702	0.0084641276	0.070047884	-0.0804468098	0.0119812804	-0.1606351675	-0.1645485951	0.2013599451	0.0353005	-0.2137173414	-0.0994518777	0.1084889705	-0.031271241	-0.1605846977	0.0015573658	0.041151787	-0.08636781	0.1956801613	0.027132588	0.0321946242	0.120457577	-0.0500735009	0.2901580277	0.1547718027	0.1505910958	-0.0280154157100724	-0.0507765997635515	0.0025782630835478	0.0007848635174081	-0.0236169792890166	-0.0046133600686744	0.0005577617107378	2.1283091123239463e-05	-0.0553414709664394	0.1040071055261223	0.0030626784087292	0.0108174779999219	0.0015379165045819	0.0004219151244766	2.365187175065409e-06	1.780123722621892e-07	0.001947965456704	0.0019480156781645	3.794569420512024e-06	3.794765082374875e-06	0.0006020028467987	0.0006920028248722	3.6240742755373917e-07	4.788679096311632e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.6160607674419	-1.838800633593337	3.3811877701032573	703276.8973771018	762.4092776434762	-9.008773349580338	81.15799726410894	581267.9066368472	831.9743120574951	0.5065859222412428	692181.2559235423	0.2566292966130105	820.099233710806	596.0117979083305	1.318997	18.739305	0.1685083046240033	0.0759728996836871	0.1156703272	0.0690321661	-0.0036745548	0.0995000908	0.1391896011	0.0306083426	-0.0141935142	0.0083784532	-0.1124960476	0.022489702	0.0872055597	-0.0725579307	0.0224249965	-0.0287001958	0.1733840682	0.0017078941	0.0291491886	0.1885724952	0.1845296501	0.1214750734	-0.1703765106	-0.0552396657	0.0330851032	0.0954283622	0.1783216328	-0.1049612964	-0.0132704053	-0.0515235475	0.0971991567	-0.1617171032	0.0151947693	0.1695127641	-0.0857861321	-0.0891830096	0.0587943012	-0.0480976844	-0.0077215593	-0.152147549	0.0823034163	0.1532413035	-0.1001063203	0.023615189	0.1132908812	0.0590825727	0.00914652	-0.1436669113	-0.1635252001	-0.1248604617	-0.0779316078	0.0327076539	-0.2370892493	0.0022248555	0.1121056449	-0.0367870937	-0.0410101728	0.0675744627	0.0392367677	0.0912614385	-0.154515606	0.0053914409	0.0623975944	0.0348161629	-0.0082344414	-0.004012157	0.0447582034	0.03512767	-0.0808190637	0.0596015878	-0.0895085903	0.0911696676	-0.0528581583	0.0589879642	0.1616546827	0.0949008439	-0.0619088147	-0.1164329012	0.1538585052	0.1469813818	-0.0085371731011463	0.019478242608926	0.0003794019351321	7.288332455893593e-05	-0.057858701707147	-0.0342417224181304	0.0033476293632366	0.0011724955541602	-0.0935652406338363	-0.0382237696673969	0.0087544542548676	0.0014610565675862	0.0017479231886951	0.0002100066841132	3.0552354735780464e-06	4.4102807372221425e-08	0.0010816281375889	-0.0008663373191151	1.1699194280240324e-06	7.505403504915386e-07	0.000147055451436	-0.0004549473953626	2.1625305797045762e-08	2.0697713254730485e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.1849687034918	0.5689079360498681	0.3236562397005208	704231.4116978805	761.5613912400745	-0.8478864034017306	0.7189113530735223	579975.7526275178	831.332073173523	-0.6422388839721407	691113.0158869878	0.4124707840857808	819.4367642515035	603.2960638551631	1.17722	16.725044	0.1065219533089011	0.0605723467994442	0.0885925766	0.00393555	-0.1302053701	0.0976814616	0.0748974918	0.0119054957	0.0123713032	0.0613958853	0.0937075641	-0.0838648038	0.2009944924	0.0263774845	0.0104203624	-0.05227731	0.0281950822	-0.020850814	0.0051373376	-0.0860079193	0.0253830288	-0.137823328	-0.0091234164	0.0072028299	-0.1016311665	-0.074890434	-0.2228152938	0.1405751645	0.1349504097	-0.0486932641	-0.1575476617	-0.2162399112	-0.0944949075	0.0186274206	-0.1580271635	-0.0131735231	0.0156928107	-0.0414773141	0.0491415387	-0.0115007614	0.0363753115	0.0784047919	0.1457518428	0.057428404	-0.1093873213	0.0110752859	-0.0897941721	0.2630919657	0.1051632912	0.0347728733	0.0377976957	0.0594543074	-0.085284584	0.1706404815	0.0860760083	0.0217113377	0.0774189647	0.1282262368	0.0156729435	0.0215619179	-0.0530561562	0.0100245289	0.0119509247	0.0370617728	0.070560884	0.0598521484	-0.0007796228	0.0534740365	-0.0795868715	0.0619625626	0.0640424208	0.0530371985	0.0571547466	0.1184712474	-0.0685725014	-0.025078549	0.1166807464	-0.2076183292	0.152719399	0.1425091225	-0.0116600902374415	-0.0031229171362952	9.752611440166216e-06	0.0001359577043452	-0.0637728933231187	-0.0059141916159716	0.0040669819228018	3.497766247042991e-05	-0.0755454808312521	0.0180197598025842	0.005707119674025	0.0003247117433428	0.0009079749189403	-0.0008399482697548	8.244184534246444e-07	7.055130958640824e-07	0.0003340672438374	-0.0007475608937515	1.1160092340511687e-07	5.588472898665415e-07	0.0001488479830107	1.7925315746999742e-06	2.215572204635363e-08	3.2131694462963693e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.0201312287788	-1.1648374747129535	1.3568463424956512	702277.7403446997	760.4109060423715	-1.1504851977030055	1.3236161901337242	578224.7460281804	830.7403157424927	-0.5917574310302598	690129.4721999365	0.3501768571795327	819.2479408598107	606.7835386651194	1.00715	14.308827	0.0791043019017744	0.0398708496974344	0.0913155881	-0.0528661404	-0.1741534107	0.1682277706	-0.0172027025	-0.0633240457	0.0409069754	-0.1161566546	0.0579719255	-0.0210783892	0.1854608432	-0.0066240273	0.0137670881	0.0062416795	-0.0657985481	-0.098457649	0.0424381811	-0.0686361756	-0.0916961519	0.1323338913	-0.0521806464	0.0456775857	-0.0551571738	-0.0250220418	-0.1010944602	0.09343211	-0.0999204553	-0.1464701908	0.1351165638	0.0488598991	-0.0114341109	-0.0206593269	-0.1896227904	0.0214121324	-0.0136580199	0.023014444	-0.0345925374	-0.050466036	0.0054762196	-0.0570078438	-0.0047209403	-0.0884736288	-0.111195302	0.0950546704	-0.0128271422	0.1260045568	-0.0143071901	0.0581076871	-0.1011602207	0.1660226773	-0.0815141523	-0.0438842023	0.0824821554	0.000599641	0.0805334025	0.0854094941	0.0104743747	-0.0250268194	0.0112881491	0.0137652881	-0.0508992057	0.0135516563	0.0921546081	0.1734401898	0.0611785893	-0.0067257911	-0.1194091739	0.0326205976	0.0379353486	0.0210694722	0.1108401109	-0.0034864636	0.0858823129	0.0533401944	0.0134030632	-0.0543817844	0.1513561561	0.1372005631	0.0048613725551547	0.0165214627925962	0.0002729587328071	2.3632943120011338e-05	-0.0396407483323173	0.0241321449908013	0.0015713889283461	0.000582360421857	-0.0752844677336952	0.0002610130975568	0.0056677510819457	6.812783709624649e-08	0.0013609486279988	0.0004529737090584	1.852181168051816e-06	2.051851810982145e-07	0.0006441009194648	0.0003100336756274	4.1486599445540073e-07	9.612088002303587e-08	0.0001480617472802	-7.862357304999959e-07	2.1922281007665813e-08	6.181666239148623e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.8053286417733	0.785197412994421	0.6165349773731313	703594.3793578332	762.5147651150113	2.103859072639807	4.4262229975288285	581428.7670184008	831.0355069732666	0.2951912307738666	690620.0138503142	0.0871378627257902	819.0459158284094	600.1588695819561	1.19483	16.975239	0.0770008035785139	0.041140335708723	0.0394995926	-0.0485314697	0.0517866745	0.0120417645	-0.0873590007	0.0946496013	-0.0241048482	-0.1440793417	0.0591301455	0.0218258475	-0.0452607556	-0.0652604239	0.013800127	0.1065835997	-0.0638914002	0.0346537035	0.0570681752	-0.0511776325	-0.1090582036	0.1097770376	-0.0684093617	-0.1666847797	-0.0399485944	0.0213765398	0.0026587093	0.0257347973	-0.1482189288	-0.030201539	-0.1512609149	0.2018569451	-0.0700696183	0.1884451806	0.0386902924	-0.0322351368	0.048981554	0.104180374	-0.1015750353	-0.0204134614	0.0187669198	-0.1675221416	-0.0254408746	-0.0967378176	0.1285218063	0.0877415993	-0.0104019864	0.0491038367	0.0665712174	0.1176264195	0.0305996225	-0.0367088014	0.1116206319	-0.109589594	0.0471334299	-0.0219282962	0.033989498	-0.0310638061	-0.0331453922	0.0227833828	0.0065969783	-0.0089521549	-0.0046501555	-0.0010607559	-0.0429748372	0.1117460564	0.0662630702	-0.1052345234	-0.0323864639	0.021047446	0.0110755769	0.0404744016	-0.0349352677	0.1088782747	-0.0998390868	0.0230157736	-0.0556906403	0.0516703599	0.1497707771	0.1310868562	0.024630978743005	0.0197696061878503	0.0003908373288226	0.0006066851138383	-0.040704750982357	-0.0010640026500396	0.0016568767525356	1.1321016392914982e-06	-0.075344998119661	-6.053038596580407e-05	0.0056768687416517	3.6639276251692104e-09	0.0011309983732267	-0.000229950254772	1.2791573202414418e-06	5.2877119669753675e-08	-3.2038453454452664e-05	-0.0006761393729192	1.0264624997531298e-09	4.571644516116402e-07	-6.798191212160952e-05	-0.0002160436594018	4.621540375710241e-09	4.667486276772508e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.3259918202672	0.5206631784939191	0.2710901454393906	704468.1205450752	761.3857568559192	-1.1290082590920747	1.2746596490981172	579708.270743061	831.9785145187378	0.9430075454712324	692188.2486208057	0.8892632308156783	820.0038755654485	604.0146507915268	1.004673	14.273631	0.0380312377195043	0.0211568414444687	0.0359552567	-0.0115597334	0.0797837521	0.0626243676	0.0663944451	0.0046112689	-0.0001369754	0.0930935404	-0.0538672211	-0.0023352835	-0.0401764221	-0.1203649466	-0.0297323943	0.0248660747	0.0652021928	-0.065709639	0.0386900189	-0.0354788784	0.1304671503	0.1703067626	0.0642550884	-0.0329866903	-0.0062669888	0.1326205062	-0.1494486968	-0.2282445622	0.1069104508	-0.0603116668	-0.0281303235	0.0411975266	-0.1002917528	-0.0760895637	0.0317713843	-0.1066681977	-0.0394876709	0.017993943	-0.0019263538	-0.1209701862	-0.0121906979	0.0557872183	-0.0377692556	-0.0527966191	0.0771301286	-0.1881875644	0.0796309984	-0.0223386064	-0.20798873	0.1531324504	-0.0571645494	0.1135178846	0.118192479	0.2206505054	0.0525246915	-0.0610485649	-0.0190151036	-0.0612555084	-0.030116416	0.0878824663	-0.012306164	0.0323793886	0.034803765	-0.0481018291	-0.0318683983	-0.0010530558	0.0029814001	-0.0011271834	-0.0525387681	-0.0151113402	0.06820344	0.1384688664	0.1042131038	0.0377115534	0.1018762502	0.0697562486	-0.0910877729	-0.1057329079	0.1479655889	0.1242038795	0.026005538942968	0.001374560199963	1.8894157433223264e-06	0.0006762880557142	-0.0415051126393848	-0.0008003616570277	0.001722674375208	6.405787820402852e-07	-0.0907243864776177	-0.0153793883579567	0.0082309143017401	0.0002365255862648	0.0011919747800004	6.097640677369992e-05	1.420803876157002e-06	3.7181221830317172e-09	-0.0001551750307529	-0.0001231365772984	2.407929016916346e-08	1.5162616668776496e-08	-0.0002934074781406	-0.0002254255660189	8.608794822882667e-08	5.0816685814982246e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
836.9503812082029	-2.3756106120642926	5.6435257801524825	700485.9406045561	759.9848380997067	-1.4009187562124907	1.962573361507952	577576.9541414374	831.014503288269	-0.9640112304688272	690585.1046754485	0.9293176524700224	818.9450778511638	602.8421375502888	0.981258	13.940974	0.0480932660929256	0.025662931810927	0.0376637768	0.0586952527	0.0545999198	-0.0283790526	0.0471299117	0.0520785042	0.177177672	0.0115795924	-0.1469873809	0.1559725456	-0.0505654602	-0.0908206348	-0.0565654559	0.0077922058	0.0654935802	-0.0816195047	0.1817848132	0.1230512058	-0.0297742889	0.0371796615	-0.0082490786	-0.0048537103	0.0104981912	0.0248946377	0.094137883	0.0338245371	0.0603960835	-0.0809254636	0.1795172022	0.0455965285	-0.0803026216	-0.1590277778	0.0457794262	-0.081690036	-0.1332140253	-0.006819258	0.0104809188	-0.1970853461	0.0145762422	-0.0415466542	-0.0606950136	0.0875496284	0.0013158278	0.0415682588	-0.0584069844	-0.1112295745	-0.0262233836	0.0136253647	-0.1674363841	0.0647599686	-0.0377754588	0.0435402705	0.0409154852	-0.0497497817	-0.0457808973	-0.0538789654	-0.0708444979	0.0604725021	0.0144837791	0.0709715399	0.0625438297	-0.0369792845	-0.0018468052	0.0319719543	-0.0217527991	-0.0015851708	0.0368206166	-0.0297920259	-0.1202491213	0.0327103337	0.2272449136	-0.0788278104	-0.0185168586	0.1567314632	-0.0379837492	0.1148884656	0.1459432408	0.1165920251	0.024266127484239	-0.0017394114587289	3.025552222757744e-06	0.0005888449430813	-0.032029265527484	0.0094758471119007	0.00102587385023	8.979167848811867e-05	-0.0753527473176518	0.0153716391599658	0.0056780365283178	0.0002362872904641	0.0010220179852041	-0.0001699567947962	1.044520762080648e-06	2.88853120974316e-08	0.000104349712755	0.0002595247435079	1.0888862552051012e-08	6.73530924928413e-08	-0.000294053307083	-6.458289423999833e-07	8.64673474064491e-08	4.17095022841481e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
