global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
995.779534643038	n/a	n/a	991576.8816139052	1031.2796967188517	n/a	1063537.8128645269	n/a	924.5838915126044	n/a	n/a	854855.3724445914	931.5254943578484	772.1909984520144	n/a	n/a	n/a	n/a	-0.03836816	0.1938021182	-0.1255036264	0.02585466	-0.2155069672	0.1225100279	-0.0504093271	0.1070424483	-0.0049532114	0.144347296	-0.1346117502	0.009724465	-0.1160101537	0.0932569752	-0.0676208446	0.0406027048	-0.1455022422	-0.0354141458	0.0725573749	-0.1127814716	0.1730650309	-0.0852747039	0.1760829736	-0.0295258832	0.0987442807	0.0029706783	-0.030602434	0.0743060971	-0.0397866581	0.0293739066	-0.0128552199	0.0036491957	-0.0371304758	0.047745801	-0.0329764765	0.19095694	-0.0860023302	0.0338264939	0.1732535513	-0.0198477979	0.0243421078	0.0108637618	0.0438498863	0.116145245	-0.0655213827	0.0320814112	-0.15683704	0.0318482222	0.0503369277	-0.0228976451	0.1761591046	-0.225467551	0.0154402398	-0.0474112104	0.019932158	-0.0767048999	0.0578810715	-0.126861756	0.0471424325	-0.0278510849	0.0544828159	-0.0129207714	0.0500492085	-0.0895017749	0.057264943	-0.0284676525	0.0872902441	-0.0558544784	0.0194219661	-0.0455018269	-0.1714623506	0.0302577384	-0.1053135616	0.0319297002	-0.0897796936	0.1633706681	-0.1422936304	0.0094663243	-0.113132514	0.0697404823	-0.012828662	0.0915009362	-0.0591010835	0.105877262	-0.0187210297	0.0875237454	-0.0325578873	0.1635689998	-0.1326175382	-0.0752928568	0.1269984303	-0.1190682183	0.038957951	-0.0024735687	0.0803125538	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0589588340635316	n/a	n/a	0.003476144114131	-0.0732039585277561	n/a	0.0053588195441334	n/a	-0.1119586702864268	n/a	0.0125347438523048	n/a	0.0021249231355012	n/a	4.515298331788251e-06	n/a	-0.0022776511998594	n/a	5.187694988220965e-06	n/a	0.0008059222423046	n/a	n/a	6.495106606412745e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
990.1544769286464	-5.625057714391573	31.64127429023615	980405.8881818416	1020.7851240475972	-10.49457267125456	1042002.2694768684	110.13605555224304	922.2018743476405	-2.382017164963941	5.674005774182849	850456.2970503012	929.2979947461314	760.3109781815107	1.27202	27.844549	0.0911415314502511	0.0531030817093846	-0.0072534192	0.0627278366	0.041127788	-0.0098800017	-0.0819139801	-0.1300618233	0.0210897854	-0.1282582419	-0.0124778222	0.0126538286	-0.0127616439	0.2114626213	0.1230856877	0.0011546796	-0.0237648707	0.0351465224	0.0936211403	0.0531315671	-0.0428460711	-0.0476780434	0.1402518749	-0.017414428	-0.0304412182	-0.1737304057	0.0118131043	0.0348848287	0.0351445712	0.0819132406	-0.002181034	0.0982428491	0.0127312281	-0.039739781	0.1200000144	0.1309901713	-0.0583591242	-0.079532951	0.068157738	0.0606261028	0.1716783791	0.0945682082	0.0148931369	-0.0022409095	-0.0312470227	-0.0101662637	-0.0039133981	0.0318202748	0.0759591985	-0.0976258195	-0.0589252127	0.2709536633	-0.0057285245	-0.0810377223	-0.0003361096	-0.0886957282	0.1251690047	-0.0382029994	-0.0269173417	-0.1229122068	0.0080046094	0.078250221	-0.0301268201	-0.0069090518	0.0822085729	-0.0769934925	0.0200882311	0.0185270905	-0.0265367673	0.158323967	-0.1181458324	0.0434024705	-0.1182287188	0.0019199894	-0.0637838681	0.0054445651	-0.1218643161	-0.0438859874	0.0443697705	-0.0421145357	-0.1023716125	-0.0259872187	-0.0363552756	0.0187679907	0.0110173978	0.01884978	0.1196541351	-0.1219313025	0.0453189595	-0.0443067844	-0.0950815377	0.0537116164	-0.0166355407	-0.0686453008	-0.0053551328	-0.1649643679	0.0296370338	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0603135739818725	0.0013547399183409	1.8353202463463192e-06	0.0036377272064668	-0.0998396044160188	-0.0266356458882627	0.0099679466099471	0.0007094576318849	-0.1061413547686243	0.0058173155178024	0.0112659871921189	3.384115983366576e-05	0.0030251758374969	0.0009002527019957	9.151688847775071e-06	8.104549274505588e-07	-0.0023219818789101	-4.433067905069976e-05	5.3915998459868784e-06	1.9652091050961508e-09	0.0010080154637751	0.0002020932214705	4.0841670164324574e-08	1.01609517520973e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
989.7582057886208	-0.3962711400256467	0.1570308164172256	979621.3059259098	1017.8744266510008	-2.9106973965963334	1036068.3484301036	8.472159334552673	923.3524124948602	1.1505381472197769	1.323738028207917	852579.6776600785	930.2825485784664	737.2405444027378	1.028228	22.507944	0.3206296999466988	0.1711911668939378	-0.0385729463	0.0057995579	0.0103625746	-0.0153402891	-0.0353251391	0.0154727562	0.0058916755	0.0061650739	0.1193239714	-0.0809380439	0.1553571484	-0.0911961102	0.0400340094	0.0802473012	-0.0207348019	0.0204296724	0.0927903354	-0.1028536217	0.029063485	0.1248887446	-0.0721490843	-0.0634867945	0.0175327086	-0.051018082	0.0003442216	0.0358183531	0.0694928288	-0.0966977898	0.027537706	-0.0271681401	0.0303344792	-0.0692759892	0.0432287014	0.0657989022	0.1044636829	-0.0638625428	0.1412839009	-0.2647640442	-0.0827007386	-0.2473900533	-0.0698127949	-0.0222422215	-0.1196201895	0.0775925387	0.0110601209	0.0579614023	0.0935539949	0.0961455843	-0.093843448	-0.1121488044	-0.0846849592	0.0598016794	-0.053536724	-0.0544912011	0.0521532499	0.1258945662	0.0393312499	0.0856769048	0.0368652433	0.0155892482	0.0266292851	-0.1547177297	0.0918855603	0.1536937324	-0.122695514	0.1714599645	-0.0584422749	0.0639632671	0.1166088217	-0.0314116984	-0.1202781022	0.0301026802	-0.0186829379	-0.038812657	-0.0501102871	-0.0610500271	0.0347202526	0.0487454717	0.0685919021	-0.0074571488	0.06066277	0.0149564764	0.1839930698	-0.0995924517	-0.097253074	-0.0414958789	0.0811050887	-0.0617933612	-0.1311450303	-0.0138700517	-5.08276e-05	0.1031511954	0.0310626911	-0.0883481356	-0.030345993	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0529513112030315	-0.007362262778841	5.42029132247076e-05	0.0028038413581202	0.018869445883638	0.1187090502996568	0.0003560559879555	0.0140918386230464	-0.0051585459456333	0.100982808822991	2.6610596273209757e-05	0.0101975276777807	0.0019777202432514	-0.0010474555942455	3.911377360566377e-06	1.0971632219161938e-06	-0.0023243229223182	-2.3410434080999194e-06	5.402477047213816e-06	5.480484238608086e-12	0.0001863005405245	-0.0008217149232506	6.752154150927395e-07	3.4707891399720873e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
990.567852074038	0.809646285417216	0.655527107489896	981224.6695625732	1018.539065361023	0.6646387100221318	1037421.8276665062	0.4417446148598834	923.4404155530428	0.0880030581826076	0.0077445382494914	852742.2010767765	930.1777077604418	757.0055837057208	1.051301	23.013021	0.2308350746775679	0.1023850278325627	-0.0266574942	0.0602972364	-0.1318769219	-0.0075567225	-0.0584374489	0.00279052	-0.1257562543	0.0061698246	-0.1059909787	-0.1775120215	-0.0859377593	-0.0360862955	0.0369454918	0.081976752	-0.0229558696	-0.0307340579	-0.0490901158	-0.0861539139	0.0201173294	-0.0605927713	-0.0010135751	0.0613515661	-0.0275936361	-0.1554225799	-0.0774030528	-0.0330787321	0.0150692568	-0.1268139446	0.2018724695	-0.0201518665	0.0041107095	-0.0609689927	0.0867198153	-0.091314818	-0.0662924054	-0.0580353304	0.0351628348	0.033559483	0.0770043333	-0.0317278038	-0.1107257784	-0.0076448185	0.0234401747	0.080740521	-0.026125573	-0.0168847536	-0.0895340119	0.088480947	0.0178908635	0.0587311878	-0.039203343	0.0907048731	0.0103560483	0.1476146189	0.1894903115	0.0636120106	-0.0121213118	0.1106524097	0.0465424536	-0.0439830706	0.0501879143	-0.1370915557	0.0159219199	-0.1092566924	0.0163565576	-0.0025099218	0.0359810954	0.1204212813	-0.0535453444	0.0072848458	0.0002062976	0.0313154394	0.0016986031	-0.0002459033	-0.0126081282	0.1372003204	-0.0996970606	0.2085497311	-0.0058728734	0.1175817177	0.0013675338	-0.0611934695	0.0215814042	-0.0637362297	0.0613907434	0.0335064568	0.0438895344	0.001669964	-0.0223454859	-0.0665471589	0.0448655025	-0.0555756439	0.1294501883	0.0255131063	0.0151548622	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.1025561405032107	0.0496048293001792	0.0024606390898999	0.0105177619549142	-0.0413382627775149	-0.0602077086611529	0.0017088519694628	0.0036249681822262	0.0417054696430625	0.0468640155886958	0.0017393461981484	0.0021962359570975	0.001743541794732	-0.0002341784485194	3.039937989977284e-06	5.4839545750953296e-08	-0.0015749051164133	0.0007494178059048	2.48032612570479e-06	5.616270478073143e-07	0.000685874708651	0.0004995741681265	2.4957434945928453e-07	4.704241159670942e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
988.28211731845	-2.2857347555880096	5.224583372902978	976701.5434114386	1012.2405307451884	-6.298534615834569	1024630.8920833006	39.67153830686632	922.251566651379	-1.188848901663846	1.4133617109873329	850547.9521909229	928.834958144822	749.6788378215012	1.157695	25.341986	0.0564307185004684	0.0315354775472734	-0.0247211536	-0.034153168	0.1315567973	0.0745623943	0.0340334819	0.0226606916	0.0645237486	-0.0485137074	0.0007506824	0.0870983674	-0.0007434801	-0.133034854	0.113526169	0.0213969514	0.0552944272	-0.0103755204	0.0694361892	0.0694711101	-0.0336843497	-0.0764395435	0.0425032663	0.0738580553	0.1352660349	-0.0029498653	0.183467346	-0.0170482175	0.0819886761	-0.0297042985	-0.0142200131	-0.0507226759	0.0008502362	0.1266435931	-0.0382877438	-0.0861756338	0.1337678206	-0.0250719587	-0.0614822846	-0.1000821912	-0.0030948456	0.1581888563	0.0223761711	0.0083608531	-0.0337371032	0.0045059882	0.035918614	-0.0430665955	0.0426293084	-0.0911430059	-0.033033903	0.0024157867	0.1535761814	-0.0301356484	-0.0512974886	-0.0338772796	0.0508858796	0.1311032528	0.1116436468	0.0493205971	-0.0849417641	-0.0088601794	-0.0744950558	-0.034311816	-0.199041175	-0.0410326787	0.0341817008	0.0437390109	-0.0189552455	-0.0401457308	-0.0390334492	0.0123152562	-0.0089816053	0.0289296144	0.0534014896	-0.0439962072	-0.0605885916	-0.0650504093	0.0194875395	0.0269851486	-0.1684005988	0.0755763823	-0.0482230298	0.0180575765	-0.0514369821	-0.0749884533	-0.087225385	-0.0171798998	0.0177447863	-0.0462112974	-0.1169424488	-0.0776639994	-0.0242110162	-0.0749016231	-0.0002334983	0.0193166693	-0.0603921255	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0961639512134695	-0.0063921892897411	4.086008391588205e-05	0.0092475055129865	-0.0364904091500477	0.0048478536274672	0.0013315499599378	2.3501684793346917e-05	0.0201698152612124	-0.0215356543818501	0.0004068214476714	0.0004637844096544	0.0021241149591925	0.0003805731644605	4.511864359865356e-06	1.4483593350747886e-07	-0.0015741765407186	7.285756946999976e-07	2.478031781348778e-06	5.308225429075841e-13	0.000777673392524	9.179868387299991e-05	8.426998360814976e-09	6.047759054397873e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
988.4088533720465	0.1267360535964599	0.0160620272812047	976952.0614242436	1016.5784571647644	4.337926419575979	1033431.7595714928	18.81760562165527	924.8184560428264	2.566889391447376	6.588921147925078	855289.1766374372	931.9236153094744	744.1713077420292	0.994454	21.768623	0.1550838795233665	0.0788546354668898	-0.0507630828	0.0124759345	0.029864461	-0.0489659786	0.0138827741	-0.0017231803	0.010274407	-0.0656117258	0.0818839977	-0.1024322974	0.0010321655	-0.0280849725	-0.0071674424	0.0891702598	0.1042626554	0.119184706	0.0641446215	-0.0255720547	0.1111103836	0.019442313	-0.1208924702	-0.0242749291	-0.09615549	0.0374976275	-0.0123568592	0.1033863352	0.0119735755	0.0509708217	-0.1233217662	-0.0414483179	-0.0161468022	-0.0788549322	0.0365431269	-0.0223092615	0.0052791637	0.0841594277	-0.0214281376	-0.0033650783	0.0313097789	-0.0514790264	-0.0298643204	0.113315202	-0.0478192866	0.068395309	0.1101087353	0.0863556014	0.1269710393	0.0668914835	0.0827987097	0.0377360319	-0.0764424445	0.1020110809	0.0363988765	-0.0174943432	0.0039815527	0.0009648768	0.0288472171	-0.1560430885	0.0638276168	-0.0442987749	0.0306766123	0.0626513769	-0.0208189626	0.0805035833	-0.0729700286	-0.0622063019	0.0521310128	-0.0705469999	0.0081520615	-0.110912985	0.0858598328	0.0482757499	-0.0006521272	-0.0360091434	-0.0386117395	-0.0991924812	0.081974203	0.1177434306	0.0455907522	0.032445168	0.0818141539	-0.0423287737	0.0940856437	-0.1215714571	0.046371441	-0.005750212	0.0193938311	0.0014044357	-0.0266945815	0.0308807634	-0.0192182599	-0.0400999067	0.0698928854	0.0521675669	-0.05413082	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0712811697239317	-0.0248827814895378	0.000619152814656	0.0050810051572119	0.0066022561757677	0.0430926653258154	4.358978661046273e-05	0.0018569778048827	0.0215168135070058	0.0013469982457934	0.0004629732634952	1.814404274170501e-06	0.0009737984399721	-0.0011503165192204	9.482834016920956e-07	1.3232280943913368e-06	-0.0013452830281242	0.0002288935125943	1.8097864257590171e-06	5.239224010780269e-08	0.0004416547350944	-0.0003360186574295	1.1290853814079085e-07	1.9505890503130467e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987.6544146840098	-0.7544386880366574	0.5691777340064729	975461.242844814	1014.7913046042124	-1.787152560551931	1029801.3919003196	3.193914274687323	921.6139899991302	-3.2044660436961294	10.268602625201524	849372.346562117	928.5461335271564	742.788422633879	1.08307	23.708437	0.1009870545532749	0.0574732244218029	-0.0380856498	-0.0223874496	-0.0367748387	-0.0090701235	0.0403661799	-0.0191363449	-0.0553581846	-0.0432128247	-0.08946369	0.1110695435	-0.0583178306	-0.1045283381	-0.0493249448	-0.0525943717	0.0873769724	0.0323847521	-0.0752043378	0.065751062	-0.0791292971	-0.0217128634	0.0721885402	0.0455081009	0.1369384915	-0.0821107323	-0.2093432094	-0.0929107877	0.0650457303	0.0291230524	0.0295997532	-0.0413826082	-0.1005152118	-0.0373481213	-0.0635612141	-0.0009050034	-0.0180740728	0.016710867	-0.0774185663	-0.0719755596	-0.0464407564	0.0779320941	0.0958595627	-0.0672081989	0.0012261756	-0.0437134999	0.0798651943	0.007482914	-0.1209983479	-0.0950972142	0.0071904857	-0.0775608497	0.0201415233	-0.1111919558	-0.063571094	0.0911886407	0.0731007696	0.032382481	-0.10129049	0.0385927119	0.0080144239	0.0870614472	0.0535901217	-0.0214830822	-0.056951042	-0.0100797087	-0.0336851956	-0.0500837994	0.024883616	-0.1925898391	0.1420089152	-0.047196549	-0.0763619714	0.0315000443	-0.0079922324	0.0037855687	0.0300272256	0.1262132371	-0.0846535557	0.1109105715	-0.0158587265	0.0015338662	-0.0725516836	0.0332915831	-0.0580787893	-0.1072428484	-0.0754026828	-0.0250676327	-0.0306540239	0.0001102411	-0.021353974	-0.0579378792	-0.0574370187	-0.0524664607	0.020050941	0.0196636922	0.0178602338	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0666995800875867	-0.004581589636345	2.099096359586392e-05	0.0044488339838603	-0.0342316515238536	-0.0408339076996213	0.0011718059660505	0.0016674080180211	0.0255318697297894	0.0040150562227836	0.0006518763718989	1.612067647211331e-05	0.0017508555020725	0.0007770570621004	3.0654949891375463e-06	6.03817677760105e-07	-0.0015981116600194	-0.0002528286318951	2.553960877889962e-06	6.392231710599849e-08	0.0004428990609893	1.244325894900005e-06	1.5483469327186984e-12	1.961595782252037e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987.054411969274	-0.6000027147357514	0.3600032576902714	974276.4121880094	1013.7270758310954	-1.0642287731170654	1027642.5842730632	1.1325828815302543	919.862468222182	-1.751521776948266	3.0678285351240118	846146.9604438047	927.392152258422	747.8746869813301	1.090122	23.862814	0.1017295692041231	0.0499085731514373	-0.0220006713	-0.0291908375	0.0970325305	-0.0265280475	0.0430766657	0.0427324534	0.0494446756	-0.0347107961	0.1416395883	0.0095059798	-0.0141187001	0.1329914829	-0.0294761601	-0.0558653803	-0.0051090622	-0.0845698113	0.0451977985	-0.0940320199	0.0972070393	0.1175233749	0.0731945784	0.0790561024	0.0564456274	0.0562185555	-0.0747730107	0.0323226819	-0.0789692529	0.0627835075	-0.1067277391	0.0740689124	-0.0199807563	0.0617779313	-0.0185201849	0.0739515748	0.0198348391	-0.0750876038	0.0994340314	-0.0465872651	4.05723e-05	0.0072174534	0.0035273657	-0.1227549184	0.1750756106	-0.0464659198	0.00447947	-0.0640356899	0.0516289787	0.1210911179	-0.0101763235	0.0442498181	0.0209882056	-0.0955912999	-0.1050339181	-0.0378463887	-0.0860650143	5.91205e-05	-0.0418708015	0.0271235657	0.0779658734	0.0936832304	-0.091888839	0.1307600648	0.0575042904	0.0552625129	0.0385772718	-0.0829952253	0.0302321118	-0.0064108578	0.0002569304	-0.0770506964	-0.1480725028	0.0142610556	0.0136073391	-0.0507966881	-0.0523153774	-0.0785212604	0.0552606877	-0.0215589927	-0.086681064	0.0018840173	-0.0421533573	-0.0551483423	-0.0024036816	0.1053145195	-0.0057021602	0.1318021726	0.0955038497	-0.069356515	-0.0016934762	0.0861190822	-0.1085163429	0.0325492247	0.1219980331	0.0887068756	0.0862383936	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0601879170325787	-0.0065116630550079	4.2401755741956106e-05	0.0036225853567205	-0.0495464026995904	-0.0153147511757368	0.0024548460204699	0.0002345416035747	-0.0015691453256039	-0.0271010150553933	2.462217052864569e-06	0.0007344650170326	0.0022599858493496	0.0005091303472771	5.107536039260434e-06	2.5921371051850054e-07	-0.0021430007981306	-0.0005448891381112	4.59245242078839e-06	2.969041728315666e-07	0.0004449223739607	2.023312971400021e-06	4.093795380235582e-12	1.97955918850825e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987.98633606361	0.9319240943359546	0.8684825176038892	976117.0002483964	1015.4741735776264	1.7470977465310398	1031187.7972031632	3.052350535933837	921.6901020250822	1.827633802900209	3.3402453175034803	849512.6441710064	928.8911097146972	737.3390559274014	0.927781	20.309158	0.2754641618014332	0.1411996067095576	0.0028201373	-0.0596264731	0.0358681115	0.0157392366	0.0660388589	0.0068246633	0.0353535308	0.0321973756	0.0066798294	-0.0574332181	0.0491912387	-0.1613216539	0.0190524081	0.0068418698	-0.0676692313	-0.055592858	0.1152696608	-0.029572518	-0.0260523124	0.0996022446	-0.0950044453	0.0252719871	-0.0643151435	0.0381996606	-0.0844145353	0.1105291953	0.0316013597	0.00834139	0.0267708751	-0.0823185847	-0.0758749552	-0.029747661	0.0423045998	-0.0906824741	-0.0199923075	-0.0082519669	-0.151651466	-0.0665597397	-0.0194947156	-0.0180452646	0.0518296741	-0.1150253721	-0.0413577668	-0.0029561438	-0.0450021067	-0.0506031473	0.1074264491	0.0163481997	-0.0985990187	-0.1031544555	-0.0974038291	0.0949854589	-0.0124736661	0.079808795	0.0249641882	0.0302611033	0.0919874849	0.0692753807	0.0154554481	0.025646466	0.1262443635	0.0836898266	-0.0368258169	-0.0235016323	-0.0136316563	-0.0727495595	-0.0586698687	-0.0218989864	0.0290405864	-0.0109870561	-0.0391464809	0.0043531176	0.043135453	-0.0552984365	0.0399856443	-0.0815156348	0.0287233138	0.048847184	0.1143863309	0.0120943978	0.058191797	-0.0136214265	0.0160203518	-0.071059794	-0.1144988667	0.0168115098	-0.0024388273	-0.0690516497	-0.0338177125	0.0632282339	-0.0541902637	-0.0002902638	-0.0268918493	0.0811321921	-0.0612159266	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0483630820343989	-0.0118248349981797	0.0001398267227341	0.0023389877038659	0.0682702725820547	0.1178166752816451	0.004660830118428	0.0138807689744206	0.0530940708415244	0.0546632161671283	0.0028189803585248	0.0029880672017341	0.0014498890350394	-0.0008100968143102	2.1021782139274825e-06	6.56256848555535e-07	-0.0017060948784299	0.0004369059197007	2.9107597342047355e-06	1.9088678266951465e-07	-0.000131263599118	-0.0005761859730787	3.319902755726484e-07	1.7230132453411014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
990.181087142901	2.194751079290995	4.816932300048989	980458.5853354972	1019.3271998087564	3.853026231130002	1039027.9402699604	14.845811137775868	923.7337084565568	2.0436064314745863	4.176327246764293	853283.9641389031	931.2903116346064	746.8500138658404	0.871399	19.074947	0.1269834289708125	0.0635516038767954	-0.0044249754	0.0118159925	-0.0575630925	0.0084990103	-0.0327436457	0.0367403556	-0.0452706655	0.0677340716	-0.0594945138	0.0708431325	0.0296011214	0.0634262548	-0.1457344388	0.0247981937	-0.0320633043	0.0447602707	-0.0651036141	0.0165241721	0.0461974508	-0.0258679676	-0.040729542	0.0324852437	0.0852848093	-0.0391204123	-0.0938413773	0.1036871377	-0.0381967371	-0.0048224885	-0.0078643242	-0.0579033385	-0.0253593505	0.1138687209	-0.0956016465	0.032908771	-0.0215498315	-0.0565186166	0.0954455816	0.0218717748	-0.1271560266	-0.0629903965	0.1006153819	0.0413709346	0.0557488458	0.0344341925	-0.0410260483	0.0306949291	-0.0391063508	-0.0044757985	0.0710635237	-0.0704404949	0.036337127	0.0062761465	-0.0157232162	0.0658974626	-0.0080593234	0.0620259967	-0.094970574	-0.0406062711	0.154565893	-0.0039964511	0.003438822	-0.0045119573	0.0057399518	0.1318574727	-0.000122643	-0.0445763361	0.0494664964	-0.0899422288	0.0379800241	0.0343552298	0.161818009	0.0045144975	0.0004700012	0.0020563003	0.0450817175	0.0306633396	-0.0554402698	0.034882443	0.0605649064	0.0013270065	0.0332416403	-0.0585312385	0.0360411016	-0.0379019076	0.0060653187	0.0343396394	0.0169631637	0.0260889505	0.0089159702	0.0485725555	0.0363749983	-0.003741824	-0.0936974731	0.0762808995	-0.0805389774	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0258109183255186	-0.0225521637088803	0.0005086000879521	0.0006662035048065	0.0174532634859616	-0.0508170090960931	0.0003046164063104	0.0025823684134724	0.0272934808488258	-0.0258005899926986	0.0007449340968452	0.0006656704439713	0.0017000022928441	0.0002501132578047	2.8900077956751974e-06	6.255664172968036e-08	-0.0015320004935126	0.0001740943849172	2.34702551212285e-06	3.030885485973299e-08	8.020816228103411e-07	0.0001320656807408	1.7441344029533644e-08	6.433349296500703e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
