global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38
1935.5594679145763	n/a	3746390.453833758	n/a	2201.320856997841	n/a	4845813.515453709	n/a	1964.059370098692	n/a	n/a	3857529.209272471	2033.998660674155	1940.5911902387936	n/a	n/a	n/a	n/a	-0.009129016	-0.0077565136	0.0031516023	0.011500153	-0.013637234	0.0366547316	-0.057311121	0.0480825226	0.0230602083	0.0610231459	0.028514647	-0.0036213513	0.0006780144	-0.0053280388	0.0011794394	-0.0061005912	-0.0299592061	-0.0287581153	0.0021152027	0.0090683811	-0.0166369511	0.02936233	-0.024450825	0.006027054	-0.0554841408	0.0041829211	-0.0382007263	-0.0071126647	0.0023294368	-0.0065860556	0.0012244442	-0.0293740898	0.0140641822	-0.0439781313	0.0008631267	-0.0234134797	0.0104593858	-0.0592048508	0.0360251499	-0.0085665349	0.0781973522	-0.0550472126	0.0235425752	-0.0013037047	0.0482810254	-0.042651666	0.0537131337	-0.0653331773	0.0296552268	-0.0257356526	-0.030049814	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.0	n/a	n/a	0.0	0.0253231180483766	n/a	0.000641260307692	n/a	0.0022389624917309	n/a	5.012953039377841e-06	n/a	0.0014220004851893	n/a	n/a	2.022085379878605e-06	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1928.797738935103	-6.761728979473219	3720260.717721166	45.720978791847934	2182.6277277093186	-18.69312928852241	4763863.797765544	349.4330825974145	1962.0973603219693	-1.9620097767226523	3.8494823639552727	3849826.05138244	2027.0050061596987	1930.5635553399725	0.788772	21.116926	0.0819329769121204	0.0356210707884852	-0.010537024	7.63112e-05	-0.0184748272	-0.0058034503	-0.0190636828	0.0532682369	-0.037246359	0.043983383	-0.0076834302	-0.0037411604	-0.0101573851	-0.0010082148	0.0117517761	-0.0116931896	-0.0062015693	0.010416853	-0.0514187367	0.0035957601	0.004627944	0.0152686808	-0.0229978194	0.0236546967	-0.0149142366	-0.02007997	-0.0439108482	-0.0087173787	-0.0243569132	-0.0029332866	0.0050238618	-0.0160303063	-0.0026302795	-0.0431767871	0.0306036594	-0.0425585772	-0.0042881535	-0.003193338	0.0117121217	-0.0397047383	0.0332655919	-0.001141433	0.0719595548	-0.031657173	0.021366813	-0.0596149405	-0.0018993044	-0.0496998924	0.0776222054	-0.0408321526	0.0327447884	-0.0184125673	-0.0008249199	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0151931029122067	-0.0151931029122067	0.0002308303761009	0.0002308303761009	0.0252174760718162	-0.0001056419765603	0.0006359210994326	1.1160227211587804e-08	-0.0166715771303174	-0.0189105396220483	0.0002779414840121	0.000357608508797	0.0010140418319215	-0.0004079586532678	1.664302627760771e-07	1.0282808368867117e-06	0.0002878691688896	0.0002878691688896	8.286865839718905e-08	8.286865839718905e-08	-0.0002586460258687	-0.0002586460258687	6.689776669767223e-08	6.689776669767223e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1931.92976906384	3.1320301287369148	3732352.6325950623	9.809612727315775	2193.201261419999	10.573533710680294	4810131.773094274	111.7996151308926	1961.9165302623403	-0.1808300596289882	0.0326995104654234	3849116.471716621	2031.0750909909043	1948.001155475776	0.831543	22.261984	0.0316892258236561	0.0183047180891887	-0.0064756304	0.015762691	-0.0156409025	0.0015475721	-0.0566733494	0.0429842455	0.0376179235	-0.0120679708	-0.036224624	-0.0019898222	-0.0074493691	-0.0014336143	0.0044719396	-0.0042157404	0.0087987176	-0.0003762408	-0.0336220906	-0.0344554272	0.0028529684	0.0087446839	-0.0061519633	0.011480421	0.007776604	-0.0109475092	-0.0367234173	0.0237008091	-0.0305960339	0.0009430184	0.0025811482	-0.0157859758	0.0012093544	-0.0379485548	0.0367236767	-0.0482803678	-0.0067277372	-0.0168129854	0.0096616357	-0.0478089924	0.0749836109	0.0088089559	-0.0018849673	0.0411380087	-0.0332747473	-0.0282774738	-0.0223635637	-0.0638862449	0.0964473329	-0.0577086597	0.0169797664	-0.0494559601	0.0481374464	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.017255813208294	-0.0020627102960872	4.254773765584547e-06	0.0002977630894795	0.0252670155445144	4.953947269819778e-05	0.0006384220745267	2.454159355215483e-09	-0.025314041150473	-0.0086424640201556	0.0006408006793678	7.469218433968412e-05	0.0012480619388725	0.000234020106951	5.476541045735752e-08	1.5576586032621842e-06	0.0002807280708296	-7.141098060000012e-06	7.880824975170892e-08	5.0995281502535934e-11	-0.000436175061552	-0.0001775290356833	1.9024868431989098e-07	3.151655851064241e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1927.3438487500573	-4.585920313782708	3714654.311314684	21.03066512436489	2183.779001737896	-9.422259682102776	4768890.728431362	88.77897751697951	1959.4077555338545	-2.5087747284858324	6.293950638289162	3839278.752446217	2027.9080122305256	1945.8320169399185	0.814314	21.800722	0.0652481781578769	0.0293534311802262	-0.0070294872	0.0160889087	-0.0214078905	-0.0194589204	-0.0266741455	0.0214662769	0.0101226797	-0.001285197	0.0266665131	-0.0269367215	0.0304000793	0.0101186941	0.0150423756	-0.0088690429	-0.0111518147	0.0250563767	-0.0413040583	-0.0280676244	0.0142873487	0.0149134203	-0.00305107	-0.0021834698	0.0059176482	-0.0362742478	-0.0334470902	0.0242741174	-0.0118065477	-0.0034888342	0.0036986839	-0.0146998957	0.0034245774	-0.0310804872	0.0263184333	-0.0172379701	-0.0002664299	-0.0012747982	-0.0012963067	-0.0722343702	0.0640024588	0.0089988911	-0.0230089311	0.0463027178	-0.0383021193	0.0054832089	0.0671648589	-0.0294819459	0.0796334963	-0.0414857662	0.0229468395	-0.0259590244	-0.0289226685	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0149408951347567	0.0023149180735372	5.358845687189639e-06	0.0002232303474277	0.0128790323478824	-0.0123879831966319	0.0001658694742178	0.00015346212768	-0.0096713712609926	0.0156426698894804	9.35354220679536e-05	0.0002446931212712	0.0010140036868544	-0.0002340582520181	5.4783265337768447e-08	1.028203476954316e-06	3.689048826105434e-05	-0.0002438375825685	1.360908124138988e-09	5.9456766672872325e-08	-0.0002160187561741	0.0002201563053779	4.666410301900527e-08	4.8468798797647165e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1925.425603232237	-1.9182455178201965	3707263.753582224	3.679665866637273	2183.628374601665	-0.1506271362309235	4768232.87836551	0.0226885341691291	1960.647699067087	1.2399435332324629	1.5374599656050036	3844139.3998570624	2030.7726223359048	1920.9366278648376	0.907245	24.288649	0.0752868892109902	0.0378872915535592	-0.0147465956	-0.0073763136	-0.0435815038	-0.0328347933	0.0260590894	-0.0522552459	-0.0730268764	0.0125952045	0.0829775135	-0.0200798121	0.0090886914	-0.0080283517	0.0177533614	0.017040838	0.0142163577	0.0115912615	0.0270814723	-0.0097752737	-0.0040779977	0.0133985945	0.0224563024	0.0180714202	-0.005757127	-0.0294084431	0.006572359	0.0224081293	-0.0092321718	-0.0058470562	0.003431469	-0.0131256084	-0.0015438308	-0.0413006539	0.0197958269	-0.0385141413	-0.0030643561	-0.0229612488	-0.0060383931	-0.0764172905	0.0539171042	-0.0103554443	0.003248921	-0.0323614311	-0.0001236962	0.0395368541	0.0442402239	-0.0218511072	0.0145780663	-0.0641942994	0.0885939759	0.0050826213	-0.0041605611	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	8.498691215663712e-06	0.0149493938259723	0.000223484375764	7.222775237919954e-11	0.0305846935107751	0.0177056611628926	0.000935423477148	0.0003134904372151	0.0002104290964553	0.0098818003574479	4.428040463499395e-08	9.764997830445746e-05	0.0015630151119886	0.0005490114251342	3.0141354492788535e-07	2.443016240304736e-06	0.0001148088723366	7.791838407554565e-05	1.3181077167201717e-08	6.071274576944246e-09	-0.0002440896242579	-2.8070868083799987e-05	5.957974467036281e-08	7.879736349781006e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1927.5114695839088	2.0858663516717115	3715300.46537752	4.3508384370362565	2200.2332410310446	16.6048664293794	4841026.314937975	275.72158913753094	1956.1496230616715	-4.498076005415442	20.232687750494136	3826521.34780432	2026.335582270283	1912.2846981485684	0.8895389999999999	23.814629	0.1043917781022297	0.058749568109845	-0.0098123582	-0.0339279544	-0.0167515385	-0.0020417697	0.0079974031	0.0461066689	-0.0647058437	0.0398976398	0.0506758233	0.0403026998	0.0367658192	0.0094125744	0.0043089889	0.0171954448	-0.0118766282	0.0212112742	-0.0280521859	0.0023086635	0.0150461362	0.0046965811	0.0058456319	0.0116919647	-0.0453881713	0.0059136779	-0.0362797526	-0.0356798382	-0.0351577314	-0.0129900933	0.0091340955	-0.0004573107	0.007757036	-0.0094426502	0.0020705287	-0.0214008779	-0.0035954646	-0.0319819277	-0.0168064089	-0.0450380008	0.0353126338	0.0018213261	0.0334813354	-0.0712954393	0.0412987103	0.0199205214	-0.0126706615	-0.0344959845	0.0408746099	-0.0248956148	0.0300805355	-0.0091624075	-0.0383925201	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	6.23539374231541e-05	5.385524620749038e-05	2.900387544069407e-09	3.888013512170617e-09	0.0097931442026464	-0.0207915493081287	9.59056733738268e-05	0.0004322885226323	0.0450830555220989	0.0448726264256436	0.0020324818952086	0.0020135526023353	0.0010140225172477	-0.0005489925947409	3.0139286908034616e-07	1.0282416654853622e-06	8.227894522350176e-05	-3.2529927113098233e-05	6.769824827092004e-09	1.0581961579834836e-09	-0.0004360420448489	-0.000191952420591	1.9013266487601013e-07	3.684573177074417e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1932.231844565471	4.720374981562145	3733519.901152882	22.28193996655782	2194.7956972624124	-5.437543768632168	4817128.152721599	29.56688223579052	1960.712608568596	4.562985506924406	20.82083673640218	3844393.933399868	2031.560009689012	1923.526623249054	0.881042	23.587145	0.0409639720391836	0.027337864713491	-0.0092365229	-0.0171440596	0.000797263	0.0051412684	-0.0256852899	0.0455006909	0.0862677015	-0.0457397329	-0.0066749258	0.0474008529	0.0125158354	-0.0017396139	0.0056002103	-0.0047604376	-0.002616613	0.0257028177	-0.0200116063	0.0095365315	-0.0018343705	0.005541176	0.0048311747	-0.0022184994	-0.0172770414	0.0057794734	-0.0104317382	0.0013640839	-0.0293977186	-0.0077080819	0.0011488316	0.0072769507	0.0037970003	0.0120834788	-0.0096871355	0.0152820993	-0.0120141203	-0.0149436293	0.014896071	0.0144175427	-0.0029240484	0.0048566935	0.0029117026	0.016522885	0.010307213	-0.0084995136	-0.0951661819	-0.0296014228	0.0286137025	-0.0082575404	-0.004198645	-0.0176657044	-0.0197755535	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	5.64748939382298e-05	-5.879043484924296e-06	3.456315229763081e-11	3.1894136453343047e-09	-0.0102961805637136	-0.02008932476636	0.0001060113342005	0.0004035809695682	0.0450983058088425	1.525028674359552e-05	0.0020338571868278	2.3257124576188527e-10	0.0010139800089221	-4.25083255999395e-08	1.806957745310472e-15	1.0281554584936622e-06	-0.0001536292812978	-0.0002359082265213	2.3601956072078564e-08	5.5652691340425837e-08	-0.0002549224208439	0.000181119624005	6.498544064891447e-08	3.280431819971257e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1932.847720382313	0.6158758168419354	3735900.310187104	0.3793030217707211	2204.524656596937	9.72895933452446	4859928.961543842	94.65264973283064	1956.0691995331736	-4.643409035422337	21.5612474702418	3826206.71336235	2031.24654806608	1939.591348528862	0.841437	22.526854	0.0343926803363109	0.018422910207788	-0.0071249568	-0.0009647102	-9.19027e-05	0.0008089536	-0.064340404	0.0076578006	0.0580482916	-0.0362903204	0.0193341094	0.0166780974	0.0575975524	0.0106240353	0.0131894864	-0.0015355319	-0.0091815423	0.0242128109	0.0143481855	0.01672661	0.0097333121	0.0104948826	0.0145267999	-0.0236055903	-0.0053776765	-0.027001259	-0.0180855566	0.055054079	-0.0094964366	-0.0102362682	0.0084853842	0.0115431533	0.0088746016	0.0086688864	-0.0037064688	0.0219116927	-0.0094607804	-0.0230966938	-0.0089713557	-0.0062398261	0.0125537249	0.0042963561	-0.0632181292	0.0502720236	-0.0238673192	0.0479724094	-0.0178977008	-0.000364444	0.0234750438	0.002279307	-0.0062301205	0.0038285685	-0.0303473624	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-1.4603726100403946e-05	-7.107862003863374e-05	5.052170226596465e-09	2.1326881601561944e-10	-0.0117784025059677	-0.0014822219422541	0.0001387307655925	2.1969818860995167e-06	0.035482201738354	-0.0096161040704884	0.0012589866402012	9.246945749446545e-05	0.0010140053578009	2.534887879983294e-08	6.425656564086199e-16	1.028206865648931e-06	0.0001379584281266	0.0002915877094244	1.9032527891162256e-08	8.502339228736834e-08	-8.206996507650655e-05	0.0001728524557673	6.735479167659004e-09	2.9877971464818725e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1930.3128427046163	-2.5348776776966133	3726107.670710377	6.425604840884575	2184.9452651174447	-19.579391479492188	4773985.811559141	383.35257070721127	1959.5271657307944	3.4579661976208627	11.957530223888488	3839746.71323696	2031.1221700373053	1929.09180076917	0.918638	24.593662	0.0236951126209513	0.0189430354444696	-0.0056509529	-0.008598198	-0.0137865069	-0.0022521353	0.0349147803	-0.0144315211	-0.0167457269	-0.0198366477	0.0284139599	-0.0106131753	0.0356665142	-0.0056092477	0.0052110829	0.0082546361	0.0005934045	0.0080975326	-0.0202639298	0.0186194191	-0.0062065665	0.0090280448	0.0066455675	0.0108537067	-0.0078205556	-0.0183826552	0.0082509816	-0.014629194	-0.0004046735	-0.0042030146	-0.0004179116	0.0054862395	0.0106102008	0.0046364106	-0.0035929357	0.0112649573	-0.0118841335	0.0054419332	0.002038766	-0.0033169312	-0.0125683826	-0.0094033603	-0.0324509729	0.0240596081	-0.0062905716	0.0260186451	0.0663226654	0.0386697303	-0.0516283515	0.0206780671	-0.025103545	0.0054190821	-0.0194763798	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	1.1224155244349276e-05	2.5827881344753223e-05	6.670794547586514e-10	1.2598166094925336e-10	0.0052897705936914	0.0170681730996591	2.7981672933882265e-05	0.0002913225329599	0.0332836215857312	-0.0021985801526228	0.0011077994658621	4.833754687506903e-06	0.0010140113715727	6.013771799984191e-09	3.61654512622851e-17	1.028219061678748e-06	0.0001379138119497	-4.461617689999177e-08	1.9020219526497212e-08	1.9906032411713585e-15	-0.0001700699648743	-8.799999979779345e-05	2.8923792952345637e-08	7.743999964411647e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1923.846729387461	-6.466113317155305	3701186.238174831	41.810621430293175	2171.81678731818	-13.1284777992646	4716788.157677061	172.3569293257835	1953.6929478500829	-5.834217880711549	34.03809827961435	3816916.1344791465	2019.5301176573944	1933.9546679655712	0.84699	22.675508	0.0702685993140287	0.0307479770636121	-0.0065338767	-0.0059681488	0.0043538955	-0.0412882538	0.0589464663	-0.0328449098	-0.0114720321	-0.0270260997	-0.0061882484	-0.0319952823	0.0167275684	0.0082955524	0.003779298	0.0010045486	0.0077577266	0.0025037386	-0.0158100657	-0.0213276456	0.0148794138	0.0036777842	0.0003904801	0.0110791766	-0.0202813129	0.0143431023	0.0053320806	-0.0267353734	0.0088384891	-0.0108450136	0.0005658044	0.0091137272	0.009750953	-0.0007191389	-0.0138846134	0.0043480486	-0.0155590671	-0.0007109285	0.0103401892	0.0148375328	-0.0289820699	0.0020588252	-0.0027273956	-0.0058681489	-0.0025460274	-0.0196538063	0.0871164978	0.0257665653	-0.0335168649	0.0247169177	-0.0330771986	-0.0071673292	-0.0275724808	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0142545736491541	0.0142433494939097	0.0002028730048056	0.0002031928699191	0.0156762624098973	0.0103864918162059	0.0002457452031439	0.0001078792122481	0.0423707310338343	0.0090871094481031	0.0017952788483415	8.25755581218046e-05	0.0012600785060489	0.0002460671344762	6.054903466932836e-08	1.5877978414064278e-06	0.0003567249888496	0.0002188111768999	1.2725271766974724e-07	4.787833113631934e-08	-0.0004362246246144	-0.0002661546597401	1.902919231199742e-07	7.083830290136843e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
