global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
893.4492024710323	n/a	n/a	798251.4773961237	1161.9457221137152	n/a	n/a	1350117.8611383631	818.0765072409678	n/a	669249.1716995812	n/a	854.8664593445366	679.6029581553967	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	n/a	n/a	0.0	3.0583884864654465e-05	n/a	9.353740134144404e-10	n/a	5.112548672059347e-05	n/a	2.6138153924175796e-09	n/a	0.0004479999536942	n/a	n/a	2.007039585100053e-07	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.177026580038	-0.2721758909942764	0.0740797156385282	797765.200810358	1146.6235053168402	-15.322216796874956	234.770327570437	1314745.462945078	817.8753569036608	-0.2011503373070127	668920.0994302905	0.0404614581987249	852.3803126216245	678.2781568253165	1.17114	18.919123	0.0029375658248792	0.0028919803402026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.360914362029234e-05	2.302525875563788e-05	2.873940279701131e-09	5.301625407640787e-10	-1.3416085018036483e-05	-6.454157173862995e-05	1.79991337211183e-10	4.165614482492717e-09	0.0003909999738065	-5.699997988769997e-05	3.248997707198201e-09	1.528809795166837e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
896.867778355892	3.6907517758539834	13.621648670969323	804371.8118530335	1149.00178120931	2.3782758924696736	5.656196220702423	1320205.0932221669	819.3142417235392	1.4388848198784672	671275.8266910181	2.070389524876689	853.657700245618	701.1675430178504	1.279231	20.665274	0.1782933147961604	0.083680950365156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0102050208491846	-0.0102050208491846	0.0001041424505322	0.0001041424505322	-0.0066486365167151	-0.0067022456603353	4.420436753139749e-05	4.49200968914846e-05	-0.0531630025143385	-0.0531495864293204	0.0028263048363395	0.0028248785376078	-0.0006441522747394	-0.0010351522485459	1.071540177669633e-06	4.149321530519435e-07	-0.0006848567464021	-0.0006848567464021	4.6902876309247045e-07	4.6902876309247045e-07	-0.0004447202421984	-0.0004447202421984	1.9777609382100363e-07	1.9777609382100363e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
896.8861601461257	0.0183817902336613	0.0003378902121943	804404.7842616618	1146.5109285707829	-2.49085263852703	6.204346866857071	1314487.3093322387	820.0452681618175	0.7310264382782634	672474.2418345872	0.5343996534618036	854.3165927144719	702.3075965890188	1.255746	20.285873	0.1189733845947516	0.0555061372587116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0120421650898094	0.022247185938994	0.0004949372822041	0.0001450137400502	0.0058103048093443	0.0124589413260594	3.3759641977489506e-05	0.0001552252189661	-0.0500830585597711	0.0030799439545674	0.0025083127547014	9.486054763276311e-06	1.7187549316148337e-08	0.0006441694622887	4.149542961453338e-07	2.954118514950312e-16	-0.0002750003705584	0.0004098563758437	7.562520380725731e-08	1.6798224881973228e-07	0.0001250001871718	0.0005697204293702	3.2458136764176504e-07	1.5625046792985036e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.5526874972821	3.6665273511564473	13.443422816778307	810995.1429585775	1145.9934308087384	-0.5174977620445134	0.2678039337210798	1313300.9434567827	822.3298765452886	2.2846083834710957	676226.4258589896	5.219435465826411	855.3341167133552	692.9420353092711	1.396878	22.565788	0.153992031972311	0.0795529519874713	-0.1608197012	0.013571165	-0.1214089284	0.0993965443	-0.0412743638	0.0632245821	-0.1818843046	0.1856521642	-0.0344808925	0.0532635288	-0.023921863	-0.0571302589	-0.0120432503	0.053020101	0.0161348489	-0.0380999019	0.1065025076	-0.1106386415	0.0388809567	-0.1248620409	-0.0116100649	0.1136296242	-0.0174450047	0.1542549745	-0.0532292482	0.2715796997	-0.098395402	0.1547186983	-0.0132005835	0.0331352476	-0.0908981572	0.0814294247	0.1391722778	-0.1820056811	0.0161037649	0.05243416	-0.0523346607	-0.072067263	0.0668308955	0.0482605516	-0.1042904401	-0.0333524816	0.0540303347	-0.0219042774	0.0403190896	-0.035386415	0.143938381	-0.0998254741	0.083500398	-0.0204721136	0.0935187672	-0.071365057	0.0209359541	-0.0460803455	-0.1063940939	0.0541604539	-0.1531562049	0.2755647501	-0.0392608437	0.0749853926	-0.0375904695	0.0535162735	-0.0608448295	0.2230002939	-0.1942006232	0.0273378649	-0.0506463174	0.1209657393	0.0554006007	0.0087315728	-0.0433178006	-0.1831210732	0.026117037	-0.0794115765	0.0138193991	0.0141518346	-0.0041394711	0.0249690757	-0.0535005007	0.1467323166	-0.123423783	0.1478845301	-0.1484141952	0.1048958654	-0.1089615007	0.0057174466	0.188364909	-0.0369565986	0.2372832636	-0.0010937236	0.065597701	-0.1081037203	0.0438372994	-0.0087214644	0.1312943943	0.131258281	0.1311980994	0.1311138607	0.0	0.0	0.0	0.0	0.0112746425390355	-0.0007675225507739	5.890908659464741e-07	0.000127117564383	-0.0477100371943066	-0.0535203420036509	0.0022762476490821	0.0028644270081877	-0.1009383193267581	-0.050855260766987	0.0101885443085105	0.0025862575476782	0.0002199638150344	0.000219946627485	4.837651894206224e-08	4.838407992448773e-08	0.0001630489822956	0.000438049352854	2.6584970627630883e-08	1.9188723553580825e-07	0.0004439823398507	0.0003189821526789	1.0174961372766509e-07	1.9712031809930249e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.136996583123	3.584309085840914	12.84727162284173	817463.7085903502	1156.2917254412616	10.298294632523266	106.05487233825752	1337010.55432393	823.850249706283	1.5203731609943816	678729.2339411048	2.311534548672048	857.0149815359897	723.3872882095991	1.388054	22.423246	0.0546906273625138	0.0268003959675399	-0.052859111	0.1061753384	0.0697139483	0.0714957425	0.024218299	0.0051396807	-0.0294110912	0.1569997458	-0.03782622	0.1043200888	0.0042945118	-0.0073424221	0.0907493538	0.0819531356	0.0007458069	-0.0216645761	0.0797971633	0.0398314854	0.1156334371	-0.0923611122	0.0293997012	0.0988622764	0.0021636811	0.0325858506	0.0140727592	0.0650287772	-0.0556015204	0.0503555693	-0.0524154047	0.0473566333	-0.2329668232	-0.0056963784	0.0938713176	-0.026355497	-0.1139723031	0.0041392893	-0.1237287653	0.0632397404	-0.1183881321	-0.1510574859	-0.025499747	-0.0673068567	0.00582593	-0.0666708415	-0.0150192996	-0.0110704151	0.0774444019	-0.0894619681	-0.0712319196	-0.0070345188	0.095907357	-0.1302602139	0.0227212007	0.078554926	-0.1817378868	0.0477530498	0.0243269862	0.0754754074	-0.0161953636	0.0738985316	-0.0209217918	-0.0324074673	-0.0302524434	0.092976483	-0.0087840341	-0.0067648734	-0.1454385644	0.1287947024	-0.1229113873	-0.0672657247	-0.0472329079	-0.1453382942	0.0389304432	-0.1430962767	0.0047023847	0.0961204648	-0.0075331905	-0.0284326139	0.049158853	0.0556605306	-0.0009794331	0.131511666	0.0577605781	0.1330350445	-0.0694210769	-0.0356654351	0.2149866738	0.0129784251	0.1442645593	0.0198484039	-0.0683110558	-0.0184549429	0.0217593289	0.1559271407	0.1311980994	0.1308732778	0.1303325041	0.1295766705	0.0	0.0	0.0	0.0	0.0072937719198478	-0.0039808706191877	1.5847330886711865e-05	5.319910881876025e-05	-0.0254498371729852	0.0222602000213214	0.0006476942121314	0.0004955165049892	-0.1090870482238841	-0.0081487288971259	0.0118999840902	6.640178263885619e-05	-2.1026963875175586e-08	-0.0002199848419982	4.839333070900609e-08	4.421332098079391e-16	0.0001629999013195	-4.908097609999702e-08	2.6568967830166745e-08	2.408942214928478e-15	0.0002579997063275	-0.0001859826335232	3.458953997222492e-08	6.656384846507624e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901.7797445633364	-2.3572520197866424	5.556637084788205	813206.7077047162	1153.5051005045573	-2.7866249367043565	7.765278537862559	1330574.0168900287	822.3157106362997	-1.534539069983225	676203.1279592826	2.3548101573049816	855.9305056640115	720.8743531237058	0.950937	15.361856	0.0504671924113686	0.0260373525048024	-0.0659773019	0.0607789954	0.0725276052	0.0892295758	-0.0431029327	-0.070314504	0.0032575417	0.0771220045	0.0911312627	0.0889273006	0.0940418109	-0.0639921695	0.0757904202	-0.0344864105	-0.0131563609	0.0225921017	0.1085726138	-0.1176715208	-0.0544561215	-0.1756351723	-0.0441902585	0.0652326777	0.0479436397	0.0051629335	-0.0566991315	-0.1390870907	0.0219039428	-0.0954635869	-0.1632676358	-0.0102318581	0.0414963976	-0.0704999552	-0.0938198685	-0.091802316	-0.0561922898	0.0779975345	0.028251548	0.0672895954	-0.0845939347	-0.0674519763	-0.0346731314	0.0323011448	0.0564115487	-0.0230446316	-0.0931767539	-0.0033066745	0.0449584434	-0.1117838616	0.0750426851	-0.0479570753	0.1663588292	0.0010199912	0.0276612941	0.1272218429	-0.0358427411	-0.0081943738	-0.0727772692	-0.0592873034	-0.0524309577	-0.1160790905	0.0563700542	0.0785072618	0.0863455042	-0.0531861735	0.0487443905	0.0232042101	-0.0026699373	-0.0828424104	0.039586146	-0.0711449783	-0.0305935774	-0.1257183751	0.0102217557	-0.0766188723	0.0065824156	0.0573488322	-0.0497904165	-0.0364914664	-0.0262760748	0.0716120905	0.0382431191	0.0431401012	0.0542196283	0.0630175627	-0.0814838074	0.0190663873	0.1423844401	-0.0064059045	0.1564729001	0.0114185259	0.0002054091	-0.0309872813	0.0928266927	0.0338114106	0.1310055802	0.1301044008	0.1286070243	0.1265203124	0.0	0.0	0.0	0.0	4.674428683415499e-05	-0.0072470276330136	5.251940951366335e-05	2.1850283516337555e-09	-0.043455624691802	-0.0180057875188168	0.0018883913173547	0.0003242083841727	-0.1201484645355535	-0.0110614163116694	0.0144356535302511	0.00012235493082	0.0002829789703966	0.0002829999973604	8.0088998506029e-08	8.007709768671984e-08	0.0001630365502256	3.664890609999388e-08	2.6580916709464594e-08	1.3431423183261688e-15	0.0002579771336367	-2.2572690799968663e-08	5.095263699509898e-16	6.655220147940777e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
903.0298936129388	1.2501490496024417	1.562872646221888	815462.9887585957	1152.0701898645473	-1.434910640010003	2.0589685448139154	1327265.722374534	822.0040418369103	-0.3116687993893947	675690.6447962171	0.0971374405128267	855.3561404710271	716.6023628880223	0.951665	15.373625	0.0515109032582083	0.0429646331205755	-0.0689516378	0.0920314156	0.0531618875	0.0598664656	-0.0611449878	-0.064757549	-0.0381162779	0.0820526093	0.0900220808	0.0886777557	0.0720754764	-0.0597081591	-0.0133371801	0.01172834	-0.0915619014	0.1182187736	0.0126766245	-0.082221639	0.0016850956	-0.1658591886	0.2118578516	-0.0364929861	0.198861483	0.2370723544	-0.1027329549	0.0597415848	0.0650818051	0.065676419	-0.0578875247	-0.0083007021	-0.0266854592	0.0095661832	-0.1190799345	0.0487487218	0.1100309814	0.0650848132	-0.0157626661	-0.0524504949	-0.1007856948	0.120533847	0.1770697668	0.1420729342	0.0517588662	-0.033612307	-0.0528050434	-0.0799551838	0.1033785928	0.0142266671	0.0956547982	-0.0930410893	0.0340062098	0.0655326857	0.1763107061	0.2200028998	-0.0032771676	0.0326373568	-0.0566287265	0.0954933136	-0.1532087535	-0.1033204671	0.0552656243	-0.0101934859	-0.1228950842	0.0412328521	-0.0667097665	-0.0509912594	0.0300475157	-0.0325547882	0.0627368348	0.0631837781	-0.0346430759	-0.0759240659	0.0566419193	-0.0485725454	0.005159683	0.1313136671	-0.0392951844	0.0282257104	-0.0257716924	0.1216674345	-0.0144616383	0.0645563076	0.0490081055	0.1218359004	-0.0834049362	0.0268381476	0.1383477593	0.0164900567	0.01827774	0.0251660752	0.0357566758	-0.0454943672	0.0263230927	0.105717826	0.1307169779	0.1289539052	0.1260330442	0.1219806193	0.0	0.0	0.0	0.0	4.673872464877604e-05	-5.562185378948925e-09	3.0937906189793203e-17	2.184508381794105e-09	-0.0006766617870965	0.0427789629047055	4.578711741166291e-07	0.0018300396672021	-0.115017283900876	0.0051311806346775	0.0132289755959347	2.6329014705689437e-05	0.0002109789713097	-7.199999908690002e-05	5.1839998685136035e-09	4.4512126334899214e-08	0.0001630273024164	-9.247809200005602e-09	2.6577901333168343e-08	8.552197499970824e-17	0.0002579829698734	5.8362366999733725e-09	3.4061658818116083e-17	6.65552127446996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.4929294266702	1.4630358137313806	2.140473792260643	818107.4593828395	1152.4571719699436	0.3869821053963278	0.1497551498969745	1328157.53322496	822.579317407133	0.5752755702226295	676636.7334259849	0.3309419816949716	855.4334077471921	714.9346594150207	1.046142	16.899836	0.1417337512756325	0.0702465190381993	-0.0220658635	0.1214425542	0.0110279099	-0.0116923422	-0.0145735992	-0.1033046536	-0.0298664264	0.0758880348	0.1200795872	0.0361551084	-0.0723938701	-0.027257143	-0.0160092937	0.0923832747	-0.1556652174	-0.004534358	0.0749537903	-0.0556701369	0.0454989261	0.0154812206	0.0350085745	-0.1331806665	-0.0180608978	-0.0628266283	0.0820554846	0.0258599275	-0.0666334198	-0.0142375706	0.0514338007	0.0182850325	-0.1378440454	-0.2204862216	-0.1634783452	-0.0821542875	-0.0858363337	0.0317205717	0.2016533868	0.127414489	0.0430599039	0.0041266775	0.0116627493	0.0481217204	0.0252900173	-0.0746825948	-0.0296524491	-0.1545543244	0.0618805804	-0.0188185376	-0.0096267297	-0.1214984713	-0.0109176307	0.0066336471	0.0078883459	0.0491629632	0.1205451964	-0.0059431944	0.0174818553	0.0384609658	-0.0137080514	0.0461113118	-0.0088100276	-0.1786704544	0.0537299287	0.021051556	0.1545048244	-0.0668379304	0.1013676728	-0.1157613942	0.0847357916	-0.2713518382	-0.0124633793	-0.0479344229	-0.0142095417	-0.0381894186	-0.0194362619	0.0898501675	-0.0490325528	-0.0777731893	-0.0047537845	0.1379034065	0.004922591	0.0022813058	0.0619765035	0.0432433757	-0.0419307669	-0.0074304095	-0.0328163598	-0.0266824157	-0.0441892591	-0.0400983583	-0.0070578839	0.0837684	-0.1139174489	-0.0331870252	0.1303325041	0.1274251655	0.1226275458	0.1160108149	0.0	0.0	0.0	0.0	0.0001065647012268	5.982597657802397e-05	3.579147473514272e-09	1.135603554755715e-08	-0.0545241640879368	-0.0538475023008402	0.0029728844694882	0.002899553504039	-0.1330263222142136	-0.0180090383133375	0.0176960024018397	0.0003243254609712	0.0007970109915816	0.0005860320202719	3.4343352878396466e-07	6.352265207018853e-07	-0.0004389803068785	-0.0006020076092949	1.9270370982714205e-07	3.6241316164896097e-07	4.96749057426683e-05	-0.0002083080641307	4.339224958189303e-08	2.4675962605429803e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.9539945110216	1.4610650843513897	2.134711180710733	820752.6401704762	1154.2170162624784	1.759844292534808	3.0970519339673395	1332216.9206298585	822.7115725930166	0.1322551858836504	676854.3316784744	0.0174914341931189	855.7158859006179	725.0178383664764	0.898916	14.521482	0.069059010453785	0.0345379777218872	0.013934364	0.1150581449	0.0531816773	-0.0184694621	0.0188928759	-0.0680582435	0.0003616128	0.0619660972	0.0721456044	0.0452833766	-0.0028318442	-0.0243919756	0.0055453768	0.0863866913	-0.1385836314	-0.1078999919	0.1255339673	0.0661471612	-0.0379735917	-0.113139387	-0.0279563772	-0.1502667707	-0.0193092609	-0.0221963231	-0.0201505162	0.0122682696	0.0238460249	-0.1847891105	0.0874105916	-0.1628164557	0.0532059526	0.0222587206	0.0948286419	0.1122798959	0.0248255477	0.0537738266	0.0298480556	0.1074932452	0.1432394322	-0.034478974	0.0074320875	0.0222930186	0.0133525291	-0.0770480289	0.0009519305	-0.1240276503	0.0295412315	-0.0492408378	-0.1693273827	-0.0439372347	0.0560667016	0.0596140501	0.0633054604	0.0725255946	0.1815165978	-0.0529952233	-0.0396866163	-0.0199300634	0.06129054	0.0921455229	0.0099209148	-0.1366585895	0.0548247135	-0.0450992153	0.0090392739	0.0241141028	-0.0098824247	-0.0646437248	-0.122257582	-0.0109461454	-0.003491707	-0.0145544871	0.016318843	-0.0840692348	-0.0389981418	0.0614122707	-0.0263486332	-0.0574941656	0.1175417675	0.0706684143	0.0365179606	-0.036278369	0.0218686075	0.0531172453	0.0285706091	-0.0483330772	-0.0659198474	-0.0497975179	-0.0740159122	-0.0641989502	-0.0037733283	0.1049522567	-0.0938875708	-0.0452145008	0.1298524409	0.1255226658	0.1184129973	0.1086808899	0.0	0.0	0.0	0.0	-0.0096405441116615	-0.0097471088128883	9.500613021028478e-05	9.294009076889122e-05	-0.0660847642081989	-0.0115606001202621	0.0043671960604532	0.0001336474751406	-0.1610007986641548	-0.0279744764499411	0.0259212571704957	0.0007825713326483	0.0006829822529307	-0.0001140287386509	1.3002553238315271e-08	4.6646475781829466e-07	-0.0003190387094524	0.0001199415974261	1.0178569812905289e-07	1.4385986793124638e-08	-0.0001118912595942	-0.0001615661653368	2.6103625781660264e-08	1.2519653973576653e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
