global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
883.4442043507918	n/a	n/a	780473.6622010035	1024.3580042067028	n/a	n/a	1049309.3207823394	843.8684321850802	n/a	712113.9308385054	n/a	872.7041029394736	696.1941767935659	n/a	n/a	n/a	n/a	-0.0158323746	-0.1112793137	0.0199446045	-0.1665247384	0.1676461087	-0.0978970548	-0.0287191927	0.1779937376	-0.1532604849	0.1971261615	-0.3319061972	0.4679449702	-0.0109018145	0.0182344557	-0.0762608467	0.0193146719	-0.0853395074	0.0581069524	-0.2253606438	-0.1969509844	0.0069181787	-0.0163912451	0.0104399653	-0.0692790594	0.1794964948	-0.2296921066	0.0467039267	-0.2438319782	0.0281815147	-0.1976032513	0.1774292651	-0.0143754788	0.0744809198	-0.0063920901	0.0631070945	-0.1407233729	0.0164216516	-0.0835276995	0.2006770557	-0.1982571549	-0.1589526675	0.0126244856	-0.0190218602	0.0749592363	-0.1059507257	0.3526347678	-0.0084922172	0.0031592762	-0.0439145696	0.1837910649	-0.0180771823	0.1313585121	-0.0001380446	-0.0677669188	0.0904659877	-0.0135639026	0.1281944626	-0.0215402621	0.1181549683	-0.0028516865	0.2272917127	-0.1753648565	0.3130402258	-0.128140615	0.0875644489	-0.0378938886	0.1401063476	-0.217563581	0.1482594731	-0.0158099943	0.1561451084	0.1560591586	-0.1083862449108892	n/a	0.0117475780858832	n/a	0.0326668146888806	n/a	n/a	0.0010671207819176	0.0123738078293769	n/a	n/a	0.0001531111201983	0.0034744279689999	n/a	n/a	1.2071649711768767e-05	0.001815797815976	n/a	n/a	3.2971217085032114e-06	-0.0015611618403966	n/a	n/a	2.437226291910499e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
882.4368068345758	-1.007397516215974	1.0148497556781138	778694.7180564024	1002.9629565165156	-21.3950476901872	457.74806566538456	1005934.69214435	844.2049760396502	0.3365438545699817	712682.0415701064	0.1132617660488209	871.4077603479248	695.0977979772231	1.285798	19.460548	0.1299851464801724	0.0783889823742611	0.0618209875	0.1057242979	-0.0116650286	-0.1191104982	-0.1271562167	-0.0328850303	0.1490430767	-0.0496520009	-0.024521405	-0.0138653308	-0.0633424295	0.0941570821	-0.1790583462	0.0551440791	0.0605571955	-0.0266064765	-0.122587446	-0.1799974827	-0.0576646603	0.0458430136	-0.1211485555	0.0112966709	0.011061106	0.0079252731	0.0788422578	-0.0018730066	-0.1339522104	-0.3155628933	-0.1773467063	0.0890790702	0.1784515651	-0.1864767549	-0.0151824675	-0.0172068703	-0.0949016375	0.1553199492	-0.1103641658	0.0415156894	0.0957409809	-0.0595005114	-0.0861633609	0.0414086005	-0.0454362998	0.0299273939	-0.1896959249	0.1107035694	0.0764541856	-0.0606893372	0.0055259838	0.114363367	0.011750158	-0.001166041	0.0303296537	0.1179951022	-0.151618104	-0.1473719756	0.0113769101	0.0423886132	-0.0357672365	0.0512845673	0.2372597947	-0.211064962	0.3213116293	-0.0486400384	-0.0119101537	-0.0367756698	0.1669086904	0.328262281	-0.1132891102	0.1338324605	0.155915944	0.1551433414	-0.1015871253963069	0.0067991195145823	0.0103199440462849	4.6228026173573846e-05	0.0720840089990986	0.039417194310218	0.0015537152072894	0.0051961043533821	0.0769079523213491	0.0645341444919722	0.0041646558053107	0.0059148331302629	0.0033986779952764	-7.574997372349979e-05	5.738058519110908e-09	1.1551012115576009e-05	0.0016826499918303	-0.0001331478241456	1.7728343074734238e-08	2.8313109950065087e-06	-0.0013853658749978	0.0001757959653987	3.0904221450496026e-08	1.91923860760842e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
880.1234325737605	-2.3133742608152943	5.351700470602709	774617.2565654188	1007.0595269430252	4.096570426509516	16.781889259352354	1014168.8908067096	842.7212033972276	-1.4837726424226505	710179.0266552714	2.201581254401894	871.7509692133036	697.2439874536851	1.189973	18.010237	0.1049470964260011	0.0548089631242416	0.0816950858	-0.1330516719	-0.0710092995	0.0192443052	0.1225034624	0.066491688	-0.0859683326	0.0167565392	0.1182059824	0.1072506199	0.0621545147	0.0592309443	-0.1078652089	-0.1424538212	-0.0951424287	0.143545931	-0.0010557195	-0.0021121554	-0.1485084758	-0.0450998052	-0.0542527456	-0.2567653608	-0.0381949124	0.0572502503	0.1020178434	0.014123098	0.0175910448	0.0198702065	-0.149714791	0.1511977029	-0.03530708	-0.038190464	-0.1266690493	0.0288861897	0.1635608174	-0.0879433061	-0.0520333355	0.0052565545	0.1286918868	-0.0749373663	-0.0792622095	-0.1432991636	0.1124594829	-0.0885503506	-0.0511534443	0.0448962629	0.0861333107	-0.0531881716	0.0462493833	0.0456098001	0.0726269868	0.017731089	-0.0131973613	-0.1256478475	0.1155461165	0.0649317133	-0.0184807874	0.1397666265	0.0497615522	0.1826516441	0.0374571775	-0.0507372531	0.2306123857	0.1823264516	0.0117600632	-0.0199976551	0.0292622865	0.1445185002	0.1646716899	0.066202561	0.1554579513	0.1533170814	-0.0903555966217055	0.0112315287746014	0.0081641338408643	0.0001261472386146	0.0326670269751048	-0.0394169820239938	0.0015536984718798	0.0010671346513922	0.1133761747840651	0.036468222462716	0.0013299312495901	0.0128541570086668	0.0034744077567971	7.572976152069987e-05	5.734996779982075e-09	1.2071509260491856e-05	0.0017837892024183	0.000101139210588	1.0229139918363818e-08	3.181903918664115e-06	-0.0015651041661829	-0.000179738291185	3.230585331813977e-08	2.4495510510030707e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
877.1109059807314	-3.012526593029065	9.075316473707309	769323.5413903395	999.0058258998962	-8.053701043128967	64.86210049209662	998012.6401819338	843.7234831953471	1.0022797981195026	711869.3160952891	1.004564793718471	870.4325366745716	684.8320928704505	1.293632	19.579105	0.0132280453339667	0.0089984884344678	0.1120400357	0.0735701526	0.1296968023	0.0100384109	0.0295554746	-0.0875436984	0.1769705867	0.0061388928	-0.0332192525	-0.1787251875	-0.0451468367	-0.0291510473	-0.1032640994	-0.0100021224	-0.1215079451	-0.1278445709	0.1517619542	-0.0174210503	0.0879572788	-0.1254748222	0.1178930721	0.0506146857	0.1159862658	0.0931092529	-0.1663637762	0.2672343891	0.3336824757	0.0207086118	-0.1063091984	0.1039492146	0.2019215092	-0.1310928399	0.0230268367	-0.0562165844	-0.0053259125	-0.0489013135	0.0903623606	-0.2059575584	-0.0321792707	0.1146278064	0.2793363352	0.2260404459	0.0569604569	-0.021308316	0.0090393374	-0.0737768068	0.1038150476	-0.0782278143	0.1073676914	-0.0177919747	0.0707933419	0.0242949718	-0.0850180019	0.1010450203	0.0337953849	0.0580399004	0.0772244703	-0.1500149809	-0.1870698857	0.0795832575	0.1111179321	0.0877562375	0.0996847535	0.091544417	0.0209207217	0.2901313416	0.1293670392	-0.1622843017	0.1472488723	0.1428581372	0.1547718027	0.1505910958	-0.0904263996633574	-7.080304165189844e-05	0.0081769337560772	5.013070707160464e-09	0.0325939904136873	-7.303656141749437e-05	5.334339303691427e-09	0.0010623682110875	0.1217373069760725	0.0083611321920074	6.990853153222253e-05	0.0148199719097865	0.0034744285690999	2.0812302799991942e-08	4.331519478385522e-16	1.2071653881777578e-05	0.0018468438929095	6.305469049119991e-05	3.9758939929410165e-09	3.4108323647771164e-06	-0.0015337181981991	3.138596798379998e-05	9.850789862801172e-10	2.352291511487094e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
876.5377055735767	-0.5732004071547863	0.3285587067624127	768318.3492921902	1001.053837776184	2.0480118762877737	4.194352645415767	1002108.7861264264	841.8468522063399	-1.87663098900714	708706.1225697232	3.521743868901916	870.8486632820442	689.6272427128811	1.410046	21.341028	0.0602269107823138	0.0372433025005317	0.0741241569	0.080155198	-0.0390507237	0.1252808345	0.062800656	0.2013389029	-0.0430110341	-0.1224194062	0.059854323	0.170876243	0.0869383544	-0.1720124133	-0.0925213828	-0.2521802268	-0.1417315833	0.0342955404	-0.1519921696	0.085781933	0.0408199844	0.0902371537	-0.0505065204	0.0558789318	-0.0396363973	-0.1150410387	0.0827290544	-0.0024972596	0.0794532558	-0.0095401675	0.0931273828	-0.0894953427	0.0373664875	-0.0250173691	-0.1902497488	-0.1326264051	0.1137878399	-0.1470868924	-0.2147298371	0.1414162002	-0.0338415684	-0.013615492	-0.100405151	0.0395224063	-0.0468744915	-0.0266828433	0.0771922883	0.0248676312	0.0901452267	-0.0415646183	-0.0140159356	-0.0163675686	0.1632234866	-0.0538865421	0.1185071285	0.0810867937	-0.0053695869	0.0426371364	-0.143485637	0.2154796062	0.1959604079	-0.0249022861	0.0186478188	-0.0366137682	-0.008046743	0.0405326099	-0.0373084593	0.1405074107	-0.1061181779	-0.0026587427	0.1015899978	0.0096915104	0.1538585052	0.1469813818	-0.1095628019126024	-0.0191364022492449	0.0120040075629401	0.0003662018910449	0.0327925372953927	0.0001985468817053	3.9420864234936925e-08	0.0010753505022697	0.122085573573571	0.0003482665974984	1.2128962293317874e-07	0.0149048872747878	0.0034761901264683	1.761557368399995e-06	3.103084362164316e-12	1.2083897795355696e-05	0.0022826976102887	0.0004358537173792	1.899684629532676e-07	5.210708380017741e-06	-0.0019069768245288	-0.0003732586263296	1.3932200212953457e-07	3.6365606092899455e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
876.0230442244768	-0.5146613490998106	0.2648763042572372	767416.3740123197	996.975461619241	-4.078376156943023	16.633152077521338	993960.0710708986	842.9639599825429	1.1171077762029429	710588.2378294502	1.2479297836530838	869.8079822456224	676.0984053118556	1.19191	18.039547	0.0230044195020898	0.0141339591076121	0.1445341275	0.0173822736	0.068956131	0.0848405545	0.1833781972	-0.0218359291	0.012550604	-0.0672805213	0.1189127645	0.0290709856	-0.0365354175	-0.1483311218	-0.0837311858	-0.1140254746	-0.0943324788	-0.00492279	0.0896448792	0.0683431779	-0.1170606342	-0.1954027562	-0.1367119826	0.0236992798	0.1301498389	0.0627862477	-0.0949841758	0.0212720946	-0.1135417487	-0.0967945241	-0.1260999478	0.0263301237	-0.1066967804	-0.0732954001	-0.0774451434	-0.0391314391	0.1061473725	-0.1301187247	0.0574448837	-0.1721031451	0.0550234363	-0.1382869301	0.0753634633	-0.0117957667	-0.0557300661	0.051562501	0.0153626193	-0.0065901128	0.1231475335	-0.0362592645	0.0239495552	-0.0029686958	0.1015121433	0.082339762	0.0555283013	0.01625312	0.1425896994	0.1681003954	0.0167281931	-0.0785866921	-0.0331247445	-0.0472360216	-0.0704517253	0.0428970825	0.0947299488	-0.0199778824	0.0572428406	0.1755119407	-0.1494411227	-0.0754960827	-0.1147919887	0.0568269824	0.152719399	0.1425091225	-0.1093810955144221	0.0001817063981802	0.0119642240559351	3.3017215139657e-08	0.0430462191234113	0.0102536818280185	0.0001051379910302	0.0018529769808207	0.12207379067965	-1.178289392099463e-05	1.3883658915341222e-10	0.014902010370899	0.0035360061203601	5.981599389179998e-05	3.577953125263852e-09	1.2503339283224085e-05	0.0020921372692219	-0.0001905603410668	3.6313243587495154e-08	4.377038353267269e-06	-0.001906208191848	7.686326807998436e-07	5.907961979935544e-13	3.633629670668422e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
877.7013293948272	1.6782851703503638	2.81664111301795	770359.623621447	998.6323610714504	1.6568994522094729	2.7453157947320506	997266.5925791396	842.8304448760716	-0.1335151064712363	710363.1588099968	0.0178262836560255	870.4918779050942	686.6656264679104	1.123595	17.005602	0.0565625220427909	0.0298255240076518	0.1089803378	0.147742707	0.0948752954	0.0830675228	-0.0749385395	0.1335659102	0.0834177393	-0.1261269728	0.0962155336	0.0341616927	0.0584667373	-0.1253771274	-0.1828985742	-0.0319245244	-0.0995690446	0.0438262815	-0.1116238709	0.0494473291	0.1476752923	0.0260120607	-0.0027657393	0.1461713223	-0.0106639931	-0.0258957755	0.1165257652	0.0072307931	-0.0509128265	0.0772204407	0.0270014964	0.1027732966	-0.1323428596	-0.1374940094	-0.0426411779	-0.044737117	0.0264773063	-0.046732883	-0.2132106211	0.0619895201	-0.1426730323	-0.0069534049	-0.1069177309	0.0448760651	-0.0429778813	0.0538949973	0.0681762445	-0.0423331083	0.0907171042	-0.0455617104	-0.0462096329	-0.0420290518	0.0520280965	0.0062846702	0.072005346	0.1135701874	-0.0785464801	0.0212697094	-0.2294285369	0.1494740357	0.060438142	-0.0611152317	-0.0057071167	-0.025516767	-0.0536962506	-0.1097617582	-0.003738074	0.1539850861	-0.1244076549	-0.0702694948	0.0562020134	0.154193871	0.1513561561	0.1372005631	-0.1093483529840568	3.274253036529562e-05	0.0119570623003258	1.0720732947223054e-09	0.0327601483307233	-0.010286070792688	0.0001058032523521	0.0010732273186509	0.0990266222017624	-0.0230471684778876	0.0005311719748481	0.0098062719046905	0.0030740030051105	-0.0004620031152495	2.134468785003349e-07	9.449494475428386e-06	0.0020930826263871	9.453571652002188e-07	8.937001697953939e-13	4.3809948808835216e-06	-0.0019052258594258	9.82332422200076e-07	9.649769877054682e-13	3.629885575424778e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
877.2486478715016	-0.4526815233256229	0.2049205615604065	769565.1901923778	997.0802843003046	-1.5520767711458348	2.40894230353048	994169.0933403762	842.7760434311048	-0.0544014449668566	710271.4593813873	0.0029595172144819	870.0270897143786	681.099665256575	1.130923	17.116508	0.0681270486513	0.0377232243221238	0.103088507	0.0341451598	-0.080628837	0.0194611793	0.1580395576	0.038186238	0.0174619964	-0.068612842	0.1020158428	0.0388981912	0.0250873053	-0.1316906231	-0.082830615	-0.0741680064	-0.081313598	-0.0158801235	-0.1087775925	0.0328893525	-0.1531785826	-0.0277880765	-0.1390875237	-0.1141617879	0.015953815	-0.0898114341	-0.1640855835	-0.1415365465	0.0637042194	0.0682108148	0.0267573366	-0.0818734033	-0.1934581147	-0.0518564226	-0.0636488529	-0.0818402449	0.0479835657	-0.1074842729	-0.0572116531	0.0611852057	0.1177021548	-0.1610934384	0.1368541569	-0.10473962	-0.1071861857	-0.121302898	0.1302610786	0.0127275222	0.0849434976	0.017997959	-0.0984321687	-0.0288928034	0.0446071155	0.0520356964	0.1574327754	0.0442979026	0.2191440809	0.1352528975	-0.0846505219	-0.0315230063	0.0553714611	-0.074443602	-0.0521149762	0.053302869	-0.1073478827	0.1070979713	0.0486942227	-0.039358167	-0.1007448325	0.0976192493	-0.0617509632	0.0739313691	0.1497707771	0.1310868562	-0.123208727008361	-0.0138603740243041	0.0151803904110208	0.0001921099680936	0.0296051100588385	-0.0031550382718847	9.954266497057816e-06	0.0008764625415959	0.1051076948735385	0.0060810726717761	3.697944483942228e-05	0.0110476275216288	0.0030760039768037	2.0009716931996928e-06	4.0038877169864456e-12	9.461800465312176e-06	0.0025759439771764	0.0004828613507892	2.331550840860672e-07	6.635487373551369e-06	-0.00232097481061	-0.0004157489511842	1.7284719041076237e-07	5.3869240714861256e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
879.2370053269132	1.988357455411574	3.953565370490789	773057.7115362383	999.751711629686	2.6714273293814585	7.136523976166152	999503.4849064868	844.5768780463565	1.800834615251688	713310.1029305301	3.2430053114886945	871.1340056796639	682.4735566681506	1.164875	17.630367	0.0533286621042745	0.0308334420488301	0.1309467475	0.1012581635	0.051949985	0.0312894776	-0.1636805412	-0.0584865569	0.1207877543	-0.1449456477	0.1012629734	-0.1420110172	-0.145091575	0.0245451766	-0.1853363434	0.0204697838	0.1432912252	0.0449223665	-0.018593308	-0.1093701419	0.1541509675	0.0803326152	-0.1257685812	1.89936e-05	0.158448911	0.0174513617	-0.1106613835	0.1140635952	-0.0183029056	0.0485424486	-0.0028247014	-0.179902619	-0.0143427846	-0.1576522426	-0.12056802	0.0571564694	-0.0871826084	0.1973294095	-0.0832153844	-0.0223207828	-0.0850304485	-0.0958778593	0.1497524504	0.041145619	0.0407545033	-0.014007093	0.0516956546	-0.0421328632	0.1062019054	0.0384921903	-0.1149054509	-0.0709894611	-0.0324280112	-0.0363445856	0.0219453289	0.0332548195	-0.0608297406	0.0616132203	-0.175894194	-0.1091126249	-0.0450242452	-0.129882464	0.0342238543	0.0351557854	-0.1815662806	-0.0352144063	0.0754916987	0.0711471859	0.0737179791	-0.0899886969	-0.1446172663	0.1835732011	0.1479655889	0.1242038795	-0.1235906614315922	-0.0003819344232312	0.0152746515930984	1.458739036489498e-07	0.0446822763837388	0.0150771663249002	0.0002273209443887	0.0019965058228328	0.0967116635082305	-0.008396031365308	7.04933426872358e-05	0.0093531458585292	0.0031530797493543	7.707577255060011e-05	5.940674714271842e-09	9.941911905788176e-06	0.0025446005527369	-3.134342443950012e-05	9.824102555946532e-10	6.474991972988936e-06	-0.0028020262134366	-0.0004810514028265	2.314104521614397e-07	7.85135090078585e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
882.0160438196797	2.7790384927665173	7.723054944277996	777952.3015553191	997.1080833616712	-2.6436282680148224	6.98877041944705	994224.5299051856	845.7376317927268	1.1607537463703466	715272.14183037	1.3473492597127947	872.5013467762678	687.5586992263794	1.20014	18.164112	0.0539201578079196	0.0293438320838046	0.0983221232	-0.1261282922	0.0861381923	0.02313818	-0.1883414213	-0.0288940662	0.0221676114	-0.0438335474	0.2542101323	-0.1616363485	0.1600933484	0.0177480692	-0.1482909914	0.110969578	0.187608775	0.1118400377	0.0933521695	0.0589436014	0.0365508678	0.0486143191	0.1176126517	-0.1316981953	-0.0036319621	-0.1417513045	-0.1997526373	-0.0051139821	0.0471481079	0.1572769782	-0.0437277677	-0.2606368125	-0.2662167014	-0.1237025441	-0.0166826184	0.2332077889	-0.0377689772	0.0792383501	0.0153303312	0.0395859646	0.0248508374	0.0399485025	0.1348229768	-0.105979887	0.0920555492	-0.1622098174	0.1502066016	0.1647097677	0.0718030014	0.1059865319	-0.1726143172	-0.0794261756	-0.0802339752	0.0432261267	-0.1385578547	-0.0835239036	0.0416115662	0.0399806022	-0.1876070962	-0.1061692203	-0.0621885754	-0.1906947107	-0.0925151559	0.0456583457	-0.2500627422	0.161955775	0.2677176246	-0.0914078374	0.1426758479	0.1168529843	-0.0015577702	0.0575776876	0.1459432408	0.1165920251	-0.1312821592916577	-0.0076914978600655	0.0172350053482801	5.915913933139232e-05	0.0583841314748667	0.0137018550911279	0.0001877408329382	0.0034087068080745	0.0715324410566893	-0.0251792224515412	0.0006339932432641	0.0051168901235287	0.0030771781143695	-7.590163498480016e-05	5.761058193365841e-09	9.46902514755463e-06	0.002594670973635	5.0070420898100376e-05	2.507047048912927e-09	6.732317461424e-06	-0.0028230058056574	-2.097959222080014e-05	4.4014328975105774e-10	7.969361778775387e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
